Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marjolaine Boutin-Sweet,Marianne Breton Fontaine,Audrey Castonguay,Christine Dandenault,Yaneisy Delgado Dihigo,Daniel Paillé,Hugo Samson Veillette,Gilbert Thibodeau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24021,"Hochelaga/Hochelaga"," 54","Montréal",96,1,22,1,6,65,1,34,5,231,426
24021,"Hochelaga/Hochelaga"," 55","Montréal",89,1,11,0,5,37,0,24,0,167,339
24021,"Hochelaga/Hochelaga"," 56","Montréal",121,0,33,0,3,71,0,32,4,264,474
24021,"Hochelaga/Hochelaga"," 57","Montréal",116,1,29,1,1,72,1,63,2,286,496
24021,"Hochelaga/Hochelaga"," 58","Montréal",Void/Supprimé,,,,,,,,,,
24021,"Hochelaga/Hochelaga"," 59","Montréal",95,0,18,1,2,63,0,44,1,224,382
24021,"Hochelaga/Hochelaga"," 60","Montréal",132,1,12,0,4,63,1,31,5,249,392
24021,"Hochelaga/Hochelaga"," 61","Montréal",103,2,23,0,6,63,0,33,2,232,390
24021,"Hochelaga/Hochelaga"," 62","Montréal",126,0,37,0,3,86,1,43,4,300,457
24021,"Hochelaga/Hochelaga"," 63","Montréal",97,0,37,1,2,78,0,41,3,259,400
24021,"Hochelaga/Hochelaga"," 64","Montréal",120,0,19,0,2,57,1,24,4,227,379
24021,"Hochelaga/Hochelaga"," 65","Montréal",141,0,26,2,1,71,2,47,2,292,464
24021,"Hochelaga/Hochelaga"," 66","Montréal",105,0,36,0,4,79,0,71,1,296,456
24021,"Hochelaga/Hochelaga"," 67","Montréal",Void/Supprimé,,,,,,,,,,
24021,"Hochelaga/Hochelaga"," 68","Montréal",101,1,33,0,9,65,0,40,0,249,492
24021,"Hochelaga/Hochelaga"," 69","Montréal",133,0,27,2,7,65,1,63,4,302,469
24021,"Hochelaga/Hochelaga"," 70","Montréal",120,0,18,1,5,92,1,27,4,268,371
24021,"Hochelaga/Hochelaga"," 71","Montréal",89,0,14,0,3,59,0,27,1,193,294
24021,"Hochelaga/Hochelaga"," 72","Montréal",Void/Supprimé,,,,,,,,,,
24021,"Hochelaga/Hochelaga"," 73","Montréal",110,0,10,0,2,62,1,13,5,203,424
24021,"Hochelaga/Hochelaga"," 74","Montréal",84,2,14,0,2,42,2,15,1,162,342
24021,"Hochelaga/Hochelaga"," 75","Montréal",106,1,17,0,7,65,1,19,4,220,392
24021,"Hochelaga/Hochelaga"," 76","Montréal",138,1,35,2,3,101,2,25,6,313,519
24021,"Hochelaga/Hochelaga"," 77","Montréal",102,0,14,1,0,69,2,16,3,207,372
24021,"Hochelaga/Hochelaga"," 78","Montréal",93,0,14,0,3,60,1,10,2,183,389
24021,"Hochelaga/Hochelaga"," 79","Montréal",115,0,13,1,3,85,2,19,4,242,381
24021,"Hochelaga/Hochelaga"," 80","Montréal",77,1,14,1,0,67,1,15,6,182,305
24021,"Hochelaga/Hochelaga"," 81","Montréal",147,1,23,1,2,98,1,21,5,299,534
24021,"Hochelaga/Hochelaga"," 82","Montréal",Void/Supprimé,,,,,,,,,,
24021,"Hochelaga/Hochelaga"," 83","Montréal",75,0,18,0,0,53,0,11,7,164,392
24021,"Hochelaga/Hochelaga"," 84","Montréal",113,0,18,1,3,89,0,10,1,235,385
24021,"Hochelaga/Hochelaga"," 85","Montréal",76,0,12,0,1,48,0,16,6,159,426
24021,"Hochelaga/Hochelaga"," 86","Montréal",43,0,11,0,0,31,0,10,4,99,278
24021,"Hochelaga/Hochelaga"," 87","Montréal",89,0,10,1,4,41,2,26,0,173,465
24021,"Hochelaga/Hochelaga"," 88","Montréal",112,2,11,3,7,71,1,22,1,230,452
24021,"Hochelaga/Hochelaga"," 89","Montréal",120,2,5,1,4,60,1,23,0,216,458
24021,"Hochelaga/Hochelaga"," 90","Montréal",140,1,13,2,2,95,1,27,9,290,502
24021,"Hochelaga/Hochelaga"," 91","Montréal",141,1,9,0,4,104,0,34,2,295,454
24021,"Hochelaga/Hochelaga"," 92","Montréal",75,1,8,0,1,73,1,20,3,182,380
24021,"Hochelaga/Hochelaga"," 93","Montréal",97,0,7,1,2,49,0,19,0,175,421
24021,"Hochelaga/Hochelaga"," 94","Montréal",102,0,14,3,0,65,3,22,3,212,418
24021,"Hochelaga/Hochelaga"," 95","Montréal",147,2,20,0,5,76,2,17,6,275,539
24021,"Hochelaga/Hochelaga"," 95-1","Montréal",149,2,8,0,8,92,2,21,1,283,467
24021,"Hochelaga/Hochelaga"," 96","Montréal",89,0,7,0,3,67,0,6,4,176,440
24021,"Hochelaga/Hochelaga"," 97","Montréal",135,2,7,0,5,80,1,14,3,247,502
24021,"Hochelaga/Hochelaga"," 98","Montréal",104,0,7,1,7,65,2,10,0,196,421
24021,"Hochelaga/Hochelaga"," 99","Montréal",109,1,7,0,4,86,1,11,6,225,449
24021,"Hochelaga/Hochelaga"," 100","Montréal",126,1,11,1,9,99,4,12,5,268,526
24021,"Hochelaga/Hochelaga"," 101","Montréal",91,2,19,2,5,74,0,16,8,217,409
24021,"Hochelaga/Hochelaga"," 102","Montréal",102,1,11,0,8,80,2,11,9,224,426
24021,"Hochelaga/Hochelaga"," 103","Montréal",64,2,5,0,3,46,4,16,2,142,430
24021,"Hochelaga/Hochelaga"," 104","Montréal",89,0,4,1,6,52,2,16,1,171,396
24021,"Hochelaga/Hochelaga"," 105","Montréal",94,2,11,0,5,67,4,9,2,194,444
24021,"Hochelaga/Hochelaga"," 106","Montréal",90,0,4,0,3,53,1,10,0,161,322
24021,"Hochelaga/Hochelaga"," 107","Montréal",88,1,4,1,3,67,0,6,1,171,342
24021,"Hochelaga/Hochelaga"," 108","Montréal",89,0,8,1,5,60,3,6,1,173,387
24021,"Hochelaga/Hochelaga"," 109","Montréal",75,2,4,0,3,60,1,6,2,153,338
24021,"Hochelaga/Hochelaga"," 110","Montréal",105,1,3,0,6,69,3,5,4,196,362
24021,"Hochelaga/Hochelaga"," 111","Montréal",172,1,10,0,6,103,1,11,7,311,480
24021,"Hochelaga/Hochelaga"," 112","Montréal",127,0,6,1,6,71,3,11,5,230,440
24021,"Hochelaga/Hochelaga"," 113","Montréal",115,2,7,0,2,70,1,13,3,213,512
24021,"Hochelaga/Hochelaga"," 114","Montréal",126,4,6,3,3,91,3,16,1,253,441
24021,"Hochelaga/Hochelaga"," 115","Montréal",85,0,5,0,6,58,1,10,1,166,405
24021,"Hochelaga/Hochelaga"," 116","Montréal",91,1,4,2,4,46,0,17,5,170,421
24021,"Hochelaga/Hochelaga"," 117","Montréal",100,0,3,1,5,45,0,9,5,168,382
24021,"Hochelaga/Hochelaga"," 118","Montréal",124,2,8,0,8,80,0,7,6,235,504
24021,"Hochelaga/Hochelaga"," 119","Montréal",115,5,10,2,3,72,1,14,1,223,474
24021,"Hochelaga/Hochelaga"," 120","Montréal",118,0,11,0,2,75,0,25,3,234,458
24021,"Hochelaga/Hochelaga"," 120-1","Montréal",134,1,10,2,4,93,3,23,10,280,533
24021,"Hochelaga/Hochelaga"," 121","Montréal",100,0,6,0,4,68,0,12,2,192,420
24021,"Hochelaga/Hochelaga"," 122","Montréal",89,2,15,1,7,54,0,4,1,173,445
24021,"Hochelaga/Hochelaga"," 123","Montréal",75,0,4,1,2,48,2,5,5,142,368
24021,"Hochelaga/Hochelaga"," 124","Montréal",86,1,10,1,3,68,1,16,2,188,422
24021,"Hochelaga/Hochelaga"," 125","Montréal",78,0,8,1,4,53,1,9,2,156,396
24021,"Hochelaga/Hochelaga"," 126","Montréal",67,0,7,1,3,54,1,13,1,147,366
24021,"Hochelaga/Hochelaga"," 127","Montréal",110,1,4,0,5,79,0,13,2,214,496
24021,"Hochelaga/Hochelaga"," 128","Montréal",112,1,7,0,3,69,3,12,4,211,457
24021,"Hochelaga/Hochelaga"," 129","Montréal",122,0,5,4,6,89,1,8,8,243,483
24021,"Hochelaga/Hochelaga"," 130","Montréal",99,2,7,0,7,52,2,16,1,186,404
24021,"Hochelaga/Hochelaga"," 131","Montréal",103,5,8,0,3,92,0,5,12,228,420
24021,"Hochelaga/Hochelaga"," 132","Montréal",128,3,10,0,5,88,3,15,3,255,496
24021,"Hochelaga/Hochelaga"," 133","Montréal",131,0,12,0,9,88,2,20,7,269,490
24021,"Hochelaga/Hochelaga"," 134","Montréal",108,0,8,2,9,78,3,8,9,225,443
24021,"Hochelaga/Hochelaga"," 135","Montréal",110,7,6,1,5,103,1,11,2,246,503
24021,"Hochelaga/Hochelaga"," 136","Montréal",125,0,4,0,3,60,0,8,4,204,390
24021,"Hochelaga/Hochelaga"," 137","Montréal",109,0,6,0,3,83,1,15,6,223,465
24021,"Hochelaga/Hochelaga"," 138","Montréal",128,1,10,1,2,77,0,8,4,231,394
24021,"Hochelaga/Hochelaga"," 138-1","Montréal",110,1,6,0,2,55,3,15,1,193,414
24021,"Hochelaga/Hochelaga"," 139","Montréal",80,3,4,3,4,56,3,6,3,162,355
24021,"Hochelaga/Hochelaga"," 140","Montréal",77,0,2,1,5,71,1,10,6,173,361
24021,"Hochelaga/Hochelaga"," 141","Montréal",81,1,2,2,8,42,5,6,1,148,326
24021,"Hochelaga/Hochelaga"," 142","Montréal",Void/Supprimé,,,,,,,,,,
24021,"Hochelaga/Hochelaga"," 143","Montréal",107,1,6,0,1,67,0,8,1,191,395
24021,"Hochelaga/Hochelaga"," 144","Montréal",121,0,4,1,1,90,0,10,2,229,485
24021,"Hochelaga/Hochelaga"," 145","Montréal",118,1,17,0,4,79,0,19,2,240,443
24021,"Hochelaga/Hochelaga"," 146","Montréal",90,1,6,0,1,62,1,7,4,172,348
24021,"Hochelaga/Hochelaga"," 147","Montréal",149,0,8,0,5,80,1,14,2,259,517
24021,"Hochelaga/Hochelaga"," 148","Montréal",103,0,10,0,2,66,0,17,2,200,441
24021,"Hochelaga/Hochelaga"," 149","Montréal",97,1,9,1,4,58,0,11,2,183,383
24021,"Hochelaga/Hochelaga"," 150","Montréal",104,0,9,0,4,56,1,19,0,193,418
24021,"Hochelaga/Hochelaga"," 151","Montréal",119,1,13,0,7,77,1,14,3,235,484
24021,"Hochelaga/Hochelaga"," 152","Montréal",113,1,7,1,6,85,3,8,0,224,407
24021,"Hochelaga/Hochelaga"," 153","Montréal",109,0,25,1,9,81,2,23,3,253,435
24021,"Hochelaga/Hochelaga"," 154","Montréal",55,0,11,1,2,38,0,11,0,118,252
24021,"Hochelaga/Hochelaga"," 155","Montréal",115,1,7,0,5,80,1,11,3,223,477
24021,"Hochelaga/Hochelaga"," 156","Montréal",129,1,5,0,9,81,3,12,3,243,490
24021,"Hochelaga/Hochelaga"," 157A","Montréal",87,2,3,0,4,45,1,8,1,151,336
24021,"Hochelaga/Hochelaga"," 157B","Mobile poll/Bureau itinérant",Merged with No. 502B/Fusionné avec le nº 502B,,,,,,,,,,1
24021,"Hochelaga/Hochelaga"," 158","Montréal",95,1,3,1,4,48,1,9,2,164,373
24021,"Hochelaga/Hochelaga"," 159","Montréal",99,1,2,0,5,48,0,7,0,162,352
24021,"Hochelaga/Hochelaga"," 160","Montréal",137,1,10,0,5,95,2,10,3,263,493
24021,"Hochelaga/Hochelaga"," 161","Montréal",97,2,10,0,4,65,1,20,2,201,379
24021,"Hochelaga/Hochelaga"," 162","Montréal",113,2,8,0,4,59,1,20,1,208,392
24021,"Hochelaga/Hochelaga"," 163","Montréal",93,0,6,0,7,64,4,12,2,188,328
24021,"Hochelaga/Hochelaga"," 164","Montréal",88,1,0,0,4,60,1,13,4,171,358
24021,"Hochelaga/Hochelaga"," 165","Montréal",122,1,5,2,8,55,3,12,2,210,404
24021,"Hochelaga/Hochelaga"," 166","Montréal",83,1,2,0,4,66,0,4,6,166,383
24021,"Hochelaga/Hochelaga"," 167","Montréal",94,0,3,0,1,40,2,10,1,151,356
24021,"Hochelaga/Hochelaga"," 168","Montréal",111,0,4,0,3,50,3,7,1,179,369
24021,"Hochelaga/Hochelaga"," 169","Montréal",89,0,15,0,2,69,1,22,2,200,384
24021,"Hochelaga/Hochelaga"," 170","Montréal",111,2,7,0,1,42,1,14,6,184,412
24021,"Hochelaga/Hochelaga"," 171","Montréal",126,0,4,1,5,88,1,13,4,242,408
24021,"Hochelaga/Hochelaga"," 172","Montréal",102,0,5,0,2,55,3,14,1,182,418
24021,"Hochelaga/Hochelaga"," 173","Montréal",55,3,18,1,5,40,1,32,5,160,366
24021,"Hochelaga/Hochelaga"," 174","Montréal",97,3,7,0,3,58,2,10,4,184,447
24021,"Hochelaga/Hochelaga"," 175","Montréal",68,0,6,2,5,66,3,9,10,169,390
24021,"Hochelaga/Hochelaga"," 176","Montréal",70,1,9,4,4,60,2,23,2,175,396
24021,"Hochelaga/Hochelaga"," 177","Montréal",93,0,6,0,1,60,0,13,3,176,384
24021,"Hochelaga/Hochelaga"," 178","Montréal",88,2,13,0,6,64,1,14,3,191,327
24021,"Hochelaga/Hochelaga"," 179","Montréal",101,0,5,3,5,51,5,13,2,185,466
24021,"Hochelaga/Hochelaga"," 180","Montréal",88,1,19,3,4,49,2,16,3,185,447
24021,"Hochelaga/Hochelaga"," 181","Montréal",128,0,5,1,2,59,0,14,3,212,346
24021,"Hochelaga/Hochelaga"," 182","Montréal",99,0,4,0,5,48,0,10,3,169,357
24021,"Hochelaga/Hochelaga"," 183","Montréal",80,0,1,0,5,65,0,8,4,163,265
24021,"Hochelaga/Hochelaga"," 184","Montréal",117,0,13,0,8,35,0,31,4,208,418
24021,"Hochelaga/Hochelaga"," 185","Montréal",104,0,25,1,2,85,2,30,9,258,410
24021,"Hochelaga/Hochelaga"," 186","Montréal",83,0,13,0,5,51,0,16,3,171,473
24021,"Hochelaga/Hochelaga"," 187","Montréal",111,1,8,1,7,59,1,7,3,198,433
24021,"Hochelaga/Hochelaga"," 188","Montréal",80,0,12,0,3,51,2,39,4,191,506
24021,"Hochelaga/Hochelaga"," 189","Montréal",85,0,4,0,5,56,0,16,2,168,366
24021,"Hochelaga/Hochelaga"," 190","Montréal",83,0,5,0,3,53,2,11,1,158,386
24021,"Hochelaga/Hochelaga"," 400","Montréal",103,1,23,1,3,64,0,35,3,233,333
24021,"Hochelaga/Hochelaga"," 401","Montréal",89,1,24,0,2,70,0,46,5,237,321
24021,"Hochelaga/Hochelaga"," 402","Montréal",99,1,18,0,0,62,0,42,4,226,337
24021,"Hochelaga/Hochelaga"," 403","Montréal",96,0,27,0,2,51,1,40,3,220,327
24021,"Hochelaga/Hochelaga"," 404","Montréal",84,0,18,1,3,77,0,17,13,213,356
24021,"Hochelaga/Hochelaga"," 405","Montréal",81,0,12,0,1,70,0,22,9,195,351
24021,"Hochelaga/Hochelaga"," 406","Montréal",55,0,21,1,1,67,0,83,7,235,314
24021,"Hochelaga/Hochelaga"," 407","Montréal",86,1,48,2,3,64,1,53,0,258,319
24021,"Hochelaga/Hochelaga"," 500A","Mobile poll/Bureau itinérant",10,0,6,1,1,2,1,51,0,72,87
24021,"Hochelaga/Hochelaga"," 500B","Mobile poll/Bureau itinérant",Merged with No. 501B/Fusionné avec le nº 501B,,,,,,,,,,65
24021,"Hochelaga/Hochelaga"," 501A","Mobile poll/Bureau itinérant",Merged with No. 500A/Fusionné avec le nº 500A,,,,,,,,,,41
24021,"Hochelaga/Hochelaga"," 501B","Mobile poll/Bureau itinérant",23,2,6,1,0,10,1,14,2,59,79
24021,"Hochelaga/Hochelaga"," 502A","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,,,,45
24021,"Hochelaga/Hochelaga"," 502B","Mobile poll/Bureau itinérant",8,0,9,0,1,23,1,11,5,58,139
24021,"Hochelaga/Hochelaga"," 503","Mobile poll/Bureau itinérant",23,1,14,2,1,15,0,30,3,89,198
24021,"Hochelaga/Hochelaga"," 504A","Mobile poll/Bureau itinérant",20,2,10,0,1,24,1,14,6,78,172
24021,"Hochelaga/Hochelaga"," 504B","Mobile poll/Bureau itinérant",Merged with No. 500A/Fusionné avec le nº 500A,,,,,,,,,,21
24021,"Hochelaga/Hochelaga"," 505","Mobile poll/Bureau itinérant",20,1,9,0,1,21,0,7,4,63,116
24021,"Hochelaga/Hochelaga"," 506A","Mobile poll/Bureau itinérant",Merged with No. 504A/Fusionné avec le nº 504A,,,,,,,,,,47
24021,"Hochelaga/Hochelaga"," 506B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,,,25
24021,"Hochelaga/Hochelaga"," 600","Montréal",175,1,70,1,7,131,0,83,0,468,
24021,"Hochelaga/Hochelaga"," 601","Montréal",304,1,61,2,10,204,4,53,5,644,
24021,"Hochelaga/Hochelaga"," 602","Montréal",208,1,40,1,6,185,3,86,4,534,
24021,"Hochelaga/Hochelaga"," 603","Montréal",227,1,65,0,2,205,1,107,4,612,
24021,"Hochelaga/Hochelaga"," 604","Montréal",133,1,2,2,7,144,0,28,5,322,
24021,"Hochelaga/Hochelaga"," 605","Montréal",229,2,31,1,10,196,3,54,7,533,
24021,"Hochelaga/Hochelaga"," 606","Montréal",149,1,11,3,5,145,4,32,3,353,
24021,"Hochelaga/Hochelaga"," 607","Montréal",152,3,10,3,12,141,3,32,1,357,
24021,"Hochelaga/Hochelaga"," 608","Montréal",183,1,12,0,3,144,2,29,5,379,
24021,"Hochelaga/Hochelaga"," 609","Montréal",183,6,11,2,12,162,3,27,8,414,
24021,"Hochelaga/Hochelaga"," 610","Montréal",298,2,24,2,10,212,0,56,21,625,
24021,"Hochelaga/Hochelaga",,Group 1/Groupe 1,44,0,26,1,1,48,0,42,11,173,245
24021,"Hochelaga/Hochelaga",,Group 2/Groupe 2,229,0,28,2,10,322,4,102,18,715,
