Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gilles Bisson,Luc Desnoyers,Denis Joannette,Lucie Leblanc,Laurin Liu,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 17","Boisbriand",1,43,38,22,98,2,204,359
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 18","Boisbriand",6,61,13,12,102,2,196,373
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 19","Boisbriand",8,64,13,19,147,5,256,415
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 19-1","Boisbriand",Merged with No. 21/Fusionné avec le nº 21,,,,,,,105
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 20","Boisbriand",4,61,32,13,138,4,252,367
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 20-1","Boisbriand",7,57,16,13,116,3,212,426
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 20-2","Boisbriand",3,46,18,19,86,1,173,346
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 21","Boisbriand",6,74,11,12,108,3,214,272
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 22","Boisbriand",2,53,9,13,114,2,193,384
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 23","Boisbriand",9,65,18,16,86,2,196,386
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 24","Boisbriand",6,53,17,25,156,3,260,346
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 24-1","Boisbriand",5,46,15,12,85,3,166,324
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 25","Boisbriand",5,60,22,17,123,5,232,364
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 26","Boisbriand",6,74,28,23,165,1,297,407
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 27","Boisbriand",3,64,15,18,160,6,266,357
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 28A","Boisbriand",0,1,8,9,0,0,18,336
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 28B","Boisbriand",1,2,24,23,0,0,50,499
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 29","Boisbriand",6,40,13,12,98,10,179,288
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 30","Boisbriand",7,75,20,19,156,10,287,522
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 31","Boisbriand",3,44,27,29,130,3,236,377
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 32","Boisbriand",9,71,30,21,168,1,300,396
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 33","Boisbriand",7,57,18,30,143,4,259,389
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 34","Boisbriand",2,56,22,15,134,1,230,373
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 35","Boisbriand",4,68,21,12,119,5,229,386
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 36","Boisbriand",3,84,14,27,132,5,265,412
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 37","Boisbriand",4,59,18,21,100,6,208,351
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 38","Boisbriand",2,52,11,26,60,2,153,250
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 39","Boisbriand",5,55,19,21,143,6,249,318
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 39-1","Boisbriand",5,77,24,23,129,4,262,423
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 40","Boisbriand",3,55,33,23,161,7,282,413
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 40-1","Boisbriand",6,70,38,26,129,5,274,381
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 41","Boisbriand",5,96,32,26,185,3,347,524
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 42","Boisbriand",2,48,24,24,117,0,215,318
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 43","Boisbriand",3,59,10,25,104,4,205,356
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 44","Saint-Eustache",6,53,16,46,94,2,217,413
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 45","Saint-Eustache",2,44,11,20,75,6,158,310
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46","Saint-Eustache",5,61,15,19,130,7,237,405
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-1","Saint-Eustache",5,53,27,29,124,6,244,462
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-2","Saint-Eustache",8,90,28,20,177,8,331,624
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-3","Saint-Eustache",5,78,33,57,160,0,333,609
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-4","Saint-Eustache",6,45,17,15,122,3,208,391
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 46-5","Saint-Eustache",5,58,23,27,129,2,244,443
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 47","Saint-Eustache",4,68,22,26,151,6,277,415
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 48","Saint-Eustache",4,64,24,32,143,5,272,394
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 49","Saint-Eustache",4,74,18,34,150,5,285,385
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 50","Saint-Eustache",2,87,13,22,143,0,267,393
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 50-1","Saint-Eustache",7,67,11,22,170,9,286,451
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 51","Saint-Eustache",3,63,23,24,129,1,243,370
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 51-1","Saint-Eustache",7,87,13,36,137,6,286,417
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 52","Saint-Eustache",10,74,17,22,151,8,282,420
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 53","Saint-Eustache",10,95,13,16,125,2,261,423
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 54","Saint-Eustache",2,96,21,20,147,3,289,426
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 55","Saint-Eustache",5,93,21,29,120,2,270,435
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 55-1","Saint-Eustache",3,71,22,28,137,5,266,435
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 56","Saint-Eustache",4,81,13,32,135,5,270,434
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 57","Saint-Eustache",3,70,15,15,127,5,235,362
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 58","Saint-Eustache",2,81,11,22,114,7,237,378
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 59","Saint-Eustache",3,64,12,18,124,3,224,377
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 59-1","Saint-Eustache",8,43,9,23,146,2,231,426
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 60","Saint-Eustache",6,37,16,25,145,0,229,413
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 61","Saint-Eustache",3,38,19,18,89,0,167,377
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 62","Saint-Eustache",3,60,32,28,113,14,250,399
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 63","Saint-Eustache",5,49,28,29,77,7,195,376
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 64","Saint-Eustache",9,71,45,41,122,10,298,552
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 65","Saint-Eustache",4,50,22,22,103,7,208,357
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 66","Saint-Eustache",5,43,22,18,124,2,214,364
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 67","Saint-Eustache",4,63,20,26,81,4,198,336
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 67-1","Saint-Eustache",8,47,9,16,75,3,158,362
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 68","Saint-Eustache",4,78,25,16,93,3,219,368
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 69","Saint-Eustache",1,78,20,18,114,0,231,382
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 70","Saint-Eustache",11,85,37,17,125,1,276,453
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 71","Saint-Eustache",4,60,25,25,108,4,226,424
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 72","Saint-Eustache",10,85,23,28,156,9,311,461
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 73","Saint-Eustache",8,79,19,25,102,3,236,411
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 74","Saint-Eustache",7,82,16,9,105,10,229,402
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 75","Saint-Eustache",4,81,27,29,114,7,262,445
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 76","Saint-Eustache",5,79,14,34,148,5,285,456
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 77","Saint-Eustache",11,83,24,18,114,5,255,384
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 78","Saint-Eustache",9,71,18,17,109,1,225,390
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 79","Saint-Eustache",5,62,23,14,104,3,211,399
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 80","Saint-Eustache",6,40,16,29,94,5,190,350
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 81","Saint-Eustache",5,84,19,25,138,2,273,425
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 82","Saint-Eustache",0,67,17,16,94,8,202,348
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 82-1","Saint-Eustache",1,68,17,19,117,1,223,374
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 83","Saint-Eustache",7,77,20,26,99,5,234,382
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 84","Saint-Eustache",11,73,20,27,107,2,240,398
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 85","Saint-Eustache",2,49,25,29,99,3,207,374
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 86","Saint-Eustache",3,78,29,18,121,4,253,423
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 87","Saint-Eustache",7,95,24,19,119,7,271,378
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 88","Saint-Eustache",7,61,27,27,146,7,275,414
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 89","Saint-Eustache",3,89,26,31,137,7,293,412
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 90","Saint-Eustache",4,86,13,33,113,4,253,387
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 91","Saint-Eustache",2,75,17,17,110,6,227,436
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 92","Saint-Eustache",6,62,16,25,131,0,240,348
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 93","Saint-Eustache",7,53,21,27,120,10,238,365
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 94","Saint-Eustache",3,63,23,28,112,6,235,388
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 95","Saint-Eustache",10,78,24,24,106,6,248,389
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 96","Saint-Eustache",3,50,6,6,70,7,142,478
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 97","Saint-Eustache",5,57,11,22,90,3,188,397
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 98","Saint-Eustache",10,65,16,20,134,11,256,421
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 99","Saint-Eustache",3,75,17,28,125,2,250,401
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 100","Saint-Eustache",2,68,14,20,106,4,214,394
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 101","Saint-Eustache",7,77,23,33,110,1,251,388
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 102","Saint-Eustache",5,69,28,29,115,6,252,408
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 103","Saint-Eustache",8,61,22,27,120,4,242,384
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 104","Saint-Eustache",4,45,22,18,60,3,152,364
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 105","Saint-Eustache",10,41,24,18,78,9,180,375
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 106","Saint-Eustache",12,75,18,13,115,7,240,404
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 107","Saint-Eustache",3,64,12,29,84,4,196,370
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 108","Saint-Eustache",7,50,10,16,100,4,187,416
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 109","Saint-Eustache",4,93,23,24,151,7,302,354
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 109-1","Saint-Eustache",Merged with No. 109/Fusionné avec le nº 109,,,,,,,235
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 110","Saint-Eustache",1,73,18,20,111,5,228,377
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 111","Saint-Eustache",2,58,15,12,79,8,174,371
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 112","Saint-Eustache",5,65,7,20,56,1,154,369
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 113","Saint-Eustache",6,54,33,20,53,3,169,409
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 113-1","Saint-Eustache",4,47,15,24,79,4,173,390
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 114","Saint-Eustache",4,63,24,16,105,0,212,442
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 115","Saint-Eustache",1,59,8,16,75,5,164,350
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 116","Saint-Eustache",6,42,14,5,33,2,102,277
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 117","Deux-Montagnes",5,59,19,13,122,4,222,445
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 118","Deux-Montagnes",5,44,17,17,111,2,196,402
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 119","Deux-Montagnes",6,64,37,15,137,4,263,429
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 120","Deux-Montagnes",5,73,28,22,162,5,295,502
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 121","Deux-Montagnes",5,63,38,39,113,4,262,459
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 122","Deux-Montagnes",8,68,29,22,123,5,255,432
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 123","Deux-Montagnes",7,43,29,17,133,10,239,441
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 124","Deux-Montagnes",9,63,14,10,127,7,230,472
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 125","Deux-Montagnes",4,56,28,23,117,1,229,462
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 126","Deux-Montagnes",6,43,61,46,113,1,270,428
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 127","Deux-Montagnes",13,58,25,15,109,2,222,417
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 128","Deux-Montagnes",9,64,31,19,120,4,247,439
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 129","Deux-Montagnes",8,47,41,17,68,3,184,326
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 130","Deux-Montagnes",5,44,37,19,131,4,240,477
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 131","Deux-Montagnes",3,41,20,14,115,4,197,367
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 132","Deux-Montagnes",13,60,22,15,110,6,226,412
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 133","Deux-Montagnes",7,53,22,16,135,8,241,436
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 133-1","Deux-Montagnes",10,36,25,19,146,2,238,453
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 134","Deux-Montagnes",4,55,51,21,79,7,217,394
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 135","Deux-Montagnes",3,67,38,16,99,4,227,408
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 136","Deux-Montagnes",8,65,35,27,111,4,250,467
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 137","Deux-Montagnes",13,48,28,20,111,4,224,416
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 138","Deux-Montagnes",14,63,24,28,124,2,255,411
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 139","Deux-Montagnes",2,36,39,18,101,1,197,423
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 140","Deux-Montagnes",10,74,20,19,135,2,260,445
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 140-1","Deux-Montagnes",7,49,25,33,130,3,247,399
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 141","Deux-Montagnes",9,57,24,25,111,5,231,490
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 142","Deux-Montagnes",5,59,15,14,103,9,205,445
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 143","Deux-Montagnes",7,66,31,24,120,4,252,427
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 144","Deux-Montagnes",8,49,34,17,113,8,229,466
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 145","Deux-Montagnes",6,60,38,25,99,4,232,425
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146A","Sainte-Marthe-sur-le-Lac",5,55,22,26,97,6,211,366
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146B","Sainte-Marthe-sur-le-Lac",2,50,19,7,123,2,203,321
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-1","Sainte-Marthe-sur-le-Lac",3,68,21,27,172,5,296,526
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-2","Sainte-Marthe-sur-le-Lac",1,64,22,10,109,4,210,333
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-3","Sainte-Marthe-sur-le-Lac",3,76,28,15,168,5,295,499
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-4","Sainte-Marthe-sur-le-Lac",7,75,18,22,137,6,265,482
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 146-5","Sainte-Marthe-sur-le-Lac",7,35,20,12,94,3,171,310
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 147","Sainte-Marthe-sur-le-Lac",10,97,26,26,134,5,298,493
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 147-1","Sainte-Marthe-sur-le-Lac",6,54,17,26,164,4,271,458
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 148","Sainte-Marthe-sur-le-Lac",5,67,22,34,110,4,242,502
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 149","Sainte-Marthe-sur-le-Lac",3,58,24,25,133,7,250,419
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 150","Sainte-Marthe-sur-le-Lac",10,64,17,13,114,3,221,408
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 151","Sainte-Marthe-sur-le-Lac",10,78,11,14,102,6,221,396
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 152","Sainte-Marthe-sur-le-Lac",8,63,14,23,107,2,217,452
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 153","Sainte-Marthe-sur-le-Lac",6,93,10,14,116,5,244,422
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 154","Sainte-Marthe-sur-le-Lac",5,58,22,20,86,3,194,426
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 155","Sainte-Marthe-sur-le-Lac",12,96,22,19,122,1,272,476
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 156","Sainte-Marthe-sur-le-Lac",5,77,13,16,141,0,252,445
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 156-1","Sainte-Marthe-sur-le-Lac",5,68,16,22,83,4,198,456
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 157","Sainte-Marthe-sur-le-Lac",9,89,21,19,163,4,305,556
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 158","Sainte-Marthe-sur-le-Lac",3,83,14,13,121,2,236,504
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 159","Sainte-Marthe-sur-le-Lac",2,45,13,8,82,5,155,288
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 159-1","Sainte-Marthe-sur-le-Lac",6,98,18,23,85,6,236,444
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 160","Sainte-Marthe-sur-le-Lac",3,85,21,20,120,5,254,489
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 161","Sainte-Marthe-sur-le-Lac",3,76,22,14,70,4,189,389
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 162","Sainte-Marthe-sur-le-Lac",7,66,20,16,109,6,224,427
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 162-1","Sainte-Marthe-sur-le-Lac",3,52,12,22,137,0,226,434
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 500","Mobile poll/Bureau itinérant",1,15,22,17,16,3,74,188
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 501","Mobile poll/Bureau itinérant",4,7,8,6,5,1,31,70
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 600","Boisbriand",7,212,59,75,265,8,626,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 601","Boisbriand",10,80,26,39,147,6,308,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 602","Saint-Eustache",7,162,35,40,186,6,436,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 603","Saint-Eustache",5,134,43,37,139,4,362,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 604","Saint-Eustache",14,219,119,80,248,17,697,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 605","Deux-Montagnes",17,178,184,95,310,11,795,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 606","Deux-Montagnes",12,151,154,106,277,9,709,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 607","Sainte-Marthe-sur-le-Lac",7,203,58,56,204,10,538,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 608","Boisbriand",8,188,89,55,267,8,615,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 609","Saint-Eustache",5,164,62,80,242,4,557,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 610","Saint-Eustache",7,144,66,61,188,15,481,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 611","Saint-Eustache",13,127,62,83,201,13,499,
24057,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 612","Saint-Eustache",10,183,59,53,246,7,558,
