Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tunya Audain,Carol Lee Chapman,Doug Hartt,Allan Holt,Roger Lagassé,Terry Platt,Dan Veniez,Brennan Wauters,John Dunbar Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 129","Lions Bay",4,0,0,0,0,23,49,17,132,1,226,360
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 130","Lions Bay",0,0,0,0,1,31,66,19,102,1,220,326
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 131","Sunset Beach",1,0,0,0,0,33,69,16,174,0,293,528
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 132","West Vancouver",0,0,0,0,1,24,56,12,71,0,164,311
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 133","West Vancouver",0,0,1,0,0,16,62,17,102,0,198,303
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 134","West Vancouver",0,0,0,0,0,15,102,21,138,0,276,456
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 135","West Vancouver",1,0,0,0,2,17,56,16,153,1,246,413
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 136","Cypress Park",0,0,0,0,1,17,41,8,211,2,280,516
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 137","West Vancouver",0,0,0,0,0,28,64,16,144,0,252,424
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 138","West Vancouver",2,0,0,0,2,25,79,21,114,0,243,383
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 139","West Vancouver",1,0,0,0,1,15,59,14,160,0,250,454
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 140","West Vancouver",0,0,0,0,0,18,75,9,133,1,236,426
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 141","West Vancouver",1,1,0,0,1,18,91,14,116,0,242,431
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 142","West Vancouver",1,0,0,0,1,11,61,11,270,1,356,594
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 143","West Vancouver",1,0,0,0,1,11,32,6,170,0,221,396
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 144","West Vancouver",0,0,0,0,1,12,40,4,125,0,182,352
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 145","West Vancouver",0,0,0,0,0,23,54,16,138,2,233,406
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 146","West Vancouver",1,0,0,0,1,13,40,14,159,0,228,411
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 147","Sandy Cove",0,0,0,0,0,24,68,5,175,2,274,420
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 148","West Vancouver",0,1,0,0,0,17,59,14,125,0,216,398
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 149","Sandy Cove",0,0,0,1,1,25,53,14,135,0,229,381
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 150","West Vancouver",0,0,0,0,2,21,67,6,119,0,215,390
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 151","West Vancouver",1,0,0,0,1,4,38,6,120,0,170,317
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 152","West Vancouver",0,0,0,0,3,5,37,8,155,0,208,366
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 153","West Vancouver",0,0,0,0,0,15,38,19,139,4,215,413
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 154","West Vancouver",2,0,0,0,0,17,69,11,131,0,230,406
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 155","West Vancouver",2,0,0,0,0,25,54,11,135,0,227,362
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 156","West Vancouver",0,0,0,0,0,15,63,14,144,0,236,414
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 157","Westmount",1,0,0,0,1,7,44,3,73,2,131,316
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 157-1","Westmount",1,0,0,0,0,2,22,3,61,0,89,276
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158","Dundarave",0,0,0,0,1,20,57,6,153,0,237,561
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158-1","West Vancouver",0,0,0,0,0,9,37,2,101,0,149,360
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 159","West Vancouver",1,0,0,0,0,11,38,3,94,2,149,445
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 160","West Vancouver",3,0,0,0,1,5,40,2,78,0,129,305
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 160-1","West Vancouver",2,0,0,0,0,3,22,0,75,1,103,357
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 161","West Vancouver",2,1,0,0,0,19,51,7,134,1,215,509
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 162","West Vancouver",0,0,0,0,0,20,46,8,104,0,178,392
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 163","West Vancouver",1,0,1,1,0,25,69,14,124,1,236,459
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 164","North Vancouver",Void/Supprimé,,,,,,,,,,,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 165","Canyon Heights",1,1,1,0,1,11,48,9,141,0,213,377
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 166","West Vancouver",1,1,0,0,0,6,35,7,131,0,181,398
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 167","West Vancouver",0,1,1,1,0,6,26,5,102,2,144,441
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 168","West Vancouver",1,0,0,0,0,4,36,9,89,0,139,373
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 169","West Vancouver",1,0,0,0,0,29,64,11,131,0,236,506
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 170","West Vancouver",1,0,0,0,0,12,42,12,138,0,205,369
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 171","West Vancouver",3,0,0,0,0,15,68,9,155,1,251,419
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 172","West Vancouver",1,0,0,0,2,21,48,8,134,1,215,396
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 173","West Vancouver",1,0,0,0,2,15,50,9,121,2,200,384
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 174","West Vancouver",1,0,0,0,0,24,55,12,120,3,215,457
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 175","West Vancouver",0,0,0,0,2,17,67,21,116,1,224,438
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 176","West Vancouver",1,0,0,0,0,21,50,12,127,1,212,423
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 177","West Vancouver",4,0,0,0,0,33,84,15,161,0,297,502
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 178","West Vancouver",0,0,0,0,0,18,47,10,124,1,200,417
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 179","West Vancouver",0,0,0,0,2,17,47,6,105,0,177,401
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 180","West Vancouver",0,0,0,0,0,28,68,21,153,0,270,577
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 181","West Vancouver",Void/Supprimé,,,,,,,,,,,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 182","West Vancouver",3,0,0,0,0,26,55,8,103,0,195,385
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 183","West Vancouver",1,0,0,0,1,19,49,3,105,1,179,367
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 184","West Vancouver",0,0,0,0,1,32,60,14,85,0,192,437
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 185","West Vancouver",0,0,0,0,1,38,55,11,120,0,225,441
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 186","West Vancouver",0,1,0,0,0,23,79,23,126,0,252,461
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 187","West Vancouver",1,0,0,0,0,16,57,12,107,1,194,414
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 188","West Vancouver",3,0,0,0,1,27,84,10,160,0,285,460
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 189","West Vancouver",0,0,0,0,0,26,72,8,189,0,295,496
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 190","West Vancouver",0,0,0,0,1,14,32,2,108,0,157,305
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 191","West Vancouver",0,0,0,0,0,21,84,7,142,1,255,469
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 192","West Vancouver",2,0,0,0,1,26,90,12,153,0,284,495
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 193","West Vancouver",0,0,0,0,1,25,34,9,93,1,163,410
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 194","West Vancouver",1,1,0,0,1,26,31,6,78,0,144,319
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 195","West Vancouver",1,0,0,0,4,34,51,9,122,1,222,495
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 196","West Vancouver",0,0,0,0,0,8,25,1,81,0,115,337
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 197","West Vancouver",3,0,0,0,0,22,32,1,86,3,147,377
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 198","West Vancouver",0,0,0,0,0,13,47,9,72,0,141,295
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 199","West Vancouver",0,0,0,1,2,11,23,6,87,1,131,352
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 200","West Vancouver",1,1,0,0,0,24,52,13,133,0,224,394
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 201","West Vancouver",0,0,0,0,0,8,16,3,25,0,52,115
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 202","Park Royal",1,0,0,0,0,21,26,2,40,0,90,312
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 203","West Vancouver",1,0,1,0,1,29,67,14,108,0,221,414
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 204","West Vancouver",2,0,0,1,4,18,44,4,113,0,186,339
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 205","Capilano 5",0,0,0,0,0,11,56,0,93,2,162,484
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 206","Capilano 5",0,0,0,0,0,20,11,2,39,0,72,146
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207","Capilano 5",1,0,0,1,1,51,22,7,33,0,116,437
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207-1","Capilano 5",0,0,0,0,1,41,12,2,17,0,73,292
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207-2","Capilano 5",1,1,0,0,0,28,4,1,9,0,44,185
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 208","West Vancouver",0,0,0,1,1,19,40,7,57,0,125,216
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209A","Pemberton Heights",3,2,0,0,3,58,58,11,87,4,226,474
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209B","Pemberton Heights",2,0,0,0,1,55,63,8,78,3,210,442
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209C","Pemberton Heights",8,0,0,1,1,34,64,7,85,2,202,469
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 210","North Vancouver",3,0,0,0,3,44,52,18,84,0,204,419
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 211","North Vancouver",2,0,2,0,1,57,70,15,113,2,262,496
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 212","North Vancouver",1,1,0,0,3,58,73,23,148,1,308,471
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 213","North Vancouver",0,0,0,0,2,26,62,10,100,0,200,307
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 214","North Vancouver",0,0,0,0,2,29,66,10,96,0,203,339
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 215","North Vancouver",2,1,0,0,0,47,48,14,92,6,210,479
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 216","North Vancouver",1,0,1,0,1,59,48,10,81,2,203,402
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 217","North Vancouver",Void/Supprimé,,,,,,,,,,,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 218","North Vancouver",2,0,1,0,1,69,71,23,156,2,325,576
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 219","North Vancouver",1,0,0,0,0,50,63,20,156,1,291,460
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 400","West Vancouver",1,1,1,0,2,5,16,3,21,0,50,115
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 500","Mobile poll/Bureau itinérant",1,1,2,1,2,29,17,8,34,3,98,156
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 501","Mobile poll/Bureau itinérant",0,2,3,2,0,15,6,3,12,3,46,56
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 502","Mobile poll/Bureau itinérant",0,2,0,1,0,10,18,4,63,0,98,144
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 503","Mobile poll/Bureau itinérant",3,2,0,2,2,5,21,1,49,3,88,179
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 504","Mobile poll/Bureau itinérant",0,0,0,1,1,17,4,2,13,2,40,80
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 505","Mobile poll/Bureau itinérant",1,0,2,3,2,21,8,1,27,0,65,108
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 600","Powell River",1,0,0,0,1,125,45,13,110,0,295,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 601","Powell River",1,1,0,4,2,148,74,19,243,0,492,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 602","Sechelt",6,1,0,1,4,126,170,25,361,2,696,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 603","Sechelt",1,2,0,1,3,151,112,19,212,1,502,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 604","Gibsons",1,0,0,0,2,128,141,47,179,0,498,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 605","Squamish",2,1,1,0,4,142,133,51,211,8,553,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 606","Squamish",2,1,2,2,3,128,96,37,134,3,408,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 607","Whistler",3,1,0,1,4,87,172,69,267,0,604,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 608","Bowen Island",0,1,0,0,2,58,106,37,87,0,291,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 609","Lions Bay--West Vancouver",0,0,0,0,0,19,127,7,246,0,399,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 610","West Vancouver",1,0,0,0,1,14,86,15,264,0,381,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 611","West Vancouver",1,0,0,0,0,21,108,10,290,1,431,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 612","West Vancouver",2,1,0,0,5,43,150,28,374,0,603,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 613","West Vancouver",5,0,1,0,4,62,186,34,498,1,791,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 614","North Vancouver--Capilano 5",5,1,0,0,1,86,123,16,211,1,444,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 615","Sechelt",3,0,0,5,0,52,53,16,163,0,292,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 616","Powell River",0,0,0,1,0,132,70,17,192,0,412,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 617","Gibsons",1,0,0,3,1,143,177,46,246,1,618,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 618","Lions Bay--West Vancouver",0,0,0,0,1,18,115,21,297,0,452,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 619","West Vancouver",4,0,1,0,3,31,154,17,403,3,616,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,Group 1/Groupe 1,0,0,0,0,0,17,33,8,46,7,111,193
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,Group 2/Groupe 2,5,3,0,8,7,226,421,96,793,10,1569,
