Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gord Brown,Matthew Gabriel,Marjory Loveys,Mary Slade,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35041,"Leeds--Grenville/Leeds--Grenville"," 24","Leeds and the Thousand Islands",75,34,21,11,0,141,298
35041,"Leeds--Grenville/Leeds--Grenville"," 25","Leeds and the Thousand Islands",92,47,31,19,0,189,381
35041,"Leeds--Grenville/Leeds--Grenville"," 26","Leeds and the Thousand Islands",137,53,25,17,0,232,453
35041,"Leeds--Grenville/Leeds--Grenville"," 27","Leeds and the Thousand Islands",104,29,23,5,1,162,288
35041,"Leeds--Grenville/Leeds--Grenville"," 28","Leeds and the Thousand Islands",98,46,51,18,0,213,419
35041,"Leeds--Grenville/Leeds--Grenville"," 29","Leeds and the Thousand Islands",133,50,39,16,0,238,493
35041,"Leeds--Grenville/Leeds--Grenville"," 30","Leeds and the Thousand Islands",140,48,25,13,0,226,472
35041,"Leeds--Grenville/Leeds--Grenville"," 31","Leeds and the Thousand Islands",123,27,18,20,1,189,294
35041,"Leeds--Grenville/Leeds--Grenville"," 32","Leeds and the Thousand Islands",135,50,27,10,0,222,437
35041,"Leeds--Grenville/Leeds--Grenville"," 33","Leeds and the Thousand Islands",157,49,28,8,2,244,443
35041,"Leeds--Grenville/Leeds--Grenville"," 34","Leeds and the Thousand Islands",128,59,33,19,0,239,404
35041,"Leeds--Grenville/Leeds--Grenville"," 35","Leeds and the Thousand Islands",91,34,22,13,0,160,335
35041,"Leeds--Grenville/Leeds--Grenville"," 36","Leeds and the Thousand Islands",128,36,31,6,0,201,381
35041,"Leeds--Grenville/Leeds--Grenville"," 37","Leeds and the Thousand Islands",108,44,31,7,0,190,357
35041,"Leeds--Grenville/Leeds--Grenville"," 38","Leeds and the Thousand Islands",116,48,34,14,0,212,402
35041,"Leeds--Grenville/Leeds--Grenville"," 39","Leeds and the Thousand Islands",130,37,37,16,1,221,356
35041,"Leeds--Grenville/Leeds--Grenville"," 40","Leeds and the Thousand Islands",88,40,38,5,0,171,263
35041,"Leeds--Grenville/Leeds--Grenville"," 41","Leeds and the Thousand Islands",74,42,39,19,0,174,279
35041,"Leeds--Grenville/Leeds--Grenville"," 42","Gananoque",145,61,38,11,0,255,541
35041,"Leeds--Grenville/Leeds--Grenville"," 43","Gananoque",88,36,40,9,0,173,348
35041,"Leeds--Grenville/Leeds--Grenville"," 44","Gananoque",53,32,19,6,1,111,251
35041,"Leeds--Grenville/Leeds--Grenville"," 45","Gananoque",40,22,29,6,0,97,226
35041,"Leeds--Grenville/Leeds--Grenville"," 46","Gananoque",79,38,20,8,0,145,317
35041,"Leeds--Grenville/Leeds--Grenville"," 47","Gananoque",40,23,18,8,0,89,241
35041,"Leeds--Grenville/Leeds--Grenville"," 48","Gananoque",64,32,14,6,0,116,253
35041,"Leeds--Grenville/Leeds--Grenville"," 49","Gananoque",116,31,38,8,4,197,450
35041,"Leeds--Grenville/Leeds--Grenville"," 50","Gananoque",110,40,23,7,1,181,348
35041,"Leeds--Grenville/Leeds--Grenville"," 51","Gananoque",74,54,44,8,0,180,379
35041,"Leeds--Grenville/Leeds--Grenville"," 52","Gananoque",93,36,52,8,0,189,383
35041,"Leeds--Grenville/Leeds--Grenville"," 53","Gananoque",119,24,37,10,0,190,341
35041,"Leeds--Grenville/Leeds--Grenville"," 54","Athens",149,37,29,22,1,238,485
35041,"Leeds--Grenville/Leeds--Grenville"," 55","Athens",97,29,11,14,0,151,319
35041,"Leeds--Grenville/Leeds--Grenville"," 56","Athens",131,40,28,9,0,208,406
35041,"Leeds--Grenville/Leeds--Grenville"," 57","Athens",159,39,27,13,0,238,462
35041,"Leeds--Grenville/Leeds--Grenville"," 57-1","Athens",77,42,18,8,1,146,277
35041,"Leeds--Grenville/Leeds--Grenville"," 58","Athens",127,44,15,19,0,205,357
35041,"Leeds--Grenville/Leeds--Grenville"," 59","Front of Yonge",104,23,21,8,0,156,311
35041,"Leeds--Grenville/Leeds--Grenville"," 60","Front of Yonge",118,80,20,12,1,231,462
35041,"Leeds--Grenville/Leeds--Grenville"," 61","Front of Yonge",157,62,33,34,2,288,492
35041,"Leeds--Grenville/Leeds--Grenville"," 62","Front of Yonge",130,53,40,17,0,240,404
35041,"Leeds--Grenville/Leeds--Grenville"," 63","Front of Yonge",138,72,45,13,1,269,422
35041,"Leeds--Grenville/Leeds--Grenville"," 64","Elizabethtown-Kitley",133,31,17,7,0,188,325
35041,"Leeds--Grenville/Leeds--Grenville"," 65","Elizabethtown-Kitley",160,43,15,5,0,223,461
35041,"Leeds--Grenville/Leeds--Grenville"," 66","Elizabethtown-Kitley",75,21,5,4,0,105,236
35041,"Leeds--Grenville/Leeds--Grenville"," 67","Elizabethtown-Kitley",147,26,21,11,2,207,414
35041,"Leeds--Grenville/Leeds--Grenville"," 68","Elizabethtown-Kitley",158,45,17,14,0,234,379
35041,"Leeds--Grenville/Leeds--Grenville"," 69","Elizabethtown-Kitley",164,73,38,9,2,286,419
35041,"Leeds--Grenville/Leeds--Grenville"," 70","Elizabethtown-Kitley",106,26,21,10,1,164,229
35041,"Leeds--Grenville/Leeds--Grenville"," 71","Elizabethtown-Kitley",125,64,32,15,1,237,406
35041,"Leeds--Grenville/Leeds--Grenville"," 72","Elizabethtown-Kitley",119,38,19,6,0,182,362
35041,"Leeds--Grenville/Leeds--Grenville"," 73","Elizabethtown-Kitley",109,27,19,9,0,164,327
35041,"Leeds--Grenville/Leeds--Grenville"," 74","Elizabethtown-Kitley",111,30,26,6,0,173,358
35041,"Leeds--Grenville/Leeds--Grenville"," 75","Elizabethtown-Kitley",166,43,36,20,0,265,458
35041,"Leeds--Grenville/Leeds--Grenville"," 76","Elizabethtown-Kitley",113,41,11,15,1,181,337
35041,"Leeds--Grenville/Leeds--Grenville"," 77","Elizabethtown-Kitley",138,63,37,8,1,247,429
35041,"Leeds--Grenville/Leeds--Grenville"," 78","Elizabethtown-Kitley",132,33,16,12,1,194,369
35041,"Leeds--Grenville/Leeds--Grenville"," 79","Elizabethtown-Kitley",126,55,52,7,0,240,453
35041,"Leeds--Grenville/Leeds--Grenville"," 80","Elizabethtown-Kitley",107,39,46,16,1,209,376
35041,"Leeds--Grenville/Leeds--Grenville"," 81","Elizabethtown-Kitley",161,48,61,9,0,279,434
35041,"Leeds--Grenville/Leeds--Grenville"," 82","Elizabethtown-Kitley",119,36,47,10,0,212,378
35041,"Leeds--Grenville/Leeds--Grenville"," 83","Brockville",56,22,31,4,0,113,217
35041,"Leeds--Grenville/Leeds--Grenville"," 84","Brockville",95,47,21,4,1,168,414
35041,"Leeds--Grenville/Leeds--Grenville"," 85","Brockville",142,48,41,9,0,240,433
35041,"Leeds--Grenville/Leeds--Grenville"," 86","Brockville",111,29,60,11,1,212,411
35041,"Leeds--Grenville/Leeds--Grenville"," 87","Brockville",32,25,8,2,0,67,307
35041,"Leeds--Grenville/Leeds--Grenville"," 88","Brockville",108,43,26,6,3,186,420
35041,"Leeds--Grenville/Leeds--Grenville"," 89","Brockville",83,26,22,1,0,132,409
35041,"Leeds--Grenville/Leeds--Grenville"," 90","Brockville",92,31,20,7,1,151,295
35041,"Leeds--Grenville/Leeds--Grenville"," 91","Brockville",153,47,47,7,0,254,430
35041,"Leeds--Grenville/Leeds--Grenville"," 92","Brockville",84,34,30,4,1,153,325
35041,"Leeds--Grenville/Leeds--Grenville"," 93","Brockville",203,51,56,6,0,316,558
35041,"Leeds--Grenville/Leeds--Grenville"," 94","Brockville",121,44,51,7,2,225,380
35041,"Leeds--Grenville/Leeds--Grenville"," 95","Brockville",94,46,42,8,0,190,376
35041,"Leeds--Grenville/Leeds--Grenville"," 96","Brockville",176,54,38,2,0,270,510
35041,"Leeds--Grenville/Leeds--Grenville"," 97","Brockville",130,46,37,9,0,222,486
35041,"Leeds--Grenville/Leeds--Grenville"," 98","Brockville",47,20,12,6,0,85,236
35041,"Leeds--Grenville/Leeds--Grenville"," 99","Brockville",88,39,14,9,1,151,327
35041,"Leeds--Grenville/Leeds--Grenville"," 100","Brockville",103,35,25,5,0,168,392
35041,"Leeds--Grenville/Leeds--Grenville"," 101","Brockville",81,43,19,1,0,144,351
35041,"Leeds--Grenville/Leeds--Grenville"," 102","Brockville",102,53,29,5,0,189,451
35041,"Leeds--Grenville/Leeds--Grenville"," 103","Brockville",86,30,14,6,0,136,366
35041,"Leeds--Grenville/Leeds--Grenville"," 104","Brockville",67,23,15,1,0,106,222
35041,"Leeds--Grenville/Leeds--Grenville"," 105","Brockville",115,22,27,2,1,167,324
35041,"Leeds--Grenville/Leeds--Grenville"," 106","Brockville",120,56,67,12,0,255,412
35041,"Leeds--Grenville/Leeds--Grenville"," 107","Brockville",147,42,42,20,0,251,261
35041,"Leeds--Grenville/Leeds--Grenville"," 108","Brockville",Merged with No. 107/Fusionné avec le nº 107,,,,,,195
35041,"Leeds--Grenville/Leeds--Grenville"," 109","Brockville",103,24,31,5,0,163,306
35041,"Leeds--Grenville/Leeds--Grenville"," 110","Brockville",90,66,35,11,1,203,416
35041,"Leeds--Grenville/Leeds--Grenville"," 111","Brockville",94,57,31,9,1,192,439
35041,"Leeds--Grenville/Leeds--Grenville"," 112","Brockville",66,24,16,3,1,110,228
35041,"Leeds--Grenville/Leeds--Grenville"," 113","Brockville",76,37,26,16,0,155,385
35041,"Leeds--Grenville/Leeds--Grenville"," 114","Brockville",49,25,13,9,0,96,283
35041,"Leeds--Grenville/Leeds--Grenville"," 115","Brockville",87,40,27,16,1,171,425
35041,"Leeds--Grenville/Leeds--Grenville"," 116","Brockville",44,29,32,7,0,112,323
35041,"Leeds--Grenville/Leeds--Grenville"," 117","Brockville",48,38,25,12,0,123,304
35041,"Leeds--Grenville/Leeds--Grenville"," 118","Brockville",37,15,8,5,1,66,252
35041,"Leeds--Grenville/Leeds--Grenville"," 119","Brockville",61,32,6,6,0,105,268
35041,"Leeds--Grenville/Leeds--Grenville"," 120","Brockville",78,20,12,1,0,111,278
35041,"Leeds--Grenville/Leeds--Grenville"," 121","Brockville",58,30,41,10,0,139,301
35041,"Leeds--Grenville/Leeds--Grenville"," 122","Brockville",77,37,39,9,0,162,314
35041,"Leeds--Grenville/Leeds--Grenville"," 123","Brockville",94,42,71,17,0,224,392
35041,"Leeds--Grenville/Leeds--Grenville"," 124","Brockville",104,28,84,21,2,239,425
35041,"Leeds--Grenville/Leeds--Grenville"," 125","Brockville",68,26,36,6,0,136,229
35041,"Leeds--Grenville/Leeds--Grenville"," 126","Brockville",81,40,30,6,1,158,402
35041,"Leeds--Grenville/Leeds--Grenville"," 127","Brockville",83,20,41,4,1,149,334
35041,"Leeds--Grenville/Leeds--Grenville"," 128","Brockville",98,33,52,12,1,196,376
35041,"Leeds--Grenville/Leeds--Grenville"," 129","Brockville",102,36,69,12,1,220,403
35041,"Leeds--Grenville/Leeds--Grenville"," 130","Merrickville-Wolford",126,48,16,15,1,206,397
35041,"Leeds--Grenville/Leeds--Grenville"," 130-1","Merrickville-Wolford",116,26,23,6,1,172,363
35041,"Leeds--Grenville/Leeds--Grenville"," 131","Merrickville-Wolford",150,37,51,15,1,254,397
35041,"Leeds--Grenville/Leeds--Grenville"," 132","Merrickville-Wolford",118,60,56,29,1,264,423
35041,"Leeds--Grenville/Leeds--Grenville"," 133","Merrickville-Wolford",104,55,62,29,0,250,390
35041,"Leeds--Grenville/Leeds--Grenville"," 134","Merrickville-Wolford",123,48,24,9,0,204,408
35041,"Leeds--Grenville/Leeds--Grenville"," 135","Augusta",72,26,9,4,0,111,192
35041,"Leeds--Grenville/Leeds--Grenville"," 136","Augusta",99,28,15,4,1,147,255
35041,"Leeds--Grenville/Leeds--Grenville"," 137","Augusta",114,40,13,14,0,181,300
35041,"Leeds--Grenville/Leeds--Grenville"," 138","Augusta",168,48,20,11,2,249,426
35041,"Leeds--Grenville/Leeds--Grenville"," 139","Augusta",163,39,29,11,0,242,463
35041,"Leeds--Grenville/Leeds--Grenville"," 140","Augusta",176,53,19,9,0,257,503
35041,"Leeds--Grenville/Leeds--Grenville"," 141","Augusta",152,53,22,4,0,231,417
35041,"Leeds--Grenville/Leeds--Grenville"," 142","Augusta",125,46,18,7,2,198,412
35041,"Leeds--Grenville/Leeds--Grenville"," 143","Augusta",145,57,19,7,0,228,400
35041,"Leeds--Grenville/Leeds--Grenville"," 144","Augusta",146,40,30,3,1,220,428
35041,"Leeds--Grenville/Leeds--Grenville"," 145","Augusta",132,28,39,8,2,209,345
35041,"Leeds--Grenville/Leeds--Grenville"," 146","Augusta",204,55,29,17,1,306,470
35041,"Leeds--Grenville/Leeds--Grenville"," 147","Augusta",186,59,61,17,0,323,470
35041,"Leeds--Grenville/Leeds--Grenville"," 148","Augusta",151,40,51,10,1,253,426
35041,"Leeds--Grenville/Leeds--Grenville"," 149","Prescott",80,24,11,4,0,119,321
35041,"Leeds--Grenville/Leeds--Grenville"," 150","Prescott",101,43,22,4,1,171,452
35041,"Leeds--Grenville/Leeds--Grenville"," 151","Prescott",135,32,32,10,1,210,428
35041,"Leeds--Grenville/Leeds--Grenville"," 152","Prescott",105,53,27,18,0,203,417
35041,"Leeds--Grenville/Leeds--Grenville"," 153","Prescott",106,41,22,11,3,183,445
35041,"Leeds--Grenville/Leeds--Grenville"," 154","Prescott",78,44,27,3,2,154,382
35041,"Leeds--Grenville/Leeds--Grenville"," 155","Prescott",95,36,7,8,6,152,327
35041,"Leeds--Grenville/Leeds--Grenville"," 156","Prescott",107,22,30,4,1,164,356
35041,"Leeds--Grenville/Leeds--Grenville"," 157","North Grenville",132,29,39,29,0,229,362
35041,"Leeds--Grenville/Leeds--Grenville"," 158","North Grenville",135,50,46,19,0,250,514
35041,"Leeds--Grenville/Leeds--Grenville"," 159","North Grenville",145,47,26,30,3,251,445
35041,"Leeds--Grenville/Leeds--Grenville"," 160","North Grenville",135,33,30,13,0,211,391
35041,"Leeds--Grenville/Leeds--Grenville"," 161","North Grenville",247,52,52,25,0,376,657
35041,"Leeds--Grenville/Leeds--Grenville"," 162","North Grenville",150,44,33,22,0,249,437
35041,"Leeds--Grenville/Leeds--Grenville"," 163","North Grenville",181,32,27,18,0,258,468
35041,"Leeds--Grenville/Leeds--Grenville"," 164","North Grenville",104,22,25,5,0,156,301
35041,"Leeds--Grenville/Leeds--Grenville"," 164-1","North Grenville",83,29,40,6,0,158,275
35041,"Leeds--Grenville/Leeds--Grenville"," 165","North Grenville",140,49,45,9,0,243,479
35041,"Leeds--Grenville/Leeds--Grenville"," 166","North Grenville",159,21,36,6,0,222,429
35041,"Leeds--Grenville/Leeds--Grenville"," 167","North Grenville",92,9,15,7,1,124,258
35041,"Leeds--Grenville/Leeds--Grenville"," 168","North Grenville",101,43,21,9,2,176,342
35041,"Leeds--Grenville/Leeds--Grenville"," 169","North Grenville",125,39,19,4,2,189,436
35041,"Leeds--Grenville/Leeds--Grenville"," 170","North Grenville",78,21,17,4,0,120,227
35041,"Leeds--Grenville/Leeds--Grenville"," 171","North Grenville",98,32,26,20,1,177,370
35041,"Leeds--Grenville/Leeds--Grenville"," 172","North Grenville",102,29,17,7,0,155,320
35041,"Leeds--Grenville/Leeds--Grenville"," 173","North Grenville",148,26,27,6,0,207,395
35041,"Leeds--Grenville/Leeds--Grenville"," 174","North Grenville",166,36,43,12,0,257,459
35041,"Leeds--Grenville/Leeds--Grenville"," 175","North Grenville",149,24,33,13,0,219,435
35041,"Leeds--Grenville/Leeds--Grenville"," 176","North Grenville",149,49,26,9,2,235,383
35041,"Leeds--Grenville/Leeds--Grenville"," 177","North Grenville",190,34,36,17,0,277,450
35041,"Leeds--Grenville/Leeds--Grenville"," 178","North Grenville",157,32,20,14,0,223,430
35041,"Leeds--Grenville/Leeds--Grenville"," 179","North Grenville",130,24,30,8,0,192,369
35041,"Leeds--Grenville/Leeds--Grenville"," 180","North Grenville",235,37,65,11,0,348,647
35041,"Leeds--Grenville/Leeds--Grenville"," 180-1","North Grenville",107,24,29,12,0,172,356
35041,"Leeds--Grenville/Leeds--Grenville"," 181","North Grenville",81,30,14,5,0,130,264
35041,"Leeds--Grenville/Leeds--Grenville"," 182","North Grenville",152,39,26,8,0,225,396
35041,"Leeds--Grenville/Leeds--Grenville"," 183","Edwardsburgh/Cardinal",139,45,24,9,0,217,405
35041,"Leeds--Grenville/Leeds--Grenville"," 184","Edwardsburgh/Cardinal",86,35,26,3,0,150,307
35041,"Leeds--Grenville/Leeds--Grenville"," 184-1","Edwardsburgh/Cardinal",154,42,34,13,0,243,471
35041,"Leeds--Grenville/Leeds--Grenville"," 185","Edwardsburgh/Cardinal",112,44,24,12,0,192,424
35041,"Leeds--Grenville/Leeds--Grenville"," 186","Edwardsburgh/Cardinal",Void/Supprimé,,,,,,
35041,"Leeds--Grenville/Leeds--Grenville"," 187","Edwardsburgh/Cardinal",135,47,14,5,0,201,364
35041,"Leeds--Grenville/Leeds--Grenville"," 188","Edwardsburgh/Cardinal",88,35,13,8,1,145,295
35041,"Leeds--Grenville/Leeds--Grenville"," 189","Edwardsburgh/Cardinal",94,28,16,7,2,147,296
35041,"Leeds--Grenville/Leeds--Grenville"," 190","Edwardsburgh/Cardinal",128,43,25,3,1,200,298
35041,"Leeds--Grenville/Leeds--Grenville"," 191","Edwardsburgh/Cardinal",177,44,50,6,0,277,393
35041,"Leeds--Grenville/Leeds--Grenville"," 192","Edwardsburgh/Cardinal",123,33,29,13,0,198,325
35041,"Leeds--Grenville/Leeds--Grenville"," 193","Edwardsburgh/Cardinal",125,34,18,6,1,184,314
35041,"Leeds--Grenville/Leeds--Grenville"," 194","Edwardsburgh/Cardinal",199,59,16,11,1,286,504
35041,"Leeds--Grenville/Leeds--Grenville"," 195","Edwardsburgh/Cardinal",141,58,31,12,1,243,445
35041,"Leeds--Grenville/Leeds--Grenville"," 196","Edwardsburgh/Cardinal",145,38,31,1,0,215,355
35041,"Leeds--Grenville/Leeds--Grenville"," 400","Elizabethtown-Kitley",45,10,14,2,0,71,223
35041,"Leeds--Grenville/Leeds--Grenville"," 500","Mobile poll/Bureau itinérant",67,3,15,3,5,93,200
35041,"Leeds--Grenville/Leeds--Grenville"," 501","Mobile poll/Bureau itinérant",63,9,17,3,1,93,176
35041,"Leeds--Grenville/Leeds--Grenville"," 502","Mobile poll/Bureau itinérant",64,6,16,6,6,98,177
35041,"Leeds--Grenville/Leeds--Grenville"," 503","Mobile poll/Bureau itinérant",34,10,17,4,0,65,145
35041,"Leeds--Grenville/Leeds--Grenville"," 600","Westport-Rideau Lakes-Crosby",309,121,124,22,2,578,
35041,"Leeds--Grenville/Leeds--Grenville"," 601","Leeds & Thousand Islands--Gananoque",277,84,90,29,3,483,
35041,"Leeds--Grenville/Leeds--Grenville"," 602","Gananoque",329,61,104,24,0,518,
35041,"Leeds--Grenville/Leeds--Grenville"," 603","Athens--Front of Yonge",308,39,58,22,1,428,
35041,"Leeds--Grenville/Leeds--Grenville"," 604","Elizabethtown-Kitley--Spring Valley",288,54,73,16,1,432,
35041,"Leeds--Grenville/Leeds--Grenville"," 605","Brockville",419,72,130,20,2,643,
35041,"Leeds--Grenville/Leeds--Grenville"," 606","Brockville",366,73,186,33,2,660,
35041,"Leeds--Grenville/Leeds--Grenville"," 607","Augusta--Merrickville-Wolford",371,59,45,15,1,491,
35041,"Leeds--Grenville/Leeds--Grenville"," 608","Prescott",324,62,78,18,1,483,
35041,"Leeds--Grenville/Leeds--Grenville"," 609","North Grenville",587,87,161,35,0,870,
35041,"Leeds--Grenville/Leeds--Grenville"," 610","North Grenville",574,57,104,33,1,769,
35041,"Leeds--Grenville/Leeds--Grenville"," 611","Edwardsburgh--Cardinal",322,63,50,12,0,447,
35041,"Leeds--Grenville/Leeds--Grenville"," 612","Rideau Lakes-Lombardy",376,54,70,16,1,517,
35041,"Leeds--Grenville/Leeds--Grenville"," 613","Leeds & Thousand Islands--Lyndhurst",147,30,65,23,1,266,
35041,"Leeds--Grenville/Leeds--Grenville"," 614","Elizabethtown-Kitley--Frankville",189,41,44,16,3,293,
35041,"Leeds--Grenville/Leeds--Grenville"," 615","Brockville",339,72,101,17,3,532,
35041,"Leeds--Grenville/Leeds--Grenville"," 616","Augusta--Merrickville",202,33,59,22,0,316,
35041,"Leeds--Grenville/Leeds--Grenville",,Group 1/Groupe 1,114,19,44,8,9,194,374
35041,"Leeds--Grenville/Leeds--Grenville",,Group 2/Groupe 2,356,47,139,32,6,580,
