Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chris Alexander,Mike Harilaid,Mark Holland,Bob Kesic,Jim Koppens,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35001,"Ajax--Pickering/Ajax--Pickering"," 46-6A","Ajax",51,2,46,0,26,0,125,278
35001,"Ajax--Pickering/Ajax--Pickering"," 46-6B","Ajax",52,3,46,0,31,0,132,291
35001,"Ajax--Pickering/Ajax--Pickering"," 46-7A","Ajax",114,9,59,0,44,3,229,497
35001,"Ajax--Pickering/Ajax--Pickering"," 46-7B","Ajax",103,4,66,0,34,2,209,462
35001,"Ajax--Pickering/Ajax--Pickering"," 47","Ajax",73,2,105,0,49,1,230,493
35001,"Ajax--Pickering/Ajax--Pickering"," 47-1A","Ajax",46,2,54,0,20,0,122,303
35001,"Ajax--Pickering/Ajax--Pickering"," 47-1B","Ajax",39,2,54,0,9,0,104,268
35001,"Ajax--Pickering/Ajax--Pickering"," 47-2","Ajax",94,8,81,0,39,0,222,505
35001,"Ajax--Pickering/Ajax--Pickering"," 47-3","Ajax",54,7,90,0,27,1,179,426
35001,"Ajax--Pickering/Ajax--Pickering"," 47-4","Ajax",73,4,71,1,37,0,186,412
35001,"Ajax--Pickering/Ajax--Pickering"," 47-5A","Ajax",43,5,50,0,9,0,107,342
35001,"Ajax--Pickering/Ajax--Pickering"," 47-5B","Ajax",51,0,64,0,26,0,141,341
35001,"Ajax--Pickering/Ajax--Pickering"," 47-6","Ajax",77,1,76,0,34,0,188,433
35001,"Ajax--Pickering/Ajax--Pickering"," 47-7A","Ajax",64,2,64,0,34,1,165,367
35001,"Ajax--Pickering/Ajax--Pickering"," 47-7B","Ajax",84,6,87,1,47,0,225,464
35001,"Ajax--Pickering/Ajax--Pickering"," 47-7C","Ajax",47,4,44,0,33,0,128,290
35001,"Ajax--Pickering/Ajax--Pickering"," 47-8A","Ajax",42,3,75,0,20,1,141,319
35001,"Ajax--Pickering/Ajax--Pickering"," 47-8B","Ajax",37,2,92,0,32,2,165,379
35001,"Ajax--Pickering/Ajax--Pickering"," 48","Ajax",79,3,107,0,34,0,223,476
35001,"Ajax--Pickering/Ajax--Pickering"," 48-1","Ajax",102,3,88,6,17,1,217,488
35001,"Ajax--Pickering/Ajax--Pickering"," 48-2","Ajax",82,3,132,0,42,0,259,480
35001,"Ajax--Pickering/Ajax--Pickering"," 49A","Ajax",45,1,71,0,16,1,134,287
35001,"Ajax--Pickering/Ajax--Pickering"," 49B","Ajax",26,4,65,0,9,1,105,272
35001,"Ajax--Pickering/Ajax--Pickering"," 50","Ajax",78,9,81,1,28,0,197,475
35001,"Ajax--Pickering/Ajax--Pickering"," 51A","Ajax",119,4,66,0,12,0,201,342
35001,"Ajax--Pickering/Ajax--Pickering"," 51B","Ajax",82,1,48,1,9,0,141,251
35001,"Ajax--Pickering/Ajax--Pickering"," 52A","Ajax",52,2,55,0,24,0,133,287
35001,"Ajax--Pickering/Ajax--Pickering"," 52B","Ajax",54,5,72,0,18,0,149,257
35001,"Ajax--Pickering/Ajax--Pickering"," 53A","Ajax",43,1,72,0,22,1,139,270
35001,"Ajax--Pickering/Ajax--Pickering"," 53B","Ajax",42,1,59,0,17,0,119,268
35001,"Ajax--Pickering/Ajax--Pickering"," 54","Ajax",89,4,96,0,33,0,222,415
35001,"Ajax--Pickering/Ajax--Pickering"," 55A","Ajax",63,4,62,0,26,0,155,288
35001,"Ajax--Pickering/Ajax--Pickering"," 55B","Ajax",63,4,61,0,27,0,155,317
35001,"Ajax--Pickering/Ajax--Pickering"," 56","Ajax",101,3,74,0,35,1,214,489
35001,"Ajax--Pickering/Ajax--Pickering"," 57","Ajax",100,14,65,2,41,0,222,463
35001,"Ajax--Pickering/Ajax--Pickering"," 58","Ajax",111,7,84,0,41,1,244,433
35001,"Ajax--Pickering/Ajax--Pickering"," 59","Ajax",86,9,75,0,31,0,201,370
35001,"Ajax--Pickering/Ajax--Pickering"," 60A","Ajax",42,2,56,0,28,1,129,319
35001,"Ajax--Pickering/Ajax--Pickering"," 60B","Ajax",35,2,51,0,13,3,104,245
35001,"Ajax--Pickering/Ajax--Pickering"," 60-1","Ajax",56,4,80,0,42,3,185,516
35001,"Ajax--Pickering/Ajax--Pickering"," 61A","Ajax",72,3,75,0,39,0,189,309
35001,"Ajax--Pickering/Ajax--Pickering"," 61B","Ajax",66,5,51,0,14,1,137,266
35001,"Ajax--Pickering/Ajax--Pickering"," 62","Ajax",70,7,82,0,48,0,207,455
35001,"Ajax--Pickering/Ajax--Pickering"," 63","Ajax",79,3,77,0,31,2,192,456
35001,"Ajax--Pickering/Ajax--Pickering"," 64A","Ajax",43,5,64,0,19,1,132,311
35001,"Ajax--Pickering/Ajax--Pickering"," 64B","Ajax",42,3,52,0,25,3,125,271
35001,"Ajax--Pickering/Ajax--Pickering"," 64-1A","Ajax",57,6,60,0,24,0,147,353
35001,"Ajax--Pickering/Ajax--Pickering"," 64-1B","Ajax",53,3,59,0,34,1,150,357
35001,"Ajax--Pickering/Ajax--Pickering"," 65","Ajax",88,3,98,1,41,0,231,472
35001,"Ajax--Pickering/Ajax--Pickering"," 66","Ajax",104,5,88,0,30,1,228,450
35001,"Ajax--Pickering/Ajax--Pickering"," 67A","Ajax",44,4,78,0,25,1,152,326
35001,"Ajax--Pickering/Ajax--Pickering"," 67B","Ajax",32,3,63,0,28,1,127,276
35001,"Ajax--Pickering/Ajax--Pickering"," 68","Ajax",84,2,103,0,43,0,232,454
35001,"Ajax--Pickering/Ajax--Pickering"," 68-1","Ajax",116,1,84,0,24,1,226,452
35001,"Ajax--Pickering/Ajax--Pickering"," 69","Ajax",100,9,82,0,33,0,224,520
35001,"Ajax--Pickering/Ajax--Pickering"," 70A","Ajax",51,5,45,0,25,3,129,297
35001,"Ajax--Pickering/Ajax--Pickering"," 70B","Ajax",53,3,50,0,22,1,129,262
35001,"Ajax--Pickering/Ajax--Pickering"," 71","Ajax",69,2,49,0,23,1,144,305
35001,"Ajax--Pickering/Ajax--Pickering"," 72","Ajax",83,5,65,0,41,0,194,370
35001,"Ajax--Pickering/Ajax--Pickering"," 73","Ajax",113,10,59,0,40,0,222,447
35001,"Ajax--Pickering/Ajax--Pickering"," 74","Ajax",92,2,83,0,48,0,225,453
35001,"Ajax--Pickering/Ajax--Pickering"," 75","Ajax",89,5,111,1,33,3,242,465
35001,"Ajax--Pickering/Ajax--Pickering"," 76A","Ajax",51,4,81,1,35,1,173,338
35001,"Ajax--Pickering/Ajax--Pickering"," 76B","Ajax",49,7,48,0,26,0,130,261
35001,"Ajax--Pickering/Ajax--Pickering"," 77A","Ajax",66,2,59,0,13,0,140,261
35001,"Ajax--Pickering/Ajax--Pickering"," 77B","Ajax",61,5,50,0,13,0,129,253
35001,"Ajax--Pickering/Ajax--Pickering"," 78","Ajax",135,6,101,0,28,3,273,470
35001,"Ajax--Pickering/Ajax--Pickering"," 79","Ajax",135,4,84,1,35,0,259,450
35001,"Ajax--Pickering/Ajax--Pickering"," 80","Ajax",129,4,107,0,32,1,273,454
35001,"Ajax--Pickering/Ajax--Pickering"," 81","Ajax",98,4,65,0,39,0,206,392
35001,"Ajax--Pickering/Ajax--Pickering"," 82","Ajax",99,6,66,0,28,1,200,486
35001,"Ajax--Pickering/Ajax--Pickering"," 83","Ajax",139,4,125,0,43,1,312,514
35001,"Ajax--Pickering/Ajax--Pickering"," 84A","Ajax",87,4,55,0,18,0,164,308
35001,"Ajax--Pickering/Ajax--Pickering"," 84B","Ajax",60,4,54,0,21,0,139,270
35001,"Ajax--Pickering/Ajax--Pickering"," 85","Ajax",123,13,103,1,29,1,270,490
35001,"Ajax--Pickering/Ajax--Pickering"," 86","Ajax",117,3,83,0,28,1,232,513
35001,"Ajax--Pickering/Ajax--Pickering"," 87","Ajax",104,19,82,0,43,0,248,435
35001,"Ajax--Pickering/Ajax--Pickering"," 88","Ajax",85,9,45,0,26,0,165,377
35001,"Ajax--Pickering/Ajax--Pickering"," 89A","Ajax",56,6,47,1,20,0,130,269
35001,"Ajax--Pickering/Ajax--Pickering"," 89B","Ajax",53,4,52,0,17,1,127,247
35001,"Ajax--Pickering/Ajax--Pickering"," 90","Ajax",99,9,66,0,30,0,204,477
35001,"Ajax--Pickering/Ajax--Pickering"," 91","Ajax",101,7,62,0,38,0,208,352
35001,"Ajax--Pickering/Ajax--Pickering"," 92","Ajax",97,9,83,0,40,1,230,425
35001,"Ajax--Pickering/Ajax--Pickering"," 93","Ajax",108,2,69,0,52,1,232,444
35001,"Ajax--Pickering/Ajax--Pickering"," 94","Ajax",98,3,66,0,31,0,198,457
35001,"Ajax--Pickering/Ajax--Pickering"," 95","Ajax",81,9,72,0,34,0,196,448
35001,"Ajax--Pickering/Ajax--Pickering"," 96A","Ajax",51,2,46,0,25,0,124,308
35001,"Ajax--Pickering/Ajax--Pickering"," 96B","Ajax",37,5,40,0,19,0,101,301
35001,"Ajax--Pickering/Ajax--Pickering"," 97A","Ajax",95,4,50,0,48,1,198,408
35001,"Ajax--Pickering/Ajax--Pickering"," 97B","Ajax",80,3,64,0,37,2,186,383
35001,"Ajax--Pickering/Ajax--Pickering"," 98","Ajax",92,12,73,1,36,0,214,443
35001,"Ajax--Pickering/Ajax--Pickering"," 99A","Ajax",56,2,47,0,27,0,132,265
35001,"Ajax--Pickering/Ajax--Pickering"," 99B","Ajax",60,3,31,1,22,0,117,250
35001,"Ajax--Pickering/Ajax--Pickering"," 100","Ajax",106,11,93,1,62,0,273,512
35001,"Ajax--Pickering/Ajax--Pickering"," 101","Ajax",111,8,72,0,53,1,245,482
35001,"Ajax--Pickering/Ajax--Pickering"," 102A","Ajax",58,7,35,0,25,0,125,259
35001,"Ajax--Pickering/Ajax--Pickering"," 102B","Ajax",46,6,41,1,26,1,121,253
35001,"Ajax--Pickering/Ajax--Pickering"," 103","Ajax",106,7,39,1,41,1,195,412
35001,"Ajax--Pickering/Ajax--Pickering"," 104","Ajax",85,8,32,0,38,0,163,373
35001,"Ajax--Pickering/Ajax--Pickering"," 105A","Ajax",56,1,64,0,13,0,134,267
35001,"Ajax--Pickering/Ajax--Pickering"," 105B","Ajax",39,4,66,0,23,0,132,293
35001,"Ajax--Pickering/Ajax--Pickering"," 106A","Ajax",49,5,44,0,29,1,128,270
35001,"Ajax--Pickering/Ajax--Pickering"," 106B","Ajax",53,2,34,1,23,0,113,275
35001,"Ajax--Pickering/Ajax--Pickering"," 107","Ajax",143,6,86,0,33,0,268,488
35001,"Ajax--Pickering/Ajax--Pickering"," 108A","Ajax",58,3,46,1,18,2,128,266
35001,"Ajax--Pickering/Ajax--Pickering"," 108B","Ajax",63,2,58,0,28,0,151,275
35001,"Ajax--Pickering/Ajax--Pickering"," 109A","Ajax",67,4,70,1,23,0,165,263
35001,"Ajax--Pickering/Ajax--Pickering"," 109B","Ajax",67,6,71,0,22,0,166,260
35001,"Ajax--Pickering/Ajax--Pickering"," 110","Ajax",94,5,82,1,48,0,230,499
35001,"Ajax--Pickering/Ajax--Pickering"," 111","Ajax",120,6,63,0,31,0,220,388
35001,"Ajax--Pickering/Ajax--Pickering"," 112","Ajax",101,5,57,0,29,0,192,307
35001,"Ajax--Pickering/Ajax--Pickering"," 113","Ajax",140,10,70,0,32,0,252,442
35001,"Ajax--Pickering/Ajax--Pickering"," 114","Ajax",103,9,84,1,21,1,219,391
35001,"Ajax--Pickering/Ajax--Pickering"," 115","Ajax",94,7,77,0,35,0,213,392
35001,"Ajax--Pickering/Ajax--Pickering"," 116","Ajax",82,9,59,0,38,3,191,453
35001,"Ajax--Pickering/Ajax--Pickering"," 116-1","Ajax",44,2,43,0,38,0,127,374
35001,"Ajax--Pickering/Ajax--Pickering"," 117","Ajax",44,4,47,1,36,1,133,382
35001,"Ajax--Pickering/Ajax--Pickering"," 118","Ajax",Void/Supprimé,,,,,,,
35001,"Ajax--Pickering/Ajax--Pickering"," 119","Ajax",118,12,60,0,41,1,232,442
35001,"Ajax--Pickering/Ajax--Pickering"," 120","Ajax",100,10,48,0,39,0,197,394
35001,"Ajax--Pickering/Ajax--Pickering"," 121","Ajax",124,9,49,2,45,0,229,337
35001,"Ajax--Pickering/Ajax--Pickering"," 122","Ajax",89,7,64,0,30,6,196,380
35001,"Ajax--Pickering/Ajax--Pickering"," 123","Ajax",93,6,66,0,54,0,219,397
35001,"Ajax--Pickering/Ajax--Pickering"," 123-1A","Ajax",52,3,61,0,41,1,158,264
35001,"Ajax--Pickering/Ajax--Pickering"," 123-1B","Ajax",49,4,48,0,19,0,120,242
35001,"Ajax--Pickering/Ajax--Pickering"," 123-2","Ajax",65,5,79,0,35,0,184,403
35001,"Ajax--Pickering/Ajax--Pickering"," 123-3","Ajax",18,1,43,0,26,0,88,213
35001,"Ajax--Pickering/Ajax--Pickering"," 123-4A","Ajax",47,5,79,0,46,0,177,399
35001,"Ajax--Pickering/Ajax--Pickering"," 123-4B","Ajax",52,3,66,0,32,0,153,416
35001,"Ajax--Pickering/Ajax--Pickering"," 124","Ajax",109,8,96,0,22,0,235,407
35001,"Ajax--Pickering/Ajax--Pickering"," 124-1","Ajax",112,3,102,0,34,0,251,483
35001,"Ajax--Pickering/Ajax--Pickering"," 124-2","Ajax",104,6,112,0,36,0,258,487
35001,"Ajax--Pickering/Ajax--Pickering"," 125","Ajax",100,11,114,0,27,0,252,437
35001,"Ajax--Pickering/Ajax--Pickering"," 125-1","Ajax",85,6,86,0,21,0,198,344
35001,"Ajax--Pickering/Ajax--Pickering"," 126A","Ajax",94,4,54,0,13,0,165,276
35001,"Ajax--Pickering/Ajax--Pickering"," 126B","Ajax",83,3,40,1,22,1,150,269
35001,"Ajax--Pickering/Ajax--Pickering"," 127A","Ajax",87,7,37,0,10,0,141,251
35001,"Ajax--Pickering/Ajax--Pickering"," 127B","Ajax",60,7,43,0,13,0,123,264
35001,"Ajax--Pickering/Ajax--Pickering"," 128A","Ajax",53,4,42,0,20,0,119,265
35001,"Ajax--Pickering/Ajax--Pickering"," 128B","Ajax",58,3,48,0,22,0,131,285
35001,"Ajax--Pickering/Ajax--Pickering"," 129","Ajax",97,13,62,0,40,1,213,428
35001,"Ajax--Pickering/Ajax--Pickering"," 130","Ajax",90,9,65,1,55,2,222,470
35001,"Ajax--Pickering/Ajax--Pickering"," 131","Ajax",104,5,63,0,43,2,217,350
35001,"Ajax--Pickering/Ajax--Pickering"," 132","Ajax",101,10,84,1,35,0,231,376
35001,"Ajax--Pickering/Ajax--Pickering"," 133","Ajax",103,9,56,0,51,2,221,488
35001,"Ajax--Pickering/Ajax--Pickering"," 134A","Ajax",56,0,31,0,20,0,107,235
35001,"Ajax--Pickering/Ajax--Pickering"," 134B","Ajax",70,3,32,0,22,0,127,267
35001,"Ajax--Pickering/Ajax--Pickering"," 135","Ajax",105,5,48,0,36,1,195,407
35001,"Ajax--Pickering/Ajax--Pickering"," 136","Ajax",85,4,45,0,36,0,170,410
35001,"Ajax--Pickering/Ajax--Pickering"," 137","Ajax",Void/Supprimé,,,,,,,
35001,"Ajax--Pickering/Ajax--Pickering"," 138","Ajax",Void/Supprimé,,,,,,,
35001,"Ajax--Pickering/Ajax--Pickering"," 139","Ajax",Void/Supprimé,,,,,,,
35001,"Ajax--Pickering/Ajax--Pickering"," 140","Ajax",Void/Supprimé,,,,,,,
35001,"Ajax--Pickering/Ajax--Pickering"," 141","Ajax",Void/Supprimé,,,,,,,
35001,"Ajax--Pickering/Ajax--Pickering"," 142","Ajax",102,6,50,0,43,2,203,467
35001,"Ajax--Pickering/Ajax--Pickering"," 143","Ajax",63,8,68,0,31,1,171,377
35001,"Ajax--Pickering/Ajax--Pickering"," 144","Ajax",114,8,71,1,27,1,222,422
35001,"Ajax--Pickering/Ajax--Pickering"," 145","Ajax",125,6,58,0,24,0,213,421
35001,"Ajax--Pickering/Ajax--Pickering"," 146","Ajax",109,7,55,0,10,0,181,308
35001,"Ajax--Pickering/Ajax--Pickering"," 147","Ajax",82,3,90,2,25,1,203,363
35001,"Ajax--Pickering/Ajax--Pickering"," 148","Ajax",115,5,80,0,21,1,222,364
35001,"Ajax--Pickering/Ajax--Pickering"," 149","Ajax",127,9,78,0,50,0,264,454
35001,"Ajax--Pickering/Ajax--Pickering"," 150","Ajax",89,11,43,0,42,0,185,382
35001,"Ajax--Pickering/Ajax--Pickering"," 151","Ajax",122,7,62,2,29,0,222,392
35001,"Ajax--Pickering/Ajax--Pickering"," 152","Ajax",125,11,76,0,34,0,246,420
35001,"Ajax--Pickering/Ajax--Pickering"," 153","Ajax",101,6,73,0,36,2,218,413
35001,"Ajax--Pickering/Ajax--Pickering"," 154","Ajax",84,5,64,0,21,0,174,291
35001,"Ajax--Pickering/Ajax--Pickering"," 155","Ajax",145,6,86,1,31,0,269,442
35001,"Ajax--Pickering/Ajax--Pickering"," 156","Ajax",140,7,73,0,37,1,258,476
35001,"Ajax--Pickering/Ajax--Pickering"," 157","Ajax",128,10,70,0,28,0,236,432
35001,"Ajax--Pickering/Ajax--Pickering"," 158","Ajax",88,7,69,0,46,2,212,405
35001,"Ajax--Pickering/Ajax--Pickering"," 159","Ajax",152,10,98,0,41,1,302,498
35001,"Ajax--Pickering/Ajax--Pickering"," 160","Ajax",152,13,84,0,40,0,289,443
35001,"Ajax--Pickering/Ajax--Pickering"," 161","Ajax",139,10,92,0,22,2,265,403
35001,"Ajax--Pickering/Ajax--Pickering"," 162","Ajax",159,11,107,0,38,1,316,501
35001,"Ajax--Pickering/Ajax--Pickering"," 163","Ajax",131,8,75,0,34,0,248,477
35001,"Ajax--Pickering/Ajax--Pickering"," 164","Ajax",74,4,61,0,21,0,160,278
35001,"Ajax--Pickering/Ajax--Pickering"," 165","Ajax",110,6,35,0,20,1,172,369
35001,"Ajax--Pickering/Ajax--Pickering"," 400","Pickering",36,1,27,0,11,1,76,239
35001,"Ajax--Pickering/Ajax--Pickering"," 401","Ajax",66,13,56,0,24,0,159,267
35001,"Ajax--Pickering/Ajax--Pickering"," 402","Ajax",110,3,65,0,26,1,205,284
35001,"Ajax--Pickering/Ajax--Pickering"," 403","Ajax",87,6,53,0,25,0,171,294
35001,"Ajax--Pickering/Ajax--Pickering"," 404","Ajax",104,7,66,0,28,0,205,290
35001,"Ajax--Pickering/Ajax--Pickering"," 405","Ajax",85,6,68,0,37,0,196,305
35001,"Ajax--Pickering/Ajax--Pickering"," 500","Mobile poll/Bureau itinérant",82,0,36,0,23,2,143,192
35001,"Ajax--Pickering/Ajax--Pickering"," 501","Mobile poll/Bureau itinérant",24,3,21,0,12,1,61,115
35001,"Ajax--Pickering/Ajax--Pickering"," 502","Mobile poll/Bureau itinérant",58,2,35,0,21,3,119,171
35001,"Ajax--Pickering/Ajax--Pickering"," 600","Pickering",283,15,273,0,39,0,610,
35001,"Ajax--Pickering/Ajax--Pickering"," 601","Pickering",136,6,129,0,22,0,293,
35001,"Ajax--Pickering/Ajax--Pickering"," 602","Ajax--Pickering",166,11,236,0,50,0,463,
35001,"Ajax--Pickering/Ajax--Pickering"," 603","Ajax",318,14,311,2,61,2,708,
35001,"Ajax--Pickering/Ajax--Pickering"," 604","Ajax",362,12,317,0,67,2,760,
35001,"Ajax--Pickering/Ajax--Pickering"," 605","Ajax",334,7,235,1,56,1,634,
35001,"Ajax--Pickering/Ajax--Pickering"," 606","Ajax",295,16,259,0,32,1,603,
35001,"Ajax--Pickering/Ajax--Pickering"," 607","Ajax",175,6,112,0,35,0,328,
35001,"Ajax--Pickering/Ajax--Pickering"," 608","Ajax",312,12,283,0,53,2,662,
35001,"Ajax--Pickering/Ajax--Pickering"," 609","Ajax",422,22,272,1,59,4,780,
