Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Corneliu Chisu,Dan McTeague,Andrea Moffat,Kevin Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 50","Pickering",123,67,44,12,1,247,456
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 51","Pickering",36,41,41,1,0,119,349
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 51-1","Pickering",45,68,17,15,0,145,254
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 52","Pickering",103,54,38,6,0,201,418
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 53","Pickering",69,55,41,14,0,179,351
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 54","Pickering",73,37,20,6,1,137,263
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 55","Pickering",64,61,44,10,0,179,358
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 56","Pickering",113,72,42,16,0,243,438
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 57","Pickering",125,77,56,7,0,265,435
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 58","Pickering",80,62,22,7,0,171,378
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 59","Pickering",128,115,47,23,0,313,519
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 60","Pickering",106,98,64,12,0,280,480
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 61","Pickering",87,63,21,7,2,180,360
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 62","Pickering",133,63,29,10,0,235,405
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 63","Pickering",146,66,38,6,2,258,437
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 64","Pickering",121,86,23,14,1,245,404
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 65","Pickering",65,44,22,9,0,140,286
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 66","Pickering",103,90,49,12,3,257,505
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 67","Pickering",82,67,32,8,0,189,400
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 68","Pickering",108,66,44,4,1,223,416
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 68-1","Pickering",51,41,8,2,0,102,196
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 69","Pickering",48,47,41,6,0,142,367
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 70","Pickering",78,64,42,11,0,195,380
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 71","Pickering",108,93,69,13,3,286,479
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 72","Pickering",137,114,55,6,0,312,559
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 73","Pickering",94,64,26,11,0,195,353
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 74","Pickering",71,79,23,4,0,177,362
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 75","Pickering",62,68,53,4,0,187,445
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 75-1","Pickering",101,93,72,7,1,274,575
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 76","Pickering",106,69,26,8,0,209,415
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 77","Pickering",70,76,39,4,2,191,446
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 77-1","Pickering",47,39,26,3,2,117,223
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 78","Pickering",64,64,39,13,0,180,326
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 78-1","Pickering",67,65,25,3,1,161,261
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 79","Pickering",59,88,28,6,0,181,381
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 80","Pickering",119,90,46,13,0,268,543
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 81","Pickering",89,67,47,4,1,208,409
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 82","Pickering",51,76,33,3,0,163,334
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 83","Pickering",75,129,45,7,0,256,561
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 84","Pickering",66,95,35,8,0,204,479
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 85","Pickering",115,123,48,12,0,298,558
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 86","Pickering",96,77,34,9,1,217,422
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 87","Pickering",104,85,62,21,2,274,497
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 88","Pickering",137,85,52,14,1,289,546
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 89","Pickering",116,70,49,5,1,241,482
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 90","Pickering",50,45,19,4,0,118,276
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 90-1","Pickering",52,58,32,10,0,152,322
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 91","Pickering",81,61,46,11,0,199,388
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 92","Pickering",70,60,29,36,0,195,380
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 93","Pickering",78,58,32,9,1,178,422
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 94","Pickering",90,66,28,4,0,188,313
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 95","Pickering",109,125,52,6,1,293,516
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 96","Pickering",66,94,32,5,0,197,384
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 97","Pickering",70,35,17,6,0,128,215
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 98","Pickering",143,98,48,18,1,308,547
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 99","Scarborough",63,90,57,6,1,217,435
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 100","Scarborough",37,59,27,3,0,126,266
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 101","Scarborough",58,114,57,4,0,233,404
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 102","Scarborough",62,102,52,4,2,222,414
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 103","Scarborough",45,72,66,2,2,187,393
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 104","Scarborough",61,82,56,5,1,205,383
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 104-1","Scarborough",59,83,61,1,0,204,397
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 105","Scarborough",72,72,44,5,0,193,365
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 106","Scarborough",65,107,70,9,0,251,506
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 107","Scarborough",63,75,63,2,0,203,391
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 108","Scarborough",57,36,64,10,1,168,413
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 109","Scarborough",48,56,44,1,1,150,278
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 110","Scarborough",59,91,44,3,0,197,391
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 110-1","Scarborough",43,67,27,3,0,140,269
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 111","Scarborough",34,76,27,2,0,139,304
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 112","Scarborough",61,71,39,3,0,174,314
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 113","Scarborough",54,71,43,1,0,169,411
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 113-1","Scarborough",47,59,34,1,0,141,279
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 114","Scarborough",46,76,61,5,0,188,266
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 114-1","Scarborough",45,95,58,3,1,202,324
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 115","Scarborough",38,98,68,3,0,207,397
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 116","Scarborough",73,90,63,8,1,235,464
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 116-1","Scarborough",76,136,54,7,0,273,559
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 117","Scarborough",69,91,46,6,0,212,429
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 118","Scarborough",56,96,73,7,0,232,470
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 119","Scarborough",76,112,76,3,1,268,563
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 120","Scarborough",52,74,72,5,0,203,406
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 121","Scarborough",58,68,24,5,4,159,365
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 122","Scarborough",71,95,76,3,0,245,444
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 123","Scarborough",76,128,83,4,0,291,494
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 124","Scarborough",48,81,84,6,2,221,435
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 125","Scarborough",70,84,53,2,0,209,355
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 126","Scarborough",54,87,64,4,1,210,426
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 127","Scarborough",50,66,20,0,0,136,257
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 128","Scarborough",50,39,23,4,0,116,202
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 128-1","Scarborough",93,68,33,9,0,203,307
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 129","Scarborough",99,110,48,7,0,264,502
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 130","Scarborough",109,96,50,11,2,268,526
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 131","Scarborough",125,97,63,19,1,305,539
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 132","Scarborough",63,105,36,2,0,206,416
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 133","Scarborough",69,68,65,5,1,208,395
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 133-1","Scarborough",48,50,52,3,3,156,323
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 134","Scarborough",74,61,30,5,0,170,288
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 135","Scarborough",64,71,16,5,1,157,338
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 136","Scarborough",45,60,24,5,1,135,300
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 137","Scarborough",57,86,20,5,0,168,262
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 138","Scarborough",93,96,38,7,0,234,429
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 139","Scarborough",51,66,20,5,1,143,256
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 140","Scarborough",106,78,25,6,0,215,360
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 141","Scarborough",106,58,43,10,2,219,415
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 142","Scarborough",106,75,26,27,1,235,392
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 143","Scarborough",94,88,54,6,0,242,433
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 144","Scarborough",96,107,25,10,0,238,427
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 145","Scarborough",120,103,26,16,0,265,400
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 146","Scarborough",104,67,46,10,1,228,375
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 147","Scarborough",106,80,63,10,0,259,425
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 148","Scarborough",83,139,85,6,1,314,600
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 149","Scarborough",125,82,46,17,1,271,486
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 150","Scarborough",84,58,21,14,1,178,326
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 151","Scarborough",99,101,46,7,0,253,421
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 152","Scarborough",86,98,63,9,1,257,462
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 153","Scarborough",65,48,36,6,0,155,337
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 153-1","Scarborough",39,53,42,6,0,140,261
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 154","Scarborough",87,64,40,2,0,193,385
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 155","Scarborough",89,110,59,3,2,263,557
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 156","Scarborough",77,71,43,4,0,195,353
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 157","Scarborough",84,71,34,3,0,192,372
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 158","Scarborough",96,92,23,17,0,228,399
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 159","Scarborough",95,118,38,6,1,258,417
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 160","Scarborough",131,95,26,13,0,265,424
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 161","Scarborough",66,89,35,9,0,199,364
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 162","Scarborough",80,85,40,8,0,213,494
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 163","Scarborough",80,105,77,6,1,269,661
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 163-1","Scarborough",81,61,21,2,0,165,447
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 164","Scarborough",91,49,28,5,0,173,308
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 165","Scarborough",81,72,35,12,0,200,396
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 166","Scarborough",77,64,35,6,1,183,316
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 167","Scarborough",100,105,26,4,2,237,355
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 168","Scarborough",50,45,15,2,0,112,206
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 169","Scarborough",107,77,45,10,1,240,399
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 170","Scarborough",46,60,33,22,0,161,282
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 170-1","Scarborough",61,72,36,7,1,177,312
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 171","Scarborough",134,101,36,2,2,275,429
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 400","Pickering",130,72,32,6,1,241,338
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 401","Pickering",123,78,26,9,3,239,368
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 402","Pickering",69,55,31,2,1,158,267
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 403","Scarborough",37,51,36,4,0,128,303
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 404","Scarborough",95,58,42,3,1,199,293
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 405","Scarborough",91,57,37,4,1,190,280
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 406","Scarborough",44,73,50,1,2,170,317
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 407","Pickering",102,67,29,2,2,202,332
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 408","Scarborough",13,6,10,0,1,30,175
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 409","Scarborough",26,21,11,1,2,61,189
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 410","Pickering",54,58,24,8,1,145,280
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 500","Mobile poll/Bureau itinérant",20,11,5,0,2,38,220
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 600","Pickering",265,272,62,19,0,618,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 601","Pickering",155,174,44,14,0,387,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 602","Pickering",221,229,51,26,2,529,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 603","Pickering",310,221,65,21,1,618,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 604","Pickering",261,270,57,21,0,609,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 605","Pickering",270,344,75,17,1,707,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 606","Scarborough",136,233,35,7,1,412,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 607","Scarborough",127,265,91,9,2,494,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 608","Scarborough",224,241,51,10,1,527,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 609","Scarborough",372,376,98,26,1,873,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est"," 610","Scarborough",307,311,89,18,3,728,
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est",,Group 1/Groupe 1,27,35,6,5,8,81,143
35072,"Pickering--Scarborough East/Pickering--Scarborough-Est",,Group 2/Groupe 2,144,251,45,15,6,461,
