Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nadine Marie Hawkins,John McCallum,Adam Poon,Bob Saroya,Allen Small,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35045,"Markham--Unionville/Markham--Unionville"," 51B","Markham",19,26,11,42,1,2,101,362
35045,"Markham--Unionville/Markham--Unionville"," 52","Markham",37,77,12,92,0,0,218,504
35045,"Markham--Unionville/Markham--Unionville"," 53","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 54","Markham",51,65,10,96,1,4,227,560
35045,"Markham--Unionville/Markham--Unionville"," 55","Markham",49,65,7,86,0,2,209,429
35045,"Markham--Unionville/Markham--Unionville"," 56A","Markham",31,96,8,120,0,0,255,376
35045,"Markham--Unionville/Markham--Unionville"," 56B","Markham",Merged with No. 50/Fusionné avec le nº 50,,,,,,,105
35045,"Markham--Unionville/Markham--Unionville"," 57","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 58A","Markham",29,81,6,56,7,1,180,340
35045,"Markham--Unionville/Markham--Unionville"," 58B","Markham",32,41,3,67,0,2,145,291
35045,"Markham--Unionville/Markham--Unionville"," 58-1A","Markham",20,43,6,78,0,1,148,327
35045,"Markham--Unionville/Markham--Unionville"," 58-1B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,90
35045,"Markham--Unionville/Markham--Unionville"," 59","Markham",40,59,12,78,1,1,191,442
35045,"Markham--Unionville/Markham--Unionville"," 59-1","Markham",42,60,3,64,0,1,170,320
35045,"Markham--Unionville/Markham--Unionville"," 60","Markham",44,50,9,62,0,0,165,404
35045,"Markham--Unionville/Markham--Unionville"," 60-1","Markham",39,51,7,66,1,1,165,363
35045,"Markham--Unionville/Markham--Unionville"," 60-2","Markham",80,93,8,110,1,1,293,603
35045,"Markham--Unionville/Markham--Unionville"," 61","Markham",49,52,30,85,2,3,221,588
35045,"Markham--Unionville/Markham--Unionville"," 61-1","Markham",41,68,2,84,1,1,197,528
35045,"Markham--Unionville/Markham--Unionville"," 61-2","Markham",69,74,8,82,1,2,236,573
35045,"Markham--Unionville/Markham--Unionville"," 62","Markham",30,75,3,35,2,4,149,331
35045,"Markham--Unionville/Markham--Unionville"," 63A","Markham",29,47,9,66,0,0,151,375
35045,"Markham--Unionville/Markham--Unionville"," 63B","Markham",23,23,2,52,1,0,101,196
35045,"Markham--Unionville/Markham--Unionville"," 63C","Markham",36,37,9,50,1,1,134,240
35045,"Markham--Unionville/Markham--Unionville"," 64","Markham",22,20,1,22,0,1,66,204
35045,"Markham--Unionville/Markham--Unionville"," 64-1","Markham",39,52,1,61,1,0,154,416
35045,"Markham--Unionville/Markham--Unionville"," 65","Markham",26,79,6,69,0,1,181,440
35045,"Markham--Unionville/Markham--Unionville"," 66A","Markham",23,40,6,43,2,0,114,287
35045,"Markham--Unionville/Markham--Unionville"," 66B","Markham",31,42,2,55,0,2,132,332
35045,"Markham--Unionville/Markham--Unionville"," 67","Markham",63,78,7,43,0,0,191,525
35045,"Markham--Unionville/Markham--Unionville"," 68","Markham",53,86,4,71,1,0,215,556
35045,"Markham--Unionville/Markham--Unionville"," 69","Markham",43,82,3,90,2,1,221,575
35045,"Markham--Unionville/Markham--Unionville"," 70","Markham",46,71,4,39,0,2,162,433
35045,"Markham--Unionville/Markham--Unionville"," 71","Markham",32,47,4,53,2,1,139,408
35045,"Markham--Unionville/Markham--Unionville"," 71-1A","Markham",30,41,3,57,2,1,134,448
35045,"Markham--Unionville/Markham--Unionville"," 71-1B","Markham",35,35,1,35,0,1,107,328
35045,"Markham--Unionville/Markham--Unionville"," 72","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 73","Markham",64,112,12,105,1,1,295,560
35045,"Markham--Unionville/Markham--Unionville"," 74A","Markham",31,61,2,27,0,0,121,411
35045,"Markham--Unionville/Markham--Unionville"," 74B","Markham",20,28,1,29,0,0,78,286
35045,"Markham--Unionville/Markham--Unionville"," 74-1","Markham",48,84,6,64,0,2,204,402
35045,"Markham--Unionville/Markham--Unionville"," 75","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 76A","Markham",47,59,4,44,1,0,155,418
35045,"Markham--Unionville/Markham--Unionville"," 76B","Markham",47,57,4,42,1,2,153,350
35045,"Markham--Unionville/Markham--Unionville"," 77","Markham",62,98,7,70,0,4,241,570
35045,"Markham--Unionville/Markham--Unionville"," 78","Markham",45,65,4,49,0,0,163,368
35045,"Markham--Unionville/Markham--Unionville"," 78-1","Markham",21,49,1,28,1,0,100,222
35045,"Markham--Unionville/Markham--Unionville"," 79","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 80","Markham",58,101,7,76,2,7,251,484
35045,"Markham--Unionville/Markham--Unionville"," 81","Markham",56,84,4,88,1,0,233,491
35045,"Markham--Unionville/Markham--Unionville"," 82A","Markham",31,60,1,40,0,1,133,252
35045,"Markham--Unionville/Markham--Unionville"," 82B","Markham",38,59,4,55,1,1,158,329
35045,"Markham--Unionville/Markham--Unionville"," 83","Markham",63,113,9,82,4,0,271,556
35045,"Markham--Unionville/Markham--Unionville"," 84","Markham",50,79,3,69,0,2,203,498
35045,"Markham--Unionville/Markham--Unionville"," 85","Markham",45,79,3,67,1,2,197,442
35045,"Markham--Unionville/Markham--Unionville"," 86A","Markham",28,40,2,55,0,2,127,285
35045,"Markham--Unionville/Markham--Unionville"," 86B","Markham",47,55,6,54,2,0,164,352
35045,"Markham--Unionville/Markham--Unionville"," 87","Markham",64,73,3,41,0,4,185,361
35045,"Markham--Unionville/Markham--Unionville"," 87-1","Markham",45,65,7,29,2,0,148,328
35045,"Markham--Unionville/Markham--Unionville"," 88","Markham",57,115,5,84,3,5,269,574
35045,"Markham--Unionville/Markham--Unionville"," 89","Markham",54,83,8,98,1,0,244,534
35045,"Markham--Unionville/Markham--Unionville"," 90","Markham",44,87,6,60,2,1,200,490
35045,"Markham--Unionville/Markham--Unionville"," 91","Markham",56,102,4,68,0,1,231,515
35045,"Markham--Unionville/Markham--Unionville"," 92","Markham",56,92,1,80,0,0,229,515
35045,"Markham--Unionville/Markham--Unionville"," 93","Markham",96,102,9,39,0,1,247,529
35045,"Markham--Unionville/Markham--Unionville"," 94","Markham",88,100,3,60,0,6,257,573
35045,"Markham--Unionville/Markham--Unionville"," 95","Markham",72,81,1,66,3,0,223,456
35045,"Markham--Unionville/Markham--Unionville"," 96","Markham",49,86,8,64,1,0,208,490
35045,"Markham--Unionville/Markham--Unionville"," 97A","Markham",31,58,5,51,0,0,145,352
35045,"Markham--Unionville/Markham--Unionville"," 97B","Markham",36,42,3,27,0,0,108,288
35045,"Markham--Unionville/Markham--Unionville"," 98","Markham",42,84,5,54,2,2,189,466
35045,"Markham--Unionville/Markham--Unionville"," 99","Markham",48,59,5,35,1,0,148,382
35045,"Markham--Unionville/Markham--Unionville"," 100","Markham",70,71,9,69,0,2,221,534
35045,"Markham--Unionville/Markham--Unionville"," 100-1","Markham",42,60,3,46,1,1,153,413
35045,"Markham--Unionville/Markham--Unionville"," 101","Markham",60,82,2,49,0,1,194,517
35045,"Markham--Unionville/Markham--Unionville"," 102","Markham",80,86,6,72,3,1,248,565
35045,"Markham--Unionville/Markham--Unionville"," 103","Markham",39,42,8,54,2,4,149,309
35045,"Markham--Unionville/Markham--Unionville"," 104","Markham",47,82,9,41,0,3,182,382
35045,"Markham--Unionville/Markham--Unionville"," 105","Markham",50,77,4,75,0,0,206,507
35045,"Markham--Unionville/Markham--Unionville"," 106","Markham",46,85,3,67,0,1,202,539
35045,"Markham--Unionville/Markham--Unionville"," 107","Markham",41,51,8,48,2,2,152,361
35045,"Markham--Unionville/Markham--Unionville"," 108","Markham",40,49,4,33,6,2,134,305
35045,"Markham--Unionville/Markham--Unionville"," 109","Markham",64,72,8,63,0,3,210,575
35045,"Markham--Unionville/Markham--Unionville"," 110A","Markham",44,52,0,35,0,1,132,289
35045,"Markham--Unionville/Markham--Unionville"," 110B","Markham",34,69,3,29,1,3,139,293
35045,"Markham--Unionville/Markham--Unionville"," 111A","Markham",43,72,2,33,0,2,152,290
35045,"Markham--Unionville/Markham--Unionville"," 111B","Markham",64,56,4,24,1,0,149,286
35045,"Markham--Unionville/Markham--Unionville"," 112","Markham",45,100,3,58,1,0,207,442
35045,"Markham--Unionville/Markham--Unionville"," 113","Markham",84,100,2,40,1,2,229,520
35045,"Markham--Unionville/Markham--Unionville"," 114","Markham",56,90,9,43,2,0,200,469
35045,"Markham--Unionville/Markham--Unionville"," 114-1","Markham",64,84,9,62,0,1,220,426
35045,"Markham--Unionville/Markham--Unionville"," 114-2","Markham",58,84,8,50,0,3,203,450
35045,"Markham--Unionville/Markham--Unionville"," 115","Markham",70,75,4,48,3,1,201,471
35045,"Markham--Unionville/Markham--Unionville"," 115-1","Markham",47,108,3,42,0,3,203,443
35045,"Markham--Unionville/Markham--Unionville"," 115-2","Markham",74,74,1,36,0,1,186,385
35045,"Markham--Unionville/Markham--Unionville"," 115-3","Markham",55,66,3,29,1,4,158,323
35045,"Markham--Unionville/Markham--Unionville"," 116","Markham",122,70,1,32,0,1,226,415
35045,"Markham--Unionville/Markham--Unionville"," 116-1","Markham",68,56,3,14,1,0,142,305
35045,"Markham--Unionville/Markham--Unionville"," 117","Markham",71,87,1,60,1,0,220,442
35045,"Markham--Unionville/Markham--Unionville"," 117-1","Markham",40,62,4,30,1,1,138,318
35045,"Markham--Unionville/Markham--Unionville"," 118","Markham",74,74,2,44,1,1,196,386
35045,"Markham--Unionville/Markham--Unionville"," 118-1","Markham",55,66,2,20,0,3,146,299
35045,"Markham--Unionville/Markham--Unionville"," 119","Markham",114,77,9,56,5,1,262,550
35045,"Markham--Unionville/Markham--Unionville"," 120","Markham",98,96,8,40,0,0,242,564
35045,"Markham--Unionville/Markham--Unionville"," 121","Markham",50,131,1,28,0,1,211,521
35045,"Markham--Unionville/Markham--Unionville"," 122","Markham",35,70,0,43,1,0,149,344
35045,"Markham--Unionville/Markham--Unionville"," 122-1","Markham",87,67,4,36,0,2,196,433
35045,"Markham--Unionville/Markham--Unionville"," 123","Markham",60,71,2,52,0,4,189,491
35045,"Markham--Unionville/Markham--Unionville"," 124","Markham",110,94,5,61,1,1,272,585
35045,"Markham--Unionville/Markham--Unionville"," 125","Markham",106,97,1,32,2,0,238,534
35045,"Markham--Unionville/Markham--Unionville"," 126","Markham",56,61,3,40,0,1,161,372
35045,"Markham--Unionville/Markham--Unionville"," 127","Markham",113,84,5,47,1,3,253,507
35045,"Markham--Unionville/Markham--Unionville"," 128","Markham",68,68,1,18,0,0,155,422
35045,"Markham--Unionville/Markham--Unionville"," 129","Markham",67,73,4,65,1,0,210,479
35045,"Markham--Unionville/Markham--Unionville"," 130","Markham",42,69,2,38,4,0,155,313
35045,"Markham--Unionville/Markham--Unionville"," 131","Markham",70,96,3,46,1,3,219,478
35045,"Markham--Unionville/Markham--Unionville"," 132","Markham",76,129,5,40,2,4,256,499
35045,"Markham--Unionville/Markham--Unionville"," 133","Markham",85,104,3,51,1,3,247,506
35045,"Markham--Unionville/Markham--Unionville"," 134","Markham",49,40,1,17,0,0,107,220
35045,"Markham--Unionville/Markham--Unionville"," 135","Markham",98,88,3,54,1,0,244,567
35045,"Markham--Unionville/Markham--Unionville"," 136","Markham",76,94,6,54,0,0,230,552
35045,"Markham--Unionville/Markham--Unionville"," 137A","Markham",30,54,4,34,1,2,125,285
35045,"Markham--Unionville/Markham--Unionville"," 137B","Markham",40,76,6,23,0,4,149,333
35045,"Markham--Unionville/Markham--Unionville"," 138","Markham",47,97,7,70,0,2,223,557
35045,"Markham--Unionville/Markham--Unionville"," 139","Markham",103,81,8,51,1,0,244,570
35045,"Markham--Unionville/Markham--Unionville"," 140","Markham",107,114,3,57,1,1,283,579
35045,"Markham--Unionville/Markham--Unionville"," 141","Markham",51,60,7,29,1,2,150,384
35045,"Markham--Unionville/Markham--Unionville"," 142","Markham",25,58,7,77,2,0,169,287
35045,"Markham--Unionville/Markham--Unionville"," 143","Markham",68,114,6,148,4,1,341,505
35045,"Markham--Unionville/Markham--Unionville"," 144","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 145","Markham",38,50,14,64,2,1,169,350
35045,"Markham--Unionville/Markham--Unionville"," 146","Markham",23,38,11,86,0,0,158,283
35045,"Markham--Unionville/Markham--Unionville"," 147","Markham",24,85,8,132,0,1,250,467
35045,"Markham--Unionville/Markham--Unionville"," 148A","Markham",20,31,6,41,0,1,99,270
35045,"Markham--Unionville/Markham--Unionville"," 148B","Markham",27,38,10,56,1,0,132,335
35045,"Markham--Unionville/Markham--Unionville"," 149","Markham",22,62,6,94,2,0,186,351
35045,"Markham--Unionville/Markham--Unionville"," 150","Markham",25,71,12,111,0,1,220,401
35045,"Markham--Unionville/Markham--Unionville"," 151","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 152","Markham",44,58,9,91,0,0,202,407
35045,"Markham--Unionville/Markham--Unionville"," 153","Markham",34,82,10,107,0,0,233,388
35045,"Markham--Unionville/Markham--Unionville"," 154","Markham",32,79,13,115,1,0,240,397
35045,"Markham--Unionville/Markham--Unionville"," 155","Markham",38,88,9,109,0,0,244,463
35045,"Markham--Unionville/Markham--Unionville"," 156","Markham",52,115,7,124,0,0,298,554
35045,"Markham--Unionville/Markham--Unionville"," 157","Markham",53,71,6,82,1,0,213,480
35045,"Markham--Unionville/Markham--Unionville"," 158","Markham",65,96,6,118,0,1,286,562
35045,"Markham--Unionville/Markham--Unionville"," 159","Markham",51,94,1,92,1,0,239,574
35045,"Markham--Unionville/Markham--Unionville"," 160","Markham",63,84,12,76,6,5,246,557
35045,"Markham--Unionville/Markham--Unionville"," 161","Markham",55,63,7,62,2,2,191,411
35045,"Markham--Unionville/Markham--Unionville"," 161-1","Markham",36,41,1,58,1,2,139,240
35045,"Markham--Unionville/Markham--Unionville"," 162","Markham",83,57,4,58,3,2,207,398
35045,"Markham--Unionville/Markham--Unionville"," 163","Markham",Void/Supprimé,,,,,,,
35045,"Markham--Unionville/Markham--Unionville"," 164","Markham",52,84,3,103,2,3,247,496
35045,"Markham--Unionville/Markham--Unionville"," 165","Markham",42,70,2,81,2,1,198,380
35045,"Markham--Unionville/Markham--Unionville"," 165-1","Markham",14,56,8,49,1,1,129,258
35045,"Markham--Unionville/Markham--Unionville"," 166","Markham",63,97,2,81,1,0,244,573
35045,"Markham--Unionville/Markham--Unionville"," 167","Markham",57,81,1,86,1,0,226,490
35045,"Markham--Unionville/Markham--Unionville"," 167-1","Markham",68,69,1,27,0,4,169,359
35045,"Markham--Unionville/Markham--Unionville"," 167-2","Markham",56,76,2,29,1,0,164,394
35045,"Markham--Unionville/Markham--Unionville"," 167-3A","Markham",73,66,0,26,0,3,168,355
35045,"Markham--Unionville/Markham--Unionville"," 167-3B","Markham",86,54,1,29,0,3,173,358
35045,"Markham--Unionville/Markham--Unionville"," 167-4","Markham",98,93,3,33,1,2,230,466
35045,"Markham--Unionville/Markham--Unionville"," 167-5A","Markham",58,55,3,36,3,1,156,371
35045,"Markham--Unionville/Markham--Unionville"," 167-5B","Markham",100,51,2,34,1,1,189,382
35045,"Markham--Unionville/Markham--Unionville"," 167-6","Markham",85,60,1,28,3,2,179,383
35045,"Markham--Unionville/Markham--Unionville"," 400","Markham",32,37,5,127,0,0,201,486
35045,"Markham--Unionville/Markham--Unionville"," 401","Markham",38,25,4,77,0,0,144,310
35045,"Markham--Unionville/Markham--Unionville"," 402","Markham",32,33,9,46,1,0,121,284
35045,"Markham--Unionville/Markham--Unionville"," 402-1","Markham",39,32,3,43,0,1,118,229
35045,"Markham--Unionville/Markham--Unionville"," 403","Markham",10,12,2,32,3,1,60,128
35045,"Markham--Unionville/Markham--Unionville"," 404","Markham",32,15,3,11,0,0,61,124
35045,"Markham--Unionville/Markham--Unionville"," 405","Markham",13,63,4,54,0,3,137,198
35045,"Markham--Unionville/Markham--Unionville"," 406","Markham",18,52,2,81,0,0,153,237
35045,"Markham--Unionville/Markham--Unionville"," 500","Mobile poll/Bureau itinérant",15,28,4,102,3,1,153,189
35045,"Markham--Unionville/Markham--Unionville"," 600","Markham",50,100,9,139,1,4,303,
35045,"Markham--Unionville/Markham--Unionville"," 601","Markham",56,351,23,253,1,1,685,
35045,"Markham--Unionville/Markham--Unionville"," 602","Markham",60,396,31,375,3,0,865,
35045,"Markham--Unionville/Markham--Unionville"," 603","Markham",61,273,36,291,3,0,664,
35045,"Markham--Unionville/Markham--Unionville"," 604","Markham",43,158,16,177,0,1,395,
35045,"Markham--Unionville/Markham--Unionville"," 605","Markham",50,234,25,302,0,1,612,
35045,"Markham--Unionville/Markham--Unionville"," 606","Markham",43,205,12,200,1,2,463,
35045,"Markham--Unionville/Markham--Unionville"," 607","Markham",83,293,11,99,3,3,492,
35045,"Markham--Unionville/Markham--Unionville"," 608","Markham",119,488,22,195,4,1,829,
35045,"Markham--Unionville/Markham--Unionville"," 609","Markham",62,223,26,143,1,4,459,
35045,"Markham--Unionville/Markham--Unionville"," 610","Markham",63,233,13,151,1,1,462,
35045,"Markham--Unionville/Markham--Unionville"," 611","Markham",114,292,24,199,1,2,632,
35045,"Markham--Unionville/Markham--Unionville"," 612","Markham",55,240,24,165,1,0,485,
35045,"Markham--Unionville/Markham--Unionville",,Group 1/Groupe 1,10,41,0,17,1,2,71,116
35045,"Markham--Unionville/Markham--Unionville",,Group 2/Groupe 2,16,160,7,94,0,2,279,
