Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Julie Bourgeois,Jean-Serge Brisson,Pierre Lemieux,Sylvie Lemieux,Denis A. Séguin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 28","Clarence-Rockland",75,0,149,5,55,0,284,446
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 28-1","Clarence-Rockland",30,0,91,3,15,0,139,216
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 29","Clarence-Rockland",82,0,132,4,50,0,268,446
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 30","Clarence-Rockland",82,0,95,6,52,0,235,373
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 30-1","Clarence",70,0,92,10,42,3,217,387
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 31","Clarence-Rockland",66,1,105,7,45,2,226,397
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 32","Clarence-Rockland",79,1,116,5,45,4,250,447
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 33","Clarence-Rockland",44,1,72,9,25,3,154,282
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 34","Clarence-Rockland",45,0,46,4,24,1,120,295
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 35","Clarence-Rockland",87,0,96,8,50,2,243,399
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 36","Clarence-Rockland",77,1,107,10,47,2,244,416
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 37","Clarence-Rockland",16,0,41,4,12,0,73,181
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 37-1","Clarence-Rockland",68,2,91,5,26,0,192,369
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 38","Clarence-Rockland",40,0,81,5,27,0,153,382
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 39","Clarence-Rockland",29,0,45,3,27,0,104,299
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 39-1","Clarence-Rockland",66,0,93,5,34,0,198,476
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 40","Clarence-Rockland",65,1,89,7,38,0,200,340
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 41","Clarence-Rockland",61,1,99,5,58,0,224,420
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 41-1A","Clarence-Rockland",82,0,106,9,58,1,256,478
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 41-1B","Clarence-Rockland",96,0,97,10,53,0,256,481
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 42","Clarence-Rockland",91,0,130,15,57,0,293,520
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 43","Clarence-Rockland",79,3,106,11,35,0,234,532
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 44","Clarence-Rockland",62,0,64,5,30,0,161,375
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 45","Clarence-Rockland",55,0,58,9,42,1,165,387
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 46A","Clarence-Rockland",45,1,66,8,21,0,141,267
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 46B","Clarence-Rockland",69,1,70,2,35,0,177,358
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 47","Clarence-Rockland",46,0,77,3,35,0,161,406
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 48","Clarence-Rockland",76,0,138,12,40,0,266,499
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 48-1","Clarence-Rockland",43,0,54,10,28,0,135,306
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 48-2A","Clarence-Rockland",50,1,52,5,23,6,137,298
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 48-2B","Clarence-Rockland",46,0,57,5,30,0,138,286
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 49","Clarence-Rockland",65,1,99,12,40,2,219,381
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 50","Wendover",71,0,115,9,47,0,242,347
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 50-1A","Alfred and Plantagenet",23,0,20,3,20,1,67,98
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 50-1B","Alfred and Plantagenet",18,0,34,4,12,1,69,103
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 51","Wendover",28,0,45,7,20,2,102,166
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 51-1A","Wendover",52,1,89,8,31,1,182,307
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 51-1B","Wendover",78,0,81,8,50,1,218,327
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 52","Treadwell",46,1,46,4,33,3,133,234
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 52-1","Alfred and Plantagenet",51,0,61,8,33,1,154,227
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 53","Coins Gratton",104,1,101,7,42,1,256,430
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 53-1","Coins Gratton",92,0,82,7,51,1,233,351
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 54","Lefaivre",120,1,110,11,90,1,333,518
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 55","Alfred Station",13,0,30,2,14,0,59,82
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 55-1","Alfred and Plantagenet",84,1,89,9,61,4,248,446
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 55-2","Alfred and Plantagenet",23,0,34,0,18,2,77,167
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 56","Alfred",93,0,95,9,62,1,260,415
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 57","Alfred",46,0,53,4,22,2,127,220
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 57-1","Alfred",77,0,67,9,29,0,182,288
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 58","Plantagenet Station",49,0,73,2,49,3,176,396
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 59","Plantagenet",59,3,93,12,36,3,206,370
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 60","Plantagenet",59,0,73,7,47,2,188,387
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 61","Centrefield",41,0,82,12,38,2,175,329
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 62","Curran",57,2,74,12,46,4,195,264
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 62-1","Alfred and Plantagenet",48,0,113,6,40,3,210,410
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 63","L'Ange-Gardien",23,0,31,11,16,0,81,165
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 63-1","Champlain",92,0,104,9,40,1,246,457
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 64","L'Orignal",67,2,67,14,44,0,194,397
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 65","L'Orignal",66,0,62,10,40,0,178,339
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 66","L'Orignal",40,0,87,2,61,0,190,340
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 67","L'Orignal",91,0,91,4,32,0,218,345
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 67-1","Champlain",54,1,55,7,21,0,138,237
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 68","Cassburn",54,0,188,7,62,0,311,504
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 69","McAlpine",25,1,82,6,28,0,142,250
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 70","St-Bernardin",53,0,88,5,48,1,195,301
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 71","St-Amour",60,1,118,6,27,0,212,322
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 72","Aberdeen",38,0,149,10,38,2,237,393
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 73","Vankleek Hill",17,0,64,3,8,0,92,193
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 73-1","Champlain",40,0,74,4,39,0,157,319
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 74","Vankleek Hill",30,0,107,5,22,0,164,323
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 75","Vankleek Hill",24,0,62,9,22,1,118,319
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 76","Vankleek Hill",40,2,101,12,32,0,187,338
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 77","Green Lane",36,0,75,2,50,1,164,296
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 77-1","Green Lane",54,1,65,3,47,1,171,296
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 78","Vankleek Hill Station",63,0,123,9,32,0,227,390
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 79","Pleasant Corners",76,0,134,9,62,0,281,445
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 80","Champlain",38,0,82,11,38,0,169,377
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 81","Stardale",47,0,137,9,52,5,250,504
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 82","Chute-à-Blondeau",26,0,82,9,17,1,135,224
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 82-1","East Hawkesbury",50,1,68,4,49,2,174,262
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 83","La Renouche",42,0,94,8,53,1,198,375
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 84","St-Eugène",57,1,119,14,71,0,262,482
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 85","St-Eugène",45,1,130,15,52,0,243,461
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 86","Ste-Anne-de-Prescott",63,2,93,11,37,0,206,339
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 87","Champlain",42,1,67,6,40,2,158,271
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 88","Hawkesbury",46,0,47,2,31,0,126,358
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 88-1","Hawkesbury",83,0,91,12,53,1,240,436
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 89","Hawkesbury",41,1,65,5,40,1,153,301
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 90","Hawkesbury",58,1,61,7,51,2,180,475
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 91","Hawkesbury",63,1,56,8,46,2,176,354
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 92","Hawkesbury",41,0,57,5,35,1,139,400
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 93","Hawkesbury",41,0,41,3,30,0,115,309
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 94","Hawkesbury",42,1,67,2,32,1,145,297
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 95","Hawkesbury",42,1,81,5,31,0,160,374
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 96","Hawkesbury",58,1,80,3,36,1,179,369
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 97","Hawkesbury",63,1,85,6,40,1,196,334
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 98","Hawkesbury",79,0,94,14,31,2,220,406
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 99","Hawkesbury",76,1,106,7,53,2,245,441
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 100","Hawkesbury",63,0,63,13,32,1,172,375
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 101","Hawkesbury",34,0,32,3,25,1,95,302
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 102","Hawkesbury",30,0,36,6,12,1,85,298
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 103","Hawkesbury",38,0,54,3,35,2,132,335
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 104","Hawkesbury",47,1,55,6,32,4,145,320
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 105","Hawkesbury",45,1,61,2,30,3,142,335
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 106","Hawkesbury",45,0,51,6,25,3,130,315
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 107","Hawkesbury",50,0,48,3,37,2,140,307
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 108A","Hawkesbury",30,0,62,8,46,0,146,266
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 108B","Hawkesbury",49,0,69,11,46,2,177,343
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 109","North Russell",48,1,116,10,29,2,206,289
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 109-1","Russell",21,3,110,6,24,0,164,249
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 110","Russell",44,0,102,5,17,1,169,301
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 110-1","Russell",53,0,232,12,37,1,335,551
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 111","Russell",35,0,101,12,28,0,176,288
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 111-1","Russell",23,0,64,9,14,1,111,183
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 112","Russell",44,0,126,9,26,0,205,354
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 112-1","Russell",22,0,66,1,18,0,107,208
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 113","Russell",59,4,155,10,34,1,263,455
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 114","Russell",72,2,219,18,35,3,349,526
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 115","Russell",30,0,120,10,28,0,188,261
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 116","Russell",69,2,183,17,45,1,317,494
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 117","Brisson",99,1,63,3,20,1,187,305
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 117-1","Russell",60,0,78,5,26,5,174,287
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 118A","Limoges",62,0,93,4,45,2,206,317
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 118B","Limoges",52,0,98,5,37,1,193,307
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 119","Forget",99,2,73,9,15,2,200,325
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 119-1","Russell",45,0,51,3,6,0,105,208
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 120","Embrun",45,0,63,2,6,0,116,223
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 120-1","Russell",104,1,100,8,40,2,255,435
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 120-2","Russell",96,0,108,10,36,0,250,374
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 120-3","Russell",71,1,108,1,27,2,210,372
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 120-4","Russell",78,0,90,5,27,0,200,383
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 121","Embrun",70,0,88,3,29,3,193,348
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 122","Embrun",58,0,75,0,28,0,161,306
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 122-1","Russell",84,0,91,11,38,2,226,393
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 123","Embrun",98,1,109,7,44,1,260,451
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 124","Embrun",54,0,72,3,25,0,154,374
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 125","Embrun",95,5,83,3,23,0,209,434
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 126","Embrun",92,0,126,6,38,1,263,438
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 127","Felton",61,1,106,2,25,2,197,327
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 127-1","Felton",30,0,85,2,13,0,130,216
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 128A","Limoges",53,1,88,10,38,0,190,295
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 128B","Limoges",50,1,109,4,42,0,206,332
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 129","Limoges",61,0,88,10,34,2,195,317
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 129-1","Limoges",50,0,72,1,28,0,151,266
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 130","Limoges",59,1,91,8,31,0,190,352
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 130-1A","The Nation / La Nation",43,0,90,7,38,0,178,307
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 130-1B","The Nation / La Nation",55,0,87,7,37,0,186,308
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 131","Benoit",67,0,59,2,36,1,165,289
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 132","Forest Park",59,1,117,7,43,0,227,383
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 133","Benoit",75,1,89,13,52,0,230,478
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 134","Longtinville",50,0,70,5,42,1,168,297
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 134-1","The Nation / La Nation",62,0,52,1,26,1,142,260
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 135","St-Albert",56,0,31,1,19,1,108,163
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 135-1","The Nation / La Nation",113,0,65,12,57,1,248,389
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 136","Mayerville",83,0,71,4,36,1,195,389
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 137","Cambridge",96,0,131,11,53,0,291,502
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 138","Riceville",49,2,165,7,30,0,253,410
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 139","Ste-Rose-de-Prescott",85,0,138,15,67,4,309,473
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 140","Fournier",78,3,159,12,45,1,298,444
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 141","St. Isidore",98,0,98,4,38,1,239,310
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 142","St. Isidore",48,1,66,11,36,0,162,267
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 143","Casselman",84,0,88,4,41,0,217,388
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 144","Casselman",62,4,75,3,26,0,170,351
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 144-1","Casselman",113,0,53,4,26,0,196,318
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 145","Casselman",48,0,62,3,32,0,145,320
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 146","Casselman",58,1,48,2,25,0,134,285
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 146-1","Casselman",75,0,79,5,38,0,197,348
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 147","Casselman",159,0,102,8,53,0,322,481
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 147-1","Casselman",94,0,62,9,29,0,194,297
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 148","St. Elmo",12,0,139,11,12,1,175,266
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 149","Dunvegan",30,1,134,20,34,2,221,366
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 150","Pine Grove",21,0,97,11,23,3,155,220
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 151","Breadalbane",27,1,135,13,26,2,204,290
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 152","Glen Sandfield",16,0,139,17,41,0,213,312
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 153","Lochiel",23,0,76,7,24,1,131,218
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 154","Glen Robertson",52,0,106,9,56,2,225,341
