Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Arseneault,Jean Cloutier,France Gagné,Alexandrine Latendresse,Philippe Mérel,Josée Verner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 11","Québec",1,3,40,118,19,94,1,276,431
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 12","Québec",1,3,42,136,20,3,3,208,509
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 13","Québec",0,3,56,177,27,94,6,363,733
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 14","Québec",0,5,30,96,18,53,2,204,410
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 15","Québec",0,0,22,103,26,59,1,211,381
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 16","Québec",0,4,32,111,9,55,2,213,445
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 17","Québec",0,2,47,150,23,83,3,308,520
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 17-1","Québec",Void/Supprimé,,,,,,,,
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 18","Québec",1,3,24,70,15,75,3,191,315
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 18-1","Québec",0,0,21,92,21,38,0,172,307
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 19","Québec",0,0,12,31,5,43,2,93,161
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 19-1","Québec",0,2,36,61,29,83,1,212,395
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 20","Québec",1,2,25,87,12,49,4,180,337
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 21","Québec",0,0,26,69,7,59,1,162,301
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 22","Québec",1,4,24,79,12,74,7,201,386
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 23","Québec",1,3,16,47,2,50,6,125,365
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 24","Québec",0,2,29,79,5,80,1,196,514
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 25","Québec",3,1,34,77,10,69,2,196,367
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 26","Québec",0,3,21,80,3,35,2,144,332
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 27","Québec",1,2,28,65,14,65,0,175,319
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 28","Québec",0,3,34,87,11,67,0,202,340
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 29","Québec",0,4,32,69,7,47,5,164,365
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 30A","Québec",0,5,24,79,27,72,5,212,358
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 30B","Québec",0,1,21,71,14,57,1,165,277
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 30-1","Québec",0,1,41,109,9,71,4,235,389
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 30-2","Québec",0,0,7,49,8,25,0,89,149
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 31","Québec",0,2,25,71,10,62,2,172,255
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 31-1","Québec",1,3,24,108,12,89,1,238,358
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 32","Québec",5,2,41,125,27,129,4,333,535
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 33","Québec",1,5,23,79,12,78,1,199,368
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 33-1A","Québec",0,22,18,66,23,95,2,226,321
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 33-1B","Québec",0,0,35,51,8,59,2,155,317
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 34A","Québec",1,2,34,119,22,71,4,253,425
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 34B","Québec",0,7,35,81,16,95,1,235,445
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 35","Québec",1,4,19,110,14,93,1,242,490
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 36","Québec",0,8,26,87,7,89,4,221,455
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 37","Québec",1,2,23,159,22,90,6,303,673
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 37-1","Québec",0,2,30,88,12,52,1,185,404
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 38A","Loretteville",1,0,23,93,10,70,2,199,399
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 38B","Loretteville",1,1,27,89,5,58,3,184,366
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 39","Loretteville",0,2,34,99,4,68,4,211,353
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 40","Loretteville",0,2,28,73,8,37,4,152,355
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 41","Village-des-Hurons",2,2,14,80,18,54,4,174,428
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 41-1","Village-des-Hurons",0,0,3,12,8,12,1,36,95
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 41-2","Village-des-Hurons",0,2,1,12,3,6,3,27,84
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 42","Village-des-Hurons",2,1,8,58,8,27,2,106,248
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 43","Loretteville",1,2,15,112,16,65,3,214,371
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 44","Québec",2,6,31,98,6,79,4,226,418
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 45","Loretteville",1,2,37,121,17,64,7,249,482
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 46","Loretteville",2,10,32,86,7,72,0,209,355
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 47","Loretteville",0,0,35,99,21,92,2,249,432
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 48","Loretteville",0,1,31,149,10,89,8,288,573
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 49","Loretteville",1,5,60,74,11,52,3,206,446
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 50","Loretteville",0,2,26,73,7,48,5,161,341
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 51","Loretteville",0,7,29,90,18,84,4,232,366
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 52","Loretteville",0,0,9,56,6,28,0,99,251
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 53","Loretteville",1,4,41,80,17,112,8,263,435
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 54","Loretteville",0,2,24,66,6,42,1,141,303
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 55","Loretteville",0,3,25,81,4,49,4,166,385
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 56","Loretteville",1,2,23,78,5,66,3,178,412
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 57","Loretteville",0,5,25,98,12,64,5,209,441
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 58","Loretteville",0,6,27,56,17,60,4,170,317
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 59","Loretteville",0,2,38,62,17,55,5,179,367
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 60","Loretteville",0,2,32,67,13,54,4,172,323
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 61","Loretteville",0,2,26,71,16,54,3,172,319
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 62","Loretteville",1,3,27,83,12,76,3,205,441
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 63","Loretteville",1,4,33,89,13,89,0,229,488
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 64","Loretteville",1,2,18,78,7,74,1,181,418
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 65","Loretteville",1,7,30,71,4,50,8,171,398
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 66","Loretteville",0,3,24,52,6,37,4,126,352
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 67","Loretteville",1,6,29,85,5,58,5,189,353
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 68","Val-Bélair",0,5,31,73,8,86,4,207,536
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 69","Val-Bélair",0,6,23,73,6,88,4,200,419
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 70","Val-Bélair",1,2,25,87,7,59,6,187,399
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 71","Val-Bélair",1,2,21,115,7,109,5,260,466
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 72","Val-Bélair",1,3,24,95,13,94,4,234,522
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 73","Val-Bélair",0,1,17,72,8,78,3,179,401
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 74","Val-Bélair",3,3,43,66,8,88,3,214,432
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 75","Val-Bélair",0,3,30,113,5,99,4,254,543
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 76","Val-Bélair",1,4,29,119,17,142,0,312,672
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 77","Val-Bélair",0,3,20,64,7,63,0,157,323
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 78","Val-Bélair",1,9,16,66,7,95,0,194,488
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 79","Val-Bélair",0,3,24,60,13,63,4,167,347
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 80","Val-Bélair",0,0,31,97,3,81,6,218,394
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 80-1","Val-Bélair",0,4,24,114,13,86,2,243,406
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 81","Val-Bélair",0,7,18,58,9,72,5,169,470
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 82","Val-Bélair",0,6,33,58,7,67,2,173,403
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 83","Val-Bélair",0,6,31,65,7,72,0,181,407
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 84","Val-Bélair",0,3,21,101,7,100,1,233,493
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 85","Val-Bélair",0,5,36,80,6,96,3,226,419
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 86","Val-Bélair",1,2,21,98,7,76,6,211,481
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 87","Val-Bélair",0,5,14,71,6,44,3,143,349
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 87-1","Val-Bélair",0,0,16,66,3,47,2,134,381
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 88","Val-Bélair",0,0,12,48,2,35,5,102,292
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 89","Val-Bélair",2,4,20,55,8,41,6,136,447
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 90","Val-Bélair",0,1,15,94,3,59,3,175,393
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 91","Val-Bélair",0,1,23,74,6,80,3,187,408
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 91-1","Val-Bélair",1,3,21,93,5,81,5,209,480
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 92","Val-Bélair",0,4,13,74,7,84,1,183,396
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 93","Val-Bélair",0,2,19,81,9,111,5,227,423
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 94","Val-Bélair",1,5,16,105,8,118,0,253,468
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 95","Val-Bélair",0,2,25,98,7,70,2,204,388
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 95-1","Val-Bélair",0,2,13,51,5,72,3,146,213
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 96","Val-Bélair",0,1,22,66,9,86,2,186,296
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 96-1","Val-Bélair",0,3,27,119,13,115,4,281,520
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 97","Val-Bélair",0,2,26,101,10,106,5,250,524
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 98","Val-Bélair",0,4,18,132,18,124,6,302,517
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 99","Val-Bélair",0,5,27,140,18,135,7,332,547
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 100","Val-Bélair",0,2,8,35,4,36,1,86,263
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 101","Val-Bélair",4,5,29,125,6,128,13,310,596
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 102","Val-Bélair",2,2,25,64,5,51,3,152,370
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 103","Val-Bélair",0,2,9,65,4,68,1,149,259
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 103-1","Val-Bélair",0,6,19,97,11,103,0,236,467
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 104","Val-Bélair",0,3,23,77,5,64,0,172,376
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 105","Québec",0,11,45,116,32,142,6,352,605
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 106","Québec",0,3,39,77,24,82,1,226,339
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 107","Québec",0,1,57,126,20,66,4,274,439
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 108","Québec",1,6,57,128,25,87,0,304,487
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 109","Québec",0,2,34,127,23,105,0,291,478
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 109-1","Québec",1,3,20,66,5,55,1,151,270
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 110","Québec",0,7,28,66,12,61,0,174,423
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 110-1","Québec",Void/Supprimé,,,,,,,,
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 111","Québec",2,2,22,90,9,85,2,212,438
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 112","Québec",3,2,31,87,6,90,3,222,438
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 113","Québec",1,2,17,66,9,72,2,169,297
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 114","Québec",1,6,24,59,12,56,6,164,284
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 115","Québec",0,1,14,65,12,70,2,164,285
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 116","Québec",1,5,31,62,7,70,3,179,371
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 117","Québec",1,1,21,82,4,53,2,164,331
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 117-1","Québec",0,4,28,91,9,66,2,200,417
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 117-2","Québec",1,3,20,52,9,47,2,134,219
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 118","Québec",1,3,29,73,10,66,2,184,319
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 119","Québec",0,4,20,76,7,72,4,183,314
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 120","Québec",3,2,29,100,8,74,2,218,385
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 121","Québec",2,7,24,82,8,86,2,211,385
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 122","Québec",3,1,22,76,12,73,6,193,295
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 123","Québec",0,3,38,94,11,74,5,225,360
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 124","Québec",0,4,29,99,10,75,2,219,384
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 125","Québec",0,3,30,105,10,76,2,226,412
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 126","Québec",0,2,13,47,4,30,1,97,221
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 126-1","Québec",0,10,30,55,4,42,0,141,361
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 127","Québec",0,4,30,109,14,64,1,222,449
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 128","Québec",0,0,31,101,11,72,4,219,452
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 129","Québec",0,3,21,62,13,65,2,166,305
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 130","Québec",2,7,34,118,6,47,3,217,455
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 131","Québec",0,0,29,63,6,36,2,136,363
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 132","Québec",2,9,46,164,23,139,4,387,655
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133","Québec",0,4,37,132,25,88,3,289,444
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133-1","Québec",0,2,25,109,18,91,2,247,570
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133-2","Québec",0,3,17,74,16,91,4,205,406
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133-3","Québec",0,4,14,89,8,69,2,186,354
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133-4","Québec",0,1,18,61,9,64,5,158,323
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 134","Québec",0,3,42,111,22,88,3,269,423
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 135","Québec",0,5,42,79,9,60,2,197,342
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 136","Québec",2,3,54,94,9,71,1,234,393
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 137","Québec",0,6,43,96,12,91,2,250,473
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 138","Québec",0,6,17,87,14,48,3,175,327
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 138-1","Québec",0,0,48,113,18,76,3,258,545
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 138-2","Québec",0,3,24,92,16,74,3,212,446
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 139","Québec",0,3,29,72,13,45,0,162,303
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 140","Québec",0,0,24,77,16,51,3,171,311
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 141","Québec",1,6,19,80,7,47,0,160,290
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 141-1","Québec",2,3,14,57,9,53,6,144,388
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 142","Québec",1,7,20,85,10,46,1,170,413
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 143","Québec",1,5,43,79,8,49,3,188,447
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 144","Québec",0,3,26,104,11,48,3,195,493
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 145","Québec",1,4,13,58,6,31,4,117,310
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 145-1","Québec",0,3,17,48,7,23,1,99,245
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 146","L'Ancienne-Lorette",0,2,20,83,14,106,5,230,328
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 146-1","L'Ancienne-Lorette",1,8,30,106,13,110,0,268,443
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 147","L'Ancienne-Lorette",2,4,27,77,14,141,1,266,435
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 147-1","L'Ancienne-Lorette",0,2,30,90,16,89,3,230,392
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 148","L'Ancienne-Lorette",1,7,41,87,11,78,2,227,363
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 149","L'Ancienne-Lorette",0,3,17,66,5,83,2,176,344
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 150","L'Ancienne-Lorette",0,1,21,76,7,82,2,189,355
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 151","L'Ancienne-Lorette",0,4,26,98,17,112,1,258,450
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 151-1","L'Ancienne-Lorette",0,4,22,70,9,77,2,184,293
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 152","L'Ancienne-Lorette",0,2,10,61,8,85,4,170,260
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 153","L'Ancienne-Lorette",0,5,25,114,22,90,3,259,432
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 154","L'Ancienne-Lorette",1,2,17,62,6,97,1,186,339
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 155","L'Ancienne-Lorette",0,3,28,78,9,94,1,213,357
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 156","L'Ancienne-Lorette",0,2,36,79,12,90,3,222,383
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 157","L'Ancienne-Lorette",0,5,26,99,10,98,3,241,377
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 158","L'Ancienne-Lorette",0,3,20,92,15,103,1,234,409
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 159","L'Ancienne-Lorette",0,3,13,80,5,77,1,179,376
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 160","L'Ancienne-Lorette",0,2,28,86,21,120,1,258,400
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 161","L'Ancienne-Lorette",0,3,41,66,9,85,3,207,328
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 162","L'Ancienne-Lorette",0,5,26,85,7,90,2,215,339
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 163","L'Ancienne-Lorette",0,4,23,63,11,68,3,172,294
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 164","L'Ancienne-Lorette",0,7,32,97,14,91,1,242,392
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 165","L'Ancienne-Lorette",0,3,14,76,8,97,3,201,332
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 166","L'Ancienne-Lorette",2,6,33,105,11,73,1,231,423
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 167","L'Ancienne-Lorette",0,3,25,110,15,102,3,258,471
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 168","L'Ancienne-Lorette",0,3,26,80,14,87,7,217,437
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 169","L'Ancienne-Lorette",0,3,21,103,11,116,4,258,449
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 170","L'Ancienne-Lorette",0,3,32,85,14,85,3,222,373
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 171","L'Ancienne-Lorette",1,2,39,120,23,116,7,308,555
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 172","L'Ancienne-Lorette",1,6,31,85,16,119,3,261,530
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 173","L'Ancienne-Lorette",0,4,27,83,14,95,0,223,447
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 174","L'Ancienne-Lorette",Void/Supprimé,,,,,,,,
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 175","L'Ancienne-Lorette",0,5,38,93,7,84,6,233,561
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 176","L'Ancienne-Lorette",0,2,25,64,13,84,2,190,391
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 400","Québec",6,2,19,27,31,38,5,128,228
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 401","Québec",3,0,26,40,29,54,0,152,175
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 402","Québec",3,4,13,35,20,45,2,122,162
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 403","Québec",0,1,16,50,27,57,2,153,204
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 404","Québec",3,5,32,62,22,83,3,210,248
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 405","L'Ancienne-Lorette",1,3,4,13,7,23,1,52,75
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 500","Mobile poll/Bureau itinérant",3,2,17,16,18,32,4,92,162
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 501","Mobile poll/Bureau itinérant",3,5,8,11,11,22,3,63,115
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 502","Mobile poll/Bureau itinérant",2,1,10,16,18,37,4,88,149
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 503","Mobile poll/Bureau itinérant",1,2,12,5,13,15,2,50,94
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 600","Québec",2,4,67,90,16,67,1,247,
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 601","Québec",0,5,104,204,39,185,4,541,
24038,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 602","Québec",0,9,132,209,75,210,4,639,
