Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Dewar,Stan Kutcher,Megan Leslie,George Nikolaou,Tony Seed,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12004,"Halifax/Halifax"," 22","Halifax",Void/Supprimé,,,,,,,
12004,"Halifax/Halifax"," 23","Halifax",5,19,94,22,1,2,143,297
12004,"Halifax/Halifax"," 24","Halifax",5,112,104,48,0,0,269,434
12004,"Halifax/Halifax"," 25","Halifax",8,85,70,47,0,1,211,360
12004,"Halifax/Halifax"," 26","Halifax",1,45,70,47,0,1,164,256
12004,"Halifax/Halifax"," 27A","Halifax",2,83,43,75,0,0,203,313
12004,"Halifax/Halifax"," 27B","Halifax",3,78,56,48,0,0,185,291
12004,"Halifax/Halifax"," 28","Halifax",10,79,82,40,0,1,212,364
12004,"Halifax/Halifax"," 29","Halifax",5,41,105,39,0,1,191,389
12004,"Halifax/Halifax"," 30","Halifax",5,75,67,42,0,1,190,296
12004,"Halifax/Halifax"," 31","Halifax",9,40,96,13,0,2,160,352
12004,"Halifax/Halifax"," 31-1","Halifax",5,28,80,22,0,4,139,285
12004,"Halifax/Halifax"," 32","Halifax",11,39,104,41,0,0,195,341
12004,"Halifax/Halifax"," 33","Halifax",2,65,67,24,0,1,159,234
12004,"Halifax/Halifax"," 33-1","Halifax",5,22,84,41,1,2,155,199
12004,"Halifax/Halifax"," 34","Halifax",9,79,113,52,0,3,256,355
12004,"Halifax/Halifax"," 35","Halifax",11,17,61,36,0,1,126,278
12004,"Halifax/Halifax"," 36","Halifax",7,46,83,30,0,1,167,286
12004,"Halifax/Halifax"," 37","Halifax",12,32,95,46,3,2,190,355
12004,"Halifax/Halifax"," 38","Halifax",7,49,97,27,1,1,182,302
12004,"Halifax/Halifax"," 39","Halifax",12,36,128,28,1,1,206,373
12004,"Halifax/Halifax"," 40","Halifax",10,55,110,27,2,1,205,353
12004,"Halifax/Halifax"," 41","Halifax",10,38,98,36,1,1,184,292
12004,"Halifax/Halifax"," 42","Halifax",12,52,158,27,0,1,250,407
12004,"Halifax/Halifax"," 43","Halifax",6,49,92,24,0,0,171,311
12004,"Halifax/Halifax"," 44","Halifax",7,26,109,28,0,2,172,340
12004,"Halifax/Halifax"," 45","Halifax",4,44,105,25,4,2,184,319
12004,"Halifax/Halifax"," 46","Halifax",4,39,165,26,1,2,237,387
12004,"Halifax/Halifax"," 47","Halifax",9,45,106,27,1,0,188,341
12004,"Halifax/Halifax"," 48","Halifax",16,35,157,20,0,0,228,373
12004,"Halifax/Halifax"," 49","Halifax",12,43,146,18,0,4,223,380
12004,"Halifax/Halifax"," 50","Halifax",12,26,141,22,1,2,204,420
12004,"Halifax/Halifax"," 50-1","Halifax",10,69,139,43,0,0,261,419
12004,"Halifax/Halifax"," 51","Halifax",5,14,96,5,0,0,120,271
12004,"Halifax/Halifax"," 51-1","Halifax",11,18,99,8,0,1,137,307
12004,"Halifax/Halifax"," 52","Halifax",3,13,48,1,1,1,67,278
12004,"Halifax/Halifax"," 52-1","Halifax",12,10,84,7,2,0,115,282
12004,"Halifax/Halifax"," 53","Halifax",5,48,62,35,1,3,154,487
12004,"Halifax/Halifax"," 54","Halifax",4,11,96,7,5,0,123,252
12004,"Halifax/Halifax"," 54-1","Halifax",3,16,94,14,1,0,128,199
12004,"Halifax/Halifax"," 55","Halifax",7,18,111,17,0,0,153,354
12004,"Halifax/Halifax"," 56","Halifax",1,28,94,13,0,0,136,284
12004,"Halifax/Halifax"," 56-1","Halifax",4,18,73,24,0,3,122,211
12004,"Halifax/Halifax"," 57","Halifax",7,18,66,12,0,1,104,346
12004,"Halifax/Halifax"," 58","Halifax",7,21,101,18,0,0,147,385
12004,"Halifax/Halifax"," 59","Halifax",3,42,103,27,1,0,176,392
12004,"Halifax/Halifax"," 60","Halifax",12,32,123,14,2,1,184,332
12004,"Halifax/Halifax"," 61","Halifax",5,15,98,11,0,2,131,326
12004,"Halifax/Halifax"," 62","Halifax",Void/Supprimé,,,,,,,
12004,"Halifax/Halifax"," 63","Halifax",6,32,120,8,0,2,168,276
12004,"Halifax/Halifax"," 64","Halifax",16,47,105,25,1,0,194,432
12004,"Halifax/Halifax"," 65","Halifax",24,18,183,9,3,2,239,412
12004,"Halifax/Halifax"," 66","Halifax",11,52,154,10,0,1,228,412
12004,"Halifax/Halifax"," 67","Halifax",10,31,138,21,2,3,205,384
12004,"Halifax/Halifax"," 68","Halifax",8,32,106,14,3,1,164,318
12004,"Halifax/Halifax"," 69","Halifax",11,33,92,12,0,1,149,247
12004,"Halifax/Halifax"," 70","Halifax",13,27,108,6,1,0,155,260
12004,"Halifax/Halifax"," 70-1","Halifax",7,13,87,15,0,0,122,203
12004,"Halifax/Halifax"," 70-2","Halifax",5,18,65,7,0,1,96,188
12004,"Halifax/Halifax"," 71","Halifax",8,41,116,16,1,0,182,274
12004,"Halifax/Halifax"," 71-1","Halifax",12,28,119,16,1,1,177,294
12004,"Halifax/Halifax"," 72","Halifax",12,35,88,24,0,1,160,272
12004,"Halifax/Halifax"," 72-1","Halifax",9,44,99,17,1,0,170,295
12004,"Halifax/Halifax"," 73","Halifax",10,42,115,14,0,0,181,283
12004,"Halifax/Halifax"," 73-1","Halifax",4,42,55,20,0,1,122,235
12004,"Halifax/Halifax"," 74","Halifax",11,105,84,38,0,0,238,378
12004,"Halifax/Halifax"," 75","Halifax",8,67,83,31,4,0,193,299
12004,"Halifax/Halifax"," 76","Halifax",6,93,129,38,1,1,268,415
12004,"Halifax/Halifax"," 77","Halifax",10,52,113,28,0,1,204,373
12004,"Halifax/Halifax"," 78","Halifax",4,94,64,30,0,0,192,322
12004,"Halifax/Halifax"," 79","Halifax",10,67,57,27,1,0,162,283
12004,"Halifax/Halifax"," 79-1","Halifax",5,56,43,34,0,0,138,212
12004,"Halifax/Halifax"," 80","Halifax",8,87,77,43,1,2,218,406
12004,"Halifax/Halifax"," 81","Halifax",10,96,107,27,0,2,242,481
12004,"Halifax/Halifax"," 82","Halifax",7,61,91,26,0,1,186,335
12004,"Halifax/Halifax"," 83","Halifax",7,58,93,15,1,0,174,327
12004,"Halifax/Halifax"," 84","Halifax",4,38,67,14,0,0,123,259
12004,"Halifax/Halifax"," 84-1","Halifax",9,37,87,19,0,0,152,284
12004,"Halifax/Halifax"," 85","Halifax",4,71,95,22,0,0,192,392
12004,"Halifax/Halifax"," 86","Halifax",5,61,116,24,1,1,208,340
12004,"Halifax/Halifax"," 87","Halifax",10,47,98,15,3,1,174,368
12004,"Halifax/Halifax"," 88","Halifax",6,30,65,12,1,0,114,267
12004,"Halifax/Halifax"," 88-1","Halifax",8,42,46,23,0,1,120,352
12004,"Halifax/Halifax"," 89","Halifax",3,68,102,13,1,1,188,364
12004,"Halifax/Halifax"," 90","Halifax",4,34,81,20,0,0,139,308
12004,"Halifax/Halifax"," 91","Halifax",5,60,53,25,1,1,145,230
12004,"Halifax/Halifax"," 92","Halifax",7,30,101,27,0,0,165,400
12004,"Halifax/Halifax"," 93","Halifax",9,65,70,26,0,0,170,436
12004,"Halifax/Halifax"," 93-1","Halifax",4,31,51,12,0,0,98,265
12004,"Halifax/Halifax"," 94","Halifax",6,33,67,27,1,0,134,261
12004,"Halifax/Halifax"," 95","Halifax",7,53,116,36,0,0,212,407
12004,"Halifax/Halifax"," 95-1","Halifax",6,38,51,28,0,1,124,215
12004,"Halifax/Halifax"," 96","Halifax",9,26,73,13,1,0,122,258
12004,"Halifax/Halifax"," 96-1","Halifax",7,48,90,39,0,0,184,433
12004,"Halifax/Halifax"," 97","Halifax",11,56,149,35,1,4,256,464
12004,"Halifax/Halifax"," 98","Halifax",12,21,66,12,3,1,115,214
12004,"Halifax/Halifax"," 98-1","Halifax",8,23,53,8,0,0,92,193
12004,"Halifax/Halifax"," 98-2","Halifax",5,34,86,19,1,0,145,273
12004,"Halifax/Halifax"," 99","Halifax",0,16,44,5,0,0,65,128
12004,"Halifax/Halifax"," 100","Halifax",Void/Supprimé,,,,,,,
12004,"Halifax/Halifax"," 101","Halifax",6,74,86,52,0,3,221,441
12004,"Halifax/Halifax"," 102","Halifax",2,49,92,32,0,0,175,381
12004,"Halifax/Halifax"," 103","Halifax",3,9,23,4,0,1,40,205
12004,"Halifax/Halifax"," 103-1","Halifax",8,30,54,16,1,0,109,226
12004,"Halifax/Halifax"," 103-2","Halifax",4,5,37,2,0,0,48,211
12004,"Halifax/Halifax"," 104","Halifax",14,57,117,39,0,3,230,414
12004,"Halifax/Halifax"," 105","Halifax",10,38,94,18,1,0,161,400
12004,"Halifax/Halifax"," 106","Halifax",12,70,64,29,0,2,177,350
12004,"Halifax/Halifax"," 107","Halifax",17,62,139,24,1,0,243,489
12004,"Halifax/Halifax"," 108","Halifax",10,21,85,21,1,0,138,260
12004,"Halifax/Halifax"," 108-1","Halifax",4,13,54,17,0,0,88,211
12004,"Halifax/Halifax"," 109","Halifax",15,37,93,18,0,0,163,334
12004,"Halifax/Halifax"," 110","Halifax",5,35,99,29,3,2,173,264
12004,"Halifax/Halifax"," 111","Halifax",6,34,87,12,2,0,141,312
12004,"Halifax/Halifax"," 112","Halifax",6,28,37,19,0,1,91,274
12004,"Halifax/Halifax"," 113","Halifax",10,55,79,29,1,0,174,348
12004,"Halifax/Halifax"," 114","Halifax",9,65,111,41,0,1,227,433
12004,"Halifax/Halifax"," 115","Halifax",5,72,77,33,0,0,187,360
12004,"Halifax/Halifax"," 115-1","Halifax",3,46,24,11,0,0,84,269
12004,"Halifax/Halifax"," 116","Halifax",9,66,91,42,0,0,208,457
12004,"Halifax/Halifax"," 117","Halifax",5,62,70,57,1,0,195,371
12004,"Halifax/Halifax"," 118","Halifax",6,91,103,54,0,2,256,452
12004,"Halifax/Halifax"," 119","Halifax",13,104,90,44,1,2,254,409
12004,"Halifax/Halifax"," 120","Halifax",5,109,75,47,1,1,238,417
12004,"Halifax/Halifax"," 121","Halifax",11,43,94,58,2,0,208,358
12004,"Halifax/Halifax"," 122","Halifax",5,61,64,55,1,4,190,289
12004,"Halifax/Halifax"," 122-1","Halifax",3,45,53,26,0,1,128,218
12004,"Halifax/Halifax"," 123","Halifax",5,42,63,40,0,0,150,250
12004,"Halifax/Halifax"," 124","Halifax",11,58,125,44,0,0,238,427
12004,"Halifax/Halifax"," 125","Halifax",10,49,137,30,0,0,226,394
12004,"Halifax/Halifax"," 126","Halifax",6,28,54,27,0,0,115,223
12004,"Halifax/Halifax"," 126-1","Halifax",4,22,46,31,1,0,104,195
12004,"Halifax/Halifax"," 127","Halifax",3,73,64,54,1,1,196,413
12004,"Halifax/Halifax"," 127-1","Halifax",11,37,114,28,0,0,190,394
12004,"Halifax/Halifax"," 127-2","Halifax",3,47,67,38,2,0,157,358
12004,"Halifax/Halifax"," 128","Halifax",8,26,83,49,1,1,168,360
12004,"Halifax/Halifax"," 129","Halifax",12,26,105,19,0,1,163,385
12004,"Halifax/Halifax"," 130","Halifax",6,28,105,37,2,1,179,420
12004,"Halifax/Halifax"," 131","Halifax",4,37,92,43,2,8,186,362
12004,"Halifax/Halifax"," 132","Halifax",6,62,82,65,1,0,216,328
12004,"Halifax/Halifax"," 133","Halifax",11,75,93,47,0,0,226,351
12004,"Halifax/Halifax"," 134","Halifax",6,96,81,62,0,2,247,389
12004,"Halifax/Halifax"," 135","Halifax",8,18,81,46,0,0,153,285
12004,"Halifax/Halifax"," 136","Halifax",12,64,82,70,0,3,231,384
12004,"Halifax/Halifax"," 137","Halifax",3,19,82,26,0,0,130,313
12004,"Halifax/Halifax"," 137-1","Halifax",5,27,108,18,0,2,160,340
12004,"Halifax/Halifax"," 138A","Halifax",4,14,67,20,1,0,106,258
12004,"Halifax/Halifax"," 138B","Halifax",4,17,67,12,0,0,100,267
12004,"Halifax/Halifax"," 139","Halifax",4,11,69,32,0,0,116,216
12004,"Halifax/Halifax"," 140","Halifax",4,14,88,28,0,0,134,312
12004,"Halifax/Halifax"," 141","Halifax",Void/Supprimé,,,,,,,
12004,"Halifax/Halifax"," 142","Halifax",5,20,52,26,0,0,103,269
12004,"Halifax/Halifax"," 143","Halifax",2,19,63,48,1,1,134,298
12004,"Halifax/Halifax"," 144","Halifax",11,25,94,49,1,0,180,369
12004,"Halifax/Halifax"," 145","Halifax",11,16,99,19,1,1,147,420
12004,"Halifax/Halifax"," 146","Halifax",9,14,90,32,0,2,147,348
12004,"Halifax/Halifax"," 146-1","Halifax",7,21,62,30,0,0,120,238
12004,"Halifax/Halifax"," 147","Halifax",11,20,91,41,1,2,166,278
12004,"Halifax/Halifax"," 148A","Halifax",11,68,65,51,1,0,196,317
12004,"Halifax/Halifax"," 148B","Halifax",6,54,72,52,0,0,184,281
12004,"Halifax/Halifax"," 149","Halifax",9,99,133,50,1,2,294,451
12004,"Halifax/Halifax"," 150","Halifax",14,50,145,58,0,1,268,394
12004,"Halifax/Halifax"," 151","Halifax",11,43,153,61,1,2,271,476
12004,"Halifax/Halifax"," 152","Halifax",10,29,73,42,0,1,155,350
12004,"Halifax/Halifax"," 153","Halifax",7,14,73,40,0,1,135,387
12004,"Halifax/Halifax"," 154","Halifax",1,17,94,20,0,2,134,375
12004,"Halifax/Halifax"," 155","Halifax",3,18,61,37,1,0,120,353
12004,"Halifax/Halifax"," 156","Halifax",7,15,63,30,0,0,115,316
12004,"Halifax/Halifax"," 157A","Halifax",2,38,73,40,0,2,155,316
12004,"Halifax/Halifax"," 157B","Halifax",5,28,62,39,0,1,135,293
12004,"Halifax/Halifax"," 158","Halifax",1,9,55,8,3,2,78,324
12004,"Halifax/Halifax"," 159","Halifax",2,9,35,3,0,0,49,277
12004,"Halifax/Halifax"," 160","Halifax",4,5,60,23,0,0,92,306
12004,"Halifax/Halifax"," 161","Halifax",10,25,63,34,0,0,132,301
12004,"Halifax/Halifax"," 162","Halifax",6,24,65,37,0,1,133,288
12004,"Halifax/Halifax"," 163A","Fergusons Cove",12,45,68,14,1,2,142,227
12004,"Halifax/Halifax"," 163B","Fergusons Cove",3,45,76,30,1,1,156,272
12004,"Halifax/Halifax"," 164","Halifax",2,20,78,31,1,1,133,259
12004,"Halifax/Halifax"," 164-1","Halifax",9,17,58,26,0,0,110,237
12004,"Halifax/Halifax"," 165","Harrietsfield",2,11,62,35,1,0,111,284
12004,"Halifax/Halifax"," 166","Harrietsfield",10,20,102,71,0,2,205,423
12004,"Halifax/Halifax"," 167","Herring Cove",8,31,73,40,1,1,154,297
12004,"Halifax/Halifax"," 168","Herring Cove",1,41,58,59,0,1,160,271
12004,"Halifax/Halifax"," 169","Halifax",8,21,93,50,1,2,175,349
12004,"Halifax/Halifax"," 170","Portuguese Cove",8,30,131,52,1,1,223,398
12004,"Halifax/Halifax"," 171","Williamswood",6,22,84,33,0,0,145,338
12004,"Halifax/Halifax"," 171-1A","Halifax",6,19,89,53,0,2,169,271
12004,"Halifax/Halifax"," 171-1B","Halifax",7,16,68,30,0,1,122,221
12004,"Halifax/Halifax"," 172","Williamswood",12,28,76,48,1,1,166,287
12004,"Halifax/Halifax"," 173","East Pennant",12,19,106,39,0,1,177,369
12004,"Halifax/Halifax"," 174","Sambro",15,31,88,66,0,0,200,382
12004,"Halifax/Halifax"," 175","Ketch Harbour",12,20,113,19,3,0,167,278
12004,"Halifax/Halifax"," 176","Halifax",Void/Supprimé,,,,,,,
12004,"Halifax/Halifax"," 400","Halifax",5,16,54,24,0,0,99,133
12004,"Halifax/Halifax"," 401","Halifax",5,9,48,10,0,0,72,134
12004,"Halifax/Halifax"," 402","Halifax",4,16,94,20,3,0,137,206
12004,"Halifax/Halifax"," 403","Halifax",2,29,16,14,0,0,61,154
12004,"Halifax/Halifax"," 404","Halifax",4,25,68,29,0,1,127,187
12004,"Halifax/Halifax"," 405","Halifax",2,18,72,30,0,2,124,177
12004,"Halifax/Halifax"," 406","Halifax",6,31,77,18,0,2,134,276
12004,"Halifax/Halifax"," 407","Halifax",5,43,41,33,1,0,123,193
12004,"Halifax/Halifax"," 408","Halifax",8,27,66,19,0,1,121,264
12004,"Halifax/Halifax"," 409","Halifax",3,20,35,11,0,1,70,146
12004,"Halifax/Halifax"," 410","Halifax",5,44,58,22,0,0,129,173
12004,"Halifax/Halifax"," 411","Halifax",2,44,40,19,0,0,105,167
12004,"Halifax/Halifax"," 412","Halifax",0,12,16,7,1,0,36,124
12004,"Halifax/Halifax"," 413","Halifax",1,14,13,20,0,0,48,190
12004,"Halifax/Halifax"," 500","Mobile poll/Bureau itinérant",3,23,23,26,0,2,77,112
12004,"Halifax/Halifax"," 501","Mobile poll/Bureau itinérant",1,38,25,38,0,0,102,170
12004,"Halifax/Halifax"," 502","Mobile poll/Bureau itinérant",3,12,33,22,0,0,70,110
12004,"Halifax/Halifax"," 600","Halifax",28,165,393,77,3,2,668,
12004,"Halifax/Halifax"," 601","Halifax",24,283,266,129,0,2,704,
12004,"Halifax/Halifax"," 602","Halifax",27,194,336,110,1,3,671,
12004,"Halifax/Halifax"," 603","Halifax",25,110,319,40,2,1,497,
12004,"Halifax/Halifax"," 604","Halifax",17,147,243,53,0,1,461,
12004,"Halifax/Halifax"," 605","Halifax",31,408,389,142,0,0,970,
12004,"Halifax/Halifax"," 606","Halifax",23,215,265,67,2,3,575,
12004,"Halifax/Halifax"," 607","Halifax",45,344,301,132,3,3,828,
12004,"Halifax/Halifax"," 608","Halifax",13,214,212,133,0,1,573,
12004,"Halifax/Halifax"," 609","Halifax",23,143,224,165,1,3,559,
12004,"Halifax/Halifax"," 610","Williamswood",11,97,109,82,0,0,299,
12004,"Halifax/Halifax"," 611","Sambro--Ketch Harbour  ",1,27,66,48,0,0,142,
12004,"Halifax/Halifax",,Group 1/Groupe 1,20,123,108,158,2,24,435,956
12004,"Halifax/Halifax",,Group 2/Groupe 2,59,395,603,232,5,6,1300,
