Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matthew Conway,Jessica Gal,Rachel Hoffman,Marlene Jennings,Gabrielle Ladouceur-Despins,David Andrew Lovett,Isabelle Morin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 505","Mobile poll/Bureau itinérant",19,3,1,61,0,0,13,9,106,200
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 506","Mobile poll/Bureau itinérant",23,4,2,49,0,1,9,0,88,127
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 600","Dorval",57,9,1,106,6,1,96,1,277,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 601","Dorval",132,27,0,242,27,5,157,0,590,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 602","Montréal",124,18,1,236,50,2,188,3,622,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 603","Montréal",110,17,1,198,64,1,181,3,575,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 604","Montréal",93,26,0,268,92,1,292,6,778,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 605","Montréal",83,14,3,181,68,2,189,11,551,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 606","Montréal",42,10,0,119,92,3,176,5,447,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 607","Montréal",40,17,1,107,93,5,168,11,442,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 608","Montréal",36,15,1,115,63,2,132,9,373,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 609","Montréal",91,24,1,196,11,1,113,0,437,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 610","Montréal",74,28,0,189,18,2,126,1,438,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 611","Montréal",67,28,0,198,28,0,148,2,471,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 612","Montréal",53,8,3,133,12,2,91,0,302,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 613","Montréal",50,22,1,151,17,2,119,2,364,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine",,Group 1/Groupe 1,31,12,3,47,8,3,24,4,132,206
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine",,Group 2/Groupe 2,50,24,0,191,56,3,102,7,433,
