Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rick Austin,Ryan Cleary,Siobhan Coady,Loyola Sullivan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 35","St. John's",1,66,12,15,0,94,302
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 36","St. John's",1,64,32,25,1,123,309
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 37","St. John's",4,68,38,23,1,134,312
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 38","St. John's",0,94,44,27,0,165,308
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 39","St. John's",4,77,46,41,0,168,315
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 40","St. John's",4,119,33,18,0,174,334
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 41","St. John's",3,99,53,29,0,184,436
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 42","St. John's",2,93,88,50,4,237,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 43","St. John's",2,111,39,37,2,191,364
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 44","St. John's",1,118,68,42,0,229,448
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 45","St. John's",0,81,30,37,1,149,306
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 45-1","St. John's",0,57,17,19,0,93,290
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 46","St. John's",Void/Supprimé,,,,,,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 47","St. John's",0,87,42,26,0,155,322
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 47-1","St. John's",1,111,37,33,0,182,357
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 48","St. John's",1,84,27,21,1,134,270
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 48-1","St. John's",3,36,31,23,0,93,254
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 49","St. John's",1,60,22,34,1,118,287
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 50","St. John's",3,120,66,34,3,226,470
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 51","St. John's",Void/Supprimé,,,,,,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 52","St. John's",1,103,40,26,0,170,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 53","St. John's",Void/Supprimé,,,,,,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 54","St. John's",0,79,35,26,1,141,348
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 55","St. John's",0,113,45,31,2,191,542
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 56","St. John's",1,83,35,37,0,156,381
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 56-1","St. John's",2,73,40,29,2,146,319
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 57","St. John's",1,99,21,42,0,163,393
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 58","St. John's",1,80,69,59,2,211,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 59","St. John's",3,115,60,60,0,238,540
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 60","St. John's",2,119,63,65,1,250,511
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 61","St. John's",1,60,29,14,0,104,289
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 62","St. John's",2,84,23,40,0,149,375
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 63","St. John's",0,95,42,42,0,179,340
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 64","St. John's",0,95,45,45,3,188,367
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 65","St. John's",1,98,73,33,3,208,338
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 66","St. John's",0,96,72,39,1,208,390
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 67","St. John's",0,78,76,36,1,191,334
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 68","St. John's",0,131,40,39,0,210,411
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 69","St. John's",1,128,54,40,0,223,417
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 70","St. John's",1,83,46,34,0,164,288
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 71","St. John's",1,84,63,44,2,194,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 72","St. John's",3,114,74,54,0,245,458
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 73","St. John's",2,93,63,59,0,217,370
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 74","St. John's",0,80,73,51,1,205,412
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 75","St. John's",0,73,79,43,0,195,348
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 76","St. John's",1,88,71,29,0,189,363
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 77","St. John's",0,51,65,44,0,160,279
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 78","St. John's",2,113,84,31,0,230,435
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 79","St. John's",0,103,67,22,0,192,343
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 80","St. John's",2,83,43,35,2,165,279
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 81","St. John's",2,115,78,47,1,243,409
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 82","St. John's",1,54,61,20,1,137,245
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 83","Mount Pearl",1,141,70,48,0,260,473
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 84","Mount Pearl",1,105,34,40,0,180,383
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 85","Mount Pearl",1,86,73,60,0,220,407
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 86","Mount Pearl",1,74,45,37,0,157,323
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 86-1","Mount Pearl",0,115,19,29,1,164,436
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 87","Mount Pearl",4,105,62,60,0,231,471
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 88","Mount Pearl",2,80,39,23,1,145,354
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 89","Mount Pearl",0,50,113,52,0,215,348
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 90","Mount Pearl",0,111,83,65,0,259,465
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 91","Mount Pearl",0,111,49,39,0,199,305
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 92","Mount Pearl",3,119,36,75,0,233,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 93","Mount Pearl",0,64,33,49,1,147,305
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 94","Mount Pearl",0,67,46,37,0,150,291
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 95","Mount Pearl",0,129,61,37,0,227,352
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 96","Mount Pearl",4,106,27,50,0,187,339
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 97","Mount Pearl",2,93,51,33,1,180,328
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 98","Mount Pearl",1,66,69,33,0,169,336
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 99","Mount Pearl",1,97,45,40,0,183,374
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 100","Mount Pearl",0,65,41,27,0,133,236
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 101","Mount Pearl",3,138,54,46,1,242,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 102","Mount Pearl",1,84,58,30,0,173,310
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 103","Mount Pearl",0,70,45,19,1,135,258
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 104","Mount Pearl",0,83,43,25,0,151,334
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 105","Mount Pearl",1,90,57,35,0,183,310
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 106","Mount Pearl",2,108,53,33,0,196,386
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 107","Mount Pearl",2,105,65,41,0,213,367
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 108","Mount Pearl",4,102,80,32,0,218,428
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 109","Mount Pearl",2,118,47,34,0,201,339
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 110","Mount Pearl",2,69,50,34,0,155,298
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 111","Mount Pearl",2,110,53,38,0,203,369
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 112","Mount Pearl",2,94,37,33,0,166,315
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 113","Mount Pearl",4,95,73,49,0,221,401
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 114","Mount Pearl",4,112,69,33,0,218,348
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 115","Mount Pearl",1,70,49,27,0,147,296
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 116","Mount Pearl",0,98,46,43,1,188,375
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 117","Mount Pearl",4,111,53,39,0,207,403
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 118","Mount Pearl",1,146,93,64,1,305,497
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 119","Mount Pearl",1,87,59,50,0,197,363
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 120","Mount Pearl",2,121,60,71,0,254,480
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 121","Mount Pearl",1,64,36,36,0,137,262
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 122","St. John's",0,97,38,37,0,172,306
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 123","St. John's",2,79,45,22,0,148,249
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 124","Mount Pearl",0,102,56,30,0,188,385
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 125","Mount Pearl",2,147,55,46,0,250,443
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 126","Mount Pearl",0,91,62,33,0,186,318
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 127","Mount Pearl",0,83,35,33,0,151,277
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 127-1","Mount Pearl",0,57,56,42,0,155,277
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 128","Mount Pearl",0,83,52,42,0,177,333
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 128-1","Mount Pearl",1,115,62,35,0,213,337
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 129","Mount Pearl",0,55,73,52,0,180,307
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 129-1","Mount Pearl",2,51,58,51,0,162,328
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 130","Mount Pearl",0,99,75,50,0,224,413
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 131","Mount Pearl",5,91,103,56,0,255,467
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 132","Mount Pearl",1,90,43,48,0,182,319
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 133","St. John's",0,71,24,66,1,162,362
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 134","St. John's",1,107,39,48,1,196,448
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 135","St. John's",1,80,36,50,0,167,358
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 136","St. John's",0,69,32,44,0,145,273
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 137","St. John's",2,117,111,50,0,280,457
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 138","St. John's",1,69,86,43,2,201,344
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 139","St. John's",2,77,104,74,0,257,461
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 140","St. John's",2,83,58,33,0,176,352
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 141","St. John's",1,57,38,38,0,134,247
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 141-1","St. John's",1,100,43,73,0,217,387
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 142","St. John's",3,165,45,55,1,269,481
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 143","St. John's",2,95,46,47,0,190,455
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 144","St. John's",0,78,60,35,0,173,301
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 145","St. John's",3,106,41,53,0,203,394
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 146","St. John's",0,65,50,25,0,140,269
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 147","St. John's",0,109,35,38,0,182,321
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 148","St. John's",1,98,20,23,2,144,352
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 149","St. John's",0,98,40,52,1,191,441
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 150","St. John's",1,137,41,45,1,225,449
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 151","St. John's",Void/Supprimé,,,,,,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 152","St. John's",0,134,67,80,0,281,571
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 152-1","St. John's",0,65,36,41,0,142,274
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 153","St. John's",1,131,56,63,0,251,542
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 154","Blackhead Road",Void/Supprimé,,,,,,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 155","Petty Harbour-Maddox Cove",1,94,59,76,2,232,387
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 156","Petty Harbour",2,100,86,78,0,266,429
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 157","St. John's",1,11,13,16,0,41,83
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 157-1","St. John's",0,135,53,82,0,270,578
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 157-2","St. John's",1,130,60,85,1,277,559
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158","St. John's",1,47,32,24,0,104,217
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158-1","St. John's",1,111,73,109,1,295,510
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158-2","St. John's",1,70,61,42,0,174,343
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158-3","St. John's",1,70,36,61,0,168,331
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158-4","St. John's",0,43,52,33,0,128,220
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 159","St. John's",0,69,52,57,0,178,390
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 160","St. John's",0,78,51,80,1,210,446
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 161","St. John's",0,76,61,54,0,191,404
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 161-1","St. John's",0,58,31,34,0,123,250
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 162","St. John's",2,77,40,54,0,173,356
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 163","St. John's",2,125,58,73,0,258,477
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 164","St. John's",0,76,25,40,0,141,282
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 165","St. John's",0,120,67,70,0,257,445
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 166","St. John's",1,87,47,72,0,207,445
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 167","St. John's",0,110,46,94,1,251,484
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 168","St. John's",2,92,40,62,0,196,364
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 169","St. John's",1,138,76,73,1,289,484
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 170","St. John's",2,92,25,76,1,196,376
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 400","St. John's",1,57,33,42,5,138,167
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 500","Mobile poll/Bureau itinérant",0,18,47,29,0,94,155
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 501","Mobile poll/Bureau itinérant",1,18,23,28,4,74,136
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 502","Mobile poll/Bureau itinérant",0,10,49,45,1,105,136
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 503","Mobile poll/Bureau itinérant",0,7,33,14,0,54,72
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 600","St. John's",5,182,145,56,0,388,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 601","St. John's",2,130,89,44,0,265,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 602","St. John's",1,163,187,126,0,477,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 603","Mount Pearl",0,104,109,59,1,273,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 604","Mount Pearl",5,187,208,170,1,571,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 605","St. John's",4,137,169,106,0,416,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 606","Petty Harbour",0,9,5,11,0,25,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 607","Shea Heights",0,17,13,20,0,50,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 608","St. John's",3,116,136,86,0,341,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 609","Mount Pearl",1,123,109,83,0,316,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 610","Kilbride",3,84,45,35,1,168,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 611","Goulds",0,66,63,81,2,212,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 612","Mount Pearl",3,93,98,66,0,260,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,Group 1/Groupe 1,5,34,46,123,7,215,479
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,Group 2/Groupe 2,8,241,461,287,2,999,
