Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eric Burton,Hec Clouthier,Cheryl Gallant,Christine Tabbert,Roseanne Van Schie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 42-1","Laurentian Valley",34,65,197,44,6,2,348,506
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 43","Davis Mills",14,20,40,5,0,1,80,162
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 43-1","Laurentian Valley",31,40,166,23,1,0,261,417
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 44","Hiam",26,50,145,33,1,0,255,426
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 45","Forest Lea",34,51,123,38,1,0,247,414
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 46","Laurentian Valley",13,34,59,19,0,0,125,250
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 47","Hamiltonsfield",13,11,64,21,0,0,109,200
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 47-1","Laurentian Valley",42,75,155,35,4,0,311,582
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 48","Hampelsfield",52,72,130,29,7,0,290,557
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 49","Stonebrook",19,45,85,12,1,0,162,262
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 50","Kathmae Siding",27,86,127,25,2,1,268,503
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 51","Pleasant View",21,29,61,16,0,1,128,221
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 52","Pleasant View",35,103,115,40,2,2,297,511
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 53","Cotnam Island",35,97,163,49,3,3,350,602
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 54","Micksburg",39,53,162,46,5,1,306,487
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 55","Pembroke",14,23,33,9,0,0,79,220
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 56","Pembroke",24,40,105,41,2,2,214,385
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 57","Pembroke",16,20,37,6,1,0,80,232
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 58","Pembroke",26,46,52,14,3,0,141,362
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 59A","Pembroke",22,45,84,26,2,1,180,396
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 59B","Mobile poll/Bureau itinérant",Merged with No. 82B/Fusionné avec le nº 82B,,,,,,,169
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 60","Pembroke",37,57,106,41,3,4,248,551
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 61","Pembroke",34,36,43,12,3,0,128,415
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 62","Pembroke",24,21,38,17,4,0,104,266
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 63","Pembroke",14,19,34,6,5,0,78,248
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 64","Pembroke",13,11,37,17,1,0,79,234
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 65","Pembroke",23,43,82,27,5,0,180,423
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 66","Pembroke",30,58,88,34,8,0,218,466
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 67","Pembroke",25,56,68,19,1,0,169,394
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 68","Pembroke",21,44,116,27,2,2,212,360
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 69","Pembroke",34,57,73,55,8,0,227,422
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 70","Pembroke",25,66,61,27,5,0,184,373
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 71","Pembroke",24,16,49,20,2,0,111,285
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 72","Pembroke",19,38,51,16,3,0,127,350
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 73","Pembroke",30,39,53,15,1,0,138,284
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 74","Pembroke",36,27,64,21,0,0,148,310
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 75","Pembroke",21,37,85,14,1,2,160,342
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 76","Pembroke",27,41,96,13,0,0,177,363
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 77","Pembroke",30,36,79,16,1,2,164,335
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 78","Pembroke",27,44,84,32,1,1,189,372
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 79","Pembroke",46,70,75,43,4,0,238,495
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 80","Pembroke",13,67,68,50,1,0,199,416
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 81","Pembroke",17,60,50,45,5,1,178,386
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 82A","Pembroke",26,43,81,44,3,0,197,335
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 82B","Mobile poll/Bureau itinérant",16,29,92,37,7,9,190,202
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 83","Pembroke",19,57,145,24,1,1,247,459
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 84","Airy",39,22,105,24,7,1,198,347
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 85","Whitney",30,14,83,14,3,0,144,248
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 86","Madawaska",31,14,156,12,1,0,214,365
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 87","Siberia",7,13,34,12,0,2,68,171
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 88","Paugh Lake",25,51,103,36,4,1,220,443
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 89","Tramore",34,59,150,15,3,4,265,362
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 90","Round Lake Centre",28,81,188,18,2,0,317,468
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 91","Old Killaloe",20,34,62,9,3,0,128,197
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 92","Killaloe Station",26,49,96,18,3,0,192,289
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 93","Killaloe Station",30,43,70,12,6,0,161,236
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 94","Simpsons",32,30,97,17,8,0,184,343
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 95","Wilno",26,35,68,16,2,3,150,262
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 96","Siberia",27,39,133,34,7,2,242,555
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 97","Barry's Bay",33,43,117,29,5,1,228,451
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 98","Barry's Bay",18,27,102,19,4,0,170,345
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 99","Barry's Bay",19,17,48,15,0,1,100,255
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 100","Halfway",51,58,153,36,14,0,312,578
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 101","Brudenell",30,34,93,19,2,1,179,272
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 102","Combermere",26,48,186,18,10,1,289,455
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 103","Jewellville",27,37,196,5,7,0,272,418
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 104","Quadeville",9,23,141,6,4,0,183,238
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 105","Hardwood Lake",27,12,115,6,2,0,162,264
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 106","Deacon",39,41,99,16,5,1,201,313
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 107","Golden Lake",41,37,118,29,3,0,228,353
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 108","Zadow",33,37,98,23,4,0,195,351
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 109","Pikwakanagan",37,5,47,11,5,0,105,303
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 110","Germanicus",24,37,158,16,5,1,241,410
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 111","Slabtown",23,53,130,17,2,0,225,362
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 111-1","Lake Doré",27,35,140,19,8,1,230,399
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 112","Mink Lake",25,43,123,39,4,2,236,440
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 113","Eganville",16,29,56,14,2,3,120,288
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 114","Eganville",33,55,91,26,4,1,210,392
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 115","Eganville",29,31,91,23,4,1,179,347
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 116","Donegal",33,29,127,21,4,1,215,435
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 117","Lake Clear",26,47,102,21,2,0,198,345
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 118","Clontarf",9,30,46,11,2,0,98,181
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 119","McGrath",22,32,104,8,5,0,171,319
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 120","Hyndford",12,16,71,16,5,2,122,262
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 121","Griffith",15,15,76,9,0,0,115,167
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 122","Matawatchan",17,9,99,22,4,0,151,200
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 123","Mount St. Patrick",10,26,82,19,2,0,139,213
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 124","Westmeath",36,63,142,55,13,1,310,486
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 125","La Passe",30,45,177,67,9,1,329,504
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 126","Rocher Fendu",31,32,146,16,5,1,231,388
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 127","Beachburg",27,45,194,28,7,3,304,497
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 128","Beachburg",21,17,80,21,11,0,150,240
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 129","Perretton",31,37,103,14,2,1,188,299
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 130","Snake River",27,41,109,25,2,1,205,330
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 131","Foresters Falls",37,27,167,29,4,2,266,376
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 132","Ross",34,49,164,19,6,2,274,502
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 133","Cobden",19,36,98,19,3,0,175,392
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 134","Cobden",38,28,102,14,5,0,187,354
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 135","Osceola",27,32,91,21,3,1,175,318
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 136","Pine Valley",3,38,54,8,1,2,106,146
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 137","Douglas",33,53,159,32,5,1,283,420
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 138","Haley Station",36,53,162,27,6,1,285,446
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 139","McLarens Settlement",30,36,89,8,1,0,164,263
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 140","Fremo Corners",30,34,141,20,4,1,230,334
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 141","Admaston",27,49,139,18,4,1,238,358
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 142","Rosebank",11,21,88,11,1,0,132,199
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 143","Chenaux",63,53,197,27,5,2,347,560
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 144","Castleford",54,63,237,33,4,0,391,623
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 145A","Renfrew",30,17,82,20,2,0,151,317
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 145B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,182
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 146","Renfrew",25,25,71,5,0,1,127,291
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 147","Renfrew",45,41,71,8,4,0,169,399
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 148","Renfrew",38,50,85,16,4,1,194,401
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 149","Renfrew",27,25,82,22,0,0,156,380
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 150","Renfrew",32,26,86,18,1,0,163,355
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 151","Renfrew",30,33,78,15,4,0,160,390
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 152","Renfrew",20,19,49,7,1,0,96,323
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 153","Renfrew",42,34,75,16,8,1,176,374
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 154","Renfrew",37,35,80,11,2,0,165,339
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 155","Renfrew",29,54,116,6,2,0,207,453
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 156","Renfrew",48,31,112,16,3,0,210,418
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 157","Renfrew",34,15,104,18,4,1,176,407
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 158","Renfrew",39,33,93,17,0,0,182,391
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 159","Renfrew",40,45,117,22,2,0,226,417
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 160","Renfrew",11,38,62,15,4,0,130,231
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 160-1","Renfrew",26,33,69,23,2,2,155,287
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 161","Ferguslea",37,34,174,17,5,0,267,463
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 162","Horton",32,38,163,20,4,1,258,528
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 163","Mayhew",40,46,187,20,8,1,302,450
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 164","Barrett Chute",9,25,70,8,4,0,116,177
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 165","Ashdad",41,37,204,39,7,1,329,520
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 166","Barryvale",24,28,90,15,2,0,159,248
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 167","Springtown",46,40,142,26,5,0,259,438
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 168","White Lake",43,35,211,21,6,1,317,489
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 169","Waba",28,23,111,12,4,1,179,279
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 169-1","McNab/Braeside",36,35,154,10,7,2,244,426
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 170","Burnstown",42,42,159,15,6,0,264,414
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 171","Glasgow Station",39,42,153,19,3,1,257,361
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 172","Stewartville",36,43,208,32,3,0,322,526
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 173","Dewars",48,48,210,26,3,0,335,585
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 174","Pinegrove",49,51,144,10,8,0,262,493
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 175","Pinegrove",19,11,61,10,2,0,103,191
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 176","Arnprior",47,23,117,9,2,0,198,417
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 176-1","Arnprior",29,13,92,17,3,0,154,323
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 177","Arnprior",41,19,94,13,6,2,175,379
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 178","Arnprior",54,21,96,9,4,0,184,409
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 179","Arnprior",47,15,80,4,1,0,147,355
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 180","Arnprior",43,31,146,10,6,0,236,464
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 181","McNab/Braeside",50,26,152,29,3,0,260,541
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 182","McNab/Braeside",45,40,134,18,9,0,246,391
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 183","McNab/Braeside",60,53,190,21,3,0,327,484
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 184","Sandy Hook",47,25,134,24,5,0,235,477
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 185","Arnprior",26,24,79,15,6,0,150,434
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 186","Arnprior",42,31,96,33,3,0,205,365
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 187","Arnprior",56,30,93,20,4,0,203,329
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 188","Arnprior",52,20,99,29,7,2,209,463
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 189","Arnprior",19,12,58,7,3,1,100,221
