Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Hogg,Karen McCrimmon,Gordon O'Connor,Erin Peters,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 21-3B","Kanata",10,109,153,75,2,349,590
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 21-4A","Kanata",3,66,133,67,1,270,456
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 21-4B","Kanata",5,64,120,56,0,245,413
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 22","Kanata",15,61,98,31,0,205,351
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 23","Kanata",5,33,83,21,0,142,266
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 24","Kanata",6,60,153,21,0,240,406
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 24-1","Kanata",8,31,86,17,0,142,243
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 25","West Carleton",3,31,107,14,0,155,308
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 25-1","West Carleton",15,32,99,22,0,168,301
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 26","West Carleton",9,51,131,26,1,218,368
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 26-1","West Carleton",12,44,123,36,0,215,376
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 27","West Carleton",27,70,209,41,0,347,571
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 28","West Carleton",20,71,221,58,0,370,639
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 28-1","West Carleton",2,7,35,9,0,53,96
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 29","West Carleton",12,33,123,21,0,189,321
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 30","West Carleton",19,52,142,36,1,250,405
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 30-1","West Carleton",8,53,171,35,0,267,451
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 31","West Carleton",13,60,145,31,0,249,409
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 31-1","West Carleton",4,19,112,19,0,154,226
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 32","West Carleton",22,57,176,39,0,294,450
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 32-1","West Carleton",2,24,98,32,0,156,219
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 33","West Carleton",12,55,156,46,1,270,501
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 34","West Carleton",4,41,148,27,0,220,352
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 34-1A","West Carleton",7,37,97,30,0,171,320
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 34-1B","West Carleton",10,27,79,45,0,161,334
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 35","Kanata",7,65,144,33,1,250,430
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 36","Kanata",19,89,151,40,0,299,481
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 36-1","Kanata",12,135,163,71,1,382,604
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 36-2A","Kanata",3,65,113,29,1,211,326
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 36-2B","Kanata",11,79,117,24,0,231,376
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 37","Kanata",13,61,109,37,1,221,425
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38","Kanata",3,67,75,40,2,187,323
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38-1","Kanata",0,59,81,61,1,202,350
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38-2","Kanata",4,55,73,33,0,165,270
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38-3A","Kanata",7,52,62,37,0,158,317
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38-3B","Kanata",6,58,71,43,1,179,354
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38-4","Kanata",16,84,149,63,0,312,546
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 38-5","Kanata",7,91,113,71,1,283,533
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 39","Kanata",9,86,100,41,0,236,422
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 40","Kanata",20,80,145,48,0,293,496
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 40-1A","Kanata",7,60,88,75,1,231,420
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 40-1B","Kanata",7,61,83,64,0,215,415
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 41","Kanata",8,37,68,42,0,155,275
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 41-1","Kanata",8,42,86,35,0,171,295
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 42","Kanata",3,42,65,24,0,134,280
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 43","Kanata",11,78,121,40,0,250,476
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 44","Kanata",12,60,101,58,0,231,446
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 45","Kanata",12,70,105,63,0,250,502
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 46","Kanata",18,106,158,37,1,320,603
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 47","Kanata",20,72,102,44,2,240,456
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 48","Kanata",24,104,107,23,2,260,385
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 49","Kanata",21,89,61,29,0,200,318
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 50","Kanata",7,54,100,22,0,183,354
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 51","Kanata",6,40,84,19,2,151,243
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 52","Kanata",13,134,159,41,0,347,569
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 52-1","Kanata",13,81,108,57,1,260,459
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 53","Kanata",9,69,96,52,0,226,406
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 53-1","Kanata",8,106,85,26,1,226,414
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 54","Kanata",20,80,114,40,0,254,482
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 55","Kanata",3,66,105,40,1,215,385
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 55-1","Kanata",4,43,61,25,0,133,269
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 56","Kanata",4,88,143,29,0,264,513
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 57","Kanata",17,85,124,33,0,259,433
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 58","Kanata",13,105,90,23,0,231,361
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 58-1","Kanata",5,53,73,7,0,138,272
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 59","Kanata",13,30,54,42,0,139,330
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 60","Kanata",6,55,85,42,0,188,343
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 61","Kanata",17,98,110,36,1,262,421
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 62","Kanata",7,67,94,19,0,187,388
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 63","Kanata",16,50,92,50,0,208,378
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 64","Kanata",14,105,91,36,0,246,419
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 65","Kanata",7,61,84,15,0,167,321
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 65-1","Kanata",1,73,69,20,0,163,284
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 66","Kanata",9,30,61,37,0,137,295
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 66-1","Kanata",15,66,104,54,0,239,452
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 66-2A","Kanata",Merged with No. 65-1/Fusionné avec le nº 65-1,,,,,,12
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 66-2B","Kanata",0,27,37,9,0,73,159
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 66-3","Kanata",18,60,102,33,1,214,422
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 67","Kanata",9,51,86,37,0,183,361
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 68","Kanata",10,70,79,42,0,201,356
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 69","Kanata",5,63,114,36,0,218,367
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 70","Kanata",15,60,97,34,1,207,323
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 71","Kanata",16,74,97,40,0,227,404
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 72","Kanata",5,27,53,29,0,114,222
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 73","Kanata",18,43,117,46,4,228,461
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 74","Kanata",10,51,116,36,0,213,395
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 75","Kanata",8,50,51,29,0,138,261
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 76","Kanata",14,59,124,35,0,232,451
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 77","Kanata",8,43,98,39,1,189,343
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 78","Kanata",21,81,139,65,4,310,558
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 79","Kanata",18,46,118,26,0,208,324
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 80","Kanata",13,43,88,34,0,178,299
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 81","Kanata",3,10,76,20,0,109,284
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 82","Kanata",8,82,134,31,0,255,421
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 83","Kanata",15,74,93,47,0,229,383
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 84","Kanata",14,47,116,44,0,221,433
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 85","Kanata",17,41,84,35,1,178,384
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 86","Kanata",16,56,101,39,0,212,369
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 87","Kanata",17,117,165,58,0,357,578
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 88","Kanata",Void/Supprimé,,,,,,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 89","Kanata",11,25,105,59,1,201,414
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 90","Kanata",7,46,88,30,0,171,348
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 91","Kanata",10,60,124,35,0,229,400
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 92","Kanata",9,32,85,34,1,161,285
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 93","Kanata",5,34,127,51,0,217,367
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 94","Kanata",3,76,127,56,0,262,497
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 95","Kanata",13,45,93,30,1,182,308
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 96","Kanata",18,37,128,51,0,234,426
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 97","Kanata",9,31,69,34,0,143,281
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 98","Kanata",9,31,159,28,0,227,425
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 99","Kanata",4,44,81,54,0,183,359
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 100","Kanata",7,48,190,62,0,307,600
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 101","Kanata",9,22,104,44,1,180,313
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 102","Kanata",9,26,141,53,2,231,373
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 103","Kanata",5,37,119,25,1,187,291
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 104","Kanata",5,30,82,37,0,154,364
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 105","Kanata",10,65,176,48,0,299,528
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 106","Kanata",8,44,67,26,3,148,328
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 107","Kanata",8,42,90,32,0,172,319
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 108","Kanata",15,89,85,36,1,226,382
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 109","Kanata",7,110,195,59,2,373,565
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 110","Kanata",10,74,111,33,0,228,354
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 110-1","Kanata",6,68,129,32,0,235,377
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 111","Kanata",14,73,129,50,1,267,436
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 112","Kanata",12,51,104,52,1,220,417
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 113","Kanata",9,48,93,22,1,173,285
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 114","Kanata",7,65,59,27,1,159,268
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 115","Kanata",7,49,86,27,1,170,290
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 116","Kanata",6,42,99,33,1,181,315
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 117","Kanata",12,61,107,65,1,246,432
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 118","Kanata",10,45,65,40,0,160,274
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 119","Kanata",10,48,121,32,1,212,402
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 120","Kanata",1,24,47,25,0,97,203
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 121","Kanata",12,78,68,36,0,194,315
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 122","Kanata",7,61,142,25,1,236,459
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 123","Kanata",5,58,112,13,0,188,455
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 124","Kanata",12,60,157,51,1,281,478
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 125","Kanata",11,98,98,59,0,266,461
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 126","Kanata",16,111,151,53,0,331,560
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 127","Kanata",9,52,130,36,0,227,450
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 127-1","Kanata",17,33,131,67,2,250,435
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 128","Kanata",11,66,120,25,0,222,366
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 128-1","Kanata",8,29,68,27,2,134,274
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 129","Kanata",3,30,84,29,0,146,257
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 130","Kanata",11,36,72,40,0,159,381
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 131","Kanata",8,84,122,51,0,265,489
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 132","Kanata",7,76,89,38,0,210,433
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 132-1","Kanata",6,118,129,45,4,302,537
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 132-2","Kanata",5,66,84,53,1,209,380
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 133","Kanata",11,105,185,54,0,355,588
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 134","Kanata",10,80,114,53,1,258,453
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 135","Kanata",4,44,77,43,1,169,350
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 136","Kanata",11,46,112,44,1,214,372
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 137","Kanata",4,47,107,33,0,191,293
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 138","Kanata",9,47,99,32,1,188,324
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 139A","Kanata",15,70,113,61,0,259,436
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 139B","Kanata",7,60,119,69,0,255,470
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 140","Goulbourn",8,59,172,50,0,289,575
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 140-1","Goulbourn",11,75,150,68,3,307,632
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 140-2","Goulbourn",13,15,83,31,0,142,287
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 140-3","Goulbourn",14,84,164,83,1,346,622
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 140-4","Kanata",10,53,132,43,0,238,463
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 141","Goulbourn",10,32,208,38,1,289,483
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 142","Goulbourn",17,77,194,68,2,358,592
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 142-1","Goulbourn",31,52,175,31,0,289,460
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 142-2","Goulbourn",4,32,183,23,1,243,476
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 143","Goulbourn",8,12,73,9,0,102,194
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 143-1","Goulbourn",11,34,192,31,0,268,405
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 144","Goulbourn",12,64,186,72,0,334,656
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 144-1","Goulbourn",8,57,147,31,0,243,419
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 144-2","Goulbourn",13,77,273,54,0,417,695
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 144-3","Goulbourn",8,36,99,30,1,174,247
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 144-4","Goulbourn",8,35,164,33,2,242,389
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 145","Goulbourn",13,19,155,14,0,201,368
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 146","Goulbourn",20,26,201,36,0,283,442
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 147","Goulbourn",15,50,190,43,2,300,418
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 148","Goulbourn",7,42,131,21,0,201,264
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 149","Goulbourn",10,34,166,52,1,263,448
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 150","Goulbourn",9,22,176,22,0,229,451
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 151","Goulbourn",12,66,162,33,0,273,465
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 151-1","Goulbourn",12,58,221,53,1,345,639
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 152","Goulbourn",7,25,113,32,1,178,335
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 153","Goulbourn",9,33,101,28,2,173,313
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 154","Goulbourn",9,25,124,27,0,185,324
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 155","Goulbourn",10,38,155,39,0,242,388
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 156","Goulbourn",9,42,130,46,0,227,367
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 157","Goulbourn",7,23,172,47,0,249,444
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 158","Goulbourn",7,13,132,40,0,192,388
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 159","Goulbourn",7,34,116,35,0,192,326
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 159-1","Goulbourn",6,66,171,46,0,289,496
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 159-2","Goulbourn",9,47,155,42,1,254,379
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 160","Goulbourn",5,59,133,51,0,248,428
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 161","Goulbourn",0,21,63,12,0,96,222
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 162","Goulbourn",4,44,98,9,0,155,376
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 163","Goulbourn",21,103,150,33,1,308,567
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 164","Goulbourn",11,76,202,48,0,337,570
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 165","Goulbourn",9,60,150,30,0,249,424
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 166","Goulbourn",9,77,187,48,1,322,555
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 167","Goulbourn",3,22,84,16,0,125,275
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 167-1","Goulbourn",10,60,123,20,1,214,367
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 168","Goulbourn",16,53,128,35,0,232,420
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 169","Goulbourn",10,57,160,34,0,261,427
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 170","Goulbourn",11,45,178,42,0,276,534
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 171","Goulbourn",17,73,189,65,3,347,541
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 172","Goulbourn",13,46,142,31,0,232,410
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 173","Goulbourn",13,53,151,37,0,254,470
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 174","Goulbourn",11,70,229,51,2,363,687
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 174-1","Goulbourn",5,62,119,29,1,216,406
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 174-2","Goulbourn",10,47,134,30,2,223,372
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 175","Goulbourn",14,35,142,28,1,220,435
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 176","Goulbourn",11,42,174,48,0,275,488
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 177","Goulbourn",11,29,116,26,0,182,316
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 178","Goulbourn",13,64,130,33,0,240,426
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 179","Goulbourn",13,23,122,23,0,181,347
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 180","Goulbourn",18,40,115,34,0,207,365
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 181","Mississippi Mills",20,31,228,36,0,315,574
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 182","Mississippi Mills",10,46,148,34,0,238,448
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 183","Mississippi Mills",34,60,246,44,1,385,647
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 184","Mississippi Mills",12,28,94,32,0,166,287
