Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Kelly Christie,Stephen J Harper,Larry R. Heather,Holly Heffernan,Marlene Lamontagne,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 56","Calgary",12,101,0,20,12,0,145,343
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 57","Calgary",20,145,0,35,8,0,208,325
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 58","Calgary",25,164,3,20,11,0,223,390
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 59","Calgary",16,109,1,34,9,0,169,326
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 60","Calgary",11,121,1,35,15,3,186,348
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 61","Calgary",18,164,2,31,12,1,228,399
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 62","Calgary",11,126,1,23,7,0,168,357
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 63","Calgary",16,183,6,27,14,1,247,375
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 64","Calgary",22,134,5,36,20,0,217,324
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 65","Calgary",15,163,1,32,22,0,233,356
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 66","Calgary",11,198,1,35,20,0,265,439
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 67","Calgary",20,126,0,31,20,0,197,362
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 68","Calgary",5,160,1,41,17,1,225,373
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 69","Calgary",11,135,3,33,11,0,193,387
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 70","Calgary",14,153,3,20,13,0,203,362
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 71","Calgary",16,139,0,30,16,0,201,372
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 72","Calgary",19,152,0,42,10,0,223,472
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 73","Calgary",10,154,1,35,14,0,214,406
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 74","Calgary",9,172,2,18,20,0,221,393
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 75","Calgary",13,134,1,19,15,0,182,302
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 76","Calgary",12,156,1,29,10,0,208,404
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 77","Calgary",7,138,1,30,11,0,187,338
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 78","Calgary",17,185,2,46,25,4,279,584
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 79","Calgary",10,108,1,39,14,0,172,411
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 80","Calgary",15,184,0,30,17,1,247,422
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 81","Calgary",12,157,3,42,24,0,238,452
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 82","Calgary",10,135,0,25,16,0,186,368
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 83","Calgary",13,151,1,17,11,0,193,316
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 84","Calgary",10,154,2,38,18,0,222,367
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 85","Calgary",15,230,1,36,18,0,300,466
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 86","Calgary",9,195,0,22,14,0,240,360
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 87","Calgary",10,150,1,26,8,2,197,399
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 88","Calgary",9,76,0,20,9,0,114,333
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 89","Calgary",11,145,0,21,7,2,186,318
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 90","Calgary",6,148,2,22,7,0,185,358
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 91","Calgary",18,173,3,29,12,0,235,421
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 92","Calgary",10,163,7,12,11,0,203,352
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 93","Calgary",10,156,1,24,18,0,209,357
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 94","Calgary",8,167,2,29,8,2,216,376
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 95","Calgary",15,166,3,37,18,0,239,428
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 96","Calgary",14,145,1,30,14,0,204,373
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 97","Calgary",10,142,0,37,22,0,211,374
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 98","Calgary",5,180,1,41,10,1,238,390
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 99","Calgary",19,168,0,32,13,0,232,426
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 100","Calgary",10,170,3,41,8,0,232,384
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 101","Calgary",11,148,1,16,13,0,189,326
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 102","Calgary",10,181,0,23,21,2,237,424
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 103","Calgary",11,220,0,42,12,0,285,452
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 104","Calgary",7,119,3,32,16,3,180,347
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 105","Calgary",2,112,0,29,8,1,152,295
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 106","Calgary",8,170,2,17,12,0,209,381
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 107","Calgary",10,162,1,21,15,0,209,359
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 108","Calgary",15,209,1,22,28,0,275,422
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 109","Calgary",12,177,0,26,15,1,231,369
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 110","Calgary",11,208,0,26,16,2,263,452
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 111","Calgary",7,207,0,33,18,0,265,448
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 112","Calgary",5,123,2,24,3,0,157,354
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 113","Calgary",9,212,2,24,17,0,264,426
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 114","Calgary",14,192,0,34,12,1,253,404
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 115","Calgary",14,177,0,31,28,0,250,443
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 116","Calgary",Void/Supprimé,,,,,,,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 117","Calgary",6,151,1,17,10,0,185,323
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 118","Calgary",17,97,0,43,14,0,171,345
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 119","Calgary",14,165,8,26,13,0,226,369
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 120","Calgary",16,173,0,26,22,0,237,391
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 121","Calgary",14,202,1,18,17,0,252,392
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 122","Calgary",14,179,4,28,27,4,256,400
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 123","Calgary",20,143,0,11,8,0,182,343
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 124","Calgary",8,174,2,25,7,1,217,364
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 125","Calgary",9,133,2,28,6,0,178,309
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 126","Calgary",12,143,2,28,25,1,211,432
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 127","Calgary",6,150,3,22,18,2,201,343
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 128","Calgary",10,133,0,24,17,0,184,304
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 129","Calgary",15,159,1,27,17,0,219,328
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 130","Calgary",10,144,5,25,11,2,197,341
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 131","Calgary",19,96,1,24,5,1,146,339
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 132","Calgary",4,104,0,25,6,0,139,372
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 133","Calgary",4,69,2,29,8,0,112,283
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 134","Calgary",5,73,2,16,17,1,114,337
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 135","Calgary",9,107,1,26,18,1,162,409
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 136","Calgary",13,186,2,23,18,1,243,395
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 137","Calgary",16,146,1,40,14,0,217,514
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 137-1","Calgary",Void/Supprimé,,,,,,,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 138","Calgary",16,152,1,31,20,0,220,464
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 139","Calgary",16,135,0,34,4,2,191,347
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 140","Calgary",8,178,2,25,16,0,229,368
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 141","Calgary",18,200,2,34,19,2,275,465
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 142","Calgary",11,177,1,18,19,0,226,352
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 143","Calgary",9,184,1,30,21,0,245,422
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 144","Calgary",11,175,1,22,4,0,213,371
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 145","Calgary",8,180,1,40,28,0,257,374
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 146","Calgary",19,161,4,38,13,2,237,437
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 147","Calgary",13,171,3,30,14,0,231,389
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 148","Calgary",14,107,1,33,13,2,170,338
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 149","Calgary",14,252,3,17,14,3,303,483
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 150","Calgary",10,104,1,32,20,1,168,304
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 151","Calgary",12,135,1,20,16,0,184,395
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 152","Calgary",19,228,3,27,21,4,302,549
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 153","Calgary",5,145,1,12,16,0,179,371
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 154","Calgary",7,199,1,14,21,3,245,432
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 155","Calgary",10,204,0,21,15,0,250,506
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 156","Calgary",6,234,1,20,16,2,279,506
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 157","Calgary",8,215,1,13,6,0,243,465
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 158","Calgary",2,198,1,16,19,2,238,492
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 159","Calgary",11,214,1,18,28,0,272,516
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 160","Calgary",5,174,0,28,8,1,216,447
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 161","Calgary",9,158,1,38,18,0,224,458
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 162","Calgary",8,215,0,26,10,1,260,509
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 163","Calgary",8,231,0,34,15,2,290,540
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 164","Calgary",8,149,3,25,5,0,190,349
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 165","Calgary",7,194,0,14,17,0,232,473
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 166","Calgary",17,152,0,26,20,0,215,422
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 167","Calgary",5,82,0,24,9,0,120,301
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 168","Calgary",10,154,3,27,16,1,211,474
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 169","Calgary",7,92,1,9,19,0,128,263
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 170","Calgary",9,104,3,21,7,0,144,346
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 171","Calgary",9,115,0,29,9,1,163,315
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 172","Calgary",10,227,0,20,11,0,268,552
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 173","Calgary",9,238,1,19,9,1,277,519
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 174","Calgary",6,134,1,26,7,0,174,421
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 175","Calgary",14,162,3,27,22,1,229,464
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 176","Calgary",11,126,0,16,19,1,173,354
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 177","Calgary",6,171,0,21,5,0,203,430
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 178","Calgary",19,157,0,30,28,2,236,493
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 179","Calgary",13,187,0,23,10,3,236,539
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 179-1","Calgary",14,120,4,28,9,1,176,439
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 180","Calgary",6,128,2,36,17,1,190,422
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 181","Calgary",9,140,0,24,16,0,189,389
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 182","Calgary",6,153,1,23,17,1,201,472
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 183","Calgary",6,135,0,44,19,1,205,478
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 184","Calgary",5,122,0,14,5,1,147,357
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 185","Calgary",14,121,0,30,11,2,178,382
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 186A","Calgary",3,136,0,35,16,0,190,388
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 186B","Calgary",7,173,0,17,13,1,211,435
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 186-1","Calgary",Void/Supprimé,,,,,,,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 186-2","Calgary",10,179,0,17,15,0,221,477
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 186-3","Calgary",5,96,0,24,12,3,140,280
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 186-4","Calgary",8,196,1,22,17,0,244,529
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 187","Calgary",9,233,1,27,8,2,280,545
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 188","Calgary",7,202,2,23,14,0,248,482
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 189","Calgary",7,206,0,29,7,0,249,472
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 190","Calgary",6,162,0,22,7,0,197,350
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 191","Calgary",9,165,0,24,22,1,221,441
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 192","Calgary",8,146,2,13,7,2,178,406
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 193","Calgary",15,122,1,25,7,0,170,361
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 194","Calgary",9,127,1,36,9,0,182,303
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 195","Calgary",8,160,0,25,8,0,201,326
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 196","Calgary",4,186,0,33,11,1,235,446
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 197","Calgary",8,134,3,13,10,0,168,326
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 198","Calgary",5,156,2,26,11,0,200,389
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 199","Calgary",9,199,3,17,10,0,238,500
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 200","Calgary",11,157,0,25,17,1,211,361
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 201","Calgary",15,111,2,32,3,0,163,389
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 202","Calgary",11,191,1,23,13,0,239,458
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 203","Calgary",12,173,0,27,12,2,226,444
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 204","Calgary",16,181,2,21,20,0,240,448
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 205","Calgary",13,126,0,28,6,1,174,397
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 205-1","Calgary",8,206,3,32,14,1,264,463
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 206","Calgary",5,187,2,19,9,1,223,433
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 207A","Calgary",7,124,0,23,6,1,161,388
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 207B","Calgary",4,115,0,26,8,0,153,404
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 207C","Calgary",6,142,0,28,19,0,195,424
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 207-1","Calgary",10,192,1,34,17,0,254,623
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 207-2","Calgary",8,153,1,18,17,1,198,452
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 207-3","Calgary",8,104,0,24,11,0,147,347
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 208","Calgary",8,173,2,39,12,1,235,519
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 208-1","Calgary",6,114,3,16,18,0,157,513
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 208-2","Calgary",8,167,0,33,13,1,222,527
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 209","Calgary",5,203,0,10,13,0,231,412
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 210","Calgary",7,130,0,28,13,1,179,409
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 211","Calgary",4,176,1,22,15,0,218,453
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 212","Calgary",7,178,1,15,28,0,229,459
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 213","Calgary",9,176,0,21,4,0,210,493
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 214","Calgary",8,185,1,29,10,0,233,418
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 215","Calgary",7,154,0,17,12,0,190,395
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 216","Calgary",13,147,0,30,7,1,198,403
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 217","Calgary",8,214,2,32,14,1,271,467
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 218","Calgary",9,169,0,21,6,0,205,418
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 219","Calgary",8,124,2,30,9,0,173,347
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 220","Calgary",8,181,2,18,12,0,221,440
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 221","Calgary",11,102,1,19,12,1,146,347
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 222","Calgary",10,141,1,37,15,0,204,414
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 223","Calgary",9,226,0,31,16,0,282,548
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 224","Calgary",9,204,1,15,8,0,237,433
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 225","Calgary",4,188,1,25,9,0,227,441
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 226","Calgary",8,194,1,18,11,1,233,431
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 500","Mobile poll/Bureau itinérant",2,167,3,13,25,2,212,359
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 501","Mobile poll/Bureau itinérant",2,84,2,2,10,1,101,252
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 502","Mobile poll/Bureau itinérant",3,68,3,7,7,2,90,181
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 503","Mobile poll/Bureau itinérant",6,136,1,14,10,0,167,210
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 600","Calgary",45,361,3,49,63,0,521,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 601","Calgary",22,339,3,49,45,1,459,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 602","Calgary",30,369,0,48,37,1,485,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 603","Calgary",19,382,2,22,60,2,487,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 604","Calgary",25,385,2,60,41,0,513,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 605","Calgary",28,338,1,44,38,3,452,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 606","Calgary",30,296,2,57,43,1,429,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 607","Calgary",24,747,4,55,61,2,893,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 608","Calgary",20,489,3,21,54,1,588,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 609","Calgary",17,390,0,58,33,2,500,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 610","Calgary",20,305,1,36,31,3,396,
48008,"Calgary Southwest/Calgary-Sud-Ouest"," 611","Calgary",12,282,4,28,33,0,359,
48008,"Calgary Southwest/Calgary-Sud-Ouest",,Group 1/Groupe 1,9,59,1,8,24,2,103,172
48008,"Calgary Southwest/Calgary-Sud-Ouest",,Group 2/Groupe 2,29,619,2,54,81,12,797,
