Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ron Cannan,Alice Hooper,Tisha Kalmanovitch,Kris Stewart,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 15-1","Duck Lake 7",Void/Supprimé,,,,,,
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 16","Kelowna",Void/Supprimé,,,,,,
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 17","Kelowna",162,41,47,31,0,281,513
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 18","Kelowna",162,11,31,24,0,228,587
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 18-1","Kelowna",Merged with No. 18-2/Fusionné avec le nº 18-2,,,,,,86
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 18-2","Kelowna",189,8,30,16,0,243,414
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 19","Kelowna",117,17,13,29,0,176,326
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 19-1","Kelowna",85,13,24,14,0,136,241
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 20","Kelowna",240,23,43,33,0,339,625
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 20-1","Kelowna",152,24,45,20,0,241,403
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 21","Kelowna",75,14,35,21,0,145,377
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 21-1","Kelowna",5,3,6,2,1,17,90
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 22","Kelowna",67,22,52,36,0,177,361
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 23","Kelowna",150,17,61,47,1,276,420
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 24","Kelowna",140,16,45,18,1,220,405
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 24-1","Kelowna",91,19,27,16,0,153,305
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 25","Kelowna",161,17,50,32,0,260,485
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 26","Kelowna",105,11,38,23,1,178,366
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 26-1","Kelowna",109,19,37,10,0,175,300
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 27","Kelowna",154,26,52,16,0,248,405
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 28","Kelowna",99,22,44,22,1,188,424
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 29","Kelowna",103,24,40,15,0,182,411
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 30","Kelowna",79,8,20,14,0,121,258
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 30-1","Kelowna",89,14,48,19,0,170,403
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 31","Kelowna",130,11,40,29,0,210,452
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 32A","Kelowna",87,18,32,21,1,159,437
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 32B","Kelowna",86,16,38,12,0,152,400
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 33","Kelowna",36,24,43,10,0,113,255
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 34","Kelowna",206,26,67,35,0,334,564
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 35","Kelowna",169,29,84,35,0,317,548
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 36","Kelowna",176,23,44,28,1,272,445
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 37","Kelowna",168,18,49,29,0,264,452
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 38","Kelowna",115,1,13,19,0,148,231
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 38-1","Kelowna",185,32,71,45,0,333,731
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 39","Kelowna",204,25,62,40,1,332,558
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 40","Kelowna",61,5,40,20,0,126,275
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 40-1","Kelowna",134,13,62,32,1,242,427
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 41","Kelowna",157,22,67,29,0,275,518
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 42","Kelowna",92,21,65,21,1,200,353
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 43","Kelowna",108,12,35,5,0,160,258
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 43-1","Kelowna",195,9,34,29,0,267,495
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 44","Kelowna",95,7,25,18,0,145,244
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 45","Kelowna",110,19,63,26,1,219,535
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 46","Kelowna",110,17,47,8,0,182,399
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 46-1","Kelowna",58,10,34,12,0,114,229
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 47","Kelowna",139,19,67,19,0,244,578
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 48","Kelowna",93,25,28,23,0,169,373
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 48-1","Kelowna",51,6,34,24,0,115,267
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 49","Kelowna",77,19,44,17,0,157,380
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 49-1","Kelowna",61,10,18,9,0,98,240
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 50","Kelowna",132,14,56,20,1,223,510
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 51","Kelowna",81,33,56,11,0,181,425
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 52","Kelowna",67,20,38,14,0,139,367
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 53","Kelowna",131,30,75,17,2,255,536
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 54","Kelowna",169,37,67,45,0,318,484
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 55","Kelowna",88,12,44,19,0,163,305
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 56","Kelowna",105,12,17,12,0,146,241
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 56-1","Kelowna",185,23,34,33,2,277,522
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 56-2","Kelowna",128,12,36,28,0,204,376
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 57","Kelowna",142,25,42,24,0,233,428
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 58","Kelowna",169,20,28,44,0,261,541
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 59","Kelowna",91,15,65,17,2,190,440
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 60","Kelowna",118,24,72,33,1,248,528
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 61","Kelowna",122,31,39,29,0,221,546
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 62","Kelowna",79,22,53,26,1,181,390
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 63","Kelowna",43,22,71,17,0,153,355
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 64","Kelowna",36,16,38,12,0,102,241
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 64-1","Kelowna",29,26,41,11,0,107,259
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 65","Kelowna",76,24,55,15,0,170,369
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 66","Kelowna",Void/Supprimé,,,,,,
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 67","Kelowna",48,16,39,24,0,127,294
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 68","Kelowna",143,33,66,37,1,280,570
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 69","Kelowna",73,18,69,17,1,178,460
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 70","Kelowna",80,16,72,19,1,188,420
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 71","Kelowna",110,28,81,23,0,242,526
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 72","Kelowna",120,39,60,18,0,237,414
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 73","Kelowna",111,28,68,24,2,233,493
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 74","Kelowna",180,38,81,31,0,330,558
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 75","Kelowna",114,29,58,27,0,228,547
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 76","Kelowna",74,17,14,26,0,131,205
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 76-1","Kelowna",76,4,14,12,1,107,308
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 77","Kelowna",42,20,41,9,1,113,238
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 78","Kelowna",61,13,41,11,0,126,325
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 79","Kelowna",98,10,49,10,1,168,453
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 80","Kelowna",59,10,46,11,0,126,330
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 81","Kelowna",83,15,42,9,0,149,412
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 82","Kelowna",128,20,79,23,4,254,529
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 83","Kelowna",114,22,47,17,0,200,457
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 84","Kelowna",97,20,44,17,0,178,433
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 85","Kelowna",105,19,54,14,0,192,386
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 86","Kelowna",69,17,29,8,0,123,244
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 86-1","Kelowna",127,15,47,24,0,213,426
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 87","Kelowna",95,32,72,40,0,239,418
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 88","Kelowna",38,16,41,13,0,108,292
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 89","Kelowna",42,18,55,14,1,130,293
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 90","Kelowna",58,45,54,24,2,183,379
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 91","Kelowna",97,15,51,29,1,193,386
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 92","Kelowna",50,11,46,22,0,129,306
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 93","Kelowna",34,21,50,17,0,122,337
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 94","Kelowna",134,35,85,30,0,284,580
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 95","Kelowna",48,21,54,15,0,138,361
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 96","Kelowna",65,31,73,31,0,200,387
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 97","Kelowna",132,15,44,41,0,232,464
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 98","Kelowna",126,15,42,22,2,207,328
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 99","Kelowna",42,8,38,8,2,98,227
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 100","Kelowna",59,13,33,18,0,123,236
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 101","Kelowna",42,11,32,9,0,94,225
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 102","Kelowna",81,22,67,28,2,200,364
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 103","Kelowna",151,36,71,35,0,293,689
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 104","Kelowna",214,7,43,25,2,291,506
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 104-1","Kelowna",165,14,52,26,0,257,469
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 105","Kelowna",125,10,37,18,0,190,333
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 105-1","Kelowna",73,6,24,6,0,109,245
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 106","Kelowna",103,21,68,17,1,210,507
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 107","Kelowna",102,17,56,18,0,193,460
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 107-1","Kelowna",52,12,23,8,0,95,198
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 108","Kelowna",70,24,55,9,1,159,363
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 109","Kelowna",88,21,50,22,0,181,459
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 110","Kelowna",123,15,74,9,0,221,541
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 111","Kelowna",90,25,60,13,0,188,419
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 112","Kelowna",126,12,45,21,0,204,441
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 113","Kelowna",53,12,42,6,0,113,297
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 114","Kelowna",116,29,49,13,0,207,403
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 115","Kelowna",56,16,38,13,0,123,367
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 115-1","Kelowna",82,9,34,12,0,137,347
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 116","Kelowna",79,19,83,5,2,188,415
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 117","Kelowna",179,16,55,33,0,283,603
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 118","Kelowna",69,18,39,38,0,164,326
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 119","Kelowna",86,34,111,22,0,253,495
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 120","Kelowna",108,38,78,33,3,260,530
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 121","Kelowna",131,18,36,25,0,210,347
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 122","Kelowna",62,9,46,12,1,130,243
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 122-1","Kelowna",113,14,67,21,0,215,363
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 123","Kelowna",119,25,81,30,0,255,442
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 124","Kelowna",143,23,83,31,1,281,558
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 125","Kelowna",151,31,50,35,1,268,441
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 126","Kelowna",188,18,52,29,0,287,451
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 127","Kelowna",108,12,46,15,0,181,430
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 128","Kelowna",94,17,45,14,1,171,453
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 129","Kelowna",114,22,30,21,0,187,415
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 130","Kelowna",106,18,48,14,0,186,432
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 131","Kelowna",117,23,73,18,1,232,439
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 132","Kelowna",110,24,67,15,1,217,466
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 133","Kelowna",121,18,72,18,0,229,420
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 134","Kelowna",105,17,52,18,0,192,413
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 135","Kelowna",89,29,47,15,0,180,409
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 136","Kelowna",141,23,50,9,0,223,463
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 137","Kelowna",107,25,53,28,0,213,373
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 138","Kelowna",49,17,40,19,0,125,342
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 139","Kelowna",74,14,22,18,0,128,323
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 140","Kelowna",Void/Supprimé,,,,,,
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 141","Kelowna",47,5,37,15,0,104,236
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 142","Kelowna",60,23,51,15,0,149,386
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 143","Kelowna",93,26,97,29,1,246,555
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 144","Kelowna",167,26,47,19,0,259,457
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 145","Kelowna",140,6,30,19,0,195,326
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 146","Kelowna",66,18,39,19,0,142,275
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 147","Kelowna",125,4,34,18,1,182,289
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 148","Kelowna",119,6,28,15,0,168,320
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 149","Kelowna",77,14,40,13,0,144,295
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 149-1","Kelowna",233,9,22,37,3,304,496
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 150","Kelowna",110,12,30,16,0,168,313
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 151","Kelowna",141,8,67,14,1,231,512
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 152A","Kelowna",159,9,67,32,0,267,500
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 152B","Mobile poll/Bureau itinérant",Merged with No. 509/Fusionné avec le nº 509,,,,,,17
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 153","Kelowna",38,14,41,14,1,108,254
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 154","Kelowna",139,17,60,32,1,249,511
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 155","Kelowna",138,16,43,16,0,213,389
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 156","Kelowna",193,20,65,27,0,305,510
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 157","Kelowna",177,17,54,26,0,274,489
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 158","Kelowna",154,25,47,40,1,267,466
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 159","Kelowna",93,14,22,14,1,144,311
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 159-1","Kelowna",69,12,58,7,0,146,264
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 160","Kelowna",126,23,50,16,0,215,434
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 160-1","Kelowna",103,6,47,7,0,163,292
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 161","Kelowna",90,13,24,12,0,139,323
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 161-1","Kelowna",121,22,52,21,0,216,404
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 161-2","Kelowna",135,11,45,23,0,214,409
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 162","Kelowna",166,36,65,23,1,291,534
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 163","Kelowna",142,25,64,27,0,258,504
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 164","Kelowna",132,15,36,33,1,217,489
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 165","Kelowna",139,22,52,36,0,249,527
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 166","Kelowna",86,13,31,31,0,161,295
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 167","Kelowna",193,31,58,55,0,337,603
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 168","Kelowna",196,27,30,40,0,293,532
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 169","Kelowna",129,25,49,42,1,246,429
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 170","Kelowna",85,24,21,20,1,151,288
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 171","Kelowna",104,14,33,26,0,177,368
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 172","Kelowna",77,17,38,20,0,152,291
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 172-1","Kelowna",97,18,46,26,0,187,346
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 173","Kelowna",198,33,41,50,0,322,598
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 174","Kelowna",114,28,54,28,1,225,407
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 175","Kelowna",77,21,37,35,2,172,289
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 176","Kelowna",153,27,36,33,1,250,437
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 177","Kelowna",82,14,30,15,0,141,251
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 177-1","Kelowna",76,8,35,20,0,139,227
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 178","Kelowna",157,18,51,30,0,256,404
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 178-1","Kelowna",264,14,25,69,0,372,544
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 179","Kelowna",74,16,61,11,0,162,330
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 180","Kelowna",208,28,49,41,0,326,520
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 181","Kelowna",215,10,33,51,1,310,451
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 182","Kelowna",221,34,58,51,1,365,674
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 183","Kelowna",165,17,60,67,0,309,534
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 184","Kelowna",211,28,55,42,0,336,671
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 184-1","Kelowna",128,16,31,37,0,212,352
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 185","Kelowna",113,31,44,31,2,221,389
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186","Kelowna",240,19,37,37,0,333,616
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186-1","Kelowna",243,23,57,33,0,356,659
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 186-2","Kelowna",185,18,44,24,1,272,582
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 187","Kelowna",114,20,30,33,0,197,314
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 187-1","Kelowna",196,26,39,45,1,307,554
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 188","Kelowna",116,33,45,30,0,224,396
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 189","Kelowna",162,10,26,28,0,226,340
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 189-1","Kelowna",118,24,27,30,0,199,414
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 190","Oyama",108,18,60,15,0,201,318
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 191","Oyama",141,23,49,27,0,240,458
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 192","Winfield",145,35,56,17,0,253,537
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 193","Winfield",101,16,26,5,0,148,342
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 194","Winfield",73,17,31,12,1,134,328
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 194-1","Winfield",103,18,56,14,0,191,359
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 195","Ellison",150,11,42,20,0,223,371
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 196","Ellison",109,16,47,9,0,181,318
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 197","Ellison",147,15,37,20,0,219,355
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 197-1","Ellison",99,6,28,8,0,141,266
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 198","Ellison",110,3,14,15,0,142,191
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 198-1","Ellison",118,18,40,17,0,193,371
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 199","Ellison",156,15,42,24,0,237,458
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 200","Joe Rich",55,23,32,12,0,122,267
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 200-1","Central Okanagan",104,19,63,13,0,199,388
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 201","Joe Rich",46,8,18,14,0,86,201
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 400","Kelowna",29,6,23,7,4,69,100
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 401","Kelowna",72,2,20,19,4,117,149
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 402","Kelowna",101,8,15,13,2,139,181
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 500","Mobile poll/Bureau itinérant",39,3,9,11,1,63,111
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 501","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 502","Mobile poll/Bureau itinérant",27,2,12,13,0,54,97
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 503","Mobile poll/Bureau itinérant",68,1,20,6,1,96,144
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 504","Mobile poll/Bureau itinérant",73,4,20,22,1,120,173
59011,"Kelowna--Lake Country/Kelowna--Lake Country"," 505","Mobile poll/Bureau itinérant",42,2,21,16,2,83,141
