Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Cannis,Natalie Hundt,Roxanne James,Ella Ng,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35081,"Scarborough Centre/Scarborough-Centre"," 23","Scarborough",73,35,91,5,1,205,367
35081,"Scarborough Centre/Scarborough-Centre"," 24","Scarborough",76,36,103,10,2,227,391
35081,"Scarborough Centre/Scarborough-Centre"," 25","Scarborough",57,60,64,6,1,188,334
35081,"Scarborough Centre/Scarborough-Centre"," 26","Scarborough",68,63,65,6,1,203,399
35081,"Scarborough Centre/Scarborough-Centre"," 27","Scarborough",62,56,81,5,1,205,356
35081,"Scarborough Centre/Scarborough-Centre"," 28","Scarborough",71,49,80,3,0,203,382
35081,"Scarborough Centre/Scarborough-Centre"," 29","Scarborough",66,42,77,8,1,194,342
35081,"Scarborough Centre/Scarborough-Centre"," 30","Scarborough",50,78,86,6,0,220,355
35081,"Scarborough Centre/Scarborough-Centre"," 31","Scarborough",59,45,76,7,2,189,340
35081,"Scarborough Centre/Scarborough-Centre"," 32","Scarborough",70,66,94,13,2,245,391
35081,"Scarborough Centre/Scarborough-Centre"," 33","Scarborough",52,45,86,2,1,186,319
35081,"Scarborough Centre/Scarborough-Centre"," 34","Scarborough",66,53,81,5,2,207,351
35081,"Scarborough Centre/Scarborough-Centre"," 35","Scarborough",51,59,83,5,2,200,361
35081,"Scarborough Centre/Scarborough-Centre"," 36","Scarborough",85,70,107,5,1,268,459
35081,"Scarborough Centre/Scarborough-Centre"," 37","Scarborough",70,49,86,13,1,219,384
35081,"Scarborough Centre/Scarborough-Centre"," 38","Scarborough",37,41,60,3,2,143,211
35081,"Scarborough Centre/Scarborough-Centre"," 39","Scarborough",72,69,85,3,1,230,470
35081,"Scarborough Centre/Scarborough-Centre"," 40","Scarborough",43,56,70,7,0,176,324
35081,"Scarborough Centre/Scarborough-Centre"," 41","Scarborough",69,63,84,5,0,221,438
35081,"Scarborough Centre/Scarborough-Centre"," 42","Scarborough",64,63,106,10,0,243,427
35081,"Scarborough Centre/Scarborough-Centre"," 43","Scarborough",74,58,54,1,0,187,403
35081,"Scarborough Centre/Scarborough-Centre"," 44","Scarborough",Merged with No. 48/Fusionné avec le nº 48,,,,,,9
35081,"Scarborough Centre/Scarborough-Centre"," 45","Scarborough",Void/Supprimé,,,,,,
35081,"Scarborough Centre/Scarborough-Centre"," 46","Scarborough",74,83,45,2,3,207,423
35081,"Scarborough Centre/Scarborough-Centre"," 47","Scarborough",55,72,51,4,0,182,410
35081,"Scarborough Centre/Scarborough-Centre"," 48","Scarborough",42,51,108,11,0,212,353
35081,"Scarborough Centre/Scarborough-Centre"," 49","Scarborough",78,60,89,10,0,237,407
35081,"Scarborough Centre/Scarborough-Centre"," 50","Scarborough",34,37,54,5,2,132,321
35081,"Scarborough Centre/Scarborough-Centre"," 51","Scarborough",51,60,94,8,0,213,389
35081,"Scarborough Centre/Scarborough-Centre"," 52","Scarborough",50,30,81,4,1,166,305
35081,"Scarborough Centre/Scarborough-Centre"," 53","Scarborough",36,65,58,9,1,169,390
35081,"Scarborough Centre/Scarborough-Centre"," 54","Scarborough",76,52,80,5,0,213,392
35081,"Scarborough Centre/Scarborough-Centre"," 55","Scarborough",40,76,77,8,1,202,379
35081,"Scarborough Centre/Scarborough-Centre"," 56","Scarborough",67,52,5,0,0,124,318
35081,"Scarborough Centre/Scarborough-Centre"," 57","Scarborough",91,55,64,8,0,218,410
35081,"Scarborough Centre/Scarborough-Centre"," 58","Scarborough",49,28,52,2,2,133,290
35081,"Scarborough Centre/Scarborough-Centre"," 59","Scarborough",58,35,75,7,1,176,384
35081,"Scarborough Centre/Scarborough-Centre"," 60","Scarborough",76,56,114,11,1,258,485
35081,"Scarborough Centre/Scarborough-Centre"," 61","Scarborough",61,55,56,4,0,176,304
35081,"Scarborough Centre/Scarborough-Centre"," 62","Scarborough",49,42,63,3,1,158,314
35081,"Scarborough Centre/Scarborough-Centre"," 63","Scarborough",70,52,94,6,0,222,430
35081,"Scarborough Centre/Scarborough-Centre"," 64","Scarborough",71,64,96,0,1,232,424
35081,"Scarborough Centre/Scarborough-Centre"," 65","Scarborough",67,41,68,7,2,185,347
35081,"Scarborough Centre/Scarborough-Centre"," 66","Scarborough",58,69,101,3,1,232,412
35081,"Scarborough Centre/Scarborough-Centre"," 67","Scarborough",36,41,46,0,0,123,275
35081,"Scarborough Centre/Scarborough-Centre"," 68","Scarborough",41,40,41,4,1,127,279
35081,"Scarborough Centre/Scarborough-Centre"," 69","Scarborough",51,54,60,4,1,170,326
35081,"Scarborough Centre/Scarborough-Centre"," 70","Scarborough",50,67,70,2,1,190,391
35081,"Scarborough Centre/Scarborough-Centre"," 71","Scarborough",63,65,87,8,2,225,398
35081,"Scarborough Centre/Scarborough-Centre"," 72","Scarborough",65,50,56,7,0,178,327
35081,"Scarborough Centre/Scarborough-Centre"," 73","Scarborough",39,50,58,3,1,151,429
35081,"Scarborough Centre/Scarborough-Centre"," 74","Scarborough",45,46,61,3,1,156,270
35081,"Scarborough Centre/Scarborough-Centre"," 75","Scarborough",77,69,87,5,3,241,393
35081,"Scarborough Centre/Scarborough-Centre"," 76","Scarborough",88,86,48,9,1,232,418
35081,"Scarborough Centre/Scarborough-Centre"," 77A","Scarborough",30,44,58,7,0,139,344
35081,"Scarborough Centre/Scarborough-Centre"," 77B","Scarborough",44,62,63,1,0,170,354
35081,"Scarborough Centre/Scarborough-Centre"," 78","Scarborough",48,21,60,4,0,133,303
35081,"Scarborough Centre/Scarborough-Centre"," 79","Scarborough",52,64,55,7,1,179,219
35081,"Scarborough Centre/Scarborough-Centre"," 80","Scarborough",66,33,65,1,2,167,352
35081,"Scarborough Centre/Scarborough-Centre"," 81","Scarborough",66,58,92,11,1,228,376
35081,"Scarborough Centre/Scarborough-Centre"," 82","Scarborough",77,47,68,8,3,203,436
35081,"Scarborough Centre/Scarborough-Centre"," 83","Scarborough",80,48,58,11,2,199,416
35081,"Scarborough Centre/Scarborough-Centre"," 84","Scarborough",24,41,42,1,1,109,289
35081,"Scarborough Centre/Scarborough-Centre"," 85","Scarborough",55,45,75,4,0,179,343
35081,"Scarborough Centre/Scarborough-Centre"," 86A","Scarborough",56,43,55,3,2,159,354
35081,"Scarborough Centre/Scarborough-Centre"," 86B","Scarborough",Merged with No. 61/Fusionné avec le nº 61,,,,,,160
35081,"Scarborough Centre/Scarborough-Centre"," 87","Scarborough",62,53,41,4,2,162,379
35081,"Scarborough Centre/Scarborough-Centre"," 88","Scarborough",49,61,35,6,1,152,429
35081,"Scarborough Centre/Scarborough-Centre"," 89","Scarborough",61,61,54,6,0,182,333
35081,"Scarborough Centre/Scarborough-Centre"," 90","Scarborough",107,79,75,6,1,268,447
35081,"Scarborough Centre/Scarborough-Centre"," 91","Scarborough",54,60,62,3,1,180,353
35081,"Scarborough Centre/Scarborough-Centre"," 92","Scarborough",63,37,75,6,0,181,334
35081,"Scarborough Centre/Scarborough-Centre"," 93","Scarborough",81,44,70,8,2,205,394
35081,"Scarborough Centre/Scarborough-Centre"," 94","Scarborough",43,54,39,2,1,139,336
35081,"Scarborough Centre/Scarborough-Centre"," 95","Scarborough",65,41,56,9,1,172,313
35081,"Scarborough Centre/Scarborough-Centre"," 96","Scarborough",43,59,62,2,3,169,351
35081,"Scarborough Centre/Scarborough-Centre"," 97","Scarborough",44,48,65,6,0,163,320
35081,"Scarborough Centre/Scarborough-Centre"," 98","Scarborough",55,45,45,6,4,155,294
35081,"Scarborough Centre/Scarborough-Centre"," 99","Scarborough",76,34,71,2,3,186,336
35081,"Scarborough Centre/Scarborough-Centre"," 100","Scarborough",72,49,84,9,2,216,387
35081,"Scarborough Centre/Scarborough-Centre"," 101","Scarborough",63,54,78,4,2,201,388
35081,"Scarborough Centre/Scarborough-Centre"," 102","Scarborough",73,63,64,7,1,208,387
35081,"Scarborough Centre/Scarborough-Centre"," 103","Scarborough",33,37,53,4,0,127,246
35081,"Scarborough Centre/Scarborough-Centre"," 104","Scarborough",61,83,73,11,4,232,474
35081,"Scarborough Centre/Scarborough-Centre"," 105","Scarborough",69,45,71,3,3,191,368
35081,"Scarborough Centre/Scarborough-Centre"," 106","Scarborough",27,34,59,3,0,123,319
35081,"Scarborough Centre/Scarborough-Centre"," 107","Scarborough",54,60,53,4,1,172,340
35081,"Scarborough Centre/Scarborough-Centre"," 108","Scarborough",43,57,53,9,2,164,319
35081,"Scarborough Centre/Scarborough-Centre"," 109A","Scarborough",35,54,43,1,3,136,298
35081,"Scarborough Centre/Scarborough-Centre"," 109B","Scarborough",43,52,32,0,1,128,276
35081,"Scarborough Centre/Scarborough-Centre"," 110","Scarborough",Void/Supprimé,,,,,,
35081,"Scarborough Centre/Scarborough-Centre"," 111","Scarborough",44,65,21,3,0,133,333
35081,"Scarborough Centre/Scarborough-Centre"," 112","Scarborough",59,96,28,10,1,194,399
35081,"Scarborough Centre/Scarborough-Centre"," 113","Scarborough",29,50,61,0,0,140,280
35081,"Scarborough Centre/Scarborough-Centre"," 114","Scarborough",78,68,67,1,1,215,381
35081,"Scarborough Centre/Scarborough-Centre"," 115","Scarborough",61,37,70,6,0,174,357
35081,"Scarborough Centre/Scarborough-Centre"," 116","Scarborough",82,64,91,7,3,247,410
35081,"Scarborough Centre/Scarborough-Centre"," 117","Scarborough",47,67,31,2,2,149,436
35081,"Scarborough Centre/Scarborough-Centre"," 118","Scarborough",79,61,58,2,1,201,345
35081,"Scarborough Centre/Scarborough-Centre"," 119","Scarborough",37,49,36,1,0,123,311
35081,"Scarborough Centre/Scarborough-Centre"," 120","Scarborough",60,49,85,4,3,201,397
35081,"Scarborough Centre/Scarborough-Centre"," 121","Scarborough",30,54,49,2,0,135,393
35081,"Scarborough Centre/Scarborough-Centre"," 122","Scarborough",69,49,52,5,0,175,333
35081,"Scarborough Centre/Scarborough-Centre"," 123","Scarborough",77,137,81,5,2,302,565
35081,"Scarborough Centre/Scarborough-Centre"," 124","Scarborough",25,46,32,2,2,107,269
35081,"Scarborough Centre/Scarborough-Centre"," 124-1","Scarborough",44,57,26,4,0,131,323
35081,"Scarborough Centre/Scarborough-Centre"," 125","Scarborough",25,83,16,3,2,129,312
35081,"Scarborough Centre/Scarborough-Centre"," 126","Scarborough",98,66,80,4,4,252,400
35081,"Scarborough Centre/Scarborough-Centre"," 127","Scarborough",37,61,47,4,1,150,293
35081,"Scarborough Centre/Scarborough-Centre"," 128","Scarborough",42,43,73,5,1,164,302
35081,"Scarborough Centre/Scarborough-Centre"," 129","Scarborough",58,59,96,7,2,222,383
35081,"Scarborough Centre/Scarborough-Centre"," 130","Scarborough",89,64,112,6,2,273,482
35081,"Scarborough Centre/Scarborough-Centre"," 131","Scarborough",52,47,39,2,0,140,360
35081,"Scarborough Centre/Scarborough-Centre"," 132","Scarborough",54,46,56,3,1,160,392
35081,"Scarborough Centre/Scarborough-Centre"," 133","Scarborough",43,43,69,5,0,160,333
35081,"Scarborough Centre/Scarborough-Centre"," 134","Scarborough",45,62,75,2,1,185,373
35081,"Scarborough Centre/Scarborough-Centre"," 135","Scarborough",51,69,54,3,0,177,405
35081,"Scarborough Centre/Scarborough-Centre"," 136","Scarborough",47,61,82,5,1,196,370
35081,"Scarborough Centre/Scarborough-Centre"," 137","Scarborough",78,94,104,6,0,282,483
35081,"Scarborough Centre/Scarborough-Centre"," 138","Scarborough",71,42,84,9,1,207,372
35081,"Scarborough Centre/Scarborough-Centre"," 139","Scarborough",Void/Supprimé,,,,,,
35081,"Scarborough Centre/Scarborough-Centre"," 140","Scarborough",33,54,41,3,2,133,424
35081,"Scarborough Centre/Scarborough-Centre"," 141","Scarborough",44,44,47,3,1,139,254
35081,"Scarborough Centre/Scarborough-Centre"," 142","Scarborough",25,43,38,5,0,111,299
35081,"Scarborough Centre/Scarborough-Centre"," 143","Scarborough",70,30,77,2,0,179,305
35081,"Scarborough Centre/Scarborough-Centre"," 144","Scarborough",64,35,81,6,0,186,346
35081,"Scarborough Centre/Scarborough-Centre"," 145","Scarborough",51,41,64,1,0,157,348
35081,"Scarborough Centre/Scarborough-Centre"," 146","Scarborough",53,76,74,2,0,205,446
35081,"Scarborough Centre/Scarborough-Centre"," 147","Scarborough",20,22,33,1,2,78,280
35081,"Scarborough Centre/Scarborough-Centre"," 148","Scarborough",64,95,66,4,1,230,562
35081,"Scarborough Centre/Scarborough-Centre"," 149","Scarborough",17,81,19,2,0,119,303
35081,"Scarborough Centre/Scarborough-Centre"," 150","Scarborough",45,67,35,4,2,153,466
35081,"Scarborough Centre/Scarborough-Centre"," 151","Scarborough",50,90,52,4,0,196,368
35081,"Scarborough Centre/Scarborough-Centre"," 152","Scarborough",56,61,25,5,3,150,408
35081,"Scarborough Centre/Scarborough-Centre"," 153","Scarborough",75,99,53,7,1,235,434
35081,"Scarborough Centre/Scarborough-Centre"," 154","Scarborough",52,60,79,4,1,196,372
35081,"Scarborough Centre/Scarborough-Centre"," 155","Scarborough",77,47,103,3,0,230,401
35081,"Scarborough Centre/Scarborough-Centre"," 156","Scarborough",66,57,40,3,0,166,288
35081,"Scarborough Centre/Scarborough-Centre"," 157","Scarborough",88,90,66,4,1,249,509
35081,"Scarborough Centre/Scarborough-Centre"," 158","Scarborough",36,43,49,3,0,131,294
35081,"Scarborough Centre/Scarborough-Centre"," 159","Scarborough",51,70,28,3,1,153,435
35081,"Scarborough Centre/Scarborough-Centre"," 400","Scarborough",82,97,90,8,1,278,440
35081,"Scarborough Centre/Scarborough-Centre"," 401","Scarborough",71,95,57,9,0,232,408
35081,"Scarborough Centre/Scarborough-Centre"," 402","Scarborough",28,43,57,1,0,129,185
35081,"Scarborough Centre/Scarborough-Centre"," 403","Scarborough",10,7,7,0,0,24,63
35081,"Scarborough Centre/Scarborough-Centre"," 404","Scarborough",23,1,20,0,0,44,115
35081,"Scarborough Centre/Scarborough-Centre"," 405","Scarborough",48,80,45,9,0,182,317
35081,"Scarborough Centre/Scarborough-Centre"," 406","Scarborough",46,33,35,5,0,119,407
35081,"Scarborough Centre/Scarborough-Centre"," 407A","Scarborough",40,53,74,7,1,175,399
35081,"Scarborough Centre/Scarborough-Centre"," 407B","Scarborough",40,55,70,8,2,175,348
35081,"Scarborough Centre/Scarborough-Centre"," 408","Scarborough",44,64,63,5,1,177,372
35081,"Scarborough Centre/Scarborough-Centre"," 409","Scarborough",49,43,91,4,0,187,397
35081,"Scarborough Centre/Scarborough-Centre"," 410","Scarborough",33,37,57,5,0,132,201
35081,"Scarborough Centre/Scarborough-Centre"," 411","Scarborough",73,132,72,0,0,277,558
35081,"Scarborough Centre/Scarborough-Centre"," 412","Toronto",9,33,23,1,1,67,227
35081,"Scarborough Centre/Scarborough-Centre"," 413","Toronto",15,22,22,1,1,61,192
35081,"Scarborough Centre/Scarborough-Centre"," 414","Scarborough",8,21,26,2,0,57,219
35081,"Scarborough Centre/Scarborough-Centre"," 415","Scarborough",38,42,52,2,1,135,335
35081,"Scarborough Centre/Scarborough-Centre"," 416","Scarborough",34,54,54,4,0,146,297
35081,"Scarborough Centre/Scarborough-Centre"," 417","Scarborough",15,22,22,6,0,65,211
35081,"Scarborough Centre/Scarborough-Centre"," 418","Scarborough",11,20,3,1,1,36,169
35081,"Scarborough Centre/Scarborough-Centre"," 419","Scarborough",16,27,16,0,0,59,214
35081,"Scarborough Centre/Scarborough-Centre"," 420","Scarborough",17,17,14,0,0,48,164
35081,"Scarborough Centre/Scarborough-Centre"," 421","Scarborough",21,34,22,1,1,79,314
35081,"Scarborough Centre/Scarborough-Centre"," 422","Toronto",13,12,10,1,0,36,107
35081,"Scarborough Centre/Scarborough-Centre"," 423","Toronto",29,25,25,0,1,80,204
35081,"Scarborough Centre/Scarborough-Centre"," 424","Toronto",44,78,26,1,0,149,335
35081,"Scarborough Centre/Scarborough-Centre"," 425","Toronto",32,24,24,1,1,82,220
35081,"Scarborough Centre/Scarborough-Centre"," 426","Toronto",57,63,38,6,0,164,262
35081,"Scarborough Centre/Scarborough-Centre"," 427","Toronto",38,44,34,4,0,120,256
35081,"Scarborough Centre/Scarborough-Centre"," 428","Scarborough",58,71,66,6,0,201,580
35081,"Scarborough Centre/Scarborough-Centre"," 429","Scarborough",39,40,54,9,1,143,361
35081,"Scarborough Centre/Scarborough-Centre"," 430","Scarborough",27,37,47,2,1,114,351
35081,"Scarborough Centre/Scarborough-Centre"," 431","Scarborough",19,30,38,8,0,95,291
35081,"Scarborough Centre/Scarborough-Centre"," 432","Scarborough",18,18,5,0,0,41,157
35081,"Scarborough Centre/Scarborough-Centre"," 433","Scarborough",79,59,23,4,2,167,428
35081,"Scarborough Centre/Scarborough-Centre"," 434","Scarborough",14,57,16,3,1,91,209
35081,"Scarborough Centre/Scarborough-Centre"," 435","Scarborough",32,23,37,5,0,97,273
35081,"Scarborough Centre/Scarborough-Centre"," 436","Scarborough",38,55,33,11,1,138,355
35081,"Scarborough Centre/Scarborough-Centre"," 437","Scarborough",29,41,43,6,1,120,339
35081,"Scarborough Centre/Scarborough-Centre"," 500","Mobile poll/Bureau itinérant",39,22,12,3,1,77,141
35081,"Scarborough Centre/Scarborough-Centre"," 600","Scarborough",151,80,169,7,0,407,
35081,"Scarborough Centre/Scarborough-Centre"," 601","Scarborough",141,64,216,12,2,435,
35081,"Scarborough Centre/Scarborough-Centre"," 602","Scarborough",129,77,146,9,1,362,
35081,"Scarborough Centre/Scarborough-Centre"," 603","Scarborough",143,88,201,8,2,442,
35081,"Scarborough Centre/Scarborough-Centre"," 604","Scarborough",153,59,198,12,0,422,
35081,"Scarborough Centre/Scarborough-Centre"," 605","Scarborough",137,96,147,15,1,396,
35081,"Scarborough Centre/Scarborough-Centre"," 606","Scarborough",186,92,166,8,0,452,
35081,"Scarborough Centre/Scarborough-Centre"," 607","Scarborough",113,81,149,9,2,354,
35081,"Scarborough Centre/Scarborough-Centre"," 608","Scarborough",197,110,243,7,1,558,
35081,"Scarborough Centre/Scarborough-Centre"," 609","Scarborough",124,52,96,4,2,278,
35081,"Scarborough Centre/Scarborough-Centre",,Group 1/Groupe 1,38,3,28,5,7,81,112
35081,"Scarborough Centre/Scarborough-Centre",,Group 2/Groupe 2,133,42,106,4,4,289,
