Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mandeep Bhuller,Randy Kamp,Craig Speirs,Peter Tam,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 34","Maple Ridge",6,129,103,13,0,251,496
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 35","Maple Ridge",11,164,78,11,0,264,465
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 36","Maple Ridge",7,122,55,13,1,198,374
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 36-1","Maple Ridge",8,111,76,16,2,213,357
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 37","Maple Ridge",14,160,93,21,1,289,449
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 38","Maple Ridge",7,128,60,23,1,219,363
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 39","Maple Ridge",9,164,67,7,0,247,425
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 40","Maple Ridge",8,148,62,11,0,229,392
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 41A","Maple Ridge",9,79,52,11,0,151,277
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 41B","Maple Ridge",13,74,49,9,1,146,275
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 42","Maple Ridge",11,160,81,18,1,271,530
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 43","Maple Ridge",10,181,94,9,2,296,476
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 44","Maple Ridge",12,144,72,9,0,237,444
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 44-1","Maple Ridge",11,103,74,21,0,209,473
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 45","Maple Ridge",19,114,63,8,0,204,388
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 46","Maple Ridge",15,116,63,6,1,201,389
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 47A","Maple Ridge",11,100,70,11,0,192,353
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 47B","Maple Ridge",16,118,51,9,0,194,362
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 48","Maple Ridge",3,85,53,7,0,148,357
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 48-1A","Maple Ridge",10,111,53,8,0,182,297
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 48-1B","Maple Ridge",11,131,51,3,0,196,291
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49A","Maple Ridge",4,67,56,6,0,133,328
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49B","Maple Ridge",5,74,56,3,0,138,303
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49-1A","Maple Ridge",14,134,39,9,0,196,324
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49-1B","Maple Ridge",14,141,35,14,0,204,337
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49-2","Maple Ridge",19,110,97,11,2,239,463
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49-3","Maple Ridge",9,98,41,7,2,157,345
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49-4","Maple Ridge",13,159,59,13,2,246,466
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 49-5","Maple Ridge",24,172,75,6,0,277,524
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 50","Maple Ridge",15,118,96,14,0,243,475
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 51","Maple Ridge",4,120,66,22,0,212,386
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 52","Maple Ridge",6,127,78,6,1,218,402
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 53","Maple Ridge",5,94,60,8,0,167,296
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 54","Maple Ridge",24,174,91,10,0,299,518
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 55","Maple Ridge",15,98,32,4,0,149,258
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 55-1","Maple Ridge",7,93,58,4,1,163,328
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 56","Maple Ridge",14,126,101,19,1,261,490
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 57","Maple Ridge",17,144,80,12,1,254,374
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 58","Maple Ridge",6,80,102,13,1,202,403
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 59","Maple Ridge",9,122,102,7,0,240,451
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 60","Maple Ridge",6,93,73,15,1,188,411
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 61","Maple Ridge",8,109,57,5,0,179,356
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 62","Maple Ridge",8,118,80,8,2,216,360
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 63","Maple Ridge",13,156,85,9,0,263,485
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 64","Maple Ridge",6,132,87,10,2,237,404
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 65","Maple Ridge",12,106,78,13,1,210,356
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 66","Maple Ridge",12,91,100,12,0,215,394
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 67","Maple Ridge",8,81,100,13,0,202,405
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 68","Maple Ridge",5,87,54,10,0,156,348
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 69","Maple Ridge",12,128,105,7,0,252,411
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 70","Maple Ridge",4,100,103,11,0,218,431
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 71A","Maple Ridge",4,88,51,6,0,149,264
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 71B","Maple Ridge",9,69,72,13,2,165,277
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 71-1","Maple Ridge",Void/Supprimé,,,,,,
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 72","Maple Ridge",13,150,87,14,0,264,496
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 73","Maple Ridge",9,110,81,17,0,217,412
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 74A","Maple Ridge",19,59,54,5,0,137,284
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 74B","Maple Ridge",7,85,58,5,0,155,299
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 75","Maple Ridge",7,89,111,19,0,226,486
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 76","Maple Ridge",9,145,81,18,1,254,444
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 77","Maple Ridge",13,132,105,10,1,261,480
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 78","Maple Ridge",10,151,96,9,0,266,444
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 79","Maple Ridge",26,149,75,9,1,260,399
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 80","Maple Ridge",4,113,107,17,1,242,414
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 81","Maple Ridge",11,120,99,10,0,240,446
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 82","Maple Ridge",15,160,83,9,0,267,460
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 83","Maple Ridge",13,122,108,14,0,257,467
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 84","Maple Ridge",13,162,69,11,0,255,519
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 85","Maple Ridge",14,145,99,16,2,276,501
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 86","Maple Ridge",8,89,64,11,0,172,411
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 87","Maple Ridge",9,79,119,9,2,218,439
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 88","Maple Ridge",14,126,110,20,1,271,484
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 89","Maple Ridge",8,98,67,16,0,189,414
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 90","Maple Ridge",5,103,93,12,0,213,443
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 91","Maple Ridge",8,103,105,17,1,234,488
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 92","Maple Ridge",6,69,52,7,0,134,273
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 93","Maple Ridge",12,85,85,12,1,195,435
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 94","Maple Ridge",10,69,63,7,1,150,331
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 95","Maple Ridge",2,55,34,4,0,95,281
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 96","Maple Ridge",6,82,84,12,0,184,438
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 97","Maple Ridge",11,96,117,14,1,239,498
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 98","Maple Ridge",8,51,63,10,1,133,354
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 99","Maple Ridge",8,46,54,12,0,120,299
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 99-1","Maple Ridge",7,42,45,5,1,100,394
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 100","Maple Ridge",7,131,50,5,1,194,336
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 101","Maple Ridge",18,102,96,12,2,230,475
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 102","Maple Ridge",21,119,107,9,3,259,504
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 103A","Maple Ridge",3,75,77,5,1,161,364
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 103B","Maple Ridge",8,85,62,11,0,166,383
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 104","Maple Ridge",17,132,70,12,2,233,487
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 105","Maple Ridge",8,164,80,11,0,263,507
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 106","Maple Ridge",10,127,95,13,1,246,461
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 107","Maple Ridge",12,123,75,6,0,216,429
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 108","Maple Ridge",9,112,106,18,0,245,446
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 109","Maple Ridge",7,97,50,10,0,164,361
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 109-1","Maple Ridge",5,56,41,8,0,110,241
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 110","Maple Ridge",12,144,89,8,1,254,465
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 111A","Maple Ridge",4,77,79,7,2,169,349
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 111B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,33
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 111-1","Maple Ridge",2,63,35,7,0,107,265
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 112","Maple Ridge",5,60,72,7,0,144,345
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 113","Maple Ridge",7,46,43,1,0,97,228
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 114","Maple Ridge",10,115,81,10,0,216,457
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 115","Maple Ridge",7,93,52,7,0,159,293
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 116","Maple Ridge",10,91,105,10,0,216,400
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 117","Maple Ridge",7,66,65,15,0,153,297
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 118","Maple Ridge",7,63,51,1,0,122,197
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 118-1","Maple Ridge",6,101,62,9,0,178,371
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 119","Maple Ridge",20,100,110,16,0,246,443
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 120","Maple Ridge",13,102,65,13,0,193,387
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 120-1","Maple Ridge",9,151,65,8,1,234,353
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 121","Maple Ridge",7,137,65,8,0,217,326
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 122","Maple Ridge",9,133,49,8,0,199,316
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 123A","Maple Ridge",8,68,56,5,2,139,277
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 123B","Maple Ridge",3,75,51,10,0,139,271
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 124","Maple Ridge",11,148,88,20,0,267,505
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 124-1","Maple Ridge",12,103,58,8,1,182,373
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 125","Maple Ridge",13,77,56,10,4,160,305
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 126","Maple Ridge",14,144,93,12,0,263,507
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 127","Maple Ridge",8,103,48,2,0,161,315
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 127-1","Maple Ridge",11,129,49,12,1,202,358
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 128A","Mission",4,93,49,15,0,161,302
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 128B","Mission",7,76,83,17,0,183,288
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 129","Mission",6,61,51,8,1,127,270
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 130","Mission",10,61,46,10,1,128,212
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 131","Mission",5,89,109,16,1,220,446
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 132","Mission",7,121,70,14,1,213,380
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 133","Mission",0,112,74,13,0,199,354
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 134","Mission",9,147,73,13,1,243,455
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 135","Mission",11,170,81,10,2,274,518
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 136","Mission",8,87,50,10,0,155,285
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 136-1","Mission",17,105,77,7,0,206,401
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 136-2","Mission",4,102,77,7,0,190,402
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 137A","Mission",7,128,41,5,1,182,376
59007,"Pitt Meadows--Maple Ridge--Mission/Pitt Meadows--Maple Ridge--Mission"," 137B","Mission",7,112,72,11,0,202,382
