Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Shawna Gagné,Robert Goguen,Brian Murphy,Steven Steeves,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 83","Moncton",74,67,69,6,1,217,411
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 84","Moncton",61,47,67,6,0,181,334
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 85","Moncton",45,61,42,9,1,158,288
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 86","Moncton",102,71,73,12,3,261,494
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 87","Moncton",76,72,55,10,3,216,392
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 88","Moncton",51,57,65,7,0,180,293
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 89","Moncton",93,62,52,9,5,221,379
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 90","Moncton",85,139,51,13,2,290,471
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 91","Moncton",39,50,20,4,1,114,322
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 92","Moncton",54,141,38,8,1,242,390
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 93","Moncton",76,71,23,11,0,181,401
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 94","Moncton",52,95,34,15,0,196,370
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 95","Moncton",40,125,87,6,2,260,415
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 96","Moncton",54,77,28,8,0,167,336
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 97","Moncton",58,41,27,11,0,137,410
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 98","Moncton",62,47,36,5,3,153,347
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 99","Moncton",70,72,76,2,0,220,514
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 100","Moncton",61,26,60,9,2,158,349
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 101","Moncton",79,29,71,14,0,193,394
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 102","Moncton",65,29,38,9,2,143,333
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 103","Moncton",43,22,64,12,2,143,294
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 104","Moncton",41,22,65,15,1,144,315
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 105","Moncton",38,15,31,4,2,90,236
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 106","Moncton",51,23,38,8,2,122,298
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 107","Moncton",40,24,25,7,1,97,255
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 108","Moncton",16,21,22,4,0,63,217
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 109","Moncton",18,12,23,3,0,56,203
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 110","Moncton",54,16,40,6,5,121,321
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 111","Moncton",45,50,45,5,3,148,328
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 112","Moncton",57,37,62,9,0,165,433
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 113","Moncton",72,48,39,14,1,174,476
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 114","Moncton",36,37,34,8,2,117,310
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 115","Moncton",63,43,29,14,1,150,368
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 116","Moncton",54,42,44,14,1,155,304
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 117","Moncton",73,78,66,8,1,226,452
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 118","Moncton",45,61,67,14,4,191,358
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 119","Moncton",40,64,57,9,0,170,326
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 120","Moncton",Void/Supprimé,,,,,,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 121","Moncton",48,133,96,10,1,288,499
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 122","Moncton",46,120,96,13,1,276,478
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 123","Moncton",40,72,49,11,1,173,296
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 123-1","Moncton",42,62,50,2,0,156,274
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124","Moncton",45,60,48,7,0,160,285
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 124-1","Moncton",8,68,52,31,0,159,231
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 125","Moncton",56,73,56,9,1,195,343
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 126","Moncton",57,46,35,6,0,144,307
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 127","Riverview",72,129,42,12,1,256,555
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 128","Riverview",54,66,25,10,1,156,323
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 128-1","Riverview",32,102,42,10,1,187,293
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 129","Riverview",58,86,30,13,1,188,335
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 130","Riverview",67,78,39,8,1,193,377
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 131","Riverview",47,82,40,10,0,179,289
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 132","Riverview",63,95,28,11,0,197,346
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 133","Riverview",91,142,53,13,4,303,576
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 134","Riverview",13,26,19,1,0,59,152
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 135","Riverview",45,122,50,10,3,230,468
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 136","Riverview",38,82,23,8,1,152,298
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 137","Riverview",25,81,36,9,3,154,265
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 138","Riverview",66,122,63,17,1,269,419
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 139","Riverview",62,81,45,8,2,198,354
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 140","Riverview",52,77,41,12,1,183,387
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 141","Riverview",77,140,61,17,1,296,502
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 142","Riverview",34,75,51,8,0,168,278
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 143","Riverview",52,100,43,10,0,205,382
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 144","Riverview",51,84,43,15,0,193,382
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 145","Riverview",67,113,45,13,0,238,397
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 146","Riverview",48,106,48,14,0,216,414
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 147","Dieppe",55,45,51,12,1,164,361
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 148A","Dieppe",69,42,61,5,0,177,365
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 148B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,12
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 149","Dieppe",32,17,37,0,0,86,225
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 150","Dieppe",46,36,36,4,2,124,267
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 151","Dieppe",76,74,99,7,2,258,489
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152A","Dieppe",61,44,48,7,1,161,320
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152B","Dieppe",47,55,71,4,3,180,318
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152C","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,71
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 152-1","Dieppe",77,48,112,9,1,247,418
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 153","Dieppe",84,60,122,12,3,281,484
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 154","Dieppe",81,51,71,5,1,209,352
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 155","Dieppe",40,28,52,2,1,123,221
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 155-1","Dieppe",83,63,54,5,0,205,412
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156","Dieppe",54,34,67,7,0,162,318
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 156-1","Dieppe",37,26,27,7,0,97,229
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 157","Dieppe",60,26,40,11,1,138,345
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 158","Dieppe",45,52,42,7,1,147,258
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 159","Dieppe",48,32,59,2,0,141,209
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 160","Dieppe",74,43,101,6,1,225,379
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161A","Dieppe",62,32,46,5,0,145,338
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161B","Dieppe",59,32,62,5,0,158,331
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 161-1","Dieppe",120,54,139,6,1,320,498
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162","Dieppe",115,54,109,10,3,291,553
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162-1A","Dieppe",108,67,87,10,3,275,439
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 162-1B","Dieppe",88,54,101,4,1,248,428
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163","Dieppe",84,44,119,8,0,255,452
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 163-1","Dieppe",65,42,81,1,0,189,399
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 164A","Dieppe",70,59,71,12,2,214,362
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 164B","Dieppe",52,44,84,5,0,185,329
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165A","Dieppe",93,70,95,9,0,267,473
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165B","Dieppe",87,70,98,2,0,257,478
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165-1","Dieppe",55,41,92,1,0,189,292
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 165-2","Dieppe",30,28,58,1,0,117,219
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166","Dieppe",113,57,71,10,4,255,477
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166-1A","Dieppe",41,76,59,5,4,185,340
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 166-1B","Dieppe",62,46,48,4,1,161,336
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 167","Dieppe",87,40,74,9,7,217,446
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 168","Dieppe",71,66,47,3,2,189,379
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 169","Dieppe",51,48,38,6,0,143,294
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 400","Moncton",33,199,57,9,5,303,402
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 401","Moncton",37,36,57,7,1,138,205
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 402","Riverview",7,36,25,2,0,70,90
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 500","Mobile poll/Bureau itinérant",15,43,37,2,3,100,156
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 501","Mobile poll/Bureau itinérant",23,60,37,4,1,125,177
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 502","Mobile poll/Bureau itinérant",14,23,69,2,0,108,120
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 503","Mobile poll/Bureau itinérant",19,40,62,7,0,128,106
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 504","Mobile poll/Bureau itinérant",14,15,40,4,0,73,44
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 505","Mobile poll/Bureau itinérant",7,44,30,4,0,85,182
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 506","Mobile poll/Bureau itinérant",16,40,66,1,1,124,159
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 507","Mobile poll/Bureau itinérant",23,47,79,5,0,154,195
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 508","Mobile poll/Bureau itinérant",10,35,22,4,3,74,102
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 600","Moncton",141,448,247,22,1,859,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 601","Moncton",127,244,195,14,1,581,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 602","Moncton",134,335,274,20,3,766,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 603","Moncton",99,109,237,24,3,472,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 604","Moncton",74,197,171,17,3,462,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 605","Moncton",143,299,303,20,5,770,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 606","Moncton",90,335,189,28,6,648,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 607","Moncton",154,281,274,39,4,752,
13007,"Moncton--Riverview--Dieppe/Moncton--Riverview--Dieppe"," 608","Riverview",85,319,135,25,3,567,
