Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude Bachand,Tarik Brahmi,Robert David,Jean Thouin,Pierre Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24064,"Saint-Jean/Saint-Jean"," 78","Saint-Jean-sur-Richelieu",46,103,14,15,6,3,187,331
24064,"Saint-Jean/Saint-Jean"," 79","Saint-Jean-sur-Richelieu",48,70,21,33,2,2,176,324
24064,"Saint-Jean/Saint-Jean"," 80","Saint-Jean-sur-Richelieu",65,126,14,20,7,7,239,510
24064,"Saint-Jean/Saint-Jean"," 81","Saint-Jean-sur-Richelieu",78,97,29,29,4,5,242,399
24064,"Saint-Jean/Saint-Jean"," 82","Saint-Jean-sur-Richelieu",38,75,22,20,2,2,159,362
24064,"Saint-Jean/Saint-Jean"," 83","Saint-Jean-sur-Richelieu",64,116,19,11,4,7,221,481
24064,"Saint-Jean/Saint-Jean"," 84","Saint-Jean-sur-Richelieu",26,44,2,10,3,2,87,293
24064,"Saint-Jean/Saint-Jean"," 85","Saint-Jean-sur-Richelieu",24,60,4,10,6,0,104,285
24064,"Saint-Jean/Saint-Jean"," 86","Saint-Jean-sur-Richelieu",35,54,5,16,2,3,115,323
24064,"Saint-Jean/Saint-Jean"," 87","Saint-Jean-sur-Richelieu",63,132,14,30,7,4,250,467
24064,"Saint-Jean/Saint-Jean"," 88","Saint-Jean-sur-Richelieu",53,71,11,26,3,1,165,283
24064,"Saint-Jean/Saint-Jean"," 88-1","Saint-Jean-sur-Richelieu",61,102,27,20,1,4,215,351
24064,"Saint-Jean/Saint-Jean"," 89","Saint-Jean-sur-Richelieu",14,24,11,13,1,0,63,130
24064,"Saint-Jean/Saint-Jean"," 90","Saint-Jean-sur-Richelieu",50,88,16,14,5,4,177,375
24064,"Saint-Jean/Saint-Jean"," 91","Saint-Jean-sur-Richelieu",43,66,11,13,4,2,139,363
24064,"Saint-Jean/Saint-Jean"," 92","Saint-Jean-sur-Richelieu",48,89,16,16,3,3,175,362
24064,"Saint-Jean/Saint-Jean"," 93","Saint-Jean-sur-Richelieu",38,72,7,14,1,0,132,332
24064,"Saint-Jean/Saint-Jean"," 94","Saint-Jean-sur-Richelieu",54,85,9,11,2,5,166,469
24064,"Saint-Jean/Saint-Jean"," 95","Saint-Jean-sur-Richelieu",65,80,16,30,4,2,197,373
24064,"Saint-Jean/Saint-Jean"," 96","Saint-Jean-sur-Richelieu",51,98,33,18,1,1,202,334
24064,"Saint-Jean/Saint-Jean"," 97","Saint-Jean-sur-Richelieu",68,117,17,21,1,4,228,397
24064,"Saint-Jean/Saint-Jean"," 98","Saint-Jean-sur-Richelieu",56,81,28,18,1,1,185,316
24064,"Saint-Jean/Saint-Jean"," 99","Saint-Jean-sur-Richelieu",45,97,15,16,2,3,178,287
24064,"Saint-Jean/Saint-Jean"," 100","Saint-Jean-sur-Richelieu",76,135,21,35,4,0,271,441
24064,"Saint-Jean/Saint-Jean"," 101","Saint-Jean-sur-Richelieu",67,97,25,13,10,2,214,357
24064,"Saint-Jean/Saint-Jean"," 102","Saint-Jean-sur-Richelieu",65,87,27,17,2,5,203,361
24064,"Saint-Jean/Saint-Jean"," 103","Saint-Jean-sur-Richelieu",103,109,16,21,10,4,263,503
24064,"Saint-Jean/Saint-Jean"," 104","Saint-Jean-sur-Richelieu",80,91,15,36,3,11,236,384
24064,"Saint-Jean/Saint-Jean"," 105","Saint-Jean-sur-Richelieu",48,108,18,19,3,3,199,361
24064,"Saint-Jean/Saint-Jean"," 106","Saint-Jean-sur-Richelieu",55,121,25,29,3,3,236,402
24064,"Saint-Jean/Saint-Jean"," 107","Saint-Jean-sur-Richelieu",45,98,23,33,4,2,205,369
24064,"Saint-Jean/Saint-Jean"," 108","Saint-Jean-sur-Richelieu",64,93,12,26,12,2,209,390
24064,"Saint-Jean/Saint-Jean"," 109","Saint-Jean-sur-Richelieu",54,60,5,10,7,5,141,431
24064,"Saint-Jean/Saint-Jean"," 110","Saint-Jean-sur-Richelieu",62,75,6,5,6,4,158,389
24064,"Saint-Jean/Saint-Jean"," 111","Saint-Jean-sur-Richelieu",43,90,11,11,6,0,161,358
24064,"Saint-Jean/Saint-Jean"," 112","Saint-Jean-sur-Richelieu",81,135,18,19,7,0,260,448
24064,"Saint-Jean/Saint-Jean"," 113","Saint-Jean-sur-Richelieu",50,85,6,14,6,2,163,275
24064,"Saint-Jean/Saint-Jean"," 114","Saint-Jean-sur-Richelieu",73,123,17,27,1,0,241,435
24064,"Saint-Jean/Saint-Jean"," 115","Saint-Jean-sur-Richelieu",65,140,16,21,2,3,247,369
24064,"Saint-Jean/Saint-Jean"," 115-1","Saint-Jean-sur-Richelieu",60,83,12,14,2,2,173,345
24064,"Saint-Jean/Saint-Jean"," 115-2","Saint-Jean-sur-Richelieu",44,122,9,17,3,6,201,350
24064,"Saint-Jean/Saint-Jean"," 116","Saint-Jean-sur-Richelieu",39,66,10,9,3,1,128,304
24064,"Saint-Jean/Saint-Jean"," 116-1","Saint-Jean-sur-Richelieu",32,80,8,10,9,0,139,377
24064,"Saint-Jean/Saint-Jean"," 117","Saint-Jean-sur-Richelieu",34,58,14,7,1,5,119,354
24064,"Saint-Jean/Saint-Jean"," 118","Saint-Jean-sur-Richelieu",62,64,5,9,3,3,146,421
24064,"Saint-Jean/Saint-Jean"," 119","Saint-Jean-sur-Richelieu",47,58,11,7,1,5,129,312
24064,"Saint-Jean/Saint-Jean"," 120","Saint-Jean-sur-Richelieu",27,37,8,3,5,6,86,231
24064,"Saint-Jean/Saint-Jean"," 121","Saint-Jean-sur-Richelieu",45,44,10,8,4,3,114,319
24064,"Saint-Jean/Saint-Jean"," 122","Saint-Jean-sur-Richelieu",67,78,11,12,7,5,180,495
24064,"Saint-Jean/Saint-Jean"," 123","Saint-Jean-sur-Richelieu",45,66,10,4,2,6,133,388
24064,"Saint-Jean/Saint-Jean"," 124","Saint-Jean-sur-Richelieu",39,64,17,16,6,3,145,309
24064,"Saint-Jean/Saint-Jean"," 125","Saint-Jean-sur-Richelieu",56,55,7,3,3,3,127,243
24064,"Saint-Jean/Saint-Jean"," 126","Saint-Jean-sur-Richelieu",62,72,13,26,2,3,178,368
24064,"Saint-Jean/Saint-Jean"," 127","Saint-Jean-sur-Richelieu",65,80,10,15,5,5,180,421
24064,"Saint-Jean/Saint-Jean"," 128","Saint-Jean-sur-Richelieu",35,50,10,14,1,5,115,296
24064,"Saint-Jean/Saint-Jean"," 129","Saint-Jean-sur-Richelieu",53,134,10,23,7,4,231,446
24064,"Saint-Jean/Saint-Jean"," 130","Saint-Jean-sur-Richelieu",44,69,8,23,10,7,161,372
24064,"Saint-Jean/Saint-Jean"," 131","Saint-Jean-sur-Richelieu",104,109,16,39,2,5,275,570
24064,"Saint-Jean/Saint-Jean"," 132","Saint-Jean-sur-Richelieu",54,50,7,12,8,3,134,349
24064,"Saint-Jean/Saint-Jean"," 133","Saint-Jean-sur-Richelieu",64,87,10,7,9,4,181,401
24064,"Saint-Jean/Saint-Jean"," 134","Saint-Jean-sur-Richelieu",79,86,15,14,7,1,202,543
24064,"Saint-Jean/Saint-Jean"," 135","Saint-Jean-sur-Richelieu",51,69,16,21,7,1,165,350
24064,"Saint-Jean/Saint-Jean"," 136","Saint-Jean-sur-Richelieu",49,71,8,10,0,4,142,291
24064,"Saint-Jean/Saint-Jean"," 137","Saint-Jean-sur-Richelieu",54,81,9,19,8,2,173,316
24064,"Saint-Jean/Saint-Jean"," 138","Saint-Jean-sur-Richelieu",78,103,19,21,6,5,232,409
24064,"Saint-Jean/Saint-Jean"," 139","Saint-Jean-sur-Richelieu",66,91,15,23,5,5,205,349
24064,"Saint-Jean/Saint-Jean"," 140","Saint-Jean-sur-Richelieu",55,76,9,14,9,5,168,362
24064,"Saint-Jean/Saint-Jean"," 141","Saint-Jean-sur-Richelieu",46,78,10,6,5,2,147,308
24064,"Saint-Jean/Saint-Jean"," 142","Saint-Jean-sur-Richelieu",41,73,16,15,8,0,153,312
24064,"Saint-Jean/Saint-Jean"," 143","Saint-Jean-sur-Richelieu",67,105,18,16,6,3,215,385
24064,"Saint-Jean/Saint-Jean"," 144","Saint-Jean-sur-Richelieu",41,86,10,14,4,1,156,261
24064,"Saint-Jean/Saint-Jean"," 144-1","Saint-Jean-sur-Richelieu",92,156,13,22,7,2,292,444
24064,"Saint-Jean/Saint-Jean"," 144-2","Saint-Jean-sur-Richelieu",78,152,23,34,5,4,296,488
24064,"Saint-Jean/Saint-Jean"," 145","Saint-Jean-sur-Richelieu",69,102,19,25,5,4,224,471
24064,"Saint-Jean/Saint-Jean"," 146","Saint-Jean-sur-Richelieu",63,118,18,24,4,6,233,460
24064,"Saint-Jean/Saint-Jean"," 147","Saint-Jean-sur-Richelieu",53,98,18,10,4,1,184,386
24064,"Saint-Jean/Saint-Jean"," 148","Saint-Jean-sur-Richelieu",76,109,21,22,4,6,238,427
24064,"Saint-Jean/Saint-Jean"," 149","Saint-Jean-sur-Richelieu",83,119,20,23,10,3,258,419
24064,"Saint-Jean/Saint-Jean"," 150","Saint-Jean-sur-Richelieu",79,79,16,12,3,6,195,387
24064,"Saint-Jean/Saint-Jean"," 151","Saint-Jean-sur-Richelieu",62,102,13,20,5,6,208,424
24064,"Saint-Jean/Saint-Jean"," 152","Saint-Jean-sur-Richelieu",76,124,25,18,8,3,254,442
24064,"Saint-Jean/Saint-Jean"," 153","Saint-Jean-sur-Richelieu",51,47,7,11,2,4,122,251
24064,"Saint-Jean/Saint-Jean"," 153-1","Saint-Jean-sur-Richelieu",66,97,17,29,5,4,218,414
24064,"Saint-Jean/Saint-Jean"," 154","Saint-Jean-sur-Richelieu",37,56,9,14,5,2,123,302
24064,"Saint-Jean/Saint-Jean"," 155","Iberville",63,99,17,19,3,5,206,383
24064,"Saint-Jean/Saint-Jean"," 156","Iberville",66,100,29,18,10,3,226,384
24064,"Saint-Jean/Saint-Jean"," 157","Iberville",74,132,23,29,9,4,271,450
24064,"Saint-Jean/Saint-Jean"," 158","Iberville",69,81,14,11,1,7,183,398
24064,"Saint-Jean/Saint-Jean"," 159","Iberville",38,62,9,10,5,2,126,296
24064,"Saint-Jean/Saint-Jean"," 160","Iberville",105,136,18,29,13,3,304,483
24064,"Saint-Jean/Saint-Jean"," 161","Iberville",43,65,6,15,4,6,139,273
24064,"Saint-Jean/Saint-Jean"," 162","Iberville",59,124,17,10,10,10,230,396
24064,"Saint-Jean/Saint-Jean"," 162-1","Iberville",46,54,7,13,4,2,126,213
24064,"Saint-Jean/Saint-Jean"," 163","Iberville",86,102,12,20,6,1,227,369
24064,"Saint-Jean/Saint-Jean"," 164","Iberville",75,106,24,18,4,1,228,467
24064,"Saint-Jean/Saint-Jean"," 165","Iberville",50,94,14,8,3,4,173,362
24064,"Saint-Jean/Saint-Jean"," 166","Iberville",58,54,10,10,2,10,144,384
24064,"Saint-Jean/Saint-Jean"," 167","Iberville",57,97,13,14,3,7,191,433
24064,"Saint-Jean/Saint-Jean"," 168","Iberville",55,84,17,7,3,2,168,425
24064,"Saint-Jean/Saint-Jean"," 169","Iberville",58,55,12,16,4,3,148,313
24064,"Saint-Jean/Saint-Jean"," 170","Iberville",64,81,21,8,6,1,181,345
24064,"Saint-Jean/Saint-Jean"," 171","Iberville",39,112,21,14,5,2,193,303
24064,"Saint-Jean/Saint-Jean"," 172","Iberville",117,177,21,44,7,11,377,572
24064,"Saint-Jean/Saint-Jean"," 173","Iberville",79,110,16,23,8,4,240,467
24064,"Saint-Jean/Saint-Jean"," 174","Saint-Blaise-sur-Richelieu",69,133,13,25,8,2,250,404
24064,"Saint-Jean/Saint-Jean"," 175","Saint-Blaise-sur-Richelieu",41,39,12,11,1,1,105,169
24064,"Saint-Jean/Saint-Jean"," 176","Saint-Blaise-sur-Richelieu",46,53,3,13,7,2,124,287
24064,"Saint-Jean/Saint-Jean"," 176-1","Saint-Blaise-sur-Richelieu",16,35,5,8,4,1,69,231
24064,"Saint-Jean/Saint-Jean"," 177","Saint-Blaise-sur-Richelieu",58,124,14,29,4,7,236,502
24064,"Saint-Jean/Saint-Jean"," 178","Saint-Paul-de-l'Île-aux-Noix",27,26,6,11,1,1,72,249
24064,"Saint-Jean/Saint-Jean"," 179","Saint-Paul-de-l'Île-aux-Noix",26,56,18,25,3,1,129,247
24064,"Saint-Jean/Saint-Jean"," 179-1","Saint-Paul-de-l'Île-aux-Noix",44,98,12,25,4,2,185,355
24064,"Saint-Jean/Saint-Jean"," 179-2","Saint-Paul-de-l'Île-aux-Noix",53,105,26,26,5,6,221,428
24064,"Saint-Jean/Saint-Jean"," 180","Saint-Paul-de-l'Île-aux-Noix",56,73,13,16,6,5,169,364
24064,"Saint-Jean/Saint-Jean"," 181","Saint-Valentin",37,79,26,33,8,2,185,370
24064,"Saint-Jean/Saint-Jean"," 182","Lacolle",47,88,23,26,6,4,194,369
24064,"Saint-Jean/Saint-Jean"," 183","Lacolle",80,91,21,44,10,5,251,491
24064,"Saint-Jean/Saint-Jean"," 184","Lacolle",53,82,31,25,2,2,195,416
24064,"Saint-Jean/Saint-Jean"," 185","Lacolle",39,91,17,18,8,5,178,340
24064,"Saint-Jean/Saint-Jean"," 186","Lacolle",29,76,21,40,6,0,172,466
24064,"Saint-Jean/Saint-Jean"," 400","Saint-Jean-sur-Richelieu",67,52,62,49,9,8,247,307
24064,"Saint-Jean/Saint-Jean"," 401","Saint-Jean-sur-Richelieu",39,50,29,23,0,5,146,178
24064,"Saint-Jean/Saint-Jean"," 402","Saint-Jean-sur-Richelieu",23,46,33,38,3,6,149,163
24064,"Saint-Jean/Saint-Jean"," 500","Mobile poll/Bureau itinérant",23,9,18,4,0,1,55,149
24064,"Saint-Jean/Saint-Jean"," 501","Mobile poll/Bureau itinérant",32,14,21,26,7,4,104,192
24064,"Saint-Jean/Saint-Jean"," 502","Mobile poll/Bureau itinérant",20,22,19,19,2,0,82,135
24064,"Saint-Jean/Saint-Jean"," 503","Mobile poll/Bureau itinérant",22,33,21,22,3,3,104,268
24064,"Saint-Jean/Saint-Jean"," 504","Mobile poll/Bureau itinérant",30,16,22,25,3,4,100,156
24064,"Saint-Jean/Saint-Jean"," 600","Saint-Luc",212,278,90,104,9,2,695,
24064,"Saint-Jean/Saint-Jean"," 601","Saint-Luc",281,411,105,106,19,7,929,
24064,"Saint-Jean/Saint-Jean"," 602","Saint-Jean-sur-Richelieu",262,312,90,107,18,6,795,
24064,"Saint-Jean/Saint-Jean"," 603","Mont-Saint-Grégoire--Sainte-Brigide-d'Iberville",130,159,54,47,17,6,413,
24064,"Saint-Jean/Saint-Jean"," 604","Sabrevois--Saint-Alexandre",57,75,20,24,7,1,184,
24064,"Saint-Jean/Saint-Jean"," 605","L'Acadie",110,154,58,38,6,4,370,
24064,"Saint-Jean/Saint-Jean"," 606","Saint-Jean-sur-Richelieu",115,187,50,47,5,3,407,
24064,"Saint-Jean/Saint-Jean"," 607","Saint-Jean-sur-Richelieu",160,201,50,58,11,11,491,
24064,"Saint-Jean/Saint-Jean"," 608","Saint-Jean-sur-Richelieu",196,239,49,76,10,8,578,
24064,"Saint-Jean/Saint-Jean"," 609","Saint-Jean-sur-Richelieu",169,229,58,55,15,5,531,
24064,"Saint-Jean/Saint-Jean"," 610","Saint-Jean-sur-Richelieu",218,290,72,85,10,9,684,
24064,"Saint-Jean/Saint-Jean"," 611","Lacolle",89,138,43,55,10,4,339,
24064,"Saint-Jean/Saint-Jean"," 612","Saint-Luc",183,279,73,76,11,8,630,
24064,"Saint-Jean/Saint-Jean"," 613","Saint-Luc",229,308,114,121,8,7,787,
24064,"Saint-Jean/Saint-Jean",,Group 1/Groupe 1,49,28,33,110,4,5,229,440
24064,"Saint-Jean/Saint-Jean",,Group 2/Groupe 2,397,167,109,103,17,11,804,
