Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Kelly Block,Lee Reaney,Vicki Strelioff,Nettie Wiebe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 36","Pike Lake",194,3,5,122,1,325,477
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 37","Saskatoon",130,10,7,145,1,293,687
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 38","Saskatoon",103,10,6,165,1,285,513
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 39","Saskatoon",81,7,3,131,0,222,466
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 40","Saskatoon",61,2,4,106,1,174,338
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 41","Saskatoon",58,0,2,66,0,126,280
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 42","Saskatoon",67,0,3,73,2,145,253
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 43","Saskatoon",88,3,5,121,0,217,450
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 44","Saskatoon",52,4,7,71,2,136,278
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 45","Saskatoon",69,6,2,100,0,177,464
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 46","Saskatoon",69,6,1,97,0,173,327
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 47","Saskatoon",55,7,5,100,2,169,330
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 48","Saskatoon",53,6,3,53,0,115,290
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 49","Saskatoon",67,0,4,75,1,147,246
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 50","Saskatoon",77,4,3,78,1,163,324
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 51","Saskatoon",66,5,2,74,0,147,271
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 52","Saskatoon",45,4,1,65,0,115,276
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 53","Saskatoon",73,3,2,75,0,153,334
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 54","Saskatoon",54,1,6,63,0,124,234
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 55","Saskatoon",60,4,2,115,0,181,345
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 56","Saskatoon",102,0,1,100,1,204,402
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 57","Saskatoon",113,6,7,93,0,219,389
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 58","Saskatoon",71,2,3,86,0,162,280
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 59","Saskatoon",54,1,4,42,0,101,223
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 60","Saskatoon",55,4,2,67,0,128,267
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 61","Saskatoon",54,3,4,62,0,123,227
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 62","Saskatoon",63,3,2,108,1,177,417
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 63","Saskatoon",34,5,1,64,0,104,268
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 64","Saskatoon",59,3,4,72,1,139,293
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 65","Saskatoon",67,4,5,91,2,169,430
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 66","Saskatoon",63,1,2,53,0,119,204
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 67","Saskatoon",73,5,5,63,1,147,254
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 68","Saskatoon",67,4,3,78,0,152,287
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 69","Saskatoon",45,9,6,80,0,140,284
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 70","Saskatoon",55,3,3,102,0,163,351
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 71","Saskatoon",73,4,1,83,2,163,318
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 72","Saskatoon",111,3,4,110,0,228,419
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 73","Saskatoon",77,8,7,73,3,168,264
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 74","Saskatoon",77,1,8,80,1,167,393
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 75","Saskatoon",65,2,8,124,1,200,394
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 76","Saskatoon",71,5,2,128,1,207,357
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 77","Saskatoon",68,4,6,120,0,198,375
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 78","Saskatoon",59,6,7,121,2,195,370
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 79","Saskatoon",78,4,1,142,1,226,436
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 80","Saskatoon",Void/Supprimé,,,,,,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 81","Saskatoon",78,2,4,114,1,199,329
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 82","Saskatoon",119,2,11,138,1,271,447
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 83","Saskatoon",80,5,3,77,1,166,331
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 84","Saskatoon",40,5,6,90,0,141,278
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 85","Saskatoon",67,4,7,127,0,205,330
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 86","Saskatoon",46,3,4,132,4,189,349
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 87","Saskatoon",67,4,0,80,0,151,261
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 88","Saskatoon",105,5,2,122,0,234,450
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 89","Saskatoon",23,1,2,53,0,79,196
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 90","Saskatoon",38,4,1,90,0,133,365
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 91","Saskatoon",62,3,2,83,1,151,376
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 92","Saskatoon",47,4,5,105,2,163,348
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 93","Saskatoon",41,1,1,107,0,150,315
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 94","Saskatoon",58,7,6,166,1,238,447
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 95","Saskatoon",174,6,9,157,0,346,659
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 96","Saskatoon",133,8,1,124,1,267,467
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 97","Saskatoon",132,4,10,135,1,282,487
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 98","Saskatoon",86,1,3,96,1,187,392
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 99","Saskatoon",62,4,4,73,1,144,311
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 100","Saskatoon",69,6,1,71,0,147,307
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 101","Saskatoon",104,2,5,115,0,226,466
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 102","Saskatoon",102,5,5,121,1,234,510
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 103","Saskatoon",54,4,5,91,0,154,354
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 104","Saskatoon",74,4,4,94,0,176,357
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 105","Saskatoon",117,1,5,120,1,244,499
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 106","Saskatoon",97,3,4,133,0,237,590
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 107","Saskatoon",101,8,5,101,2,217,461
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 108","Saskatoon",38,7,2,84,0,131,366
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 109","Saskatoon",114,6,7,133,2,262,523
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 110","Saskatoon",140,8,6,94,0,248,421
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 111","Saskatoon",151,5,15,104,0,275,424
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 112","Saskatoon",132,4,2,80,0,218,338
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 113","Saskatoon",140,5,6,128,2,281,468
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 114","Saskatoon",122,4,7,100,1,234,399
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 115","Saskatoon",81,2,2,69,1,155,278
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 116","Saskatoon",31,4,4,72,0,111,336
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 117","Saskatoon",31,5,1,81,2,120,320
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 118","Saskatoon",35,2,8,108,0,153,428
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 119","Saskatoon",38,2,1,89,0,130,288
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 120","Saskatoon",95,3,1,93,0,192,374
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 121","Saskatoon",95,4,4,80,3,186,382
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 122","Saskatoon",52,0,5,80,1,138,338
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 123","Saskatoon",30,2,4,86,3,125,333
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 124","Saskatoon",35,2,2,109,1,149,426
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 125","Saskatoon",42,2,3,104,2,153,372
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 126","Saskatoon",44,5,5,146,0,200,487
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 127","Saskatoon",41,4,4,138,0,187,426
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 128","Saskatoon",32,8,8,86,3,137,283
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 129","Saskatoon",78,7,3,119,1,208,373
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 130","Saskatoon",46,2,5,66,0,119,225
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 131","Saskatoon",32,7,3,79,2,123,309
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 132","Saskatoon",54,1,3,103,0,161,416
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 133","Saskatoon",72,2,5,116,0,195,441
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 134","Saskatoon",54,5,2,130,0,191,416
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 135","Saskatoon",66,3,8,101,2,180,352
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 136","Saskatoon",67,4,6,108,0,185,386
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 137","Saskatoon",53,1,1,105,0,160,333
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 138","Saskatoon",80,5,9,129,0,223,458
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 500","Mobile poll/Bureau itinérant",41,5,0,30,2,78,129
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 501","Mobile poll/Bureau itinérant",144,16,2,117,3,282,420
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 502","Mobile poll/Bureau itinérant",27,4,1,42,1,75,132
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 600","Biggar",320,10,3,166,3,502,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 601","Rosetown",385,10,2,81,2,480,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 602","Delisle",253,3,7,102,0,365,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 603","Confederation Park",406,14,10,262,0,692,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 604","Saskatoon",362,12,19,349,2,744,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 605","Saskatoon",486,12,10,253,0,761,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar"," 606","Saskatoon",157,10,9,164,0,340,
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar",,Group 1/Groupe 1,37,97,10,102,15,261,315
47010,"Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar",,Group 2/Groupe 2,426,21,13,491,17,968,
