Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eve Adams,Navdeep Bains,Jim Glavan,Benjamin Jonathon Ullysses Stone,Tim Sullivan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 33","Mississauga",81,57,32,7,0,0,177,363
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 34","Mississauga",83,53,31,2,0,2,171,324
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 35","Mississauga",67,33,30,9,0,1,140,312
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 36","Mississauga",133,53,26,3,0,0,215,453
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 37","Mississauga",119,85,42,10,1,0,257,572
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 38","Mississauga",113,69,59,5,0,0,246,537
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 39","Mississauga",90,66,30,9,2,0,197,410
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 40","Mississauga",71,33,43,4,0,2,153,308
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 41","Mississauga",97,60,38,2,0,4,201,444
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 42","Mississauga",82,58,34,1,1,2,178,341
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 43","Mississauga",82,51,23,1,0,0,157,334
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 44","Mississauga",82,48,22,4,1,4,161,260
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 45","Mississauga",76,34,13,2,0,0,125,309
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 46","Mississauga",146,50,61,10,0,5,272,606
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 47","Mississauga",60,46,56,7,2,0,171,471
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 48","Mississauga",117,52,38,5,2,0,214,355
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 49","Mississauga",154,95,50,8,1,2,310,523
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 50","Mississauga",105,45,20,12,2,1,185,394
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 51","Mississauga",118,64,17,4,0,0,203,444
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 52","Mississauga",54,39,16,1,0,1,111,261
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 53","Mississauga",68,49,43,2,0,1,163,365
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 54","Mississauga",116,72,38,5,1,2,234,440
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 55","Mississauga",104,34,42,7,0,2,189,370
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 55-1","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 56","Mississauga",126,65,30,4,1,2,228,455
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 57","Mississauga",102,93,56,9,0,2,262,503
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 58","Mississauga",138,88,46,10,1,0,283,441
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 59","Mississauga",65,38,35,8,2,2,150,339
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 60","Mississauga",71,69,45,3,0,2,190,380
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 61","Mississauga",136,65,38,3,1,4,247,506
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 62","Mississauga",151,63,17,3,1,1,236,371
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 63","Mississauga",118,38,35,5,0,3,199,351
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 64","Mississauga",65,42,58,8,0,0,173,428
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 65","Mississauga",102,40,68,5,2,0,217,411
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 66","Mississauga",31,41,32,2,0,2,108,233
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 67","Mississauga",56,30,48,0,0,0,134,348
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 68","Mississauga",74,31,37,2,1,1,146,311
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 69","Mississauga",127,57,44,3,1,3,235,465
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 70","Mississauga",84,49,40,1,0,1,175,430
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 71","Mississauga",136,85,43,5,0,1,270,512
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 72","Mississauga",135,73,36,0,0,1,245,552
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 73","Mississauga",73,45,29,1,0,0,148,370
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 74","Mississauga",100,53,28,2,1,0,184,404
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 75","Mississauga",108,102,57,4,0,2,273,656
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 76","Mississauga",127,81,44,3,1,1,257,500
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 77","Mississauga",90,59,33,2,1,1,186,404
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 78","Mississauga",118,72,27,1,1,0,219,457
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 79","Mississauga",108,90,38,7,0,3,246,547
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 80","Mississauga",82,48,24,6,0,0,160,310
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 81","Mississauga",91,58,15,3,0,1,168,316
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 82","Mississauga",74,55,37,2,0,0,168,322
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 83","Mississauga",66,66,31,4,0,1,168,404
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 84","Mississauga",96,89,58,6,0,2,251,539
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 84-1","Mississauga",62,38,34,3,0,0,137,282
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 85","Mississauga",85,53,34,5,1,3,181,423
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 85-1","Mississauga",119,106,70,10,1,0,306,604
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 86","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 87","Mississauga",65,76,31,2,1,1,176,484
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 88","Mississauga",99,61,45,3,3,0,211,475
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 89","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 90","Mississauga",78,33,41,1,0,3,156,381
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 91","Mississauga",52,23,29,6,0,1,111,276
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 92","Mississauga",129,72,63,5,0,0,269,532
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 93","Mississauga",46,49,28,2,0,1,126,292
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 94","Mississauga",142,70,47,6,1,1,267,546
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 95","Mississauga",130,67,43,3,0,2,245,531
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 96","Mississauga",157,78,61,4,2,0,302,606
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 97","Mississauga",77,55,24,0,0,0,156,316
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98","Mississauga",52,59,36,2,0,0,149,367
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 98-1","Mississauga",38,52,31,4,0,3,128,336
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 99","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 100","Mississauga",53,65,39,4,0,2,163,419
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 101","Mississauga",98,68,40,5,0,1,212,536
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 102","Mississauga",37,45,23,1,0,2,108,255
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 103","Mississauga",106,73,37,5,1,0,222,480
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 104","Mississauga",52,56,23,2,0,0,133,351
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 105","Mississauga",93,86,52,1,0,4,236,459
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 106","Mississauga",52,74,41,6,1,1,175,385
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 106-1","Mississauga",57,67,37,1,2,3,167,341
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 107A","Mississauga",80,96,55,3,0,1,235,488
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 107B","Mississauga",63,105,54,4,0,1,227,464
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 108","Mississauga",114,113,87,5,2,3,324,646
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 109","Mississauga",60,81,34,3,0,2,180,463
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 110","Mississauga",53,59,50,0,0,5,167,408
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 111","Mississauga",94,103,62,3,1,4,267,556
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 112","Mississauga",56,74,40,3,0,1,174,398
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 113","Mississauga",68,32,43,1,0,0,144,335
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 114","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 115","Mississauga",94,71,46,2,0,0,213,489
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 116","Mississauga",72,61,42,6,0,4,185,427
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 117","Mississauga",152,76,29,7,0,1,265,526
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 118","Mississauga",131,71,30,7,1,0,240,483
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 119","Mississauga",76,53,40,4,0,0,173,367
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 120","Mississauga",87,51,31,3,0,0,172,397
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 121","Mississauga",92,53,23,8,0,1,177,320
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 122","Mississauga",75,66,39,1,1,0,182,409
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 123","Mississauga",103,63,35,1,0,0,202,443
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 124","Mississauga",98,98,55,1,0,1,253,583
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 125","Mississauga",164,96,34,12,0,5,311,603
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 126","Mississauga",122,71,31,5,1,0,230,412
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 127","Mississauga",115,60,31,15,0,1,222,486
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 128","Mississauga",79,55,39,5,0,1,179,377
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 129","Mississauga",80,71,38,2,0,0,191,404
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 130","Mississauga",84,24,44,5,0,3,160,369
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 131","Mississauga",109,79,35,1,0,1,225,484
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 132","Mississauga",119,58,55,6,0,1,239,465
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 133","Mississauga",74,76,56,4,1,2,213,373
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 134","Mississauga",158,69,48,7,1,0,283,570
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 135","Mississauga",74,45,23,0,1,1,144,301
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 136","Mississauga",131,66,55,11,1,1,265,574
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 137","Mississauga",61,70,27,0,0,2,160,466
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 138","Mississauga",86,78,43,3,1,3,214,512
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 139","Mississauga",78,53,47,2,2,1,183,531
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 140","Mississauga",84,77,64,5,0,1,231,493
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 141","Mississauga",81,82,54,1,0,1,219,588
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 142","Mississauga",62,82,64,1,0,1,210,538
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 143","Mississauga",59,46,38,2,1,1,147,323
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 144","Mississauga",38,56,52,6,0,0,152,335
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 145","Mississauga",54,51,26,6,0,0,137,346
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 146","Mississauga",47,48,32,3,1,0,131,366
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 147","Mississauga",87,60,32,8,0,1,188,465
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 148","Mississauga",57,41,41,5,0,1,145,408
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 149","Mississauga",57,36,27,2,0,1,123,429
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 149-1","Mississauga",97,32,25,6,1,1,162,201
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 150","Mississauga",53,53,27,1,0,0,134,339
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 151","Mississauga",75,53,22,3,0,1,154,371
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 152","Mississauga",34,42,24,10,0,2,112,300
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 153","Mississauga",84,63,47,4,0,3,201,501
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 154","Mississauga",53,33,19,4,0,0,109,322
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 155","Mississauga",70,67,18,2,1,3,161,393
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 156","Mississauga",61,65,29,3,1,2,161,372
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 157","Mississauga",76,46,25,2,0,1,150,350
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 158","Mississauga",69,56,31,3,1,3,163,326
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 159","Mississauga",110,81,35,6,0,2,234,558
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 160","Mississauga",51,54,15,2,0,0,122,256
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 160-1","Mississauga",87,46,31,4,0,1,169,377
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 161","Mississauga",94,52,31,3,0,1,181,492
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 162","Mississauga",72,38,26,1,0,2,139,370
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 163","Mississauga",51,48,23,1,0,1,124,333
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 164","Mississauga",105,78,41,5,0,0,229,555
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 165","Mississauga",76,56,36,4,0,0,172,427
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 166","Mississauga",116,83,54,6,0,0,259,605
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 167","Mississauga",73,56,30,1,0,3,163,442
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 168","Mississauga",53,46,21,1,1,1,123,323
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 169","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 170","Mississauga",55,37,28,3,0,0,123,278
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 171","Mississauga",103,76,25,5,0,1,210,447
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 172","Mississauga",111,74,31,3,1,0,220,455
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 173","Mississauga",106,55,36,4,0,1,202,485
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 174","Mississauga",54,65,23,0,2,1,145,397
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 175","Mississauga",51,46,29,0,0,0,126,297
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 176","Mississauga",39,64,30,5,0,1,139,290
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 177","Mississauga",71,52,15,3,0,1,142,331
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 178","Mississauga",46,61,17,2,0,0,126,279
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 179","Mississauga",92,60,71,8,1,3,235,501
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 180","Mississauga",72,61,47,2,0,3,185,406
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 181","Mississauga",90,69,40,5,0,1,205,448
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 182","Mississauga",86,68,26,2,1,0,183,421
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 183","Mississauga",87,102,44,4,1,0,238,567
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 184","Mississauga",120,77,39,4,1,1,242,529
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 185","Mississauga",89,63,31,6,2,2,193,456
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 186","Mississauga",129,69,37,6,0,0,241,538
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 187","Mississauga",98,60,29,3,0,2,192,443
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 188","Mississauga",50,43,19,1,0,0,113,214
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 189","Mississauga",103,43,33,7,0,0,186,425
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 190","Mississauga",60,58,40,3,0,0,161,390
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 191","Mississauga",136,66,45,0,0,2,249,558
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 192","Mississauga",100,77,62,4,1,1,245,523
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 193","Mississauga",51,60,45,0,1,1,158,431
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 194","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 195","Mississauga",97,77,57,3,0,9,243,639
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 196","Mississauga",67,38,26,8,0,2,141,373
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 197","Mississauga",72,42,24,5,0,0,143,327
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 198","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 199","Mississauga",88,68,51,7,1,0,215,524
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 200","Mississauga",101,74,61,2,2,1,241,494
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 201","Mississauga",Void/Supprimé,,,,,,,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 202","Mississauga",86,81,33,7,2,1,210,398
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 203","Mississauga",114,89,36,10,0,0,249,474
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 204","Mississauga",70,44,37,2,0,2,155,360
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 205","Mississauga",81,82,63,3,0,0,229,494
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 206","Mississauga",70,65,27,3,0,0,165,367
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 207","Mississauga",80,78,46,2,1,3,210,402
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 208","Mississauga",50,58,28,0,0,0,136,317
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 209","Mississauga",82,108,33,8,1,2,234,592
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 210","Mississauga",87,110,40,4,0,0,241,554
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 211","Mississauga",88,80,44,3,1,3,219,562
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 400","Brampton",60,56,37,3,0,2,158,413
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 401","Brampton",44,35,16,0,0,2,97,236
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 402","Mississauga",67,46,27,2,1,0,143,276
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 402-1","Mississauga",74,29,28,1,0,2,134,246
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 403","Mississauga",64,53,20,2,0,0,139,293
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 403-1","Mississauga",42,36,22,1,0,0,101,202
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 404","Mississauga",53,51,38,4,0,3,149,344
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 404-1","Mississauga",41,43,19,4,0,1,108,227
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 405","Mississauga",92,36,34,3,0,1,166,307
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 405-1","Mississauga",74,48,44,1,0,0,167,245
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 406","Mississauga",98,51,38,6,0,0,193,365
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 407","Mississauga",40,29,30,3,0,0,102,168
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 408","Mississauga",38,33,32,2,1,0,106,224
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 408-1","Mississauga",20,34,23,3,1,0,81,199
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 409","Mississauga",67,54,47,1,0,0,169,322
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 410","Mississauga",54,45,22,3,2,0,126,240
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 410-1","Mississauga",21,31,25,4,1,0,82,198
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 411","Mississauga",Void/Supprimé,,,,,,,
