Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Blaney,Sacha Dougé,Danielle-Maude Gosselin,Francis Laforesterie,Nicole Laliberté,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 149","Saint-Charles-de-Bellechasse",117,3,31,11,66,7,235,362
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 150","Saint-Raphaël",88,4,23,6,51,3,175,386
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 151","Saint-Raphaël",116,1,13,9,64,1,204,361
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 152","Saint-Raphaël",70,2,12,7,38,0,129,310
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 153","Saint-Raphaël",90,3,4,8,39,2,146,312
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 154","Saint-Raphaël",100,3,18,8,71,2,202,456
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 155","Saint-Gervais",102,1,14,2,46,2,167,292
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 156","Saint-Gervais",160,3,35,14,72,3,287,502
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 157","Saint-Gervais",132,2,11,12,47,5,209,374
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 158","Saint-Gervais",145,1,10,14,43,0,213,357
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 159","Saint-Nérée",97,1,20,3,37,4,162,279
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 160","Saint-Nérée",100,1,24,3,50,3,181,325
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 161","Armagh",67,3,15,3,51,6,145,236
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 162","Armagh",129,1,22,10,41,7,210,362
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 163","Armagh",99,2,19,8,42,2,172,278
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 164","Armagh",108,9,17,8,58,2,202,320
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 165","Saint-Anselme",126,2,22,7,74,4,235,381
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 166","Saint-Anselme",114,2,31,5,57,3,212,344
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 167","Saint-Anselme",135,1,26,7,41,3,213,355
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 168","Saint-Anselme",106,3,18,8,44,2,181,324
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 169","Saint-Anselme",194,2,21,16,59,8,300,430
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 170","Saint-Anselme",114,1,13,7,56,5,196,358
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 171","Saint-Anselme",184,3,16,8,72,2,285,445
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 172","Honfleur",128,1,8,7,60,5,209,317
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 173","Honfleur",102,2,16,11,46,1,178,302
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 174A","Sainte-Claire",83,2,15,7,47,1,155,312
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 174B","Mobile poll/Bureau itinérant",Merged with No. 513/Fusionné avec le nº 513,,,,,,,13
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 175","Sainte-Claire",133,3,20,13,66,2,237,429
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 176","Sainte-Claire",119,5,19,14,78,3,238,382
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 177","Sainte-Claire",95,1,16,5,56,2,175,300
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 178","Sainte-Claire",94,3,20,6,72,2,197,398
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 179","Sainte-Claire",123,3,23,4,50,5,208,343
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 180A","Sainte-Claire",108,2,33,3,52,3,201,337
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 180B","Mobile poll/Bureau itinérant",Merged with No. 513/Fusionné avec le nº 513,,,,,,,45
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 181","Saint-Lazare",114,4,16,6,23,4,167,280
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 182","Saint-Lazare",102,2,26,10,45,3,188,307
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 183","Saint-Lazare",162,4,26,5,52,1,250,355
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 184","Saint-Damien-de-Buckland",116,0,12,5,49,3,185,312
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 185","Saint-Damien-de-Buckland",64,5,11,3,43,1,127,263
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 186","Saint-Damien-de-Buckland",119,4,12,7,43,1,186,332
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 187","Saint-Damien-de-Buckland",79,2,18,4,59,2,164,306
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 188","Saint-Damien-de-Buckland",70,0,8,1,25,3,107,218
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 189","Buckland",115,4,20,12,58,2,211,371
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 190","Buckland",120,0,10,10,48,0,188,284
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 191","Saint-Philémon",149,0,25,9,47,5,235,365
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 192","Saint-Philémon",86,0,28,8,41,2,165,268
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 193","Saint-Magloire",112,3,24,19,55,3,216,325
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 194","Saint-Magloire",75,3,27,11,41,3,160,270
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 195","Sainte-Sabine",99,4,33,13,79,4,232,352
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 196","Saint-Luc-de-Bellechasse",122,3,36,8,63,2,234,388
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 197","Saint-Nazaire-de-Dorchester",100,1,28,8,54,3,194,298
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 198A","Saint-Malachie",92,4,18,12,37,4,167,308
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 198B","Mobile poll/Bureau itinérant",Merged with No. 513/Fusionné avec le nº 513,,,,,,,32
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 199","Saint-Malachie",98,1,9,5,53,3,169,281
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 200A","Saint-Malachie",80,0,23,10,53,3,169,280
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 200B","Saint-Malachie",92,4,9,2,51,4,162,266
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 201","Saint-Léon-de-Standon",81,2,12,9,41,1,146,258
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 202","Saint-Léon-de-Standon",96,2,15,11,49,1,174,310
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 203","Saint-Léon-de-Standon",119,2,27,6,62,0,216,373
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 204","Saint-Camille-de-Lellis",96,2,16,17,33,6,170,315
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 205","Saint-Camille-de-Lellis",107,1,12,9,79,2,210,394
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 206","Saint-Cyprien",132,4,13,15,81,4,249,476
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 207","Sainte-Justine",91,2,30,6,58,0,187,322
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 208","Sainte-Justine",114,2,15,12,32,4,179,301
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 209","Sainte-Justine",177,6,27,12,63,0,285,405
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 210","Sainte-Justine",163,1,11,12,56,10,253,396
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 211","Lac-Etchemin",60,2,7,2,43,1,115,270
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 212","Lac-Etchemin",103,2,18,5,42,3,173,357
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 213","Lac-Etchemin",89,1,13,7,54,4,168,384
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 214","Lac-Etchemin",82,2,10,8,38,4,144,275
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 215","Lac-Etchemin",65,4,17,8,35,0,129,290
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 216","Lac-Etchemin",76,1,18,8,48,1,152,327
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 217","Lac-Etchemin",58,3,11,1,23,1,97,225
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 218","Lac-Etchemin",106,1,11,4,49,0,171,292
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 219A","Lac-Etchemin",55,0,10,5,34,0,104,220
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 219B","Lac-Etchemin",60,0,10,5,32,2,109,229
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 219-1","Lac-Etchemin",70,0,14,7,45,1,137,304
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 220","Sainte-Rose-de-Watford",63,2,9,10,54,2,140,261
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 221","Sainte-Rose-de-Watford",99,1,5,7,53,1,166,342
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 222","Saint-Louis-de-Gonzague",78,6,18,17,55,3,177,323
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 400","Lévis",63,3,19,37,25,0,147,177
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 401","Lévis",94,1,31,29,63,2,220,256
