Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Carmichael,Tony Clement,Glen Hodgson,Albert Gray Smith,Cindy Waters,Wendy Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 18","South River",2,88,7,0,12,50,0,159,350
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 19","South River",2,77,5,0,6,32,0,122,221
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 20","Joly",0,78,7,0,19,37,0,141,266
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 21","Strong",0,96,10,0,7,44,0,157,303
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 22","Sundridge",1,110,15,0,14,55,0,195,433
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 23","Sundridge",1,60,8,1,7,31,1,109,232
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 24","Sundridge",1,65,1,0,8,30,2,107,225
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 25","Strong",1,108,16,0,12,49,0,186,298
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 26","Strong",0,160,18,0,16,58,2,254,440
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 27","Chapman",1,64,7,1,9,34,0,116,220
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 28","McMurrich/Monteith",0,55,2,0,5,24,0,86,163
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 29","Ryerson",1,135,10,1,12,65,0,224,419
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 30","Armour",0,99,12,0,16,40,0,167,303
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 31","Burk's Falls",1,92,26,0,17,66,1,203,463
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 32","Burk's Falls",1,95,17,0,14,65,0,192,438
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 33","Armour",0,78,9,0,10,38,1,136,311
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 34","Armour",1,113,21,0,23,77,0,235,430
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 35","Kearney",1,85,8,0,13,52,0,159,281
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 36","Perry",2,162,23,0,16,66,0,269,468
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 37","McMurrich/Monteith",1,114,25,0,18,86,0,244,511
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 38","Scotia",1,105,12,0,17,62,1,198,362
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 39","Novar",0,89,13,0,7,25,0,134,226
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 39-1","Perry",1,124,15,0,14,40,0,194,346
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 40","Novar",0,143,15,0,23,56,0,237,393
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 41A","Sand Lake",1,79,12,0,15,57,0,164,287
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 41B","Sand Lake",0,95,8,0,19,42,2,166,286
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 42","Carling",0,143,28,2,20,67,2,262,458
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 43","Carling",1,166,29,0,23,73,0,292,496
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 44","McDougall",0,168,40,0,26,50,0,284,458
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 45","McDougall",3,122,16,0,18,62,1,222,447
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 46","McDougall",0,116,19,0,9,29,1,174,285
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 47","McDougall",3,153,24,0,14,65,0,259,460
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 48","McDougall",0,82,8,0,12,24,0,126,190
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 49","Waubamik",1,103,12,0,9,58,2,185,336
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 50","McKellar",3,149,19,0,18,59,0,248,352
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 51","McKellar",0,204,20,1,26,52,0,303,504
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 52","Parry Sound",2,87,20,1,13,34,1,158,386
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 53","Parry Sound",0,99,20,0,15,30,0,164,360
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 54","Parry Sound",0,71,22,0,11,52,0,156,328
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 55","Parry Sound",1,96,23,1,14,50,2,187,396
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 56","Parry Sound",1,113,26,0,18,78,1,237,493
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 57","Parry Sound",0,55,17,0,10,25,0,107,279
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 58","Parry Sound",0,73,13,0,21,41,0,148,276
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 59","Parry Sound",1,86,11,1,19,58,1,177,434
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 60","Parry Sound",0,81,21,1,12,49,0,164,362
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 61","Parry Sound",1,92,40,0,29,78,0,240,479
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 62","Parry Sound",0,75,21,0,14,40,0,150,362
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 63","Parry Sound",0,57,17,0,11,44,0,129,324
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 64","Parry Sound",0,56,11,0,10,50,0,127,369
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 65","The Archipelago",1,39,1,0,6,2,0,49,142
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 66","Parry Island",2,16,12,0,6,87,0,123,261
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 67","Seguin",1,101,20,0,18,59,0,199,408
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 68","Seguin",0,113,26,0,19,63,0,221,423
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 69","Seguin",1,125,21,0,18,53,1,219,409
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 70","Christie",0,189,27,0,33,91,2,342,496
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 71","Seguin",1,168,37,1,10,62,0,279,432
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 72","Seguin",0,95,13,0,20,46,1,175,261
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 73","Rosseau",1,203,27,0,33,56,1,321,509
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 74","Hekkla",0,47,14,1,5,33,1,101,166
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 75","Aspdin",1,66,12,0,26,72,1,178,417
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 76","Aspdin",0,129,18,0,29,52,2,230,427
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 77","Huntsville",0,54,27,0,10,41,2,134,304
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 78","Huntsville",1,91,16,1,16,58,0,183,386
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 78-1","Huntsville",1,59,11,0,8,34,2,115,306
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 79","Huntsville",0,145,43,1,26,77,0,292,563
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 80","Huntsville",1,151,19,0,14,60,1,246,485
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 81","Huntsville",2,97,24,0,18,63,0,204,365
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 82","Huntsville",0,91,19,0,19,39,1,169,268
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 83","Huntsville",1,77,8,0,22,41,2,151,359
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 84","Huntsville",1,134,20,0,17,60,0,232,501
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 85","Huntsville",4,97,9,1,24,55,0,190,420
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 85-1","Huntsville",1,113,19,0,18,38,0,189,418
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 86","Huntsville",0,102,19,0,34,52,0,207,428
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 87A","Hillside",2,76,20,0,22,48,0,168,285
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 87B","Hillside",1,69,8,0,14,43,3,138,234
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 88","Huntsville",0,114,14,0,14,51,1,194,510
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 89","Huntsville",1,55,16,0,9,36,0,117,254
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 90","Huntsville",3,80,8,0,7,41,0,139,339
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 91","Huntsville",1,102,25,1,32,52,2,215,451
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 92","Huntsville",1,67,15,1,15,35,0,134,364
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 93","Huntsville",3,129,40,0,20,65,2,259,497
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 94","Huntsville",0,61,6,1,20,29,0,117,272
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 95","Huntsville",0,57,10,1,14,31,0,113,312
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 96","Huntsville",0,83,11,1,16,23,0,134,300
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 97","Ullswater",0,133,26,0,20,79,0,258,366
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 98A","Windermere",0,140,19,0,16,26,2,203,333
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 98B","Windermere",0,114,18,0,27,59,1,219,327
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 98-1","Muskoka Lakes",Void/Supprimé,,,,,,,,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 99","Huntsville",1,149,16,0,28,77,0,271,495
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 100","Huntsville",0,135,28,0,15,90,0,268,490
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 101","Huntsville",0,99,13,0,33,43,1,189,290
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 101-1","Huntsville",2,101,17,0,20,44,0,184,304
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 102","Huntsville",0,106,19,0,26,58,1,210,409
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 102-1","Huntsville",0,124,24,1,35,66,0,250,411
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 103","Huntsville",0,109,20,1,27,41,0,198,326
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 104","Huntsville",1,91,22,1,15,51,0,181,408
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 104-1","Huntsville",0,69,5,0,7,22,0,103,225
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 105","Huntsville",0,88,10,0,25,54,0,177,375
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 106","Huntsville",0,72,7,0,23,48,1,151,310
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 107","Huntsville",0,73,6,0,16,27,0,122,273
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 108","Huntsville",0,118,12,0,26,35,0,191,388
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 109","Huntsville",0,125,16,0,17,50,0,208,424
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 109-1","Huntsville",Void/Supprimé,,,,,,,,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 110","Dwight",3,106,15,0,13,41,1,179,332
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 111","Lake of Bays",0,79,6,0,19,25,0,129,210
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 112","Lake of Bays",1,111,17,1,15,34,0,179,295
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 113","MacTier",1,90,12,0,12,26,0,141,411
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 114","Moose Point 79",0,29,5,0,13,13,0,60,134
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 115","MacTier",0,103,13,0,18,30,0,164,469
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 116","Minett",2,97,9,0,15,32,0,155,255
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 117","Port Carling",1,158,39,0,34,68,1,301,469
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 117-1","Muskoka Lakes",Void/Supprimé,,,,,,,,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 118","Port Carling",0,127,14,1,15,31,0,188,341
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 118-1","Muskoka Lakes",1,130,12,0,12,39,1,195,371
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 119","Bala",0,79,11,0,19,23,0,132,239
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 120","Wahta Mohawk Territory",0,14,4,0,10,13,0,41,109
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 121","Baxter",2,140,4,0,19,26,1,192,322
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 121-1","Georgian Bay",1,98,2,0,19,17,0,137,229
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 122","Baxter",4,186,10,0,23,49,1,273,489
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 123","Honey Harbour",0,100,12,0,28,42,1,183,300
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 124","Gravenhurst",1,90,8,0,23,46,0,168,315
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 125","Gravenhurst",1,92,10,0,17,47,0,167,424
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 126","Gravenhurst",4,88,17,1,18,62,1,191,466
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 127","Gravenhurst",1,74,10,0,21,46,0,152,359
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 128","Gravenhurst",1,77,10,1,29,53,3,174,412
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 129A","Gravenhurst",2,58,10,1,9,49,0,129,371
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 129B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,27
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 130","Gravenhurst",0,51,11,0,18,63,0,143,335
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 131","Bala",0,139,20,0,28,69,1,257,421
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 131-1","Muskoka Lakes",0,48,3,0,12,12,0,75,123
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 132","Bala",0,119,11,0,18,53,0,201,303
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 133","Walkers Point",0,90,18,0,16,21,0,145,228
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 134","Gravenhurst",0,93,16,0,14,41,0,164,379
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 134-1","Gravenhurst",2,142,7,0,14,41,3,209,393
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 135","Gravenhurst",0,121,6,0,16,40,0,183,355
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 136","Gravenhurst",0,89,9,0,15,47,0,160,318
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 137","Gravenhurst",2,109,13,1,15,58,0,198,371
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 137-1","Gravenhurst",0,73,7,0,7,43,0,130,299
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 138","Gravenhurst",0,90,17,0,15,68,0,190,501
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 139","Gravenhurst",1,144,12,0,50,40,1,248,513
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 140","Gravenhurst",1,68,10,0,13,27,1,120,233
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 141","Southwood",0,58,3,0,11,16,0,88,241
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 142","Gravenhurst",1,153,22,0,27,58,0,261,477
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 143","Gravenhurst",1,61,10,0,3,32,0,107,271
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 144","Gravenhurst",1,104,16,0,22,55,0,198,400
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 145A","Gravenhurst",0,79,10,0,10,25,1,125,283
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 145B","Gravenhurst",0,90,14,0,12,43,0,159,298
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 145-1","Gravenhurst",Void/Supprimé,,,,,,,,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 146","Gravenhurst",0,155,21,0,25,60,0,261,430
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 147","Bracebridge",1,96,16,0,32,68,0,213,519
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 148","Bracebridge",0,92,29,1,27,65,0,214,429
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 149","Bracebridge",4,85,24,1,35,40,0,189,431
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 150","Bracebridge",1,98,19,0,23,83,0,224,460
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 151","Bracebridge",1,99,27,0,32,64,0,223,438
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 152","Bracebridge",2,87,27,1,37,82,2,238,509
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 153","Bracebridge",1,131,12,0,19,39,0,202,432
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 153-1","Bracebridge",0,31,6,0,8,23,0,68,168
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 154","Beaumaris",1,164,24,0,37,67,1,294,454
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 155","Muskoka Lakes",1,94,20,0,15,58,3,191,341
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 156","Bracebridge",0,100,5,0,14,44,0,163,342
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 156-1","Bracebridge",1,81,19,0,13,51,2,167,310
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 157","Bracebridge",1,107,19,0,24,90,0,241,497
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 158","Baysville",0,144,30,1,37,65,0,277,454
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 159","Dorset",1,87,18,0,27,43,2,178,294
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 160","Baysville",0,166,28,0,50,65,0,309,426
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 161","Bracebridge",1,101,15,0,21,67,0,205,465
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 161-1","Bracebridge",0,113,22,1,25,53,0,214,446
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 162","Bracebridge",0,89,13,0,34,42,0,178,387
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 163A","Bracebridge",0,75,10,0,25,36,0,146,293
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 163B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,,154
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 164A","Bracebridge",3,78,9,0,21,40,0,151,287
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 164B","Bracebridge",0,91,10,0,12,25,0,138,284
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 165","Bracebridge",2,131,29,0,29,53,1,245,444
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 166","Bracebridge",1,76,17,0,15,38,0,147,284
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 167","Muskoka Lakes",Void/Supprimé,,,,,,,,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 168","Bracebridge",0,98,20,0,37,36,0,191,367
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169","Bracebridge",1,160,13,0,29,73,0,276,472
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169-1","Bracebridge",0,129,22,0,33,51,0,235,421
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 170","Bracebridge",1,60,11,0,16,36,0,124,294
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 171","Bracebridge",0,80,13,0,20,30,0,143,287
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 172","Bracebridge",1,133,26,0,43,59,1,263,462
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 173","Bracebridge",0,118,24,0,36,42,0,220,451
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 174","Bracebridge",0,69,9,1,18,46,0,143,278
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 174-1","Bracebridge",1,150,11,0,19,41,0,222,465
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 175","Bracebridge",0,111,38,1,24,78,1,253,471
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 176","Bracebridge",1,113,18,0,31,69,0,232,414
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 500","Mobile poll/Bureau itinérant",2,70,5,0,19,23,2,121,225
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 501","Mobile poll/Bureau itinérant",0,28,6,1,9,18,1,63,156
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 502","Mobile poll/Bureau itinérant",0,49,1,0,17,17,3,87,134
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 503","Mobile poll/Bureau itinérant",1,52,2,0,16,9,0,80,233
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 504","Mobile poll/Bureau itinérant",1,24,5,0,7,2,0,39,96
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 505","Mobile poll/Bureau itinérant",0,41,2,0,14,10,1,68,142
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 506","Mobile poll/Bureau itinérant",1,25,2,1,6,10,2,47,12
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 600","Britt",0,39,1,0,13,22,0,75,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 601","Port Loring",0,10,1,0,0,5,0,16,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 602","Sundridge--South River",2,318,35,1,48,92,1,497,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 603","Burk's Falls",0,314,51,1,72,118,2,558,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 604","Parry Sound",0,239,35,1,53,72,0,400,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 605","Parry Sound",0,355,71,0,100,133,3,662,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 606","Parry Sound",1,194,32,0,44,65,1,337,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 607","Huntsville",2,408,61,1,84,100,1,657,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 608","Huntsville",1,469,47,1,132,137,1,788,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 609","Huntsville",1,400,53,0,91,98,0,643,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 610","MacTier",0,243,21,0,57,40,0,361,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 611","Gravenhurst",1,275,26,3,84,96,0,485,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 612","Gravenhurst",2,312,33,2,83,88,0,520,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 613","Bracebridge",1,302,41,3,114,97,5,563,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 614","Bracebridge",4,448,52,0,137,124,2,767,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 615","Bracebridge",2,376,59,0,129,98,0,664,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 616","Gravenhurst",1,300,26,0,75,75,0,477,
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka",,Group 1/Groupe 1,1,68,11,0,47,19,3,149,232
35069,"Parry Sound--Muskoka/Parry Sound--Muskoka",,Group 2/Groupe 2,1,649,75,0,195,148,17,1085,
