Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Kent,Norbert Koehl,Karen Mock,Simon Strelchik,Liz White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35089,"Thornhill/Thornhill"," 110","Vaughan",126,2,14,15,0,0,157,317
35089,"Thornhill/Thornhill"," 111","Vaughan",110,6,40,25,2,0,183,337
35089,"Thornhill/Thornhill"," 112","Vaughan",251,2,25,15,0,1,294,436
35089,"Thornhill/Thornhill"," 113","Vaughan",182,3,31,23,0,0,239,466
35089,"Thornhill/Thornhill"," 114","Vaughan",96,0,5,5,0,0,106,245
35089,"Thornhill/Thornhill"," 115","Vaughan",146,1,24,9,0,0,180,441
35089,"Thornhill/Thornhill"," 116","Vaughan",186,1,11,2,2,2,204,412
35089,"Thornhill/Thornhill"," 117","Vaughan",237,6,18,15,2,0,278,488
35089,"Thornhill/Thornhill"," 118A","Vaughan",97,0,18,10,0,0,125,278
35089,"Thornhill/Thornhill"," 118B","Vaughan",104,0,7,14,0,1,126,270
35089,"Thornhill/Thornhill"," 119","Vaughan",83,2,46,16,0,1,148,419
35089,"Thornhill/Thornhill"," 119-1","Vaughan",117,3,30,38,0,1,189,329
35089,"Thornhill/Thornhill"," 120","Vaughan",61,3,21,6,0,0,91,187
35089,"Thornhill/Thornhill"," 121","Vaughan",100,6,63,46,0,0,215,437
35089,"Thornhill/Thornhill"," 122","Vaughan",144,13,76,39,0,0,272,551
35089,"Thornhill/Thornhill"," 123","Vaughan",78,2,26,26,0,1,133,304
35089,"Thornhill/Thornhill"," 124","Markham",57,12,26,15,0,1,111,253
35089,"Thornhill/Thornhill"," 125","Markham",83,11,67,14,1,2,178,337
35089,"Thornhill/Thornhill"," 126","Markham",114,5,58,29,1,1,208,412
35089,"Thornhill/Thornhill"," 127","Markham",127,9,64,36,2,0,238,428
35089,"Thornhill/Thornhill"," 128","Markham",95,12,56,28,0,3,194,281
35089,"Thornhill/Thornhill"," 129","Markham",106,10,75,40,0,1,232,517
35089,"Thornhill/Thornhill"," 130","Markham",62,3,19,38,0,0,122,352
35089,"Thornhill/Thornhill"," 131","Markham",121,7,62,22,1,1,214,299
35089,"Thornhill/Thornhill"," 132","Markham",86,34,48,34,0,1,203,361
35089,"Thornhill/Thornhill"," 133","Markham",116,14,78,20,0,2,230,372
35089,"Thornhill/Thornhill"," 134","Markham",100,10,55,37,0,3,205,385
35089,"Thornhill/Thornhill"," 135","Markham",94,21,73,37,1,2,228,432
35089,"Thornhill/Thornhill"," 136","Markham",98,13,72,8,0,0,191,349
35089,"Thornhill/Thornhill"," 137","Markham",105,20,73,28,0,0,226,514
35089,"Thornhill/Thornhill"," 138","Markham",72,8,55,24,0,0,159,414
35089,"Thornhill/Thornhill"," 139","Markham",80,6,48,26,1,1,162,392
35089,"Thornhill/Thornhill"," 140A","Markham",58,14,57,17,0,0,146,266
35089,"Thornhill/Thornhill"," 140B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,42
35089,"Thornhill/Thornhill"," 141","Markham",143,7,42,5,0,0,197,396
35089,"Thornhill/Thornhill"," 142A","Markham",56,11,29,24,2,0,122,282
35089,"Thornhill/Thornhill"," 142B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,142
35089,"Thornhill/Thornhill"," 143","Markham",33,4,12,19,1,0,69,296
35089,"Thornhill/Thornhill"," 143-1","Markham",32,3,12,11,0,0,58,189
35089,"Thornhill/Thornhill"," 144","Markham",61,4,32,22,2,1,122,456
35089,"Thornhill/Thornhill"," 145","Markham",46,2,27,21,0,0,96,262
35089,"Thornhill/Thornhill"," 145-1","Markham",55,0,29,25,0,1,110,382
35089,"Thornhill/Thornhill"," 145-2","Markham",62,3,24,45,0,3,137,566
35089,"Thornhill/Thornhill"," 146","Markham",145,9,77,47,3,4,285,556
35089,"Thornhill/Thornhill"," 147","Markham",116,4,102,45,2,2,271,543
35089,"Thornhill/Thornhill"," 148A","Markham",92,1,29,26,2,1,151,285
35089,"Thornhill/Thornhill"," 148B","Markham",77,0,36,9,0,2,124,263
35089,"Thornhill/Thornhill"," 149","Markham",128,8,44,20,1,0,201,450
35089,"Thornhill/Thornhill"," 150","Markham",126,2,45,20,0,1,194,431
35089,"Thornhill/Thornhill"," 151","Markham",62,3,27,6,0,0,98,208
35089,"Thornhill/Thornhill"," 152","Markham",127,10,40,21,1,1,200,355
35089,"Thornhill/Thornhill"," 153","Markham",116,4,43,9,1,0,173,320
35089,"Thornhill/Thornhill"," 154","Markham",68,4,36,14,0,0,122,244
35089,"Thornhill/Thornhill"," 155","Markham",114,13,70,28,0,0,225,430
35089,"Thornhill/Thornhill"," 156","Markham",137,17,64,25,2,1,246,468
35089,"Thornhill/Thornhill"," 157","Markham",76,5,44,10,0,0,135,251
35089,"Thornhill/Thornhill"," 158","Markham",99,5,30,25,0,1,160,375
35089,"Thornhill/Thornhill"," 159","Markham",132,5,66,32,2,0,237,507
35089,"Thornhill/Thornhill"," 160","Markham",150,12,94,38,1,2,297,558
35089,"Thornhill/Thornhill"," 161A","Markham",60,4,24,25,0,1,114,330
35089,"Thornhill/Thornhill"," 161B","Markham",55,4,28,23,0,0,110,294
35089,"Thornhill/Thornhill"," 162","Markham",130,7,72,30,0,3,242,432
35089,"Thornhill/Thornhill"," 163","Markham",101,9,86,34,0,1,231,460
35089,"Thornhill/Thornhill"," 164","Markham",71,3,19,13,0,1,107,216
35089,"Thornhill/Thornhill"," 165","Markham",108,6,68,29,1,0,212,436
35089,"Thornhill/Thornhill"," 166","Markham",78,3,48,20,0,0,149,294
35089,"Thornhill/Thornhill"," 167","Markham",113,3,58,2,0,0,176,445
35089,"Thornhill/Thornhill"," 168","Markham",129,6,41,68,2,4,250,548
35089,"Thornhill/Thornhill"," 169","Markham",120,9,58,16,0,0,203,342
35089,"Thornhill/Thornhill"," 170","Markham",96,4,59,25,0,0,184,371
35089,"Thornhill/Thornhill"," 171","Markham",105,14,65,22,2,0,208,352
35089,"Thornhill/Thornhill"," 172","Markham",88,7,45,6,2,2,150,294
35089,"Thornhill/Thornhill"," 173","Markham",111,11,37,45,1,2,207,502
35089,"Thornhill/Thornhill"," 174","Markham",39,1,23,32,0,0,95,249
35089,"Thornhill/Thornhill"," 175","Markham",36,1,21,19,0,0,77,229
35089,"Thornhill/Thornhill"," 176","Markham",94,16,68,43,1,0,222,488
35089,"Thornhill/Thornhill"," 177","Markham",47,3,13,13,0,0,76,211
35089,"Thornhill/Thornhill"," 178","Markham",67,10,65,40,2,1,185,386
35089,"Thornhill/Thornhill"," 179","Markham",52,6,39,26,0,0,123,363
35089,"Thornhill/Thornhill"," 180","Markham",69,10,66,41,0,1,187,438
35089,"Thornhill/Thornhill"," 181","Markham",91,10,65,20,0,0,186,331
35089,"Thornhill/Thornhill"," 182","Markham",106,11,77,31,0,0,225,365
35089,"Thornhill/Thornhill"," 183","Markham",104,6,49,41,2,0,202,468
35089,"Thornhill/Thornhill"," 184","Markham",85,8,46,54,2,0,195,428
35089,"Thornhill/Thornhill"," 185","Markham",81,6,35,32,2,0,156,289
35089,"Thornhill/Thornhill"," 186","Markham",112,4,41,39,2,0,198,388
35089,"Thornhill/Thornhill"," 187","Markham",125,6,46,15,1,0,193,324
35089,"Thornhill/Thornhill"," 188","Markham",142,7,42,14,1,0,206,365
35089,"Thornhill/Thornhill"," 189","Markham",169,1,41,7,1,0,219,433
35089,"Thornhill/Thornhill"," 190","Markham",151,5,64,17,1,0,238,403
35089,"Thornhill/Thornhill"," 191","Markham",147,10,65,37,2,0,261,447
35089,"Thornhill/Thornhill"," 192","Markham",73,8,34,33,1,2,151,316
35089,"Thornhill/Thornhill"," 193","Markham",101,15,63,18,3,0,200,348
35089,"Thornhill/Thornhill"," 194","Markham",94,7,45,30,0,0,176,367
35089,"Thornhill/Thornhill"," 195","Markham",84,5,32,30,2,1,154,361
35089,"Thornhill/Thornhill"," 196","Markham",113,7,65,47,2,1,235,502
35089,"Thornhill/Thornhill"," 197","Markham",125,11,87,64,0,2,289,527
35089,"Thornhill/Thornhill"," 198","Markham",141,10,82,17,0,2,252,421
35089,"Thornhill/Thornhill"," 199","Markham",114,3,58,32,3,1,211,376
35089,"Thornhill/Thornhill"," 200","Markham",90,10,83,44,0,2,229,392
35089,"Thornhill/Thornhill"," 201A","Markham",64,3,38,37,0,0,142,287
35089,"Thornhill/Thornhill"," 201B","Markham",54,5,42,33,1,1,136,273
35089,"Thornhill/Thornhill"," 202","Markham",120,8,62,43,0,2,235,407
35089,"Thornhill/Thornhill"," 203","Markham",132,11,68,35,1,3,250,485
35089,"Thornhill/Thornhill"," 204","Markham",108,6,72,62,3,1,252,506
35089,"Thornhill/Thornhill"," 400A","Markham",77,0,47,29,0,0,153,320
35089,"Thornhill/Thornhill"," 400B","Markham",82,8,50,25,1,0,166,348
35089,"Thornhill/Thornhill"," 401A","Markham",59,3,31,7,1,0,101,231
35089,"Thornhill/Thornhill"," 401B","Markham",70,2,43,17,0,0,132,279
35089,"Thornhill/Thornhill"," 402A","Markham",62,4,42,14,0,0,122,269
35089,"Thornhill/Thornhill"," 402B","Markham",69,4,30,28,1,0,132,328
35089,"Thornhill/Thornhill"," 403","Vaughan",133,6,37,15,1,0,192,273
35089,"Thornhill/Thornhill"," 404","Vaughan",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 405","Vaughan",146,0,25,12,1,6,190,281
35089,"Thornhill/Thornhill"," 406","Vaughan",179,0,30,27,2,2,240,370
35089,"Thornhill/Thornhill"," 407","Vaughan",137,0,26,11,0,0,174,253
35089,"Thornhill/Thornhill"," 408","Vaughan",118,3,25,23,0,1,170,281
35089,"Thornhill/Thornhill"," 409","Vaughan",136,1,28,17,0,0,182,270
35089,"Thornhill/Thornhill"," 410","Vaughan",108,1,6,11,0,2,128,189
35089,"Thornhill/Thornhill"," 411","Vaughan",85,0,48,41,0,0,174,317
35089,"Thornhill/Thornhill"," 412","Vaughan",149,2,27,11,0,1,190,348
35089,"Thornhill/Thornhill"," 413","Vaughan",161,1,46,18,3,1,230,326
35089,"Thornhill/Thornhill"," 414","Vaughan",156,0,48,21,0,1,226,318
35089,"Thornhill/Thornhill"," 415","Vaughan",69,1,25,8,0,0,103,232
35089,"Thornhill/Thornhill"," 416","Vaughan",58,1,9,7,0,1,76,150
35089,"Thornhill/Thornhill"," 417","Vaughan",89,4,22,23,1,1,140,293
35089,"Thornhill/Thornhill"," 418","Vaughan",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 419","Vaughan",63,5,32,22,2,0,124,215
35089,"Thornhill/Thornhill"," 420","Vaughan",45,0,40,21,0,2,108,209
35089,"Thornhill/Thornhill"," 421","Vaughan",27,1,23,24,0,0,75,142
35089,"Thornhill/Thornhill"," 422","Vaughan",52,3,38,37,1,0,131,354
35089,"Thornhill/Thornhill"," 423","Vaughan",63,1,19,13,5,0,101,169
35089,"Thornhill/Thornhill"," 424","Vaughan",61,3,33,21,0,0,118,228
35089,"Thornhill/Thornhill"," 425","Vaughan",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 426","Vaughan",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 427","Vaughan",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 428","Markham",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 429","Markham",38,2,14,10,0,0,64,159
35089,"Thornhill/Thornhill"," 430","Markham",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 431","Markham",41,0,12,17,0,2,72,173
35089,"Thornhill/Thornhill"," 432","Markham",36,5,22,23,0,0,86,246
35089,"Thornhill/Thornhill"," 433","Markham",49,1,20,28,0,1,99,268
35089,"Thornhill/Thornhill"," 434","Markham",35,1,19,12,0,2,69,174
35089,"Thornhill/Thornhill"," 435","Markham",27,1,18,19,0,3,68,158
35089,"Thornhill/Thornhill"," 436","Markham",Void/Supprimé,,,,,,,
35089,"Thornhill/Thornhill"," 437","Markham",34,3,9,22,0,1,69,130
35089,"Thornhill/Thornhill"," 438","Markham",38,2,8,1,1,0,50,152
35089,"Thornhill/Thornhill"," 500","Mobile poll/Bureau itinérant",68,2,36,11,0,1,118,8
35089,"Thornhill/Thornhill"," 501","Mobile poll/Bureau itinérant",108,10,55,32,0,0,205,252
35089,"Thornhill/Thornhill"," 502","Mobile poll/Bureau itinérant",81,12,29,17,0,4,143,196
35089,"Thornhill/Thornhill"," 600","Vaughan",140,10,116,36,0,2,304,
35089,"Thornhill/Thornhill"," 601","Vaughan",189,9,73,22,0,1,294,
35089,"Thornhill/Thornhill"," 602","Vaughan",525,8,152,34,0,0,719,
35089,"Thornhill/Thornhill"," 603","Vaughan",613,7,93,22,3,0,738,
35089,"Thornhill/Thornhill"," 604","Vaughan",135,10,174,50,1,1,371,
35089,"Thornhill/Thornhill"," 605","Vaughan",376,11,255,51,0,6,699,
35089,"Thornhill/Thornhill"," 606","Vaughan",421,10,157,33,3,0,624,
35089,"Thornhill/Thornhill"," 607","Markham",708,13,160,51,3,2,937,
35089,"Thornhill/Thornhill"," 608","Markham",420,13,145,33,3,1,615,
35089,"Thornhill/Thornhill"," 609","Markham",513,47,299,87,4,1,951,
35089,"Thornhill/Thornhill"," 610","Markham",418,2,184,31,2,3,640,
35089,"Thornhill/Thornhill"," 611","Markham",525,26,288,55,0,1,895,
35089,"Thornhill/Thornhill"," 612","Markham",348,17,186,38,4,0,593,
35089,"Thornhill/Thornhill"," 613","Markham",373,21,213,52,1,0,660,
35089,"Thornhill/Thornhill",,Group 1/Groupe 1,33,3,41,7,0,4,88,130
35089,"Thornhill/Thornhill",,Group 2/Groupe 2,665,24,239,34,0,10,972,
