Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jason Farris,Andrew Graham,Janice Harvey,John Williamson,Kelly Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 44-1","Cambridge-Narrows",1,25,5,69,14,0,114,257
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 45","Coles Island",2,31,7,101,18,0,159,232
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 46","Long Creek",5,38,11,88,18,0,160,291
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 47","Head of Millstream",3,44,14,106,24,3,194,328
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 48","Newtown",4,67,9,146,23,2,251,474
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 49","Smiths Creek",1,61,3,112,16,2,195,302
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 50","Roachville",1,63,11,155,11,2,243,398
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 51","Berwick",3,66,7,165,21,1,263,413
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 52","Studholm",2,52,14,115,28,2,213,452
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 53","Collina",5,72,12,115,12,0,216,359
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 54","Collina",Void/Supprimé,,,,,,,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 55","Belleisle Creek",3,48,13,166,26,0,256,403
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 56","Springfield",2,51,15,81,25,2,176,303
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 57","Keirsteadville",1,71,17,160,25,4,278,538
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 58","Hatfield Point",5,32,4,144,13,0,198,319
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 59","Kars",0,32,5,69,25,0,131,211
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 60","Central Greenwich",0,55,5,105,30,1,196,297
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 61","Greenwich Hill",4,26,12,141,20,0,203,410
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 62","Public Landing",2,35,1,82,9,0,129,331
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 63","Morrisdale",2,76,13,109,21,0,221,427
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 64","Nerepis",2,97,7,148,14,1,269,491
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 65","Nerepis",2,58,2,88,17,0,167,380
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 66","Grand Bay-Westfield",0,48,11,106,18,0,183,379
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 67","Grand Bay-Westfield",2,48,1,71,17,0,139,318
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 68","Grand Bay-Westfield",4,67,4,79,26,0,180,372
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 69","Grand Bay-Westfield",1,67,4,106,29,0,207,366
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 70","Grand Bay-Westfield",0,61,8,113,36,2,220,448
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 71","Grand Bay-Westfield",1,48,4,75,19,0,147,342
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 72","Grand Bay-Westfield",2,50,6,102,13,0,173,395
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 73","Grand Bay-Westfield",1,78,11,92,16,3,201,450
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 74","Grand Bay-Westfield",0,69,5,122,23,0,219,474
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 75","Musquash",7,74,8,116,20,0,225,424
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 76","Chance Harbour",2,41,9,94,28,0,174,335
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 77","Dipper Harbour",1,45,3,91,19,0,159,263
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 78","Maces Bay",3,44,1,129,10,0,187,265
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 79","Lepreau",2,50,4,116,22,1,195,319
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 80","Utopia",1,34,6,62,31,0,134,264
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 81","Pennfield Ridge",0,30,6,87,27,0,150,285
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 82","Seeleys Cove",4,55,8,142,31,2,242,449
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 83","Beaver Harbour",1,58,9,120,27,1,216,378
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 84","Pennfield",4,36,5,99,30,7,181,374
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 85","Blacks Harbour",5,57,1,103,28,2,196,394
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 86","Blacks Harbour",3,46,11,96,41,2,199,340
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 87","Back Bay",1,27,3,60,17,0,108,201
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 88","Letete",4,47,18,153,40,1,263,477
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 89","St. George",3,51,15,144,47,1,261,463
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 90","St. George",2,40,8,109,40,1,200,383
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 91","St. George",1,40,13,128,40,1,223,409
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 92","St. George",2,27,2,85,50,2,168,350
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 93","St. George",0,65,11,114,29,8,227,419
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 94","Bonny River",0,69,10,119,32,1,231,330
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 95","Rollingdam",6,32,3,97,26,0,164,254
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 96","Lawrence Station",1,26,2,95,17,1,142,285
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 97","Oak Hill",7,26,3,115,17,0,168,283
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 98","Pomeroy Ridge",1,33,20,111,14,0,179,338
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 99","Moores Mills",4,63,17,116,18,1,219,377
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 100","Central Tower Hill",2,21,2,74,18,0,117,214
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 101","Oak Bay",3,55,14,164,32,2,270,486
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 102","Oak Haven",2,25,7,77,12,4,127,244
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 103","Valley Road",0,36,6,76,18,2,138,291
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 104","Old Ridge",7,35,11,140,18,1,212,375
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 105","Mayfield--Heathland",3,38,7,125,14,4,191,418
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 106","Upper Mills",2,43,3,146,20,0,214,454
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 107","St. Stephen",3,40,5,77,18,2,145,313
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 108","St. Stephen",5,50,11,54,14,3,137,305
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 109","St. Stephen",4,26,7,55,20,0,112,255
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 110","St. Stephen",1,32,6,59,5,1,104,202
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 111","St. Stephen",4,28,12,90,11,0,145,265
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 112","St. Stephen",2,28,8,66,7,1,112,257
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 113","St. Stephen",4,41,16,88,24,4,177,324
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 114","St. Stephen",7,27,11,78,21,1,145,292
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 115","St. Stephen",8,36,13,79,24,1,161,331
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 116","St. Stephen",4,27,6,71,15,0,123,269
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 117","St. Stephen",4,44,11,74,24,2,159,301
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 118","St. Stephen",5,36,18,95,21,0,175,352
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 119","The Ledge",7,54,21,115,33,1,231,434
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 120","Bayside--Waweig",9,45,24,129,14,0,221,378
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 121","Elmsville",2,44,5,62,17,5,135,221
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 122","Bocabec",1,59,19,122,35,2,238,381
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 123","Chamcook",1,47,33,102,32,1,216,413
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 124","St. Andrews",2,47,34,96,39,1,219,367
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 125","St. Andrews",2,52,35,101,31,1,222,319
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 126","St. Andrews",2,72,34,95,47,0,250,428
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 127","St. Andrews",0,53,40,92,36,3,224,353
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 128","Deer Island",2,30,7,85,7,1,132,348
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 129","Deer Island",0,24,6,72,15,1,118,247
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 130","Campobello",2,21,8,80,9,0,120,286
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 131","Campobello",0,15,4,63,3,0,85,228
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 132","Campobello",0,12,7,84,8,1,112,252
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 133","North Head",1,65,25,98,21,0,210,502
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 134","Castalia",1,58,9,104,5,1,178,372
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 135","Woodwards Cove",0,34,9,84,15,2,144,298
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 136","Ingalls Head",1,30,17,100,20,1,169,334
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 137","Seal Cove",0,36,18,92,25,0,171,337
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 138","White Head Island",1,10,1,64,8,1,85,119
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 500","Mobile poll/Bureau itinérant",1,2,0,30,10,2,45,101
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 501","Mobile poll/Bureau itinérant",0,7,2,34,17,1,61,95
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 502","Mobile poll/Bureau itinérant",2,7,1,40,17,1,68,154
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 503","Mobile poll/Bureau itinérant",1,4,0,23,14,4,46,91
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 504","Mobile poll/Bureau itinérant",6,5,2,22,12,1,48,60
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 505","Mobile poll/Bureau itinérant",1,3,0,17,16,0,37,101
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 600","Hanwell",1,79,17,149,78,0,324,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 601","Dumfries--Prince William",0,22,1,44,18,1,86,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 602","McAdam",18,12,1,102,7,1,141,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 603","Harvey Station",3,24,3,104,17,1,152,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 604","Fredericton Junction--Tracy",2,21,2,145,30,3,203,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 605","Gagetown",1,22,14,86,16,0,139,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 606","Cambridge-Narrows",1,46,9,135,36,0,227,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 607","Studholm",2,39,5,160,42,0,248,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 608","Kars",1,33,3,125,33,1,196,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 609","Grand Bay--Westfield",2,85,18,282,95,0,482,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 610","Blacks Harbor--Musquash",3,48,13,157,44,1,266,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 611","St. George",1,37,5,231,47,1,322,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 612","Western Charlotte",6,40,16,142,40,2,246,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 613","St. Stephen",8,41,19,155,49,0,272,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 614","St. Andrews",1,46,48,151,56,0,302,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 615","Deer Island",0,8,4,78,14,1,105,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 616","Campobello",0,7,4,65,11,0,87,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 617","Grand Manan",1,16,8,155,28,0,208,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 618","Nasonworth",3,35,14,138,52,1,243,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 619","Upper Kingsclear",2,43,19,112,62,2,240,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 620","Nerepis--Greenwich",3,74,17,236,53,3,386,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest"," 621","Musquash",4,27,1,96,20,0,148,
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",,Group 1/Groupe 1,0,8,9,90,26,9,142,377
13008,"New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest",,Group 2/Groupe 2,1,35,25,243,83,8,395,
