Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dave Bylsma,Rick Dykstra,Andrew Gill,Jennifer Mooradian,Saleh Waziruddin,Mike Williams,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35076,"St. Catharines/St. Catharines"," 106A","St. Catharines",1,57,35,2,0,33,0,128,266
35076,"St. Catharines/St. Catharines"," 106B","St. Catharines",1,73,33,3,0,29,0,139,289
35076,"St. Catharines/St. Catharines"," 107","St. Catharines",0,107,28,9,0,60,1,205,487
35076,"St. Catharines/St. Catharines"," 108","St. Catharines",0,53,18,2,0,22,1,96,239
35076,"St. Catharines/St. Catharines"," 109","St. Catharines",4,105,25,7,1,37,0,179,341
35076,"St. Catharines/St. Catharines"," 110","St. Catharines",3,93,39,7,1,62,1,206,431
35076,"St. Catharines/St. Catharines"," 111","St. Catharines",1,112,40,6,2,50,2,213,370
35076,"St. Catharines/St. Catharines"," 112","St. Catharines",4,99,44,13,0,80,2,242,488
35076,"St. Catharines/St. Catharines"," 113A","St. Catharines",3,47,42,2,0,37,1,132,262
35076,"St. Catharines/St. Catharines"," 113B","St. Catharines",2,65,34,4,0,34,1,140,273
35076,"St. Catharines/St. Catharines"," 114","St. Catharines",2,96,30,4,0,57,0,189,307
35076,"St. Catharines/St. Catharines"," 115","St. Catharines",3,89,54,8,0,38,1,193,350
35076,"St. Catharines/St. Catharines"," 116","St. Catharines",2,152,58,9,0,46,2,269,416
35076,"St. Catharines/St. Catharines"," 117","St. Catharines",1,116,50,6,1,50,0,224,425
35076,"St. Catharines/St. Catharines"," 118","St. Catharines",0,97,29,10,0,51,0,187,374
35076,"St. Catharines/St. Catharines"," 119","St. Catharines",1,70,32,0,0,43,0,146,319
35076,"St. Catharines/St. Catharines"," 120","St. Catharines",3,90,37,4,0,43,3,180,379
35076,"St. Catharines/St. Catharines"," 121","St. Catharines",1,57,22,4,0,53,0,137,321
35076,"St. Catharines/St. Catharines"," 122","St. Catharines",3,116,35,7,3,28,0,192,318
35076,"St. Catharines/St. Catharines"," 123","St. Catharines",6,109,27,10,0,55,1,208,376
35076,"St. Catharines/St. Catharines"," 124","St. Catharines",1,79,9,4,0,56,0,149,279
35076,"St. Catharines/St. Catharines"," 125","St. Catharines",2,72,17,5,0,43,1,140,295
35076,"St. Catharines/St. Catharines"," 126","St. Catharines",1,80,46,8,0,81,0,216,476
35076,"St. Catharines/St. Catharines"," 127","St. Catharines",1,75,31,3,1,69,0,180,526
35076,"St. Catharines/St. Catharines"," 128","St. Catharines",0,92,34,3,2,32,2,165,317
35076,"St. Catharines/St. Catharines"," 129","St. Catharines",0,52,31,4,0,38,0,125,300
35076,"St. Catharines/St. Catharines"," 130","St. Catharines",2,128,53,5,0,68,0,256,453
35076,"St. Catharines/St. Catharines"," 131","St. Catharines",1,49,13,6,0,62,2,133,341
35076,"St. Catharines/St. Catharines"," 132","St. Catharines",0,63,38,2,0,41,1,145,351
35076,"St. Catharines/St. Catharines"," 133","St. Catharines",3,51,24,1,0,37,5,121,362
35076,"St. Catharines/St. Catharines"," 134A","St. Catharines",0,47,22,3,0,34,0,106,294
35076,"St. Catharines/St. Catharines"," 134B","St. Catharines",2,48,29,6,0,34,0,119,287
35076,"St. Catharines/St. Catharines"," 135","St. Catharines",1,40,40,2,0,58,1,142,400
35076,"St. Catharines/St. Catharines"," 136","St. Catharines",2,85,27,8,0,57,0,179,451
35076,"St. Catharines/St. Catharines"," 137","St. Catharines",1,93,33,7,1,67,1,203,411
35076,"St. Catharines/St. Catharines"," 138","St. Catharines",0,67,18,10,0,55,0,150,341
35076,"St. Catharines/St. Catharines"," 139","St. Catharines",2,73,24,9,0,51,0,159,317
35076,"St. Catharines/St. Catharines"," 140","St. Catharines",0,65,29,5,1,51,2,153,378
35076,"St. Catharines/St. Catharines"," 141","St. Catharines",0,78,36,9,0,43,1,167,333
35076,"St. Catharines/St. Catharines"," 142","St. Catharines",0,61,26,11,0,55,0,153,287
35076,"St. Catharines/St. Catharines"," 143","St. Catharines",0,76,33,6,1,52,0,168,299
35076,"St. Catharines/St. Catharines"," 144A","St. Catharines",1,69,16,2,0,31,1,120,244
35076,"St. Catharines/St. Catharines"," 144B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,,44
35076,"St. Catharines/St. Catharines"," 145","St. Catharines",2,53,26,7,0,43,0,131,351
35076,"St. Catharines/St. Catharines"," 146","St. Catharines",2,54,33,9,1,64,1,164,351
35076,"St. Catharines/St. Catharines"," 147","St. Catharines",0,90,61,16,2,59,1,229,433
35076,"St. Catharines/St. Catharines"," 148","St. Catharines",1,91,31,13,0,64,0,200,334
35076,"St. Catharines/St. Catharines"," 149","St. Catharines",2,63,41,9,0,42,0,157,334
35076,"St. Catharines/St. Catharines"," 150","St. Catharines",1,54,20,19,0,47,4,145,286
35076,"St. Catharines/St. Catharines"," 151","St. Catharines",1,96,32,21,0,61,2,213,381
35076,"St. Catharines/St. Catharines"," 152","St. Catharines",0,67,31,12,0,55,0,165,352
35076,"St. Catharines/St. Catharines"," 153","St. Catharines",2,52,19,13,1,57,1,145,348
35076,"St. Catharines/St. Catharines"," 154","St. Catharines",0,83,22,18,0,85,0,208,400
35076,"St. Catharines/St. Catharines"," 155","St. Catharines",4,64,32,15,1,77,0,193,380
35076,"St. Catharines/St. Catharines"," 156","St. Catharines",0,63,42,13,1,63,1,183,361
35076,"St. Catharines/St. Catharines"," 157","St. Catharines",0,76,38,18,0,64,0,196,366
35076,"St. Catharines/St. Catharines"," 158","St. Catharines",1,42,26,11,1,40,0,121,265
35076,"St. Catharines/St. Catharines"," 159","St. Catharines",0,41,30,11,1,67,1,151,286
35076,"St. Catharines/St. Catharines"," 160","St. Catharines",0,60,48,10,0,40,1,159,289
35076,"St. Catharines/St. Catharines"," 161","St. Catharines",2,66,26,5,0,64,1,164,375
35076,"St. Catharines/St. Catharines"," 162","St. Catharines",0,89,18,9,0,49,0,165,377
35076,"St. Catharines/St. Catharines"," 163","St. Catharines",0,74,36,12,0,53,3,178,422
35076,"St. Catharines/St. Catharines"," 164","St. Catharines",4,51,29,7,0,53,1,145,415
35076,"St. Catharines/St. Catharines"," 165","St. Catharines",1,57,13,5,0,51,2,129,346
35076,"St. Catharines/St. Catharines"," 166","St. Catharines",1,53,13,4,0,42,0,113,350
35076,"St. Catharines/St. Catharines"," 167","St. Catharines",1,59,11,4,0,53,2,130,386
35076,"St. Catharines/St. Catharines"," 168","St. Catharines",1,54,6,3,0,50,0,114,266
35076,"St. Catharines/St. Catharines"," 169","St. Catharines",0,51,18,4,0,62,0,135,334
35076,"St. Catharines/St. Catharines"," 170","St. Catharines",1,68,11,11,0,79,0,170,443
35076,"St. Catharines/St. Catharines"," 171","St. Catharines",1,51,19,11,1,58,0,141,349
35076,"St. Catharines/St. Catharines"," 172","St. Catharines",0,68,32,4,0,57,0,161,353
35076,"St. Catharines/St. Catharines"," 173","St. Catharines",0,52,36,14,1,63,0,166,360
35076,"St. Catharines/St. Catharines"," 174","St. Catharines",0,29,26,7,0,46,2,110,246
35076,"St. Catharines/St. Catharines"," 175","St. Catharines",2,84,39,19,1,71,1,217,491
35076,"St. Catharines/St. Catharines"," 176","St. Catharines",1,59,57,11,0,33,0,161,292
35076,"St. Catharines/St. Catharines"," 177","St. Catharines",0,47,32,16,2,51,1,149,307
35076,"St. Catharines/St. Catharines"," 178","St. Catharines",2,30,20,9,2,45,1,109,242
35076,"St. Catharines/St. Catharines"," 179","St. Catharines",1,41,24,9,1,48,0,124,350
35076,"St. Catharines/St. Catharines"," 180","St. Catharines",0,129,61,8,1,67,2,268,409
35076,"St. Catharines/St. Catharines"," 181","St. Catharines",Void/Supprimé,,,,,,,,
35076,"St. Catharines/St. Catharines"," 182","St. Catharines",3,78,22,13,0,57,1,174,371
35076,"St. Catharines/St. Catharines"," 183","St. Catharines",0,42,16,4,1,30,2,95,280
35076,"St. Catharines/St. Catharines"," 184","St. Catharines",1,89,41,0,0,56,0,187,358
35076,"St. Catharines/St. Catharines"," 185","St. Catharines",2,118,37,5,0,58,2,222,432
35076,"St. Catharines/St. Catharines"," 186","St. Catharines",1,69,35,7,1,57,1,171,340
35076,"St. Catharines/St. Catharines"," 187","St. Catharines",1,90,29,15,0,47,0,182,375
35076,"St. Catharines/St. Catharines"," 188","St. Catharines",0,79,29,4,0,46,0,158,321
35076,"St. Catharines/St. Catharines"," 189","St. Catharines",0,67,23,7,0,59,0,156,365
35076,"St. Catharines/St. Catharines"," 190A","St. Catharines",0,82,16,8,1,36,0,143,289
35076,"St. Catharines/St. Catharines"," 190B","St. Catharines",1,73,22,2,0,53,0,151,284
35076,"St. Catharines/St. Catharines"," 191","St. Catharines",0,89,30,2,0,75,1,197,466
35076,"St. Catharines/St. Catharines"," 192","St. Catharines",4,65,19,5,0,51,0,144,288
35076,"St. Catharines/St. Catharines"," 193","St. Catharines",0,79,17,3,0,69,0,168,355
35076,"St. Catharines/St. Catharines"," 194","St. Catharines",0,80,30,6,0,63,0,179,355
35076,"St. Catharines/St. Catharines"," 195","St. Catharines",1,97,16,8,0,61,0,183,411
35076,"St. Catharines/St. Catharines"," 196","St. Catharines",1,84,32,9,0,68,0,194,351
35076,"St. Catharines/St. Catharines"," 197","St. Catharines",1,77,22,6,0,50,0,156,359
35076,"St. Catharines/St. Catharines"," 198","St. Catharines",0,80,15,4,2,61,0,162,358
35076,"St. Catharines/St. Catharines"," 199","St. Catharines",1,94,33,9,1,66,0,204,380
35076,"St. Catharines/St. Catharines"," 200","St. Catharines",3,130,29,2,0,50,0,214,392
35076,"St. Catharines/St. Catharines"," 201A","St. Catharines",5,67,22,4,0,43,1,142,292
35076,"St. Catharines/St. Catharines"," 201B","St. Catharines",1,68,12,7,0,37,2,127,274
35076,"St. Catharines/St. Catharines"," 201-1","St. Catharines",2,57,15,5,1,41,0,121,286
35076,"St. Catharines/St. Catharines"," 202","St. Catharines",1,81,19,7,0,67,0,175,350
35076,"St. Catharines/St. Catharines"," 203","St. Catharines",0,59,23,10,0,52,1,145,290
35076,"St. Catharines/St. Catharines"," 204","St. Catharines",0,72,28,5,0,37,0,142,301
35076,"St. Catharines/St. Catharines"," 205","St. Catharines",2,48,16,7,0,42,0,115,288
35076,"St. Catharines/St. Catharines"," 206","St. Catharines",1,136,102,10,0,34,1,284,417
35076,"St. Catharines/St. Catharines"," 207","St. Catharines",0,100,112,10,0,23,0,245,387
35076,"St. Catharines/St. Catharines"," 208","St. Catharines",1,103,82,10,0,23,0,219,341
35076,"St. Catharines/St. Catharines"," 209","St. Catharines",3,106,38,3,0,28,1,179,337
35076,"St. Catharines/St. Catharines"," 210","St. Catharines",0,57,9,5,1,34,0,106,234
35076,"St. Catharines/St. Catharines"," 211","St. Catharines",0,87,12,9,1,74,2,185,415
35076,"St. Catharines/St. Catharines"," 212","St. Catharines",3,92,60,4,0,30,1,190,342
35076,"St. Catharines/St. Catharines"," 213","St. Catharines",0,87,42,8,0,34,3,174,282
35076,"St. Catharines/St. Catharines"," 214","St. Catharines",Void/Supprimé,,,,,,,,
35076,"St. Catharines/St. Catharines"," 215","St. Catharines",1,92,50,4,0,26,1,174,274
35076,"St. Catharines/St. Catharines"," 216","St. Catharines",0,93,47,1,0,48,1,190,286
35076,"St. Catharines/St. Catharines"," 217","St. Catharines",1,64,31,3,0,23,1,123,211
35076,"St. Catharines/St. Catharines"," 218","St. Catharines",1,92,51,4,0,41,0,189,313
35076,"St. Catharines/St. Catharines"," 219","St. Catharines",1,76,60,3,0,25,2,167,295
35076,"St. Catharines/St. Catharines"," 220","St. Catharines",2,59,44,4,1,42,0,152,285
35076,"St. Catharines/St. Catharines"," 221","St. Catharines",1,55,13,10,0,71,0,150,333
35076,"St. Catharines/St. Catharines"," 400","St. Catharines",0,66,16,0,0,46,1,129,215
35076,"St. Catharines/St. Catharines"," 401","St. Catharines",4,178,43,9,0,37,5,276,363
35076,"St. Catharines/St. Catharines"," 402","St. Catharines",0,26,11,1,0,5,0,43,231
35076,"St. Catharines/St. Catharines"," 403","St. Catharines",2,28,10,2,0,10,5,57,186
35076,"St. Catharines/St. Catharines"," 500","Mobile poll/Bureau itinérant",3,64,16,6,1,18,1,109,153
35076,"St. Catharines/St. Catharines"," 501","Mobile poll/Bureau itinérant",2,158,14,0,0,6,3,183,190
35076,"St. Catharines/St. Catharines"," 502","Mobile poll/Bureau itinérant",2,49,17,2,0,25,6,101,184
35076,"St. Catharines/St. Catharines"," 600","St. Catharines",4,314,138,33,1,48,2,540,
35076,"St. Catharines/St. Catharines"," 601","St. Catharines",2,398,186,20,3,95,1,705,
35076,"St. Catharines/St. Catharines"," 602","St. Catharines",0,233,105,9,0,47,0,394,
35076,"St. Catharines/St. Catharines"," 603","St. Catharines",2,313,132,19,0,73,3,542,
35076,"St. Catharines/St. Catharines"," 604","St. Catharines",10,393,152,14,2,109,0,680,
35076,"St. Catharines/St. Catharines"," 605","St. Catharines",4,400,155,24,5,137,9,734,
35076,"St. Catharines/St. Catharines"," 606","St. Catharines",0,171,149,24,1,91,0,436,
35076,"St. Catharines/St. Catharines"," 607","St. Catharines",4,220,95,18,1,103,2,443,
35076,"St. Catharines/St. Catharines"," 608","St. Catharines",5,263,110,15,0,140,3,536,
35076,"St. Catharines/St. Catharines"," 609","St. Catharines",2,189,155,10,0,63,2,421,
35076,"St. Catharines/St. Catharines"," 610","St. Catharines",1,264,118,18,2,65,2,470,
35076,"St. Catharines/St. Catharines"," 611","St. Catharines",3,175,81,12,0,41,1,313,
35076,"St. Catharines/St. Catharines",,Group 1/Groupe 1,0,75,68,6,1,21,3,174,323
35076,"St. Catharines/St. Catharines",,Group 2/Groupe 2,2,298,168,13,0,77,6,564,
