Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Will Arlow,John Fisher,Carl Hiemstra,Joe Preston,Fred Sinclair,Graham Warwick,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 33","Dorchester",0,10,2,196,73,33,0,314,527
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 34","Dorchester",0,4,3,153,47,41,1,249,421
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 35","Dorchester",1,6,0,79,37,20,1,144,276
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 36","Dorchester",0,3,0,134,41,47,0,225,405
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 37","Dorchester",0,12,2,146,56,42,2,260,434
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 38","Dorchester",1,7,4,209,51,35,0,307,516
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 38-1","Dorchester",1,19,2,189,74,38,0,323,571
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 39","Nilestown",1,5,2,129,45,29,0,211,368
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 40","Dorchester",1,3,3,131,74,22,0,234,442
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 41","Putnam",0,1,0,129,55,25,1,211,476
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 42","Belmont",0,9,1,118,35,32,0,195,324
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 43","Belmont",1,5,1,170,55,35,1,268,463
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 44","Belmont",1,9,0,88,27,17,0,142,242
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 45","Belmont",0,8,2,108,44,35,0,197,335
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 46","Gladstone",0,13,0,165,57,28,1,264,433
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 47","Crampton",0,9,8,186,74,34,0,311,501
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 48","Wardsville",0,10,0,102,22,46,0,180,298
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 49","West Lorne",0,5,1,107,38,23,1,175,328
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 50","Rodney",0,11,4,176,75,26,0,292,523
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 51","Rodney",0,6,0,71,35,10,1,123,244
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 52","Rodney",0,1,1,58,24,14,0,98,205
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 53","Rodney",0,3,5,70,33,12,4,127,285
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 54","West Lorne",1,7,4,101,61,27,1,202,388
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 55","West Lorne",0,4,2,71,73,37,1,188,368
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 56","West Lorne",1,7,1,77,64,32,0,182,338
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 57","West Lorne",1,7,2,70,46,14,1,141,305
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 58","New Glasgow",0,5,1,115,27,11,1,160,260
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 59","Eagle",2,5,4,109,56,43,0,219,396
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 60","Dunwich",2,8,4,162,51,39,0,266,425
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 61","Dunwich",0,4,2,88,38,17,0,149,249
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 62","Dutton",0,6,1,112,85,19,0,223,426
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 63","Dutton",0,6,1,166,76,38,1,288,587
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 64","Dunwich",0,7,3,164,68,28,1,271,444
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 65","Wallacetown",0,5,3,106,33,16,0,163,250
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 66","Dunwich",0,9,4,150,52,27,1,243,367
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 67","Southwold",0,3,1,84,37,16,0,141,226
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 68","Southwold",0,3,0,146,31,20,0,200,288
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 69","Southwold",0,6,2,146,47,29,1,231,363
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 70","Southwold",1,1,4,87,28,27,1,149,219
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 71","Southwold",3,5,0,128,53,28,1,218,357
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 72","Southwold",1,4,6,102,48,23,0,184,366
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 73","Southwold",0,4,1,124,38,15,0,182,338
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 74","Southwold",1,8,0,163,47,50,0,269,429
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 75","Southwold",1,6,2,107,32,29,0,177,285
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 76","Port Stanley",0,6,1,72,44,15,0,138,259
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 77","Port Stanley",0,11,3,140,84,34,1,273,508
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 78","Port Stanley",1,12,0,105,64,31,1,214,371
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 79","Port Stanley",2,7,0,58,24,18,0,109,212
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 80","Port Stanley",0,8,1,73,41,29,0,152,299
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 81","Port Stanley",0,9,2,86,44,37,0,178,327
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 82A","St. Thomas",0,6,1,132,58,37,2,236,455
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 82B","St. Thomas",1,10,3,139,64,22,0,239,436
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 82-1","Central Elgin",0,7,3,98,38,16,0,162,262
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 82-2","St. Thomas",0,4,3,179,77,40,0,303,658
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 83","St. Thomas",0,9,3,134,70,33,2,251,511
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 84","St. Thomas",0,7,5,110,42,17,0,181,306
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 85","St. Thomas",0,8,2,118,44,21,1,194,379
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 86","St. Thomas",Void/Supprimé,,,,,,,,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 87","St. Thomas",0,6,4,107,87,47,4,255,473
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 88","St. Thomas",1,10,0,51,69,16,2,149,410
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 89","St. Thomas",1,7,0,34,39,4,0,85,328
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 90","St. Thomas",0,6,0,97,47,16,0,166,310
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 91","St. Thomas",1,4,3,89,39,13,0,149,307
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 92","St. Thomas",0,4,0,161,74,35,1,275,541
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 93","Central Elgin",0,4,1,101,36,15,0,157,258
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 94","Central Elgin",0,11,3,175,39,49,0,277,438
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 94-1","Central Elgin",3,4,2,159,72,44,1,285,514
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 95","St. Thomas",1,6,4,83,64,11,0,169,379
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 96","St. Thomas",0,6,2,83,74,26,0,191,501
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 97","St. Thomas",0,11,1,70,68,9,0,159,399
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 98","St. Thomas",3,9,0,66,60,19,1,158,364
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 99","St. Thomas",1,6,0,47,60,15,0,129,271
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 100","St. Thomas",1,4,0,75,64,4,1,149,357
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 101","St. Thomas",2,5,2,63,51,15,0,138,314
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 102","St. Thomas",2,6,1,77,84,9,2,181,411
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 103","St. Thomas",1,5,3,62,47,10,0,128,311
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 104","St. Thomas",2,8,0,62,61,14,0,147,335
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 105","St. Thomas",0,7,0,77,58,41,0,183,353
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 106","St. Thomas",0,6,2,90,30,59,0,187,337
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 107","St. Thomas",0,4,1,70,68,14,0,157,313
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 108","St. Thomas",0,11,0,43,41,22,0,117,246
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 109","St. Thomas",1,5,0,63,58,19,0,146,372
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 110","St. Thomas",0,7,2,64,48,20,0,141,296
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 111","St. Thomas",1,6,1,73,43,43,0,167,275
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 112","St. Thomas",0,2,0,53,35,14,0,104,270
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 113","St. Thomas",2,6,0,77,56,13,0,154,358
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 114","St. Thomas",0,8,3,70,37,11,0,129,339
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 115","St. Thomas",1,14,0,81,63,14,0,173,320
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 116","St. Thomas",0,6,1,86,94,23,2,212,379
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 117","St. Thomas",1,6,0,84,54,35,3,183,419
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 118","St. Thomas",0,10,2,82,76,20,0,190,430
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 119","St. Thomas",1,2,2,70,63,14,2,154,324
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 120","St. Thomas",3,2,5,96,55,12,2,175,413
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 121","St. Thomas",0,8,1,122,69,22,1,223,443
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 122","St. Thomas",0,11,4,90,66,29,0,200,398
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 123","St. Thomas",0,4,3,83,39,25,0,154,264
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 124","St. Thomas",1,4,2,66,25,21,2,121,297
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 125","St. Thomas",0,4,2,75,58,10,1,150,350
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 126","St. Thomas",0,5,1,74,22,22,0,124,213
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 127","St. Thomas",1,9,0,122,70,24,1,227,455
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 128","St. Thomas",3,9,2,116,52,18,2,202,393
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 129","Central Elgin",1,4,2,158,60,34,0,259,429
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 130","Central Elgin",0,6,0,116,70,32,0,224,405
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 131","St. Thomas",0,6,0,125,74,27,1,233,474
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 132A","St. Thomas",0,4,4,92,55,22,0,177,327
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 132B","St. Thomas",0,9,1,80,55,21,0,166,311
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 133","St. Thomas",0,4,0,90,53,27,0,174,331
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 134","St. Thomas",0,3,0,88,65,18,0,174,311
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 135","Springfield",1,6,1,98,73,25,0,204,417
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 136","St. Thomas",0,4,0,105,43,42,0,194,330
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 137","St. Thomas",1,5,11,128,51,29,0,225,434
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 138","St. Thomas",0,7,1,77,33,8,2,128,261
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 139","St. Thomas",1,6,3,60,80,40,0,190,341
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 140","St. Thomas",1,5,2,58,38,15,1,120,268
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 141","St. Thomas",0,8,1,67,48,17,0,141,265
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 142","St. Thomas",1,9,3,85,55,22,0,175,323
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 143","St. Thomas",0,2,2,68,60,15,0,147,316
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 144","St. Thomas",0,5,2,171,72,21,1,272,489
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 145","Central Elgin",2,5,0,78,30,20,1,136,233
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 146","St. Thomas",0,8,3,88,62,15,1,177,381
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 147","St. Thomas",0,10,0,159,56,39,2,266,526
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 147-1","St. Thomas",2,2,1,103,54,39,2,203,324
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 148","St. Thomas",0,5,1,70,46,25,0,147,302
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 149","St. Thomas",0,5,0,81,48,20,0,154,312
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 150","St. Thomas",0,2,2,140,63,27,1,235,454
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 151","St. Thomas",2,3,0,85,62,16,1,169,358
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 152","St. Thomas",1,7,1,91,66,35,0,201,375
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 153","St. Thomas",0,14,0,116,57,38,0,225,400
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 154","St. Thomas",0,3,1,94,66,16,0,180,321
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 155","Central Elgin",0,2,1,110,38,18,0,169,283
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 156","Yarmouth",1,7,3,185,71,27,1,295,485
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 157","Central Elgin",0,2,5,89,33,8,2,139,241
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 158","St. Thomas",0,8,2,158,92,38,2,300,594
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 158-1","Central Elgin",0,3,1,126,49,37,0,216,440
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 159A","Yarmouth",0,2,1,122,65,35,0,225,425
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 159B","Yarmouth",0,3,3,133,56,34,0,229,433
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 159-1","Yarmouth",0,3,1,100,51,24,0,179,279
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 160","Yarmouth",1,4,3,113,10,23,0,154,249
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 161","Malahide",0,3,2,104,32,28,2,171,306
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 162","Central Elgin",0,6,0,129,78,52,1,266,413
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 163","Central Elgin",0,14,0,152,55,41,2,264,428
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 164","Central Elgin",0,5,3,102,47,24,0,181,322
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 165","Central Elgin",0,2,1,121,55,35,0,214,412
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 166","Sparta",1,4,0,75,44,25,0,149,227
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 167","Sparta",5,5,2,89,40,11,0,152,307
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 168A","Malahide",0,1,8,73,43,21,0,146,278
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 168B","Malahide",0,4,3,68,32,19,1,127,285
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 169","Malahide",0,5,11,82,30,22,2,152,261
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 170","Malahide",2,6,6,106,30,29,0,179,287
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 171","Malahide",0,7,11,144,44,18,0,224,340
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 172","Springfield",0,8,3,140,36,16,0,203,417
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 173","Malahide",0,2,11,173,30,23,1,240,461
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 174","Malahide",0,6,5,137,35,16,0,199,446
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 175","Springfield",0,5,3,133,51,11,0,203,324
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 176","Malahide",0,5,9,82,22,10,0,128,299
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 177","Malahide",0,4,3,52,23,15,0,97,208
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 178","Malahide",1,2,2,95,11,8,0,119,224
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 179","Malahide",0,4,6,94,22,17,0,143,277
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 180","Malahide",0,4,9,153,9,12,0,187,380
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 181","Malahide",0,1,8,112,22,4,1,148,326
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 182","Malahide",0,8,6,131,23,11,1,180,264
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 183","Aylmer",0,4,6,86,39,18,0,153,304
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 184","Aylmer",0,5,7,85,23,7,1,128,334
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 185","Aylmer",0,1,9,130,41,17,1,199,433
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 186","Aylmer",1,5,1,75,30,9,0,121,299
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 187","Aylmer",0,2,6,148,53,18,0,227,453
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 188","Aylmer",1,5,7,88,23,16,0,140,315
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 189","Aylmer",0,5,8,95,34,16,1,159,406
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 190","Aylmer",0,4,3,134,42,19,1,203,335
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 191","Aylmer",1,3,9,106,24,24,1,168,329
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 192","Aylmer",0,6,4,162,42,21,0,235,454
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 193","Aylmer",0,2,0,95,18,28,0,143,260
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 194","Aylmer",1,5,0,95,26,24,0,151,267
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 195","Aylmer",0,7,4,90,32,16,0,149,286
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 196","Aylmer",1,4,3,137,31,15,0,191,518
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 197","Bayham",0,9,1,110,41,10,0,171,280
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 198","Bayham",1,4,2,115,57,8,1,188,368
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 199","Bayham",0,4,8,161,40,10,0,223,454
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 200","Straffordville",1,3,4,128,30,26,4,196,405
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 201","Straffordville",2,4,0,87,35,20,0,148,305
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 202","Straffordville",0,5,1,97,19,8,0,130,335
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 203","Straffordville",3,4,0,111,54,10,1,183,397
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 204","Bayham",3,2,4,149,45,10,0,213,434
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 205","Vienna",1,14,3,118,47,6,5,194,419
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 206","Port Burwell",1,3,2,83,43,11,1,144,287
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 207","Port Burwell",2,6,0,99,57,13,1,178,322
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 208","Bayham",0,1,0,79,31,8,0,119,259
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 500","Mobile poll/Bureau itinérant",0,2,0,23,10,10,3,48,94
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 501","Mobile poll/Bureau itinérant",1,5,2,26,14,13,0,61,100
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 502","Mobile poll/Bureau itinérant",2,3,2,42,20,18,2,89,139
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 600","Thorndale",2,2,0,80,15,20,1,120,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 601","Lambeth",0,8,2,151,23,51,1,236,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 602","South London",0,8,4,177,50,63,0,302,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 603","Dorchester",1,15,7,460,99,108,0,690,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 604","Belmont",0,11,4,199,47,66,1,328,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 605","Rodney",1,7,3,218,86,85,1,401,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 606","Dutton",1,10,1,158,50,43,1,264,
35020,"Elgin--Middlesex--London/Elgin--Middlesex--London"," 607","Shedden",1,5,2,112,27,24,0,171,
