Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rachel Barney,Chester Brown,Olivia Chow,Christine Innes,Nick Lin,Gin Siow,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35095,"Trinity--Spadina/Trinity--Spadina"," 35","Toronto",9,1,150,61,0,16,0,237,389
35095,"Trinity--Spadina/Trinity--Spadina"," 36","Toronto",10,0,128,56,1,6,0,201,364
35095,"Trinity--Spadina/Trinity--Spadina"," 37","Toronto",18,0,129,53,0,16,0,216,372
35095,"Trinity--Spadina/Trinity--Spadina"," 38","Toronto",6,2,101,25,1,7,0,142,222
35095,"Trinity--Spadina/Trinity--Spadina"," 39","Toronto",8,0,125,32,0,16,1,182,333
35095,"Trinity--Spadina/Trinity--Spadina"," 40","Toronto",9,1,168,48,0,29,0,255,435
35095,"Trinity--Spadina/Trinity--Spadina"," 41","Toronto",6,0,61,12,0,16,0,95,181
35095,"Trinity--Spadina/Trinity--Spadina"," 42","Toronto",14,4,134,45,0,31,0,228,415
35095,"Trinity--Spadina/Trinity--Spadina"," 43","Toronto",7,0,107,53,0,22,2,191,366
35095,"Trinity--Spadina/Trinity--Spadina"," 44","Toronto",13,1,92,47,0,61,0,214,348
35095,"Trinity--Spadina/Trinity--Spadina"," 45","Toronto",9,1,71,94,0,53,1,229,392
35095,"Trinity--Spadina/Trinity--Spadina"," 46","Toronto",8,1,55,57,0,49,0,170,301
35095,"Trinity--Spadina/Trinity--Spadina"," 47","Toronto",6,1,42,41,0,83,1,174,309
35095,"Trinity--Spadina/Trinity--Spadina"," 48","Toronto",4,1,58,68,2,56,0,189,304
35095,"Trinity--Spadina/Trinity--Spadina"," 49","Toronto",11,3,88,46,0,18,0,166,326
35095,"Trinity--Spadina/Trinity--Spadina"," 50","Toronto",2,0,53,24,0,13,1,93,202
35095,"Trinity--Spadina/Trinity--Spadina"," 50-1","Toronto",10,0,110,57,1,26,1,205,386
35095,"Trinity--Spadina/Trinity--Spadina"," 51","Toronto",8,2,106,67,0,51,0,234,484
35095,"Trinity--Spadina/Trinity--Spadina"," 52","Toronto",11,1,66,64,0,52,0,194,357
35095,"Trinity--Spadina/Trinity--Spadina"," 53","Toronto",4,0,54,46,0,24,0,128,254
35095,"Trinity--Spadina/Trinity--Spadina"," 54","Toronto",6,1,121,43,0,41,1,213,366
35095,"Trinity--Spadina/Trinity--Spadina"," 54-1","Toronto",1,0,12,6,0,0,0,19,60
35095,"Trinity--Spadina/Trinity--Spadina"," 55","Toronto",7,1,74,47,0,23,1,153,274
35095,"Trinity--Spadina/Trinity--Spadina"," 55-1","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 56","Toronto",14,3,181,52,1,39,4,294,538
35095,"Trinity--Spadina/Trinity--Spadina"," 57","Toronto",10,3,196,47,0,44,0,300,539
35095,"Trinity--Spadina/Trinity--Spadina"," 58","Toronto",3,1,102,51,0,14,0,171,315
35095,"Trinity--Spadina/Trinity--Spadina"," 59","Toronto",14,4,199,66,0,48,4,335,568
35095,"Trinity--Spadina/Trinity--Spadina"," 60","Toronto",10,2,147,49,0,34,3,245,443
35095,"Trinity--Spadina/Trinity--Spadina"," 61","Toronto",10,3,208,72,2,36,0,331,486
35095,"Trinity--Spadina/Trinity--Spadina"," 62","Toronto",11,3,119,44,1,14,1,193,311
35095,"Trinity--Spadina/Trinity--Spadina"," 63","Toronto",11,2,126,62,2,26,3,232,366
35095,"Trinity--Spadina/Trinity--Spadina"," 64","Toronto",9,2,149,70,0,36,0,266,467
35095,"Trinity--Spadina/Trinity--Spadina"," 65","Toronto",8,0,121,20,2,15,0,166,288
35095,"Trinity--Spadina/Trinity--Spadina"," 66","Toronto",13,0,149,33,0,16,0,211,343
35095,"Trinity--Spadina/Trinity--Spadina"," 67","Toronto",11,2,183,63,1,42,5,307,469
35095,"Trinity--Spadina/Trinity--Spadina"," 68","Toronto",8,1,103,31,2,24,0,169,275
35095,"Trinity--Spadina/Trinity--Spadina"," 69","Toronto",9,0,103,36,0,17,1,166,255
35095,"Trinity--Spadina/Trinity--Spadina"," 70","Toronto",20,2,168,64,3,22,0,279,443
35095,"Trinity--Spadina/Trinity--Spadina"," 71","Toronto",11,1,102,39,0,11,0,164,277
35095,"Trinity--Spadina/Trinity--Spadina"," 72","Toronto",10,1,125,44,0,19,0,199,337
35095,"Trinity--Spadina/Trinity--Spadina"," 73","Toronto",8,1,113,49,0,32,1,204,351
35095,"Trinity--Spadina/Trinity--Spadina"," 74","Toronto",17,1,185,70,0,27,5,305,505
35095,"Trinity--Spadina/Trinity--Spadina"," 75","Toronto",6,1,66,13,0,11,0,97,206
35095,"Trinity--Spadina/Trinity--Spadina"," 76","Toronto",4,1,80,29,0,14,1,129,225
35095,"Trinity--Spadina/Trinity--Spadina"," 77","Toronto",6,2,79,37,0,14,0,138,225
35095,"Trinity--Spadina/Trinity--Spadina"," 78","Toronto",12,1,143,35,1,15,0,207,430
35095,"Trinity--Spadina/Trinity--Spadina"," 79","Toronto",12,1,108,37,0,19,0,177,300
35095,"Trinity--Spadina/Trinity--Spadina"," 80","Toronto",5,1,135,43,1,21,1,207,377
35095,"Trinity--Spadina/Trinity--Spadina"," 81","Toronto",9,0,130,35,1,20,0,195,305
35095,"Trinity--Spadina/Trinity--Spadina"," 82","Toronto",11,0,92,36,0,14,0,153,257
35095,"Trinity--Spadina/Trinity--Spadina"," 83","Toronto",8,1,96,31,0,7,0,143,234
35095,"Trinity--Spadina/Trinity--Spadina"," 84","Toronto",7,0,76,18,0,15,0,116,220
35095,"Trinity--Spadina/Trinity--Spadina"," 85","Toronto",7,1,106,45,1,18,0,178,287
35095,"Trinity--Spadina/Trinity--Spadina"," 86","Toronto",4,0,127,50,0,16,1,198,312
35095,"Trinity--Spadina/Trinity--Spadina"," 86-1","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 87","Toronto",7,0,93,36,0,16,0,152,264
35095,"Trinity--Spadina/Trinity--Spadina"," 88","Toronto",15,3,164,59,1,29,0,271,456
35095,"Trinity--Spadina/Trinity--Spadina"," 89","Toronto",11,2,113,34,0,16,0,176,313
35095,"Trinity--Spadina/Trinity--Spadina"," 90","Toronto",10,0,110,31,1,19,0,171,345
35095,"Trinity--Spadina/Trinity--Spadina"," 91","Toronto",16,1,113,23,1,25,1,180,303
35095,"Trinity--Spadina/Trinity--Spadina"," 92","Toronto",18,3,208,60,1,23,4,317,514
35095,"Trinity--Spadina/Trinity--Spadina"," 93","Toronto",16,1,176,61,1,33,2,290,511
35095,"Trinity--Spadina/Trinity--Spadina"," 94","Toronto",7,3,158,53,0,30,1,252,463
35095,"Trinity--Spadina/Trinity--Spadina"," 94-1","Toronto",14,0,177,51,1,35,2,280,466
35095,"Trinity--Spadina/Trinity--Spadina"," 95","Toronto",14,2,176,44,0,31,0,267,426
35095,"Trinity--Spadina/Trinity--Spadina"," 96","Toronto",7,2,106,50,3,20,1,189,382
35095,"Trinity--Spadina/Trinity--Spadina"," 97","Toronto",13,2,142,65,1,23,1,247,423
35095,"Trinity--Spadina/Trinity--Spadina"," 98","Toronto",10,2,180,75,1,31,1,300,477
35095,"Trinity--Spadina/Trinity--Spadina"," 99","Toronto",16,2,149,65,0,25,3,260,446
35095,"Trinity--Spadina/Trinity--Spadina"," 100","Toronto",5,2,149,60,3,32,1,252,464
35095,"Trinity--Spadina/Trinity--Spadina"," 101","Toronto",8,2,115,75,0,27,2,229,396
35095,"Trinity--Spadina/Trinity--Spadina"," 102","Toronto",16,1,134,38,2,13,0,204,362
35095,"Trinity--Spadina/Trinity--Spadina"," 103","Toronto",10,2,136,38,2,29,1,218,414
35095,"Trinity--Spadina/Trinity--Spadina"," 104","Toronto",8,1,162,57,2,25,1,256,517
35095,"Trinity--Spadina/Trinity--Spadina"," 105","Toronto",0,3,181,59,1,34,1,279,510
35095,"Trinity--Spadina/Trinity--Spadina"," 106","Toronto",5,3,134,48,0,17,1,208,402
35095,"Trinity--Spadina/Trinity--Spadina"," 107","Toronto",13,5,137,50,0,28,2,235,364
35095,"Trinity--Spadina/Trinity--Spadina"," 108","Toronto",9,2,74,30,0,9,0,124,260
35095,"Trinity--Spadina/Trinity--Spadina"," 109","Toronto",11,3,98,41,2,17,1,173,339
35095,"Trinity--Spadina/Trinity--Spadina"," 110","Toronto",8,1,147,70,0,29,2,257,511
35095,"Trinity--Spadina/Trinity--Spadina"," 111","Toronto",16,0,173,61,2,27,2,281,501
35095,"Trinity--Spadina/Trinity--Spadina"," 112","Toronto",9,5,121,49,1,29,3,217,432
35095,"Trinity--Spadina/Trinity--Spadina"," 113","Toronto",11,1,160,58,2,39,0,271,490
35095,"Trinity--Spadina/Trinity--Spadina"," 114","Toronto",13,3,187,31,1,27,4,266,512
35095,"Trinity--Spadina/Trinity--Spadina"," 115","Toronto",9,0,149,50,1,30,1,240,510
35095,"Trinity--Spadina/Trinity--Spadina"," 116","Toronto",14,1,178,33,1,16,1,244,405
35095,"Trinity--Spadina/Trinity--Spadina"," 117","Toronto",7,3,132,58,1,30,3,234,415
35095,"Trinity--Spadina/Trinity--Spadina"," 118","Toronto",14,1,169,41,0,24,2,251,446
35095,"Trinity--Spadina/Trinity--Spadina"," 119","Toronto",13,2,145,44,0,25,1,230,431
35095,"Trinity--Spadina/Trinity--Spadina"," 120","Toronto",6,3,130,25,0,11,0,175,381
35095,"Trinity--Spadina/Trinity--Spadina"," 121","Toronto",4,1,55,19,2,11,0,92,297
35095,"Trinity--Spadina/Trinity--Spadina"," 122","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 123","Toronto",3,3,86,19,0,24,2,137,228
35095,"Trinity--Spadina/Trinity--Spadina"," 124","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 124-1","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 125","Toronto",6,1,123,30,1,14,0,175,431
35095,"Trinity--Spadina/Trinity--Spadina"," 126","Toronto",14,1,151,36,0,22,1,225,513
35095,"Trinity--Spadina/Trinity--Spadina"," 127","Toronto",13,2,134,19,3,14,0,185,407
35095,"Trinity--Spadina/Trinity--Spadina"," 128","Toronto",8,2,148,32,0,12,0,202,378
35095,"Trinity--Spadina/Trinity--Spadina"," 129","Toronto",13,1,148,31,0,36,2,231,488
35095,"Trinity--Spadina/Trinity--Spadina"," 130","Toronto",9,0,185,49,2,28,2,275,520
35095,"Trinity--Spadina/Trinity--Spadina"," 130-1","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 131","Toronto",7,2,153,41,4,20,1,228,501
35095,"Trinity--Spadina/Trinity--Spadina"," 132","Toronto",4,4,149,42,1,24,0,224,536
35095,"Trinity--Spadina/Trinity--Spadina"," 133","Toronto",2,1,99,35,1,33,7,178,334
35095,"Trinity--Spadina/Trinity--Spadina"," 134","Toronto",10,0,163,51,1,11,4,240,533
35095,"Trinity--Spadina/Trinity--Spadina"," 135","Toronto",2,0,108,30,4,34,1,179,405
35095,"Trinity--Spadina/Trinity--Spadina"," 136","Toronto",13,3,125,35,0,21,2,199,429
35095,"Trinity--Spadina/Trinity--Spadina"," 137","Toronto",16,1,193,77,0,36,1,324,559
35095,"Trinity--Spadina/Trinity--Spadina"," 138","Toronto",9,0,55,38,0,36,0,138,269
35095,"Trinity--Spadina/Trinity--Spadina"," 139","Toronto",12,0,110,31,0,15,1,169,302
35095,"Trinity--Spadina/Trinity--Spadina"," 140","Toronto",3,2,109,39,0,27,2,182,335
35095,"Trinity--Spadina/Trinity--Spadina"," 141","Toronto",18,3,128,52,1,41,2,245,445
35095,"Trinity--Spadina/Trinity--Spadina"," 142","Toronto",14,3,149,72,2,41,2,283,521
35095,"Trinity--Spadina/Trinity--Spadina"," 143","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 144","Toronto",12,0,146,40,0,46,1,245,475
35095,"Trinity--Spadina/Trinity--Spadina"," 145","Toronto",1,0,39,5,1,9,0,55,241
35095,"Trinity--Spadina/Trinity--Spadina"," 146","Toronto",4,0,60,45,0,29,0,138,291
35095,"Trinity--Spadina/Trinity--Spadina"," 147","Toronto",7,2,134,40,1,23,0,207,505
35095,"Trinity--Spadina/Trinity--Spadina"," 148","Toronto",7,0,98,72,0,46,1,224,493
35095,"Trinity--Spadina/Trinity--Spadina"," 149","Toronto",4,0,60,55,0,25,0,144,269
35095,"Trinity--Spadina/Trinity--Spadina"," 150","Toronto",12,1,152,79,1,57,2,304,474
35095,"Trinity--Spadina/Trinity--Spadina"," 151","Toronto",5,0,102,35,0,20,0,162,312
35095,"Trinity--Spadina/Trinity--Spadina"," 152","Toronto",5,1,73,15,0,10,0,104,199
35095,"Trinity--Spadina/Trinity--Spadina"," 153","Toronto",6,2,127,53,1,29,0,218,417
35095,"Trinity--Spadina/Trinity--Spadina"," 154","Toronto",10,3,127,48,0,34,0,222,301
35095,"Trinity--Spadina/Trinity--Spadina"," 155","Toronto",8,2,146,59,0,49,0,264,461
35095,"Trinity--Spadina/Trinity--Spadina"," 156","Toronto",14,0,150,35,0,35,1,235,474
35095,"Trinity--Spadina/Trinity--Spadina"," 156-1","Toronto",12,2,141,64,1,70,1,291,546
35095,"Trinity--Spadina/Trinity--Spadina"," 157","Toronto",4,0,70,30,0,26,1,131,241
35095,"Trinity--Spadina/Trinity--Spadina"," 157-1","Toronto",8,0,38,32,0,11,0,89,181
35095,"Trinity--Spadina/Trinity--Spadina"," 158A","Toronto",6,0,93,47,0,40,0,186,350
35095,"Trinity--Spadina/Trinity--Spadina"," 158B","Toronto",7,0,68,34,0,20,1,130,314
35095,"Trinity--Spadina/Trinity--Spadina"," 159","Toronto",9,6,194,43,0,41,1,294,502
35095,"Trinity--Spadina/Trinity--Spadina"," 160","Toronto",9,1,183,40,2,59,2,296,535
35095,"Trinity--Spadina/Trinity--Spadina"," 161","Toronto",9,1,96,41,0,32,1,180,335
35095,"Trinity--Spadina/Trinity--Spadina"," 162","Toronto",15,0,84,31,0,24,1,155,312
35095,"Trinity--Spadina/Trinity--Spadina"," 163","Toronto",8,0,67,45,0,35,0,155,308
35095,"Trinity--Spadina/Trinity--Spadina"," 164","Toronto",9,0,91,24,0,22,0,146,277
35095,"Trinity--Spadina/Trinity--Spadina"," 165","Toronto",13,2,135,59,0,56,0,265,437
35095,"Trinity--Spadina/Trinity--Spadina"," 166A","Toronto",6,1,68,40,1,37,0,153,300
35095,"Trinity--Spadina/Trinity--Spadina"," 166B","Toronto",7,0,67,42,0,31,1,148,301
35095,"Trinity--Spadina/Trinity--Spadina"," 167","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 168","Toronto",7,0,60,37,0,31,0,135,255
35095,"Trinity--Spadina/Trinity--Spadina"," 169","Toronto",11,1,97,39,0,32,1,181,336
35095,"Trinity--Spadina/Trinity--Spadina"," 170A","Toronto",11,0,60,34,0,40,1,146,322
35095,"Trinity--Spadina/Trinity--Spadina"," 170B","Toronto",9,1,80,34,0,25,1,150,321
35095,"Trinity--Spadina/Trinity--Spadina"," 171","Toronto",4,1,75,16,0,4,0,100,226
35095,"Trinity--Spadina/Trinity--Spadina"," 172A","Toronto",14,1,102,46,0,43,4,210,405
35095,"Trinity--Spadina/Trinity--Spadina"," 172B","Toronto",15,1,97,56,0,70,1,240,243
35095,"Trinity--Spadina/Trinity--Spadina"," 173A","Toronto",3,2,98,58,0,63,0,224,476
35095,"Trinity--Spadina/Trinity--Spadina"," 173B","Toronto",6,2,67,41,0,66,0,182,266
35095,"Trinity--Spadina/Trinity--Spadina"," 174","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 175","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 176A","Toronto",9,0,72,37,0,70,2,190,445
35095,"Trinity--Spadina/Trinity--Spadina"," 176B","Toronto",Merged with No. 437/Fusionné avec le nº 437,,,,,,,,39
35095,"Trinity--Spadina/Trinity--Spadina"," 177","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 178","Toronto",3,1,160,24,1,11,2,202,418
35095,"Trinity--Spadina/Trinity--Spadina"," 179","Toronto",7,2,222,37,1,18,1,288,470
35095,"Trinity--Spadina/Trinity--Spadina"," 180","Toronto",11,2,75,31,0,43,0,162,343
35095,"Trinity--Spadina/Trinity--Spadina"," 181","Toronto",18,1,307,10,0,27,1,364,492
35095,"Trinity--Spadina/Trinity--Spadina"," 400","Toronto",5,5,148,33,0,23,2,216,413
35095,"Trinity--Spadina/Trinity--Spadina"," 401","Toronto",3,1,8,30,0,61,0,103,180
35095,"Trinity--Spadina/Trinity--Spadina"," 402","Toronto",Merged with No. 55/Fusionné avec le nº 55,,,,,,,,14
35095,"Trinity--Spadina/Trinity--Spadina"," 403","Toronto",6,0,114,38,2,30,0,190,310
35095,"Trinity--Spadina/Trinity--Spadina"," 404","Toronto",2,2,54,44,0,30,0,132,236
35095,"Trinity--Spadina/Trinity--Spadina"," 405","Toronto",3,0,40,31,0,18,0,92,193
35095,"Trinity--Spadina/Trinity--Spadina"," 406","Toronto",0,2,57,26,0,17,0,102,209
35095,"Trinity--Spadina/Trinity--Spadina"," 406-1","Toronto",2,1,56,24,0,43,0,126,202
35095,"Trinity--Spadina/Trinity--Spadina"," 406-2","Toronto",5,0,46,32,0,17,0,100,178
35095,"Trinity--Spadina/Trinity--Spadina"," 407","Toronto",6,0,70,58,0,49,0,183,312
35095,"Trinity--Spadina/Trinity--Spadina"," 408","Toronto",11,1,124,74,1,79,0,290,454
35095,"Trinity--Spadina/Trinity--Spadina"," 409","Toronto",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,36
35095,"Trinity--Spadina/Trinity--Spadina"," 410","Toronto",2,1,98,16,0,12,5,134,232
35095,"Trinity--Spadina/Trinity--Spadina"," 411","Toronto",10,1,118,45,0,41,0,215,308
35095,"Trinity--Spadina/Trinity--Spadina"," 412","Toronto",9,1,100,37,0,39,0,186,257
35095,"Trinity--Spadina/Trinity--Spadina"," 413","Toronto",13,0,90,54,0,63,4,224,308
35095,"Trinity--Spadina/Trinity--Spadina"," 414","Toronto",12,2,112,43,0,43,0,212,325
35095,"Trinity--Spadina/Trinity--Spadina"," 414-1","Toronto",9,0,85,53,1,29,3,180,249
35095,"Trinity--Spadina/Trinity--Spadina"," 415","Toronto",3,4,62,49,0,44,1,163,237
35095,"Trinity--Spadina/Trinity--Spadina"," 415-1","Toronto",3,2,87,51,0,53,0,196,309
35095,"Trinity--Spadina/Trinity--Spadina"," 416","Toronto",10,3,47,44,0,44,0,148,253
35095,"Trinity--Spadina/Trinity--Spadina"," 417","Toronto",3,1,61,57,0,66,0,188,288
35095,"Trinity--Spadina/Trinity--Spadina"," 418A","Toronto",9,1,102,37,0,40,0,189,286
35095,"Trinity--Spadina/Trinity--Spadina"," 418B","Toronto",4,2,100,45,0,47,2,200,318
35095,"Trinity--Spadina/Trinity--Spadina"," 418-1","Toronto",16,2,134,53,0,74,0,279,497
35095,"Trinity--Spadina/Trinity--Spadina"," 418-2","Toronto",10,1,75,29,0,29,0,144,205
35095,"Trinity--Spadina/Trinity--Spadina"," 418-3","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 419","Toronto",12,0,51,41,0,60,1,165,257
35095,"Trinity--Spadina/Trinity--Spadina"," 419-1","Toronto",2,1,43,33,0,22,0,101,168
35095,"Trinity--Spadina/Trinity--Spadina"," 420","Toronto",15,5,119,53,0,65,1,258,430
35095,"Trinity--Spadina/Trinity--Spadina"," 420-1","Toronto",11,4,75,38,1,53,0,182,310
35095,"Trinity--Spadina/Trinity--Spadina"," 420-2","Toronto",7,1,73,42,0,45,1,169,294
35095,"Trinity--Spadina/Trinity--Spadina"," 420-3","Toronto",10,1,87,60,0,67,1,226,372
35095,"Trinity--Spadina/Trinity--Spadina"," 421","Toronto",11,2,124,70,0,101,0,308,483
35095,"Trinity--Spadina/Trinity--Spadina"," 422","Toronto",6,0,63,42,2,55,0,168,289
35095,"Trinity--Spadina/Trinity--Spadina"," 422-1","Toronto",11,0,105,79,0,66,0,261,450
35095,"Trinity--Spadina/Trinity--Spadina"," 422-2","Toronto",13,0,132,82,0,80,0,307,541
35095,"Trinity--Spadina/Trinity--Spadina"," 422-3","Toronto",5,2,76,33,0,58,0,174,351
35095,"Trinity--Spadina/Trinity--Spadina"," 422-4","Toronto",2,0,20,20,0,22,0,64,108
35095,"Trinity--Spadina/Trinity--Spadina"," 423","Toronto",12,0,104,37,0,46,0,199,301
35095,"Trinity--Spadina/Trinity--Spadina"," 424","Toronto",9,1,105,69,0,49,0,233,342
35095,"Trinity--Spadina/Trinity--Spadina"," 425","Toronto",4,4,61,32,0,46,0,147,227
35095,"Trinity--Spadina/Trinity--Spadina"," 426","Toronto",3,2,95,28,0,29,0,157,287
35095,"Trinity--Spadina/Trinity--Spadina"," 427","Toronto",12,1,75,39,0,30,0,157,290
35095,"Trinity--Spadina/Trinity--Spadina"," 428","Toronto",7,0,88,32,0,32,0,159,260
35095,"Trinity--Spadina/Trinity--Spadina"," 428-1","Toronto",3,2,80,39,0,35,0,159,253
35095,"Trinity--Spadina/Trinity--Spadina"," 428-2","Toronto",3,0,37,14,0,14,0,68,159
35095,"Trinity--Spadina/Trinity--Spadina"," 429","Toronto",6,3,74,31,0,36,0,150,261
35095,"Trinity--Spadina/Trinity--Spadina"," 429-1","Toronto",5,2,74,39,1,39,0,160,271
35095,"Trinity--Spadina/Trinity--Spadina"," 430","Toronto",9,3,61,32,0,56,0,161,311
35095,"Trinity--Spadina/Trinity--Spadina"," 430-1","Toronto",8,3,105,56,1,56,0,229,405
35095,"Trinity--Spadina/Trinity--Spadina"," 430-2","Toronto",9,0,93,57,0,49,0,208,407
35095,"Trinity--Spadina/Trinity--Spadina"," 431","Toronto",6,7,98,56,1,77,2,247,415
35095,"Trinity--Spadina/Trinity--Spadina"," 431-1","Toronto",5,2,54,40,0,53,1,155,230
35095,"Trinity--Spadina/Trinity--Spadina"," 432","Toronto",10,2,92,62,0,100,1,267,413
35095,"Trinity--Spadina/Trinity--Spadina"," 432-1","Toronto",5,2,101,51,1,68,0,228,401
35095,"Trinity--Spadina/Trinity--Spadina"," 433","Toronto",8,0,81,43,1,102,0,235,425
35095,"Trinity--Spadina/Trinity--Spadina"," 434A","Toronto",3,2,50,51,1,69,0,176,288
35095,"Trinity--Spadina/Trinity--Spadina"," 434B","Toronto",10,2,66,48,1,65,0,192,324
35095,"Trinity--Spadina/Trinity--Spadina"," 435","Toronto",9,1,101,59,1,66,2,239,358
35095,"Trinity--Spadina/Trinity--Spadina"," 436","Toronto",7,2,66,68,0,67,0,210,350
35095,"Trinity--Spadina/Trinity--Spadina"," 436-1","Toronto",10,3,116,70,0,99,0,298,483
35095,"Trinity--Spadina/Trinity--Spadina"," 437","Toronto",3,3,80,42,0,60,0,188,281
35095,"Trinity--Spadina/Trinity--Spadina"," 437-1","Toronto",7,3,125,65,0,87,4,291,542
35095,"Trinity--Spadina/Trinity--Spadina"," 437-2","Toronto",3,3,48,49,0,53,0,156,285
35095,"Trinity--Spadina/Trinity--Spadina"," 438","Toronto",12,5,119,85,0,97,3,321,475
35095,"Trinity--Spadina/Trinity--Spadina"," 439","Toronto",4,3,79,49,0,57,1,193,288
35095,"Trinity--Spadina/Trinity--Spadina"," 440","Toronto",6,4,149,65,0,58,2,284,473
35095,"Trinity--Spadina/Trinity--Spadina"," 441","Toronto",5,2,47,42,0,33,1,130,183
