Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Christian-Simon Ferlatte,Daniel Fox,Mylène Freeman,Michel Daniel Guibord,Mario Laframboise,Stephen Matthews,Yvan Patry,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 21","Lac-des-Plages",0,16,94,0,102,2,28,6,248,405
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 22","Boileau",0,16,55,2,56,3,17,1,150,257
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 23","Namur",0,25,107,1,66,7,43,3,252,497
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 24","Saint-Émile-de-Suffolk",1,12,71,1,92,6,32,2,217,410
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 25","Chénéville",1,25,68,4,99,3,21,4,225,376
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 26","Chénéville",0,9,69,1,89,1,23,1,193,353
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 27","Lac-Simon",0,14,91,0,45,1,24,3,178,285
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 28","Lac-Simon",0,27,93,3,95,4,41,2,265,416
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 29","Notre-Dame-de-la-Paix",0,10,40,3,56,2,10,4,125,234
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 30","Notre-Dame-de-la-Paix",0,10,65,1,106,5,21,6,214,337
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 31","Saint-André-Avellin",1,23,81,3,71,3,20,4,206,367
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 32A","Saint-André-Avellin",0,12,60,0,43,3,21,1,140,252
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 32B","Saint-André-Avellin",0,15,58,1,57,5,17,1,154,303
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 33","Saint-André-Avellin",1,20,74,1,68,3,21,4,192,425
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 34","Saint-André-Avellin",0,3,19,0,24,3,4,3,56,139
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 35","Saint-André-Avellin",1,14,65,0,70,6,11,6,173,407
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 36","Saint-André-Avellin",1,24,78,2,67,1,24,2,199,419
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 37","Saint-André-Avellin",2,4,45,1,44,1,8,0,105,186
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 38","Saint-André-Avellin",1,19,71,3,77,3,17,0,191,430
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 39","Plaisance",0,15,124,2,108,4,26,6,285,460
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 40","Plaisance",0,21,109,0,68,7,14,2,221,368
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 41","Sainte-Angélique",0,8,47,0,50,1,21,1,128,235
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 42","Papineauville",2,16,75,0,57,4,11,2,167,292
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 42-1","Papineauville",0,27,111,0,79,5,31,8,261,473
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 43","Papineauville",1,25,86,3,72,4,24,4,219,454
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 44","Papineauville",0,25,102,2,96,7,17,1,250,458
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 45","Montebello",1,16,49,1,61,6,20,2,156,269
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 46","Montebello",0,13,62,4,36,6,11,2,134,246
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 47","Montebello",0,13,89,2,62,2,18,3,189,333
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 48","Notre-Dame-de-Bon-Secours-Partie-Nord",0,10,57,0,26,0,13,0,106,213
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 49","Fassett",0,30,98,2,83,4,33,1,251,397
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 50","Avoca",0,10,15,0,5,5,26,0,61,167
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 51","Grenville-sur-la-Rouge--Pointe-au-Chêne",1,29,81,3,60,4,35,2,215,469
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 51-1","Grenville-sur-la-Rouge",0,12,54,0,23,1,9,0,99,203
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 52","Kilmar",0,28,75,0,29,5,20,2,159,394
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 53","Grenville-sur-la-Rouge",0,26,43,1,14,7,15,0,106,241
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 54","Grenville-sur-la-Rouge",0,29,41,0,25,4,23,0,122,238
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 55","Grenville-sur-la-Rouge",2,25,64,0,21,3,33,1,149,339
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 56","Grenville",1,37,105,3,37,5,20,2,210,475
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 57","Grenville",0,51,66,2,40,4,23,4,190,440
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 58","Grenville",0,24,66,1,32,4,24,2,153,351
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 59","Grenville-sur-la-Rouge",0,25,19,1,8,1,38,0,92,307
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 60","Harrington",0,32,46,0,9,6,26,1,120,207
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 61","Harrington--Lost River",1,96,110,0,35,11,38,2,293,517
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 62","Lac-des-Seize-Îles",0,12,42,0,20,0,7,2,83,140
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 63A","Lac-des-Seize-Îles",0,13,95,1,51,4,12,2,178,297
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 63B","Lac-des-Seize-Îles",0,7,64,0,43,3,15,3,135,260
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 64","Wentworth-Nord--Laurel",Void/Supprimé,,,,,,,,,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 65","Montfort",0,35,67,0,31,4,26,0,163,255
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 66","Saint-Michel-de-Wentworth",0,20,62,1,48,1,31,3,166,397
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 67","Brownsburg-Chatham",0,32,71,1,45,10,19,4,182,416
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 68","Brownsburg-Chatham",1,30,77,1,35,7,25,1,177,369
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 69","Brownsburg-Chatham",0,30,63,1,27,5,34,3,163,365
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 70","Brownsburg-Chatham",2,46,99,2,43,6,36,1,235,487
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 71","Brownsburg-Chatham",0,26,77,0,46,11,16,2,178,367
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 72","Brownsburg-Chatham",0,53,95,0,37,11,44,0,240,546
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 73","Brownsburg-Chatham",0,39,57,1,55,9,34,4,199,453
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 74","Brownsburg-Chatham",0,8,69,1,53,6,10,1,148,415
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 75","Brownsburg-Chatham",0,23,61,0,36,2,12,4,138,287
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 76","Brownsburg-Chatham",0,20,64,1,55,6,20,1,167,427
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 77","Brownsburg-Chatham",1,19,58,3,57,11,22,6,177,436
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 78","Brownsburg-Chatham",0,54,89,2,24,5,38,2,214,484
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 79","Brownsburg-Chatham",0,35,59,0,36,7,18,6,161,366
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 79-1","Brownsburg-Chatham",0,10,71,0,44,3,9,1,138,334
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 80","Louisa",0,66,80,1,34,11,65,2,259,408
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 81","Saint-Adolphe-d'Howard",3,29,130,3,69,6,8,3,251,468
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 82A","Saint-Adolphe-d'Howard",0,19,47,0,46,5,9,0,126,273
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 82B","Saint-Adolphe-d'Howard",0,25,67,0,41,2,14,2,151,292
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 83","Saint-Adolphe-d'Howard",0,54,112,1,66,7,20,5,265,463
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 84","Saint-Adolphe-d'Howard",0,14,70,0,26,5,9,1,125,279
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 85","Saint-Adolphe-d'Howard",0,4,45,0,20,4,12,0,85,240
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 86A","Saint-Adolphe-d'Howard",1,12,86,1,40,3,24,2,169,340
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 86B","Saint-Adolphe-d'Howard",1,15,67,0,47,2,21,0,153,319
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 86-1","Saint-Adolphe-d'Howard",0,18,64,0,51,5,6,0,144,358
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 87","Morin-Heights",1,49,109,5,36,8,13,1,222,402
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 87-1","Morin-Heights",0,25,52,0,17,4,14,2,114,197
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 88","Morin-Heights",1,33,125,1,54,7,20,1,242,463
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 88-1","Morin-Heights",0,33,131,0,42,6,22,3,237,414
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 89","Morin-Heights",0,45,134,1,39,2,48,2,271,490
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 90","Morin-Heights",1,42,143,2,37,10,24,3,262,546
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 91","Morin-Heights",0,53,78,0,45,4,20,0,200,421
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 91-1","Morin-Heights",0,42,65,1,30,5,21,1,165,359
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 92","Mille-Isles",1,36,102,2,34,7,21,1,204,369
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 92-1","Mille-Isles",0,41,121,0,50,9,32,3,256,500
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 93","Mille-Isles",0,11,106,0,57,2,6,1,183,346
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 94","Lakefield--Gore",1,40,120,1,63,13,28,2,268,491
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 95","Lakefield--Gore",0,33,112,2,63,6,24,4,244,488
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 96","Lakefield--Gore",0,27,85,0,46,7,25,4,194,379
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 97A","Lachute",0,22,58,0,37,11,23,1,152,293
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 97B","Lachute",1,25,57,0,30,9,25,0,147,298
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 98A","Lachute",1,79,101,1,67,15,16,3,283,559
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 98B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,,11
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 99","Lachute",1,23,65,1,72,7,12,5,186,455
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 100A","Lachute",2,17,67,0,43,10,9,3,151,348
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 100B","Lachute",0,14,47,0,43,10,7,6,127,322
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 101","Lachute",1,28,71,1,59,14,11,3,188,528
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 102","Lachute",1,18,53,0,47,3,9,1,132,385
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 103","Lachute",0,18,53,2,45,5,10,0,133,381
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 104","Lachute",1,13,67,1,83,5,11,0,181,406
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 105","Lachute",1,18,54,0,49,4,5,0,131,403
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 106","Lachute",2,50,62,1,45,13,29,2,204,412
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 107","Lachute",0,15,38,1,21,6,12,1,94,396
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 108","Lachute",1,41,64,1,37,19,22,0,185,482
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 109","Lachute",1,28,56,0,35,13,32,5,170,416
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 110","Lachute",0,38,73,0,45,7,20,0,183,502
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 111","Lachute",1,36,38,0,54,8,16,0,153,372
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 112","Lachute",2,31,60,0,44,14,18,4,173,427
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 113","Lachute",0,32,49,0,55,3,17,1,157,488
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 114","Lachute",1,46,60,3,57,14,15,0,196,396
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 115","Lachute",1,28,40,4,50,7,16,4,150,382
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 116","Lachute",2,26,67,2,52,13,18,3,183,425
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 117","Lachute",0,45,77,2,91,11,23,5,254,510
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 118A","Lachute",0,25,45,1,25,6,6,0,108,282
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 118B","Lachute",0,22,62,0,40,2,15,0,141,333
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 119","Saint-André-d'Argenteuil",1,16,43,1,15,14,9,0,99,266
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 120","Saint-André-d'Argenteuil",1,39,89,2,73,19,37,3,263,524
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 121","Saint-André-d'Argenteuil",0,33,83,1,70,37,26,3,253,456
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 122","Saint-André-d'Argenteuil",0,16,55,2,37,15,16,0,141,334
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 123","Saint-André-d'Argenteuil",0,18,53,0,47,11,9,3,141,349
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 124","Saint-André-d'Argenteuil",2,15,73,1,34,7,28,0,160,339
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 124-1","Saint-André-d'Argenteuil",0,17,59,2,49,7,20,4,158,279
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 125A","Saint-Placide",0,7,68,3,50,4,19,2,153,261
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 125B","Saint-Placide",0,10,87,1,60,3,12,1,174,277
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 126","Saint-Placide",0,16,107,2,87,5,21,7,245,407
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 127","Saint-Placide",2,20,98,2,91,7,28,0,248,475
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 128","Pointe-aux-Anglais--Oka",0,23,101,2,67,5,20,1,219,457
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 128-1","Oka",0,7,59,0,45,2,19,2,134,370
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 129","Oka",0,17,106,1,83,9,27,4,247,493
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 130","Oka",0,20,106,2,86,5,23,1,243,415
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 131","Oka",0,15,78,0,25,1,32,2,153,235
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 132A","Oka",1,22,98,2,50,1,29,0,203,297
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 132B","Oka",0,23,99,0,56,7,39,1,225,323
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 133","Oka",0,20,88,0,58,4,20,0,190,303
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 134","Oka",0,25,133,2,84,5,41,5,295,480
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 135","Saint-Joseph-du-Lac",0,15,99,2,61,4,15,5,201,364
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 136","Saint-Joseph-du-Lac",0,18,90,3,51,2,22,5,191,331
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 137","Saint-Joseph-du-Lac",2,19,161,0,102,6,25,3,318,511
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 138A","Saint-Joseph-du-Lac",0,20,85,1,48,2,23,1,180,305
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 138B","Saint-Joseph-du-Lac",1,9,89,0,63,4,24,3,193,334
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 139","Saint-Joseph-du-Lac",0,19,131,1,45,2,25,3,226,422
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 140","Saint-Joseph-du-Lac",0,9,137,5,60,1,25,2,239,434
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 141","Saint-Joseph-du-Lac",0,21,163,2,77,7,14,0,284,560
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 141-1","Saint-Joseph-du-Lac",0,17,98,0,70,4,17,7,213,371
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 142","Saint-Joseph-du-Lac",2,12,104,1,78,4,17,7,225,483
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 143","Saint-Joseph-du-Lac",0,6,70,0,36,1,12,3,128,229
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 143-1","Saint-Joseph-du-Lac",0,13,68,0,58,4,7,4,154,305
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 144","Pointe-Calumet",0,10,113,1,76,4,17,6,227,452
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 145","Pointe-Calumet",0,13,85,0,60,3,13,5,179,367
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 146","Pointe-Calumet",0,16,106,1,79,4,11,5,222,414
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 147","Pointe-Calumet",0,11,63,0,64,3,9,6,156,314
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 148","Pointe-Calumet",0,14,141,1,60,4,10,5,235,415
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 148-1","Pointe-Calumet",0,14,95,1,60,4,7,3,184,280
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 149A","Pointe-Calumet",0,6,62,1,55,3,14,6,147,284
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 149B","Pointe-Calumet",0,5,66,2,39,4,9,1,126,271
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 150","Pointe-Calumet",0,19,118,2,91,1,25,9,265,502
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 151","Pointe-Calumet",1,14,98,2,55,5,17,4,196,418
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 152","Pointe-Calumet",0,17,142,1,62,6,27,8,263,471
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 153","Pointe-Calumet",0,12,116,0,64,7,15,6,220,437
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 154","Pointe-Calumet",0,20,87,0,64,3,20,4,198,383
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 155A","Mirabel",0,21,91,0,80,10,30,4,236,351
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 155B","Mirabel",0,22,89,2,71,4,28,2,218,344
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 156","Mirabel",0,5,37,0,24,1,7,0,74,162
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 157","Mirabel",0,10,70,0,56,5,20,5,166,293
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 158A","Mirabel",1,14,90,1,67,3,15,4,195,335
