Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Keith Ashfield,Louise Anna-Marie Comeau,Randy McKeen,Adam Scott Ness,Jesse Travis,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13003,"Fredericton/Fredericton"," 31","Fredericton",83,15,32,1,26,0,157,291
13003,"Fredericton/Fredericton"," 32","Fredericton",147,23,76,2,71,0,319,573
13003,"Fredericton/Fredericton"," 33","Fredericton",105,7,36,2,60,2,212,403
13003,"Fredericton/Fredericton"," 34","Fredericton",133,12,74,1,57,1,278,480
13003,"Fredericton/Fredericton"," 34-1","Fredericton",42,11,35,0,38,0,126,244
13003,"Fredericton/Fredericton"," 35","Fredericton",118,9,46,4,40,1,218,401
13003,"Fredericton/Fredericton"," 36","Fredericton",95,7,34,0,51,0,187,345
13003,"Fredericton/Fredericton"," 37","Fredericton",64,15,34,2,57,1,173,395
13003,"Fredericton/Fredericton"," 38","Fredericton",67,6,65,0,63,1,202,414
13003,"Fredericton/Fredericton"," 39","Fredericton",50,5,18,2,30,0,105,327
13003,"Fredericton/Fredericton"," 40","Fredericton",110,9,63,0,60,0,242,395
13003,"Fredericton/Fredericton"," 41","Fredericton",65,10,48,1,65,0,189,376
13003,"Fredericton/Fredericton"," 42","Fredericton",85,7,60,2,73,2,229,480
13003,"Fredericton/Fredericton"," 43","Fredericton",79,8,46,2,44,3,182,363
13003,"Fredericton/Fredericton"," 44","Fredericton",100,5,41,1,52,2,201,364
13003,"Fredericton/Fredericton"," 45","Fredericton",85,7,41,0,69,1,203,467
13003,"Fredericton/Fredericton"," 46","Fredericton",62,7,34,1,47,0,151,299
13003,"Fredericton/Fredericton"," 47","Fredericton",72,7,43,1,43,0,166,318
13003,"Fredericton/Fredericton"," 48","Fredericton",92,6,66,1,63,2,230,448
13003,"Fredericton/Fredericton"," 49","Fredericton",142,17,52,1,90,1,303,538
13003,"Fredericton/Fredericton"," 50","Fredericton",67,0,36,1,39,0,143,272
13003,"Fredericton/Fredericton"," 51","Fredericton",104,14,77,0,77,1,273,501
13003,"Fredericton/Fredericton"," 52A","Fredericton",72,11,54,1,47,1,186,369
13003,"Fredericton/Fredericton"," 52B","Fredericton",90,4,40,0,43,0,177,321
13003,"Fredericton/Fredericton"," 52C","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,71
13003,"Fredericton/Fredericton"," 53","Fredericton",74,14,61,0,65,0,214,420
13003,"Fredericton/Fredericton"," 54","Fredericton",103,8,34,9,74,1,229,478
13003,"Fredericton/Fredericton"," 55","Fredericton",86,6,76,1,48,0,217,413
13003,"Fredericton/Fredericton"," 56","Fredericton",98,17,108,1,78,0,302,541
13003,"Fredericton/Fredericton"," 57","Fredericton",35,17,38,1,73,0,164,335
13003,"Fredericton/Fredericton"," 58","Fredericton",22,2,22,0,37,2,85,214
13003,"Fredericton/Fredericton"," 58-1","Fredericton",43,10,54,0,80,2,189,370
13003,"Fredericton/Fredericton"," 59","Fredericton",18,11,62,2,86,5,184,331
13003,"Fredericton/Fredericton"," 60","Fredericton",35,13,36,0,85,0,169,376
13003,"Fredericton/Fredericton"," 61A","Fredericton",58,10,64,0,87,0,219,441
13003,"Fredericton/Fredericton"," 61B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,9
13003,"Fredericton/Fredericton"," 62","Fredericton",57,6,78,0,55,1,197,349
13003,"Fredericton/Fredericton"," 63","Fredericton",36,12,46,1,59,0,154,310
13003,"Fredericton/Fredericton"," 64","Fredericton",71,15,87,3,100,1,277,521
13003,"Fredericton/Fredericton"," 65","Fredericton",67,23,69,1,102,3,265,521
13003,"Fredericton/Fredericton"," 66","Fredericton",70,18,50,0,97,2,237,441
13003,"Fredericton/Fredericton"," 67","Fredericton",52,11,44,2,54,1,164,318
13003,"Fredericton/Fredericton"," 68","Fredericton",36,15,31,3,65,0,150,307
13003,"Fredericton/Fredericton"," 69","Fredericton",53,9,65,0,56,2,185,352
13003,"Fredericton/Fredericton"," 70","Fredericton",45,11,32,1,61,0,150,284
13003,"Fredericton/Fredericton"," 71","Fredericton",19,4,18,1,48,0,90,181
13003,"Fredericton/Fredericton"," 71-1","Fredericton",51,4,45,2,57,0,159,366
13003,"Fredericton/Fredericton"," 72","Fredericton",62,9,46,1,50,0,168,402
13003,"Fredericton/Fredericton"," 73","Fredericton",29,15,27,0,81,1,153,382
13003,"Fredericton/Fredericton"," 74","Fredericton",48,8,57,1,48,0,162,389
13003,"Fredericton/Fredericton"," 75","Fredericton",37,9,43,0,38,0,127,244
13003,"Fredericton/Fredericton"," 76","Fredericton",51,7,47,0,41,0,146,275
13003,"Fredericton/Fredericton"," 77","Fredericton",80,8,72,0,57,0,217,377
13003,"Fredericton/Fredericton"," 78","Fredericton",73,7,46,0,41,0,167,321
13003,"Fredericton/Fredericton"," 79","Fredericton",34,7,18,2,59,0,120,300
13003,"Fredericton/Fredericton"," 80","Fredericton",22,6,6,0,39,0,73,231
13003,"Fredericton/Fredericton"," 81","Fredericton",52,7,30,1,52,1,143,324
13003,"Fredericton/Fredericton"," 82","Fredericton",63,5,58,0,80,0,206,436
13003,"Fredericton/Fredericton"," 83","Fredericton",142,14,79,1,64,1,301,500
13003,"Fredericton/Fredericton"," 84","Fredericton",62,11,45,2,63,1,184,319
13003,"Fredericton/Fredericton"," 85","Fredericton",59,2,47,2,55,1,166,290
13003,"Fredericton/Fredericton"," 86","Fredericton",78,11,50,3,63,0,205,360
13003,"Fredericton/Fredericton"," 87","Fredericton",51,8,36,0,65,1,161,338
13003,"Fredericton/Fredericton"," 88","Fredericton",23,7,31,0,50,1,112,271
13003,"Fredericton/Fredericton"," 89","Fredericton",48,9,44,0,69,0,170,385
13003,"Fredericton/Fredericton"," 90","Fredericton",84,2,77,2,83,2,250,448
13003,"Fredericton/Fredericton"," 91","Fredericton",107,6,73,2,71,1,260,455
13003,"Fredericton/Fredericton"," 92","Fredericton",50,11,65,1,78,0,205,390
13003,"Fredericton/Fredericton"," 93","Fredericton",64,6,51,0,53,1,175,305
13003,"Fredericton/Fredericton"," 94","Fredericton",63,13,42,2,58,0,178,371
13003,"Fredericton/Fredericton"," 95","Fredericton",118,14,96,0,101,0,329,558
13003,"Fredericton/Fredericton"," 96","Fredericton",111,13,60,2,69,2,257,411
13003,"Fredericton/Fredericton"," 96-1","Fredericton",52,14,24,0,30,0,120,253
13003,"Fredericton/Fredericton"," 97","Fredericton",128,6,51,3,71,2,261,487
13003,"Fredericton/Fredericton"," 98","Fredericton",62,1,24,0,32,0,119,305
13003,"Fredericton/Fredericton"," 99A","Fredericton",72,9,22,0,56,2,161,356
13003,"Fredericton/Fredericton"," 99B","Fredericton",68,10,40,0,61,1,180,404
13003,"Fredericton/Fredericton"," 100","Fredericton",107,17,78,3,65,1,271,506
13003,"Fredericton/Fredericton"," 101","New Maryland",110,2,50,1,61,2,226,412
13003,"Fredericton/Fredericton"," 101-1","New Maryland",74,9,52,0,47,0,182,317
13003,"Fredericton/Fredericton"," 102","New Maryland",109,6,56,1,84,2,258,395
13003,"Fredericton/Fredericton"," 103","New Maryland",136,7,60,1,61,3,268,463
13003,"Fredericton/Fredericton"," 104","New Maryland",97,5,34,0,53,0,189,320
13003,"Fredericton/Fredericton"," 105","New Maryland",122,6,70,0,71,0,269,477
13003,"Fredericton/Fredericton"," 106","New Maryland",107,9,44,0,44,0,204,355
13003,"Fredericton/Fredericton"," 107","New Maryland",104,8,26,1,55,0,194,363
13003,"Fredericton/Fredericton"," 108","Maugerville",70,5,18,2,24,0,119,252
13003,"Fredericton/Fredericton"," 108-1","Maugerville",143,13,69,3,67,3,298,550
13003,"Fredericton/Fredericton"," 108-2","St. Marys",72,2,15,0,23,0,112,295
13003,"Fredericton/Fredericton"," 108-3","St. Marys",83,9,41,0,64,0,197,362
13003,"Fredericton/Fredericton"," 108-4","Burpees Corner",160,13,47,0,68,0,288,491
13003,"Fredericton/Fredericton"," 109","Northfield",54,2,14,1,29,1,101,283
13003,"Fredericton/Fredericton"," 110","Chipman",67,2,14,1,19,2,105,233
13003,"Fredericton/Fredericton"," 111","Chipman",83,3,14,2,31,0,133,299
13003,"Fredericton/Fredericton"," 112","Chipman",86,1,28,5,29,0,149,353
13003,"Fredericton/Fredericton"," 113","Chipman",69,4,18,1,30,4,126,279
13003,"Fredericton/Fredericton"," 114","Chipman",34,0,11,1,17,1,64,201
13003,"Fredericton/Fredericton"," 115","Chipman",40,1,11,2,18,0,72,213
13003,"Fredericton/Fredericton"," 116","Chipman",60,0,10,1,21,3,95,300
13003,"Fredericton/Fredericton"," 117","Minto",66,3,17,4,25,4,119,303
13003,"Fredericton/Fredericton"," 118","Minto",71,3,10,0,19,1,104,279
13003,"Fredericton/Fredericton"," 119","Minto",61,6,19,1,16,0,103,244
13003,"Fredericton/Fredericton"," 120","Minto",73,4,37,2,26,0,142,341
13003,"Fredericton/Fredericton"," 121","Minto",80,6,19,1,17,3,126,310
13003,"Fredericton/Fredericton"," 122","Minto",50,4,25,0,25,0,104,250
13003,"Fredericton/Fredericton"," 123","Minto",70,4,15,2,40,2,133,317
13003,"Fredericton/Fredericton"," 124","Northfield",73,1,21,1,25,0,121,273
13003,"Fredericton/Fredericton"," 125","Newcastle Creek",117,1,11,1,29,1,160,299
13003,"Fredericton/Fredericton"," 126","Douglas Harbour",190,6,56,1,54,0,307,500
13003,"Fredericton/Fredericton"," 127","Sheffield",154,6,32,1,38,0,231,407
13003,"Fredericton/Fredericton"," 127-1","Sheffield",71,3,18,2,24,0,118,166
13003,"Fredericton/Fredericton"," 128","Sheffield",74,2,21,0,22,0,119,195
13003,"Fredericton/Fredericton"," 129","Maugerville",162,7,34,3,32,1,239,384
13003,"Fredericton/Fredericton"," 129-1","Maugerville",68,1,17,1,34,0,121,215
13003,"Fredericton/Fredericton"," 130","Lincoln",100,10,26,1,53,0,190,345
13003,"Fredericton/Fredericton"," 130-1","Lincoln",124,8,29,1,47,0,209,394
13003,"Fredericton/Fredericton"," 131","Lincoln",82,1,18,0,50,0,151,357
13003,"Fredericton/Fredericton"," 132","Lincoln",57,8,25,0,52,0,142,306
13003,"Fredericton/Fredericton"," 133","Lincoln",143,8,22,0,33,0,206,360
13003,"Fredericton/Fredericton"," 134","Lincoln",86,6,16,2,49,2,161,306
13003,"Fredericton/Fredericton"," 134-1","Lincoln",87,4,29,1,47,0,168,331
13003,"Fredericton/Fredericton"," 135","Waasis",113,7,14,0,57,0,191,435
13003,"Fredericton/Fredericton"," 135-1","Waasis",100,7,30,0,59,2,198,410
13003,"Fredericton/Fredericton"," 136","Lincoln",66,10,18,1,47,0,142,321
13003,"Fredericton/Fredericton"," 137","Rusagonis",84,8,23,0,38,0,153,275
13003,"Fredericton/Fredericton"," 138","Rusagonis",118,11,22,2,63,0,216,381
13003,"Fredericton/Fredericton"," 139","Rusagonis",147,5,39,1,75,0,267,547
13003,"Fredericton/Fredericton"," 140","Waterville",95,6,12,0,21,0,134,271
13003,"Fredericton/Fredericton"," 140-1","Waterville",105,3,9,1,24,1,143,258
13003,"Fredericton/Fredericton"," 141","French Lake",100,1,20,1,21,2,145,262
13003,"Fredericton/Fredericton"," 141-1","Burton",77,2,8,2,12,0,101,158
13003,"Fredericton/Fredericton"," 142","Geary",128,8,36,3,37,0,212,394
13003,"Fredericton/Fredericton"," 143","Haneytown",86,5,20,6,47,1,165,341
13003,"Fredericton/Fredericton"," 144","Geary",124,6,19,1,54,0,204,342
13003,"Fredericton/Fredericton"," 145","Burton",141,5,34,3,52,1,236,466
13003,"Fredericton/Fredericton"," 145-1","Burton",Void/Supprimé,,,,,,,
13003,"Fredericton/Fredericton"," 145-2","Burton",Void/Supprimé,,,,,,,
13003,"Fredericton/Fredericton"," 146","Lower Burton",121,9,43,0,41,1,215,385
13003,"Fredericton/Fredericton"," 146-1","Lower Burton",154,2,33,2,33,1,225,389
13003,"Fredericton/Fredericton"," 147","Burpees Corner",134,12,34,4,53,0,237,415
13003,"Fredericton/Fredericton"," 148","Oromocto",83,3,45,1,30,2,164,340
13003,"Fredericton/Fredericton"," 149","Oromocto",123,6,43,5,63,1,241,421
13003,"Fredericton/Fredericton"," 150","Oromocto",110,5,38,2,41,0,196,427
13003,"Fredericton/Fredericton"," 151","Oromocto",124,7,37,1,66,1,236,465
13003,"Fredericton/Fredericton"," 151-1","Oromocto",66,5,15,0,36,1,123,254
13003,"Fredericton/Fredericton"," 152A","Oromocto",100,8,23,0,31,0,162,359
13003,"Fredericton/Fredericton"," 152B","Oromocto",113,4,27,0,36,0,180,351
13003,"Fredericton/Fredericton"," 153","Oromocto",89,1,23,0,32,0,145,352
13003,"Fredericton/Fredericton"," 154","Oromocto",61,4,12,0,27,0,104,384
13003,"Fredericton/Fredericton"," 155","Oromocto",113,6,27,2,54,3,205,585
13003,"Fredericton/Fredericton"," 156","Oromocto",Void/Supprimé,,,,,,,
13003,"Fredericton/Fredericton"," 157","Oromocto",84,4,31,3,36,1,159,392
13003,"Fredericton/Fredericton"," 158","Oromocto",82,7,15,3,31,1,139,484
13003,"Fredericton/Fredericton"," 159","Oromocto",70,8,10,2,29,0,119,463
13003,"Fredericton/Fredericton"," 500","Mobile poll/Bureau itinérant",39,4,17,0,16,1,77,88
13003,"Fredericton/Fredericton"," 501","Mobile poll/Bureau itinérant",27,1,13,3,5,3,52,130
13003,"Fredericton/Fredericton"," 502","Mobile poll/Bureau itinérant",28,0,17,1,17,0,63,79
13003,"Fredericton/Fredericton"," 503","Mobile poll/Bureau itinérant",65,2,24,2,10,1,104,121
13003,"Fredericton/Fredericton"," 504","Mobile poll/Bureau itinérant",82,5,36,2,22,0,147,111
13003,"Fredericton/Fredericton"," 505","Mobile poll/Bureau itinérant",39,3,15,3,24,0,84,130
13003,"Fredericton/Fredericton"," 506","Mobile poll/Bureau itinérant",67,2,42,1,8,1,121,284
13003,"Fredericton/Fredericton"," 600","Fredericton",447,27,208,2,85,0,769,
13003,"Fredericton/Fredericton"," 601","Fredericton",331,30,162,2,84,2,611,
13003,"Fredericton/Fredericton"," 602","Fredericton",329,56,388,2,161,4,940,
13003,"Fredericton/Fredericton"," 603","Fredericton",270,16,213,3,109,1,612,
13003,"Fredericton/Fredericton"," 604","Fredericton",279,19,171,2,72,1,544,
13003,"Fredericton/Fredericton"," 605","Fredericton",320,26,310,1,129,7,793,
13003,"Fredericton/Fredericton"," 606","Lincoln",281,9,97,1,77,3,468,
13003,"Fredericton/Fredericton"," 607","New Maryland",259,12,128,1,54,0,454,
13003,"Fredericton/Fredericton"," 608","Oromocto",359,20,117,1,82,3,582,
13003,"Fredericton/Fredericton"," 609","Chipman",362,24,95,7,70,7,565,
13003,"Fredericton/Fredericton"," 610","Minto",386,19,97,8,74,6,590,
13003,"Fredericton/Fredericton"," 611","Fredericton",326,31,212,3,80,2,654,
13003,"Fredericton/Fredericton"," 612","Fredericton",218,23,112,2,60,0,415,
13003,"Fredericton/Fredericton"," 613","Fredericton",183,8,54,1,32,0,278,
13003,"Fredericton/Fredericton"," 614","Oromocto",137,7,37,2,21,0,204,
13003,"Fredericton/Fredericton",,Group 1/Groupe 1,467,32,102,3,40,14,658,1676
13003,"Fredericton/Fredericton",,Group 2/Groupe 2,795,60,372,6,162,18,1413,
