Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,France Bergeron,Jean-Pierre Blackburn,Pierre Forest,Claude Patry,Claude Ringuette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Jonquière--Alma/Jonquière--Alma"," 76A","Alma",2,80,31,109,2,2,226,396
24026,"Jonquière--Alma/Jonquière--Alma"," 76B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,54
24026,"Jonquière--Alma/Jonquière--Alma"," 77","Alma",2,76,51,134,4,4,271,408
24026,"Jonquière--Alma/Jonquière--Alma"," 78","Alma",0,81,24,74,2,1,182,307
24026,"Jonquière--Alma/Jonquière--Alma"," 79","Alma",1,68,78,115,1,9,272,454
24026,"Jonquière--Alma/Jonquière--Alma"," 80","Alma",2,91,25,95,4,1,218,344
24026,"Jonquière--Alma/Jonquière--Alma"," 80-1","Alma",2,64,44,68,0,3,181,342
24026,"Jonquière--Alma/Jonquière--Alma"," 81","Alma",2,109,49,123,5,3,291,422
24026,"Jonquière--Alma/Jonquière--Alma"," 82","Larouche",2,67,29,85,1,1,185,288
24026,"Jonquière--Alma/Jonquière--Alma"," 82-1","Larouche",3,83,41,105,4,0,236,388
24026,"Jonquière--Alma/Jonquière--Alma"," 83","Larouche",4,102,68,85,1,4,264,392
24026,"Jonquière--Alma/Jonquière--Alma"," 84","Lac-Kénogami",1,40,29,81,1,0,152,259
24026,"Jonquière--Alma/Jonquière--Alma"," 85","Lac-Kénogami",3,162,49,117,6,4,341,528
24026,"Jonquière--Alma/Jonquière--Alma"," 86","Lac-Kénogami",3,66,17,60,4,1,151,263
24026,"Jonquière--Alma/Jonquière--Alma"," 86-1","Lac-Kénogami",3,65,52,102,4,1,227,381
24026,"Jonquière--Alma/Jonquière--Alma"," 87","Lac-Kénogami",0,111,38,163,1,2,315,465
24026,"Jonquière--Alma/Jonquière--Alma"," 88","Lac-Kénogami",4,77,31,80,1,1,194,297
24026,"Jonquière--Alma/Jonquière--Alma"," 89","Jonquière",3,102,25,98,1,4,233,431
24026,"Jonquière--Alma/Jonquière--Alma"," 90","Jonquière",2,96,31,87,0,2,218,345
24026,"Jonquière--Alma/Jonquière--Alma"," 91","Jonquière",3,142,48,169,8,7,377,601
24026,"Jonquière--Alma/Jonquière--Alma"," 92","Jonquière",3,132,39,149,1,6,330,493
24026,"Jonquière--Alma/Jonquière--Alma"," 93","Jonquière",2,103,27,129,1,6,268,398
24026,"Jonquière--Alma/Jonquière--Alma"," 94","Jonquière",2,77,17,70,1,3,170,295
24026,"Jonquière--Alma/Jonquière--Alma"," 95","Jonquière",2,71,36,74,3,3,189,389
24026,"Jonquière--Alma/Jonquière--Alma"," 96","Jonquière",3,92,18,92,4,0,209,354
24026,"Jonquière--Alma/Jonquière--Alma"," 97","Jonquière",0,77,32,54,1,5,169,293
24026,"Jonquière--Alma/Jonquière--Alma"," 98","Jonquière",3,99,45,114,3,1,265,413
24026,"Jonquière--Alma/Jonquière--Alma"," 98-1","Jonquière",4,38,27,94,3,0,166,251
24026,"Jonquière--Alma/Jonquière--Alma"," 99","Jonquière",3,50,23,57,1,1,135,329
24026,"Jonquière--Alma/Jonquière--Alma"," 100","Jonquière",4,55,42,71,4,3,179,314
24026,"Jonquière--Alma/Jonquière--Alma"," 101","Jonquière",1,91,33,95,6,4,230,387
24026,"Jonquière--Alma/Jonquière--Alma"," 102","Jonquière",3,58,39,62,3,1,166,367
24026,"Jonquière--Alma/Jonquière--Alma"," 103","Jonquière",1,80,36,83,2,3,205,421
24026,"Jonquière--Alma/Jonquière--Alma"," 104","Jonquière",0,64,29,73,2,1,169,301
24026,"Jonquière--Alma/Jonquière--Alma"," 105","Jonquière",Void/Supprimé,,,,,,,
24026,"Jonquière--Alma/Jonquière--Alma"," 106","Jonquière",1,81,36,62,2,4,186,323
24026,"Jonquière--Alma/Jonquière--Alma"," 107","Jonquière",3,103,37,125,3,4,275,411
24026,"Jonquière--Alma/Jonquière--Alma"," 108","Jonquière",4,66,31,68,2,5,176,273
24026,"Jonquière--Alma/Jonquière--Alma"," 109","Jonquière",3,142,38,166,5,3,357,565
24026,"Jonquière--Alma/Jonquière--Alma"," 110","Jonquière",5,91,36,88,3,5,228,379
24026,"Jonquière--Alma/Jonquière--Alma"," 111","Jonquière",2,76,27,92,5,3,205,400
24026,"Jonquière--Alma/Jonquière--Alma"," 112","Jonquière",1,55,27,84,1,1,169,319
24026,"Jonquière--Alma/Jonquière--Alma"," 113","Jonquière",3,118,39,93,8,4,265,414
24026,"Jonquière--Alma/Jonquière--Alma"," 114","Jonquière",0,62,32,74,2,3,173,397
24026,"Jonquière--Alma/Jonquière--Alma"," 115","Jonquière",2,79,39,54,1,2,177,377
24026,"Jonquière--Alma/Jonquière--Alma"," 116","Jonquière",0,83,27,88,6,3,207,372
24026,"Jonquière--Alma/Jonquière--Alma"," 117","Jonquière",5,119,20,105,7,1,257,393
24026,"Jonquière--Alma/Jonquière--Alma"," 118","Jonquière",2,124,37,114,3,4,284,433
24026,"Jonquière--Alma/Jonquière--Alma"," 119","Jonquière",1,61,34,82,2,1,181,324
24026,"Jonquière--Alma/Jonquière--Alma"," 120","Jonquière",0,43,30,42,1,1,117,291
24026,"Jonquière--Alma/Jonquière--Alma"," 121","Jonquière",1,49,41,66,4,0,161,342
24026,"Jonquière--Alma/Jonquière--Alma"," 122","Jonquière",1,71,33,70,7,5,187,369
24026,"Jonquière--Alma/Jonquière--Alma"," 123","Jonquière",2,57,12,77,2,3,153,342
24026,"Jonquière--Alma/Jonquière--Alma"," 124","Jonquière",1,59,28,65,1,2,156,342
24026,"Jonquière--Alma/Jonquière--Alma"," 125","Jonquière",2,31,16,25,0,1,75,172
24026,"Jonquière--Alma/Jonquière--Alma"," 126","Jonquière",4,70,27,78,7,3,189,380
24026,"Jonquière--Alma/Jonquière--Alma"," 127","Jonquière",2,61,32,86,4,3,188,309
24026,"Jonquière--Alma/Jonquière--Alma"," 128","Jonquière",2,41,27,78,4,0,152,340
24026,"Jonquière--Alma/Jonquière--Alma"," 129","Jonquière",3,52,30,99,0,3,187,422
24026,"Jonquière--Alma/Jonquière--Alma"," 130","Jonquière",2,60,18,66,8,1,155,340
24026,"Jonquière--Alma/Jonquière--Alma"," 131","Jonquière",5,65,39,94,5,0,208,390
24026,"Jonquière--Alma/Jonquière--Alma"," 132","Jonquière",1,81,31,71,0,4,188,332
24026,"Jonquière--Alma/Jonquière--Alma"," 133","Jonquière",5,122,51,104,12,5,299,513
24026,"Jonquière--Alma/Jonquière--Alma"," 134","Jonquière",1,130,45,219,3,3,401,597
24026,"Jonquière--Alma/Jonquière--Alma"," 135","Jonquière",3,69,42,161,8,2,285,387
24026,"Jonquière--Alma/Jonquière--Alma"," 136","Jonquière",2,69,37,130,2,2,242,411
24026,"Jonquière--Alma/Jonquière--Alma"," 137","Jonquière",4,48,51,132,3,6,244,350
24026,"Jonquière--Alma/Jonquière--Alma"," 138","Jonquière",0,72,24,136,8,5,245,393
24026,"Jonquière--Alma/Jonquière--Alma"," 139","Jonquière",3,83,52,175,7,3,323,487
24026,"Jonquière--Alma/Jonquière--Alma"," 140","Jonquière",1,36,28,73,0,3,141,240
24026,"Jonquière--Alma/Jonquière--Alma"," 141","Jonquière",2,49,33,113,3,2,202,332
24026,"Jonquière--Alma/Jonquière--Alma"," 142","Jonquière",6,55,36,118,3,2,220,376
24026,"Jonquière--Alma/Jonquière--Alma"," 143","Jonquière",4,69,37,122,2,2,236,443
24026,"Jonquière--Alma/Jonquière--Alma"," 144","Jonquière",6,111,15,141,4,2,279,429
24026,"Jonquière--Alma/Jonquière--Alma"," 145","Jonquière",5,104,28,132,4,4,277,469
24026,"Jonquière--Alma/Jonquière--Alma"," 146","Jonquière",1,73,43,123,2,2,244,381
24026,"Jonquière--Alma/Jonquière--Alma"," 147","Jonquière",5,73,34,100,2,1,215,322
24026,"Jonquière--Alma/Jonquière--Alma"," 148","Jonquière",4,55,35,91,1,3,189,289
24026,"Jonquière--Alma/Jonquière--Alma"," 149","Jonquière",3,57,38,102,3,0,203,314
24026,"Jonquière--Alma/Jonquière--Alma"," 150","Jonquière",5,57,46,152,2,2,264,422
24026,"Jonquière--Alma/Jonquière--Alma"," 151","Jonquière",3,109,28,78,2,3,223,368
24026,"Jonquière--Alma/Jonquière--Alma"," 152","Jonquière",0,54,16,92,3,1,166,272
24026,"Jonquière--Alma/Jonquière--Alma"," 153","Jonquière",8,96,31,118,9,2,264,381
24026,"Jonquière--Alma/Jonquière--Alma"," 154","Jonquière",3,86,49,144,3,5,290,408
24026,"Jonquière--Alma/Jonquière--Alma"," 155","Jonquière",6,68,32,111,4,5,226,406
24026,"Jonquière--Alma/Jonquière--Alma"," 156","Jonquière",4,54,25,77,1,0,161,361
24026,"Jonquière--Alma/Jonquière--Alma"," 157","Jonquière",3,28,22,62,0,3,118,274
24026,"Jonquière--Alma/Jonquière--Alma"," 158","Jonquière",2,75,24,80,1,1,183,358
24026,"Jonquière--Alma/Jonquière--Alma"," 159","Jonquière",2,56,14,59,3,1,135,212
24026,"Jonquière--Alma/Jonquière--Alma"," 160","Jonquière",3,73,15,61,3,3,158,344
24026,"Jonquière--Alma/Jonquière--Alma"," 161","Jonquière",1,60,42,58,1,5,167,326
24026,"Jonquière--Alma/Jonquière--Alma"," 162","Jonquière",3,70,28,73,2,4,180,363
24026,"Jonquière--Alma/Jonquière--Alma"," 163","Jonquière",0,28,12,47,2,1,90,254
24026,"Jonquière--Alma/Jonquière--Alma"," 164","Jonquière",3,35,18,48,1,10,115,294
24026,"Jonquière--Alma/Jonquière--Alma"," 165","Jonquière",4,47,18,62,2,2,135,299
24026,"Jonquière--Alma/Jonquière--Alma"," 166","Jonquière",2,44,24,45,3,2,120,283
24026,"Jonquière--Alma/Jonquière--Alma"," 167","Jonquière",2,42,28,65,0,3,140,285
24026,"Jonquière--Alma/Jonquière--Alma"," 168","Jonquière",3,38,25,56,4,1,127,248
24026,"Jonquière--Alma/Jonquière--Alma"," 169","Jonquière",2,68,36,108,6,4,224,344
24026,"Jonquière--Alma/Jonquière--Alma"," 170","Jonquière",4,78,14,103,2,4,205,337
24026,"Jonquière--Alma/Jonquière--Alma"," 171","Jonquière",1,70,30,70,2,0,173,289
24026,"Jonquière--Alma/Jonquière--Alma"," 172","Jonquière",2,48,27,90,4,6,177,436
24026,"Jonquière--Alma/Jonquière--Alma"," 173","Jonquière",1,4,16,55,58,1,135,243
24026,"Jonquière--Alma/Jonquière--Alma"," 174","Jonquière",2,110,52,84,7,0,255,424
24026,"Jonquière--Alma/Jonquière--Alma"," 175","Jonquière",4,59,30,47,1,0,141,253
24026,"Jonquière--Alma/Jonquière--Alma"," 176","Jonquière",3,53,31,72,3,3,165,320
24026,"Jonquière--Alma/Jonquière--Alma"," 177","Jonquière",1,89,24,98,1,5,218,393
24026,"Jonquière--Alma/Jonquière--Alma"," 178","Jonquière",3,67,38,101,1,3,213,337
24026,"Jonquière--Alma/Jonquière--Alma"," 178-1","Jonquière",0,60,33,87,1,1,182,294
24026,"Jonquière--Alma/Jonquière--Alma"," 179","Jonquière",1,82,27,109,2,0,221,373
24026,"Jonquière--Alma/Jonquière--Alma"," 180","Jonquière",2,62,28,44,5,1,142,306
24026,"Jonquière--Alma/Jonquière--Alma"," 181","Jonquière",1,79,29,101,4,2,216,337
24026,"Jonquière--Alma/Jonquière--Alma"," 182","Jonquière",2,90,31,111,2,0,236,393
24026,"Jonquière--Alma/Jonquière--Alma"," 183","Jonquière",1,86,33,122,3,3,248,414
24026,"Jonquière--Alma/Jonquière--Alma"," 184","Jonquière",3,81,33,117,2,1,237,386
24026,"Jonquière--Alma/Jonquière--Alma"," 184-1","Jonquière",4,45,13,78,1,0,141,213
24026,"Jonquière--Alma/Jonquière--Alma"," 185","Jonquière",4,54,39,97,0,2,196,341
24026,"Jonquière--Alma/Jonquière--Alma"," 186","Jonquière",5,78,48,86,9,2,228,417
24026,"Jonquière--Alma/Jonquière--Alma"," 187","Jonquière",1,58,20,89,4,0,172,265
24026,"Jonquière--Alma/Jonquière--Alma"," 188","Jonquière",0,55,35,99,4,1,194,341
24026,"Jonquière--Alma/Jonquière--Alma"," 189","Jonquière",3,59,51,96,2,3,214,353
24026,"Jonquière--Alma/Jonquière--Alma"," 190","Jonquière",2,46,37,107,4,0,196,316
24026,"Jonquière--Alma/Jonquière--Alma"," 191","Jonquière",1,61,44,111,5,4,226,341
24026,"Jonquière--Alma/Jonquière--Alma"," 192","Jonquière",3,61,28,93,0,2,187,327
24026,"Jonquière--Alma/Jonquière--Alma"," 193","Jonquière",4,51,39,117,2,10,223,359
24026,"Jonquière--Alma/Jonquière--Alma"," 194","Jonquière",1,84,34,96,4,2,221,340
24026,"Jonquière--Alma/Jonquière--Alma"," 195","Jonquière",0,71,43,122,7,1,244,377
24026,"Jonquière--Alma/Jonquière--Alma"," 196","Jonquière",2,67,21,94,3,0,187,290
24026,"Jonquière--Alma/Jonquière--Alma"," 197","Jonquière",7,78,40,87,2,1,215,358
24026,"Jonquière--Alma/Jonquière--Alma"," 198","Jonquière",2,71,23,97,1,2,196,325
24026,"Jonquière--Alma/Jonquière--Alma"," 199","Jonquière",1,61,26,132,0,0,220,338
24026,"Jonquière--Alma/Jonquière--Alma"," 200","Jonquière",0,87,29,117,5,6,244,373
24026,"Jonquière--Alma/Jonquière--Alma"," 201","Jonquière",1,81,38,140,11,0,271,434
24026,"Jonquière--Alma/Jonquière--Alma"," 202","Jonquière",1,99,42,107,3,2,254,389
24026,"Jonquière--Alma/Jonquière--Alma"," 203","Jonquière",4,80,58,162,6,6,316,530
24026,"Jonquière--Alma/Jonquière--Alma"," 204","Jonquière",1,90,61,151,4,4,311,585
24026,"Jonquière--Alma/Jonquière--Alma"," 205","Jonquière",2,79,42,55,4,1,183,357
24026,"Jonquière--Alma/Jonquière--Alma"," 400","Alma",2,98,32,48,20,5,205,264
24026,"Jonquière--Alma/Jonquière--Alma"," 401","Jonquière",2,92,23,27,9,0,153,227
24026,"Jonquière--Alma/Jonquière--Alma"," 402","Jonquière",1,118,24,32,6,0,181,234
24026,"Jonquière--Alma/Jonquière--Alma"," 403","Jonquière",0,54,25,36,6,0,121,159
24026,"Jonquière--Alma/Jonquière--Alma"," 500","Mobile poll/Bureau itinérant",1,20,14,9,5,0,49,79
24026,"Jonquière--Alma/Jonquière--Alma"," 501","Mobile poll/Bureau itinérant",1,36,16,23,8,6,90,111
24026,"Jonquière--Alma/Jonquière--Alma"," 502","Mobile poll/Bureau itinérant",3,55,31,26,9,3,127,159
24026,"Jonquière--Alma/Jonquière--Alma"," 503","Mobile poll/Bureau itinérant",1,41,9,12,3,3,69,100
24026,"Jonquière--Alma/Jonquière--Alma"," 504","Mobile poll/Bureau itinérant",5,31,10,11,2,1,60,179
24026,"Jonquière--Alma/Jonquière--Alma"," 505","Mobile poll/Bureau itinérant",1,62,12,10,2,1,88,134
24026,"Jonquière--Alma/Jonquière--Alma"," 506","Mobile poll/Bureau itinérant",2,54,6,16,9,1,88,176
24026,"Jonquière--Alma/Jonquière--Alma"," 600","Saint-David-de-Falardeau",1,72,44,38,4,1,160,
24026,"Jonquière--Alma/Jonquière--Alma"," 601","Saint-Ambroise--Shipshaw",5,120,74,78,11,2,290,
24026,"Jonquière--Alma/Jonquière--Alma"," 602","Saint-Coeur-de-Marie",1,42,31,31,1,0,106,
24026,"Jonquière--Alma/Jonquière--Alma"," 603","Delisle",0,24,24,47,2,0,97,
24026,"Jonquière--Alma/Jonquière--Alma"," 604","Alma",5,109,116,125,12,4,371,
24026,"Jonquière--Alma/Jonquière--Alma"," 605","Alma",1,120,83,99,10,5,318,
24026,"Jonquière--Alma/Jonquière--Alma"," 606","Alma",5,218,136,177,18,7,561,
24026,"Jonquière--Alma/Jonquière--Alma"," 607","Jonquière",4,110,62,96,3,4,279,
24026,"Jonquière--Alma/Jonquière--Alma"," 608","Jonquière",3,151,87,120,16,9,386,
24026,"Jonquière--Alma/Jonquière--Alma"," 609","Jonquière",4,184,103,129,11,1,432,
24026,"Jonquière--Alma/Jonquière--Alma"," 610","Jonquière",2,158,64,82,7,1,314,
24026,"Jonquière--Alma/Jonquière--Alma"," 611","Jonquière",6,207,102,102,15,10,442,
24026,"Jonquière--Alma/Jonquière--Alma"," 612","Jonquière",1,96,89,120,5,0,311,
24026,"Jonquière--Alma/Jonquière--Alma"," 613","Jonquière",3,109,77,98,9,6,302,
24026,"Jonquière--Alma/Jonquière--Alma"," 614","Jonquière",6,243,105,163,9,6,532,
24026,"Jonquière--Alma/Jonquière--Alma"," 615","Jonquière",2,152,126,194,13,1,488,
24026,"Jonquière--Alma/Jonquière--Alma",,Group 1/Groupe 1,8,130,36,32,16,7,229,540
24026,"Jonquière--Alma/Jonquière--Alma",,Group 2/Groupe 2,10,383,228,165,25,15,826,
