Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bernard DeLorme,Matthew Dubé,Nathalie Ferland Drolet,Nicholas Lescarbeau,Yves Lessard,Jean-François Mercier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Chambly--Borduas/Chambly--Borduas"," 12","Beloeil",20,127,14,4,57,19,3,244,382
24012,"Chambly--Borduas/Chambly--Borduas"," 12-1","Beloeil",3,23,0,0,11,2,3,42,58
24012,"Chambly--Borduas/Chambly--Borduas"," 13","Beloeil",18,118,20,1,101,34,3,295,410
24012,"Chambly--Borduas/Chambly--Borduas"," 14","Beloeil",16,144,18,4,79,28,3,292,431
24012,"Chambly--Borduas/Chambly--Borduas"," 15","Beloeil",17,107,18,2,60,36,3,243,422
24012,"Chambly--Borduas/Chambly--Borduas"," 16","Beloeil",26,115,22,1,70,20,3,257,405
24012,"Chambly--Borduas/Chambly--Borduas"," 17","Beloeil",33,112,11,7,75,23,2,263,393
24012,"Chambly--Borduas/Chambly--Borduas"," 18","Beloeil",24,93,12,1,69,16,3,218,352
24012,"Chambly--Borduas/Chambly--Borduas"," 19","Beloeil",8,78,17,5,51,18,3,180,298
24012,"Chambly--Borduas/Chambly--Borduas"," 20","Beloeil",10,90,8,3,58,20,1,190,328
24012,"Chambly--Borduas/Chambly--Borduas"," 21","Beloeil",16,90,21,11,68,20,1,227,365
24012,"Chambly--Borduas/Chambly--Borduas"," 22","Beloeil",27,90,28,7,83,33,3,271,431
24012,"Chambly--Borduas/Chambly--Borduas"," 23","Beloeil",10,99,12,5,57,22,3,208,409
24012,"Chambly--Borduas/Chambly--Borduas"," 24","Beloeil",9,64,13,3,61,20,3,173,267
24012,"Chambly--Borduas/Chambly--Borduas"," 24-1A","Beloeil",24,159,23,3,72,42,4,327,559
24012,"Chambly--Borduas/Chambly--Borduas"," 24-1B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,28
24012,"Chambly--Borduas/Chambly--Borduas"," 24-2","Beloeil",22,181,20,7,80,32,3,345,605
24012,"Chambly--Borduas/Chambly--Borduas"," 24-3","Beloeil",5,31,7,1,22,7,1,74,119
24012,"Chambly--Borduas/Chambly--Borduas"," 24-4","Beloeil",6,29,2,1,22,9,0,69,138
24012,"Chambly--Borduas/Chambly--Borduas"," 25","Beloeil",43,229,34,7,99,53,0,465,743
24012,"Chambly--Borduas/Chambly--Borduas"," 26","Beloeil",10,115,15,3,84,29,4,260,403
24012,"Chambly--Borduas/Chambly--Borduas"," 27","Beloeil",9,98,18,5,72,16,3,221,395
24012,"Chambly--Borduas/Chambly--Borduas"," 28","Beloeil",19,125,17,4,92,34,2,293,445
24012,"Chambly--Borduas/Chambly--Borduas"," 29","Beloeil",32,134,16,4,87,23,6,302,442
24012,"Chambly--Borduas/Chambly--Borduas"," 30","Beloeil",23,135,12,4,68,20,6,268,399
24012,"Chambly--Borduas/Chambly--Borduas"," 31","Beloeil",9,97,19,5,78,27,2,237,406
24012,"Chambly--Borduas/Chambly--Borduas"," 32","Beloeil",14,81,18,4,55,17,2,191,331
24012,"Chambly--Borduas/Chambly--Borduas"," 33","Beloeil",20,101,12,5,80,22,2,242,380
24012,"Chambly--Borduas/Chambly--Borduas"," 34","Beloeil",24,113,12,5,57,11,1,223,358
24012,"Chambly--Borduas/Chambly--Borduas"," 35","Beloeil",19,109,18,3,97,24,1,271,441
24012,"Chambly--Borduas/Chambly--Borduas"," 36","Beloeil",29,112,16,1,55,17,1,231,398
24012,"Chambly--Borduas/Chambly--Borduas"," 37","Beloeil",18,110,11,1,57,23,2,222,343
24012,"Chambly--Borduas/Chambly--Borduas"," 37-1","Beloeil",19,103,23,2,59,27,2,235,409
24012,"Chambly--Borduas/Chambly--Borduas"," 38","Beloeil",21,114,12,5,67,13,3,235,403
24012,"Chambly--Borduas/Chambly--Borduas"," 39","Beloeil",12,73,14,5,61,26,0,191,382
24012,"Chambly--Borduas/Chambly--Borduas"," 40","Beloeil",9,72,24,4,40,22,3,174,359
24012,"Chambly--Borduas/Chambly--Borduas"," 41A","Beloeil",23,91,13,1,60,17,2,207,311
24012,"Chambly--Borduas/Chambly--Borduas"," 41B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,,74
24012,"Chambly--Borduas/Chambly--Borduas"," 42","Beloeil",20,88,10,6,59,29,4,216,373
24012,"Chambly--Borduas/Chambly--Borduas"," 43","Beloeil",15,125,43,5,56,43,1,288,427
24012,"Chambly--Borduas/Chambly--Borduas"," 44","Beloeil",15,103,13,3,58,21,4,217,411
24012,"Chambly--Borduas/Chambly--Borduas"," 45","Beloeil",24,103,13,0,64,20,3,227,376
24012,"Chambly--Borduas/Chambly--Borduas"," 46","Beloeil",12,80,8,3,50,28,3,184,384
24012,"Chambly--Borduas/Chambly--Borduas"," 47","Beloeil",22,78,11,2,55,15,5,188,375
24012,"Chambly--Borduas/Chambly--Borduas"," 48","Mont-Saint-Hilaire",29,132,32,3,75,25,3,299,477
24012,"Chambly--Borduas/Chambly--Borduas"," 49","Mont-Saint-Hilaire",2,37,9,0,23,5,1,77,131
24012,"Chambly--Borduas/Chambly--Borduas"," 49-1","Mont-Saint-Hilaire",23,109,28,4,43,25,3,235,372
24012,"Chambly--Borduas/Chambly--Borduas"," 49-2","Mont-Saint-Hilaire",26,132,17,1,53,14,1,244,397
24012,"Chambly--Borduas/Chambly--Borduas"," 49-3","Mont-Saint-Hilaire",34,166,20,0,61,22,0,303,509
24012,"Chambly--Borduas/Chambly--Borduas"," 50","Mont-Saint-Hilaire",44,134,22,6,76,21,3,306,472
24012,"Chambly--Borduas/Chambly--Borduas"," 50-1","Mont-Saint-Hilaire",15,80,17,4,45,19,0,180,272
24012,"Chambly--Borduas/Chambly--Borduas"," 51","Mont-Saint-Hilaire",41,160,26,4,76,24,3,334,505
24012,"Chambly--Borduas/Chambly--Borduas"," 52","Mont-Saint-Hilaire",26,86,18,3,52,19,3,207,330
24012,"Chambly--Borduas/Chambly--Borduas"," 53","Mont-Saint-Hilaire",32,207,27,5,93,43,2,409,717
24012,"Chambly--Borduas/Chambly--Borduas"," 53-1","Mont-Saint-Hilaire",14,105,12,4,56,18,0,209,342
24012,"Chambly--Borduas/Chambly--Borduas"," 53-2","Mont-Saint-Hilaire",17,56,4,0,16,10,0,103,176
24012,"Chambly--Borduas/Chambly--Borduas"," 54","Mont-Saint-Hilaire",43,159,24,6,93,28,0,353,587
24012,"Chambly--Borduas/Chambly--Borduas"," 54-1","Mont-Saint-Hilaire",11,64,11,3,41,8,2,140,220
24012,"Chambly--Borduas/Chambly--Borduas"," 55","Mont-Saint-Hilaire",25,129,8,3,85,16,1,267,399
24012,"Chambly--Borduas/Chambly--Borduas"," 56","Mont-Saint-Hilaire",24,113,21,2,45,15,4,224,377
24012,"Chambly--Borduas/Chambly--Borduas"," 57","Mont-Saint-Hilaire",20,110,7,3,50,18,3,211,349
24012,"Chambly--Borduas/Chambly--Borduas"," 58","Mont-Saint-Hilaire",19,100,23,2,71,23,1,239,363
24012,"Chambly--Borduas/Chambly--Borduas"," 59","Mont-Saint-Hilaire",23,89,10,4,82,19,3,230,399
24012,"Chambly--Borduas/Chambly--Borduas"," 60","Mont-Saint-Hilaire",62,170,42,3,93,15,10,395,632
24012,"Chambly--Borduas/Chambly--Borduas"," 61","Mont-Saint-Hilaire",42,158,25,6,70,26,0,327,562
24012,"Chambly--Borduas/Chambly--Borduas"," 62","Mont-Saint-Hilaire",31,120,34,7,83,13,1,289,515
24012,"Chambly--Borduas/Chambly--Borduas"," 63","Mont-Saint-Hilaire",40,111,20,6,76,11,3,267,384
24012,"Chambly--Borduas/Chambly--Borduas"," 64","Mont-Saint-Hilaire",21,69,11,5,51,8,1,166,306
24012,"Chambly--Borduas/Chambly--Borduas"," 64-1","Mont-Saint-Hilaire",15,73,8,1,24,8,1,130,263
24012,"Chambly--Borduas/Chambly--Borduas"," 65","Mont-Saint-Hilaire",38,137,25,6,109,24,4,343,522
24012,"Chambly--Borduas/Chambly--Borduas"," 66","Mont-Saint-Hilaire",40,119,22,6,71,10,0,268,405
24012,"Chambly--Borduas/Chambly--Borduas"," 67","Mont-Saint-Hilaire",51,144,29,6,74,26,0,330,535
24012,"Chambly--Borduas/Chambly--Borduas"," 68","Mont-Saint-Hilaire",37,147,21,13,91,12,1,322,532
24012,"Chambly--Borduas/Chambly--Borduas"," 69","Mont-Saint-Hilaire",43,115,20,3,79,17,0,277,403
24012,"Chambly--Borduas/Chambly--Borduas"," 70","Mont-Saint-Hilaire",43,112,11,4,59,12,1,242,379
24012,"Chambly--Borduas/Chambly--Borduas"," 71","Mont-Saint-Hilaire",29,112,8,6,63,19,3,240,366
24012,"Chambly--Borduas/Chambly--Borduas"," 72","Mont-Saint-Hilaire",32,95,14,10,72,14,0,237,358
24012,"Chambly--Borduas/Chambly--Borduas"," 73","Mont-Saint-Hilaire",22,105,19,7,65,23,0,241,401
24012,"Chambly--Borduas/Chambly--Borduas"," 74","Saint-Jean-Baptiste",20,117,25,2,85,20,5,274,464
24012,"Chambly--Borduas/Chambly--Borduas"," 75","Saint-Jean-Baptiste",11,67,20,1,59,26,1,185,316
24012,"Chambly--Borduas/Chambly--Borduas"," 75-1","Saint-Jean-Baptiste",8,60,9,1,27,32,3,140,241
24012,"Chambly--Borduas/Chambly--Borduas"," 76","Saint-Jean-Baptiste",6,54,12,2,63,18,2,157,293
24012,"Chambly--Borduas/Chambly--Borduas"," 76-1","Saint-Jean-Baptiste",5,49,14,3,25,12,3,111,216
24012,"Chambly--Borduas/Chambly--Borduas"," 77","Saint-Jean-Baptiste",11,61,12,2,43,28,6,163,326
24012,"Chambly--Borduas/Chambly--Borduas"," 77-1","Saint-Jean-Baptiste",8,59,9,1,47,31,2,157,247
24012,"Chambly--Borduas/Chambly--Borduas"," 78","Saint-Jean-Baptiste",14,92,32,1,72,22,2,235,412
24012,"Chambly--Borduas/Chambly--Borduas"," 79","Otterburn Park",19,132,8,3,81,22,2,267,455
24012,"Chambly--Borduas/Chambly--Borduas"," 80","Otterburn Park",47,141,22,6,76,15,3,310,538
24012,"Chambly--Borduas/Chambly--Borduas"," 81","Otterburn Park",23,134,11,14,75,17,2,276,474
24012,"Chambly--Borduas/Chambly--Borduas"," 82","Otterburn Park",37,107,19,4,53,11,4,235,429
24012,"Chambly--Borduas/Chambly--Borduas"," 83","Otterburn Park",20,104,21,6,48,8,1,208,373
24012,"Chambly--Borduas/Chambly--Borduas"," 84","Otterburn Park",19,156,19,17,90,28,2,331,543
24012,"Chambly--Borduas/Chambly--Borduas"," 85","Otterburn Park",20,125,15,5,74,13,1,253,398
24012,"Chambly--Borduas/Chambly--Borduas"," 86","Otterburn Park",17,120,12,3,79,18,7,256,471
24012,"Chambly--Borduas/Chambly--Borduas"," 87","Otterburn Park",17,139,19,8,99,27,3,312,537
24012,"Chambly--Borduas/Chambly--Borduas"," 88","Otterburn Park",31,159,19,5,76,25,3,318,532
24012,"Chambly--Borduas/Chambly--Borduas"," 89","Otterburn Park",32,169,18,8,88,27,0,342,562
24012,"Chambly--Borduas/Chambly--Borduas"," 90","Otterburn Park",17,139,35,4,84,26,1,306,538
24012,"Chambly--Borduas/Chambly--Borduas"," 91","Otterburn Park",16,126,12,5,64,17,2,242,470
24012,"Chambly--Borduas/Chambly--Borduas"," 92","Saint-Basile-le-Grand",26,131,15,7,94,57,0,330,498
24012,"Chambly--Borduas/Chambly--Borduas"," 93","Saint-Basile-le-Grand",12,113,19,4,59,25,0,232,412
24012,"Chambly--Borduas/Chambly--Borduas"," 94A","Saint-Basile-le-Grand",19,103,23,4,77,26,3,255,399
24012,"Chambly--Borduas/Chambly--Borduas"," 94B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,,85
24012,"Chambly--Borduas/Chambly--Borduas"," 95","Saint-Basile-le-Grand",19,169,17,6,94,30,5,340,575
24012,"Chambly--Borduas/Chambly--Borduas"," 96","Saint-Basile-le-Grand",19,122,11,3,56,22,1,234,337
24012,"Chambly--Borduas/Chambly--Borduas"," 96-1","Saint-Basile-le-Grand",7,53,9,1,32,16,0,118,189
24012,"Chambly--Borduas/Chambly--Borduas"," 97","Saint-Basile-le-Grand",48,173,25,6,93,35,0,380,539
24012,"Chambly--Borduas/Chambly--Borduas"," 97-1","Saint-Basile-le-Grand",39,142,22,2,93,42,2,342,464
24012,"Chambly--Borduas/Chambly--Borduas"," 98","Saint-Basile-le-Grand",21,125,20,3,72,29,5,275,399
24012,"Chambly--Borduas/Chambly--Borduas"," 99","Saint-Basile-le-Grand",26,156,19,6,107,24,1,339,555
24012,"Chambly--Borduas/Chambly--Borduas"," 100","Saint-Basile-le-Grand",17,77,21,1,86,19,2,223,370
24012,"Chambly--Borduas/Chambly--Borduas"," 100-1","Saint-Basile-le-Grand",7,55,12,3,31,16,3,127,215
24012,"Chambly--Borduas/Chambly--Borduas"," 101","Saint-Basile-le-Grand",24,101,17,6,64,21,2,235,424
24012,"Chambly--Borduas/Chambly--Borduas"," 101-1","Saint-Basile-le-Grand",30,103,14,2,56,24,1,230,421
24012,"Chambly--Borduas/Chambly--Borduas"," 101-2","Saint-Basile-le-Grand",19,108,15,4,64,17,1,228,369
24012,"Chambly--Borduas/Chambly--Borduas"," 102","Saint-Basile-le-Grand",28,94,7,1,62,21,2,215,333
24012,"Chambly--Borduas/Chambly--Borduas"," 102-1","Saint-Basile-le-Grand",8,75,12,4,60,14,1,174,259
24012,"Chambly--Borduas/Chambly--Borduas"," 103A","Saint-Basile-le-Grand",16,107,12,6,57,29,2,229,394
24012,"Chambly--Borduas/Chambly--Borduas"," 103B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,36
24012,"Chambly--Borduas/Chambly--Borduas"," 104","Saint-Basile-le-Grand",28,103,23,3,102,27,3,289,548
24012,"Chambly--Borduas/Chambly--Borduas"," 105","Saint-Basile-le-Grand",27,142,18,6,105,29,2,329,492
24012,"Chambly--Borduas/Chambly--Borduas"," 106","Saint-Basile-le-Grand",25,164,23,7,95,32,3,349,565
24012,"Chambly--Borduas/Chambly--Borduas"," 107","Saint-Basile-le-Grand",23,130,23,6,84,35,3,304,543
24012,"Chambly--Borduas/Chambly--Borduas"," 108","Saint-Basile-le-Grand",22,175,27,4,103,44,1,376,574
24012,"Chambly--Borduas/Chambly--Borduas"," 109","Saint-Basile-le-Grand",25,143,16,5,72,43,3,307,453
24012,"Chambly--Borduas/Chambly--Borduas"," 110","Saint-Basile-le-Grand",19,155,29,6,97,34,1,341,541
24012,"Chambly--Borduas/Chambly--Borduas"," 111","Saint-Basile-le-Grand",20,136,8,2,83,42,1,292,459
24012,"Chambly--Borduas/Chambly--Borduas"," 111-1","Saint-Basile-le-Grand",7,115,14,5,43,38,6,228,386
24012,"Chambly--Borduas/Chambly--Borduas"," 112","Saint-Basile-le-Grand",21,121,17,6,77,23,5,270,490
24012,"Chambly--Borduas/Chambly--Borduas"," 113","Carignan",17,65,5,2,17,5,0,111,215
24012,"Chambly--Borduas/Chambly--Borduas"," 113-1","Carignan",29,89,23,4,48,16,4,213,336
24012,"Chambly--Borduas/Chambly--Borduas"," 114","Carignan",14,82,25,1,57,23,4,206,317
24012,"Chambly--Borduas/Chambly--Borduas"," 115","Carignan",20,134,25,1,95,49,4,328,530
24012,"Chambly--Borduas/Chambly--Borduas"," 116","Carignan",25,99,50,7,72,44,1,298,539
24012,"Chambly--Borduas/Chambly--Borduas"," 116-1","Carignan",6,65,6,3,45,37,1,163,313
24012,"Chambly--Borduas/Chambly--Borduas"," 117","Carignan",13,89,9,4,49,36,1,201,392
24012,"Chambly--Borduas/Chambly--Borduas"," 117-1","Carignan",10,63,15,3,45,32,1,169,298
24012,"Chambly--Borduas/Chambly--Borduas"," 118","Carignan",24,99,25,6,95,48,0,297,583
24012,"Chambly--Borduas/Chambly--Borduas"," 118-1","Carignan",4,97,11,4,30,37,0,183,378
24012,"Chambly--Borduas/Chambly--Borduas"," 119","Carignan",13,62,15,1,39,13,0,143,294
24012,"Chambly--Borduas/Chambly--Borduas"," 119-1","Carignan",21,81,16,2,40,30,0,190,338
24012,"Chambly--Borduas/Chambly--Borduas"," 120","Carignan",3,55,15,4,22,17,0,116,272
24012,"Chambly--Borduas/Chambly--Borduas"," 120-1","Carignan",17,68,14,1,27,15,0,142,340
24012,"Chambly--Borduas/Chambly--Borduas"," 121","Carignan",8,100,17,5,66,20,0,216,400
24012,"Chambly--Borduas/Chambly--Borduas"," 122","Carignan",4,39,3,3,21,14,1,85,169
24012,"Chambly--Borduas/Chambly--Borduas"," 122-1","Carignan",11,64,16,0,68,27,1,187,447
24012,"Chambly--Borduas/Chambly--Borduas"," 123","Chambly",27,179,18,5,95,47,4,375,607
24012,"Chambly--Borduas/Chambly--Borduas"," 124","Chambly",24,132,20,1,89,44,1,311,465
24012,"Chambly--Borduas/Chambly--Borduas"," 125","Chambly",7,69,11,2,58,27,1,175,261
24012,"Chambly--Borduas/Chambly--Borduas"," 125-1","Chambly",5,54,12,3,38,16,0,128,263
24012,"Chambly--Borduas/Chambly--Borduas"," 126","Chambly",16,68,11,3,62,32,0,192,354
24012,"Chambly--Borduas/Chambly--Borduas"," 127","Chambly",10,97,15,8,64,51,1,246,453
24012,"Chambly--Borduas/Chambly--Borduas"," 128","Chambly",16,78,29,2,59,20,1,205,361
24012,"Chambly--Borduas/Chambly--Borduas"," 129","Chambly",15,83,12,5,47,41,0,203,430
24012,"Chambly--Borduas/Chambly--Borduas"," 130","Chambly",13,116,19,0,86,53,4,291,465
24012,"Chambly--Borduas/Chambly--Borduas"," 131","Chambly",14,105,15,1,64,67,0,266,442
24012,"Chambly--Borduas/Chambly--Borduas"," 132","Chambly",24,138,18,4,72,59,0,315,671
24012,"Chambly--Borduas/Chambly--Borduas"," 133","Chambly",17,89,9,1,41,24,3,184,336
24012,"Chambly--Borduas/Chambly--Borduas"," 133-1","Chambly",5,55,7,4,33,24,2,130,193
24012,"Chambly--Borduas/Chambly--Borduas"," 133-2","Chambly",24,119,16,1,46,36,0,242,395
24012,"Chambly--Borduas/Chambly--Borduas"," 134","Chambly",18,101,19,3,67,50,2,260,446
24012,"Chambly--Borduas/Chambly--Borduas"," 135","Chambly",22,120,21,5,83,50,3,304,516
24012,"Chambly--Borduas/Chambly--Borduas"," 136","Chambly",12,48,11,4,36,22,1,134,253
24012,"Chambly--Borduas/Chambly--Borduas"," 136-1","Chambly",47,261,40,8,122,98,4,580,926
24012,"Chambly--Borduas/Chambly--Borduas"," 137","Chambly",43,216,18,4,140,82,1,504,870
24012,"Chambly--Borduas/Chambly--Borduas"," 137-1","Chambly",17,58,5,3,33,19,1,136,238
24012,"Chambly--Borduas/Chambly--Borduas"," 138","Chambly",19,103,26,4,69,25,1,247,391
24012,"Chambly--Borduas/Chambly--Borduas"," 139","Chambly",17,99,22,3,65,38,3,247,443
24012,"Chambly--Borduas/Chambly--Borduas"," 140","Chambly",26,111,24,6,90,68,3,328,586
24012,"Chambly--Borduas/Chambly--Borduas"," 141","Chambly",14,112,8,3,82,51,2,272,437
24012,"Chambly--Borduas/Chambly--Borduas"," 142","Chambly",12,75,12,6,57,32,2,196,340
24012,"Chambly--Borduas/Chambly--Borduas"," 142-1","Chambly",15,90,13,1,44,34,0,197,323
24012,"Chambly--Borduas/Chambly--Borduas"," 142-2","Chambly",22,94,27,3,66,53,5,270,458
24012,"Chambly--Borduas/Chambly--Borduas"," 143","Chambly",34,169,32,7,72,45,0,359,550
24012,"Chambly--Borduas/Chambly--Borduas"," 144","Chambly",23,121,22,6,68,46,0,286,432
24012,"Chambly--Borduas/Chambly--Borduas"," 145","Chambly",22,128,12,6,75,48,6,297,486
24012,"Chambly--Borduas/Chambly--Borduas"," 146","Chambly",21,77,19,4,75,27,0,223,379
24012,"Chambly--Borduas/Chambly--Borduas"," 147","Chambly",18,125,23,5,76,41,1,289,464
24012,"Chambly--Borduas/Chambly--Borduas"," 148","Chambly",11,69,9,0,41,22,0,152,291
24012,"Chambly--Borduas/Chambly--Borduas"," 149A","Chambly",11,63,7,1,43,13,0,138,264
24012,"Chambly--Borduas/Chambly--Borduas"," 149B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,29
24012,"Chambly--Borduas/Chambly--Borduas"," 150","Chambly",21,86,19,6,70,19,0,221,369
24012,"Chambly--Borduas/Chambly--Borduas"," 151","Chambly",18,86,20,3,48,28,4,207,433
24012,"Chambly--Borduas/Chambly--Borduas"," 152","Chambly",19,91,10,3,73,37,4,237,403
24012,"Chambly--Borduas/Chambly--Borduas"," 153","Chambly",20,85,20,3,63,27,1,219,370
24012,"Chambly--Borduas/Chambly--Borduas"," 154","Chambly",14,119,17,3,63,63,4,283,461
24012,"Chambly--Borduas/Chambly--Borduas"," 155","Chambly",16,87,15,4,58,38,0,218,364
24012,"Chambly--Borduas/Chambly--Borduas"," 155-1","Chambly",15,58,5,2,36,33,2,151,270
24012,"Chambly--Borduas/Chambly--Borduas"," 156","Chambly",11,86,10,2,43,50,3,205,392
24012,"Chambly--Borduas/Chambly--Borduas"," 156-1","Chambly",17,58,4,0,48,20,2,149,246
24012,"Chambly--Borduas/Chambly--Borduas"," 157","Chambly",26,121,10,6,64,52,2,281,490
24012,"Chambly--Borduas/Chambly--Borduas"," 158","Saint-Mathias-sur-Richelieu",11,118,19,2,83,44,9,286,455
24012,"Chambly--Borduas/Chambly--Borduas"," 159","Saint-Mathias-sur-Richelieu",15,87,26,3,54,27,5,217,379
24012,"Chambly--Borduas/Chambly--Borduas"," 160","Saint-Mathias-sur-Richelieu",25,77,18,2,53,33,1,209,342
24012,"Chambly--Borduas/Chambly--Borduas"," 160-1","Saint-Mathias-sur-Richelieu",8,60,11,2,30,19,0,130,194
24012,"Chambly--Borduas/Chambly--Borduas"," 161","Saint-Mathias-sur-Richelieu",8,98,16,3,48,8,4,185,320
24012,"Chambly--Borduas/Chambly--Borduas"," 161-1","Saint-Mathias-sur-Richelieu",10,68,16,0,43,17,3,157,276
24012,"Chambly--Borduas/Chambly--Borduas"," 162","Saint-Mathias-sur-Richelieu",7,76,15,2,33,24,4,161,258
24012,"Chambly--Borduas/Chambly--Borduas"," 162-1","Saint-Mathias-sur-Richelieu",17,57,14,3,35,23,2,151,269
24012,"Chambly--Borduas/Chambly--Borduas"," 163","Saint-Mathias-sur-Richelieu",11,105,11,8,81,36,2,254,374
24012,"Chambly--Borduas/Chambly--Borduas"," 163-1","Saint-Mathias-sur-Richelieu",2,45,3,0,41,16,0,107,156
24012,"Chambly--Borduas/Chambly--Borduas"," 164","Saint-Mathias-sur-Richelieu",16,95,17,2,70,25,3,228,390
24012,"Chambly--Borduas/Chambly--Borduas"," 165","Saint-Mathias-sur-Richelieu",6,62,8,3,26,12,0,117,198
24012,"Chambly--Borduas/Chambly--Borduas"," 166","Richelieu",22,118,20,6,64,27,3,260,381
24012,"Chambly--Borduas/Chambly--Borduas"," 167","Richelieu",14,83,22,3,46,21,0,189,346
24012,"Chambly--Borduas/Chambly--Borduas"," 168","Richelieu",8,91,20,1,54,23,3,200,359
24012,"Chambly--Borduas/Chambly--Borduas"," 169","Richelieu",5,87,25,3,51,19,2,192,449
24012,"Chambly--Borduas/Chambly--Borduas"," 170","Richelieu",19,119,24,8,70,21,3,264,421
24012,"Chambly--Borduas/Chambly--Borduas"," 170-1","Richelieu",7,36,7,2,39,13,0,104,275
24012,"Chambly--Borduas/Chambly--Borduas"," 171","Richelieu",3,60,11,2,48,32,3,159,274
24012,"Chambly--Borduas/Chambly--Borduas"," 171-1","Richelieu",12,103,11,4,43,29,2,204,357
24012,"Chambly--Borduas/Chambly--Borduas"," 172","Richelieu",23,160,15,4,107,50,4,363,545
24012,"Chambly--Borduas/Chambly--Borduas"," 173","Richelieu",7,87,10,0,49,30,0,183,344
24012,"Chambly--Borduas/Chambly--Borduas"," 174","Richelieu",10,133,38,0,54,28,1,264,444
24012,"Chambly--Borduas/Chambly--Borduas"," 175","Marieville",18,101,27,5,50,29,2,232,433
24012,"Chambly--Borduas/Chambly--Borduas"," 176","Marieville",9,75,13,2,35,23,0,157,314
24012,"Chambly--Borduas/Chambly--Borduas"," 176-1","Marieville",13,73,19,2,89,49,0,245,442
24012,"Chambly--Borduas/Chambly--Borduas"," 176-2","Marieville",3,63,10,2,39,7,2,126,231
24012,"Chambly--Borduas/Chambly--Borduas"," 177","Marieville",9,119,20,2,76,46,4,276,605
24012,"Chambly--Borduas/Chambly--Borduas"," 177-1","Marieville",9,85,10,1,27,30,0,162,318
24012,"Chambly--Borduas/Chambly--Borduas"," 178","Marieville",21,95,26,2,59,22,5,230,487
24012,"Chambly--Borduas/Chambly--Borduas"," 179","Marieville",11,96,17,6,58,49,3,240,466
24012,"Chambly--Borduas/Chambly--Borduas"," 180","Marieville",18,160,14,6,86,58,1,343,696
24012,"Chambly--Borduas/Chambly--Borduas"," 181","Marieville",15,99,20,5,75,37,2,253,476
24012,"Chambly--Borduas/Chambly--Borduas"," 182","Marieville",14,89,13,5,58,30,1,210,340
24012,"Chambly--Borduas/Chambly--Borduas"," 183","Marieville",7,57,10,2,55,21,1,153,391
