Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nancy Brassard-Fortin,Roger Fleury,Dino Lemay,Marcel Proulx,Nycole Turmel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24023,"Hull--Aylmer/Hull--Aylmer"," 13","Aylmer",37,6,10,70,133,0,256,398
24023,"Hull--Aylmer/Hull--Aylmer"," 14","Aylmer",21,11,11,34,85,1,163,278
24023,"Hull--Aylmer/Hull--Aylmer"," 15","Aylmer",38,6,15,87,178,0,324,548
24023,"Hull--Aylmer/Hull--Aylmer"," 16","Aylmer",28,0,6,46,131,1,212,325
24023,"Hull--Aylmer/Hull--Aylmer"," 16-1","Aylmer",23,2,18,57,144,0,244,405
24023,"Hull--Aylmer/Hull--Aylmer"," 17","Aylmer",38,7,16,71,171,3,306,524
24023,"Hull--Aylmer/Hull--Aylmer"," 17-1","Aylmer",39,2,1,79,166,0,287,506
24023,"Hull--Aylmer/Hull--Aylmer"," 18A","Aylmer",31,4,4,55,87,1,182,327
24023,"Hull--Aylmer/Hull--Aylmer"," 18B","Aylmer",34,1,8,58,119,1,221,372
24023,"Hull--Aylmer/Hull--Aylmer"," 19","Aylmer",25,8,12,40,151,2,238,476
24023,"Hull--Aylmer/Hull--Aylmer"," 20","Aylmer",22,4,15,22,153,0,216,425
24023,"Hull--Aylmer/Hull--Aylmer"," 21","Aylmer",25,7,5,37,125,1,200,374
24023,"Hull--Aylmer/Hull--Aylmer"," 22","Aylmer",14,3,8,22,105,0,152,405
24023,"Hull--Aylmer/Hull--Aylmer"," 23","Aylmer",27,1,6,22,77,0,133,396
24023,"Hull--Aylmer/Hull--Aylmer"," 24","Aylmer",5,2,10,12,68,0,97,198
24023,"Hull--Aylmer/Hull--Aylmer"," 25","Aylmer",46,9,5,45,94,1,200,416
24023,"Hull--Aylmer/Hull--Aylmer"," 26","Aylmer",23,10,2,11,67,2,115,259
24023,"Hull--Aylmer/Hull--Aylmer"," 27","Aylmer",18,3,4,22,72,0,119,448
24023,"Hull--Aylmer/Hull--Aylmer"," 28","Aylmer",34,2,8,32,147,1,224,405
24023,"Hull--Aylmer/Hull--Aylmer"," 29","Aylmer",22,5,8,38,130,0,203,378
24023,"Hull--Aylmer/Hull--Aylmer"," 29-1","Aylmer",43,3,15,37,135,0,233,408
24023,"Hull--Aylmer/Hull--Aylmer"," 30","Aylmer",28,8,16,53,180,2,287,499
24023,"Hull--Aylmer/Hull--Aylmer"," 31","Aylmer",38,6,7,30,89,1,171,370
24023,"Hull--Aylmer/Hull--Aylmer"," 32","Aylmer",25,6,13,23,98,1,166,357
24023,"Hull--Aylmer/Hull--Aylmer"," 33","Aylmer",22,2,5,23,85,2,139,318
24023,"Hull--Aylmer/Hull--Aylmer"," 34","Aylmer",15,5,20,33,111,0,184,451
24023,"Hull--Aylmer/Hull--Aylmer"," 35","Aylmer",31,3,12,41,164,0,251,452
24023,"Hull--Aylmer/Hull--Aylmer"," 36","Aylmer",17,4,8,48,100,1,178,378
24023,"Hull--Aylmer/Hull--Aylmer"," 37","Aylmer",24,1,1,42,109,1,178,382
24023,"Hull--Aylmer/Hull--Aylmer"," 38","Aylmer",28,3,8,62,123,0,224,366
24023,"Hull--Aylmer/Hull--Aylmer"," 39","Aylmer",34,8,22,59,184,0,307,490
24023,"Hull--Aylmer/Hull--Aylmer"," 40","Aylmer",24,2,18,40,129,2,215,441
24023,"Hull--Aylmer/Hull--Aylmer"," 41","Aylmer",36,6,10,42,156,0,250,391
24023,"Hull--Aylmer/Hull--Aylmer"," 42","Aylmer",23,10,13,43,185,0,274,479
24023,"Hull--Aylmer/Hull--Aylmer"," 43","Aylmer",26,4,17,49,144,2,242,449
24023,"Hull--Aylmer/Hull--Aylmer"," 44","Aylmer",31,3,10,38,104,2,188,374
24023,"Hull--Aylmer/Hull--Aylmer"," 45A","Aylmer",28,0,8,44,109,0,189,432
24023,"Hull--Aylmer/Hull--Aylmer"," 45B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,86
24023,"Hull--Aylmer/Hull--Aylmer"," 46","Aylmer",22,4,8,24,83,1,142,331
24023,"Hull--Aylmer/Hull--Aylmer"," 47","Aylmer",25,6,15,26,117,1,190,474
24023,"Hull--Aylmer/Hull--Aylmer"," 48","Aylmer",31,2,10,29,109,0,181,312
24023,"Hull--Aylmer/Hull--Aylmer"," 49","Aylmer",42,15,17,42,147,1,264,411
24023,"Hull--Aylmer/Hull--Aylmer"," 50","Aylmer",31,4,13,55,135,1,239,460
24023,"Hull--Aylmer/Hull--Aylmer"," 51","Aylmer",31,6,12,39,193,1,282,450
24023,"Hull--Aylmer/Hull--Aylmer"," 52","Aylmer",30,14,15,51,160,2,272,460
24023,"Hull--Aylmer/Hull--Aylmer"," 53","Aylmer",32,11,13,46,194,2,298,466
24023,"Hull--Aylmer/Hull--Aylmer"," 54","Aylmer",38,13,16,44,168,1,280,434
24023,"Hull--Aylmer/Hull--Aylmer"," 55","Aylmer",53,8,22,74,191,0,348,544
24023,"Hull--Aylmer/Hull--Aylmer"," 56","Aylmer",28,6,3,52,148,2,239,397
24023,"Hull--Aylmer/Hull--Aylmer"," 56-1","Aylmer",33,3,9,36,146,1,228,404
24023,"Hull--Aylmer/Hull--Aylmer"," 56-2","Aylmer",35,2,8,48,118,1,212,398
24023,"Hull--Aylmer/Hull--Aylmer"," 57","Aylmer",37,3,14,51,196,4,305,555
24023,"Hull--Aylmer/Hull--Aylmer"," 58","Aylmer",33,5,14,37,129,0,218,407
24023,"Hull--Aylmer/Hull--Aylmer"," 59","Aylmer",29,8,11,42,138,0,228,416
24023,"Hull--Aylmer/Hull--Aylmer"," 60","Aylmer",43,9,3,54,135,1,245,464
24023,"Hull--Aylmer/Hull--Aylmer"," 61","Aylmer",42,7,17,45,149,0,260,492
24023,"Hull--Aylmer/Hull--Aylmer"," 62","Aylmer",32,9,19,54,110,0,224,381
24023,"Hull--Aylmer/Hull--Aylmer"," 62-1","Aylmer",18,8,9,31,119,1,186,312
24023,"Hull--Aylmer/Hull--Aylmer"," 63","Aylmer",38,4,13,76,106,0,237,470
24023,"Hull--Aylmer/Hull--Aylmer"," 63-1","Aylmer",40,4,7,54,150,0,255,447
24023,"Hull--Aylmer/Hull--Aylmer"," 63-2","Aylmer",37,8,9,70,184,0,308,538
24023,"Hull--Aylmer/Hull--Aylmer"," 64","Aylmer",42,10,21,44,152,1,270,553
24023,"Hull--Aylmer/Hull--Aylmer"," 65","Aylmer",59,7,18,56,169,2,311,517
24023,"Hull--Aylmer/Hull--Aylmer"," 66","Hull",27,5,17,47,170,2,268,359
24023,"Hull--Aylmer/Hull--Aylmer"," 67","Hull",15,6,35,45,208,0,309,452
24023,"Hull--Aylmer/Hull--Aylmer"," 68","Hull",9,2,26,32,166,1,236,382
24023,"Hull--Aylmer/Hull--Aylmer"," 69","Hull",6,2,20,28,127,1,184,311
24023,"Hull--Aylmer/Hull--Aylmer"," 70","Hull",4,1,13,14,151,3,186,292
24023,"Hull--Aylmer/Hull--Aylmer"," 71","Hull",29,6,22,74,231,1,363,573
24023,"Hull--Aylmer/Hull--Aylmer"," 72","Hull",19,3,37,48,236,1,344,517
24023,"Hull--Aylmer/Hull--Aylmer"," 73","Hull",18,6,15,53,165,2,259,498
24023,"Hull--Aylmer/Hull--Aylmer"," 74","Hull",16,4,22,43,145,3,233,381
24023,"Hull--Aylmer/Hull--Aylmer"," 75","Hull",8,6,22,33,127,1,197,386
24023,"Hull--Aylmer/Hull--Aylmer"," 76","Hull",13,3,9,22,119,1,167,324
24023,"Hull--Aylmer/Hull--Aylmer"," 76-1","Hull",15,2,11,18,98,1,145,303
24023,"Hull--Aylmer/Hull--Aylmer"," 77","Hull",16,2,37,36,203,1,295,425
24023,"Hull--Aylmer/Hull--Aylmer"," 78","Hull",13,1,21,20,100,0,155,345
24023,"Hull--Aylmer/Hull--Aylmer"," 79","Hull",18,6,29,44,184,3,284,493
24023,"Hull--Aylmer/Hull--Aylmer"," 80","Hull",10,5,27,42,133,2,219,380
24023,"Hull--Aylmer/Hull--Aylmer"," 81","Hull",15,4,26,53,137,0,235,343
24023,"Hull--Aylmer/Hull--Aylmer"," 82","Hull",6,1,23,27,108,1,166,290
24023,"Hull--Aylmer/Hull--Aylmer"," 83","Hull",11,5,22,21,101,0,160,367
24023,"Hull--Aylmer/Hull--Aylmer"," 84","Hull",10,2,10,24,52,4,102,340
24023,"Hull--Aylmer/Hull--Aylmer"," 85","Hull",8,3,6,12,64,2,95,338
24023,"Hull--Aylmer/Hull--Aylmer"," 86","Hull",6,0,11,13,33,1,64,203
24023,"Hull--Aylmer/Hull--Aylmer"," 87","Hull",8,0,12,21,95,1,137,362
24023,"Hull--Aylmer/Hull--Aylmer"," 88","Hull",14,0,6,40,66,0,126,402
24023,"Hull--Aylmer/Hull--Aylmer"," 89","Hull",16,1,17,24,84,1,143,382
24023,"Hull--Aylmer/Hull--Aylmer"," 90","Hull",3,3,19,12,100,0,137,261
24023,"Hull--Aylmer/Hull--Aylmer"," 91","Hull",8,3,13,17,87,0,128,316
24023,"Hull--Aylmer/Hull--Aylmer"," 92","Hull",21,4,24,44,188,0,281,407
24023,"Hull--Aylmer/Hull--Aylmer"," 93","Hull",20,4,27,46,131,1,229,372
24023,"Hull--Aylmer/Hull--Aylmer"," 94","Hull",2,1,7,20,107,2,139,310
24023,"Hull--Aylmer/Hull--Aylmer"," 95","Hull",6,1,6,22,53,0,88,214
24023,"Hull--Aylmer/Hull--Aylmer"," 96","Hull",8,1,12,26,66,2,115,197
24023,"Hull--Aylmer/Hull--Aylmer"," 97","Hull",9,2,10,14,68,0,103,290
24023,"Hull--Aylmer/Hull--Aylmer"," 98","Hull",9,7,29,26,138,2,211,333
24023,"Hull--Aylmer/Hull--Aylmer"," 99","Hull",30,0,26,45,126,2,229,372
24023,"Hull--Aylmer/Hull--Aylmer"," 100","Hull",15,3,28,63,128,2,239,337
24023,"Hull--Aylmer/Hull--Aylmer"," 101","Hull",11,2,27,32,125,1,198,320
24023,"Hull--Aylmer/Hull--Aylmer"," 102","Hull",16,8,16,28,112,2,182,327
24023,"Hull--Aylmer/Hull--Aylmer"," 103","Hull",18,3,13,40,96,4,174,369
24023,"Hull--Aylmer/Hull--Aylmer"," 104","Hull",14,0,14,43,120,0,191,329
24023,"Hull--Aylmer/Hull--Aylmer"," 105","Hull",14,1,16,41,86,0,158,284
24023,"Hull--Aylmer/Hull--Aylmer"," 106","Hull",12,5,11,26,83,1,138,250
24023,"Hull--Aylmer/Hull--Aylmer"," 107","Hull",6,3,6,14,43,1,73,248
24023,"Hull--Aylmer/Hull--Aylmer"," 108","Hull",14,1,14,48,145,1,223,359
24023,"Hull--Aylmer/Hull--Aylmer"," 109","Hull",11,0,22,41,140,1,215,358
24023,"Hull--Aylmer/Hull--Aylmer"," 110","Hull",9,3,7,26,82,2,129,293
24023,"Hull--Aylmer/Hull--Aylmer"," 111","Hull",7,3,13,31,59,0,113,325
24023,"Hull--Aylmer/Hull--Aylmer"," 112","Hull",11,6,31,46,112,2,208,340
24023,"Hull--Aylmer/Hull--Aylmer"," 113","Hull",10,2,22,40,122,3,199,283
24023,"Hull--Aylmer/Hull--Aylmer"," 114","Hull",20,9,33,52,115,0,229,333
24023,"Hull--Aylmer/Hull--Aylmer"," 115","Hull",21,1,13,32,87,0,154,305
24023,"Hull--Aylmer/Hull--Aylmer"," 116","Hull",8,2,13,18,73,2,116,284
24023,"Hull--Aylmer/Hull--Aylmer"," 117","Hull",11,1,17,25,104,1,159,327
24023,"Hull--Aylmer/Hull--Aylmer"," 118","Hull",33,4,27,32,117,1,214,388
24023,"Hull--Aylmer/Hull--Aylmer"," 119","Hull",12,0,7,15,68,0,102,315
24023,"Hull--Aylmer/Hull--Aylmer"," 120","Hull",4,0,6,8,58,0,76,192
24023,"Hull--Aylmer/Hull--Aylmer"," 121","Hull",8,6,12,15,57,1,99,283
24023,"Hull--Aylmer/Hull--Aylmer"," 122","Hull",2,2,18,20,87,0,129,276
24023,"Hull--Aylmer/Hull--Aylmer"," 123","Hull",11,6,10,29,74,1,131,393
24023,"Hull--Aylmer/Hull--Aylmer"," 124","Hull",21,4,7,22,106,0,160,453
24023,"Hull--Aylmer/Hull--Aylmer"," 125","Hull",Void/Supprimé,,,,,,,
24023,"Hull--Aylmer/Hull--Aylmer"," 126","Hull",12,2,8,27,79,1,129,328
24023,"Hull--Aylmer/Hull--Aylmer"," 127","Hull",39,3,18,46,163,0,269,475
24023,"Hull--Aylmer/Hull--Aylmer"," 127-1","Hull",17,1,14,37,140,2,211,337
24023,"Hull--Aylmer/Hull--Aylmer"," 128","Hull",13,5,18,34,153,2,225,378
24023,"Hull--Aylmer/Hull--Aylmer"," 128-1","Hull",18,2,15,51,153,3,242,384
24023,"Hull--Aylmer/Hull--Aylmer"," 128-2","Hull",14,0,16,37,158,1,226,424
24023,"Hull--Aylmer/Hull--Aylmer"," 129","Hull",11,2,13,25,114,1,166,293
24023,"Hull--Aylmer/Hull--Aylmer"," 129-1","Hull",15,2,11,46,159,3,236,494
24023,"Hull--Aylmer/Hull--Aylmer"," 130","Hull",12,3,19,32,144,1,211,333
24023,"Hull--Aylmer/Hull--Aylmer"," 130-1","Hull",6,2,20,33,151,0,212,346
24023,"Hull--Aylmer/Hull--Aylmer"," 131","Hull",14,4,24,29,206,0,277,412
24023,"Hull--Aylmer/Hull--Aylmer"," 132","Hull",21,1,35,45,214,1,317,443
24023,"Hull--Aylmer/Hull--Aylmer"," 133","Hull",12,4,12,29,146,1,204,322
24023,"Hull--Aylmer/Hull--Aylmer"," 134","Hull",18,7,12,20,117,1,175,398
24023,"Hull--Aylmer/Hull--Aylmer"," 134-1","Hull",13,3,21,54,184,1,276,490
24023,"Hull--Aylmer/Hull--Aylmer"," 135","Hull",13,4,17,61,130,0,225,331
24023,"Hull--Aylmer/Hull--Aylmer"," 136","Hull",28,8,45,60,210,4,355,562
24023,"Hull--Aylmer/Hull--Aylmer"," 137","Hull",11,5,17,24,108,3,168,364
24023,"Hull--Aylmer/Hull--Aylmer"," 138","Hull",6,6,16,15,87,1,131,298
24023,"Hull--Aylmer/Hull--Aylmer"," 139","Hull",12,7,11,26,91,1,148,313
24023,"Hull--Aylmer/Hull--Aylmer"," 140","Hull",19,2,17,14,89,2,143,319
24023,"Hull--Aylmer/Hull--Aylmer"," 141","Hull",16,6,18,41,109,3,193,367
24023,"Hull--Aylmer/Hull--Aylmer"," 142","Hull",17,4,27,17,107,0,172,313
24023,"Hull--Aylmer/Hull--Aylmer"," 143","Hull",12,4,18,31,120,0,185,319
24023,"Hull--Aylmer/Hull--Aylmer"," 144","Hull",18,2,24,32,158,2,236,355
24023,"Hull--Aylmer/Hull--Aylmer"," 145","Hull",20,3,29,18,136,1,207,357
24023,"Hull--Aylmer/Hull--Aylmer"," 146","Hull",20,2,19,52,209,1,303,515
24023,"Hull--Aylmer/Hull--Aylmer"," 147","Hull",25,5,14,73,206,0,323,569
24023,"Hull--Aylmer/Hull--Aylmer"," 148","Hull",20,6,21,30,142,0,219,336
24023,"Hull--Aylmer/Hull--Aylmer"," 148-1","Hull",11,2,10,39,110,1,173,247
24023,"Hull--Aylmer/Hull--Aylmer"," 149","Hull",22,10,21,19,166,2,240,377
24023,"Hull--Aylmer/Hull--Aylmer"," 150","Hull",13,5,22,30,160,0,230,377
24023,"Hull--Aylmer/Hull--Aylmer"," 151","Hull",9,7,28,57,179,3,283,472
24023,"Hull--Aylmer/Hull--Aylmer"," 152","Hull",19,9,17,28,136,0,209,419
24023,"Hull--Aylmer/Hull--Aylmer"," 153","Hull",Void/Supprimé,,,,,,,
24023,"Hull--Aylmer/Hull--Aylmer"," 154","Hull",11,7,26,32,135,1,212,403
24023,"Hull--Aylmer/Hull--Aylmer"," 155","Hull",11,2,16,16,94,0,139,334
24023,"Hull--Aylmer/Hull--Aylmer"," 156","Hull",10,3,16,15,128,2,174,399
24023,"Hull--Aylmer/Hull--Aylmer"," 157","Hull",18,1,14,26,90,1,150,321
24023,"Hull--Aylmer/Hull--Aylmer"," 158","Hull",14,1,21,31,138,0,205,387
24023,"Hull--Aylmer/Hull--Aylmer"," 159","Hull",20,3,12,25,114,5,179,345
24023,"Hull--Aylmer/Hull--Aylmer"," 160","Hull",18,4,17,34,94,1,168,338
24023,"Hull--Aylmer/Hull--Aylmer"," 161","Hull",9,1,16,30,102,1,159,378
24023,"Hull--Aylmer/Hull--Aylmer"," 162","Hull",5,1,15,10,70,0,101,263
24023,"Hull--Aylmer/Hull--Aylmer"," 163","Hull",8,4,10,13,94,3,132,326
24023,"Hull--Aylmer/Hull--Aylmer"," 164","Hull",4,3,12,16,86,0,121,283
24023,"Hull--Aylmer/Hull--Aylmer"," 165","Hull",15,3,15,28,87,1,149,373
24023,"Hull--Aylmer/Hull--Aylmer"," 166","Hull",19,2,20,28,94,1,164,405
24023,"Hull--Aylmer/Hull--Aylmer"," 167","Hull",10,0,20,35,69,0,134,274
24023,"Hull--Aylmer/Hull--Aylmer"," 168","Hull",20,5,26,50,99,2,202,446
24023,"Hull--Aylmer/Hull--Aylmer"," 169","Hull",22,5,19,35,171,0,252,531
24023,"Hull--Aylmer/Hull--Aylmer"," 170","Hull",14,7,13,23,55,2,114,382
24023,"Hull--Aylmer/Hull--Aylmer"," 171","Hull",11,4,19,27,107,4,172,440
24023,"Hull--Aylmer/Hull--Aylmer"," 172","Hull",12,4,13,41,115,0,185,434
24023,"Hull--Aylmer/Hull--Aylmer"," 173","Hull",Void/Supprimé,,,,,,,
24023,"Hull--Aylmer/Hull--Aylmer"," 174","Hull",12,5,14,15,71,1,118,337
24023,"Hull--Aylmer/Hull--Aylmer"," 175","Hull",12,5,9,23,88,0,137,311
24023,"Hull--Aylmer/Hull--Aylmer"," 176","Hull",5,2,8,18,60,0,93,252
24023,"Hull--Aylmer/Hull--Aylmer"," 177","Hull",9,3,18,17,95,1,143,334
24023,"Hull--Aylmer/Hull--Aylmer"," 178","Hull",8,2,17,21,85,3,136,355
24023,"Hull--Aylmer/Hull--Aylmer"," 179","Hull",9,5,20,19,88,0,141,294
24023,"Hull--Aylmer/Hull--Aylmer"," 180","Hull",8,0,7,29,76,1,121,336
24023,"Hull--Aylmer/Hull--Aylmer"," 181","Hull",10,4,8,23,84,2,131,432
24023,"Hull--Aylmer/Hull--Aylmer"," 182","Hull",9,1,13,36,82,1,142,353
24023,"Hull--Aylmer/Hull--Aylmer"," 183","Hull",5,6,13,23,114,2,163,405
24023,"Hull--Aylmer/Hull--Aylmer"," 184","Hull",9,4,4,9,50,0,76,239
24023,"Hull--Aylmer/Hull--Aylmer"," 185","Hull",7,1,8,21,89,1,127,282
24023,"Hull--Aylmer/Hull--Aylmer"," 186","Hull",19,5,22,40,202,4,292,542
24023,"Hull--Aylmer/Hull--Aylmer"," 186-1","Hull",Void/Supprimé,,,,,,,
24023,"Hull--Aylmer/Hull--Aylmer"," 187","Hull",20,8,16,55,124,1,224,366
24023,"Hull--Aylmer/Hull--Aylmer"," 188","Hull",24,3,16,31,134,0,208,352
24023,"Hull--Aylmer/Hull--Aylmer"," 188-1","Hull",35,1,19,92,132,1,280,389
24023,"Hull--Aylmer/Hull--Aylmer"," 189","Hull",15,2,17,58,206,3,301,459
24023,"Hull--Aylmer/Hull--Aylmer"," 190","Hull",10,7,43,30,187,2,279,388
24023,"Hull--Aylmer/Hull--Aylmer"," 191","Hull",6,6,30,24,126,0,192,319
24023,"Hull--Aylmer/Hull--Aylmer"," 192","Hull",6,7,35,19,118,0,185,374
24023,"Hull--Aylmer/Hull--Aylmer"," 193","Hull",15,7,10,5,94,0,131,283
24023,"Hull--Aylmer/Hull--Aylmer"," 194","Hull",10,1,13,12,53,0,89,381
24023,"Hull--Aylmer/Hull--Aylmer"," 195","Hull",13,3,18,43,99,2,178,331
24023,"Hull--Aylmer/Hull--Aylmer"," 196","Hull",19,5,36,31,176,2,269,448
24023,"Hull--Aylmer/Hull--Aylmer"," 197A","Hull",10,7,19,33,104,0,173,331
24023,"Hull--Aylmer/Hull--Aylmer"," 197B","Hull",23,2,19,41,122,2,209,306
24023,"Hull--Aylmer/Hull--Aylmer"," 400","Aylmer",22,3,5,52,53,1,136,203
24023,"Hull--Aylmer/Hull--Aylmer"," 401","Hull",8,0,7,18,12,2,47,208
24023,"Hull--Aylmer/Hull--Aylmer"," 402","Hull",18,5,15,27,113,6,184,317
24023,"Hull--Aylmer/Hull--Aylmer"," 403","Hull",19,1,7,50,29,5,111,169
24023,"Hull--Aylmer/Hull--Aylmer"," 404","Hull",27,2,13,81,99,3,225,270
24023,"Hull--Aylmer/Hull--Aylmer"," 405","Hull",2,1,12,27,54,0,96,115
24023,"Hull--Aylmer/Hull--Aylmer"," 500","Mobile poll/Bureau itinérant",28,2,7,46,55,0,138,158
24023,"Hull--Aylmer/Hull--Aylmer"," 501","Mobile poll/Bureau itinérant",16,3,13,53,49,2,136,249
24023,"Hull--Aylmer/Hull--Aylmer"," 502","Mobile poll/Bureau itinérant",16,2,10,48,43,0,119,202
24023,"Hull--Aylmer/Hull--Aylmer"," 503","Mobile poll/Bureau itinérant",6,9,12,45,33,2,107,248
24023,"Hull--Aylmer/Hull--Aylmer"," 504","Mobile poll/Bureau itinérant",19,1,15,70,117,4,226,357
24023,"Hull--Aylmer/Hull--Aylmer"," 505","Mobile poll/Bureau itinérant",20,0,16,45,57,2,140,234
24023,"Hull--Aylmer/Hull--Aylmer"," 506","Mobile poll/Bureau itinérant",13,2,9,35,57,1,117,165
24023,"Hull--Aylmer/Hull--Aylmer"," 600","Gatineau",119,7,82,247,477,2,934,
24023,"Hull--Aylmer/Hull--Aylmer"," 601","Gatineau",80,9,47,190,280,2,608,
24023,"Hull--Aylmer/Hull--Aylmer"," 602","Gatineau",124,17,39,169,361,3,713,
24023,"Hull--Aylmer/Hull--Aylmer"," 603","Gatineau",97,14,66,206,432,9,824,
24023,"Hull--Aylmer/Hull--Aylmer"," 604","Gatineau",71,16,45,172,313,0,617,
24023,"Hull--Aylmer/Hull--Aylmer"," 605","Gatineau",63,10,40,150,276,4,543,
24023,"Hull--Aylmer/Hull--Aylmer"," 606","Gatineau",33,12,113,160,339,4,661,
24023,"Hull--Aylmer/Hull--Aylmer"," 607","Gatineau",45,5,89,125,220,0,484,
24023,"Hull--Aylmer/Hull--Aylmer"," 608","Gatineau",49,3,59,174,227,6,518,
24023,"Hull--Aylmer/Hull--Aylmer"," 609","Gatineau",54,6,88,121,253,1,523,
24023,"Hull--Aylmer/Hull--Aylmer"," 610","Gatineau",46,11,93,208,408,2,768,
24023,"Hull--Aylmer/Hull--Aylmer"," 611","Gatineau",39,7,86,131,244,2,509,
24023,"Hull--Aylmer/Hull--Aylmer"," 612","Gatineau",57,9,53,163,311,0,593,
24023,"Hull--Aylmer/Hull--Aylmer"," 613","Gatineau",26,10,36,96,121,2,291,
24023,"Hull--Aylmer/Hull--Aylmer"," 614","Gatineau",31,7,48,107,164,1,358,
24023,"Hull--Aylmer/Hull--Aylmer"," 615","Gatineau",36,12,67,173,259,3,550,
24023,"Hull--Aylmer/Hull--Aylmer",,Group 1/Groupe 1,124,8,28,101,84,16,361,659
24023,"Hull--Aylmer/Hull--Aylmer",,Group 2/Groupe 2,116,23,167,328,366,20,1020,
