Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bev Hodgson,Harold Jonker,Heather Kelley,Rob Nicholson,Shawn Willick,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35054,"Niagara Falls/Niagara Falls"," 45","Niagara Falls",56,2,48,110,7,1,224,426
35054,"Niagara Falls/Niagara Falls"," 46","Niagara Falls",66,0,30,165,4,0,265,463
35054,"Niagara Falls/Niagara Falls"," 46-1","Niagara Falls",54,1,34,123,5,1,218,421
35054,"Niagara Falls/Niagara Falls"," 47","Niagara Falls",50,1,36,174,6,0,267,486
35054,"Niagara Falls/Niagara Falls"," 48","Niagara Falls",44,2,44,152,5,0,247,541
35054,"Niagara Falls/Niagara Falls"," 49","Niagara Falls",28,1,36,132,3,2,202,375
35054,"Niagara Falls/Niagara Falls"," 50","Niagara Falls",22,1,44,111,3,1,182,429
35054,"Niagara Falls/Niagara Falls"," 51","Niagara Falls",36,1,47,103,4,0,191,434
35054,"Niagara Falls/Niagara Falls"," 52","Niagara Falls",28,0,62,59,6,0,155,370
35054,"Niagara Falls/Niagara Falls"," 53","Niagara Falls",26,1,51,90,3,1,172,358
35054,"Niagara Falls/Niagara Falls"," 54","Niagara Falls",31,2,44,130,6,0,213,415
35054,"Niagara Falls/Niagara Falls"," 55","Niagara Falls",58,0,33,146,4,2,243,438
35054,"Niagara Falls/Niagara Falls"," 56","Niagara Falls",21,0,39,93,0,0,153,308
35054,"Niagara Falls/Niagara Falls"," 57","Niagara Falls",37,1,45,105,7,3,198,389
35054,"Niagara Falls/Niagara Falls"," 58","Niagara Falls",35,0,56,56,5,0,152,308
35054,"Niagara Falls/Niagara Falls"," 59","Niagara Falls",35,0,16,52,6,2,111,336
35054,"Niagara Falls/Niagara Falls"," 60","Niagara Falls",29,0,29,70,6,3,137,283
35054,"Niagara Falls/Niagara Falls"," 61","Niagara Falls",32,1,23,76,8,1,141,300
35054,"Niagara Falls/Niagara Falls"," 62","Niagara Falls",34,1,52,118,4,1,210,427
35054,"Niagara Falls/Niagara Falls"," 63","Niagara Falls",32,1,30,75,8,1,147,345
35054,"Niagara Falls/Niagara Falls"," 64","Niagara Falls",29,1,42,102,6,0,180,321
35054,"Niagara Falls/Niagara Falls"," 65","Niagara Falls",12,1,29,68,0,0,110,280
35054,"Niagara Falls/Niagara Falls"," 66","Niagara Falls",24,0,41,71,6,1,143,354
35054,"Niagara Falls/Niagara Falls"," 67","Niagara Falls",43,0,41,99,10,2,195,457
35054,"Niagara Falls/Niagara Falls"," 67-1A","Niagara Falls",29,0,36,90,4,2,161,346
35054,"Niagara Falls/Niagara Falls"," 67-1B","Niagara Falls",41,1,31,81,2,0,156,355
35054,"Niagara Falls/Niagara Falls"," 67-2","Niagara Falls",51,1,57,135,9,1,254,564
35054,"Niagara Falls/Niagara Falls"," 67-3A","Niagara Falls",33,0,35,97,4,0,169,373
35054,"Niagara Falls/Niagara Falls"," 67-3B","Niagara Falls",24,1,20,97,6,0,148,343
35054,"Niagara Falls/Niagara Falls"," 68","Niagara Falls",43,0,39,60,7,1,150,291
35054,"Niagara Falls/Niagara Falls"," 68-1","Niagara Falls",42,0,48,97,3,1,191,443
35054,"Niagara Falls/Niagara Falls"," 68-2","Niagara Falls",41,0,30,129,3,1,204,404
35054,"Niagara Falls/Niagara Falls"," 69","Niagara Falls",34,2,52,88,5,1,182,410
35054,"Niagara Falls/Niagara Falls"," 70","Niagara Falls",34,0,46,115,9,2,206,462
35054,"Niagara Falls/Niagara Falls"," 71","Niagara Falls",28,1,50,84,3,1,167,429
35054,"Niagara Falls/Niagara Falls"," 72","Niagara Falls",50,0,55,125,9,0,239,560
35054,"Niagara Falls/Niagara Falls"," 73","Niagara Falls",29,1,35,75,3,0,143,319
35054,"Niagara Falls/Niagara Falls"," 73-1","Niagara Falls",23,0,33,74,4,1,135,339
35054,"Niagara Falls/Niagara Falls"," 73-2","Niagara Falls",26,1,31,98,4,1,161,398
35054,"Niagara Falls/Niagara Falls"," 74","Niagara Falls",36,1,47,79,3,0,166,299
35054,"Niagara Falls/Niagara Falls"," 75","Niagara Falls",48,2,40,99,4,1,194,416
35054,"Niagara Falls/Niagara Falls"," 76","Niagara Falls",43,1,21,103,8,0,176,273
35054,"Niagara Falls/Niagara Falls"," 77","Niagara Falls",37,1,59,99,10,1,207,372
35054,"Niagara Falls/Niagara Falls"," 78","Niagara Falls",43,1,49,100,8,3,204,341
35054,"Niagara Falls/Niagara Falls"," 79","Niagara Falls",46,1,41,103,8,2,201,339
35054,"Niagara Falls/Niagara Falls"," 80","Niagara Falls",19,2,54,79,5,0,159,293
35054,"Niagara Falls/Niagara Falls"," 81","Niagara Falls",35,0,57,97,6,2,197,357
35054,"Niagara Falls/Niagara Falls"," 82","Niagara Falls",83,0,50,160,5,2,300,540
35054,"Niagara Falls/Niagara Falls"," 83","Niagara Falls",25,2,54,101,7,0,189,377
35054,"Niagara Falls/Niagara Falls"," 84","Niagara Falls",46,1,58,124,6,7,242,438
35054,"Niagara Falls/Niagara Falls"," 85","Niagara Falls",43,3,58,117,11,3,235,376
35054,"Niagara Falls/Niagara Falls"," 86","Niagara Falls",36,0,49,82,4,0,171,372
35054,"Niagara Falls/Niagara Falls"," 87","Niagara Falls",50,0,48,67,5,0,170,397
35054,"Niagara Falls/Niagara Falls"," 88","Niagara Falls",40,1,34,43,4,0,122,327
35054,"Niagara Falls/Niagara Falls"," 89","Niagara Falls",24,0,29,21,8,0,82,287
35054,"Niagara Falls/Niagara Falls"," 90","Niagara Falls",31,1,40,65,3,1,141,358
35054,"Niagara Falls/Niagara Falls"," 91","Niagara Falls",35,1,55,117,11,0,219,493
35054,"Niagara Falls/Niagara Falls"," 92","Niagara Falls",28,1,40,73,6,0,148,318
35054,"Niagara Falls/Niagara Falls"," 93","Niagara Falls",17,0,33,110,5,0,165,377
35054,"Niagara Falls/Niagara Falls"," 94","Niagara Falls",20,0,40,72,2,0,134,302
35054,"Niagara Falls/Niagara Falls"," 95","Niagara Falls",30,1,34,70,6,1,142,260
35054,"Niagara Falls/Niagara Falls"," 96","Niagara Falls",32,0,42,83,3,2,162,345
35054,"Niagara Falls/Niagara Falls"," 97","Niagara Falls",40,0,65,105,13,4,227,441
35054,"Niagara Falls/Niagara Falls"," 98","Niagara Falls",51,0,57,69,8,0,185,449
35054,"Niagara Falls/Niagara Falls"," 99","Niagara Falls",35,0,54,51,4,0,144,357
35054,"Niagara Falls/Niagara Falls"," 100","Niagara Falls",41,1,48,95,4,2,191,375
35054,"Niagara Falls/Niagara Falls"," 101","Niagara Falls",46,2,43,124,8,1,224,431
35054,"Niagara Falls/Niagara Falls"," 102","Niagara Falls",37,1,40,106,4,4,192,382
35054,"Niagara Falls/Niagara Falls"," 103","Niagara Falls",22,1,42,66,10,3,144,295
35054,"Niagara Falls/Niagara Falls"," 104","Niagara Falls",14,2,55,87,7,0,165,404
35054,"Niagara Falls/Niagara Falls"," 105","Niagara Falls",35,0,49,56,9,3,152,355
35054,"Niagara Falls/Niagara Falls"," 106","Niagara Falls",22,0,35,60,3,1,121,267
35054,"Niagara Falls/Niagara Falls"," 107","Niagara Falls",24,1,52,102,6,1,186,402
35054,"Niagara Falls/Niagara Falls"," 108","Niagara Falls",35,5,49,90,14,1,194,415
35054,"Niagara Falls/Niagara Falls"," 109","Niagara Falls",31,0,44,62,11,1,149,370
35054,"Niagara Falls/Niagara Falls"," 110","Niagara Falls",19,0,31,35,1,0,86,278
35054,"Niagara Falls/Niagara Falls"," 111","Niagara Falls",15,0,62,54,6,3,140,359
35054,"Niagara Falls/Niagara Falls"," 112","Niagara Falls",22,0,47,66,2,3,140,312
35054,"Niagara Falls/Niagara Falls"," 113","Niagara Falls",28,0,55,58,6,3,150,351
35054,"Niagara Falls/Niagara Falls"," 114A","Niagara Falls",14,0,29,59,4,0,106,317
35054,"Niagara Falls/Niagara Falls"," 114B","Niagara Falls",21,0,20,67,7,0,115,304
35054,"Niagara Falls/Niagara Falls"," 115","Niagara Falls",17,0,54,55,10,1,137,381
35054,"Niagara Falls/Niagara Falls"," 116","Niagara Falls",29,0,72,101,9,0,211,435
35054,"Niagara Falls/Niagara Falls"," 117","Niagara Falls",35,1,49,46,6,0,137,381
35054,"Niagara Falls/Niagara Falls"," 118","Niagara Falls",19,3,64,64,2,1,153,369
35054,"Niagara Falls/Niagara Falls"," 119","Niagara Falls",15,0,30,51,10,0,106,291
35054,"Niagara Falls/Niagara Falls"," 120","Niagara Falls",35,0,34,25,4,0,98,257
35054,"Niagara Falls/Niagara Falls"," 121","Niagara Falls",10,0,30,32,2,2,76,307
35054,"Niagara Falls/Niagara Falls"," 122","Niagara Falls",16,3,37,44,7,0,107,328
35054,"Niagara Falls/Niagara Falls"," 123","Niagara Falls",22,1,76,53,8,0,160,378
35054,"Niagara Falls/Niagara Falls"," 124","Niagara Falls",19,2,55,72,5,1,154,409
35054,"Niagara Falls/Niagara Falls"," 125","Niagara Falls",20,0,58,48,5,0,131,337
35054,"Niagara Falls/Niagara Falls"," 126","Niagara Falls",21,0,34,41,1,0,97,298
35054,"Niagara Falls/Niagara Falls"," 127","Niagara Falls",32,6,57,91,5,1,192,399
35054,"Niagara Falls/Niagara Falls"," 128","Niagara Falls",22,3,53,50,8,2,138,371
35054,"Niagara Falls/Niagara Falls"," 129","Niagara Falls",19,1,39,39,4,3,105,337
35054,"Niagara Falls/Niagara Falls"," 130","Niagara Falls",23,1,35,42,6,1,108,359
35054,"Niagara Falls/Niagara Falls"," 131","Niagara Falls",18,1,48,58,2,1,128,315
35054,"Niagara Falls/Niagara Falls"," 132","Niagara Falls",19,0,38,66,9,0,132,308
35054,"Niagara Falls/Niagara Falls"," 133","Niagara Falls",28,2,41,40,3,0,114,318
35054,"Niagara Falls/Niagara Falls"," 134","Niagara Falls",32,1,34,61,2,2,132,307
35054,"Niagara Falls/Niagara Falls"," 135","Niagara Falls",18,1,38,29,4,2,92,289
35054,"Niagara Falls/Niagara Falls"," 136","Niagara Falls",28,1,45,63,4,0,141,373
35054,"Niagara Falls/Niagara Falls"," 137","Niagara Falls",19,1,21,48,2,0,91,248
35054,"Niagara Falls/Niagara Falls"," 138","Niagara Falls",27,0,33,37,4,1,102,287
35054,"Niagara Falls/Niagara Falls"," 139","Niagara Falls",38,1,60,122,8,0,229,454
35054,"Niagara Falls/Niagara Falls"," 140","Niagara Falls",27,0,32,72,6,1,138,312
35054,"Niagara Falls/Niagara Falls"," 141","Niagara Falls",29,0,44,121,2,0,196,384
35054,"Niagara Falls/Niagara Falls"," 142","Niagara Falls",26,0,39,66,3,1,135,337
35054,"Niagara Falls/Niagara Falls"," 143","Niagara Falls",38,1,60,76,7,1,183,396
35054,"Niagara Falls/Niagara Falls"," 144","Niagara Falls",26,1,56,93,6,2,184,457
35054,"Niagara Falls/Niagara Falls"," 145","Niagara Falls",34,1,46,78,0,0,159,437
35054,"Niagara Falls/Niagara Falls"," 146","Niagara Falls",32,2,45,52,3,1,135,340
35054,"Niagara Falls/Niagara Falls"," 147","Niagara Falls",37,0,39,65,3,2,146,369
35054,"Niagara Falls/Niagara Falls"," 148","Niagara Falls",28,1,55,99,7,1,191,499
35054,"Niagara Falls/Niagara Falls"," 149","Niagara Falls",16,1,29,42,2,0,90,230
35054,"Niagara Falls/Niagara Falls"," 150","Niagara Falls",Merged with No. 151/Fusionné avec le nº 151,,,,,,,132
35054,"Niagara Falls/Niagara Falls"," 151","Niagara Falls",50,0,64,103,5,1,223,376
35054,"Niagara Falls/Niagara Falls"," 152","Niagara Falls",39,2,75,114,8,0,238,502
35054,"Niagara Falls/Niagara Falls"," 153","Niagara Falls",21,0,47,86,8,0,162,353
35054,"Niagara Falls/Niagara Falls"," 154","Niagara Falls",22,0,44,51,6,0,123,338
35054,"Niagara Falls/Niagara Falls"," 155","Niagara Falls",41,1,39,109,3,0,193,346
35054,"Niagara Falls/Niagara Falls"," 156","Niagara Falls",15,3,37,51,6,1,113,276
35054,"Niagara Falls/Niagara Falls"," 157","Niagara Falls",32,0,80,85,5,1,203,467
35054,"Niagara Falls/Niagara Falls"," 158","Niagara Falls",32,1,49,61,7,0,150,341
35054,"Niagara Falls/Niagara Falls"," 159","Niagara Falls",44,1,43,68,6,1,163,325
35054,"Niagara Falls/Niagara Falls"," 160","Niagara Falls",31,1,36,67,5,2,142,345
35054,"Niagara Falls/Niagara Falls"," 161","Niagara Falls",33,0,34,63,6,0,136,370
35054,"Niagara Falls/Niagara Falls"," 162","Niagara Falls",11,1,41,57,4,0,114,277
35054,"Niagara Falls/Niagara Falls"," 163","Niagara Falls",36,0,55,94,10,0,195,414
35054,"Niagara Falls/Niagara Falls"," 164","Niagara Falls",39,0,63,103,10,0,215,371
35054,"Niagara Falls/Niagara Falls"," 165","Niagara Falls",51,0,66,111,13,0,241,401
35054,"Niagara Falls/Niagara Falls"," 166","Niagara Falls",26,0,56,96,4,1,183,393
35054,"Niagara Falls/Niagara Falls"," 167","Niagara Falls",15,0,42,82,10,1,150,316
35054,"Niagara Falls/Niagara Falls"," 168","Niagara Falls",17,1,41,74,5,0,138,334
35054,"Niagara Falls/Niagara Falls"," 169","Niagara Falls",16,3,39,67,6,0,131,336
35054,"Niagara Falls/Niagara Falls"," 170","Niagara Falls",49,1,25,70,6,1,152,310
35054,"Niagara Falls/Niagara Falls"," 171","Niagara Falls",28,2,42,81,6,0,159,378
35054,"Niagara Falls/Niagara Falls"," 172","Niagara Falls",32,3,62,139,7,0,243,473
35054,"Niagara Falls/Niagara Falls"," 173","Niagara Falls",23,1,26,93,10,0,153,253
35054,"Niagara Falls/Niagara Falls"," 174","Niagara Falls",30,2,81,125,10,1,249,414
35054,"Niagara Falls/Niagara Falls"," 175","Niagara Falls",17,0,47,99,13,1,177,358
35054,"Niagara Falls/Niagara Falls"," 176","Niagara Falls",37,0,46,149,23,0,255,501
35054,"Niagara Falls/Niagara Falls"," 177","Niagara Falls",39,2,43,204,11,2,301,573
35054,"Niagara Falls/Niagara Falls"," 178","Fort Erie",15,0,55,137,15,0,222,449
35054,"Niagara Falls/Niagara Falls"," 179","Fort Erie",36,1,63,159,21,0,280,526
35054,"Niagara Falls/Niagara Falls"," 180","Fort Erie",16,0,38,96,13,1,164,315
35054,"Niagara Falls/Niagara Falls"," 180-1","Fort Erie",20,1,54,188,15,0,278,519
35054,"Niagara Falls/Niagara Falls"," 181","Fort Erie",18,0,52,143,10,0,223,404
35054,"Niagara Falls/Niagara Falls"," 182","Fort Erie",25,2,48,99,8,0,182,372
35054,"Niagara Falls/Niagara Falls"," 183","Fort Erie",28,2,74,139,12,1,256,573
35054,"Niagara Falls/Niagara Falls"," 184","Fort Erie",Void/Supprimé,,,,,,,
35054,"Niagara Falls/Niagara Falls"," 185","Fort Erie",14,2,67,100,13,0,196,474
35054,"Niagara Falls/Niagara Falls"," 186","Fort Erie",25,0,68,137,11,0,241,476
35054,"Niagara Falls/Niagara Falls"," 187","Fort Erie",11,1,39,55,8,0,114,300
35054,"Niagara Falls/Niagara Falls"," 188","Fort Erie",21,0,38,70,8,0,137,322
35054,"Niagara Falls/Niagara Falls"," 189","Fort Erie",15,1,48,45,9,1,119,270
35054,"Niagara Falls/Niagara Falls"," 190","Fort Erie",24,2,73,59,11,0,169,393
35054,"Niagara Falls/Niagara Falls"," 191","Fort Erie",36,0,66,83,14,0,199,494
35054,"Niagara Falls/Niagara Falls"," 192","Fort Erie",33,3,81,80,6,2,205,485
35054,"Niagara Falls/Niagara Falls"," 193A","Fort Erie",28,1,32,87,5,0,153,311
35054,"Niagara Falls/Niagara Falls"," 193B","Fort Erie",33,0,31,98,5,2,169,348
35054,"Niagara Falls/Niagara Falls"," 194","Fort Erie",39,1,35,141,9,2,227,479
35054,"Niagara Falls/Niagara Falls"," 195","Fort Erie",29,0,76,111,11,0,227,493
35054,"Niagara Falls/Niagara Falls"," 196","Fort Erie",41,1,68,127,13,0,250,488
35054,"Niagara Falls/Niagara Falls"," 197","Fort Erie",31,0,78,112,15,2,238,501
35054,"Niagara Falls/Niagara Falls"," 198","Fort Erie",35,0,73,90,11,0,209,437
35054,"Niagara Falls/Niagara Falls"," 198-1","Fort Erie",16,0,55,74,13,0,158,377
35054,"Niagara Falls/Niagara Falls"," 199","Fort Erie",20,3,58,99,8,2,190,448
35054,"Niagara Falls/Niagara Falls"," 200","Fort Erie",30,0,60,136,12,2,240,469
35054,"Niagara Falls/Niagara Falls"," 201","Fort Erie",17,1,67,82,13,0,180,337
35054,"Niagara Falls/Niagara Falls"," 202","Fort Erie",17,0,48,74,13,1,153,313
35054,"Niagara Falls/Niagara Falls"," 203","Fort Erie",20,1,37,76,14,0,148,339
35054,"Niagara Falls/Niagara Falls"," 204","Fort Erie",16,0,28,68,7,1,120,262
35054,"Niagara Falls/Niagara Falls"," 205","Fort Erie",14,1,47,39,7,0,108,283
35054,"Niagara Falls/Niagara Falls"," 206","Fort Erie",29,1,64,52,8,1,155,362
35054,"Niagara Falls/Niagara Falls"," 207","Fort Erie",24,1,52,79,3,0,159,346
35054,"Niagara Falls/Niagara Falls"," 208","Fort Erie",16,0,53,79,7,0,155,391
35054,"Niagara Falls/Niagara Falls"," 209","Fort Erie",20,1,46,60,9,1,137,365
35054,"Niagara Falls/Niagara Falls"," 210","Fort Erie",25,0,60,83,4,0,172,371
35054,"Niagara Falls/Niagara Falls"," 211","Fort Erie",24,0,57,92,6,1,180,394
35054,"Niagara Falls/Niagara Falls"," 212","Fort Erie",24,2,47,91,2,2,168,405
35054,"Niagara Falls/Niagara Falls"," 213","Fort Erie",25,0,25,77,6,0,133,285
35054,"Niagara Falls/Niagara Falls"," 214","Fort Erie",21,1,57,94,9,0,182,383
35054,"Niagara Falls/Niagara Falls"," 215","Fort Erie",13,2,49,132,14,3,213,428
35054,"Niagara Falls/Niagara Falls"," 216","Fort Erie",26,0,47,90,5,1,169,367
35054,"Niagara Falls/Niagara Falls"," 217","Fort Erie",29,0,42,96,14,1,182,404
35054,"Niagara Falls/Niagara Falls"," 218","Fort Erie",19,0,60,106,16,0,201,384
35054,"Niagara Falls/Niagara Falls"," 219","Fort Erie",24,1,78,107,17,0,227,485
35054,"Niagara Falls/Niagara Falls"," 220","Fort Erie",17,3,54,105,12,0,191,462
35054,"Niagara Falls/Niagara Falls"," 221","Fort Erie",18,0,59,98,13,0,188,447
35054,"Niagara Falls/Niagara Falls"," 222","Fort Erie",29,1,76,127,8,0,241,495
35054,"Niagara Falls/Niagara Falls"," 223","Fort Erie",34,1,84,107,12,1,239,558
35054,"Niagara Falls/Niagara Falls"," 224","Fort Erie",25,0,75,168,13,0,281,554
35054,"Niagara Falls/Niagara Falls"," 225","Fort Erie",23,0,93,134,13,0,263,615
35054,"Niagara Falls/Niagara Falls"," 400","Fort Erie",40,1,86,258,4,4,393,561
35054,"Niagara Falls/Niagara Falls"," 401","Niagara Falls",10,1,6,27,2,0,46,159
35054,"Niagara Falls/Niagara Falls"," 402","Niagara Falls",12,2,10,41,5,3,73,157
35054,"Niagara Falls/Niagara Falls"," 403","Niagara-on-the-Lake",22,3,5,99,2,1,132,203
35054,"Niagara Falls/Niagara Falls"," 500","Mobile poll/Bureau itinérant",5,1,7,17,0,3,33,142
35054,"Niagara Falls/Niagara Falls"," 501","Mobile poll/Bureau itinérant",14,1,8,44,1,3,71,127
35054,"Niagara Falls/Niagara Falls"," 502","Mobile poll/Bureau itinérant",11,0,3,34,2,0,50,148
35054,"Niagara Falls/Niagara Falls"," 503","Mobile poll/Bureau itinérant",8,0,7,35,2,0,52,161
35054,"Niagara Falls/Niagara Falls"," 504","Mobile poll/Bureau itinérant",10,2,14,15,1,3,45,165
35054,"Niagara Falls/Niagara Falls"," 505","Mobile poll/Bureau itinérant",40,3,18,90,4,2,157,210
35054,"Niagara Falls/Niagara Falls"," 506","Mobile poll/Bureau itinérant",7,0,7,8,1,0,23,137
35054,"Niagara Falls/Niagara Falls"," 507","Mobile poll/Bureau itinérant",12,0,11,27,2,1,53,161
35054,"Niagara Falls/Niagara Falls"," 508","Mobile poll/Bureau itinérant",18,2,8,48,7,5,88,124
35054,"Niagara Falls/Niagara Falls"," 509","Mobile poll/Bureau itinérant",6,2,7,19,1,0,35,116
35054,"Niagara Falls/Niagara Falls"," 510","Mobile poll/Bureau itinérant",13,0,14,29,0,1,57,98
35054,"Niagara Falls/Niagara Falls"," 600","Niagara-on-the-Lake",246,0,77,441,32,2,798,
35054,"Niagara Falls/Niagara Falls"," 601","Niagara Falls",198,5,58,336,17,1,615,
35054,"Niagara Falls/Niagara Falls"," 602","Niagara Falls",204,2,112,517,15,5,855,
35054,"Niagara Falls/Niagara Falls"," 603","Niagara Falls",118,1,78,322,11,1,531,
35054,"Niagara Falls/Niagara Falls"," 604","Niagara Falls",74,3,76,143,15,3,314,
35054,"Niagara Falls/Niagara Falls"," 605","Niagara Falls",120,1,117,237,22,4,501,
35054,"Niagara Falls/Niagara Falls"," 606","Niagara Falls",123,3,90,237,12,2,467,
35054,"Niagara Falls/Niagara Falls"," 607","Niagara Falls",66,0,58,181,15,0,320,
35054,"Niagara Falls/Niagara Falls"," 608","Niagara Falls",25,0,20,98,16,0,159,
35054,"Niagara Falls/Niagara Falls"," 609","Fort Erie",153,2,143,428,15,2,743,
35054,"Niagara Falls/Niagara Falls"," 610","Fort Erie",99,1,82,223,18,1,424,
35054,"Niagara Falls/Niagara Falls"," 611","Niagara-on-the-Lake",69,0,34,181,9,0,293,
35054,"Niagara Falls/Niagara Falls"," 612","Niagara Falls",113,2,50,236,13,4,418,
35054,"Niagara Falls/Niagara Falls"," 613","Fort Erie",58,2,54,227,11,0,352,
35054,"Niagara Falls/Niagara Falls"," 614","Niagara-on-the-Lake",104,6,38,317,14,0,479,
35054,"Niagara Falls/Niagara Falls"," 615","Niagara Falls",91,2,91,215,12,0,411,
35054,"Niagara Falls/Niagara Falls"," 616","Fort Erie",84,3,97,243,24,2,453,
35054,"Niagara Falls/Niagara Falls",,Group 1/Groupe 1,47,0,21,69,7,2,146,263
35054,"Niagara Falls/Niagara Falls",,Group 2/Groupe 2,146,4,45,227,14,5,441,
