Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Charmaine Borg,Diane Bourgeois,Robert Frégeau,Michel Paulette,Jean-Philippe Payment,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 24","Terrebonne",118,97,16,8,22,6,267,477
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 25","Terrebonne",125,70,12,5,26,6,244,452
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 26","Terrebonne",124,53,15,5,20,5,222,335
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 27","Terrebonne",147,87,11,7,22,8,282,436
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 28","Terrebonne",150,96,17,9,9,9,290,524
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 29","Terrebonne",147,66,23,8,20,7,271,515
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 30","Terrebonne",151,91,22,6,21,4,295,529
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 30-1","Terrebonne",81,46,13,3,22,6,171,350
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 31","Terrebonne",128,87,18,5,13,6,257,501
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 31-1","Terrebonne",161,90,21,2,32,7,313,476
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 32A","Terrebonne",98,61,15,2,14,2,192,322
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 32B","Terrebonne",132,59,16,2,13,3,225,322
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 33","Terrebonne",173,89,27,5,34,9,337,535
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 34","Terrebonne",100,87,8,11,12,6,224,424
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 35","Terrebonne",148,85,23,3,11,6,276,448
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 36","Terrebonne",99,64,12,6,10,1,192,343
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 37","Terrebonne",146,70,19,10,24,9,278,408
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 38","Terrebonne",126,118,18,8,23,12,305,418
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 39","Terrebonne",135,82,19,9,14,10,269,398
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 40","Terrebonne",150,84,27,11,27,5,304,515
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 41","Terrebonne",105,97,18,10,24,2,256,516
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 42","Terrebonne",111,72,20,10,11,8,232,352
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 43","Terrebonne",138,111,19,6,17,7,298,454
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 44","Terrebonne",146,97,21,6,18,8,296,448
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 45","Terrebonne",82,67,9,3,6,7,174,267
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 46","Terrebonne",134,77,23,9,9,1,253,430
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 47","Terrebonne",173,100,17,15,15,6,326,548
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 48","Terrebonne",95,65,9,4,12,5,190,324
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 48-1","Terrebonne",114,75,15,7,7,3,221,347
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 49","Terrebonne",63,36,8,4,16,5,132,231
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 50","Terrebonne",126,73,13,11,26,5,254,392
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 51","Terrebonne",131,95,27,6,18,5,282,402
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 52","Terrebonne",149,89,27,4,26,2,297,426
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 53","Terrebonne",145,91,13,4,31,2,286,459
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 54","Terrebonne",87,80,10,4,8,5,194,393
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 55","Terrebonne",81,65,19,2,20,8,195,367
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 56","Terrebonne",120,85,13,5,27,5,255,398
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 57","Terrebonne",90,53,15,10,18,1,187,346
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 58","Terrebonne",89,71,8,5,12,4,189,342
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 59","Terrebonne",63,66,13,6,19,7,174,404
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 60","Terrebonne",59,53,8,3,6,11,140,261
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 61","Terrebonne",87,58,20,1,18,2,186,308
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 62","Terrebonne",58,38,11,2,16,2,127,260
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 63","Terrebonne",90,69,5,3,19,8,194,429
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 64","Terrebonne",112,80,8,5,22,8,235,405
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 65","Terrebonne",56,58,12,5,5,5,141,256
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 66","Terrebonne",83,69,13,6,11,7,189,393
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 67","Terrebonne",98,53,19,3,21,4,198,311
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 68","Terrebonne",96,98,11,2,22,4,233,399
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 69","Terrebonne",120,82,11,2,26,6,247,385
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 70","Terrebonne",52,39,15,5,13,1,125,228
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 71","Terrebonne",78,68,6,8,16,7,183,383
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 72","Terrebonne",85,71,13,6,23,6,204,371
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 73","Terrebonne",104,95,14,4,15,6,238,415
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 74","Terrebonne",75,98,11,2,16,3,205,459
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 75","Terrebonne",122,86,11,8,33,6,266,490
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 76","Terrebonne",85,86,25,4,17,6,223,399
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 77","Terrebonne",69,70,13,6,6,2,166,294
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 78","Terrebonne",121,65,20,4,17,7,234,425
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 79","Terrebonne",172,90,22,6,38,3,331,503
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 80","Terrebonne",151,108,10,10,17,8,304,548
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 81","Terrebonne",77,68,25,9,8,1,188,342
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 82","Terrebonne",105,87,12,8,25,8,245,401
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 83","Terrebonne",129,77,16,4,22,4,252,414
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 83-1A","Terrebonne",88,28,15,2,18,5,156,296
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 83-1B","Terrebonne",109,56,34,5,18,1,223,373
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 84","Terrebonne",112,76,4,1,17,10,220,358
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 85","Terrebonne",98,92,19,7,11,4,231,428
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 86","Terrebonne",134,82,15,8,13,6,258,452
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 87","Terrebonne",116,73,21,9,20,2,241,397
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 88","Terrebonne",153,93,35,6,39,2,328,560
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 88-1A","Terrebonne",127,74,22,5,24,2,254,445
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 88-1B","Terrebonne",98,42,28,2,22,1,193,394
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 89","Terrebonne",88,92,8,6,22,5,221,376
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 90","Terrebonne",126,63,19,9,17,2,236,401
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 90-1","Terrebonne",112,89,11,1,20,5,238,384
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 91","Terrebonne",142,76,19,7,10,0,254,427
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 92","Terrebonne",90,59,7,4,22,4,186,326
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 92-1","Terrebonne",86,60,25,3,13,2,189,346
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 93","Terrebonne",122,49,21,3,24,6,225,395
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 93-1","Terrebonne",108,74,11,5,7,2,207,359
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 94","Terrebonne",131,68,16,9,23,2,249,392
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 94-1","Terrebonne",133,64,30,9,16,3,255,447
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 95","Terrebonne",131,94,20,5,28,4,282,482
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 96","Terrebonne",96,36,17,2,15,1,167,299
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 96-1","Terrebonne",120,49,23,2,27,1,222,367
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 97","Terrebonne",144,95,22,4,22,2,289,538
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 97-1","Terrebonne",159,117,16,2,35,6,335,598
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 98","Terrebonne",160,87,23,1,18,3,292,535
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 98-1","Terrebonne",116,68,26,2,22,4,238,405
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 99","Terrebonne",87,37,13,5,28,1,171,340
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 100","Terrebonne",155,70,12,9,19,5,270,503
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 101A","Terrebonne",110,50,10,5,26,3,204,352
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 101B","Terrebonne",82,64,15,3,17,3,184,320
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 102","Terrebonne",123,82,13,11,23,3,255,492
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 103","Terrebonne",98,110,16,6,28,5,263,471
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 104","Blainville",114,91,20,9,29,2,265,487
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 105A","Blainville",97,48,22,4,37,5,213,351
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 105B","Blainville",77,30,24,1,21,0,153,280
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 106","Blainville",182,77,38,5,23,4,329,583
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 107","Blainville",173,90,35,6,28,4,336,574
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 108","Blainville",158,65,31,4,23,3,284,433
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 109","Blainville",104,55,15,5,19,8,206,333
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 109-1","Blainville",117,60,19,3,25,1,225,403
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 110","Blainville",159,99,40,5,32,5,340,486
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 110-1","Blainville",145,63,30,2,22,6,268,410
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 110-2","Blainville",114,38,29,4,15,1,201,333
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 111","Blainville",142,73,16,3,17,6,257,443
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 111-1","Blainville",144,72,40,7,14,5,282,449
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 111-2","Blainville",162,84,19,1,19,5,290,574
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 112","Blainville",103,53,15,8,10,5,194,296
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 112-1","Blainville",119,55,20,8,20,0,222,373
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 113","Blainville",155,59,26,2,25,0,267,387
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 114","Blainville",142,65,25,4,22,5,263,414
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 114-1","Blainville",171,80,25,10,27,4,317,546
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 114-2","Blainville",121,44,14,3,13,3,198,341
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 115","Blainville",186,89,22,6,24,2,329,503
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 116","Blainville",155,88,20,11,24,9,307,516
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 117","Blainville",145,66,12,4,13,5,245,393
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 118","Blainville",170,84,25,7,16,7,309,506
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 119","Blainville",165,70,12,9,17,4,277,493
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 120","Blainville",113,77,7,4,17,5,223,346
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 121","Blainville",120,71,14,9,14,5,233,422
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 122A","Blainville",88,48,8,3,9,2,158,290
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 122B","Blainville",104,39,11,8,11,2,175,321
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 123A","Blainville",126,45,21,2,27,9,230,409
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 123B","Blainville",121,72,20,5,16,4,238,394
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 124","Blainville",135,84,24,2,20,2,267,447
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 125","Blainville",100,70,16,7,29,1,223,340
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 126","Blainville",110,83,17,8,20,6,244,384
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 127","Blainville",88,70,15,1,27,4,205,369
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 128","Blainville",72,42,4,5,11,5,139,268
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 129","Blainville",149,88,21,5,23,3,289,445
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 130","Blainville",103,53,14,4,11,4,189,300
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 131","Blainville",120,55,14,5,16,3,213,372
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 132","Blainville",169,84,27,7,19,6,312,520
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 133","Blainville",129,76,11,3,15,4,238,391
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 134","Blainville",129,57,13,9,20,4,232,424
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 135","Blainville",123,90,17,6,18,8,262,391
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 136","Blainville",187,79,21,3,18,2,310,550
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 137A","Blainville",81,48,13,2,34,1,179,314
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 137B","Blainville",112,62,12,0,24,1,211,360
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 138A","Blainville",111,64,30,7,25,5,242,422
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 138B","Blainville",126,54,29,3,23,2,237,440
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 139","Blainville",157,87,45,6,30,4,329,545
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 140","Blainville",109,67,17,3,14,2,212,396
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 141A","Blainville",80,53,12,5,13,3,166,306
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 141B","Blainville",99,50,17,4,11,0,181,312
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 141C","Blainville",97,56,14,3,12,4,186,295
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 142","Blainville",132,88,17,12,10,2,261,424
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 143","Blainville",173,77,37,4,17,3,311,492
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 144","Blainville",121,67,23,3,24,4,242,489
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 144-1","Blainville",165,66,26,2,31,3,293,577
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 145","Blainville",111,52,13,6,7,3,192,323
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 146","Blainville",114,49,16,7,17,2,205,353
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 147","Blainville",146,87,26,3,27,4,293,535
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 147-1","Blainville",107,70,16,3,23,4,223,458
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 148","Blainville",87,51,9,4,11,6,168,352
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 149","Blainville",95,79,19,2,27,7,229,423
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 150","Blainville",66,48,10,8,12,0,144,308
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 151","Blainville",68,49,6,4,6,5,138,321
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 152","Blainville",86,52,11,6,16,5,176,398
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 153","Blainville",66,38,20,5,14,2,145,281
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 154","Blainville",66,39,12,6,14,2,139,286
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 155","Blainville",121,60,23,2,16,6,228,495
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 155-1","Blainville",188,65,47,2,25,4,331,544
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 156","Blainville",144,53,50,4,61,2,314,499
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 156-1A","Blainville",77,33,40,4,25,4,183,278
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 156-1B","Blainville",85,34,64,5,46,6,240,361
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 156-2","Blainville",126,99,39,6,25,3,298,480
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 157A","Blainville",105,49,44,4,25,0,227,385
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 157B","Blainville",96,46,18,5,30,5,200,310
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 158","Blainville",201,66,39,9,34,4,353,591
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 159","Blainville",142,38,51,3,59,3,296,482
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 159-1","Blainville",120,53,44,0,47,2,266,410
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 159-2","Blainville",102,46,58,4,58,4,272,403
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 160A","Blainville",112,40,38,3,39,3,235,326
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 160B","Blainville",105,30,37,3,31,3,209,345
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 161","Blainville",154,68,49,1,44,3,319,496
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 162A","Blainville",110,64,27,7,37,6,251,361
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 162B","Blainville",116,62,42,3,22,2,247,389
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 163A","Blainville",90,32,42,2,39,3,208,327
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 163B","Blainville",84,32,45,7,36,5,209,310
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 164","Blainville",103,45,15,1,12,1,177,281
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 165","Blainville",153,75,36,9,40,2,315,457
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 166","Blainville",147,90,21,8,15,4,285,508
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 167","Blainville",142,80,22,4,23,3,274,432
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 168","Blainville",112,79,23,9,22,2,247,415
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 169","Blainville",93,48,13,2,15,3,174,333
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 500","Mobile poll/Bureau itinérant",34,40,13,1,22,8,118,119
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 501","Mobile poll/Bureau itinérant",13,22,6,1,7,1,50,99
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 502","Mobile poll/Bureau itinérant",3,11,4,0,1,0,19,29
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 600","Sainte-Anne-des-Plaines",193,205,40,6,65,6,515,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 601","Sainte-Anne-des-Plaines",137,171,12,5,50,9,384,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 602","Terrebonne",126,101,25,5,44,1,302,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 603","Terrebonne",153,143,42,17,25,7,387,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 604","Terrebonne",204,140,44,7,53,14,462,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 605","Terrebonne",163,140,27,9,24,2,365,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 606","Terrebonne",263,184,43,9,44,8,551,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 607","Terrebonne",178,132,49,13,28,4,404,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 608","Terrebonne",173,153,28,7,32,7,400,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 609","Blainville",185,147,46,6,31,7,422,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 610","Blainville",169,136,26,4,41,3,379,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 611","Blainville",245,126,50,5,64,11,501,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 612","Blainville",307,260,58,10,69,7,711,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 613","Blainville",216,168,50,1,58,6,499,
24071,"Terrebonne--Blainville/Terrebonne--Blainville"," 614","Blainville",118,85,63,1,24,3,294,
24071,"Terrebonne--Blainville/Terrebonne--Blainville",,Group 1/Groupe 1,9,14,28,0,27,5,83,147
24071,"Terrebonne--Blainville/Terrebonne--Blainville",,Group 2/Groupe 2,126,161,39,7,50,7,390,
