Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Earl Dreeshen,Andrew Lineker,Mason Connor Woodruff Sisson,Stuart Somerville,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48023,"Red Deer/Red Deer"," 21","Red Deer",79,1,7,11,1,99,195
48023,"Red Deer/Red Deer"," 21-1","Red Deer",220,3,10,25,1,259,446
48023,"Red Deer/Red Deer"," 22","Red Deer County",119,7,4,19,0,149,403
48023,"Red Deer/Red Deer"," 23","Springbrook",85,2,8,31,1,127,247
48023,"Red Deer/Red Deer"," 23-1","Red Deer County",150,8,16,34,0,208,423
48023,"Red Deer/Red Deer"," 24","Penhold",202,1,11,36,1,251,574
48023,"Red Deer/Red Deer"," 25","Penhold",203,4,10,38,0,255,456
48023,"Red Deer/Red Deer"," 26","Penhold",133,4,8,23,0,168,356
48023,"Red Deer/Red Deer"," 27","Penhold",231,3,12,31,1,278,475
48023,"Red Deer/Red Deer"," 28","Red Deer County",284,4,17,12,0,317,484
48023,"Red Deer/Red Deer"," 29","Innisfail",166,1,6,9,0,182,294
48023,"Red Deer/Red Deer"," 29-1","Red Deer County",134,1,8,9,0,152,257
48023,"Red Deer/Red Deer"," 30","Innisfail",133,7,8,25,0,173,444
48023,"Red Deer/Red Deer"," 30-1","Innisfail",153,6,22,13,0,194,332
48023,"Red Deer/Red Deer"," 31","Innisfail",195,7,9,28,0,239,426
48023,"Red Deer/Red Deer"," 31-1","Innisfail",126,1,4,12,0,143,237
48023,"Red Deer/Red Deer"," 31-2","Innisfail",214,9,7,35,0,265,486
48023,"Red Deer/Red Deer"," 32","Innisfail",162,3,8,24,0,197,328
48023,"Red Deer/Red Deer"," 33","Innisfail",143,5,12,28,0,188,363
48023,"Red Deer/Red Deer"," 34","Innisfail",148,5,11,23,0,187,381
48023,"Red Deer/Red Deer"," 35","Innisfail",159,2,8,17,0,186,450
48023,"Red Deer/Red Deer"," 36","Innisfail",116,6,8,31,0,161,349
48023,"Red Deer/Red Deer"," 37","Innisfail",159,7,7,26,0,199,353
48023,"Red Deer/Red Deer"," 38","Innisfail",200,10,10,36,0,256,484
48023,"Red Deer/Red Deer"," 39","Innisfail",134,3,2,14,0,153,322
48023,"Red Deer/Red Deer"," 39-1","Innisfail",63,2,2,18,0,85,202
48023,"Red Deer/Red Deer"," 39-2","Innisfail",107,0,4,10,0,121,267
48023,"Red Deer/Red Deer"," 40","Innisfail",150,6,8,20,0,184,374
48023,"Red Deer/Red Deer"," 41","Red Lodge",170,4,20,24,0,218,339
48023,"Red Deer/Red Deer"," 42","Bowden",182,3,11,13,0,209,345
48023,"Red Deer/Red Deer"," 43","Bowden",183,5,15,26,0,229,429
48023,"Red Deer/Red Deer"," 44A","Bowden",130,7,8,20,1,166,273
48023,"Red Deer/Red Deer"," 44B","Bowden",159,6,6,20,0,191,300
48023,"Red Deer/Red Deer"," 45","Horseshoe Lake",129,1,3,13,0,146,230
48023,"Red Deer/Red Deer"," 46A","Red Deer",93,8,8,17,0,126,367
48023,"Red Deer/Red Deer"," 46B","Red Deer",112,5,5,21,0,143,409
48023,"Red Deer/Red Deer"," 46-1A","Red Deer",82,3,4,18,2,109,341
48023,"Red Deer/Red Deer"," 46-1B","Red Deer",74,2,3,25,0,104,359
48023,"Red Deer/Red Deer"," 46-2","Red Deer",99,6,9,39,0,153,509
48023,"Red Deer/Red Deer"," 46-3","Red Deer",120,2,12,24,2,160,442
48023,"Red Deer/Red Deer"," 46-4","Red Deer",132,4,8,19,1,164,279
48023,"Red Deer/Red Deer"," 47","Red Deer",74,3,2,22,0,101,364
48023,"Red Deer/Red Deer"," 48","Red Deer",98,4,3,22,0,127,386
48023,"Red Deer/Red Deer"," 48-1","Red Deer",138,9,14,30,1,192,531
48023,"Red Deer/Red Deer"," 48-2","Red Deer",155,7,13,34,2,211,521
48023,"Red Deer/Red Deer"," 48-3","Red Deer",124,6,5,23,0,158,344
48023,"Red Deer/Red Deer"," 48-4","Red Deer",Void/Supprimé,,,,,,
48023,"Red Deer/Red Deer"," 49","Red Deer",200,12,12,30,0,254,636
48023,"Red Deer/Red Deer"," 49-1","Red Deer",88,4,3,18,0,113,288
48023,"Red Deer/Red Deer"," 49-2","Red Deer",Void/Supprimé,,,,,,
48023,"Red Deer/Red Deer"," 50","Red Deer",57,2,4,31,0,94,511
48023,"Red Deer/Red Deer"," 51","Red Deer",87,2,10,24,1,124,307
48023,"Red Deer/Red Deer"," 52","Red Deer",50,3,6,16,0,75,246
48023,"Red Deer/Red Deer"," 53","Red Deer",66,5,5,22,0,98,291
48023,"Red Deer/Red Deer"," 54","Red Deer",75,3,14,23,1,116,266
48023,"Red Deer/Red Deer"," 55","Red Deer",97,3,3,28,1,132,349
48023,"Red Deer/Red Deer"," 56","Red Deer",92,9,6,24,0,131,328
48023,"Red Deer/Red Deer"," 57","Red Deer",100,5,9,32,0,146,408
48023,"Red Deer/Red Deer"," 58","Red Deer",143,5,5,30,1,184,384
48023,"Red Deer/Red Deer"," 59","Red Deer",43,3,9,21,1,77,313
48023,"Red Deer/Red Deer"," 60","Red Deer",114,8,4,17,0,143,318
48023,"Red Deer/Red Deer"," 61","Red Deer",111,13,6,32,0,162,377
48023,"Red Deer/Red Deer"," 62","Red Deer",112,6,10,29,0,157,438
48023,"Red Deer/Red Deer"," 63","Red Deer",103,9,11,34,1,158,385
48023,"Red Deer/Red Deer"," 64","Red Deer",146,10,6,27,0,189,356
48023,"Red Deer/Red Deer"," 65","Red Deer",114,5,5,12,0,136,259
48023,"Red Deer/Red Deer"," 66","Red Deer",105,5,4,17,1,132,250
48023,"Red Deer/Red Deer"," 66-1","Red Deer",114,5,0,14,0,133,256
48023,"Red Deer/Red Deer"," 66-2","Red Deer",90,3,3,21,0,117,349
48023,"Red Deer/Red Deer"," 66-3","Red Deer",184,2,7,32,0,225,494
48023,"Red Deer/Red Deer"," 66-4","Red Deer",Void/Supprimé,,,,,,
48023,"Red Deer/Red Deer"," 67","Red Deer",87,4,4,26,0,121,248
48023,"Red Deer/Red Deer"," 68","Red Deer",47,7,10,31,0,95,392
48023,"Red Deer/Red Deer"," 69","Red Deer",101,5,15,33,0,154,416
48023,"Red Deer/Red Deer"," 70","Red Deer",49,4,3,14,0,70,257
48023,"Red Deer/Red Deer"," 71","Red Deer",94,8,11,29,0,142,415
48023,"Red Deer/Red Deer"," 72","Red Deer",91,4,7,16,0,118,238
48023,"Red Deer/Red Deer"," 73","Red Deer",173,15,15,52,1,256,556
48023,"Red Deer/Red Deer"," 74","Red Deer",50,1,7,14,1,73,276
48023,"Red Deer/Red Deer"," 74-1","Red Deer",83,2,11,27,1,124,300
48023,"Red Deer/Red Deer"," 75","Red Deer",63,1,7,16,0,87,277
48023,"Red Deer/Red Deer"," 76","Red Deer",99,4,5,27,0,135,404
48023,"Red Deer/Red Deer"," 77","Red Deer",138,7,8,35,1,189,393
48023,"Red Deer/Red Deer"," 78","Red Deer",144,5,14,32,1,196,399
48023,"Red Deer/Red Deer"," 79","Red Deer",124,12,11,24,0,171,315
48023,"Red Deer/Red Deer"," 79-1","Red Deer",122,6,12,24,1,165,316
48023,"Red Deer/Red Deer"," 80","Red Deer",90,1,10,29,1,131,433
48023,"Red Deer/Red Deer"," 80-1","Red Deer",Void/Supprimé,,,,,,
48023,"Red Deer/Red Deer"," 81","Red Deer",84,7,10,35,1,137,391
48023,"Red Deer/Red Deer"," 82","Red Deer",65,8,10,29,0,112,389
48023,"Red Deer/Red Deer"," 83","Red Deer",119,7,4,7,0,137,246
48023,"Red Deer/Red Deer"," 83-1","Red Deer",139,2,12,33,0,186,354
48023,"Red Deer/Red Deer"," 84","Red Deer",77,9,12,43,0,141,354
48023,"Red Deer/Red Deer"," 85","Red Deer",73,10,7,36,0,126,322
48023,"Red Deer/Red Deer"," 86","Red Deer",43,3,3,14,0,63,258
48023,"Red Deer/Red Deer"," 87","Red Deer",171,22,9,36,2,240,392
48023,"Red Deer/Red Deer"," 87-1","Red Deer",35,5,5,12,1,58,208
48023,"Red Deer/Red Deer"," 88","Red Deer",101,2,14,31,0,148,289
48023,"Red Deer/Red Deer"," 89","Red Deer",89,0,7,18,0,114,243
48023,"Red Deer/Red Deer"," 90","Red Deer",119,5,5,37,3,169,386
48023,"Red Deer/Red Deer"," 91","Red Deer",182,14,9,41,0,246,563
48023,"Red Deer/Red Deer"," 91-1","Red Deer",117,11,17,26,1,172,334
48023,"Red Deer/Red Deer"," 91-2","Red Deer",204,7,14,35,0,260,560
48023,"Red Deer/Red Deer"," 92","Red Deer",190,11,18,37,1,257,493
48023,"Red Deer/Red Deer"," 93","Red Deer",77,7,11,29,1,125,390
48023,"Red Deer/Red Deer"," 94","Red Deer",78,1,5,37,0,121,335
48023,"Red Deer/Red Deer"," 95","Red Deer",151,10,6,25,0,192,555
48023,"Red Deer/Red Deer"," 96","Red Deer",62,13,13,29,0,117,366
48023,"Red Deer/Red Deer"," 97","Red Deer",133,20,18,68,0,239,454
48023,"Red Deer/Red Deer"," 98","Red Deer",87,15,21,44,1,168,359
48023,"Red Deer/Red Deer"," 99","Red Deer",104,10,14,42,0,170,370
48023,"Red Deer/Red Deer"," 100","Red Deer",94,12,15,20,1,142,329
48023,"Red Deer/Red Deer"," 101","Red Deer",111,14,28,66,2,221,558
48023,"Red Deer/Red Deer"," 102","Red Deer",113,7,13,43,4,180,345
48023,"Red Deer/Red Deer"," 103","Red Deer",96,7,9,57,0,169,436
48023,"Red Deer/Red Deer"," 104","Red Deer",6,1,6,13,0,26,51
48023,"Red Deer/Red Deer"," 105","Red Deer",100,3,11,42,2,158,476
48023,"Red Deer/Red Deer"," 106A","Red Deer",134,8,13,42,1,198,492
48023,"Red Deer/Red Deer"," 106B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,80
48023,"Red Deer/Red Deer"," 107","Red Deer",108,6,10,46,0,170,409
48023,"Red Deer/Red Deer"," 108","Red Deer",121,8,9,30,0,168,445
48023,"Red Deer/Red Deer"," 109","Red Deer",134,8,8,46,0,196,410
48023,"Red Deer/Red Deer"," 110A","Red Deer",189,16,14,52,2,273,478
48023,"Red Deer/Red Deer"," 110B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,140
48023,"Red Deer/Red Deer"," 111","Red Deer",171,9,5,56,0,241,467
48023,"Red Deer/Red Deer"," 112","Red Deer",157,11,13,49,0,230,418
48023,"Red Deer/Red Deer"," 113","Red Deer",162,17,15,46,1,241,430
48023,"Red Deer/Red Deer"," 114","Red Deer",264,15,9,35,1,324,527
48023,"Red Deer/Red Deer"," 114-1","Red Deer",135,7,5,18,2,167,297
48023,"Red Deer/Red Deer"," 114-2","Red Deer",201,12,7,33,2,255,462
48023,"Red Deer/Red Deer"," 115","Red Deer",121,5,5,12,0,143,310
48023,"Red Deer/Red Deer"," 115-1","Red Deer",114,6,4,14,0,138,284
48023,"Red Deer/Red Deer"," 115-2","Red Deer",221,12,9,38,0,280,560
48023,"Red Deer/Red Deer"," 115-3","Red Deer",80,4,4,21,0,109,216
48023,"Red Deer/Red Deer"," 116","Red Deer",214,13,14,38,0,279,431
48023,"Red Deer/Red Deer"," 117","Red Deer",124,13,8,51,0,196,392
48023,"Red Deer/Red Deer"," 118","Red Deer",245,17,13,34,0,309,532
48023,"Red Deer/Red Deer"," 119","Red Deer",72,5,6,43,0,126,349
48023,"Red Deer/Red Deer"," 120","Red Deer",134,5,13,30,0,182,351
48023,"Red Deer/Red Deer"," 121","Red Deer",159,11,17,61,0,248,510
48023,"Red Deer/Red Deer"," 122","Red Deer",183,8,10,49,0,250,444
48023,"Red Deer/Red Deer"," 123","Red Deer",85,5,8,44,0,142,391
48023,"Red Deer/Red Deer"," 124","Red Deer",92,3,9,27,3,134,243
48023,"Red Deer/Red Deer"," 125","Red Deer",89,5,6,23,1,124,313
48023,"Red Deer/Red Deer"," 126","Red Deer",77,4,12,22,0,115,258
48023,"Red Deer/Red Deer"," 127","Red Deer",89,6,5,28,1,129,253
48023,"Red Deer/Red Deer"," 128","Red Deer",147,5,12,30,0,194,313
48023,"Red Deer/Red Deer"," 129","Red Deer",166,17,18,45,0,246,419
48023,"Red Deer/Red Deer"," 130","Red Deer",135,7,4,14,0,160,347
48023,"Red Deer/Red Deer"," 131","Red Deer",133,10,11,40,0,194,401
48023,"Red Deer/Red Deer"," 132","Red Deer",157,18,14,53,0,242,468
48023,"Red Deer/Red Deer"," 133","Red Deer",127,7,26,47,0,207,453
48023,"Red Deer/Red Deer"," 134","Red Deer",148,11,13,42,2,216,440
48023,"Red Deer/Red Deer"," 135","Red Deer",138,9,15,50,0,212,415
48023,"Red Deer/Red Deer"," 136","Red Deer",120,4,13,26,0,163,276
48023,"Red Deer/Red Deer"," 137","Red Deer",74,6,6,29,0,115,252
48023,"Red Deer/Red Deer"," 138","Red Deer",152,14,20,51,1,238,398
48023,"Red Deer/Red Deer"," 139","Red Deer",178,25,22,48,2,275,420
48023,"Red Deer/Red Deer"," 140","Red Deer",37,3,8,24,0,72,208
48023,"Red Deer/Red Deer"," 141","Red Deer",107,7,9,37,0,160,355
48023,"Red Deer/Red Deer"," 142","Red Deer",99,7,14,39,0,159,317
48023,"Red Deer/Red Deer"," 143","Red Deer",118,11,7,52,0,188,335
48023,"Red Deer/Red Deer"," 144","Red Deer",104,9,13,33,0,159,296
48023,"Red Deer/Red Deer"," 145","Red Deer",133,10,12,34,0,189,316
48023,"Red Deer/Red Deer"," 146","Red Deer",188,12,6,32,0,238,548
48023,"Red Deer/Red Deer"," 146-1","Red Deer",125,6,6,48,0,185,430
48023,"Red Deer/Red Deer"," 146-2","Red Deer",143,6,5,23,0,177,404
48023,"Red Deer/Red Deer"," 146-3","Red Deer",65,3,5,9,0,82,251
48023,"Red Deer/Red Deer"," 147","Red Deer",213,7,3,18,0,241,459
48023,"Red Deer/Red Deer"," 147-1","Red Deer",190,6,6,37,1,240,479
48023,"Red Deer/Red Deer"," 147-2","Red Deer",180,15,12,40,0,247,423
48023,"Red Deer/Red Deer"," 147-3","Red Deer",90,3,3,17,0,113,258
48023,"Red Deer/Red Deer"," 148","Red Deer",209,15,18,49,2,293,509
48023,"Red Deer/Red Deer"," 149","Red Deer",138,8,9,31,0,186,341
48023,"Red Deer/Red Deer"," 150","Red Deer",189,15,16,44,0,264,440
48023,"Red Deer/Red Deer"," 151","Red Deer",269,10,10,31,0,320,648
48023,"Red Deer/Red Deer"," 152","Red Deer",144,6,19,32,0,201,456
48023,"Red Deer/Red Deer"," 152-1","Red Deer",199,4,9,30,1,243,451
48023,"Red Deer/Red Deer"," 152-2","Red Deer",154,8,8,20,0,190,482
48023,"Red Deer/Red Deer"," 153","Red Deer",86,2,5,18,0,111,254
48023,"Red Deer/Red Deer"," 153-1","Red Deer",134,6,6,22,0,168,329
48023,"Red Deer/Red Deer"," 153-2","Red Deer",93,3,7,19,0,122,339
48023,"Red Deer/Red Deer"," 153-3","Red Deer",103,5,3,22,0,133,319
48023,"Red Deer/Red Deer"," 154","Red Deer",123,13,11,27,0,174,323
48023,"Red Deer/Red Deer"," 154-1","Red Deer",182,7,12,36,0,237,483
48023,"Red Deer/Red Deer"," 154-2","Red Deer",152,2,5,26,0,185,432
48023,"Red Deer/Red Deer"," 154-3","Red Deer",211,7,11,45,0,274,594
48023,"Red Deer/Red Deer"," 154-4","Red Deer",217,12,10,26,2,267,587
48023,"Red Deer/Red Deer"," 154-5","Red Deer",Void/Supprimé,,,,,,
48023,"Red Deer/Red Deer"," 155","Red Deer",111,10,7,35,1,164,331
48023,"Red Deer/Red Deer"," 155-1","Red Deer",105,10,12,35,0,162,286
48023,"Red Deer/Red Deer"," 156","Red Deer",156,8,7,34,0,205,351
48023,"Red Deer/Red Deer"," 157","Red Deer",181,8,8,33,0,230,479
48023,"Red Deer/Red Deer"," 157-1","Red Deer",152,7,10,27,2,198,415
48023,"Red Deer/Red Deer"," 157-2","Red Deer",228,19,10,64,0,321,648
48023,"Red Deer/Red Deer"," 158","Red Deer",118,5,11,35,1,170,292
48023,"Red Deer/Red Deer"," 159","Red Deer",127,15,8,32,1,183,324
48023,"Red Deer/Red Deer"," 159-1","Red Deer",188,8,11,52,1,260,532
48023,"Red Deer/Red Deer"," 160","Red Deer",228,14,9,42,2,295,624
48023,"Red Deer/Red Deer"," 160-1","Red Deer",202,15,14,56,1,288,630
48023,"Red Deer/Red Deer"," 161","Red Deer County",295,14,12,26,0,347,578
48023,"Red Deer/Red Deer"," 162","Red Deer County",218,2,12,29,0,261,393
48023,"Red Deer/Red Deer"," 163","Red Deer County",189,3,11,21,0,224,438
48023,"Red Deer/Red Deer"," 164","Milnerton",201,4,16,11,0,232,421
48023,"Red Deer/Red Deer"," 165","Pine Lake",264,6,8,22,0,300,438
48023,"Red Deer/Red Deer"," 166","Ardley",209,3,13,22,0,247,402
48023,"Red Deer/Red Deer"," 167","Delburne",79,2,6,13,0,100,192
48023,"Red Deer/Red Deer"," 167-1","Delburne",173,6,12,30,1,222,475
48023,"Red Deer/Red Deer"," 168","Delburne",135,3,7,11,0,156,255
48023,"Red Deer/Red Deer"," 169","Lousana",211,1,11,27,0,250,443
48023,"Red Deer/Red Deer"," 170","Elnora",257,5,11,19,2,294,427
48023,"Red Deer/Red Deer"," 500","Mobile poll/Bureau itinérant",59,3,1,1,1,65,92
48023,"Red Deer/Red Deer"," 501","Mobile poll/Bureau itinérant",85,8,8,34,0,135,211
48023,"Red Deer/Red Deer"," 502","Mobile poll/Bureau itinérant",103,6,5,25,1,140,186
48023,"Red Deer/Red Deer"," 503","Mobile poll/Bureau itinérant",121,8,5,26,1,161,253
48023,"Red Deer/Red Deer"," 504","Mobile poll/Bureau itinérant",148,16,1,15,0,180,92
48023,"Red Deer/Red Deer"," 505","Mobile poll/Bureau itinérant",91,4,3,9,0,107,146
48023,"Red Deer/Red Deer"," 506","Mobile poll/Bureau itinérant",72,3,5,14,0,94,117
48023,"Red Deer/Red Deer"," 507","Mobile poll/Bureau itinérant",132,5,5,15,1,158,149
48023,"Red Deer/Red Deer"," 600","Red Deer County--Sylvan Lake",251,8,17,20,0,296,
48023,"Red Deer/Red Deer"," 601","Sylvan Lake",362,14,20,40,0,436,
48023,"Red Deer/Red Deer"," 602","Red Deer County--Penhold",235,9,12,28,0,284,
48023,"Red Deer/Red Deer"," 603","Innisfail",395,7,21,48,0,471,
48023,"Red Deer/Red Deer"," 604","Red Deer",190,3,7,43,0,243,
48023,"Red Deer/Red Deer"," 605","Red Deer",124,6,9,32,0,171,
48023,"Red Deer/Red Deer"," 606","Red Deer",285,20,24,49,0,378,
48023,"Red Deer/Red Deer"," 607","Red Deer",169,17,19,38,0,243,
48023,"Red Deer/Red Deer"," 608","Red Deer",195,14,14,41,0,264,
48023,"Red Deer/Red Deer"," 609","Red Deer County--Pine Lake",107,3,7,15,1,133,
48023,"Red Deer/Red Deer"," 610","Delburne--Elnora",131,4,16,12,0,163,
48023,"Red Deer/Red Deer"," 611","Red Deer",281,23,14,55,1,374,
48023,"Red Deer/Red Deer"," 612","Red Deer",182,25,21,49,0,277,
48023,"Red Deer/Red Deer"," 613","Red Deer",315,14,23,57,0,409,
48023,"Red Deer/Red Deer"," 614","Red Deer",222,17,13,26,0,278,
48023,"Red Deer/Red Deer"," 615","Bowden--Innisfail",157,4,5,16,0,182,
48023,"Red Deer/Red Deer",,Group 1/Groupe 1,41,54,5,20,4,124,179
48023,"Red Deer/Red Deer",,Group 2/Groupe 2,516,28,36,68,9,657,
