Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Katy Austin,Gord Cochrane,Helena Guergis,Kellie Leitch,Jace Metheral,Alex Smardenka,Peter Vander Zaag,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35085,"Simcoe--Grey/Simcoe--Grey"," 242","New Tecumseth",37,1,27,64,12,5,0,1,147,356
35085,"Simcoe--Grey/Simcoe--Grey"," 243","New Tecumseth",23,1,35,74,8,15,2,2,160,328
35085,"Simcoe--Grey/Simcoe--Grey"," 244","New Tecumseth",9,0,12,58,4,12,3,0,98,192
35085,"Simcoe--Grey/Simcoe--Grey"," 400","New Tecumseth",13,1,6,32,3,3,3,2,63,151
35085,"Simcoe--Grey/Simcoe--Grey"," 500","Mobile poll/Bureau itinérant",12,2,24,41,0,16,1,1,97,166
35085,"Simcoe--Grey/Simcoe--Grey"," 501","Mobile poll/Bureau itinérant",13,4,11,25,4,9,0,0,66,152
35085,"Simcoe--Grey/Simcoe--Grey"," 502","Mobile poll/Bureau itinérant",23,0,21,53,5,27,0,3,132,286
35085,"Simcoe--Grey/Simcoe--Grey"," 503","Mobile poll/Bureau itinérant",3,0,8,19,2,4,0,3,39,102
35085,"Simcoe--Grey/Simcoe--Grey"," 504","Mobile poll/Bureau itinérant",5,0,21,20,1,6,1,4,58,96
35085,"Simcoe--Grey/Simcoe--Grey"," 505","Mobile poll/Bureau itinérant",19,1,19,45,4,14,7,0,109,194
35085,"Simcoe--Grey/Simcoe--Grey"," 506","Mobile poll/Bureau itinérant",2,0,1,9,1,6,0,0,19,74
35085,"Simcoe--Grey/Simcoe--Grey"," 600","Blue Mountains",98,7,116,379,28,173,1,1,803,
35085,"Simcoe--Grey/Simcoe--Grey"," 601","Collingwood",90,5,130,437,39,182,2,2,887,
35085,"Simcoe--Grey/Simcoe--Grey"," 602","Collingwood",110,2,133,402,37,164,3,7,858,
35085,"Simcoe--Grey/Simcoe--Grey"," 603","Clearview",77,4,112,363,38,63,8,2,667,
35085,"Simcoe--Grey/Simcoe--Grey"," 604","Clearview",43,0,53,237,45,60,2,2,442,
35085,"Simcoe--Grey/Simcoe--Grey"," 605","Wasaga Beach",185,8,199,616,41,224,7,10,1290,
35085,"Simcoe--Grey/Simcoe--Grey"," 606","Wasaga Beach",196,5,194,604,32,216,8,5,1260,
35085,"Simcoe--Grey/Simcoe--Grey"," 607","Wasaga Beach",163,5,162,578,20,177,12,4,1121,
35085,"Simcoe--Grey/Simcoe--Grey"," 608","Springwater",140,1,71,452,30,116,3,2,815,
35085,"Simcoe--Grey/Simcoe--Grey"," 609","Springwater",141,0,127,763,56,235,8,5,1335,
35085,"Simcoe--Grey/Simcoe--Grey"," 610","Essa",84,3,98,413,34,68,8,2,710,
35085,"Simcoe--Grey/Simcoe--Grey"," 611","Essa",62,0,70,328,20,94,7,0,581,
35085,"Simcoe--Grey/Simcoe--Grey"," 612","Adjala-Tosorontio",95,1,111,447,28,134,24,0,840,
35085,"Simcoe--Grey/Simcoe--Grey"," 613","New Tecumseth",87,2,96,397,19,92,12,0,705,
35085,"Simcoe--Grey/Simcoe--Grey"," 614","New Tecumseth",66,2,147,538,22,150,6,1,932,
35085,"Simcoe--Grey/Simcoe--Grey"," 615","New Tecumseth",54,1,76,341,27,56,9,3,567,
35085,"Simcoe--Grey/Simcoe--Grey"," 616","New Tecumseth",122,0,136,456,36,156,13,2,921,
35085,"Simcoe--Grey/Simcoe--Grey",,Group 1/Groupe 1,25,0,19,204,11,54,5,10,328,743
35085,"Simcoe--Grey/Simcoe--Grey",,Group 2/Groupe 2,116,0,181,714,54,242,19,13,1339,
