Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Henryk Adamiec,Terry Anderson,Marie Bountrogianni,Stephen Brotherston,Chris Charlton,Jim Enos,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35033,"Hamilton Mountain/Hamilton Mountain"," 28","Hamilton ",2,49,16,10,118,2,0,197,351
35033,"Hamilton Mountain/Hamilton Mountain"," 29","Hamilton ",0,48,26,10,117,0,1,202,388
35033,"Hamilton Mountain/Hamilton Mountain"," 30","Hamilton ",0,71,11,9,103,1,1,196,338
35033,"Hamilton Mountain/Hamilton Mountain"," 31","Hamilton ",1,70,25,9,96,0,3,204,428
35033,"Hamilton Mountain/Hamilton Mountain"," 32","Hamilton ",1,57,24,11,124,0,2,219,411
35033,"Hamilton Mountain/Hamilton Mountain"," 33","Hamilton ",0,48,19,10,97,0,0,174,348
35033,"Hamilton Mountain/Hamilton Mountain"," 34","Hamilton ",0,62,26,4,89,0,1,182,370
35033,"Hamilton Mountain/Hamilton Mountain"," 35","Hamilton ",0,64,28,5,68,0,0,165,349
35033,"Hamilton Mountain/Hamilton Mountain"," 36","Hamilton ",1,62,20,9,119,1,0,212,371
35033,"Hamilton Mountain/Hamilton Mountain"," 37","Hamilton ",0,47,25,7,102,0,0,181,302
35033,"Hamilton Mountain/Hamilton Mountain"," 38","Hamilton ",0,57,19,7,84,1,0,168,341
35033,"Hamilton Mountain/Hamilton Mountain"," 39","Hamilton ",0,43,28,6,93,0,0,170,314
35033,"Hamilton Mountain/Hamilton Mountain"," 40","Hamilton ",1,45,23,2,69,1,1,142,281
35033,"Hamilton Mountain/Hamilton Mountain"," 41","Hamilton ",2,31,11,7,98,3,2,154,378
35033,"Hamilton Mountain/Hamilton Mountain"," 42","Hamilton ",1,68,34,7,99,0,1,210,330
35033,"Hamilton Mountain/Hamilton Mountain"," 43","Hamilton ",1,53,18,6,83,2,0,163,318
35033,"Hamilton Mountain/Hamilton Mountain"," 44","Hamilton ",4,43,30,5,89,1,1,173,352
35033,"Hamilton Mountain/Hamilton Mountain"," 45","Hamilton ",2,98,34,3,115,0,1,253,412
35033,"Hamilton Mountain/Hamilton Mountain"," 46","Hamilton ",0,67,38,4,94,0,0,203,423
35033,"Hamilton Mountain/Hamilton Mountain"," 47","Hamilton ",0,63,32,1,64,1,0,161,296
35033,"Hamilton Mountain/Hamilton Mountain"," 48","Hamilton ",1,53,17,3,89,2,0,165,388
35033,"Hamilton Mountain/Hamilton Mountain"," 49A","Hamilton ",0,32,16,3,37,0,0,88,166
35033,"Hamilton Mountain/Hamilton Mountain"," 49B","Mobile poll/Bureau itinérant",Merged with No. 501A/Fusionné avec le nº 501A,,,,,,,,174
35033,"Hamilton Mountain/Hamilton Mountain"," 49-1","Hamilton ",0,57,26,0,67,0,1,151,280
35033,"Hamilton Mountain/Hamilton Mountain"," 50","Hamilton ",0,80,43,4,111,1,0,239,505
35033,"Hamilton Mountain/Hamilton Mountain"," 51","Hamilton ",0,85,71,7,58,0,0,221,364
35033,"Hamilton Mountain/Hamilton Mountain"," 52","Hamilton ",1,31,16,2,97,0,1,148,347
35033,"Hamilton Mountain/Hamilton Mountain"," 53","Hamilton ",1,50,37,7,102,0,1,198,396
35033,"Hamilton Mountain/Hamilton Mountain"," 54","Hamilton ",2,67,42,2,154,2,2,271,440
35033,"Hamilton Mountain/Hamilton Mountain"," 55","Hamilton ",0,43,20,2,70,0,1,136,301
35033,"Hamilton Mountain/Hamilton Mountain"," 56","Hamilton ",1,67,27,4,78,0,0,177,317
35033,"Hamilton Mountain/Hamilton Mountain"," 57","Hamilton ",2,42,23,9,115,0,1,192,366
35033,"Hamilton Mountain/Hamilton Mountain"," 58","Hamilton ",0,35,22,3,113,0,0,173,389
35033,"Hamilton Mountain/Hamilton Mountain"," 59","Hamilton ",1,50,19,5,119,0,0,194,372
35033,"Hamilton Mountain/Hamilton Mountain"," 60","Hamilton ",0,48,9,3,95,0,0,155,328
35033,"Hamilton Mountain/Hamilton Mountain"," 61","Hamilton ",0,41,17,9,86,1,1,155,342
35033,"Hamilton Mountain/Hamilton Mountain"," 62","Hamilton ",0,54,11,7,108,0,0,180,390
35033,"Hamilton Mountain/Hamilton Mountain"," 63","Hamilton ",1,37,13,13,118,2,0,184,375
35033,"Hamilton Mountain/Hamilton Mountain"," 64","Hamilton ",0,68,15,9,123,1,0,216,386
35033,"Hamilton Mountain/Hamilton Mountain"," 65","Hamilton ",1,48,15,7,118,1,0,190,377
35033,"Hamilton Mountain/Hamilton Mountain"," 66","Hamilton ",1,35,13,11,104,3,1,168,341
35033,"Hamilton Mountain/Hamilton Mountain"," 67","Hamilton ",2,38,16,6,97,0,1,160,341
35033,"Hamilton Mountain/Hamilton Mountain"," 68","Hamilton ",0,65,25,6,110,0,0,206,382
35033,"Hamilton Mountain/Hamilton Mountain"," 69","Hamilton ",0,22,11,6,91,1,0,131,321
35033,"Hamilton Mountain/Hamilton Mountain"," 70","Hamilton ",1,73,20,7,134,1,0,236,390
35033,"Hamilton Mountain/Hamilton Mountain"," 71","Hamilton ",1,35,11,5,80,0,0,132,311
35033,"Hamilton Mountain/Hamilton Mountain"," 72","Hamilton ",1,34,10,8,75,0,1,129,298
35033,"Hamilton Mountain/Hamilton Mountain"," 73","Hamilton ",1,46,20,6,105,1,0,179,341
35033,"Hamilton Mountain/Hamilton Mountain"," 74","Hamilton ",0,74,11,6,120,1,0,212,387
35033,"Hamilton Mountain/Hamilton Mountain"," 75","Hamilton ",0,72,18,2,122,1,2,217,359
35033,"Hamilton Mountain/Hamilton Mountain"," 76","Hamilton ",0,67,17,9,126,0,0,219,351
35033,"Hamilton Mountain/Hamilton Mountain"," 77","Hamilton ",1,62,24,11,139,1,2,240,417
35033,"Hamilton Mountain/Hamilton Mountain"," 78","Hamilton ",1,54,34,5,98,0,0,192,360
35033,"Hamilton Mountain/Hamilton Mountain"," 79","Hamilton ",0,58,15,6,127,4,0,210,393
35033,"Hamilton Mountain/Hamilton Mountain"," 80","Hamilton ",1,75,31,1,132,0,2,242,476
35033,"Hamilton Mountain/Hamilton Mountain"," 81","Hamilton ",0,52,26,4,80,1,0,163,271
35033,"Hamilton Mountain/Hamilton Mountain"," 82","Hamilton ",0,40,19,7,101,2,0,169,366
35033,"Hamilton Mountain/Hamilton Mountain"," 83","Hamilton ",1,40,33,3,127,0,0,204,361
35033,"Hamilton Mountain/Hamilton Mountain"," 84","Hamilton ",0,55,24,5,98,0,1,183,370
35033,"Hamilton Mountain/Hamilton Mountain"," 85","Hamilton ",1,105,19,12,152,0,2,291,486
35033,"Hamilton Mountain/Hamilton Mountain"," 86","Hamilton ",0,79,41,7,140,4,1,272,445
35033,"Hamilton Mountain/Hamilton Mountain"," 87","Hamilton ",2,67,24,9,128,2,1,233,390
35033,"Hamilton Mountain/Hamilton Mountain"," 88","Hamilton ",2,56,25,5,94,0,5,187,410
35033,"Hamilton Mountain/Hamilton Mountain"," 89","Hamilton ",2,30,8,2,74,1,0,117,274
35033,"Hamilton Mountain/Hamilton Mountain"," 89-1","Hamilton ",0,40,20,2,92,2,0,156,321
35033,"Hamilton Mountain/Hamilton Mountain"," 90","Hamilton ",0,39,20,6,119,0,0,184,384
35033,"Hamilton Mountain/Hamilton Mountain"," 91","Hamilton ",0,46,14,5,99,0,2,166,341
35033,"Hamilton Mountain/Hamilton Mountain"," 92","Hamilton ",0,71,21,8,106,0,0,206,365
35033,"Hamilton Mountain/Hamilton Mountain"," 93","Hamilton ",1,53,34,7,76,0,0,171,317
35033,"Hamilton Mountain/Hamilton Mountain"," 94","Hamilton ",4,75,33,5,159,1,0,277,519
35033,"Hamilton Mountain/Hamilton Mountain"," 95","Hamilton ",Void/Supprimé,,,,,,,,
35033,"Hamilton Mountain/Hamilton Mountain"," 96","Hamilton ",0,44,13,3,129,0,2,191,303
35033,"Hamilton Mountain/Hamilton Mountain"," 97","Hamilton ",1,61,8,4,116,2,0,192,376
35033,"Hamilton Mountain/Hamilton Mountain"," 98","Hamilton ",0,64,30,5,113,0,0,212,383
35033,"Hamilton Mountain/Hamilton Mountain"," 99","Hamilton ",1,115,43,11,123,0,0,293,550
35033,"Hamilton Mountain/Hamilton Mountain"," 100","Hamilton ",0,76,23,11,108,4,3,225,432
35033,"Hamilton Mountain/Hamilton Mountain"," 101","Hamilton ",0,51,22,14,107,1,0,195,438
35033,"Hamilton Mountain/Hamilton Mountain"," 102","Hamilton ",0,66,36,3,113,0,0,218,379
35033,"Hamilton Mountain/Hamilton Mountain"," 103","Hamilton ",0,63,26,1,119,1,2,212,334
35033,"Hamilton Mountain/Hamilton Mountain"," 104","Hamilton ",0,64,28,6,94,0,0,192,367
35033,"Hamilton Mountain/Hamilton Mountain"," 105","Hamilton ",1,66,26,7,130,3,1,234,367
35033,"Hamilton Mountain/Hamilton Mountain"," 106","Hamilton ",0,83,39,10,89,5,1,227,371
35033,"Hamilton Mountain/Hamilton Mountain"," 107","Hamilton ",0,99,39,7,110,0,2,257,432
35033,"Hamilton Mountain/Hamilton Mountain"," 108","Hamilton ",1,118,66,10,59,0,0,254,416
35033,"Hamilton Mountain/Hamilton Mountain"," 109","Hamilton ",1,56,29,6,128,0,5,225,413
35033,"Hamilton Mountain/Hamilton Mountain"," 110","Hamilton ",1,45,25,4,116,1,1,193,324
35033,"Hamilton Mountain/Hamilton Mountain"," 111","Hamilton ",1,72,47,7,77,1,1,206,355
35033,"Hamilton Mountain/Hamilton Mountain"," 112","Hamilton ",2,96,23,11,133,0,0,265,499
35033,"Hamilton Mountain/Hamilton Mountain"," 113","Hamilton ",0,64,20,9,85,4,0,182,347
35033,"Hamilton Mountain/Hamilton Mountain"," 114","Hamilton ",0,63,25,7,98,2,1,196,409
35033,"Hamilton Mountain/Hamilton Mountain"," 115","Hamilton ",0,98,48,9,94,0,0,249,396
35033,"Hamilton Mountain/Hamilton Mountain"," 116","Hamilton ",2,82,18,9,103,0,4,218,353
35033,"Hamilton Mountain/Hamilton Mountain"," 117","Hamilton ",1,78,18,9,105,1,1,213,371
35033,"Hamilton Mountain/Hamilton Mountain"," 118","Hamilton ",1,61,37,4,121,0,1,225,407
35033,"Hamilton Mountain/Hamilton Mountain"," 119","Hamilton ",0,73,20,6,99,0,0,198,439
35033,"Hamilton Mountain/Hamilton Mountain"," 120","Hamilton ",0,71,25,5,84,1,0,186,381
35033,"Hamilton Mountain/Hamilton Mountain"," 121","Hamilton ",0,58,62,8,77,0,1,206,353
35033,"Hamilton Mountain/Hamilton Mountain"," 122","Hamilton ",0,74,68,5,83,0,3,233,425
35033,"Hamilton Mountain/Hamilton Mountain"," 123","Hamilton ",0,59,26,3,112,0,0,200,351
35033,"Hamilton Mountain/Hamilton Mountain"," 124","Hamilton ",2,59,25,3,67,0,1,157,315
35033,"Hamilton Mountain/Hamilton Mountain"," 125","Hamilton ",0,72,33,6,76,0,0,187,404
35033,"Hamilton Mountain/Hamilton Mountain"," 126","Hamilton ",0,113,87,6,96,0,0,302,478
35033,"Hamilton Mountain/Hamilton Mountain"," 127","Hamilton ",0,62,32,11,75,0,1,181,307
35033,"Hamilton Mountain/Hamilton Mountain"," 128","Hamilton ",0,43,22,3,92,1,1,162,388
35033,"Hamilton Mountain/Hamilton Mountain"," 129","Hamilton ",1,65,29,8,72,0,0,175,411
35033,"Hamilton Mountain/Hamilton Mountain"," 130","Hamilton ",0,78,58,4,93,1,2,236,459
35033,"Hamilton Mountain/Hamilton Mountain"," 131","Hamilton ",2,61,35,4,88,2,0,192,391
35033,"Hamilton Mountain/Hamilton Mountain"," 132","Hamilton ",0,55,9,2,103,0,0,169,389
35033,"Hamilton Mountain/Hamilton Mountain"," 133","Hamilton ",1,39,15,5,78,0,1,139,362
35033,"Hamilton Mountain/Hamilton Mountain"," 134","Hamilton ",1,70,34,8,111,0,0,224,392
35033,"Hamilton Mountain/Hamilton Mountain"," 135","Hamilton ",0,55,41,12,103,0,2,213,460
35033,"Hamilton Mountain/Hamilton Mountain"," 136","Hamilton ",0,71,42,8,105,1,0,227,395
35033,"Hamilton Mountain/Hamilton Mountain"," 137","Hamilton ",0,69,36,6,118,0,1,230,423
35033,"Hamilton Mountain/Hamilton Mountain"," 138","Hamilton ",0,69,60,7,108,1,3,248,458
35033,"Hamilton Mountain/Hamilton Mountain"," 139","Hamilton ",0,47,25,0,77,0,0,149,292
35033,"Hamilton Mountain/Hamilton Mountain"," 140","Hamilton ",3,100,39,8,127,0,1,278,543
35033,"Hamilton Mountain/Hamilton Mountain"," 141","Hamilton ",1,85,52,2,73,4,1,218,411
35033,"Hamilton Mountain/Hamilton Mountain"," 142","Hamilton ",1,79,38,7,90,1,6,222,404
35033,"Hamilton Mountain/Hamilton Mountain"," 143","Hamilton ",0,59,20,11,91,0,0,181,425
35033,"Hamilton Mountain/Hamilton Mountain"," 144","Hamilton ",0,106,19,7,139,0,0,271,556
35033,"Hamilton Mountain/Hamilton Mountain"," 145","Hamilton ",1,79,26,5,111,1,0,223,491
35033,"Hamilton Mountain/Hamilton Mountain"," 146","Hamilton ",1,52,19,5,74,3,3,157,323
35033,"Hamilton Mountain/Hamilton Mountain"," 146-1","Hamilton ",4,88,27,1,48,0,0,168,353
35033,"Hamilton Mountain/Hamilton Mountain"," 147","Hamilton ",0,99,49,12,110,3,1,274,522
35033,"Hamilton Mountain/Hamilton Mountain"," 148","Hamilton ",1,107,61,9,124,3,2,307,479
35033,"Hamilton Mountain/Hamilton Mountain"," 149","Hamilton ",1,116,81,10,141,2,0,351,594
35033,"Hamilton Mountain/Hamilton Mountain"," 150","Hamilton ",2,87,54,8,127,1,4,283,493
35033,"Hamilton Mountain/Hamilton Mountain"," 151","Hamilton ",1,79,40,7,110,1,2,240,438
35033,"Hamilton Mountain/Hamilton Mountain"," 152","Hamilton ",1,99,37,8,114,1,0,260,484
35033,"Hamilton Mountain/Hamilton Mountain"," 153","Hamilton ",3,120,37,3,112,1,0,276,454
35033,"Hamilton Mountain/Hamilton Mountain"," 154","Hamilton ",0,97,63,12,147,2,2,323,556
35033,"Hamilton Mountain/Hamilton Mountain"," 155","Hamilton ",0,130,49,7,99,1,0,286,483
35033,"Hamilton Mountain/Hamilton Mountain"," 156","Hamilton ",0,89,67,4,92,0,1,253,488
35033,"Hamilton Mountain/Hamilton Mountain"," 157","Hamilton ",1,97,47,11,120,0,0,276,479
35033,"Hamilton Mountain/Hamilton Mountain"," 158","Hamilton ",0,65,29,2,83,2,0,181,399
35033,"Hamilton Mountain/Hamilton Mountain"," 159","Hamilton ",0,78,36,3,89,0,0,206,369
35033,"Hamilton Mountain/Hamilton Mountain"," 159-1","Hamilton ",1,93,67,2,105,1,0,269,495
35033,"Hamilton Mountain/Hamilton Mountain"," 160","Hamilton ",0,78,35,6,98,0,1,218,408
35033,"Hamilton Mountain/Hamilton Mountain"," 161","Hamilton ",0,64,35,6,102,0,0,207,436
35033,"Hamilton Mountain/Hamilton Mountain"," 162","Hamilton ",1,37,16,1,58,0,0,113,281
35033,"Hamilton Mountain/Hamilton Mountain"," 163","Hamilton ",0,86,45,10,134,1,1,277,590
35033,"Hamilton Mountain/Hamilton Mountain"," 164","Hamilton ",2,78,27,5,81,0,1,194,487
35033,"Hamilton Mountain/Hamilton Mountain"," 165","Hamilton ",2,101,69,4,93,3,3,275,535
35033,"Hamilton Mountain/Hamilton Mountain"," 166","Hamilton ",1,60,35,4,80,0,1,181,435
35033,"Hamilton Mountain/Hamilton Mountain"," 167","Hamilton ",0,134,65,7,118,3,2,329,564
35033,"Hamilton Mountain/Hamilton Mountain"," 168","Hamilton ",0,87,45,11,100,3,5,251,536
35033,"Hamilton Mountain/Hamilton Mountain"," 169","Hamilton ",0,115,61,4,124,0,1,305,499
35033,"Hamilton Mountain/Hamilton Mountain"," 170","Hamilton ",0,79,55,4,149,0,2,289,556
35033,"Hamilton Mountain/Hamilton Mountain"," 171","Hamilton ",1,36,30,3,94,0,2,166,337
35033,"Hamilton Mountain/Hamilton Mountain"," 172","Hamilton ",2,93,66,1,113,2,4,281,494
35033,"Hamilton Mountain/Hamilton Mountain"," 173A","Hamilton ",0,136,17,4,57,20,3,237,356
35033,"Hamilton Mountain/Hamilton Mountain"," 173B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,40
35033,"Hamilton Mountain/Hamilton Mountain"," 173-1","Hamilton ",2,74,46,5,69,1,0,197,354
35033,"Hamilton Mountain/Hamilton Mountain"," 174","Hamilton ",0,90,39,7,121,2,0,259,541
35033,"Hamilton Mountain/Hamilton Mountain"," 175","Hamilton ",2,71,37,2,80,2,0,194,416
35033,"Hamilton Mountain/Hamilton Mountain"," 175-1","Hamilton ",0,50,30,0,42,0,2,124,265
35033,"Hamilton Mountain/Hamilton Mountain"," 176","Hamilton ",1,80,67,2,103,1,3,257,471
35033,"Hamilton Mountain/Hamilton Mountain"," 176-1","Hamilton ",2,115,72,5,120,3,0,317,595
35033,"Hamilton Mountain/Hamilton Mountain"," 177","Hamilton ",0,146,47,3,105,0,1,302,603
35033,"Hamilton Mountain/Hamilton Mountain"," 178","Hamilton ",0,93,28,9,94,2,2,228,359
35033,"Hamilton Mountain/Hamilton Mountain"," 179","Hamilton ",1,104,65,8,86,0,1,265,468
35033,"Hamilton Mountain/Hamilton Mountain"," 180","Hamilton ",1,78,57,9,92,3,3,243,370
35033,"Hamilton Mountain/Hamilton Mountain"," 181","Hamilton ",0,109,49,4,117,6,0,285,379
35033,"Hamilton Mountain/Hamilton Mountain"," 182","Hamilton ",0,89,24,4,116,6,0,239,322
35033,"Hamilton Mountain/Hamilton Mountain"," 183","Hamilton ",1,89,65,11,119,1,0,286,568
35033,"Hamilton Mountain/Hamilton Mountain"," 184","Hamilton ",2,57,58,8,100,3,1,229,497
35033,"Hamilton Mountain/Hamilton Mountain"," 185","Hamilton ",1,132,70,9,133,3,0,348,608
35033,"Hamilton Mountain/Hamilton Mountain"," 186","Hamilton ",1,125,113,8,109,3,0,359,589
35033,"Hamilton Mountain/Hamilton Mountain"," 187","Hamilton ",0,74,18,7,98,1,1,199,404
35033,"Hamilton Mountain/Hamilton Mountain"," 188","Hamilton ",1,86,25,4,114,1,0,231,478
35033,"Hamilton Mountain/Hamilton Mountain"," 189","Hamilton ",1,73,27,1,133,0,0,235,411
35033,"Hamilton Mountain/Hamilton Mountain"," 190","Hamilton ",1,58,26,8,115,2,4,214,393
35033,"Hamilton Mountain/Hamilton Mountain"," 191","Hamilton ",1,56,36,6,123,1,0,223,424
35033,"Hamilton Mountain/Hamilton Mountain"," 192","Hamilton ",1,54,33,3,96,0,0,187,322
35033,"Hamilton Mountain/Hamilton Mountain"," 193","Hamilton ",2,77,46,10,90,0,0,225,408
35033,"Hamilton Mountain/Hamilton Mountain"," 194","Hamilton ",0,66,20,7,97,0,0,190,332
35033,"Hamilton Mountain/Hamilton Mountain"," 195","Hamilton ",0,85,23,10,86,1,0,205,399
35033,"Hamilton Mountain/Hamilton Mountain"," 196","Hamilton ",1,65,26,4,111,0,0,207,355
35033,"Hamilton Mountain/Hamilton Mountain"," 197","Hamilton ",1,74,58,5,85,2,0,225,434
35033,"Hamilton Mountain/Hamilton Mountain"," 198","Hamilton ",0,41,35,3,44,0,1,124,218
35033,"Hamilton Mountain/Hamilton Mountain"," 199","Hamilton ",0,72,16,3,104,1,0,196,394
35033,"Hamilton Mountain/Hamilton Mountain"," 200","Hamilton ",1,72,69,7,65,2,1,217,388
35033,"Hamilton Mountain/Hamilton Mountain"," 201","Hamilton ",1,103,50,3,95,0,0,252,445
35033,"Hamilton Mountain/Hamilton Mountain"," 202","Hamilton ",1,115,73,6,93,0,0,288,516
35033,"Hamilton Mountain/Hamilton Mountain"," 203","Hamilton ",0,113,68,9,81,0,4,275,440
35033,"Hamilton Mountain/Hamilton Mountain"," 203-1","Hamilton ",1,104,53,7,87,1,1,254,507
35033,"Hamilton Mountain/Hamilton Mountain"," 204","Hamilton ",0,89,45,7,72,6,0,219,451
35033,"Hamilton Mountain/Hamilton Mountain"," 204-1","Hamilton ",0,82,29,9,118,0,0,238,423
35033,"Hamilton Mountain/Hamilton Mountain"," 205","Hamilton ",3,35,20,2,70,0,3,133,319
35033,"Hamilton Mountain/Hamilton Mountain"," 206","Hamilton ",0,91,50,2,105,1,4,253,479
35033,"Hamilton Mountain/Hamilton Mountain"," 207","Hamilton ",0,62,43,5,93,0,1,204,419
35033,"Hamilton Mountain/Hamilton Mountain"," 208","Hamilton ",0,96,60,10,104,3,4,277,450
35033,"Hamilton Mountain/Hamilton Mountain"," 209","Hamilton ",1,56,65,5,110,2,0,239,408
35033,"Hamilton Mountain/Hamilton Mountain"," 210","Hamilton ",1,97,57,10,108,3,1,277,465
35033,"Hamilton Mountain/Hamilton Mountain"," 211","Hamilton ",1,79,35,5,102,1,2,225,433
35033,"Hamilton Mountain/Hamilton Mountain"," 212","Hamilton ",0,130,65,6,75,1,2,279,454
35033,"Hamilton Mountain/Hamilton Mountain"," 400","Hamilton ",0,47,8,2,118,0,1,176,259
35033,"Hamilton Mountain/Hamilton Mountain"," 401","Hamilton ",0,36,20,0,46,1,3,106,263
35033,"Hamilton Mountain/Hamilton Mountain"," 402","Hamilton ",1,69,26,6,115,2,1,220,273
35033,"Hamilton Mountain/Hamilton Mountain"," 403","Hamilton ",0,10,12,1,10,0,1,34,173
35033,"Hamilton Mountain/Hamilton Mountain"," 404","Hamilton ",1,59,18,3,86,1,5,173,203
35033,"Hamilton Mountain/Hamilton Mountain"," 405","Hamilton ",0,30,13,4,75,0,0,122,180
35033,"Hamilton Mountain/Hamilton Mountain"," 500","Mobile poll/Bureau itinérant",2,89,31,3,53,8,3,189,196
35033,"Hamilton Mountain/Hamilton Mountain"," 501A","Mobile poll/Bureau itinérant",2,86,39,2,104,1,1,235,203
35033,"Hamilton Mountain/Hamilton Mountain"," 501B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,48
35033,"Hamilton Mountain/Hamilton Mountain"," 600","Hamilton ",2,140,86,5,238,1,4,476,
35033,"Hamilton Mountain/Hamilton Mountain"," 601","Hamilton ",0,134,70,13,187,4,2,410,
35033,"Hamilton Mountain/Hamilton Mountain"," 602","Hamilton ",4,225,117,19,321,3,1,690,
35033,"Hamilton Mountain/Hamilton Mountain"," 603","Hamilton ",1,120,55,16,253,2,2,449,
35033,"Hamilton Mountain/Hamilton Mountain"," 604","Hamilton ",1,129,59,7,267,0,2,465,
35033,"Hamilton Mountain/Hamilton Mountain"," 605","Hamilton ",1,163,73,4,257,3,2,503,
35033,"Hamilton Mountain/Hamilton Mountain"," 606","Hamilton ",1,168,71,8,166,5,1,420,
35033,"Hamilton Mountain/Hamilton Mountain"," 607","Hamilton ",4,219,110,18,288,1,3,643,
35033,"Hamilton Mountain/Hamilton Mountain"," 608","Hamilton ",1,100,50,8,113,2,0,274,
35033,"Hamilton Mountain/Hamilton Mountain"," 609","Hamilton ",0,120,97,5,127,0,2,351,
35033,"Hamilton Mountain/Hamilton Mountain"," 610","Hamilton ",0,142,60,11,146,0,1,360,
35033,"Hamilton Mountain/Hamilton Mountain"," 611","Hamilton ",0,185,93,8,211,5,4,506,
35033,"Hamilton Mountain/Hamilton Mountain"," 612","Hamilton ",0,148,107,7,207,0,3,472,
35033,"Hamilton Mountain/Hamilton Mountain"," 613","Hamilton ",0,130,74,9,106,1,2,322,
35033,"Hamilton Mountain/Hamilton Mountain",,Group 1/Groupe 1,0,52,32,4,15,0,2,105,206
35033,"Hamilton Mountain/Hamilton Mountain",,Group 2/Groupe 2,0,126,93,10,190,3,6,428,
