Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Léandre Gervais,Johnny Kasudluak,Yvon Lévesque,Jean-Maurice Matte,Romeo Saganash,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 23A","Chisasibi",8,1,2,6,84,0,101,512
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 23B","Chisasibi",12,0,2,6,69,0,89,478
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 23C","Chisasibi",9,3,2,2,68,0,84,496
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 23D","Chisasibi",12,1,1,6,89,1,110,541
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 24","Chisasibi",Void/Supprimé,,,,,,,
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 25","Chisasibi",Void/Supprimé,,,,,,,
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 26A","Wemindji",18,1,5,7,62,0,93,475
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 26B","Wemindji",9,1,0,7,27,0,44,480
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 27","Eastmain",3,2,0,4,47,0,56,453
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 28","Radisson",5,2,31,12,44,3,97,228
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 29A","Waskaganish",7,0,1,10,45,0,63,428
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 29B","Waskaganish",7,1,2,9,44,0,63,423
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 29-1","Waskaganish",2,2,2,6,48,0,60,421
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 29-2","Waskaganish",Void/Supprimé,,,,,,,
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 30","Waskaganish",Void/Supprimé,,,,,,,
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 31","Nemaska",7,1,0,1,66,1,76,443
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 32","Matagami",21,4,47,16,67,2,157,291
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 33","Matagami",17,2,39,16,100,3,177,299
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 34","Matagami",22,2,23,40,89,3,179,339
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 35","Matagami",2,6,40,14,57,5,124,257
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 36","Mistissini",2,1,1,5,60,2,71,445
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 37A","Mistissini",3,0,2,4,34,0,43,470
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 37B","Mistissini",1,0,2,0,54,0,57,506
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 37C","Mistissini",6,0,1,4,71,0,82,540
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 38","Chibougamau",0,0,17,3,57,1,78,142
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 39","Chibougamau",10,4,43,16,128,1,202,364
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 40","Chibougamau",7,3,35,29,100,3,177,305
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 41","Chibougamau",8,1,42,11,120,2,184,397
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 42","Chibougamau",7,2,33,18,74,0,134,307
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 43","Chibougamau",6,2,25,13,73,2,121,293
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 44","Chibougamau",2,1,28,19,84,3,137,305
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 45","Chibougamau",1,3,47,15,88,0,154,287
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 46","Chibougamau",0,1,29,11,69,1,111,302
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 47","Chibougamau",11,0,47,23,127,1,209,414
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 48","Chibougamau",8,3,46,11,113,3,184,369
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 49","Chibougamau",2,1,22,18,76,1,120,233
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 50","Chibougamau",3,2,48,14,112,3,182,365
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 51","Chibougamau",4,4,52,13,111,3,187,407
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 52","Chibougamau",10,8,66,17,142,2,245,458
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 52-1","Chibougamau",6,3,68,20,169,3,269,540
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 53","Chibougamau",2,4,28,32,112,1,179,324
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 54","Chibougamau",Merged with No. 55B/Fusionné avec le nº 55B,,,,,,,26
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 55A","Chapais",9,5,46,29,91,4,184,342
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 55B","Chapais",4,0,1,7,60,0,72,386
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 56","Chapais",4,0,49,14,51,1,119,223
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 57","Chapais",4,0,26,34,51,2,117,230
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 58","Chapais",1,1,45,26,60,1,134,306
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 59","Chapais",4,1,34,8,59,1,107,237
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 60","Desmaraisville",0,0,4,0,2,0,6,18
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 61","Waswanipi",10,0,1,12,217,1,241,581
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 61-1","Waswanipi",6,0,1,3,119,1,130,351
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 62","Miquelon",Void/Supprimé,,,,,,,
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 63","Lebel-sur-Quévillon",9,3,47,48,100,1,208,397
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 64","Lebel-sur-Quévillon",7,3,32,37,69,4,152,274
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 65","Lebel-sur-Quévillon",6,3,41,34,38,4,126,249
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 66","Lebel-sur-Quévillon",5,5,31,36,71,5,153,293
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 67","Lebel-sur-Quévillon",12,2,43,26,70,2,155,254
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 68","Lebel-sur-Quévillon",1,1,24,14,43,5,88,216
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 69","Senneterre",11,1,19,115,41,0,187,458
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 70","Belcourt",2,1,34,39,38,1,115,182
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 71","Senneterre",6,3,19,99,80,3,210,457
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 72","Senneterre",7,2,18,99,39,2,167,360
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 73","Senneterre",7,2,19,129,71,2,230,485
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 74","Senneterre",9,3,20,85,53,3,173,343
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 75","Senneterre",8,1,25,88,62,3,187,438
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 76","Senneterre",0,1,22,93,56,2,174,356
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 77","Senneterre",6,4,11,56,38,3,118,212
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 78","Senneterre",7,1,12,55,73,1,149,276
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 79","Louuicort",10,5,19,27,37,1,99,217
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 79-1","Kitcisakik",10,0,1,1,23,1,36,49
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 80A","Lac-Simon",11,0,0,4,44,0,59,491
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 80B","Lac-Simon",6,0,0,1,19,0,26,320
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 81","Vassan",38,3,48,34,112,2,237,391
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 82","Vassan",25,4,48,39,78,3,197,334
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 83A","Sullivan",15,4,34,38,78,0,169,314
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 83B","Sullivan",19,1,39,55,57,4,175,325
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 84A","Sullivan",26,3,44,42,78,6,199,356
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 84B","Sullivan",35,2,45,51,114,1,248,431
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 85A","Sullivan",39,1,27,59,76,4,206,331
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 85B","Sullivan",21,4,19,35,68,3,150,293
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 86","Sullivan",22,5,33,58,88,2,208,433
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 87","Val-d'Or",34,1,28,34,58,3,158,298
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 88","Val-d'Or",30,2,49,64,103,5,253,481
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 89A","Val-d'Or",35,1,32,41,90,0,199,331
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 89B","Val-d'Or",28,1,30,57,75,0,191,324
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 90","Val-d'Or",23,2,46,65,96,6,238,500
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 91","Val-Senneville",30,0,28,48,89,1,196,370
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 92","Val-Senneville",16,6,26,54,107,6,215,398
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 93A","Val-Senneville",35,1,29,38,96,3,202,373
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 93B","Val-Senneville",26,6,28,47,98,2,207,376
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 94","Val-d'Or",20,8,29,44,130,10,241,464
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 95","Val-d'Or",17,3,25,35,73,6,159,378
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 96","Val-d'Or",28,5,39,71,78,2,223,402
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 97","Val-d'Or",12,0,52,35,98,2,199,386
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 98","Val-d'Or",10,1,33,26,68,1,139,369
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 99","Val-d'Or",16,6,40,41,111,5,219,508
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 100","Val-d'Or",13,1,26,20,48,2,110,384
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 101","Val-d'Or",11,4,27,19,51,7,119,323
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 102","Val-d'Or",9,1,23,39,54,7,133,333
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 103","Val-d'Or",14,1,42,47,84,2,190,384
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 104","Val-d'Or",25,2,25,42,92,7,193,337
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 105","Val-d'Or",18,3,25,34,83,2,165,357
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 106","Val-d'Or",33,7,24,67,91,0,222,406
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 107","Val-d'Or",24,2,31,26,93,0,176,363
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 108","Val-d'Or",10,0,34,44,71,2,161,324
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 109","Val-d'Or",17,1,28,40,58,1,145,383
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 110","Val-d'Or",31,4,20,30,76,1,162,288
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 111","Val-d'Or",17,4,45,57,96,3,222,412
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 112","Val-d'Or",16,4,45,52,120,5,242,465
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 113","Val-d'Or",15,4,39,49,106,6,219,396
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 114","Val-d'Or",34,2,27,56,81,3,203,357
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 115","Val-d'Or",18,1,41,38,92,2,192,294
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 116","Val-d'Or",10,1,27,44,91,5,178,313
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 117","Sullivan",30,3,31,43,89,6,202,347
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 118","Sullivan",5,4,21,23,46,5,104,231
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 119","Val-d'Or",21,5,38,41,94,8,207,327
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 120","Val-d'Or",20,6,29,49,67,1,172,351
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 121","Val-d'Or",22,2,49,55,97,4,229,537
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 122","Val-d'Or",9,1,11,21,42,1,85,176
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 123","Val-d'Or",22,4,32,64,87,4,213,350
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 124","Val-d'Or",20,2,44,48,83,2,199,339
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 125","Val-d'Or",11,3,25,39,66,3,147,271
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 126","Val-d'Or",24,1,48,48,96,3,220,488
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 127","Val-d'Or",20,5,37,50,108,5,225,424
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 128","Val-d'Or",25,2,17,58,74,3,179,327
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 129","Val-d'Or",21,2,32,33,118,0,206,376
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 130","Val-d'Or",16,3,40,64,98,2,223,438
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 131","Val-d'Or",23,3,44,63,126,10,269,426
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 132","Val-d'Or",20,3,26,40,71,0,160,359
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 133","Val-d'Or",35,2,44,64,130,5,280,494
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 134","Val-d'Or",27,1,30,38,73,3,172,309
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 135A","Val-d'Or",20,2,19,54,59,1,155,272
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 135B","Val-d'Or",19,1,25,37,77,1,160,288
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 136A","Dubuisson",12,4,25,41,55,4,141,250
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 136B","Dubuisson",17,2,50,38,74,5,186,322
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 137","Dubuisson",10,4,28,25,37,4,108,199
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 138A","Dubuisson",26,3,38,56,71,0,194,354
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 138B","Dubuisson",20,3,33,58,82,0,196,350
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 139","Val-d'Or",31,3,45,56,97,9,241,426
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 140","Val-d'Or",27,3,37,52,91,4,214,338
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 141","Rivière-Héva",21,3,64,51,128,3,270,483
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 142","Rivière-Héva",11,5,51,52,122,10,251,482
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 143","Malartic",16,1,47,53,116,4,237,518
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 144A","Malartic",11,1,26,21,45,2,106,314
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 144B","Malartic",8,3,39,20,62,1,133,318
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 145","Malartic",19,1,45,35,64,3,167,389
24046,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 146","Malartic",11,6,34,18,45,7,121,312
