Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lois Boone,Jeremy Coté,Hilary Crowley,Ben Levine,Bob Zimmer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59022,"Prince George--Peace River/Prince George--Peace River"," 20","Mackenzie",45,1,6,10,58,1,121,268
59022,"Prince George--Peace River/Prince George--Peace River"," 21","Mackenzie",42,0,13,11,79,0,145,304
59022,"Prince George--Peace River/Prince George--Peace River"," 22","Mackenzie",43,0,11,7,61,2,124,270
59022,"Prince George--Peace River/Prince George--Peace River"," 23","Mackenzie",41,0,3,2,52,1,99,211
59022,"Prince George--Peace River/Prince George--Peace River"," 24","McLeod Lake",20,0,16,4,26,0,66,127
59022,"Prince George--Peace River/Prince George--Peace River"," 25","Pink Mountain",6,1,2,0,36,0,45,84
59022,"Prince George--Peace River/Prince George--Peace River"," 26","Upper Halfway",7,0,1,1,20,0,29,91
59022,"Prince George--Peace River/Prince George--Peace River"," 27","Wonowon",3,2,0,2,43,0,50,103
59022,"Prince George--Peace River/Prince George--Peace River"," 28","Buick",18,0,1,0,83,0,102,211
59022,"Prince George--Peace River/Prince George--Peace River"," 29","Rose Prairie",16,0,9,4,218,3,250,473
59022,"Prince George--Peace River/Prince George--Peace River"," 30","Prespatou",6,0,0,0,97,0,103,201
59022,"Prince George--Peace River/Prince George--Peace River"," 31","Rose Prairie",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 32","Rose Prairie",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 33","Charlie Lake",25,2,13,15,225,0,280,572
59022,"Prince George--Peace River/Prince George--Peace River"," 34","Charlie Lake",40,1,11,6,304,0,362,806
59022,"Prince George--Peace River/Prince George--Peace River"," 34-1","Charlie Lake",22,3,9,9,213,1,257,461
59022,"Prince George--Peace River/Prince George--Peace River"," 35","Charlie Lake",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 36","Charlie Lake",26,1,5,8,150,0,190,358
59022,"Prince George--Peace River/Prince George--Peace River"," 37","Charlie Lake",23,1,8,4,124,0,160,254
59022,"Prince George--Peace River/Prince George--Peace River"," 38","North Pine",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 39","Charlie Lake",24,1,12,5,197,0,239,479
59022,"Prince George--Peace River/Prince George--Peace River"," 40","Charlie Lake",23,6,17,4,179,0,229,457
59022,"Prince George--Peace River/Prince George--Peace River"," 41","Beatton River",22,1,9,3,229,0,264,531
59022,"Prince George--Peace River/Prince George--Peace River"," 42","Fort St. John",27,2,16,2,141,0,188,406
59022,"Prince George--Peace River/Prince George--Peace River"," 43","Baldonnel",34,4,16,8,225,1,288,476
59022,"Prince George--Peace River/Prince George--Peace River"," 44","Taylor",18,1,7,6,101,0,133,333
59022,"Prince George--Peace River/Prince George--Peace River"," 45","Taylor",25,4,11,3,130,0,173,404
59022,"Prince George--Peace River/Prince George--Peace River"," 45-1","Taylor",19,3,8,6,136,0,172,304
59022,"Prince George--Peace River/Prince George--Peace River"," 46","Cecil Lake",17,7,4,7,163,0,198,329
59022,"Prince George--Peace River/Prince George--Peace River"," 47","Flatrock",10,0,4,1,148,0,163,269
59022,"Prince George--Peace River/Prince George--Peace River"," 48","Fort St. John",43,5,17,18,204,0,287,559
59022,"Prince George--Peace River/Prince George--Peace River"," 49","Fort St. John",32,5,6,8,164,0,215,410
59022,"Prince George--Peace River/Prince George--Peace River"," 49-1","Fort St. John",21,0,3,9,116,0,149,349
59022,"Prince George--Peace River/Prince George--Peace River"," 50","Fort St. John",31,2,8,4,189,1,235,503
59022,"Prince George--Peace River/Prince George--Peace River"," 51","Fort St. John",38,2,8,3,127,0,178,438
59022,"Prince George--Peace River/Prince George--Peace River"," 52","Fort St. John",15,0,5,6,82,0,108,258
59022,"Prince George--Peace River/Prince George--Peace River"," 53","Fort St. John",31,5,8,6,158,1,209,479
59022,"Prince George--Peace River/Prince George--Peace River"," 54","Fort St. John",35,1,9,6,123,0,174,376
59022,"Prince George--Peace River/Prince George--Peace River"," 55","Fort St. John",14,1,1,2,62,0,80,212
59022,"Prince George--Peace River/Prince George--Peace River"," 55-1","Fort St. John",39,1,10,12,176,0,238,492
59022,"Prince George--Peace River/Prince George--Peace River"," 55-2","Fort St. John",27,2,6,4,134,0,173,384
59022,"Prince George--Peace River/Prince George--Peace River"," 56","Fort St. John",29,4,10,7,76,0,126,356
59022,"Prince George--Peace River/Prince George--Peace River"," 57","Fort St. John",21,2,6,4,78,1,112,431
59022,"Prince George--Peace River/Prince George--Peace River"," 58","Fort St. John",32,1,6,7,101,1,148,394
59022,"Prince George--Peace River/Prince George--Peace River"," 59","Fort St. John",26,2,8,5,45,0,86,321
59022,"Prince George--Peace River/Prince George--Peace River"," 60","Fort St. John",45,2,5,5,88,0,145,456
59022,"Prince George--Peace River/Prince George--Peace River"," 61","Fort St. John",21,3,5,11,95,0,135,344
59022,"Prince George--Peace River/Prince George--Peace River"," 62","Fort St. John",46,1,9,7,108,0,171,539
59022,"Prince George--Peace River/Prince George--Peace River"," 63","Fort St. John",34,4,7,5,120,0,170,497
59022,"Prince George--Peace River/Prince George--Peace River"," 64","Fort St. John",55,1,14,16,150,0,236,553
59022,"Prince George--Peace River/Prince George--Peace River"," 65","Fort St. John",18,7,5,6,89,0,125,352
59022,"Prince George--Peace River/Prince George--Peace River"," 66","Fort St. John",37,1,10,7,124,0,179,512
59022,"Prince George--Peace River/Prince George--Peace River"," 67","Fort St. John",31,2,7,3,93,0,136,333
59022,"Prince George--Peace River/Prince George--Peace River"," 68","Fort St. John",33,1,7,4,101,0,146,362
59022,"Prince George--Peace River/Prince George--Peace River"," 69","Fort St. John",45,7,10,5,95,0,162,517
59022,"Prince George--Peace River/Prince George--Peace River"," 70","Fort St. John",43,9,14,10,114,0,190,509
59022,"Prince George--Peace River/Prince George--Peace River"," 71","Fort St. John",25,0,6,3,83,0,117,339
59022,"Prince George--Peace River/Prince George--Peace River"," 72","Fort St. John",62,7,27,7,186,1,290,1085
59022,"Prince George--Peace River/Prince George--Peace River"," 73","Chetwynd",37,1,8,7,85,0,138,388
59022,"Prince George--Peace River/Prince George--Peace River"," 74","Hudson's Hope",23,4,15,8,110,2,162,256
59022,"Prince George--Peace River/Prince George--Peace River"," 75","Hudson's Hope",56,9,16,8,199,1,289,501
59022,"Prince George--Peace River/Prince George--Peace River"," 76","Moberly Lake",69,0,16,7,57,0,149,382
59022,"Prince George--Peace River/Prince George--Peace River"," 77","Jackfish Lake",19,1,6,4,62,0,92,205
59022,"Prince George--Peace River/Prince George--Peace River"," 78","Chetwynd",20,3,12,12,105,0,152,320
59022,"Prince George--Peace River/Prince George--Peace River"," 79","Chetwynd",48,0,7,7,158,2,222,476
59022,"Prince George--Peace River/Prince George--Peace River"," 80","Chetwynd",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 81","Chetwynd",48,2,4,9,117,1,181,471
59022,"Prince George--Peace River/Prince George--Peace River"," 82","Chetwynd",50,4,10,6,137,0,207,425
59022,"Prince George--Peace River/Prince George--Peace River"," 83","Chetwynd",33,1,10,9,117,2,172,387
59022,"Prince George--Peace River/Prince George--Peace River"," 83-1","Chetwynd",24,1,4,6,91,0,126,262
59022,"Prince George--Peace River/Prince George--Peace River"," 84","Chetwynd",13,0,1,0,41,0,55,106
59022,"Prince George--Peace River/Prince George--Peace River"," 85","Bear Lake",38,1,15,4,35,2,95,180
59022,"Prince George--Peace River/Prince George--Peace River"," 86","Ness Lake",101,2,24,9,143,0,279,475
59022,"Prince George--Peace River/Prince George--Peace River"," 86-1","Ness Lake",39,3,4,3,78,1,128,293
59022,"Prince George--Peace River/Prince George--Peace River"," 87","Nukko Lake",54,0,16,10,107,0,187,420
59022,"Prince George--Peace River/Prince George--Peace River"," 88","Nukko Lake",64,3,20,13,131,0,231,551
59022,"Prince George--Peace River/Prince George--Peace River"," 88-1","Nukko Lake",27,3,10,11,84,0,135,265
59022,"Prince George--Peace River/Prince George--Peace River"," 89","Salmon Valley",58,1,15,11,148,0,233,423
59022,"Prince George--Peace River/Prince George--Peace River"," 90","Giscombe",81,2,15,6,89,0,193,311
59022,"Prince George--Peace River/Prince George--Peace River"," 91","Ferndale",43,2,12,8,99,0,164,295
59022,"Prince George--Peace River/Prince George--Peace River"," 92","Shelley",63,3,12,12,113,0,203,465
59022,"Prince George--Peace River/Prince George--Peace River"," 93","Blackburn",45,2,21,9,100,0,177,381
59022,"Prince George--Peace River/Prince George--Peace River"," 94","Bonnet Hill",89,2,14,14,109,2,230,419
59022,"Prince George--Peace River/Prince George--Peace River"," 95","Bonnet Hill",32,0,9,7,79,0,127,243
59022,"Prince George--Peace River/Prince George--Peace River"," 96","Tabor Lake",87,1,21,22,126,1,258,509
59022,"Prince George--Peace River/Prince George--Peace River"," 97","Pineview",58,1,14,9,148,0,230,444
59022,"Prince George--Peace River/Prince George--Peace River"," 98","Pineview",57,0,8,5,105,0,175,341
59022,"Prince George--Peace River/Prince George--Peace River"," 99","Pineview",54,1,15,17,157,2,246,506
59022,"Prince George--Peace River/Prince George--Peace River"," 100","Pineview",51,4,12,5,91,0,163,321
59022,"Prince George--Peace River/Prince George--Peace River"," 101","Buckhorn",32,2,11,6,105,0,156,275
59022,"Prince George--Peace River/Prince George--Peace River"," 102","Buckhorn",52,0,13,12,99,0,176,314
59022,"Prince George--Peace River/Prince George--Peace River"," 103","Buckhorn",47,1,6,4,61,0,119,204
59022,"Prince George--Peace River/Prince George--Peace River"," 104","Buckhorn",57,0,21,4,110,0,192,328
59022,"Prince George--Peace River/Prince George--Peace River"," 105","Upper Fraser",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 106A","Dome Creek",Merged with No. 90/Fusionné avec le nº 90,,,,,,,16
59022,"Prince George--Peace River/Prince George--Peace River"," 106B","Dome Creek",10,0,7,2,7,0,26,46
59022,"Prince George--Peace River/Prince George--Peace River"," 107","Prince George",62,2,16,11,149,0,240,532
59022,"Prince George--Peace River/Prince George--Peace River"," 108","Prince George",100,1,16,18,109,1,245,557
59022,"Prince George--Peace River/Prince George--Peace River"," 109","Prince George",41,0,4,13,91,0,149,393
59022,"Prince George--Peace River/Prince George--Peace River"," 110","Prince George",70,4,6,6,104,0,190,440
59022,"Prince George--Peace River/Prince George--Peace River"," 111","Prince George",82,3,15,8,125,1,234,525
59022,"Prince George--Peace River/Prince George--Peace River"," 112","Prince George",83,2,5,12,101,0,203,443
59022,"Prince George--Peace River/Prince George--Peace River"," 113","Prince George",49,1,16,16,173,1,256,462
59022,"Prince George--Peace River/Prince George--Peace River"," 114","Prince George",69,1,18,20,155,1,264,458
59022,"Prince George--Peace River/Prince George--Peace River"," 115","Prince George",50,1,6,3,38,0,98,298
59022,"Prince George--Peace River/Prince George--Peace River"," 116","Prince George",85,0,22,15,170,0,292,471
59022,"Prince George--Peace River/Prince George--Peace River"," 117","Prince George",66,0,9,21,124,0,220,347
59022,"Prince George--Peace River/Prince George--Peace River"," 118","Prince George",76,4,17,15,143,0,255,501
59022,"Prince George--Peace River/Prince George--Peace River"," 118-1","Prince George",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 119","Prince George",72,0,8,18,106,0,204,380
59022,"Prince George--Peace River/Prince George--Peace River"," 119-1","Prince George",72,3,13,19,164,0,271,478
59022,"Prince George--Peace River/Prince George--Peace River"," 120","Prince George",90,2,7,11,105,0,215,475
59022,"Prince George--Peace River/Prince George--Peace River"," 121","Prince George",51,1,4,5,65,2,128,336
59022,"Prince George--Peace River/Prince George--Peace River"," 122","Prince George",51,2,5,16,86,0,160,353
59022,"Prince George--Peace River/Prince George--Peace River"," 122-1","Prince George",75,3,9,20,103,0,210,411
59022,"Prince George--Peace River/Prince George--Peace River"," 123","Prince George",72,0,19,11,117,2,221,484
59022,"Prince George--Peace River/Prince George--Peace River"," 124","Prince George",69,3,6,8,95,0,181,314
59022,"Prince George--Peace River/Prince George--Peace River"," 125","Prince George",53,2,10,14,112,3,194,321
59022,"Prince George--Peace River/Prince George--Peace River"," 126","Prince George",81,2,17,16,165,0,281,499
59022,"Prince George--Peace River/Prince George--Peace River"," 127","Prince George",35,1,9,8,53,1,107,308
59022,"Prince George--Peace River/Prince George--Peace River"," 127-1","Prince George",87,2,16,14,117,1,237,543
59022,"Prince George--Peace River/Prince George--Peace River"," 128","Prince George",88,3,17,8,98,1,215,493
59022,"Prince George--Peace River/Prince George--Peace River"," 129","Prince George",62,1,6,16,109,1,195,480
59022,"Prince George--Peace River/Prince George--Peace River"," 130","Prince George",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 131","Prince George",69,0,5,5,75,0,154,334
59022,"Prince George--Peace River/Prince George--Peace River"," 132","Prince George",43,2,8,9,53,0,115,269
59022,"Prince George--Peace River/Prince George--Peace River"," 133","Prince George",69,1,14,14,96,1,195,410
59022,"Prince George--Peace River/Prince George--Peace River"," 134","Prince George",57,1,16,8,58,1,141,351
59022,"Prince George--Peace River/Prince George--Peace River"," 135","Prince George",84,4,22,10,73,3,196,515
59022,"Prince George--Peace River/Prince George--Peace River"," 136","Prince George",93,0,10,13,77,1,194,485
59022,"Prince George--Peace River/Prince George--Peace River"," 137","Prince George",60,2,15,7,50,0,134,334
59022,"Prince George--Peace River/Prince George--Peace River"," 138","Prince George",89,0,12,9,46,0,156,421
59022,"Prince George--Peace River/Prince George--Peace River"," 139","Prince George",74,0,14,13,60,2,163,380
59022,"Prince George--Peace River/Prince George--Peace River"," 140","Prince George",58,1,15,18,57,1,150,329
59022,"Prince George--Peace River/Prince George--Peace River"," 141","Prince George",70,1,22,8,71,3,175,399
59022,"Prince George--Peace River/Prince George--Peace River"," 142","Prince George",64,3,14,13,76,0,170,378
59022,"Prince George--Peace River/Prince George--Peace River"," 143","Prince George",75,0,10,12,56,1,154,350
59022,"Prince George--Peace River/Prince George--Peace River"," 144","Prince George",50,2,20,12,61,0,145,310
59022,"Prince George--Peace River/Prince George--Peace River"," 145","Prince George",59,2,6,13,41,0,121,279
59022,"Prince George--Peace River/Prince George--Peace River"," 146","Prince George",109,5,24,30,66,2,236,642
59022,"Prince George--Peace River/Prince George--Peace River"," 147","Prince George",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 148","Sunset Prairie",17,1,3,5,57,0,83,145
59022,"Prince George--Peace River/Prince George--Peace River"," 149","Tower Lake",8,0,5,2,70,1,86,203
59022,"Prince George--Peace River/Prince George--Peace River"," 150","Doe River",9,2,4,3,72,0,90,198
59022,"Prince George--Peace River/Prince George--Peace River"," 151","Rolla",35,1,10,4,108,1,159,215
59022,"Prince George--Peace River/Prince George--Peace River"," 152","Farmington",34,2,9,5,129,0,179,315
59022,"Prince George--Peace River/Prince George--Peace River"," 153","Bessborough",39,3,8,9,106,0,165,356
59022,"Prince George--Peace River/Prince George--Peace River"," 154","Sunset Prairie",15,0,3,1,49,0,68,147
59022,"Prince George--Peace River/Prince George--Peace River"," 155","Sunset Prairie",20,2,4,0,71,0,97,178
59022,"Prince George--Peace River/Prince George--Peace River"," 156","Fellers Heights",28,0,12,8,88,0,136,264
59022,"Prince George--Peace River/Prince George--Peace River"," 157","Dawson Creek",55,3,12,7,144,2,223,505
59022,"Prince George--Peace River/Prince George--Peace River"," 158","Dawson Creek",23,1,9,1,113,0,147,283
59022,"Prince George--Peace River/Prince George--Peace River"," 159","Dawson Creek",24,0,2,7,104,1,138,259
59022,"Prince George--Peace River/Prince George--Peace River"," 160","Pouce Coupe",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 161","Pouce Coupe",43,3,15,9,194,0,264,600
59022,"Prince George--Peace River/Prince George--Peace River"," 162","Pouce Coupe",46,2,10,7,135,1,201,369
59022,"Prince George--Peace River/Prince George--Peace River"," 163","Tomslake",40,0,5,4,46,0,95,163
59022,"Prince George--Peace River/Prince George--Peace River"," 164","Tupper",16,0,8,4,71,0,99,165
59022,"Prince George--Peace River/Prince George--Peace River"," 165","Fellers Heights",7,0,3,4,88,0,102,132
59022,"Prince George--Peace River/Prince George--Peace River"," 166","Tumbler Ridge",19,2,7,2,63,0,93,321
59022,"Prince George--Peace River/Prince George--Peace River"," 167","Tumbler Ridge",61,1,9,7,124,0,202,410
59022,"Prince George--Peace River/Prince George--Peace River"," 168","Tumbler Ridge",36,1,7,8,74,0,126,268
59022,"Prince George--Peace River/Prince George--Peace River"," 169","Tumbler Ridge",19,0,3,13,75,1,111,230
59022,"Prince George--Peace River/Prince George--Peace River"," 170","Tumbler Ridge",20,0,7,7,94,2,130,268
59022,"Prince George--Peace River/Prince George--Peace River"," 171","Tumbler Ridge",23,1,9,4,65,0,102,226
59022,"Prince George--Peace River/Prince George--Peace River"," 172","Kelly Lake",19,0,0,9,4,0,32,57
59022,"Prince George--Peace River/Prince George--Peace River"," 173","Dawson Creek",69,4,12,20,207,0,312,605
59022,"Prince George--Peace River/Prince George--Peace River"," 174","Dawson Creek",37,0,16,7,81,0,141,443
59022,"Prince George--Peace River/Prince George--Peace River"," 175","Dawson Creek",45,3,9,7,92,1,157,369
59022,"Prince George--Peace River/Prince George--Peace River"," 176","Dawson Creek",51,3,12,19,126,0,211,509
59022,"Prince George--Peace River/Prince George--Peace River"," 177","Dawson Creek",36,1,15,5,105,0,162,355
59022,"Prince George--Peace River/Prince George--Peace River"," 178","Dawson Creek",32,2,4,9,148,0,195,432
59022,"Prince George--Peace River/Prince George--Peace River"," 179","Dawson Creek",44,2,13,17,130,0,206,510
59022,"Prince George--Peace River/Prince George--Peace River"," 180","Dawson Creek",31,2,6,7,66,0,112,382
59022,"Prince George--Peace River/Prince George--Peace River"," 181","Dawson Creek",22,2,11,7,48,0,90,308
59022,"Prince George--Peace River/Prince George--Peace River"," 182","Dawson Creek",54,4,11,13,118,0,200,573
59022,"Prince George--Peace River/Prince George--Peace River"," 183","Dawson Creek",54,2,10,14,132,1,213,527
59022,"Prince George--Peace River/Prince George--Peace River"," 184","Dawson Creek",38,0,12,6,93,2,151,348
59022,"Prince George--Peace River/Prince George--Peace River"," 185","Dawson Creek",50,1,3,8,100,0,162,368
59022,"Prince George--Peace River/Prince George--Peace River"," 186","Dawson Creek",41,2,14,5,105,0,167,499
59022,"Prince George--Peace River/Prince George--Peace River"," 187","Dawson Creek",39,3,9,12,94,0,157,343
59022,"Prince George--Peace River/Prince George--Peace River"," 188","Dawson Creek",44,2,14,7,73,0,140,485
59022,"Prince George--Peace River/Prince George--Peace River"," 189","Dawson Creek",38,2,13,7,52,1,113,347
59022,"Prince George--Peace River/Prince George--Peace River"," 190","Dawson Creek",39,0,12,7,119,1,178,486
59022,"Prince George--Peace River/Prince George--Peace River"," 191","Dome Creek",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 192","McBride",78,1,17,12,150,5,263,464
59022,"Prince George--Peace River/Prince George--Peace River"," 193","McBride",Void/Supprimé,,,,,,,
59022,"Prince George--Peace River/Prince George--Peace River"," 194","McBride",72,2,7,8,89,0,178,333
59022,"Prince George--Peace River/Prince George--Peace River"," 195","McBride",27,0,4,3,58,0,92,145
59022,"Prince George--Peace River/Prince George--Peace River"," 196","Dunster",35,0,25,3,47,0,110,177
59022,"Prince George--Peace River/Prince George--Peace River"," 500","Mobile poll/Bureau itinérant",14,0,0,1,35,1,51,75
59022,"Prince George--Peace River/Prince George--Peace River"," 501","Mobile poll/Bureau itinérant",11,0,0,6,75,0,92,152
59022,"Prince George--Peace River/Prince George--Peace River"," 502","Mobile poll/Bureau itinérant",12,0,5,1,76,2,96,147
59022,"Prince George--Peace River/Prince George--Peace River"," 503","Mobile poll/Bureau itinérant",16,0,2,9,42,3,72,128
59022,"Prince George--Peace River/Prince George--Peace River"," 504","Mobile poll/Bureau itinérant",70,0,9,14,44,2,139,189
59022,"Prince George--Peace River/Prince George--Peace River"," 505","Mobile poll/Bureau itinérant",16,0,5,8,15,0,44,165
59022,"Prince George--Peace River/Prince George--Peace River"," 600","Fort Nelson",51,3,6,14,135,0,209,
59022,"Prince George--Peace River/Prince George--Peace River"," 601","Mackenzie",61,1,9,12,121,1,205,
59022,"Prince George--Peace River/Prince George--Peace River"," 602","Charlie Lake",24,4,6,13,256,1,304,
59022,"Prince George--Peace River/Prince George--Peace River"," 603","Taylor--Fort St. John",26,1,11,14,276,0,328,
59022,"Prince George--Peace River/Prince George--Peace River"," 604","Fort St. John",63,4,22,22,280,2,393,
59022,"Prince George--Peace River/Prince George--Peace River"," 605","Fort St. John",63,4,13,28,272,2,382,
59022,"Prince George--Peace River/Prince George--Peace River"," 606","Chetwynd",39,1,3,8,112,0,163,
59022,"Prince George--Peace River/Prince George--Peace River"," 607","Nukko Lake",138,1,21,21,238,1,420,
59022,"Prince George--Peace River/Prince George--Peace River"," 608","Pineview",69,1,17,12,181,1,281,
59022,"Prince George--Peace River/Prince George--Peace River"," 609","Prince George",109,2,17,17,202,0,347,
59022,"Prince George--Peace River/Prince George--Peace River"," 610","Prince George",132,3,26,23,228,0,412,
59022,"Prince George--Peace River/Prince George--Peace River"," 611","Prince George",157,5,39,38,174,0,413,
59022,"Prince George--Peace River/Prince George--Peace River"," 612","Dawson Creek",58,0,29,15,203,0,305,
59022,"Prince George--Peace River/Prince George--Peace River"," 613","Pouce Coupe",10,0,6,0,43,0,59,
59022,"Prince George--Peace River/Prince George--Peace River"," 614","Tumbler Ridge",29,0,8,6,87,1,131,
59022,"Prince George--Peace River/Prince George--Peace River"," 615","Dawson Creek",66,6,12,20,194,0,298,
59022,"Prince George--Peace River/Prince George--Peace River"," 616","Dawson Creek",51,0,17,25,220,0,313,
59022,"Prince George--Peace River/Prince George--Peace River"," 617","McBride",33,2,14,6,52,0,107,
59022,"Prince George--Peace River/Prince George--Peace River",,Group 1/Groupe 1,27,2,9,31,35,10,114,188
59022,"Prince George--Peace River/Prince George--Peace River",,Group 2/Groupe 2,166,9,64,65,514,10,828,
