Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Troy DeSouza,Randall C. Garrison,Louis James Lesosky,Christopher Robert Porter,Shaunna Salsman,Lillian Szpak,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 58","Langford",165,119,0,1,20,30,0,335,634
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 59","Willis Point",91,85,0,0,25,25,0,226,361
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 60","Saanich",134,148,1,0,53,37,0,373,564
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 61","Elk Lake",103,100,2,2,37,16,1,261,434
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 62","Prospect Lake",134,123,1,0,43,55,0,356,554
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 63","Prospect Lake",133,105,1,0,58,40,0,337,553
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 64","Beaver Lake",124,100,0,0,29,20,0,273,459
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 65","Beaver Lake",105,100,3,0,44,36,0,288,450
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 66","View Royal",81,35,0,1,9,12,0,138,236
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 66-1","View Royal",92,81,0,0,8,22,1,204,341
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 67","View Royal",111,106,0,1,7,24,0,249,435
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 68","Saanich",122,120,0,2,34,40,0,318,498
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 69","Saanich",114,74,0,1,30,20,0,239,394
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 70","Saanich",138,91,0,3,45,27,0,304,472
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 70-1","Saanich",65,53,0,1,33,27,0,179,307
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 71","Saanich",155,111,2,0,21,50,1,340,710
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 72","Saanich",70,51,2,0,8,21,0,152,268
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 73","Saanich",112,88,0,0,28,23,1,252,409
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 74","Saanich",117,142,0,1,39,35,0,334,540
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 75","Saanich",84,101,1,0,26,18,0,230,396
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 76","Saanich",129,116,1,0,25,24,0,295,428
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 77","Saanich",90,128,0,0,24,25,0,267,469
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 78","Saanich",155,133,0,1,38,22,1,350,604
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 79","Saanich",119,120,0,1,28,19,0,287,489
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 80","Saanich",62,55,2,0,17,23,0,159,245
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 81","Saanich",105,90,0,0,23,18,1,237,384
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 82","Saanich",115,129,0,3,40,29,0,316,534
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 83","Saanich",137,109,1,0,28,27,0,302,499
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 84","Saanich",88,61,0,0,13,24,0,186,365
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 85","Saanich",129,121,0,0,35,19,0,304,494
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 86","Saanich",115,114,1,0,45,26,3,304,437
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 87","Saanich",127,87,2,0,25,34,2,277,557
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 88","Saanich",86,127,1,0,31,24,0,269,419
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 89","Saanich",72,82,0,0,16,13,1,184,313
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 90","View Royal",67,70,2,0,18,14,1,172,389
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 91","Saanich",82,98,0,1,26,18,5,230,412
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 92","Saanich",162,143,2,1,32,21,0,361,581
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 93","View Royal",124,105,0,0,21,31,0,281,555
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 93-1","View Royal",85,81,0,0,14,18,0,198,328
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 94","View Royal",78,76,0,3,15,14,1,187,315
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 95","View Royal",94,76,0,1,21,17,0,209,343
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 96","View Royal",149,135,2,0,26,36,0,348,663
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 97","View Royal",126,104,1,0,21,35,0,287,511
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 98","View Royal",95,150,0,0,25,20,0,290,571
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 99","View Royal",67,105,0,0,14,41,0,227,340
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 100","View Royal",55,88,1,0,17,17,0,178,289
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 101","View Royal",153,126,0,1,21,23,0,324,550
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 102","View Royal",79,110,1,0,14,32,0,236,469
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 103","View Royal",60,114,0,0,11,11,1,197,317
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 104","View Royal",119,100,0,0,17,41,0,277,459
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 105","View Royal",46,63,0,0,7,7,0,123,223
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 106","New Songhees 1A",47,138,0,0,21,15,1,222,493
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 107","New Songhees 1A",61,97,1,0,11,6,0,176,379
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 107-1","New Songhees 1A",56,98,0,0,12,9,3,178,350
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 108","Saanich",72,160,4,1,34,18,2,291,497
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 109","Saanich",86,72,0,0,24,19,1,202,329
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 110","Saanich",113,112,1,0,12,29,0,267,411
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 110-1","Saanich",86,60,1,0,11,22,0,180,295
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 111","Saanich",72,129,0,1,35,27,0,264,451
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 112","Saanich",82,121,1,0,32,28,0,264,449
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 113","Saanich",60,96,2,0,29,4,0,191,325
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 114","Saanich",77,110,0,1,38,21,2,249,466
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 115","Saanich",96,117,0,2,32,23,0,270,386
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 116","Saanich",50,108,1,0,25,34,0,218,381
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 117","Saanich",71,122,2,1,30,22,4,252,402
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 118","Saanich",73,107,1,0,22,13,0,216,374
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 119","Saanich",57,131,2,1,29,15,0,235,441
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 120","Saanich",99,102,0,0,27,27,2,257,418
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 121","Tillicum",60,134,1,0,19,18,0,232,342
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 122","Tillicum",68,85,2,1,11,21,0,188,306
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 123","Saanich",60,138,1,2,28,15,2,246,471
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 124","Saanich",95,146,1,0,32,27,1,302,486
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 125","Saanich",56,159,1,1,22,14,0,253,407
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 126","Tillicum",42,107,1,0,29,21,0,200,353
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 127","Tillicum",57,106,0,0,25,11,0,199,365
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 128","Saanich",73,127,0,0,17,15,0,232,412
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 129","Saanich",77,120,1,0,20,18,0,236,402
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 130","Saanich",79,143,2,0,29,32,0,285,511
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 131","Saanich",56,122,1,3,13,15,0,210,390
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 132","Saanich",52,120,2,0,22,24,3,223,436
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 133","Saanich",64,95,1,0,22,15,0,197,360
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 134","Tillicum",80,158,0,1,39,22,0,300,438
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 135","Saanich",63,158,1,1,28,23,0,274,482
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 136","Saanich",25,73,2,0,20,5,0,125,225
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 137","Saanich",54,116,0,1,27,3,1,202,349
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 138","Saanich",53,109,3,1,45,13,0,224,414
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 139","Colwood",134,103,1,0,23,27,0,288,540
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 140","Colwood",83,89,0,0,22,13,1,208,445
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 141","Colwood",68,40,1,0,9,9,0,127,347
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 142","Colwood",79,40,0,1,8,25,0,153,312
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 143","Colwood",86,63,0,2,7,24,0,182,319
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 144","Colwood",89,121,3,2,22,18,0,255,460
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 145","Colwood",73,74,1,1,20,9,0,178,318
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 146","Colwood",88,84,2,1,16,22,0,213,382
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 147","Colwood",109,100,0,0,12,21,0,242,455
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 148","Colwood",32,52,0,0,12,19,0,115,262
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 149","Colwood",82,76,0,2,9,9,0,178,328
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 150","Colwood",139,101,1,0,12,16,0,269,560
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 151","Colwood",56,66,2,1,8,12,1,146,321
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 152","Colwood",76,83,2,0,20,10,0,191,414
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 153","Colwood",101,76,1,0,9,13,1,201,379
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 154","Colwood",126,89,2,2,18,20,1,258,474
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 155","Colwood",106,92,0,1,5,35,0,239,459
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 156","Colwood",84,24,0,0,13,12,0,133,320
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 157","Colwood",139,73,0,0,8,17,1,238,480
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 158","Colwood",98,95,0,0,12,30,0,235,462
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 159","Colwood",80,71,1,0,8,9,0,169,364
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 160","Colwood",93,122,1,0,6,24,0,246,483
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 161","Colwood",123,62,1,0,17,12,1,216,425
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 162","Colwood",131,88,0,1,16,37,0,273,539
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 163","Colwood",177,98,1,0,23,41,0,340,673
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 163-1","Colwood",108,78,1,0,10,23,0,220,441
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 163-2","Colwood",144,97,0,0,23,33,0,297,574
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 164","Tillicum",80,111,0,0,12,23,1,227,408
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 165","Esquimalt",114,135,0,0,30,32,1,312,623
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 166","Esquimalt",85,146,0,0,31,20,1,283,528
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 167","Esquimalt",85,129,3,3,26,27,0,273,446
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 168","Esquimalt",80,68,0,0,17,23,0,188,380
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 169","Esquimalt",63,79,1,0,5,21,0,169,338
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 170","Esquimalt",23,62,0,0,17,17,0,119,224
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 171","Esquimalt",69,149,1,0,21,40,0,280,505
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 172","Esquimalt",51,155,0,0,21,27,0,254,477
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 173","Esquimalt",47,102,0,0,20,14,0,183,369
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 174","Esquimalt",44,96,1,1,20,12,0,174,336
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 175","Esquimalt",48,95,0,1,16,18,0,178,428
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 176","Esquimalt",73,105,1,0,20,13,0,212,345
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 177","Esquimalt",59,127,0,1,18,20,0,225,418
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 178","Esquimalt",25,78,0,0,16,12,0,131,266
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 179","Esquimalt",37,74,0,0,22,9,1,143,296
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 180","Esquimalt",58,128,0,1,15,12,0,214,518
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 181","Esquimalt",40,48,0,0,6,12,0,106,295
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 182","Esquimalt",22,53,0,2,8,0,3,88,200
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 183","Esquimalt",33,87,0,0,19,10,0,149,312
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 184","Esquimalt",27,58,0,0,6,9,0,100,234
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 185","Esquimalt",21,51,0,0,10,11,1,94,219
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 186","Esquimalt",75,128,0,1,29,17,1,251,501
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 187","Esquimalt",52,95,2,0,19,20,0,188,389
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 188","Esquimalt",59,148,0,1,18,13,0,239,403
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 189","Esquimalt",26,68,2,0,13,8,0,117,263
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 190","Esquimalt",69,102,0,0,13,27,1,212,423
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 191","Esquimalt",61,139,3,0,31,31,0,265,467
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 192","Esquimalt",50,66,0,0,7,13,0,136,268
