Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lewis Clarke Dahlby,George Gidora,Ronald Leung,Ken Low,Adrianne Merlo,Brian Sproule,Kennedy Stewart,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59002,"Burnaby--Douglas/Burnaby--Douglas"," 18","Burnaby",1,1,108,18,4,0,86,0,218,433
59002,"Burnaby--Douglas/Burnaby--Douglas"," 19","Burnaby",7,2,125,20,9,1,83,0,247,486
59002,"Burnaby--Douglas/Burnaby--Douglas"," 20","Burnaby",2,3,114,45,8,3,87,0,262,554
59002,"Burnaby--Douglas/Burnaby--Douglas"," 21","Burnaby",1,0,112,27,17,0,133,0,290,467
59002,"Burnaby--Douglas/Burnaby--Douglas"," 22","Burnaby",2,0,82,27,11,0,105,0,227,388
59002,"Burnaby--Douglas/Burnaby--Douglas"," 23","Burnaby",2,0,78,29,12,0,119,0,240,392
59002,"Burnaby--Douglas/Burnaby--Douglas"," 24","Burnaby",1,1,96,25,11,0,142,2,278,440
59002,"Burnaby--Douglas/Burnaby--Douglas"," 25","Burnaby",3,1,72,15,4,0,112,1,208,413
59002,"Burnaby--Douglas/Burnaby--Douglas"," 26","Burnaby",2,1,100,12,7,1,90,1,214,403
59002,"Burnaby--Douglas/Burnaby--Douglas"," 27","Burnaby",2,1,75,22,7,0,82,1,190,319
59002,"Burnaby--Douglas/Burnaby--Douglas"," 27-1","Burnaby",0,2,58,7,3,0,47,2,119,276
59002,"Burnaby--Douglas/Burnaby--Douglas"," 28","Burnaby",0,0,66,15,5,0,64,0,150,274
59002,"Burnaby--Douglas/Burnaby--Douglas"," 29","Burnaby",0,1,57,16,5,0,49,0,128,259
59002,"Burnaby--Douglas/Burnaby--Douglas"," 30","Burnaby",2,1,121,20,6,1,91,1,243,483
59002,"Burnaby--Douglas/Burnaby--Douglas"," 31","Burnaby",3,2,105,21,11,1,142,4,289,468
59002,"Burnaby--Douglas/Burnaby--Douglas"," 32","Burnaby",3,0,63,23,11,0,125,0,225,450
59002,"Burnaby--Douglas/Burnaby--Douglas"," 33","Burnaby",0,1,68,14,8,0,66,2,159,316
59002,"Burnaby--Douglas/Burnaby--Douglas"," 34","Burnaby",0,2,77,18,3,2,85,0,187,393
59002,"Burnaby--Douglas/Burnaby--Douglas"," 35","Burnaby",2,2,79,20,12,0,126,0,241,462
59002,"Burnaby--Douglas/Burnaby--Douglas"," 36","Burnaby",0,1,134,36,12,1,99,1,284,582
59002,"Burnaby--Douglas/Burnaby--Douglas"," 37","Burnaby",1,0,83,18,13,0,115,0,230,390
59002,"Burnaby--Douglas/Burnaby--Douglas"," 38","Burnaby",0,0,71,15,7,1,124,0,218,418
59002,"Burnaby--Douglas/Burnaby--Douglas"," 39","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 40","Burnaby",3,0,97,33,8,0,57,0,198,415
59002,"Burnaby--Douglas/Burnaby--Douglas"," 40-1","Burnaby",5,1,147,34,7,0,84,0,278,569
59002,"Burnaby--Douglas/Burnaby--Douglas"," 41","Burnaby",1,2,95,20,13,0,95,2,228,408
59002,"Burnaby--Douglas/Burnaby--Douglas"," 42","Burnaby",4,1,120,29,9,1,116,1,281,513
59002,"Burnaby--Douglas/Burnaby--Douglas"," 43","Burnaby",4,0,110,25,7,1,96,0,243,469
59002,"Burnaby--Douglas/Burnaby--Douglas"," 44","Burnaby",2,0,89,18,6,0,70,0,185,326
59002,"Burnaby--Douglas/Burnaby--Douglas"," 45","Burnaby",0,0,114,21,4,0,61,2,202,358
59002,"Burnaby--Douglas/Burnaby--Douglas"," 46","Burnaby",1,0,117,29,7,0,125,1,280,502
59002,"Burnaby--Douglas/Burnaby--Douglas"," 47","Burnaby",1,1,69,17,1,0,69,1,159,328
59002,"Burnaby--Douglas/Burnaby--Douglas"," 48","Burnaby",2,0,100,25,5,0,86,1,219,369
59002,"Burnaby--Douglas/Burnaby--Douglas"," 49","Burnaby",Merged with No. 50/Fusionné avec le nº 50,,,,,,,,,97
59002,"Burnaby--Douglas/Burnaby--Douglas"," 49-1A","Burnaby",1,0,74,31,3,0,80,3,192,386
59002,"Burnaby--Douglas/Burnaby--Douglas"," 49-1B","Burnaby",1,0,72,11,4,0,63,0,151,257
59002,"Burnaby--Douglas/Burnaby--Douglas"," 50","Burnaby",1,2,60,18,7,0,70,1,159,231
59002,"Burnaby--Douglas/Burnaby--Douglas"," 50-1A","Burnaby",2,0,44,27,5,0,52,0,130,326
59002,"Burnaby--Douglas/Burnaby--Douglas"," 50-1B","Burnaby",1,0,37,19,10,0,36,0,103,264
59002,"Burnaby--Douglas/Burnaby--Douglas"," 50-2","Burnaby",2,0,97,31,8,0,71,0,209,564
59002,"Burnaby--Douglas/Burnaby--Douglas"," 50-3","Burnaby",0,0,26,5,3,0,27,0,61,169
59002,"Burnaby--Douglas/Burnaby--Douglas"," 51","Burnaby",1,0,61,21,9,0,122,0,214,473
59002,"Burnaby--Douglas/Burnaby--Douglas"," 51-1A","Burnaby",3,1,66,19,4,0,48,0,141,335
59002,"Burnaby--Douglas/Burnaby--Douglas"," 51-1B","Burnaby",0,0,65,13,1,0,58,1,138,270
59002,"Burnaby--Douglas/Burnaby--Douglas"," 51-2","Burnaby",0,0,105,23,5,0,74,1,208,354
59002,"Burnaby--Douglas/Burnaby--Douglas"," 52","Burnaby",2,0,108,25,5,0,98,1,239,410
59002,"Burnaby--Douglas/Burnaby--Douglas"," 53","Burnaby",0,1,122,17,13,0,72,0,225,370
59002,"Burnaby--Douglas/Burnaby--Douglas"," 54","Burnaby",0,1,92,26,12,0,90,0,221,453
59002,"Burnaby--Douglas/Burnaby--Douglas"," 55","Burnaby",4,0,96,43,11,0,94,0,248,546
59002,"Burnaby--Douglas/Burnaby--Douglas"," 55-1","Burnaby",0,0,28,10,1,0,27,0,66,144
59002,"Burnaby--Douglas/Burnaby--Douglas"," 55-2","Burnaby",0,0,58,25,4,0,68,1,156,316
59002,"Burnaby--Douglas/Burnaby--Douglas"," 55-3","Burnaby",2,0,77,18,3,0,83,1,184,317
59002,"Burnaby--Douglas/Burnaby--Douglas"," 56","Burnaby",1,0,63,14,12,0,95,0,185,431
59002,"Burnaby--Douglas/Burnaby--Douglas"," 57","Burnaby",2,2,97,21,5,0,97,3,227,432
59002,"Burnaby--Douglas/Burnaby--Douglas"," 57-1","Burnaby",1,0,68,24,14,0,105,0,212,499
59002,"Burnaby--Douglas/Burnaby--Douglas"," 58","Burnaby",3,1,73,21,7,1,74,1,181,398
59002,"Burnaby--Douglas/Burnaby--Douglas"," 59","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 60","Burnaby",1,0,66,28,6,0,58,1,160,417
59002,"Burnaby--Douglas/Burnaby--Douglas"," 61","Burnaby",4,0,91,31,4,1,101,1,233,508
59002,"Burnaby--Douglas/Burnaby--Douglas"," 62","Burnaby",2,1,135,30,12,1,115,0,296,539
59002,"Burnaby--Douglas/Burnaby--Douglas"," 63","Burnaby",2,2,150,32,10,1,97,0,294,594
59002,"Burnaby--Douglas/Burnaby--Douglas"," 64","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 65","Burnaby",0,2,119,31,7,0,81,0,240,419
59002,"Burnaby--Douglas/Burnaby--Douglas"," 66","Burnaby",2,0,102,24,8,0,103,3,242,478
59002,"Burnaby--Douglas/Burnaby--Douglas"," 67","Burnaby",3,1,85,32,7,0,73,3,204,344
59002,"Burnaby--Douglas/Burnaby--Douglas"," 68","Burnaby",2,1,80,29,8,0,74,1,195,374
59002,"Burnaby--Douglas/Burnaby--Douglas"," 69","Burnaby",0,1,109,24,7,0,74,0,215,385
59002,"Burnaby--Douglas/Burnaby--Douglas"," 70","Burnaby",2,1,73,16,5,0,84,0,181,377
59002,"Burnaby--Douglas/Burnaby--Douglas"," 71","Burnaby",2,0,100,27,7,1,94,0,231,469
59002,"Burnaby--Douglas/Burnaby--Douglas"," 72","Burnaby",1,2,90,18,8,0,64,1,184,344
59002,"Burnaby--Douglas/Burnaby--Douglas"," 73","Burnaby",2,1,81,26,8,0,79,0,197,418
59002,"Burnaby--Douglas/Burnaby--Douglas"," 74","Burnaby",1,2,141,27,3,1,84,0,259,545
59002,"Burnaby--Douglas/Burnaby--Douglas"," 75","Burnaby",2,0,97,33,5,1,95,2,235,514
59002,"Burnaby--Douglas/Burnaby--Douglas"," 76","Burnaby",0,0,132,34,7,0,99,0,272,510
59002,"Burnaby--Douglas/Burnaby--Douglas"," 77","Burnaby",2,0,136,28,5,0,98,1,270,476
59002,"Burnaby--Douglas/Burnaby--Douglas"," 78","Burnaby",2,2,141,28,8,0,97,0,278,527
59002,"Burnaby--Douglas/Burnaby--Douglas"," 79","Burnaby",2,0,114,19,5,0,59,1,200,365
59002,"Burnaby--Douglas/Burnaby--Douglas"," 80","Burnaby",0,0,14,8,4,0,40,0,66,169
59002,"Burnaby--Douglas/Burnaby--Douglas"," 80-1A","Burnaby",3,0,57,19,8,0,97,1,185,408
59002,"Burnaby--Douglas/Burnaby--Douglas"," 80-1B","Burnaby",2,0,33,23,7,0,71,0,136,310
59002,"Burnaby--Douglas/Burnaby--Douglas"," 80-2","Burnaby",1,0,68,24,16,0,173,2,284,526
59002,"Burnaby--Douglas/Burnaby--Douglas"," 81","Burnaby",1,0,140,18,11,0,96,1,267,512
59002,"Burnaby--Douglas/Burnaby--Douglas"," 82","Burnaby",0,2,126,37,16,0,138,3,322,538
59002,"Burnaby--Douglas/Burnaby--Douglas"," 83","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 84","Burnaby",2,1,114,29,10,1,81,2,240,476
59002,"Burnaby--Douglas/Burnaby--Douglas"," 85","Burnaby",2,0,50,9,12,0,51,0,124,333
59002,"Burnaby--Douglas/Burnaby--Douglas"," 86","Burnaby",2,0,53,14,11,0,83,0,163,352
59002,"Burnaby--Douglas/Burnaby--Douglas"," 87","Burnaby",1,0,145,28,7,1,64,0,246,521
59002,"Burnaby--Douglas/Burnaby--Douglas"," 88","Burnaby",2,0,91,30,20,0,97,0,240,446
59002,"Burnaby--Douglas/Burnaby--Douglas"," 89","Burnaby",2,2,96,26,7,0,117,0,250,458
59002,"Burnaby--Douglas/Burnaby--Douglas"," 90","Burnaby",1,0,102,23,7,0,85,1,219,392
59002,"Burnaby--Douglas/Burnaby--Douglas"," 91","Burnaby",1,0,116,24,6,0,111,1,259,440
59002,"Burnaby--Douglas/Burnaby--Douglas"," 92","Burnaby",1,0,124,30,5,0,126,1,287,565
59002,"Burnaby--Douglas/Burnaby--Douglas"," 93","Burnaby",2,0,117,38,8,1,102,0,268,514
59002,"Burnaby--Douglas/Burnaby--Douglas"," 94","Burnaby",2,0,127,31,6,0,68,0,234,459
59002,"Burnaby--Douglas/Burnaby--Douglas"," 95","Burnaby",1,0,143,33,11,2,62,0,252,526
59002,"Burnaby--Douglas/Burnaby--Douglas"," 96","Burnaby",2,0,120,22,6,0,53,0,203,443
59002,"Burnaby--Douglas/Burnaby--Douglas"," 97","Burnaby",2,1,63,10,12,0,145,1,234,385
59002,"Burnaby--Douglas/Burnaby--Douglas"," 98","Burnaby",0,0,50,13,13,0,120,0,196,337
59002,"Burnaby--Douglas/Burnaby--Douglas"," 99","Burnaby",0,1,60,15,7,0,90,0,173,285
59002,"Burnaby--Douglas/Burnaby--Douglas"," 100","Burnaby",2,1,54,13,16,0,124,2,212,342
59002,"Burnaby--Douglas/Burnaby--Douglas"," 101","Burnaby",3,0,70,13,9,1,123,2,221,429
59002,"Burnaby--Douglas/Burnaby--Douglas"," 102","Burnaby",2,2,62,22,6,0,107,1,202,457
59002,"Burnaby--Douglas/Burnaby--Douglas"," 103","Burnaby",2,0,50,27,11,0,102,2,194,346
59002,"Burnaby--Douglas/Burnaby--Douglas"," 104","Burnaby",0,1,93,22,12,1,112,1,242,480
59002,"Burnaby--Douglas/Burnaby--Douglas"," 105","Burnaby",1,3,58,16,10,0,127,0,215,397
59002,"Burnaby--Douglas/Burnaby--Douglas"," 106","Burnaby",3,1,116,28,6,0,105,1,260,491
59002,"Burnaby--Douglas/Burnaby--Douglas"," 107","Burnaby",2,0,76,19,12,0,149,1,259,442
59002,"Burnaby--Douglas/Burnaby--Douglas"," 108","Burnaby",0,0,57,17,3,2,129,0,208,392
59002,"Burnaby--Douglas/Burnaby--Douglas"," 109","Burnaby",1,0,98,29,13,0,130,0,271,441
59002,"Burnaby--Douglas/Burnaby--Douglas"," 110","Burnaby",4,0,82,25,6,2,83,1,203,432
59002,"Burnaby--Douglas/Burnaby--Douglas"," 111","Burnaby",0,0,59,6,2,0,37,1,105,238
59002,"Burnaby--Douglas/Burnaby--Douglas"," 112","Burnaby",Merged with No. 114/Fusionné avec le nº 114,,,,,,,,,89
59002,"Burnaby--Douglas/Burnaby--Douglas"," 112-1A","Burnaby",1,1,67,16,6,0,93,1,185,385
59002,"Burnaby--Douglas/Burnaby--Douglas"," 112-1B","Burnaby",3,2,57,16,4,0,68,0,150,312
59002,"Burnaby--Douglas/Burnaby--Douglas"," 113","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 114","Burnaby",2,2,58,15,3,1,88,0,169,249
59002,"Burnaby--Douglas/Burnaby--Douglas"," 115","Burnaby",2,2,106,27,10,0,130,2,279,472
59002,"Burnaby--Douglas/Burnaby--Douglas"," 116","Burnaby",1,2,47,12,4,0,77,2,145,325
59002,"Burnaby--Douglas/Burnaby--Douglas"," 117A","Burnaby",1,0,59,21,6,0,60,1,148,452
59002,"Burnaby--Douglas/Burnaby--Douglas"," 117B","Burnaby",1,0,60,8,12,0,49,1,131,302
59002,"Burnaby--Douglas/Burnaby--Douglas"," 118","Burnaby",1,0,130,24,13,0,70,0,238,391
59002,"Burnaby--Douglas/Burnaby--Douglas"," 119","Burnaby",0,0,97,30,12,0,79,1,219,388
59002,"Burnaby--Douglas/Burnaby--Douglas"," 120","Burnaby",3,1,177,41,5,1,91,0,319,541
59002,"Burnaby--Douglas/Burnaby--Douglas"," 121","Burnaby",6,0,139,44,6,0,66,0,261,417
59002,"Burnaby--Douglas/Burnaby--Douglas"," 122","Burnaby",2,0,132,26,6,0,71,2,239,444
59002,"Burnaby--Douglas/Burnaby--Douglas"," 123","Burnaby",1,1,158,33,8,0,79,1,281,465
59002,"Burnaby--Douglas/Burnaby--Douglas"," 124","Burnaby",4,1,78,18,23,0,65,1,190,358
59002,"Burnaby--Douglas/Burnaby--Douglas"," 125","Burnaby",6,1,57,25,16,0,117,2,224,446
59002,"Burnaby--Douglas/Burnaby--Douglas"," 126A","Burnaby",2,1,55,17,2,0,66,1,144,349
59002,"Burnaby--Douglas/Burnaby--Douglas"," 126B","Burnaby",2,0,36,18,4,0,64,0,124,265
59002,"Burnaby--Douglas/Burnaby--Douglas"," 126-1","Burnaby",0,0,42,11,5,0,66,1,125,233
59002,"Burnaby--Douglas/Burnaby--Douglas"," 127","Burnaby",1,0,45,14,3,0,64,2,129,305
59002,"Burnaby--Douglas/Burnaby--Douglas"," 127-1","Burnaby",0,0,10,8,4,0,59,0,81,237
59002,"Burnaby--Douglas/Burnaby--Douglas"," 128","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 129","Burnaby",0,0,28,11,7,0,63,0,109,282
59002,"Burnaby--Douglas/Burnaby--Douglas"," 129-1","Burnaby",2,0,47,18,11,0,52,0,130,328
59002,"Burnaby--Douglas/Burnaby--Douglas"," 130","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 131","Burnaby",2,0,76,16,10,0,107,0,211,297
59002,"Burnaby--Douglas/Burnaby--Douglas"," 132","Burnaby",1,0,52,15,5,0,61,1,135,460
59002,"Burnaby--Douglas/Burnaby--Douglas"," 132-1","Burnaby",3,1,43,9,9,0,82,0,147,307
59002,"Burnaby--Douglas/Burnaby--Douglas"," 133","Burnaby",4,0,62,16,11,1,132,1,227,493
59002,"Burnaby--Douglas/Burnaby--Douglas"," 134","Burnaby",6,0,102,40,3,0,92,0,243,553
59002,"Burnaby--Douglas/Burnaby--Douglas"," 135","Burnaby",1,0,104,22,5,1,115,0,248,568
59002,"Burnaby--Douglas/Burnaby--Douglas"," 136","Burnaby",2,0,95,27,5,0,80,4,213,432
59002,"Burnaby--Douglas/Burnaby--Douglas"," 137","Burnaby",7,5,99,33,2,0,125,0,271,562
59002,"Burnaby--Douglas/Burnaby--Douglas"," 138","Burnaby",5,1,99,36,8,0,71,3,223,422
59002,"Burnaby--Douglas/Burnaby--Douglas"," 139","Burnaby",1,0,43,6,8,0,80,1,139,383
59002,"Burnaby--Douglas/Burnaby--Douglas"," 140","Burnaby",0,0,77,32,3,0,78,0,190,330
59002,"Burnaby--Douglas/Burnaby--Douglas"," 141","Burnaby",2,1,138,20,9,1,110,1,282,492
59002,"Burnaby--Douglas/Burnaby--Douglas"," 142","Burnaby",1,0,73,9,3,0,70,0,156,276
59002,"Burnaby--Douglas/Burnaby--Douglas"," 143","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 144","Burnaby",3,0,40,27,7,0,55,0,132,297
59002,"Burnaby--Douglas/Burnaby--Douglas"," 145A","Burnaby",0,0,35,6,7,0,67,3,118,324
59002,"Burnaby--Douglas/Burnaby--Douglas"," 145B","Burnaby",0,0,38,11,2,0,60,1,112,292
59002,"Burnaby--Douglas/Burnaby--Douglas"," 146","Burnaby",4,0,51,20,7,0,77,1,160,348
59002,"Burnaby--Douglas/Burnaby--Douglas"," 146-1","Burnaby",6,2,81,39,6,0,118,1,253,481
59002,"Burnaby--Douglas/Burnaby--Douglas"," 147","Burnaby",8,1,31,27,1,1,79,0,148,322
59002,"Burnaby--Douglas/Burnaby--Douglas"," 148","Burnaby",4,0,74,30,2,0,45,0,155,292
59002,"Burnaby--Douglas/Burnaby--Douglas"," 149","Burnaby",5,3,85,52,9,1,122,0,277,491
59002,"Burnaby--Douglas/Burnaby--Douglas"," 150A","Burnaby",2,1,61,13,5,1,102,2,187,401
59002,"Burnaby--Douglas/Burnaby--Douglas"," 150B","Burnaby",1,0,22,9,7,0,35,0,74,87
59002,"Burnaby--Douglas/Burnaby--Douglas"," 151","Burnaby",2,0,104,21,8,2,130,2,269,472
59002,"Burnaby--Douglas/Burnaby--Douglas"," 152","Burnaby",1,0,92,17,11,0,175,1,297,469
59002,"Burnaby--Douglas/Burnaby--Douglas"," 153","Burnaby",2,0,60,22,4,0,124,3,215,434
59002,"Burnaby--Douglas/Burnaby--Douglas"," 154","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 155","Burnaby",4,3,101,33,7,1,126,2,277,520
59002,"Burnaby--Douglas/Burnaby--Douglas"," 156","Burnaby",5,0,111,33,5,2,112,5,273,535
59002,"Burnaby--Douglas/Burnaby--Douglas"," 157","Burnaby",3,2,83,26,5,0,94,0,213,469
59002,"Burnaby--Douglas/Burnaby--Douglas"," 158","Burnaby",6,1,129,30,11,0,114,0,291,522
59002,"Burnaby--Douglas/Burnaby--Douglas"," 159","Burnaby",1,2,95,32,8,0,124,4,266,533
59002,"Burnaby--Douglas/Burnaby--Douglas"," 160","Burnaby",1,0,93,26,7,0,75,1,203,426
59002,"Burnaby--Douglas/Burnaby--Douglas"," 161","Burnaby",3,1,117,29,7,0,96,4,257,531
59002,"Burnaby--Douglas/Burnaby--Douglas"," 162","Burnaby",1,1,46,17,4,0,72,0,141,339
59002,"Burnaby--Douglas/Burnaby--Douglas"," 163","Burnaby",2,0,79,23,6,1,118,1,230,500
59002,"Burnaby--Douglas/Burnaby--Douglas"," 164","Burnaby",1,1,80,11,5,0,86,0,184,409
59002,"Burnaby--Douglas/Burnaby--Douglas"," 165","Burnaby",2,0,105,25,7,0,74,0,213,426
59002,"Burnaby--Douglas/Burnaby--Douglas"," 166","Burnaby",0,0,57,20,6,0,79,1,163,389
59002,"Burnaby--Douglas/Burnaby--Douglas"," 167","Burnaby",1,0,91,32,10,1,106,2,243,435
59002,"Burnaby--Douglas/Burnaby--Douglas"," 168","Burnaby",0,0,83,30,3,0,88,0,204,450
59002,"Burnaby--Douglas/Burnaby--Douglas"," 168-1","Burnaby",3,2,74,22,11,0,90,0,202,363
59002,"Burnaby--Douglas/Burnaby--Douglas"," 169","Burnaby",3,0,55,14,11,0,64,3,150,344
59002,"Burnaby--Douglas/Burnaby--Douglas"," 170","Burnaby",5,1,105,22,11,0,81,0,225,487
59002,"Burnaby--Douglas/Burnaby--Douglas"," 171","Burnaby",2,0,104,24,4,0,102,1,237,457
59002,"Burnaby--Douglas/Burnaby--Douglas"," 172","Burnaby",1,1,76,17,7,0,77,1,180,390
59002,"Burnaby--Douglas/Burnaby--Douglas"," 173","Burnaby",1,0,31,8,3,0,44,0,87,249
59002,"Burnaby--Douglas/Burnaby--Douglas"," 173-1","Burnaby",3,1,75,16,2,0,37,0,134,409
59002,"Burnaby--Douglas/Burnaby--Douglas"," 174","Burnaby",Void/Supprimé,,,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 175","Burnaby",1,0,68,16,6,0,76,0,167,403
59002,"Burnaby--Douglas/Burnaby--Douglas"," 176","Burnaby",3,1,27,8,7,0,53,0,99,244
59002,"Burnaby--Douglas/Burnaby--Douglas"," 177","Burnaby",4,1,68,31,9,0,77,2,192,445
59002,"Burnaby--Douglas/Burnaby--Douglas"," 178","Burnaby",2,1,78,21,5,2,46,0,155,422
59002,"Burnaby--Douglas/Burnaby--Douglas"," 179","Burnaby",3,1,69,17,5,0,53,2,150,549
59002,"Burnaby--Douglas/Burnaby--Douglas"," 180","Burnaby",4,2,79,30,9,0,81,3,208,496
59002,"Burnaby--Douglas/Burnaby--Douglas"," 181","Burnaby",2,0,88,28,10,1,112,2,243,531
59002,"Burnaby--Douglas/Burnaby--Douglas"," 182","Burnaby",0,0,102,16,6,0,53,0,177,320
59002,"Burnaby--Douglas/Burnaby--Douglas"," 182-1","Burnaby",0,0,107,19,3,0,68,0,197,396
59002,"Burnaby--Douglas/Burnaby--Douglas"," 183","Burnaby",2,0,67,15,6,0,50,1,141,398
59002,"Burnaby--Douglas/Burnaby--Douglas"," 184","Burnaby",2,3,65,21,7,0,69,0,167,441
59002,"Burnaby--Douglas/Burnaby--Douglas"," 400","Burnaby",0,0,29,15,2,0,25,0,71,147
59002,"Burnaby--Douglas/Burnaby--Douglas"," 500","Mobile poll/Bureau itinérant",0,0,4,8,0,0,19,0,31,64
59002,"Burnaby--Douglas/Burnaby--Douglas"," 501","Mobile poll/Bureau itinérant",2,0,28,14,4,1,25,0,74,127
59002,"Burnaby--Douglas/Burnaby--Douglas"," 502A","Mobile poll/Bureau itinérant",1,0,19,4,1,0,24,0,49,89
59002,"Burnaby--Douglas/Burnaby--Douglas"," 502B","Mobile poll/Bureau itinérant",Merged with No. 504A/Fusionné avec le nº 504A,,,,,,,,,32
59002,"Burnaby--Douglas/Burnaby--Douglas"," 503A","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,,25
59002,"Burnaby--Douglas/Burnaby--Douglas"," 503B","Mobile poll/Bureau itinérant",4,0,19,7,2,1,36,1,70,70
59002,"Burnaby--Douglas/Burnaby--Douglas"," 504A","Mobile poll/Bureau itinérant",0,1,42,17,5,0,30,2,97,102
59002,"Burnaby--Douglas/Burnaby--Douglas"," 504B","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,,37
59002,"Burnaby--Douglas/Burnaby--Douglas"," 600","Burnaby",0,1,103,18,9,0,130,0,261,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 601","Burnaby",1,0,128,24,8,0,135,0,296,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 602","Burnaby",1,0,127,17,3,0,114,1,263,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 603","Burnaby",1,0,136,39,8,1,142,1,328,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 604","Burnaby",0,1,154,46,8,0,113,0,322,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 605","Burnaby",0,0,119,50,12,1,131,0,313,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 606","Burnaby",0,2,163,58,9,0,152,0,384,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 607","Burnaby",1,0,160,42,13,0,183,0,399,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 608","Burnaby",4,1,180,82,14,0,198,2,481,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 609","Burnaby",1,0,172,67,12,1,216,4,473,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 610","Burnaby",4,1,246,65,13,0,153,4,486,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 611","Burnaby",1,0,129,44,9,0,117,0,300,
