Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marc Boudreau,Meili Faille,Jean-Yves Massenet,Jamie Nicholls,Lyne Pelchat,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 20","Hudson",49,5,13,120,21,0,208,362
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 21","Hudson",28,10,9,88,20,0,155,251
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 22","Hudson",87,9,14,123,42,3,278,466
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 23","Hudson",60,4,17,125,33,0,239,406
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 24","Hudson",62,9,6,78,22,0,177,343
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 25A","Vaudreuil-Dorion",37,19,16,87,9,2,170,289
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 25B","Vaudreuil-Dorion",29,18,7,70,21,0,145,249
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 26","Vaudreuil-Dorion",45,30,7,95,24,0,201,413
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 27A","Vaudreuil-Dorion",15,34,5,72,14,1,141,234
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 27B","Vaudreuil-Dorion",28,36,10,75,22,0,171,317
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 28","Vaudreuil-sur-le-Lac",43,76,2,100,37,5,263,429
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 28-1","Vaudreuil-sur-le-Lac",46,33,1,85,30,3,198,341
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 29","L'Île-Cadieux",32,84,9,100,36,0,261,459
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 30","Vaudreuil-Dorion",28,40,2,61,33,1,165,335
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 30-1","Vaudreuil-Dorion",53,19,2,66,24,1,165,361
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 31","Vaudreuil-Dorion",44,67,7,156,38,1,313,519
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 31-1A","Vaudreuil-Dorion",48,23,5,106,38,1,221,330
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 31-1B","Vaudreuil-Dorion",47,14,8,95,29,1,194,311
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 32","Vaudreuil-Dorion",33,85,8,131,15,7,279,455
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 33","Vaudreuil-Dorion",14,67,5,57,9,3,155,262
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 33-1","Vaudreuil-Dorion",30,62,4,106,25,4,231,419
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 34","Vaudreuil-Dorion",34,71,10,156,33,3,307,495
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 35","Vaudreuil-Dorion",52,63,3,121,44,0,283,465
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 36","Vaudreuil-Dorion",35,60,4,80,24,3,206,386
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 37A","Vaudreuil-Dorion",29,23,1,74,29,2,158,251
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 37B","Vaudreuil-Dorion",26,29,4,69,25,1,154,282
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 37-1","Vaudreuil-Dorion",36,39,5,90,19,0,189,294
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 38","Vaudreuil-Dorion",38,43,7,107,44,2,241,406
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 38-1","Vaudreuil-Dorion",43,44,7,88,47,0,229,415
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 39A","Vaudreuil-Dorion",35,76,7,107,25,0,250,504
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 39B","Vaudreuil-Dorion",75,59,2,80,72,0,288,376
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 40","Vaudreuil-Dorion",25,65,4,74,18,4,190,328
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 41A","Vaudreuil-Dorion",19,47,6,62,10,4,148,267
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 41B","Vaudreuil-Dorion",16,47,2,97,18,0,180,283
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 42","Vaudreuil-Dorion",35,50,8,136,25,8,262,487
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 42-1A","Vaudreuil-Dorion",28,36,10,114,17,3,208,393
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 42-1B","Vaudreuil-Dorion",26,37,1,45,25,5,139,94
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43A","Vaudreuil-Dorion",30,23,3,96,25,3,180,387
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43B","Vaudreuil-Dorion",38,23,4,110,23,2,200,423
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43C","Vaudreuil-Dorion",45,35,5,72,22,1,180,358
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43-1","Vaudreuil-Dorion",12,21,3,48,16,3,103,291
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43-2A","Vaudreuil-Dorion",43,30,7,110,21,1,212,356
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43-2B","Vaudreuil-Dorion",47,52,7,130,32,0,268,408
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43-2C","Vaudreuil-Dorion",32,27,2,103,46,1,211,387
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43-3","Vaudreuil-Dorion",43,43,5,156,46,3,296,545
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 43-4","Vaudreuil-Dorion",59,33,7,128,60,1,288,562
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 44","Vaudreuil-Dorion",23,113,3,82,16,1,238,435
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 45","Vaudreuil-Dorion",26,71,11,80,20,5,213,433
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 46A","Vaudreuil-Dorion",19,36,4,69,12,0,140,304
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 46B","Vaudreuil-Dorion",19,29,2,57,14,2,123,238
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 47","Vaudreuil-Dorion",25,60,3,71,22,2,183,347
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 47-1A","Vaudreuil-Dorion",14,36,3,50,10,0,113,250
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 47-1B","Vaudreuil-Dorion",20,45,4,59,8,2,138,286
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 48","Vaudreuil-Dorion",25,85,7,101,11,2,231,392
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 49","Vaudreuil-Dorion",10,28,4,39,10,1,92,178
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 50","Vaudreuil-Dorion",41,62,3,109,26,8,249,444
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 51","Vaudreuil-Dorion",15,72,3,102,12,1,205,353
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 52","Vaudreuil-Dorion",10,54,14,69,18,0,165,271
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 53","Vaudreuil-Dorion",19,77,8,63,19,1,187,295
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 54","Vaudreuil-Dorion",15,31,3,38,11,0,98,269
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 55","Vaudreuil-Dorion",11,32,3,62,8,3,119,257
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 56","Vaudreuil-Dorion",35,73,14,109,30,1,262,495
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 57","Vaudreuil-Dorion",44,88,10,120,23,3,288,522
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 58A","Vaudreuil-Dorion",25,45,3,64,11,2,150,272
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 58B","Vaudreuil-Dorion",30,29,3,58,15,2,137,272
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 58-1","Vaudreuil-Dorion",26,52,6,100,20,1,205,373
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 59","Vaudreuil-Dorion",15,64,7,97,20,2,205,388
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 60","Vaudreuil-Dorion",26,97,7,107,27,3,267,431
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 61","Vaudreuil-Dorion",17,89,2,123,14,0,245,423
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 62","Vaudreuil-Dorion",19,67,9,90,15,3,203,352
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 63","Vaudreuil-Dorion",41,66,4,94,19,1,225,373
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 63-1","Vaudreuil-Dorion",34,54,4,78,19,3,192,364
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 64","Terrasse-Vaudreuil",39,44,10,87,26,2,208,321
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 65","Terrasse-Vaudreuil",45,69,10,107,30,3,264,389
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 66","Terrasse-Vaudreuil",30,63,12,95,17,5,222,325
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 67","Terrasse-Vaudreuil",43,77,13,130,18,5,286,474
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 68A","Pincourt",35,17,7,80,18,2,159,278
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 68B","Pincourt",34,35,5,73,19,2,168,286
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 69A","Pincourt",25,18,3,69,28,1,144,328
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 69B","Pincourt",54,26,7,84,27,3,201,365
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 69-1","Pincourt",57,47,7,139,40,2,292,494
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 69-2A","Pincourt",48,23,5,69,14,0,159,292
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 69-2B","Pincourt",38,10,4,60,15,1,128,262
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 70","Pincourt",49,28,5,119,14,1,216,364
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 71","Pincourt",58,45,6,106,23,2,240,392
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 72","Pincourt",37,43,5,82,22,2,191,352
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 73","Pincourt",33,31,3,73,19,3,162,361
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 74","Pincourt",36,50,3,87,25,2,203,350
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 75","Pincourt",51,31,8,105,39,3,237,357
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 76A","Pincourt",36,22,8,81,20,1,168,280
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 76B","Pincourt",37,21,3,80,19,3,163,273
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 77","Pincourt",52,20,9,114,42,2,239,383
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 78","Pincourt",31,46,4,94,19,0,194,351
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 79","Pincourt",61,36,6,105,30,1,239,418
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 80","Pincourt",60,30,9,79,31,4,213,342
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 80-1","Pincourt",66,37,3,107,47,1,261,469
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 81","Pincourt",44,42,7,105,24,3,225,394
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 82","Pincourt",43,54,2,84,19,0,202,357
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 83","Pincourt",24,37,7,73,15,3,159,296
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 84","Pincourt",27,65,5,116,19,1,233,376
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 85","Pincourt",22,49,4,78,20,3,176,351
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 86","Pincourt",36,80,10,117,32,2,277,513
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 87","Pincourt",48,66,12,128,24,2,280,481
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 87-1A","Pincourt",59,21,3,109,38,2,232,417
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 87-1B","Pincourt",55,23,4,80,38,0,200,406
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 88","L'Île-Perrot",26,50,1,70,16,5,168,341
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 89","L'Île-Perrot",40,56,8,109,24,5,242,471
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 90","L'Île-Perrot",10,35,2,79,10,6,142,338
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 91","L'Île-Perrot",14,67,8,79,17,0,185,375
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 92","L'Île-Perrot",37,75,10,108,28,2,260,462
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 93","L'Île-Perrot",36,58,5,100,13,4,216,431
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 94A","L'Île-Perrot",30,41,8,63,15,0,157,269
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 94B","L'Île-Perrot",21,53,4,69,6,2,155,271
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 95","L'Île-Perrot",22,48,8,101,22,2,203,384
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 96","L'Île-Perrot",39,46,4,103,21,0,213,420
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 97","L'Île-Perrot",44,67,17,140,34,2,304,521
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 98","L'Île-Perrot",20,63,4,85,28,6,206,395
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 99A","L'Île-Perrot",27,38,3,66,18,2,154,261
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 99B","L'Île-Perrot",24,44,2,71,26,1,168,301
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 100","L'Île-Perrot",36,37,5,112,28,7,225,411
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 100-1","L'Île-Perrot",45,60,5,123,19,2,254,500
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 101","L'Île-Perrot",28,59,4,69,11,2,173,323
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 102","L'Île-Perrot",22,47,2,82,15,8,176,384
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 103","L'Île-Perrot",17,45,7,80,10,3,162,365
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 104","L'Île-Perrot",18,33,3,103,21,2,180,376
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 105","L'Île-Perrot",37,46,11,144,24,2,264,471
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 106","Notre-Dame-de-l'Île-Perrot",42,50,10,110,20,4,236,455
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 107","Notre-Dame-de-l'Île-Perrot",42,57,5,99,24,3,230,418
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 108","Notre-Dame-de-l'Île-Perrot",31,59,2,117,38,2,249,476
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 109","Notre-Dame-de-l'Île-Perrot",31,51,8,60,21,0,171,288
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 109-1","Notre-Dame-de-l'Île-Perrot",22,47,13,104,24,2,212,354
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 110","Notre-Dame-de-l'Île-Perrot",40,34,5,103,19,0,201,336
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 110-1","Notre-Dame-de-l'Île-Perrot",38,52,4,131,33,3,261,436
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 111","Notre-Dame-de-l'Île-Perrot",44,78,4,142,27,2,297,467
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 112","Notre-Dame-de-l'Île-Perrot",33,38,3,125,25,1,225,385
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 113","Notre-Dame-de-l'Île-Perrot",19,33,4,105,37,6,204,384
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 114","Notre-Dame-de-l'Île-Perrot",34,64,8,119,28,3,256,433
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 115A","Notre-Dame-de-l'Île-Perrot",27,20,2,83,16,0,148,257
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 115B","Notre-Dame-de-l'Île-Perrot",33,23,4,100,25,0,185,329
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 116","Notre-Dame-de-l'Île-Perrot",61,50,4,145,32,0,292,520
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 117","Notre-Dame-de-l'Île-Perrot",47,77,3,130,42,0,299,512
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 118","Notre-Dame-de-l'Île-Perrot",41,61,10,97,27,3,239,425
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 119","Notre-Dame-de-l'Île-Perrot",25,76,4,130,18,4,257,464
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 120","Notre-Dame-de-l'Île-Perrot",39,30,0,54,27,5,155,323
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 120-1","Notre-Dame-de-l'Île-Perrot",32,74,7,102,23,0,238,451
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 121","Les Cèdres",20,75,9,110,19,0,233,473
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 122","Les Cèdres",24,72,8,105,20,4,233,434
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 123","Les Cèdres",16,91,4,122,17,3,253,484
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 124","Les Cèdres",22,63,4,114,13,4,220,358
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 124-1","Les Cèdres",24,94,5,99,18,2,242,399
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 125A","Les Cèdres",13,45,4,57,8,6,133,259
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 125B","Les Cèdres",12,54,6,75,5,3,155,307
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 126","Pointe-des-Cascades",28,122,7,127,28,3,315,473
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 127","Pointe-des-Cascades",43,95,7,148,24,4,321,516
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 128","Les Cèdres",29,98,3,118,11,1,260,460
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 129","Les Cèdres",12,111,10,120,23,3,279,527
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 130","Les Cèdres",30,107,7,152,12,3,311,455
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 131","Les Cèdres",28,105,10,117,18,6,284,502
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 132A","Saint-Lazare",37,27,6,79,8,2,159,259
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 132B","Saint-Lazare",31,26,4,92,17,2,172,299
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 133","Saint-Lazare",40,10,3,86,36,2,177,278
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 134","Saint-Lazare",84,12,7,112,51,1,267,462
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 135A","Saint-Lazare",42,12,6,78,36,1,175,274
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 135B","Saint-Lazare",60,21,10,69,28,0,188,310
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 136","Saint-Lazare",33,73,2,94,28,2,232,439
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 137","Saint-Lazare",47,56,7,127,27,0,264,450
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 138","Saint-Lazare",42,81,6,112,25,3,269,437
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 139A","Saint-Lazare",31,37,2,93,16,1,180,312
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 139B","Saint-Lazare",28,45,5,89,25,4,196,335
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 140A","Saint-Lazare",27,39,6,94,15,2,183,290
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 140B","Saint-Lazare",28,45,8,69,13,2,165,280
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 141A","Saint-Lazare",34,32,4,84,16,0,170,287
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 141B","Saint-Lazare",27,33,2,67,17,4,150,263
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 142A","Saint-Lazare",39,20,6,84,31,1,181,280
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 142B","Saint-Lazare",46,20,3,67,35,0,171,280
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 142-1","Saint-Lazare",48,44,16,110,35,0,253,440
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 143","Saint-Lazare",75,11,4,72,33,0,195,343
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 144","Saint-Lazare",84,9,7,124,45,1,270,431
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 145","Saint-Lazare",79,11,9,135,46,1,281,488
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 146","Saint-Lazare",41,19,4,62,17,0,143,269
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 146-1","Saint-Lazare",54,33,5,99,34,1,226,386
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 147","Saint-Lazare",40,30,11,119,39,0,239,433
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 148","Saint-Lazare",60,43,14,148,36,4,305,512
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 149","Saint-Lazare",49,94,7,128,32,1,311,487
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 150","Saint-Lazare",41,55,3,108,28,1,236,463
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 151","Saint-Lazare",19,39,5,79,19,3,164,306
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 152","Saint-Lazare",30,72,11,92,13,2,220,423
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 153","Saint-Lazare",43,41,9,145,30,4,272,417
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 153-1","Saint-Lazare",46,40,4,93,21,1,205,366
