Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Azoulay,Tiziana Centazzo,Denis Coderre,Julie Demers,Daniel Mailhot,Geneviève Royer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24009,"Bourassa/Bourassa"," 59","Montréal-Nord",13,2,56,57,11,2,3,144,318
24009,"Bourassa/Bourassa"," 60","Montréal-Nord",26,3,102,44,19,0,6,200,397
24009,"Bourassa/Bourassa"," 61","Montréal-Nord",21,3,87,59,20,1,1,192,421
24009,"Bourassa/Bourassa"," 62","Montréal-Nord",21,7,86,50,12,0,1,177,401
24009,"Bourassa/Bourassa"," 63","Montréal-Nord",18,1,45,54,34,0,6,158,400
24009,"Bourassa/Bourassa"," 64","Montréal-Nord",16,5,100,66,28,0,1,216,414
24009,"Bourassa/Bourassa"," 65","Montréal-Nord",25,1,97,45,11,2,1,182,347
24009,"Bourassa/Bourassa"," 66","Montréal-Nord",22,1,72,61,10,0,2,168,363
24009,"Bourassa/Bourassa"," 67","Montréal-Nord",24,5,77,73,27,0,0,206,340
24009,"Bourassa/Bourassa"," 68","Montréal-Nord",21,8,94,86,38,1,4,252,377
24009,"Bourassa/Bourassa"," 69","Montréal-Nord",19,1,69,53,14,0,3,159,329
24009,"Bourassa/Bourassa"," 70","Montréal-Nord",10,3,91,83,30,0,2,219,442
24009,"Bourassa/Bourassa"," 71","Montréal-Nord",18,2,69,69,58,1,3,220,442
24009,"Bourassa/Bourassa"," 72","Montréal-Nord",7,3,59,70,32,0,4,175,290
24009,"Bourassa/Bourassa"," 72-1","Montréal-Nord",11,3,53,70,34,0,1,172,395
24009,"Bourassa/Bourassa"," 73","Montréal-Nord",5,2,53,88,27,1,1,177,322
24009,"Bourassa/Bourassa"," 74","Montréal-Nord",10,2,55,62,26,1,4,160,350
24009,"Bourassa/Bourassa"," 75","Montréal-Nord",13,5,72,56,44,0,5,195,361
24009,"Bourassa/Bourassa"," 76","Montréal-Nord",10,1,85,64,30,1,3,194,366
24009,"Bourassa/Bourassa"," 77","Montréal-Nord",19,0,43,67,43,0,4,176,357
24009,"Bourassa/Bourassa"," 78","Montréal-Nord",7,4,45,58,51,1,6,172,455
24009,"Bourassa/Bourassa"," 79","Montréal-Nord",27,4,62,81,57,2,8,241,510
24009,"Bourassa/Bourassa"," 80","Montréal-Nord",Void/Supprimé,,,,,,,,
24009,"Bourassa/Bourassa"," 81","Montréal-Nord",6,1,22,26,15,1,1,72,207
24009,"Bourassa/Bourassa"," 81-1","Montréal-Nord",13,1,44,42,33,0,1,134,325
24009,"Bourassa/Bourassa"," 82","Montréal-Nord",11,5,58,76,40,1,0,191,334
24009,"Bourassa/Bourassa"," 83A","Montréal-Nord",10,6,70,80,50,0,3,219,435
24009,"Bourassa/Bourassa"," 83B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,,16
24009,"Bourassa/Bourassa"," 84","Montréal-Nord",18,5,67,62,14,0,2,168,377
24009,"Bourassa/Bourassa"," 85","Montréal-Nord",7,1,47,34,10,0,3,102,380
24009,"Bourassa/Bourassa"," 86","Montréal-Nord",7,0,57,37,11,0,3,115,314
24009,"Bourassa/Bourassa"," 87","Montréal-Nord",5,3,45,34,26,0,5,118,346
24009,"Bourassa/Bourassa"," 88","Montréal-Nord",17,4,66,71,24,0,4,186,333
24009,"Bourassa/Bourassa"," 89","Montréal-Nord",15,0,34,38,18,0,3,108,307
24009,"Bourassa/Bourassa"," 90","Montréal-Nord",13,3,78,57,19,0,4,174,301
24009,"Bourassa/Bourassa"," 91","Montréal-Nord",15,2,53,58,24,0,1,153,312
24009,"Bourassa/Bourassa"," 92","Montréal-Nord",6,3,88,80,16,0,6,199,422
24009,"Bourassa/Bourassa"," 93","Montréal-Nord",8,2,61,44,39,0,4,158,385
24009,"Bourassa/Bourassa"," 94","Montréal-Nord",10,3,77,58,28,0,7,183,415
24009,"Bourassa/Bourassa"," 95","Montréal-Nord",17,1,78,63,40,1,3,203,435
24009,"Bourassa/Bourassa"," 96","Montréal-Nord",Void/Supprimé,,,,,,,,
24009,"Bourassa/Bourassa"," 97","Montréal-Nord",15,1,80,76,20,0,3,195,410
24009,"Bourassa/Bourassa"," 98","Montréal-Nord",17,2,76,92,34,0,1,222,429
24009,"Bourassa/Bourassa"," 99","Montréal-Nord",13,1,45,45,19,0,3,126,271
24009,"Bourassa/Bourassa"," 100","Montréal-Nord",16,3,43,61,18,0,4,145,381
24009,"Bourassa/Bourassa"," 101","Montréal-Nord",7,1,73,61,25,1,5,173,411
24009,"Bourassa/Bourassa"," 102","Montréal-Nord",13,0,36,43,28,1,0,121,289
24009,"Bourassa/Bourassa"," 102-1","Montréal-Nord",31,2,65,74,23,0,2,197,467
24009,"Bourassa/Bourassa"," 103","Montréal-Nord",15,4,52,37,19,1,2,130,416
24009,"Bourassa/Bourassa"," 104","Montréal-Nord",17,1,96,48,19,0,0,181,369
24009,"Bourassa/Bourassa"," 105","Montréal-Nord",16,2,83,55,16,1,2,175,369
24009,"Bourassa/Bourassa"," 106","Montréal-Nord",21,1,56,30,23,0,4,135,351
24009,"Bourassa/Bourassa"," 107","Montréal-Nord",14,1,80,73,24,0,3,195,423
24009,"Bourassa/Bourassa"," 108","Montréal-Nord",8,4,66,58,19,3,2,160,339
24009,"Bourassa/Bourassa"," 109","Montréal-Nord",12,3,57,50,36,0,3,161,336
24009,"Bourassa/Bourassa"," 110","Montréal-Nord",23,2,107,69,45,0,0,246,458
24009,"Bourassa/Bourassa"," 111","Montréal-Nord",16,0,61,34,23,0,0,134,326
24009,"Bourassa/Bourassa"," 112","Montréal-Nord",15,5,80,45,16,1,0,162,361
24009,"Bourassa/Bourassa"," 113","Montréal-Nord",20,1,51,61,27,1,2,163,294
24009,"Bourassa/Bourassa"," 114","Montréal-Nord",13,1,81,43,28,0,1,167,371
24009,"Bourassa/Bourassa"," 115","Montréal-Nord",13,3,69,52,13,0,1,151,398
24009,"Bourassa/Bourassa"," 116","Montréal-Nord",11,2,64,56,22,1,5,161,362
24009,"Bourassa/Bourassa"," 117","Montréal-Nord",11,3,81,63,25,1,5,189,418
24009,"Bourassa/Bourassa"," 118","Montréal-Nord",6,3,59,58,31,1,2,160,344
24009,"Bourassa/Bourassa"," 119","Montréal-Nord",17,4,87,52,29,1,6,196,442
24009,"Bourassa/Bourassa"," 120","Montréal-Nord",18,1,50,52,23,0,0,144,394
24009,"Bourassa/Bourassa"," 121","Montréal-Nord",20,2,92,47,24,0,4,189,403
24009,"Bourassa/Bourassa"," 122","Montréal-Nord",21,0,77,54,33,0,2,187,388
24009,"Bourassa/Bourassa"," 123","Montréal-Nord",Void/Supprimé,,,,,,,,
24009,"Bourassa/Bourassa"," 124","Montréal-Nord",27,4,88,68,32,1,2,222,344
24009,"Bourassa/Bourassa"," 124-1","Montréal-Nord",18,3,39,62,21,0,0,143,302
24009,"Bourassa/Bourassa"," 125","Montréal-Nord",7,7,60,64,46,2,9,195,440
24009,"Bourassa/Bourassa"," 126","Montréal-Nord",10,6,55,69,21,0,4,165,358
24009,"Bourassa/Bourassa"," 127","Montréal-Nord",10,3,62,65,37,2,2,181,350
24009,"Bourassa/Bourassa"," 128","Montréal-Nord",20,4,66,79,34,0,3,206,430
24009,"Bourassa/Bourassa"," 129","Montréal-Nord",16,4,101,82,31,1,5,240,452
24009,"Bourassa/Bourassa"," 130","Montréal-Nord",12,4,63,99,54,0,3,235,421
24009,"Bourassa/Bourassa"," 131","Montréal-Nord",12,4,55,74,36,0,4,185,384
24009,"Bourassa/Bourassa"," 132","Montréal-Nord",15,4,64,85,30,3,1,202,404
24009,"Bourassa/Bourassa"," 133","Montréal-Nord",20,2,65,73,34,0,5,199,370
24009,"Bourassa/Bourassa"," 134","Montréal-Nord",10,0,62,68,34,0,1,175,342
24009,"Bourassa/Bourassa"," 135","Montréal-Nord",13,5,67,78,35,1,1,200,401
24009,"Bourassa/Bourassa"," 136","Montréal-Nord",18,3,66,69,37,1,3,197,397
24009,"Bourassa/Bourassa"," 137A","Montréal-Nord",15,2,51,38,17,2,1,126,325
24009,"Bourassa/Bourassa"," 137B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,94
24009,"Bourassa/Bourassa"," 138","Montréal-Nord",11,3,90,72,49,2,0,227,343
24009,"Bourassa/Bourassa"," 139","Montréal-Nord",12,4,67,54,31,0,2,170,406
24009,"Bourassa/Bourassa"," 140","Montréal-Nord",Void/Supprimé,,,,,,,,
24009,"Bourassa/Bourassa"," 141","Montréal-Nord",10,0,49,63,30,0,0,152,354
24009,"Bourassa/Bourassa"," 142","Montréal-Nord",11,1,55,58,32,2,2,161,283
24009,"Bourassa/Bourassa"," 143","Montréal-Nord",15,5,52,51,27,0,11,161,437
24009,"Bourassa/Bourassa"," 144","Montréal-Nord",26,1,56,59,33,1,4,180,413
24009,"Bourassa/Bourassa"," 145","Montréal-Nord",5,1,54,45,27,0,2,134,332
24009,"Bourassa/Bourassa"," 146","Montréal-Nord",18,7,66,74,44,1,7,217,443
24009,"Bourassa/Bourassa"," 147","Montréal-Nord",13,7,64,69,24,0,3,180,392
24009,"Bourassa/Bourassa"," 148","Montréal-Nord",9,3,93,71,27,0,4,207,374
24009,"Bourassa/Bourassa"," 149","Montréal-Nord",7,3,84,74,22,2,3,195,437
24009,"Bourassa/Bourassa"," 150","Montréal-Nord",8,1,114,64,23,1,6,217,435
24009,"Bourassa/Bourassa"," 151","Montréal-Nord",15,3,85,60,34,4,2,203,446
24009,"Bourassa/Bourassa"," 152","Montréal-Nord",6,3,79,68,49,1,4,210,412
24009,"Bourassa/Bourassa"," 153","Montréal-Nord",23,5,68,77,16,2,5,196,451
24009,"Bourassa/Bourassa"," 154","Montréal-Nord",10,3,90,54,16,0,6,179,397
24009,"Bourassa/Bourassa"," 155","Montréal-Nord",12,1,92,57,15,0,3,180,412
24009,"Bourassa/Bourassa"," 156","Montréal-Nord",9,2,50,66,18,1,0,146,337
24009,"Bourassa/Bourassa"," 157","Montréal-Nord",10,1,80,54,17,1,5,168,429
24009,"Bourassa/Bourassa"," 158","Montréal-Nord",9,5,53,74,38,1,1,181,383
24009,"Bourassa/Bourassa"," 159","Montréal-Nord",26,5,61,69,47,3,6,217,382
24009,"Bourassa/Bourassa"," 160","Montréal-Nord",13,7,57,53,21,0,0,151,330
24009,"Bourassa/Bourassa"," 161","Montréal",16,2,50,70,45,1,0,184,335
24009,"Bourassa/Bourassa"," 161-1","Montréal",4,2,39,71,57,0,0,173,329
24009,"Bourassa/Bourassa"," 162","Montréal",14,2,40,53,46,0,0,155,253
24009,"Bourassa/Bourassa"," 163","Montréal",13,3,71,88,32,0,2,209,415
24009,"Bourassa/Bourassa"," 164","Montréal",23,9,92,51,11,0,5,191,331
24009,"Bourassa/Bourassa"," 164-1","Montréal",14,3,50,39,14,0,2,122,209
24009,"Bourassa/Bourassa"," 165","Montréal",29,8,112,54,30,1,6,240,386
24009,"Bourassa/Bourassa"," 166A","Montréal",7,4,44,50,38,0,3,146,274
24009,"Bourassa/Bourassa"," 166B","Montréal",5,2,35,53,41,0,2,138,260
24009,"Bourassa/Bourassa"," 167","Montréal",9,3,81,65,35,0,4,197,391
24009,"Bourassa/Bourassa"," 168","Montréal",24,7,39,74,60,0,4,208,423
24009,"Bourassa/Bourassa"," 169","Montréal",Void/Supprimé,,,,,,,,
24009,"Bourassa/Bourassa"," 170","Montréal",12,1,42,61,43,0,1,160,309
24009,"Bourassa/Bourassa"," 171","Montréal",Void/Supprimé,,,,,,,,
24009,"Bourassa/Bourassa"," 172","Montréal",14,10,69,75,23,2,3,196,422
24009,"Bourassa/Bourassa"," 400","Montréal",24,1,93,67,43,0,5,233,330
24009,"Bourassa/Bourassa"," 401","Montréal",22,0,126,60,34,1,8,251,303
24009,"Bourassa/Bourassa"," 402","Montréal",18,1,130,77,40,0,3,269,313
24009,"Bourassa/Bourassa"," 403","Montréal",26,4,110,49,31,0,7,227,340
24009,"Bourassa/Bourassa"," 404","Montréal",31,2,152,65,38,0,10,298,389
24009,"Bourassa/Bourassa"," 405","Montréal-Nord",19,1,118,39,41,2,5,225,282
24009,"Bourassa/Bourassa"," 406","Montréal-Nord",12,0,75,20,28,2,7,144,485
24009,"Bourassa/Bourassa"," 407","Montréal",11,1,72,21,31,1,2,139,175
24009,"Bourassa/Bourassa"," 408","Montréal",6,0,63,27,29,0,2,127,160
24009,"Bourassa/Bourassa"," 409","Montréal",9,3,77,43,31,1,0,164,228
24009,"Bourassa/Bourassa"," 410","Montréal",10,0,29,8,14,0,3,64,108
24009,"Bourassa/Bourassa"," 500","Mobile poll/Bureau itinérant",5,2,30,24,15,0,6,82,339
24009,"Bourassa/Bourassa"," 501","Mobile poll/Bureau itinérant",6,0,16,6,4,0,1,33,141
24009,"Bourassa/Bourassa"," 502","Mobile poll/Bureau itinérant",5,2,14,17,6,0,6,50,56
24009,"Bourassa/Bourassa"," 503","Mobile poll/Bureau itinérant",12,2,43,10,10,1,7,85,17
24009,"Bourassa/Bourassa"," 504","Mobile poll/Bureau itinérant",4,3,37,4,3,0,6,57,169
24009,"Bourassa/Bourassa"," 600","Montréal",38,3,143,86,43,1,2,316,
24009,"Bourassa/Bourassa"," 601","Montréal-Nord",42,3,176,79,81,0,5,386,
24009,"Bourassa/Bourassa"," 602","Montréal-Nord",36,0,167,108,82,3,5,401,
24009,"Bourassa/Bourassa"," 603","Montréal-Nord",22,3,164,90,65,1,7,352,
24009,"Bourassa/Bourassa"," 604","Montréal-Nord",36,4,189,84,73,0,3,389,
24009,"Bourassa/Bourassa"," 605","Montréal-Nord",39,4,232,127,81,2,4,489,
24009,"Bourassa/Bourassa"," 606","Montréal-Nord",41,8,179,144,108,0,6,486,
24009,"Bourassa/Bourassa"," 607","Montréal-Nord",26,5,111,69,59,2,6,278,
24009,"Bourassa/Bourassa"," 608","Montréal-Nord",31,5,158,111,65,0,5,375,
24009,"Bourassa/Bourassa"," 609","Montréal",17,8,186,85,76,2,9,383,
24009,"Bourassa/Bourassa"," 610","Montréal",58,11,182,158,132,2,3,546,
24009,"Bourassa/Bourassa",,Group 1/Groupe 1,18,4,48,20,12,0,5,107,164
24009,"Bourassa/Bourassa",,Group 2/Groupe 2,35,9,291,85,129,1,11,561,
