Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gail Bates,Matthew Belanger,Chris Buckley,Colin Carrie,David Gershuny,James Cooper Morton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35061,"Oshawa/Oshawa"," 95","Oshawa",9,0,56,75,1,19,1,161,296
35061,"Oshawa/Oshawa"," 96","Oshawa",8,4,106,73,0,15,2,208,462
35061,"Oshawa/Oshawa"," 97","Oshawa",9,1,60,56,1,14,1,142,338
35061,"Oshawa/Oshawa"," 98","Oshawa",3,2,45,75,0,3,1,129,322
35061,"Oshawa/Oshawa"," 99","Oshawa",5,3,82,57,1,11,1,160,378
35061,"Oshawa/Oshawa"," 100","Oshawa",3,0,40,51,0,5,0,99,352
35061,"Oshawa/Oshawa"," 101","Oshawa",2,5,47,77,0,10,3,144,324
35061,"Oshawa/Oshawa"," 102","Oshawa",7,2,71,59,0,4,0,143,290
35061,"Oshawa/Oshawa"," 103","Oshawa",7,1,77,107,0,15,0,207,376
35061,"Oshawa/Oshawa"," 104","Oshawa",6,0,83,69,1,9,0,168,317
35061,"Oshawa/Oshawa"," 105","Oshawa",11,1,78,82,0,7,0,179,391
35061,"Oshawa/Oshawa"," 106","Oshawa",11,0,84,92,0,7,1,195,376
35061,"Oshawa/Oshawa"," 107","Oshawa",6,0,66,98,0,16,2,188,354
35061,"Oshawa/Oshawa"," 108","Oshawa",6,0,58,77,1,7,0,149,348
35061,"Oshawa/Oshawa"," 109","Oshawa",2,0,57,107,0,10,2,178,366
35061,"Oshawa/Oshawa"," 110","Oshawa",11,2,77,94,0,5,0,189,365
35061,"Oshawa/Oshawa"," 111","Oshawa",5,1,61,34,0,3,0,104,328
35061,"Oshawa/Oshawa"," 112","Oshawa",5,0,35,34,0,2,0,76,243
35061,"Oshawa/Oshawa"," 113","Oshawa",3,2,60,57,1,5,0,128,307
35061,"Oshawa/Oshawa"," 114","Oshawa",8,2,105,103,1,19,0,238,472
35061,"Oshawa/Oshawa"," 115","Oshawa",8,1,70,104,0,22,2,207,371
35061,"Oshawa/Oshawa"," 116","Oshawa",5,0,67,60,0,10,2,144,374
35061,"Oshawa/Oshawa"," 117","Oshawa",10,0,56,53,0,11,0,130,308
35061,"Oshawa/Oshawa"," 118","Oshawa",5,0,66,52,0,3,3,129,247
35061,"Oshawa/Oshawa"," 119","Oshawa",16,0,66,67,0,9,0,158,341
35061,"Oshawa/Oshawa"," 120","Oshawa",3,2,59,53,0,6,0,123,301
35061,"Oshawa/Oshawa"," 121","Oshawa",3,1,78,80,0,10,0,172,422
35061,"Oshawa/Oshawa"," 122","Oshawa",9,2,98,102,0,7,0,218,481
35061,"Oshawa/Oshawa"," 123","Oshawa",Void/Supprimé,,,,,,,,
35061,"Oshawa/Oshawa"," 124","Oshawa",8,1,56,34,0,6,0,105,344
35061,"Oshawa/Oshawa"," 125","Oshawa",3,1,48,68,0,8,1,129,412
35061,"Oshawa/Oshawa"," 126","Oshawa",9,2,61,56,0,10,1,139,375
35061,"Oshawa/Oshawa"," 127","Oshawa",4,0,86,75,0,9,1,175,444
35061,"Oshawa/Oshawa"," 128","Oshawa",9,2,70,71,0,8,2,162,396
35061,"Oshawa/Oshawa"," 129","Oshawa",6,2,56,67,0,4,1,136,324
35061,"Oshawa/Oshawa"," 130","Oshawa",8,0,79,72,0,7,2,168,384
35061,"Oshawa/Oshawa"," 131","Oshawa",5,1,91,79,0,22,3,201,381
35061,"Oshawa/Oshawa"," 132","Oshawa",6,0,52,71,0,6,2,137,305
35061,"Oshawa/Oshawa"," 133","Oshawa",8,0,58,71,0,16,0,153,325
35061,"Oshawa/Oshawa"," 134","Oshawa",8,2,91,59,0,5,0,165,331
35061,"Oshawa/Oshawa"," 135","Oshawa",10,1,85,95,0,8,2,201,410
35061,"Oshawa/Oshawa"," 136","Oshawa",6,2,64,92,0,8,0,172,372
35061,"Oshawa/Oshawa"," 137","Oshawa",7,2,89,96,0,10,0,204,426
35061,"Oshawa/Oshawa"," 138","Oshawa",7,0,74,38,0,3,0,122,325
35061,"Oshawa/Oshawa"," 139","Oshawa",3,0,96,76,0,6,0,181,406
35061,"Oshawa/Oshawa"," 140","Oshawa",6,0,64,110,2,12,2,196,343
35061,"Oshawa/Oshawa"," 141","Oshawa",4,1,100,85,0,5,1,196,387
35061,"Oshawa/Oshawa"," 142","Oshawa",18,2,97,81,0,14,2,214,389
35061,"Oshawa/Oshawa"," 143","Oshawa",5,0,61,79,0,3,0,148,295
35061,"Oshawa/Oshawa"," 144","Oshawa",10,1,106,127,0,5,0,249,412
35061,"Oshawa/Oshawa"," 145","Oshawa",9,2,95,103,0,12,2,223,349
35061,"Oshawa/Oshawa"," 146","Oshawa",3,3,90,78,0,8,2,184,375
35061,"Oshawa/Oshawa"," 147","Oshawa",6,0,72,119,1,7,0,205,422
35061,"Oshawa/Oshawa"," 148","Oshawa",7,0,91,88,0,7,1,194,366
35061,"Oshawa/Oshawa"," 149","Oshawa",3,1,67,141,0,8,0,220,392
35061,"Oshawa/Oshawa"," 150","Oshawa",4,2,90,119,0,14,0,229,393
35061,"Oshawa/Oshawa"," 151","Oshawa",5,5,71,144,2,11,0,238,385
35061,"Oshawa/Oshawa"," 152","Oshawa",3,0,94,85,0,5,1,188,373
35061,"Oshawa/Oshawa"," 153","Oshawa",6,1,80,100,0,14,1,202,393
35061,"Oshawa/Oshawa"," 154","Oshawa",2,0,82,110,1,7,1,203,361
35061,"Oshawa/Oshawa"," 155","Oshawa",8,0,83,130,0,7,1,229,417
35061,"Oshawa/Oshawa"," 156","Oshawa",6,1,86,112,1,8,1,215,355
35061,"Oshawa/Oshawa"," 157","Oshawa",1,1,87,111,0,9,2,211,324
35061,"Oshawa/Oshawa"," 158","Oshawa",3,0,86,139,0,22,1,251,404
35061,"Oshawa/Oshawa"," 159","Oshawa",4,1,114,142,0,14,1,276,429
35061,"Oshawa/Oshawa"," 160","Oshawa",12,0,108,115,0,9,3,247,471
35061,"Oshawa/Oshawa"," 161","Oshawa",8,0,108,132,0,11,0,259,501
35061,"Oshawa/Oshawa"," 162","Oshawa",9,1,88,105,0,11,0,214,421
35061,"Oshawa/Oshawa"," 163A","Oshawa",6,0,53,66,0,12,0,137,288
35061,"Oshawa/Oshawa"," 163B","Oshawa",5,1,57,59,0,5,0,127,293
35061,"Oshawa/Oshawa"," 164","Oshawa",6,1,95,126,1,12,0,241,509
35061,"Oshawa/Oshawa"," 165","Oshawa",5,1,74,102,0,12,0,194,353
35061,"Oshawa/Oshawa"," 166","Oshawa",7,0,59,79,0,2,0,147,324
35061,"Oshawa/Oshawa"," 167","Oshawa",11,3,83,89,1,9,1,197,343
35061,"Oshawa/Oshawa"," 168","Oshawa",5,2,51,53,0,2,0,113,352
35061,"Oshawa/Oshawa"," 169","Oshawa",4,0,71,55,0,6,0,136,341
35061,"Oshawa/Oshawa"," 170","Oshawa",5,2,90,132,0,10,2,241,463
35061,"Oshawa/Oshawa"," 171","Oshawa",7,0,41,75,0,1,1,125,304
35061,"Oshawa/Oshawa"," 172","Oshawa",5,1,91,72,1,10,4,184,458
35061,"Oshawa/Oshawa"," 173","Oshawa",5,0,47,45,0,6,0,103,283
35061,"Oshawa/Oshawa"," 174","Oshawa",6,0,103,80,1,8,0,198,447
35061,"Oshawa/Oshawa"," 175","Oshawa",7,0,130,77,2,10,2,228,452
35061,"Oshawa/Oshawa"," 176","Oshawa",1,3,71,49,0,7,2,133,409
35061,"Oshawa/Oshawa"," 177","Oshawa",8,1,58,38,0,8,0,113,396
35061,"Oshawa/Oshawa"," 178","Oshawa",4,0,57,41,0,8,0,110,374
35061,"Oshawa/Oshawa"," 179","Oshawa",7,0,65,70,0,7,0,149,361
35061,"Oshawa/Oshawa"," 180","Oshawa",5,0,44,63,1,9,1,123,274
35061,"Oshawa/Oshawa"," 181","Oshawa",4,0,67,65,1,8,1,146,299
35061,"Oshawa/Oshawa"," 182","Oshawa",5,0,84,85,1,7,0,182,407
35061,"Oshawa/Oshawa"," 183","Oshawa",4,1,69,72,0,4,0,150,314
35061,"Oshawa/Oshawa"," 184","Oshawa",8,0,78,56,0,6,0,148,340
35061,"Oshawa/Oshawa"," 185","Oshawa",1,0,74,43,0,6,1,125,350
35061,"Oshawa/Oshawa"," 186","Oshawa",3,0,90,43,2,6,0,144,408
35061,"Oshawa/Oshawa"," 187","Oshawa",4,0,63,37,0,7,0,111,382
35061,"Oshawa/Oshawa"," 188","Oshawa",8,0,66,68,0,6,1,149,369
35061,"Oshawa/Oshawa"," 189","Oshawa",8,0,88,77,0,7,0,180,415
35061,"Oshawa/Oshawa"," 190","Oshawa",6,2,82,91,1,5,1,188,394
35061,"Oshawa/Oshawa"," 191","Oshawa",4,3,59,66,0,7,0,139,317
35061,"Oshawa/Oshawa"," 192","Oshawa",13,1,91,100,0,9,1,215,444
35061,"Oshawa/Oshawa"," 193","Oshawa",7,1,76,76,2,4,1,167,305
35061,"Oshawa/Oshawa"," 194","Oshawa",9,0,70,69,0,2,0,150,308
35061,"Oshawa/Oshawa"," 195","Oshawa",5,1,85,80,0,6,0,177,344
35061,"Oshawa/Oshawa"," 196","Oshawa",8,1,96,103,1,9,1,219,394
35061,"Oshawa/Oshawa"," 197","Oshawa",14,1,77,102,1,10,0,205,398
35061,"Oshawa/Oshawa"," 198","Oshawa",2,2,51,37,0,4,0,96,309
35061,"Oshawa/Oshawa"," 199","Oshawa",6,0,63,38,0,18,0,125,320
35061,"Oshawa/Oshawa"," 200","Oshawa",6,0,100,106,1,16,2,231,489
35061,"Oshawa/Oshawa"," 400","Oshawa",3,1,45,37,0,11,0,97,268
35061,"Oshawa/Oshawa"," 401","Oshawa",9,1,42,43,0,2,0,97,281
35061,"Oshawa/Oshawa"," 402","Oshawa",3,0,15,29,0,8,1,56,127
35061,"Oshawa/Oshawa"," 403","Oshawa",2,2,21,21,0,3,3,52,125
35061,"Oshawa/Oshawa"," 404","Oshawa",4,2,11,18,0,10,4,49,88
35061,"Oshawa/Oshawa"," 405","Oshawa",0,1,10,21,0,5,2,39,168
35061,"Oshawa/Oshawa"," 500","Mobile poll/Bureau itinérant",3,0,20,44,0,3,1,71,100
35061,"Oshawa/Oshawa"," 600","Oshawa",15,0,167,196,1,22,0,401,
35061,"Oshawa/Oshawa"," 601","Oshawa",8,1,75,129,0,10,3,226,
35061,"Oshawa/Oshawa"," 602","Oshawa",5,3,133,159,0,31,2,333,
35061,"Oshawa/Oshawa"," 603","Oshawa",17,2,152,175,0,40,4,390,
35061,"Oshawa/Oshawa"," 604","Oshawa",15,1,110,189,0,20,2,337,
35061,"Oshawa/Oshawa"," 605","Oshawa",7,4,111,251,1,34,1,409,
35061,"Oshawa/Oshawa"," 606","Oshawa",12,3,155,251,0,50,1,472,
35061,"Oshawa/Oshawa"," 607","Oshawa",10,2,213,387,0,58,0,670,
35061,"Oshawa/Oshawa"," 608","Oshawa",7,5,158,350,1,60,0,581,
35061,"Oshawa/Oshawa"," 609","Oshawa",15,5,160,290,1,33,1,505,
35061,"Oshawa/Oshawa"," 610","Oshawa",19,3,243,498,1,95,4,863,
35061,"Oshawa/Oshawa"," 611","Oshawa",19,3,163,416,0,54,1,656,
35061,"Oshawa/Oshawa"," 612","Oshawa",12,3,156,515,1,82,1,770,
35061,"Oshawa/Oshawa",,Group 1/Groupe 1,9,6,21,75,0,61,9,181,283
35061,"Oshawa/Oshawa",,Group 2/Groupe 2,17,2,204,376,0,76,0,675,
