Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mike Bleskie,Al Gullon,Mick Kitor,David McGuinty,James McLaren,Elie Salibi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35064,"Ottawa South/Ottawa-Sud"," 20","Ottawa",0,0,9,106,24,57,0,196,370
35064,"Ottawa South/Ottawa-Sud"," 21","Ottawa",0,0,6,109,32,82,1,230,374
35064,"Ottawa South/Ottawa-Sud"," 22","Ottawa",0,0,10,129,36,64,0,239,429
35064,"Ottawa South/Ottawa-Sud"," 23","Ottawa",1,0,15,121,45,53,0,235,414
35064,"Ottawa South/Ottawa-Sud"," 24","Ottawa",2,1,11,138,40,64,1,257,392
35064,"Ottawa South/Ottawa-Sud"," 25","Ottawa",1,1,12,118,38,58,2,230,359
35064,"Ottawa South/Ottawa-Sud"," 26","Ottawa",2,1,4,80,34,62,0,183,408
35064,"Ottawa South/Ottawa-Sud"," 27","Ottawa",2,0,13,109,63,47,0,234,389
35064,"Ottawa South/Ottawa-Sud"," 28","Ottawa",0,1,9,130,31,43,0,214,377
35064,"Ottawa South/Ottawa-Sud"," 29","Ottawa",0,0,6,100,38,59,0,203,363
35064,"Ottawa South/Ottawa-Sud"," 30","Ottawa",1,0,11,111,44,65,1,233,379
35064,"Ottawa South/Ottawa-Sud"," 31","Ottawa",3,2,11,94,39,47,0,196,342
35064,"Ottawa South/Ottawa-Sud"," 32","Ottawa",2,1,10,111,42,63,0,229,374
35064,"Ottawa South/Ottawa-Sud"," 33","Ottawa",1,3,4,110,35,54,1,208,336
35064,"Ottawa South/Ottawa-Sud"," 34","Ottawa",5,1,8,87,46,52,1,200,359
35064,"Ottawa South/Ottawa-Sud"," 35","Ottawa",0,2,6,60,46,52,2,168,375
35064,"Ottawa South/Ottawa-Sud"," 36","Ottawa",0,1,1,108,47,45,1,203,412
35064,"Ottawa South/Ottawa-Sud"," 37","Ottawa",4,3,3,106,24,56,5,201,371
35064,"Ottawa South/Ottawa-Sud"," 38","Ottawa",0,3,9,95,18,40,2,167,319
35064,"Ottawa South/Ottawa-Sud"," 39","Ottawa",2,0,7,106,15,59,0,189,352
35064,"Ottawa South/Ottawa-Sud"," 40","Ottawa",0,2,4,127,41,122,1,297,464
35064,"Ottawa South/Ottawa-Sud"," 41","Ottawa",0,4,5,47,47,45,0,148,258
35064,"Ottawa South/Ottawa-Sud"," 42","Ottawa",0,0,5,133,12,48,3,201,331
35064,"Ottawa South/Ottawa-Sud"," 43","Ottawa",1,2,4,124,26,56,1,214,343
35064,"Ottawa South/Ottawa-Sud"," 44","Ottawa",0,1,6,95,21,59,0,182,330
35064,"Ottawa South/Ottawa-Sud"," 45","Ottawa",1,0,5,123,49,97,2,277,408
35064,"Ottawa South/Ottawa-Sud"," 46","Ottawa",1,1,7,94,56,78,3,240,439
35064,"Ottawa South/Ottawa-Sud"," 47","Ottawa",1,0,12,100,36,73,1,223,339
35064,"Ottawa South/Ottawa-Sud"," 48","Ottawa",2,2,7,123,31,71,1,237,370
35064,"Ottawa South/Ottawa-Sud"," 49","Ottawa",0,1,7,102,17,70,2,199,370
35064,"Ottawa South/Ottawa-Sud"," 50","Ottawa",1,2,6,105,31,80,0,225,365
35064,"Ottawa South/Ottawa-Sud"," 51","Ottawa",2,2,11,108,40,78,3,244,368
35064,"Ottawa South/Ottawa-Sud"," 52","Ottawa",3,4,10,112,48,74,1,252,366
35064,"Ottawa South/Ottawa-Sud"," 53","Ottawa",1,1,6,122,36,70,0,236,367
35064,"Ottawa South/Ottawa-Sud"," 54","Ottawa",3,2,0,88,59,96,2,250,356
35064,"Ottawa South/Ottawa-Sud"," 55","Ottawa",1,3,6,72,38,57,1,178,359
35064,"Ottawa South/Ottawa-Sud"," 56","Ottawa",0,0,5,103,35,70,1,214,370
35064,"Ottawa South/Ottawa-Sud"," 57","Ottawa",2,0,13,78,43,65,2,203,336
35064,"Ottawa South/Ottawa-Sud"," 58","Ottawa",2,0,10,89,32,81,2,216,391
35064,"Ottawa South/Ottawa-Sud"," 59","Ottawa",3,4,4,78,49,77,0,215,380
35064,"Ottawa South/Ottawa-Sud"," 60","Ottawa",2,1,7,69,29,69,0,177,318
35064,"Ottawa South/Ottawa-Sud"," 61","Ottawa",1,3,4,73,43,60,0,184,372
35064,"Ottawa South/Ottawa-Sud"," 62","Ottawa",0,4,8,74,30,51,1,168,351
35064,"Ottawa South/Ottawa-Sud"," 63","Ottawa",1,0,6,57,39,72,0,175,397
35064,"Ottawa South/Ottawa-Sud"," 64","Ottawa",1,2,3,47,30,49,0,132,327
35064,"Ottawa South/Ottawa-Sud"," 65","Ottawa",1,1,9,61,30,101,0,203,385
35064,"Ottawa South/Ottawa-Sud"," 66","Ottawa",2,0,5,70,51,74,2,204,388
35064,"Ottawa South/Ottawa-Sud"," 67","Ottawa",0,2,7,49,49,36,2,145,466
35064,"Ottawa South/Ottawa-Sud"," 68","Ottawa",0,1,3,42,32,26,1,105,336
35064,"Ottawa South/Ottawa-Sud"," 69","Ottawa",1,1,0,43,22,20,0,87,268
35064,"Ottawa South/Ottawa-Sud"," 70","Ottawa",0,1,3,104,30,81,0,219,379
35064,"Ottawa South/Ottawa-Sud"," 71","Ottawa",2,1,7,82,34,80,1,207,349
35064,"Ottawa South/Ottawa-Sud"," 72","Ottawa",2,3,8,87,36,67,0,203,345
35064,"Ottawa South/Ottawa-Sud"," 73","Ottawa",0,1,0,81,38,31,1,152,373
35064,"Ottawa South/Ottawa-Sud"," 74","Ottawa",0,0,8,94,48,80,3,233,433
35064,"Ottawa South/Ottawa-Sud"," 75","Ottawa",3,2,6,49,45,52,1,158,303
35064,"Ottawa South/Ottawa-Sud"," 76","Ottawa",1,10,6,64,92,76,0,249,430
35064,"Ottawa South/Ottawa-Sud"," 77","Ottawa",1,2,4,69,35,54,1,166,372
35064,"Ottawa South/Ottawa-Sud"," 78","Ottawa",2,4,3,56,35,59,0,159,252
35064,"Ottawa South/Ottawa-Sud"," 79","Ottawa",0,6,5,77,40,57,1,186,366
35064,"Ottawa South/Ottawa-Sud"," 80","Ottawa",3,4,8,102,53,86,6,262,376
35064,"Ottawa South/Ottawa-Sud"," 81","Ottawa",4,3,9,82,60,54,0,212,368
35064,"Ottawa South/Ottawa-Sud"," 82","Ottawa",2,2,2,101,53,84,4,248,446
35064,"Ottawa South/Ottawa-Sud"," 83","Ottawa",2,2,5,70,58,55,1,193,349
35064,"Ottawa South/Ottawa-Sud"," 84","Ottawa",1,4,9,86,61,77,3,241,444
35064,"Ottawa South/Ottawa-Sud"," 85","Ottawa",0,0,12,79,56,74,0,221,374
35064,"Ottawa South/Ottawa-Sud"," 86","Ottawa",1,2,6,135,31,84,0,259,391
35064,"Ottawa South/Ottawa-Sud"," 87","Ottawa",4,1,6,54,40,40,0,145,248
35064,"Ottawa South/Ottawa-Sud"," 88","Ottawa",0,6,0,87,23,88,2,206,421
35064,"Ottawa South/Ottawa-Sud"," 89","Ottawa",4,0,5,79,36,72,1,197,311
35064,"Ottawa South/Ottawa-Sud"," 90","Ottawa",0,0,11,123,43,81,2,260,392
35064,"Ottawa South/Ottawa-Sud"," 91","Ottawa",5,1,9,84,78,47,1,225,462
35064,"Ottawa South/Ottawa-Sud"," 92","Ottawa",2,4,10,75,86,59,2,238,493
35064,"Ottawa South/Ottawa-Sud"," 93","Ottawa",2,0,7,104,48,56,1,218,383
35064,"Ottawa South/Ottawa-Sud"," 94","Ottawa",1,0,7,153,43,64,1,269,440
35064,"Ottawa South/Ottawa-Sud"," 95","Ottawa",3,0,11,105,30,98,1,248,377
35064,"Ottawa South/Ottawa-Sud"," 96","Ottawa",7,0,4,105,22,73,1,212,324
35064,"Ottawa South/Ottawa-Sud"," 97","Ottawa",6,0,4,86,27,71,3,197,338
35064,"Ottawa South/Ottawa-Sud"," 98","Ottawa",3,0,5,116,28,82,0,234,361
35064,"Ottawa South/Ottawa-Sud"," 99","Ottawa",0,0,5,95,30,81,0,211,367
35064,"Ottawa South/Ottawa-Sud"," 100","Ottawa",0,0,4,100,39,96,0,239,349
35064,"Ottawa South/Ottawa-Sud"," 101","Ottawa",1,0,9,74,41,63,1,189,292
35064,"Ottawa South/Ottawa-Sud"," 102","Ottawa",2,0,6,96,26,71,0,201,341
35064,"Ottawa South/Ottawa-Sud"," 103","Ottawa",4,0,4,95,35,88,1,227,355
35064,"Ottawa South/Ottawa-Sud"," 104","Ottawa",1,0,8,80,39,94,1,223,439
35064,"Ottawa South/Ottawa-Sud"," 105","Ottawa",1,1,5,156,54,89,2,308,498
35064,"Ottawa South/Ottawa-Sud"," 106","Ottawa",3,2,2,97,40,42,1,187,434
35064,"Ottawa South/Ottawa-Sud"," 107","Ottawa",0,2,0,87,41,45,1,176,430
35064,"Ottawa South/Ottawa-Sud"," 108","Ottawa",0,0,1,71,38,16,2,128,275
35064,"Ottawa South/Ottawa-Sud"," 109","Ottawa",1,2,3,64,41,18,0,129,348
35064,"Ottawa South/Ottawa-Sud"," 110","Ottawa",1,0,1,123,41,12,0,178,375
35064,"Ottawa South/Ottawa-Sud"," 111","Ottawa",0,1,8,50,66,35,0,160,390
35064,"Ottawa South/Ottawa-Sud"," 112","Ottawa",0,1,0,54,60,31,1,147,420
35064,"Ottawa South/Ottawa-Sud"," 113","Ottawa",1,0,6,71,35,29,0,142,379
35064,"Ottawa South/Ottawa-Sud"," 114","Ottawa",3,1,4,55,37,48,1,149,398
35064,"Ottawa South/Ottawa-Sud"," 115","Ottawa",4,3,7,91,84,63,1,253,489
35064,"Ottawa South/Ottawa-Sud"," 116","Ottawa",1,2,6,70,37,38,1,155,404
35064,"Ottawa South/Ottawa-Sud"," 117","Ottawa",1,2,4,103,43,20,2,175,408
35064,"Ottawa South/Ottawa-Sud"," 118","Ottawa",2,1,13,101,64,64,3,248,466
35064,"Ottawa South/Ottawa-Sud"," 119","Ottawa",1,2,6,65,61,67,1,203,426
35064,"Ottawa South/Ottawa-Sud"," 120","Ottawa",3,6,6,83,45,70,4,217,373
35064,"Ottawa South/Ottawa-Sud"," 121","Ottawa",5,0,5,94,74,40,3,221,487
35064,"Ottawa South/Ottawa-Sud"," 122","Ottawa",0,1,3,110,21,177,2,314,441
35064,"Ottawa South/Ottawa-Sud"," 123","Ottawa",0,1,4,86,34,70,0,195,338
35064,"Ottawa South/Ottawa-Sud"," 124","Ottawa",0,2,3,91,30,85,1,212,354
35064,"Ottawa South/Ottawa-Sud"," 125","Ottawa",1,4,12,123,27,76,2,245,412
35064,"Ottawa South/Ottawa-Sud"," 126","Ottawa",2,2,4,104,31,75,0,218,342
35064,"Ottawa South/Ottawa-Sud"," 127","Ottawa",0,0,7,89,18,76,0,190,357
35064,"Ottawa South/Ottawa-Sud"," 128","Ottawa",1,0,18,93,53,58,2,225,402
35064,"Ottawa South/Ottawa-Sud"," 129","Ottawa",2,2,9,87,69,25,0,194,401
35064,"Ottawa South/Ottawa-Sud"," 130","Ottawa",1,1,7,61,54,49,0,173,376
35064,"Ottawa South/Ottawa-Sud"," 131","Ottawa",3,1,6,55,32,43,0,140,293
35064,"Ottawa South/Ottawa-Sud"," 132","Ottawa",1,0,5,103,47,67,1,224,386
35064,"Ottawa South/Ottawa-Sud"," 133","Ottawa",3,1,5,89,47,81,1,227,419
35064,"Ottawa South/Ottawa-Sud"," 134","Ottawa",0,3,10,78,61,54,2,208,447
35064,"Ottawa South/Ottawa-Sud"," 135","Ottawa",1,6,11,68,47,65,3,201,384
35064,"Ottawa South/Ottawa-Sud"," 136","Ottawa",2,4,7,97,56,53,2,221,444
35064,"Ottawa South/Ottawa-Sud"," 137","Ottawa",0,1,1,127,59,44,0,232,445
35064,"Ottawa South/Ottawa-Sud"," 138","Ottawa",4,0,5,80,45,82,1,217,400
35064,"Ottawa South/Ottawa-Sud"," 139","Ottawa",1,4,10,69,89,66,3,242,446
35064,"Ottawa South/Ottawa-Sud"," 140","Ottawa",1,2,8,108,25,121,0,265,445
35064,"Ottawa South/Ottawa-Sud"," 141","Ottawa",2,1,6,139,30,95,0,273,415
35064,"Ottawa South/Ottawa-Sud"," 142","Ottawa",4,2,5,109,61,92,1,274,481
35064,"Ottawa South/Ottawa-Sud"," 143","Ottawa",0,1,8,113,22,95,1,240,411
35064,"Ottawa South/Ottawa-Sud"," 144","Ottawa",1,4,12,115,34,84,0,250,456
35064,"Ottawa South/Ottawa-Sud"," 145","Gloucester",3,6,12,18,39,106,2,186,442
35064,"Ottawa South/Ottawa-Sud"," 146","Gloucester",0,0,3,77,23,61,1,165,302
35064,"Ottawa South/Ottawa-Sud"," 147","Ottawa",Void/Supprimé,,,,,,,,
35064,"Ottawa South/Ottawa-Sud"," 148","Gloucester",1,2,7,17,34,80,0,141,359
35064,"Ottawa South/Ottawa-Sud"," 149","Ottawa",3,7,5,97,36,122,2,272,393
35064,"Ottawa South/Ottawa-Sud"," 150","Ottawa",3,1,11,99,66,78,0,258,433
35064,"Ottawa South/Ottawa-Sud"," 151","Ottawa",2,0,6,103,32,116,1,260,416
35064,"Ottawa South/Ottawa-Sud"," 152","Ottawa",5,3,8,101,47,92,0,256,397
35064,"Ottawa South/Ottawa-Sud"," 153","Ottawa",2,2,10,93,34,104,1,246,416
35064,"Ottawa South/Ottawa-Sud"," 154","Ottawa",2,5,8,87,49,61,3,215,462
35064,"Ottawa South/Ottawa-Sud"," 154-1","Ottawa",2,0,1,55,19,36,0,113,214
35064,"Ottawa South/Ottawa-Sud"," 155","Ottawa",2,3,8,94,53,92,0,252,393
35064,"Ottawa South/Ottawa-Sud"," 156","Ottawa",4,2,6,97,56,81,1,247,386
35064,"Ottawa South/Ottawa-Sud"," 157","Ottawa",1,1,5,83,53,53,5,201,341
35064,"Ottawa South/Ottawa-Sud"," 157-1A","Ottawa",Merged with No. 158/Fusionné avec le nº 158,,,,,,,,56
35064,"Ottawa South/Ottawa-Sud"," 157-1B","Ottawa",Merged with No. 157/Fusionné avec le nº 157,,,,,,,,100
35064,"Ottawa South/Ottawa-Sud"," 158","Ottawa",1,1,9,92,60,85,1,249,399
35064,"Ottawa South/Ottawa-Sud"," 159","Ottawa",0,0,5,104,33,40,0,182,325
35064,"Ottawa South/Ottawa-Sud"," 160","Ottawa",1,2,2,120,31,40,0,196,360
35064,"Ottawa South/Ottawa-Sud"," 161","Ottawa",0,1,5,81,43,48,2,180,340
35064,"Ottawa South/Ottawa-Sud"," 162","Ottawa",1,2,3,114,55,65,1,241,472
35064,"Ottawa South/Ottawa-Sud"," 163","Ottawa",1,3,2,90,29,62,1,188,380
35064,"Ottawa South/Ottawa-Sud"," 164","Ottawa",1,3,2,97,47,60,1,211,457
35064,"Ottawa South/Ottawa-Sud"," 165","Ottawa",2,2,3,63,45,68,1,184,392
35064,"Ottawa South/Ottawa-Sud"," 166","Ottawa",0,0,5,114,30,80,1,230,476
35064,"Ottawa South/Ottawa-Sud"," 167","Ottawa",2,1,11,73,59,67,1,214,446
35064,"Ottawa South/Ottawa-Sud"," 168","Ottawa",2,2,10,127,52,83,1,277,510
35064,"Ottawa South/Ottawa-Sud"," 169","Ottawa",1,0,1,131,43,67,0,243,474
35064,"Ottawa South/Ottawa-Sud"," 170","Ottawa",1,2,15,121,42,98,1,280,485
35064,"Ottawa South/Ottawa-Sud"," 171","Ottawa",4,1,4,114,45,104,2,274,441
35064,"Ottawa South/Ottawa-Sud"," 171-1","Ottawa",2,1,6,75,36,76,0,196,338
35064,"Ottawa South/Ottawa-Sud"," 172","Ottawa",2,0,8,97,55,70,1,233,437
35064,"Ottawa South/Ottawa-Sud"," 173","Ottawa",0,3,9,125,65,72,3,277,490
35064,"Ottawa South/Ottawa-Sud"," 174","Ottawa",1,0,6,107,41,77,2,234,486
35064,"Ottawa South/Ottawa-Sud"," 175","Ottawa",0,1,2,127,30,102,0,262,448
35064,"Ottawa South/Ottawa-Sud"," 176","Ottawa",2,4,11,94,24,104,0,239,495
35064,"Ottawa South/Ottawa-Sud"," 177","Ottawa",0,3,2,141,38,92,0,276,497
35064,"Ottawa South/Ottawa-Sud"," 178","Ottawa",2,1,4,113,50,66,0,236,445
35064,"Ottawa South/Ottawa-Sud"," 179","Ottawa",1,3,2,151,44,53,0,254,457
35064,"Ottawa South/Ottawa-Sud"," 180","Ottawa",3,0,4,101,40,116,1,265,495
35064,"Ottawa South/Ottawa-Sud"," 181","Ottawa",5,1,8,136,35,115,4,304,504
35064,"Ottawa South/Ottawa-Sud"," 182","Ottawa",0,0,7,123,41,122,3,296,496
35064,"Ottawa South/Ottawa-Sud"," 183","Ottawa",0,0,4,123,53,97,0,277,509
35064,"Ottawa South/Ottawa-Sud"," 184","Ottawa",2,4,6,131,54,97,2,296,512
35064,"Ottawa South/Ottawa-Sud"," 185","Gloucester",3,1,6,43,32,27,1,113,323
35064,"Ottawa South/Ottawa-Sud"," 186A","Gloucester",2,1,8,71,30,72,0,184,376
35064,"Ottawa South/Ottawa-Sud"," 186B","Mobile poll/Bureau itinérant",Merged with No. 503A/Fusionné avec le nº 503A,,,,,,,,71
35064,"Ottawa South/Ottawa-Sud"," 187","Gloucester",0,1,10,107,56,56,1,231,430
35064,"Ottawa South/Ottawa-Sud"," 188","Ottawa",2,1,7,72,51,43,2,178,428
35064,"Ottawa South/Ottawa-Sud"," 189","Gloucester",2,2,2,42,26,39,0,113,307
35064,"Ottawa South/Ottawa-Sud"," 190","Gloucester",0,3,7,59,42,48,1,160,465
35064,"Ottawa South/Ottawa-Sud"," 191","Gloucester",0,11,11,91,64,80,3,260,438
35064,"Ottawa South/Ottawa-Sud"," 192","Gloucester",0,2,0,44,23,40,0,109,295
35064,"Ottawa South/Ottawa-Sud"," 193","Gloucester",0,1,2,60,40,43,1,147,354
35064,"Ottawa South/Ottawa-Sud"," 194","Gloucester",1,3,7,102,29,95,3,240,442
35064,"Ottawa South/Ottawa-Sud"," 195","Gloucester",2,1,9,77,39,109,1,238,389
35064,"Ottawa South/Ottawa-Sud"," 196","Gloucester",7,1,4,72,39,124,0,247,442
35064,"Ottawa South/Ottawa-Sud"," 197","Gloucester",2,0,4,50,30,48,0,134,259
35064,"Ottawa South/Ottawa-Sud"," 198","Gloucester",5,1,5,84,55,93,0,243,446
35064,"Ottawa South/Ottawa-Sud"," 199","Gloucester",4,2,6,72,31,78,1,194,394
35064,"Ottawa South/Ottawa-Sud"," 200","Gloucester",1,3,7,60,44,92,0,207,444
35064,"Ottawa South/Ottawa-Sud"," 201","Gloucester",0,0,14,78,45,63,0,200,393
35064,"Ottawa South/Ottawa-Sud"," 202","Gloucester",4,0,5,66,44,69,0,188,394
35064,"Ottawa South/Ottawa-Sud"," 203","Gloucester",1,2,9,146,70,107,1,336,543
35064,"Ottawa South/Ottawa-Sud"," 203-1","Gloucester",3,5,0,112,60,79,1,260,509
35064,"Ottawa South/Ottawa-Sud"," 204","Gloucester",3,1,4,126,37,111,0,282,496
35064,"Ottawa South/Ottawa-Sud"," 205","Gloucester",1,1,4,130,26,88,2,252,477
35064,"Ottawa South/Ottawa-Sud"," 206","Gloucester",1,1,2,67,43,122,0,236,359
35064,"Ottawa South/Ottawa-Sud"," 207","Gloucester",0,3,8,59,38,66,0,174,331
35064,"Ottawa South/Ottawa-Sud"," 208","Gloucester",0,1,5,69,59,92,0,226,416
35064,"Ottawa South/Ottawa-Sud"," 209","Gloucester",3,1,6,76,45,135,0,266,463
35064,"Ottawa South/Ottawa-Sud"," 400","Ottawa",0,2,4,84,28,113,0,231,307
35064,"Ottawa South/Ottawa-Sud"," 401","Ottawa",0,4,2,99,18,84,0,207,297
35064,"Ottawa South/Ottawa-Sud"," 402","Ottawa",0,3,1,88,22,96,0,210,279
35064,"Ottawa South/Ottawa-Sud"," 403","Ottawa",3,2,4,77,58,48,1,193,323
35064,"Ottawa South/Ottawa-Sud"," 404","Ottawa",2,3,5,83,80,41,1,215,306
35064,"Ottawa South/Ottawa-Sud"," 405","Ottawa",3,1,6,61,48,27,0,146,240
35064,"Ottawa South/Ottawa-Sud"," 406","Ottawa",1,3,6,54,33,28,1,126,201
35064,"Ottawa South/Ottawa-Sud"," 407","Ottawa",1,0,17,84,66,40,1,209,347
35064,"Ottawa South/Ottawa-Sud"," 408","Ottawa",0,1,2,72,41,25,0,141,232
35064,"Ottawa South/Ottawa-Sud"," 500","Mobile poll/Bureau itinérant",1,13,2,58,17,52,1,144,249
35064,"Ottawa South/Ottawa-Sud"," 501","Mobile poll/Bureau itinérant",0,3,1,39,10,23,3,79,130
35064,"Ottawa South/Ottawa-Sud"," 502","Mobile poll/Bureau itinérant",1,4,1,32,7,42,1,88,107
35064,"Ottawa South/Ottawa-Sud"," 503A","Mobile poll/Bureau itinérant",0,8,3,32,6,46,2,97,48
35064,"Ottawa South/Ottawa-Sud"," 503B","Mobile poll/Bureau itinérant",0,6,2,36,8,48,1,101,114
35064,"Ottawa South/Ottawa-Sud"," 600","Ottawa",3,16,22,369,111,247,17,785,
35064,"Ottawa South/Ottawa-Sud"," 601","Ottawa",1,6,31,467,82,268,2,857,
35064,"Ottawa South/Ottawa-Sud"," 602","Ottawa",4,4,19,298,84,188,1,598,
35064,"Ottawa South/Ottawa-Sud"," 603","Ottawa",4,5,11,474,48,277,0,819,
35064,"Ottawa South/Ottawa-Sud"," 604","Ottawa",2,8,16,219,71,202,0,518,
35064,"Ottawa South/Ottawa-Sud"," 605","Ottawa",2,10,31,369,100,332,5,849,
35064,"Ottawa South/Ottawa-Sud"," 606","Ottawa",6,2,34,370,67,298,0,777,
35064,"Ottawa South/Ottawa-Sud"," 607","Ottawa",1,7,16,202,87,142,1,456,
35064,"Ottawa South/Ottawa-Sud"," 608","Ottawa--Gloucester",1,3,20,291,89,296,1,701,
35064,"Ottawa South/Ottawa-Sud"," 609","Ottawa--Gloucester",8,5,28,333,77,278,1,730,
35064,"Ottawa South/Ottawa-Sud"," 610","Ottawa",2,3,24,411,118,330,5,893,
35064,"Ottawa South/Ottawa-Sud"," 611","Ottawa",3,3,15,350,62,280,1,714,
35064,"Ottawa South/Ottawa-Sud"," 612","Gloucester",2,19,24,437,114,499,5,1100,
35064,"Ottawa South/Ottawa-Sud"," 613","Ottawa",3,6,15,318,69,260,2,673,
35064,"Ottawa South/Ottawa-Sud",,Group 1/Groupe 1,4,15,23,188,44,195,14,483,930
35064,"Ottawa South/Ottawa-Sud",,Group 2/Groupe 2,4,6,27,476,82,300,4,899,
