Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sylvain Charron,Pierre Dionne Labelle,Monique Guay,Jonathan Juteau,René Piché,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24059,"Rivière-du-Nord/Rivière-du-Nord"," 22","Prévost",5,52,19,1,0,0,77,128
24059,"Rivière-du-Nord/Rivière-du-Nord"," 22-1","Prévost",27,161,78,16,3,3,288,489
24059,"Rivière-du-Nord/Rivière-du-Nord"," 22-2A","Prévost",12,133,54,9,2,1,211,331
24059,"Rivière-du-Nord/Rivière-du-Nord"," 22-2B","Prévost",13,147,57,12,2,0,231,383
24059,"Rivière-du-Nord/Rivière-du-Nord"," 23A","Prévost",20,112,47,19,5,3,206,353
24059,"Rivière-du-Nord/Rivière-du-Nord"," 23B","Prévost",21,99,49,6,3,1,179,319
24059,"Rivière-du-Nord/Rivière-du-Nord"," 24","Prévost",34,144,63,10,5,7,263,460
24059,"Rivière-du-Nord/Rivière-du-Nord"," 24-1","Prévost",19,176,65,19,2,2,283,441
24059,"Rivière-du-Nord/Rivière-du-Nord"," 25","Prévost",8,107,52,8,1,1,177,352
24059,"Rivière-du-Nord/Rivière-du-Nord"," 26","Prévost",15,130,71,9,1,2,228,400
24059,"Rivière-du-Nord/Rivière-du-Nord"," 27","Sainte-Sophie",11,152,72,14,16,20,285,553
24059,"Rivière-du-Nord/Rivière-du-Nord"," 27-1","Sainte-Sophie",9,44,46,4,5,1,109,238
24059,"Rivière-du-Nord/Rivière-du-Nord"," 28","Sainte-Sophie",15,118,74,11,6,2,226,448
24059,"Rivière-du-Nord/Rivière-du-Nord"," 29","New Glasgow",Void/Supprimé,,,,,,,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 30","Sainte-Sophie",11,99,59,18,3,5,195,396
24059,"Rivière-du-Nord/Rivière-du-Nord"," 31","Sainte-Sophie",10,129,57,6,1,2,205,447
24059,"Rivière-du-Nord/Rivière-du-Nord"," 31-1","Sainte-Sophie",15,106,66,8,3,2,200,434
24059,"Rivière-du-Nord/Rivière-du-Nord"," 32","Sainte-Sophie",19,112,72,19,6,9,237,440
24059,"Rivière-du-Nord/Rivière-du-Nord"," 33","Sainte-Sophie",6,150,93,8,10,9,276,586
24059,"Rivière-du-Nord/Rivière-du-Nord"," 34","Sainte-Sophie",9,112,55,5,4,9,194,464
24059,"Rivière-du-Nord/Rivière-du-Nord"," 35","Sainte-Sophie",11,113,46,9,4,2,185,425
24059,"Rivière-du-Nord/Rivière-du-Nord"," 36","Sainte-Sophie",8,65,57,1,1,3,135,315
24059,"Rivière-du-Nord/Rivière-du-Nord"," 36-1","Sainte-Sophie",16,146,68,14,2,1,247,557
24059,"Rivière-du-Nord/Rivière-du-Nord"," 37","Sainte-Sophie",19,128,57,11,8,6,229,521
24059,"Rivière-du-Nord/Rivière-du-Nord"," 38","Sainte-Sophie",10,111,70,13,4,1,209,475
24059,"Rivière-du-Nord/Rivière-du-Nord"," 39","Sainte-Sophie",14,135,91,7,4,2,253,494
24059,"Rivière-du-Nord/Rivière-du-Nord"," 40","Sainte-Sophie",8,116,56,5,2,3,190,458
24059,"Rivière-du-Nord/Rivière-du-Nord"," 41","Sainte-Sophie",15,127,64,13,2,7,228,474
24059,"Rivière-du-Nord/Rivière-du-Nord"," 42","Sainte-Sophie",20,136,81,11,1,4,253,505
24059,"Rivière-du-Nord/Rivière-du-Nord"," 42-1","Sainte-Sophie",13,118,64,8,10,1,214,391
24059,"Rivière-du-Nord/Rivière-du-Nord"," 43","Sainte-Sophie",22,115,66,14,5,1,223,378
24059,"Rivière-du-Nord/Rivière-du-Nord"," 43-1","Sainte-Sophie",16,108,69,11,4,8,216,417
24059,"Rivière-du-Nord/Rivière-du-Nord"," 44A","Sainte-Sophie",14,79,48,9,2,5,157,314
24059,"Rivière-du-Nord/Rivière-du-Nord"," 44B","Sainte-Sophie",9,91,44,4,4,6,158,311
24059,"Rivière-du-Nord/Rivière-du-Nord"," 45","Lafontaine",15,113,40,9,1,3,181,359
24059,"Rivière-du-Nord/Rivière-du-Nord"," 46","Lafontaine",18,79,29,19,0,3,148,258
24059,"Rivière-du-Nord/Rivière-du-Nord"," 46-1","Lafontaine",20,134,58,15,3,2,232,482
24059,"Rivière-du-Nord/Rivière-du-Nord"," 47","Lafontaine",6,166,76,13,3,4,268,545
24059,"Rivière-du-Nord/Rivière-du-Nord"," 48","Lafontaine",9,143,74,13,6,5,250,485
24059,"Rivière-du-Nord/Rivière-du-Nord"," 49","Lafontaine",13,111,54,9,2,3,192,345
24059,"Rivière-du-Nord/Rivière-du-Nord"," 49-1","Lafontaine",2,88,36,9,5,4,144,301
24059,"Rivière-du-Nord/Rivière-du-Nord"," 50","Lafontaine",6,88,42,8,5,6,155,427
24059,"Rivière-du-Nord/Rivière-du-Nord"," 51","Lafontaine",14,103,45,10,2,5,179,393
24059,"Rivière-du-Nord/Rivière-du-Nord"," 51-1A","Lafontaine",8,73,36,8,3,1,129,300
24059,"Rivière-du-Nord/Rivière-du-Nord"," 51-1B","Lafontaine",6,79,30,11,5,3,134,307
24059,"Rivière-du-Nord/Rivière-du-Nord"," 52A","Lafontaine",13,90,30,7,1,1,142,339
24059,"Rivière-du-Nord/Rivière-du-Nord"," 52B","Lafontaine",18,89,36,5,3,0,151,293
24059,"Rivière-du-Nord/Rivière-du-Nord"," 52-1","Saint-Jérôme",11,126,35,12,3,0,187,348
24059,"Rivière-du-Nord/Rivière-du-Nord"," 53","Lafontaine",16,139,55,18,3,3,234,461
24059,"Rivière-du-Nord/Rivière-du-Nord"," 54","Lafontaine",16,145,39,13,4,1,218,414
24059,"Rivière-du-Nord/Rivière-du-Nord"," 54-1","Lafontaine",24,156,56,11,2,6,255,548
24059,"Rivière-du-Nord/Rivière-du-Nord"," 55","Lafontaine",14,109,36,9,0,3,171,418
24059,"Rivière-du-Nord/Rivière-du-Nord"," 56","Lafontaine",11,115,46,12,2,1,187,360
24059,"Rivière-du-Nord/Rivière-du-Nord"," 57","Lafontaine",31,86,55,11,2,5,190,382
24059,"Rivière-du-Nord/Rivière-du-Nord"," 58","Lafontaine",16,79,29,13,3,5,145,491
24059,"Rivière-du-Nord/Rivière-du-Nord"," 59","Lafontaine",15,90,44,15,7,4,175,381
24059,"Rivière-du-Nord/Rivière-du-Nord"," 60","Lafontaine",13,118,45,18,10,7,211,486
24059,"Rivière-du-Nord/Rivière-du-Nord"," 61","Lafontaine",11,99,46,14,2,3,175,385
24059,"Rivière-du-Nord/Rivière-du-Nord"," 62","Lafontaine",37,100,46,13,4,4,204,396
24059,"Rivière-du-Nord/Rivière-du-Nord"," 63","Saint-Jérôme",3,37,24,6,1,0,71,272
24059,"Rivière-du-Nord/Rivière-du-Nord"," 64","Saint-Jérôme",17,70,26,2,1,2,118,346
24059,"Rivière-du-Nord/Rivière-du-Nord"," 65","Saint-Jérôme",12,63,26,4,1,0,106,316
24059,"Rivière-du-Nord/Rivière-du-Nord"," 66","Saint-Jérôme",11,64,34,7,2,3,121,293
24059,"Rivière-du-Nord/Rivière-du-Nord"," 67","Saint-Jérôme",9,37,24,6,1,2,79,209
24059,"Rivière-du-Nord/Rivière-du-Nord"," 67-1","Saint-Jérôme",28,100,55,18,3,2,206,517
24059,"Rivière-du-Nord/Rivière-du-Nord"," 68","Saint-Jérôme",12,85,54,15,4,8,178,403
24059,"Rivière-du-Nord/Rivière-du-Nord"," 69","Saint-Jérôme",9,74,40,8,4,0,135,268
24059,"Rivière-du-Nord/Rivière-du-Nord"," 70","Saint-Jérôme",15,139,57,15,2,4,232,480
24059,"Rivière-du-Nord/Rivière-du-Nord"," 71","Saint-Jérôme",14,125,65,17,1,4,226,434
24059,"Rivière-du-Nord/Rivière-du-Nord"," 71-1","Saint-Jérôme-Est",20,159,51,13,1,1,245,420
24059,"Rivière-du-Nord/Rivière-du-Nord"," 72A","Saint-Antoine",14,104,41,1,3,4,167,327
24059,"Rivière-du-Nord/Rivière-du-Nord"," 72B","Saint-Antoine",20,99,49,6,2,0,176,360
24059,"Rivière-du-Nord/Rivière-du-Nord"," 73","Saint-Antoine",17,98,44,5,2,0,166,300
24059,"Rivière-du-Nord/Rivière-du-Nord"," 73-1","Saint-Jérôme",20,188,70,15,8,9,310,546
24059,"Rivière-du-Nord/Rivière-du-Nord"," 74","Saint-Antoine",13,112,64,5,8,10,212,486
24059,"Rivière-du-Nord/Rivière-du-Nord"," 75A","Saint-Antoine",24,87,29,4,4,2,150,301
24059,"Rivière-du-Nord/Rivière-du-Nord"," 75B","Saint-Antoine",6,84,30,2,0,0,122,277
24059,"Rivière-du-Nord/Rivière-du-Nord"," 76","Saint-Antoine",26,114,50,8,3,2,203,326
24059,"Rivière-du-Nord/Rivière-du-Nord"," 77","Saint-Antoine",8,121,34,15,2,4,184,332
24059,"Rivière-du-Nord/Rivière-du-Nord"," 77-1","Saint-Antoine-Est",9,119,60,15,2,2,207,360
24059,"Rivière-du-Nord/Rivière-du-Nord"," 78","Saint-Antoine",16,125,68,7,1,7,224,388
24059,"Rivière-du-Nord/Rivière-du-Nord"," 79","Saint-Antoine",14,127,68,14,3,9,235,454
24059,"Rivière-du-Nord/Rivière-du-Nord"," 80","Saint-Antoine",11,102,64,14,2,3,196,341
24059,"Rivière-du-Nord/Rivière-du-Nord"," 81","Saint-Jérôme",12,66,39,5,4,3,129,303
24059,"Rivière-du-Nord/Rivière-du-Nord"," 82","Saint-Jérôme",24,80,57,15,2,2,180,424
24059,"Rivière-du-Nord/Rivière-du-Nord"," 83","Saint-Jérôme",13,58,39,4,1,1,116,313
24059,"Rivière-du-Nord/Rivière-du-Nord"," 84","Saint-Jérôme",11,73,46,9,8,6,153,371
24059,"Rivière-du-Nord/Rivière-du-Nord"," 85","Saint-Jérôme",11,58,33,6,1,9,118,321
24059,"Rivière-du-Nord/Rivière-du-Nord"," 86","Saint-Jérôme",28,131,58,34,4,1,256,460
24059,"Rivière-du-Nord/Rivière-du-Nord"," 87","Saint-Jérôme",15,73,21,8,1,2,120,274
24059,"Rivière-du-Nord/Rivière-du-Nord"," 88","Saint-Jérôme",16,55,31,6,6,6,120,348
24059,"Rivière-du-Nord/Rivière-du-Nord"," 89","Saint-Jérôme",9,56,31,8,7,3,114,375
24059,"Rivière-du-Nord/Rivière-du-Nord"," 90","Saint-Jérôme",6,32,15,6,1,1,61,250
24059,"Rivière-du-Nord/Rivière-du-Nord"," 91","Saint-Jérôme",7,61,34,5,4,4,115,360
24059,"Rivière-du-Nord/Rivière-du-Nord"," 92","Saint-Jérôme",2,59,18,4,2,1,86,320
24059,"Rivière-du-Nord/Rivière-du-Nord"," 93","Saint-Jérôme",11,73,42,4,1,1,132,297
24059,"Rivière-du-Nord/Rivière-du-Nord"," 94","Saint-Jérôme",7,58,28,8,1,0,102,258
24059,"Rivière-du-Nord/Rivière-du-Nord"," 95","Saint-Jérôme",11,67,29,5,5,2,119,301
24059,"Rivière-du-Nord/Rivière-du-Nord"," 96","Saint-Jérôme",13,123,48,20,8,1,213,388
24059,"Rivière-du-Nord/Rivière-du-Nord"," 97","Saint-Jérôme",4,67,41,5,0,2,119,280
24059,"Rivière-du-Nord/Rivière-du-Nord"," 98","Saint-Jérôme",15,88,38,12,5,1,159,325
24059,"Rivière-du-Nord/Rivière-du-Nord"," 99","Saint-Antoine",11,132,76,12,2,6,239,400
24059,"Rivière-du-Nord/Rivière-du-Nord"," 100","Saint-Antoine",11,106,39,7,5,11,179,328
24059,"Rivière-du-Nord/Rivière-du-Nord"," 101","Saint-Antoine",10,97,35,13,1,1,157,253
24059,"Rivière-du-Nord/Rivière-du-Nord"," 102","Saint-Jérôme",18,78,86,15,7,5,209,409
24059,"Rivière-du-Nord/Rivière-du-Nord"," 103","Saint-Antoine",18,161,77,20,3,9,288,507
24059,"Rivière-du-Nord/Rivière-du-Nord"," 104","Saint-Antoine",22,189,65,19,4,3,302,501
24059,"Rivière-du-Nord/Rivière-du-Nord"," 105","Saint-Antoine",26,123,65,7,2,7,230,387
24059,"Rivière-du-Nord/Rivière-du-Nord"," 106","Saint-Antoine",18,97,53,11,2,5,186,310
24059,"Rivière-du-Nord/Rivière-du-Nord"," 107","Saint-Antoine",9,66,35,11,2,0,123,252
24059,"Rivière-du-Nord/Rivière-du-Nord"," 108","Saint-Jérôme",6,85,39,6,3,2,141,370
24059,"Rivière-du-Nord/Rivière-du-Nord"," 109","Saint-Jérôme",Void/Supprimé,,,,,,,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 110","Saint-Jérôme",15,139,64,9,3,6,236,461
24059,"Rivière-du-Nord/Rivière-du-Nord"," 111","Saint-Jérôme",24,141,68,7,3,7,250,441
24059,"Rivière-du-Nord/Rivière-du-Nord"," 112","Saint-Jérôme",5,71,62,2,4,5,149,370
24059,"Rivière-du-Nord/Rivière-du-Nord"," 113","Saint-Jérôme",19,81,53,8,1,4,166,402
24059,"Rivière-du-Nord/Rivière-du-Nord"," 114","Saint-Antoine",21,103,44,9,2,3,182,321
24059,"Rivière-du-Nord/Rivière-du-Nord"," 115","Saint-Antoine",10,61,24,10,1,3,109,257
24059,"Rivière-du-Nord/Rivière-du-Nord"," 116","Saint-Antoine",14,121,53,8,1,4,201,459
24059,"Rivière-du-Nord/Rivière-du-Nord"," 117","Saint-Antoine",25,165,55,13,3,5,266,490
24059,"Rivière-du-Nord/Rivière-du-Nord"," 118","Saint-Jérôme",13,108,47,11,2,3,184,411
24059,"Rivière-du-Nord/Rivière-du-Nord"," 119","Saint-Jérôme",21,97,63,15,3,2,201,487
24059,"Rivière-du-Nord/Rivière-du-Nord"," 120","Saint-Jérôme",19,110,48,17,3,4,201,496
24059,"Rivière-du-Nord/Rivière-du-Nord"," 121","Saint-Jérôme",19,50,47,7,1,2,126,410
24059,"Rivière-du-Nord/Rivière-du-Nord"," 122","Saint-Jérôme",16,64,39,7,4,2,132,338
24059,"Rivière-du-Nord/Rivière-du-Nord"," 123","Saint-Jérôme",13,56,44,5,6,0,124,289
24059,"Rivière-du-Nord/Rivière-du-Nord"," 124","Saint-Jérôme",9,103,61,9,6,3,191,437
24059,"Rivière-du-Nord/Rivière-du-Nord"," 125","Saint-Jérôme",12,69,36,5,4,5,131,315
24059,"Rivière-du-Nord/Rivière-du-Nord"," 126","Saint-Jérôme",9,98,33,8,4,0,152,351
24059,"Rivière-du-Nord/Rivière-du-Nord"," 127","Saint-Jérôme",12,70,54,0,5,2,143,430
24059,"Rivière-du-Nord/Rivière-du-Nord"," 128","Saint-Jérôme",3,68,30,6,4,2,113,293
24059,"Rivière-du-Nord/Rivière-du-Nord"," 129","Saint-Jérôme",25,87,45,21,4,1,183,344
24059,"Rivière-du-Nord/Rivière-du-Nord"," 130","Saint-Jérôme",8,65,29,4,3,1,110,307
24059,"Rivière-du-Nord/Rivière-du-Nord"," 131","Saint-Jérôme",31,124,76,17,2,4,254,456
24059,"Rivière-du-Nord/Rivière-du-Nord"," 132","Saint-Jérôme",13,82,42,10,8,0,155,387
24059,"Rivière-du-Nord/Rivière-du-Nord"," 133","Saint-Jérôme",16,99,43,10,4,0,172,387
24059,"Rivière-du-Nord/Rivière-du-Nord"," 134","Bellefeuille",13,116,52,5,2,3,191,372
24059,"Rivière-du-Nord/Rivière-du-Nord"," 134-1","Bellefeuille",16,130,69,11,3,2,231,430
24059,"Rivière-du-Nord/Rivière-du-Nord"," 135","Bellefeuille",17,116,64,11,4,1,213,362
24059,"Rivière-du-Nord/Rivière-du-Nord"," 136","Bellefeuille",18,154,63,17,6,5,263,487
24059,"Rivière-du-Nord/Rivière-du-Nord"," 136-1","Saint-Jérôme-Ouest",14,141,77,14,2,5,253,424
24059,"Rivière-du-Nord/Rivière-du-Nord"," 137","Saint-Jérôme",24,181,64,16,4,5,294,545
24059,"Rivière-du-Nord/Rivière-du-Nord"," 138A","Bellefeuille",16,136,47,9,6,4,218,475
24059,"Rivière-du-Nord/Rivière-du-Nord"," 138B","Bellefeuille",25,125,36,22,1,3,212,527
24059,"Rivière-du-Nord/Rivière-du-Nord"," 139","Bellefeuille",15,160,70,17,3,5,270,457
24059,"Rivière-du-Nord/Rivière-du-Nord"," 139-1","Bellefeuille",13,88,55,10,3,2,171,268
24059,"Rivière-du-Nord/Rivière-du-Nord"," 140","Bellefeuille",29,208,91,11,3,7,349,611
24059,"Rivière-du-Nord/Rivière-du-Nord"," 141A","Saint-Jérôme",22,68,26,14,1,1,132,295
24059,"Rivière-du-Nord/Rivière-du-Nord"," 141B","Saint-Jérôme",22,62,38,15,0,1,138,306
24059,"Rivière-du-Nord/Rivière-du-Nord"," 141-1","Bellefeuille-Est",5,71,40,11,2,1,130,227
24059,"Rivière-du-Nord/Rivière-du-Nord"," 142","Bellefeuille",7,119,39,9,4,0,178,432
24059,"Rivière-du-Nord/Rivière-du-Nord"," 143","Bellefeuille",19,155,46,16,2,3,241,469
24059,"Rivière-du-Nord/Rivière-du-Nord"," 144A","Bellefeuille",10,77,43,17,2,2,151,273
24059,"Rivière-du-Nord/Rivière-du-Nord"," 144B","Bellefeuille",10,99,45,7,1,1,163,320
24059,"Rivière-du-Nord/Rivière-du-Nord"," 145","Bellefeuille",19,150,67,17,4,5,262,472
24059,"Rivière-du-Nord/Rivière-du-Nord"," 146","Bellefeuille",8,113,54,11,3,1,190,344
24059,"Rivière-du-Nord/Rivière-du-Nord"," 147","Bellefeuille",17,197,76,16,5,6,317,520
24059,"Rivière-du-Nord/Rivière-du-Nord"," 147-1","Bellefeuille",20,121,65,17,1,4,228,444
24059,"Rivière-du-Nord/Rivière-du-Nord"," 147-2","Bellefeuille",10,89,39,9,5,1,153,310
24059,"Rivière-du-Nord/Rivière-du-Nord"," 148","Bellefeuille",5,136,57,17,1,1,217,442
24059,"Rivière-du-Nord/Rivière-du-Nord"," 148-1A","Saint-Jérôme",10,117,48,14,1,0,190,344
24059,"Rivière-du-Nord/Rivière-du-Nord"," 148-1B","Saint-Jérôme",11,116,50,12,2,2,193,329
24059,"Rivière-du-Nord/Rivière-du-Nord"," 148-2","Bellefeuille-Est",13,93,35,4,4,3,152,285
24059,"Rivière-du-Nord/Rivière-du-Nord"," 149","Bellefeuille",10,128,39,10,4,1,192,324
24059,"Rivière-du-Nord/Rivière-du-Nord"," 149-1","Bellefeuille-Est",15,98,46,8,4,3,174,434
24059,"Rivière-du-Nord/Rivière-du-Nord"," 150","Bellefeuille",16,165,56,13,6,5,261,454
24059,"Rivière-du-Nord/Rivière-du-Nord"," 151","Bellefeuille",23,179,76,15,7,3,303,523
24059,"Rivière-du-Nord/Rivière-du-Nord"," 152","Bellefeuille",14,143,77,17,3,6,260,442
24059,"Rivière-du-Nord/Rivière-du-Nord"," 153","Bellefeuille",14,34,30,2,1,1,82,151
24059,"Rivière-du-Nord/Rivière-du-Nord"," 154","Bellefeuille",8,81,56,11,5,3,164,360
24059,"Rivière-du-Nord/Rivière-du-Nord"," 155","Bellefeuille",32,150,78,15,3,7,285,491
24059,"Rivière-du-Nord/Rivière-du-Nord"," 155-1","Bellefeuille",22,159,76,3,10,16,286,561
24059,"Rivière-du-Nord/Rivière-du-Nord"," 156","Bellefeuille",23,126,60,6,3,4,222,453
24059,"Rivière-du-Nord/Rivière-du-Nord"," 157","Bellefeuille",16,125,64,2,4,1,212,437
24059,"Rivière-du-Nord/Rivière-du-Nord"," 158","Bellefeuille",32,168,84,13,9,3,309,563
24059,"Rivière-du-Nord/Rivière-du-Nord"," 159","Saint-Colomban",6,82,50,5,3,3,149,327
24059,"Rivière-du-Nord/Rivière-du-Nord"," 159-1A","Saint-Colomban",11,104,52,10,8,2,187,379
24059,"Rivière-du-Nord/Rivière-du-Nord"," 159-1B","Saint-Colomban",17,111,57,14,1,2,202,397
24059,"Rivière-du-Nord/Rivière-du-Nord"," 160","Saint-Colomban",25,194,66,15,7,3,310,591
24059,"Rivière-du-Nord/Rivière-du-Nord"," 161","Saint-Colomban",12,88,48,14,4,0,166,279
24059,"Rivière-du-Nord/Rivière-du-Nord"," 161-1","Saint-Colomban",15,163,63,13,8,2,264,475
24059,"Rivière-du-Nord/Rivière-du-Nord"," 162","Saint-Colomban",9,90,42,5,7,5,158,288
24059,"Rivière-du-Nord/Rivière-du-Nord"," 162-1","Saint-Colomban",25,181,92,18,2,8,326,542
24059,"Rivière-du-Nord/Rivière-du-Nord"," 163","Saint-Colomban",15,164,54,15,7,4,259,481
24059,"Rivière-du-Nord/Rivière-du-Nord"," 163-1","Saint-Colomban",11,192,67,13,2,13,298,489
24059,"Rivière-du-Nord/Rivière-du-Nord"," 164","Saint-Colomban",7,112,33,6,5,7,170,322
24059,"Rivière-du-Nord/Rivière-du-Nord"," 165","Saint-Colomban",17,113,73,16,5,6,230,385
24059,"Rivière-du-Nord/Rivière-du-Nord"," 166","Saint-Colomban",12,93,52,10,3,2,172,407
24059,"Rivière-du-Nord/Rivière-du-Nord"," 167","Saint-Colomban",6,80,60,6,0,4,156,326
24059,"Rivière-du-Nord/Rivière-du-Nord"," 168","Saint-Colomban",25,154,78,12,3,4,276,571
24059,"Rivière-du-Nord/Rivière-du-Nord"," 169","Saint-Colomban",12,136,51,11,5,0,215,433
24059,"Rivière-du-Nord/Rivière-du-Nord"," 170","Saint-Colomban",15,129,75,14,3,3,239,480
24059,"Rivière-du-Nord/Rivière-du-Nord"," 171","Saint-Colomban",19,156,62,7,9,6,259,515
24059,"Rivière-du-Nord/Rivière-du-Nord"," 172A","Saint-Colomban",12,117,69,7,4,7,216,425
24059,"Rivière-du-Nord/Rivière-du-Nord"," 172B","Saint-Colomban",20,127,57,5,4,0,213,425
24059,"Rivière-du-Nord/Rivière-du-Nord"," 173","Saint-Colomban",19,170,79,14,10,1,293,534
24059,"Rivière-du-Nord/Rivière-du-Nord"," 173-1","Saint-Colomban",26,136,77,9,6,1,255,504
24059,"Rivière-du-Nord/Rivière-du-Nord"," 400","Saint-Jérôme",30,61,21,15,1,2,130,173
24059,"Rivière-du-Nord/Rivière-du-Nord"," 401","Saint-Jérôme",34,92,44,25,2,6,203,257
24059,"Rivière-du-Nord/Rivière-du-Nord"," 402","Saint-Jérôme",39,141,59,36,2,2,279,361
24059,"Rivière-du-Nord/Rivière-du-Nord"," 402-1","Saint-Jérôme",23,51,29,11,4,1,119,133
24059,"Rivière-du-Nord/Rivière-du-Nord"," 403","Saint-Jérôme",14,31,20,24,1,2,92,232
24059,"Rivière-du-Nord/Rivière-du-Nord"," 500","Mobile poll/Bureau itinérant",7,11,17,17,1,1,54,121
24059,"Rivière-du-Nord/Rivière-du-Nord"," 501","Mobile poll/Bureau itinérant",4,12,16,11,1,2,46,109
24059,"Rivière-du-Nord/Rivière-du-Nord"," 502","Mobile poll/Bureau itinérant",14,23,16,18,2,2,75,86
24059,"Rivière-du-Nord/Rivière-du-Nord"," 600","Saint-Hippolyte",79,367,243,66,13,6,774,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 601","Prévost-Nord",62,264,185,41,10,8,570,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 602","Sainte-Sophie-Nord",24,121,151,23,13,8,340,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 603","Lafontaine-Nord",55,208,147,41,9,7,467,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 604","Saint-Jérôme-Est",85,271,157,75,17,7,612,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 605","Saint-Jérôme--Le-Domaine",43,191,111,36,4,5,390,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 606","Saint-Jérôme-Centre",34,141,99,41,4,4,323,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 607","Saint-Jérôme-Ouest",92,295,182,59,8,2,638,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 608","Bellefeuille-Est",65,404,246,59,11,7,792,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 609","Saint-Colomban-Nord",43,180,106,29,4,4,366,
24059,"Rivière-du-Nord/Rivière-du-Nord"," 610","Saint-Jérôme",48,232,159,25,4,1,469,
