Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Banigan,Steve Clarke,Adrian Kooger,Valerie Powell,Bruce Stanton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35086,"Simcoe North/Simcoe-Nord"," 83","Tay",61,25,2,12,108,0,208,445
35086,"Simcoe North/Simcoe-Nord"," 84","Tay",42,39,1,21,107,0,210,356
35086,"Simcoe North/Simcoe-Nord"," 85","Tay",63,34,0,13,131,2,243,454
35086,"Simcoe North/Simcoe-Nord"," 86","Tay",38,27,0,16,107,1,189,409
35086,"Simcoe North/Simcoe-Nord"," 87","Tay",33,14,0,10,71,1,129,244
35086,"Simcoe North/Simcoe-Nord"," 88","Severn",12,15,1,7,82,0,117,223
35086,"Simcoe North/Simcoe-Nord"," 89","Severn",26,11,0,7,89,0,133,237
35086,"Simcoe North/Simcoe-Nord"," 90","Severn",57,30,0,45,169,0,301,457
35086,"Simcoe North/Simcoe-Nord"," 91","Severn",35,20,1,8,52,0,116,222
35086,"Simcoe North/Simcoe-Nord"," 92","Severn",38,40,1,19,180,1,279,459
35086,"Simcoe North/Simcoe-Nord"," 93","Severn",50,42,1,26,204,0,323,543
35086,"Simcoe North/Simcoe-Nord"," 94","Severn",48,27,1,20,182,1,279,455
35086,"Simcoe North/Simcoe-Nord"," 95","Severn",33,22,0,9,171,0,235,450
35086,"Simcoe North/Simcoe-Nord"," 96","Severn",41,28,2,9,171,0,251,419
35086,"Simcoe North/Simcoe-Nord"," 97","Severn",42,39,3,21,189,1,295,496
35086,"Simcoe North/Simcoe-Nord"," 98","Severn",49,18,0,18,158,0,243,438
35086,"Simcoe North/Simcoe-Nord"," 99","Severn",33,18,0,13,113,0,177,323
35086,"Simcoe North/Simcoe-Nord"," 99-1","Severn",24,18,0,5,104,0,151,236
35086,"Simcoe North/Simcoe-Nord"," 100","Severn",34,34,1,11,140,0,220,408
35086,"Simcoe North/Simcoe-Nord"," 101","Severn",48,47,4,17,164,1,281,485
35086,"Simcoe North/Simcoe-Nord"," 102","Severn",40,37,5,13,178,0,273,457
35086,"Simcoe North/Simcoe-Nord"," 103","Severn",60,27,2,11,157,0,257,420
35086,"Simcoe North/Simcoe-Nord"," 104","Severn",33,56,1,5,120,0,215,408
35086,"Simcoe North/Simcoe-Nord"," 105","Severn",35,19,1,8,116,0,179,382
35086,"Simcoe North/Simcoe-Nord"," 106","Severn",19,34,1,13,123,0,190,345
35086,"Simcoe North/Simcoe-Nord"," 107","Severn",35,50,1,13,189,0,288,463
35086,"Simcoe North/Simcoe-Nord"," 107-1","Severn",23,13,2,8,78,0,124,216
35086,"Simcoe North/Simcoe-Nord"," 108","Severn",27,40,4,8,144,0,223,438
35086,"Simcoe North/Simcoe-Nord"," 109","Severn",54,74,5,13,184,0,330,500
35086,"Simcoe North/Simcoe-Nord"," 110","Oro-Medonte",47,50,1,21,126,0,245,429
35086,"Simcoe North/Simcoe-Nord"," 110-1","Oro-Medonte",60,34,3,30,159,2,288,417
35086,"Simcoe North/Simcoe-Nord"," 111","Oro-Medonte",53,28,1,13,137,1,233,337
35086,"Simcoe North/Simcoe-Nord"," 112","Oro-Medonte",55,59,1,20,163,3,301,453
35086,"Simcoe North/Simcoe-Nord"," 113","Oro-Medonte",34,29,0,23,132,0,218,387
35086,"Simcoe North/Simcoe-Nord"," 114","Oro-Medonte",47,39,2,21,169,0,278,436
35086,"Simcoe North/Simcoe-Nord"," 115","Oro-Medonte",56,32,0,19,205,0,312,497
35086,"Simcoe North/Simcoe-Nord"," 116","Oro-Medonte",27,22,2,10,159,1,221,331
35086,"Simcoe North/Simcoe-Nord"," 116-1","Oro-Medonte",26,26,0,6,138,0,196,313
35086,"Simcoe North/Simcoe-Nord"," 117","Oro-Medonte",26,42,4,9,170,1,252,444
35086,"Simcoe North/Simcoe-Nord"," 118","Oro-Medonte",42,55,3,8,185,0,293,370
35086,"Simcoe North/Simcoe-Nord"," 119","Oro-Medonte",36,51,1,18,166,0,272,439
35086,"Simcoe North/Simcoe-Nord"," 120","Oro-Medonte",30,50,2,13,159,1,255,439
35086,"Simcoe North/Simcoe-Nord"," 121","Oro-Medonte",44,57,0,17,98,0,216,340
35086,"Simcoe North/Simcoe-Nord"," 122","Oro-Medonte",35,52,0,40,97,0,224,409
35086,"Simcoe North/Simcoe-Nord"," 122-1","Oro-Medonte",25,22,1,23,99,0,170,288
35086,"Simcoe North/Simcoe-Nord"," 123","Oro-Medonte",25,64,0,12,161,0,262,451
35086,"Simcoe North/Simcoe-Nord"," 123-1","Oro-Medonte",34,43,0,7,164,0,248,442
35086,"Simcoe North/Simcoe-Nord"," 123-2","Oro-Medonte",21,13,1,7,59,0,101,196
35086,"Simcoe North/Simcoe-Nord"," 124","Oro-Medonte",43,48,0,15,150,0,256,463
35086,"Simcoe North/Simcoe-Nord"," 125","Oro-Medonte",56,42,2,12,179,0,291,478
35086,"Simcoe North/Simcoe-Nord"," 126","Oro-Medonte",26,20,1,9,125,1,182,392
35086,"Simcoe North/Simcoe-Nord"," 127","Oro-Medonte",20,52,0,8,201,0,281,506
35086,"Simcoe North/Simcoe-Nord"," 128","Oro-Medonte",30,38,0,15,177,0,260,347
35086,"Simcoe North/Simcoe-Nord"," 129","Oro-Medonte",27,6,0,5,94,0,132,254
35086,"Simcoe North/Simcoe-Nord"," 130","Oro-Medonte",23,23,4,6,82,0,138,287
35086,"Simcoe North/Simcoe-Nord"," 131","Oro-Medonte",35,50,1,19,154,2,261,455
35086,"Simcoe North/Simcoe-Nord"," 132","Oro-Medonte",29,29,0,27,132,0,217,437
35086,"Simcoe North/Simcoe-Nord"," 132-1","Oro-Medonte",19,12,0,8,73,0,112,221
35086,"Simcoe North/Simcoe-Nord"," 133","Oro-Medonte",51,36,0,20,133,0,240,449
35086,"Simcoe North/Simcoe-Nord"," 134","Oro-Medonte",48,40,2,12,159,1,262,458
35086,"Simcoe North/Simcoe-Nord"," 135","Oro-Medonte",36,26,0,17,131,0,210,344
35086,"Simcoe North/Simcoe-Nord"," 136","Oro-Medonte",43,32,3,27,142,1,248,504
35086,"Simcoe North/Simcoe-Nord"," 137","Oro-Medonte",46,49,0,14,182,0,291,499
35086,"Simcoe North/Simcoe-Nord"," 138","Oro-Medonte",26,28,1,15,114,0,184,355
35086,"Simcoe North/Simcoe-Nord"," 139","Oro-Medonte",51,40,0,30,136,0,257,426
35086,"Simcoe North/Simcoe-Nord"," 140","Oro-Medonte",30,36,0,9,123,1,199,326
35086,"Simcoe North/Simcoe-Nord"," 141","Oro-Medonte",23,37,1,15,131,0,207,357
35086,"Simcoe North/Simcoe-Nord"," 142","Oro-Medonte",27,36,2,13,103,2,183,300
35086,"Simcoe North/Simcoe-Nord"," 143A","Orillia",16,34,1,5,76,2,134,234
35086,"Simcoe North/Simcoe-Nord"," 143B","Mobile poll/Bureau itinérant",17,19,2,3,44,2,87,149
35086,"Simcoe North/Simcoe-Nord"," 143-1","Orillia",35,24,2,8,69,0,138,302
35086,"Simcoe North/Simcoe-Nord"," 143-2","Orillia",42,58,1,16,152,1,270,561
35086,"Simcoe North/Simcoe-Nord"," 144","Orillia",35,26,2,4,110,1,178,330
35086,"Simcoe North/Simcoe-Nord"," 145","Orillia",44,42,1,6,80,0,173,332
35086,"Simcoe North/Simcoe-Nord"," 146A","Orillia",33,45,1,13,125,0,217,454
35086,"Simcoe North/Simcoe-Nord"," 146B","Orillia",10,12,0,1,51,0,74,77
35086,"Simcoe North/Simcoe-Nord"," 147","Orillia",18,18,1,3,51,0,91,214
35086,"Simcoe North/Simcoe-Nord"," 148","Orillia",30,31,0,4,97,0,162,326
35086,"Simcoe North/Simcoe-Nord"," 149","Orillia",27,56,0,8,123,1,215,334
35086,"Simcoe North/Simcoe-Nord"," 149-1","Orillia",48,70,0,13,138,0,269,456
35086,"Simcoe North/Simcoe-Nord"," 150","Orillia",15,64,0,19,85,1,184,281
35086,"Simcoe North/Simcoe-Nord"," 151","Orillia",43,47,0,20,112,0,222,417
35086,"Simcoe North/Simcoe-Nord"," 152","Orillia",41,61,0,15,79,1,197,328
35086,"Simcoe North/Simcoe-Nord"," 153","Orillia",40,24,0,7,46,1,118,328
35086,"Simcoe North/Simcoe-Nord"," 154","Orillia",36,58,2,13,79,0,188,356
35086,"Simcoe North/Simcoe-Nord"," 155","Orillia",18,20,2,7,54,0,101,259
35086,"Simcoe North/Simcoe-Nord"," 156","Orillia",44,22,1,21,75,1,164,348
35086,"Simcoe North/Simcoe-Nord"," 157","Orillia",41,29,1,18,70,0,159,335
35086,"Simcoe North/Simcoe-Nord"," 158","Orillia",47,55,0,10,111,1,224,419
35086,"Simcoe North/Simcoe-Nord"," 159","Orillia",55,54,6,23,143,1,282,587
35086,"Simcoe North/Simcoe-Nord"," 160A","Orillia",28,16,2,6,69,1,122,278
35086,"Simcoe North/Simcoe-Nord"," 160B","Mobile poll/Bureau itinérant",Merged with No. 143B/Fusionné avec le nº 143B,,,,,,,95
35086,"Simcoe North/Simcoe-Nord"," 161","Orillia",33,25,1,5,68,0,132,373
35086,"Simcoe North/Simcoe-Nord"," 162","Orillia",37,11,0,8,54,0,110,236
35086,"Simcoe North/Simcoe-Nord"," 163","Orillia",47,24,1,8,115,0,195,455
35086,"Simcoe North/Simcoe-Nord"," 164","Orillia",32,28,2,15,115,0,192,437
35086,"Simcoe North/Simcoe-Nord"," 165","Orillia",39,35,1,15,118,1,209,411
35086,"Simcoe North/Simcoe-Nord"," 166","Orillia",31,37,0,6,92,1,167,342
35086,"Simcoe North/Simcoe-Nord"," 167","Orillia",35,45,1,5,110,1,197,371
35086,"Simcoe North/Simcoe-Nord"," 168","Orillia",28,9,1,17,72,0,127,370
35086,"Simcoe North/Simcoe-Nord"," 169","Orillia",60,34,2,10,139,1,246,478
35086,"Simcoe North/Simcoe-Nord"," 170","Orillia",37,60,1,19,150,0,267,444
35086,"Simcoe North/Simcoe-Nord"," 171","Orillia",52,72,1,9,183,3,320,530
35086,"Simcoe North/Simcoe-Nord"," 172","Orillia",43,45,1,17,122,0,228,436
35086,"Simcoe North/Simcoe-Nord"," 173","Orillia",44,45,4,12,150,1,256,520
35086,"Simcoe North/Simcoe-Nord"," 174","Orillia",32,35,0,9,84,1,161,315
35086,"Simcoe North/Simcoe-Nord"," 175","Orillia",39,39,0,13,77,0,168,334
35086,"Simcoe North/Simcoe-Nord"," 176","Orillia",28,74,0,12,139,0,253,413
35086,"Simcoe North/Simcoe-Nord"," 177","Orillia",49,38,2,8,87,0,184,362
35086,"Simcoe North/Simcoe-Nord"," 178A","Orillia",34,76,2,19,80,0,211,383
35086,"Simcoe North/Simcoe-Nord"," 178B","Mobile poll/Bureau itinérant",Merged with No. 143B/Fusionné avec le nº 143B,,,,,,,32
35086,"Simcoe North/Simcoe-Nord"," 179","Orillia",40,59,1,12,121,1,234,374
35086,"Simcoe North/Simcoe-Nord"," 180","Orillia",23,69,2,10,42,1,147,304
35086,"Simcoe North/Simcoe-Nord"," 181","Orillia",33,48,0,7,42,0,130,369
35086,"Simcoe North/Simcoe-Nord"," 182","Orillia",31,15,1,12,46,1,106,381
35086,"Simcoe North/Simcoe-Nord"," 183","Orillia",48,36,2,12,67,0,165,474
35086,"Simcoe North/Simcoe-Nord"," 184","Orillia",28,48,0,5,52,0,133,307
35086,"Simcoe North/Simcoe-Nord"," 185A","Orillia",16,35,0,10,96,1,158,270
35086,"Simcoe North/Simcoe-Nord"," 185B","Orillia",7,5,0,1,26,2,41,100
35086,"Simcoe North/Simcoe-Nord"," 186","Orillia",31,39,0,7,54,1,132,265
35086,"Simcoe North/Simcoe-Nord"," 187","Orillia",36,49,2,6,135,0,228,435
35086,"Simcoe North/Simcoe-Nord"," 188","Orillia",4,21,0,4,43,0,72,184
35086,"Simcoe North/Simcoe-Nord"," 189","Orillia",47,39,1,9,86,0,182,410
35086,"Simcoe North/Simcoe-Nord"," 190","Orillia",34,41,1,9,76,0,161,375
35086,"Simcoe North/Simcoe-Nord"," 191","Orillia",52,14,0,15,58,1,140,293
35086,"Simcoe North/Simcoe-Nord"," 192","Orillia",42,21,0,8,83,0,154,384
35086,"Simcoe North/Simcoe-Nord"," 193","Orillia",35,43,2,8,87,0,175,392
35086,"Simcoe North/Simcoe-Nord"," 194","Orillia",43,22,0,17,100,0,182,533
35086,"Simcoe North/Simcoe-Nord"," 195","Orillia",48,22,2,10,108,3,193,354
35086,"Simcoe North/Simcoe-Nord"," 196","Orillia",47,66,1,14,127,2,257,488
35086,"Simcoe North/Simcoe-Nord"," 197","Orillia",43,29,3,8,111,0,194,386
35086,"Simcoe North/Simcoe-Nord"," 198","Orillia",36,50,2,14,160,1,263,480
35086,"Simcoe North/Simcoe-Nord"," 199","Ramara",51,53,4,10,152,0,270,486
35086,"Simcoe North/Simcoe-Nord"," 200","Ramara",74,58,0,30,117,0,279,434
35086,"Simcoe North/Simcoe-Nord"," 201","Mnjikaning First Nation 32",95,14,4,10,59,0,182,421
35086,"Simcoe North/Simcoe-Nord"," 202","Ramara",52,33,3,12,144,0,244,445
35086,"Simcoe North/Simcoe-Nord"," 203","Ramara",37,36,1,5,111,0,190,373
35086,"Simcoe North/Simcoe-Nord"," 204","Ramara",16,11,1,3,96,1,128,245
35086,"Simcoe North/Simcoe-Nord"," 205","Ramara",26,13,7,4,146,2,198,378
35086,"Simcoe North/Simcoe-Nord"," 206","Ramara",38,24,1,8,97,0,168,342
35086,"Simcoe North/Simcoe-Nord"," 207","Ramara",38,51,8,12,128,1,238,435
35086,"Simcoe North/Simcoe-Nord"," 208","Ramara",23,42,6,10,175,1,257,416
35086,"Simcoe North/Simcoe-Nord"," 209","Ramara",60,33,4,15,130,1,243,424
35086,"Simcoe North/Simcoe-Nord"," 210","Ramara",34,49,0,9,129,0,221,383
35086,"Simcoe North/Simcoe-Nord"," 211","Ramara",37,69,0,13,262,1,382,537
35086,"Simcoe North/Simcoe-Nord"," 212","Ramara",50,48,1,18,110,0,227,378
35086,"Simcoe North/Simcoe-Nord"," 213","Ramara",37,41,3,8,173,2,264,417
35086,"Simcoe North/Simcoe-Nord"," 214","Ramara",53,34,2,3,175,1,268,498
35086,"Simcoe North/Simcoe-Nord"," 215","Ramara",33,30,6,3,112,0,184,357
35086,"Simcoe North/Simcoe-Nord"," 216","Ramara",Void/Supprimé,,,,,,,
35086,"Simcoe North/Simcoe-Nord"," 217","Ramara",43,26,3,9,91,0,172,297
35086,"Simcoe North/Simcoe-Nord"," 217-1","Ramara",35,16,0,12,99,0,162,281
35086,"Simcoe North/Simcoe-Nord"," 400","Penetanguishene",44,15,5,11,22,0,97,127
35086,"Simcoe North/Simcoe-Nord"," 500","Mobile poll/Bureau itinérant",9,15,3,2,32,4,65,97
35086,"Simcoe North/Simcoe-Nord"," 501A","Mobile poll/Bureau itinérant",20,28,3,6,44,1,102,146
35086,"Simcoe North/Simcoe-Nord"," 501B","Mobile poll/Bureau itinérant",19,18,2,4,28,2,73,10
35086,"Simcoe North/Simcoe-Nord"," 600","Tiny",88,144,4,38,201,1,476,
35086,"Simcoe North/Simcoe-Nord"," 601","Penetanguishene",181,310,1,50,400,3,945,
35086,"Simcoe North/Simcoe-Nord"," 602","Midland",181,333,4,58,633,0,1209,
35086,"Simcoe North/Simcoe-Nord"," 603","Midland",151,177,3,43,426,0,800,
35086,"Simcoe North/Simcoe-Nord"," 604","Tay",149,157,0,40,443,2,791,
35086,"Simcoe North/Simcoe-Nord"," 605","Severn",23,62,1,18,191,1,296,
35086,"Simcoe North/Simcoe-Nord"," 606","Oro-Medonte",48,154,1,43,347,1,594,
35086,"Simcoe North/Simcoe-Nord"," 607","Oro-Medonte",85,170,0,40,512,2,809,
35086,"Simcoe North/Simcoe-Nord"," 608","Orillia",83,149,4,28,415,1,680,
35086,"Simcoe North/Simcoe-Nord"," 609","Orillia",72,209,6,23,382,3,695,
35086,"Simcoe North/Simcoe-Nord"," 610","Orillia",106,218,10,50,523,2,909,
35086,"Simcoe North/Simcoe-Nord"," 611","Ramara",53,146,9,34,374,1,617,
35086,"Simcoe North/Simcoe-Nord"," 612","Severn",71,121,2,23,391,4,612,
35086,"Simcoe North/Simcoe-Nord",,Group 1/Groupe 1,19,54,3,8,76,5,165,302
35086,"Simcoe North/Simcoe-Nord",,Group 2/Groupe 2,73,230,1,64,590,12,970,
