Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alain Bernier,Garnet Colly,Riccardo De Ioris,Michael Di Pardo,Massimo Pacetti,Roberta Peressini,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 135","Saint-Léonard",11,0,28,3,69,63,2,176,322
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 136","Saint-Léonard",13,0,33,4,68,72,3,193,364
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 137","Saint-Léonard",13,1,17,3,42,30,0,106,291
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 138","Saint-Léonard",10,1,25,3,47,56,2,144,312
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 139","Saint-Léonard",25,1,31,5,67,51,3,183,394
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 140","Saint-Léonard",14,0,12,3,37,69,3,138,322
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 141","Saint-Léonard",16,1,15,1,39,66,1,139,342
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 142A","Saint-Léonard",19,0,19,2,50,75,1,166,414
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 142B","Saint-Léonard",22,0,21,1,59,97,3,203,431
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 143","Saint-Léonard",25,0,39,9,87,95,3,258,561
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 144","Montréal",35,0,18,5,32,99,2,191,461
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 145","Montréal",35,1,23,3,46,66,2,176,356
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 146","Montréal",49,2,29,6,69,92,5,252,488
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 147","Montréal",48,0,26,2,36,81,0,193,410
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 148","Montréal",20,0,14,5,52,49,2,142,373
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 149","Montréal",8,1,24,3,46,57,4,143,376
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 150","Montréal",32,0,22,2,55,56,3,170,492
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 151","Montréal",30,0,23,2,42,75,6,178,462
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 152","Montréal",10,3,35,7,76,57,3,191,456
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 153","Montréal",22,3,12,3,73,56,9,178,465
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 154","Montréal",18,3,14,12,74,60,0,181,469
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 155","Montréal",15,1,31,3,38,36,2,126,269
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 156","Montréal",17,1,20,1,61,44,3,147,383
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 157","Montréal",14,2,34,3,96,56,2,207,455
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 158","Montréal",26,1,28,2,40,69,8,174,467
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 159","Montréal",22,0,11,2,53,35,4,127,336
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 160","Montréal",21,1,9,3,31,57,3,125,384
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 161","Montréal",21,1,22,4,60,42,1,151,357
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 162","Montréal",11,4,25,3,91,46,3,183,456
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 163","Montréal",24,2,25,2,88,61,9,211,517
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 164","Montréal",12,2,21,4,40,49,3,131,346
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 165","Montréal",9,5,30,6,82,62,4,198,439
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 166","Montréal",10,2,19,2,93,51,4,181,398
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 167","Montréal",11,1,26,7,104,54,6,209,379
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 168","Montréal",18,3,11,3,52,63,3,153,359
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 169","Montréal",11,1,17,0,69,53,3,154,414
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 170","Montréal",15,0,14,4,63,65,0,161,339
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 171","Montréal",8,1,13,3,52,56,0,133,410
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 172","Montréal",14,0,16,1,73,57,7,168,379
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 173","Montréal",22,1,16,4,76,59,5,183,447
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 174","Montréal",15,2,9,6,48,33,2,115,305
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 175","Montréal",15,2,16,4,77,48,7,169,341
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 176","Montréal",26,1,17,1,96,59,3,203,430
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 177","Montréal",8,0,12,6,65,45,4,140,367
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 178","Montréal",26,1,20,3,58,49,5,162,389
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 179","Montréal",17,0,18,2,63,44,0,144,302
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 180","Montréal",13,1,16,2,66,48,5,151,412
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 181","Montréal",7,0,16,8,80,54,2,167,414
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 182","Montréal",8,1,8,3,78,52,7,157,347
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 183","Montréal",9,2,17,4,86,44,3,165,376
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 184","Montréal",18,2,15,4,71,40,3,153,357
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 185","Montréal",14,1,24,5,103,69,5,221,404
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 186","Montréal",9,2,21,4,83,61,4,184,423
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 187","Montréal",16,0,12,4,92,39,1,164,359
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 188","Montréal",15,2,27,3,84,62,4,197,362
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 189","Montréal",16,1,21,5,94,60,4,201,455
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 190","Montréal",23,1,23,5,57,47,4,160,432
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 191","Montréal",27,1,13,0,43,34,1,119,392
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 192","Montréal",28,2,29,4,63,55,6,187,450
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 193","Montréal",8,1,12,2,74,53,2,152,409
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 400A","Saint-Léonard",31,0,24,3,56,34,4,152,225
