Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dick Harris,Sangeeta Lalli,Heidi Redl,Jon Ronan,Henry Thiessen,Jordan Turner,Jon Van Barneveld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59004,"Cariboo--Prince George/Cariboo--Prince George"," 65","Vanderhoof",196,5,3,0,5,0,23,0,232,370
59004,"Cariboo--Prince George/Cariboo--Prince George"," 66","Vanderhoof",141,10,8,1,16,0,36,1,213,350
59004,"Cariboo--Prince George/Cariboo--Prince George"," 67","Vanderhoof",143,13,8,7,8,2,52,0,233,432
59004,"Cariboo--Prince George/Cariboo--Prince George"," 68","Vanderhoof",115,6,5,0,2,1,37,1,167,392
59004,"Cariboo--Prince George/Cariboo--Prince George"," 69","Vanderhoof",166,16,6,3,9,1,59,0,260,497
59004,"Cariboo--Prince George/Cariboo--Prince George"," 70","Vanderhoof",100,5,6,1,4,1,15,0,132,222
59004,"Cariboo--Prince George/Cariboo--Prince George"," 71","Nulki",53,2,13,2,2,1,37,0,110,334
59004,"Cariboo--Prince George/Cariboo--Prince George"," 72","Weneez",114,0,5,0,7,2,13,1,142,310
59004,"Cariboo--Prince George/Cariboo--Prince George"," 73","Mapes",87,1,6,1,5,0,18,0,118,213
59004,"Cariboo--Prince George/Cariboo--Prince George"," 74","Finmoore",111,8,9,1,1,0,58,1,189,362
59004,"Cariboo--Prince George/Cariboo--Prince George"," 75","Telachick",47,1,7,3,0,0,27,3,88,160
59004,"Cariboo--Prince George/Cariboo--Prince George"," 76","Nechako",56,1,4,1,0,0,12,0,74,138
59004,"Cariboo--Prince George/Cariboo--Prince George"," 77","Miworth",108,11,22,1,0,0,74,1,217,355
59004,"Cariboo--Prince George/Cariboo--Prince George"," 78","Prince George",120,9,15,1,2,2,40,1,190,315
59004,"Cariboo--Prince George/Cariboo--Prince George"," 79","Prince George",156,11,10,2,0,1,74,0,254,549
59004,"Cariboo--Prince George/Cariboo--Prince George"," 80","Prince George",89,4,12,3,1,1,43,0,153,317
59004,"Cariboo--Prince George/Cariboo--Prince George"," 81","Prince George",55,3,1,1,0,0,24,0,84,177
59004,"Cariboo--Prince George/Cariboo--Prince George"," 82","Prince George",111,10,11,4,0,2,40,0,178,405
59004,"Cariboo--Prince George/Cariboo--Prince George"," 83","Prince George",111,10,14,4,1,3,56,0,199,429
59004,"Cariboo--Prince George/Cariboo--Prince George"," 83-1","Prince George",125,18,5,2,0,0,51,0,201,405
59004,"Cariboo--Prince George/Cariboo--Prince George"," 84","Prince George",147,6,8,2,0,0,54,1,218,430
59004,"Cariboo--Prince George/Cariboo--Prince George"," 85","Prince George",207,25,14,0,5,3,89,0,343,700
59004,"Cariboo--Prince George/Cariboo--Prince George"," 86","Prince George",136,9,4,1,0,1,71,2,224,438
59004,"Cariboo--Prince George/Cariboo--Prince George"," 87","Prince George",62,7,6,3,1,1,48,0,128,240
59004,"Cariboo--Prince George/Cariboo--Prince George"," 88","Prince George",110,20,13,0,1,1,64,1,210,385
59004,"Cariboo--Prince George/Cariboo--Prince George"," 89","Prince George",46,1,1,4,0,0,52,1,105,250
59004,"Cariboo--Prince George/Cariboo--Prince George"," 90","Prince George",58,1,7,1,0,1,46,0,114,232
59004,"Cariboo--Prince George/Cariboo--Prince George"," 91","Prince George",73,7,12,0,3,0,59,1,155,256
59004,"Cariboo--Prince George/Cariboo--Prince George"," 92","Prince George",134,17,9,2,0,0,52,0,214,428
59004,"Cariboo--Prince George/Cariboo--Prince George"," 93","Prince George",101,12,6,0,1,0,33,1,154,300
59004,"Cariboo--Prince George/Cariboo--Prince George"," 94","Prince George",82,10,10,1,3,2,49,1,158,266
59004,"Cariboo--Prince George/Cariboo--Prince George"," 95","Prince George",94,9,12,2,0,1,74,0,192,389
59004,"Cariboo--Prince George/Cariboo--Prince George"," 96","Prince George",66,12,9,0,0,3,81,0,171,336
59004,"Cariboo--Prince George/Cariboo--Prince George"," 97","Prince George",85,9,12,4,1,2,101,0,214,417
59004,"Cariboo--Prince George/Cariboo--Prince George"," 98","Prince George",110,18,9,2,1,0,70,1,211,394
59004,"Cariboo--Prince George/Cariboo--Prince George"," 99","Prince George",84,5,9,1,0,1,74,0,174,346
59004,"Cariboo--Prince George/Cariboo--Prince George"," 100","Prince George",120,12,10,2,3,0,83,2,232,382
59004,"Cariboo--Prince George/Cariboo--Prince George"," 101","Prince George",154,11,13,2,1,0,104,1,286,508
59004,"Cariboo--Prince George/Cariboo--Prince George"," 102","Prince George",108,8,13,2,4,0,51,1,187,355
59004,"Cariboo--Prince George/Cariboo--Prince George"," 103","Beaverley",121,10,8,0,1,0,58,0,198,325
59004,"Cariboo--Prince George/Cariboo--Prince George"," 103-1","Beaverley",76,7,8,1,1,0,33,0,126,233
59004,"Cariboo--Prince George/Cariboo--Prince George"," 104","Beaverley",153,6,12,3,8,0,48,0,230,396
59004,"Cariboo--Prince George/Cariboo--Prince George"," 105","Mud River",72,6,3,0,0,1,18,1,101,190
59004,"Cariboo--Prince George/Cariboo--Prince George"," 106","Beaverley",167,10,18,4,0,1,65,0,265,533
59004,"Cariboo--Prince George/Cariboo--Prince George"," 107","Baldy Hughes",49,9,10,0,0,0,28,0,96,190
59004,"Cariboo--Prince George/Cariboo--Prince George"," 108","Hixon",Void/Supprimé,,,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 109","Buckhorn",Void/Supprimé,,,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 110","Prince George",129,20,12,1,3,1,85,0,251,507
59004,"Cariboo--Prince George/Cariboo--Prince George"," 111","Prince George",156,21,14,1,3,0,71,1,267,536
59004,"Cariboo--Prince George/Cariboo--Prince George"," 112","Prince George",75,12,15,2,0,1,50,0,155,266
59004,"Cariboo--Prince George/Cariboo--Prince George"," 113","Prince George",135,19,12,4,1,2,62,0,235,429
59004,"Cariboo--Prince George/Cariboo--Prince George"," 114","Prince George",66,6,8,2,2,1,63,1,149,255
59004,"Cariboo--Prince George/Cariboo--Prince George"," 115","Prince George",60,5,12,2,2,1,60,1,143,290
59004,"Cariboo--Prince George/Cariboo--Prince George"," 116","Prince George",88,10,13,2,1,2,69,2,187,360
59004,"Cariboo--Prince George/Cariboo--Prince George"," 117","Prince George",90,14,17,1,0,0,88,1,211,377
59004,"Cariboo--Prince George/Cariboo--Prince George"," 118","Prince George",71,4,5,2,2,1,61,1,147,305
59004,"Cariboo--Prince George/Cariboo--Prince George"," 119","Prince George",82,7,8,0,0,1,65,2,165,329
59004,"Cariboo--Prince George/Cariboo--Prince George"," 120","Prince George",62,15,6,1,0,0,57,1,142,294
59004,"Cariboo--Prince George/Cariboo--Prince George"," 121","Prince George",48,5,8,1,3,0,48,1,114,287
59004,"Cariboo--Prince George/Cariboo--Prince George"," 122","Prince George",75,13,3,0,1,3,42,0,137,250
59004,"Cariboo--Prince George/Cariboo--Prince George"," 123","Prince George",91,12,10,3,0,1,72,0,189,364
59004,"Cariboo--Prince George/Cariboo--Prince George"," 124","Prince George",47,7,10,1,0,3,54,0,122,272
59004,"Cariboo--Prince George/Cariboo--Prince George"," 125","Prince George",43,4,3,0,0,0,54,0,104,269
59004,"Cariboo--Prince George/Cariboo--Prince George"," 126","Prince George",67,9,4,1,0,0,63,0,144,257
59004,"Cariboo--Prince George/Cariboo--Prince George"," 126-1","Prince George",32,6,14,1,1,2,28,1,85,275
59004,"Cariboo--Prince George/Cariboo--Prince George"," 127","Prince George",135,15,5,0,0,2,82,2,241,432
59004,"Cariboo--Prince George/Cariboo--Prince George"," 128","Prince George",98,13,12,1,0,0,89,0,213,447
59004,"Cariboo--Prince George/Cariboo--Prince George"," 129","Prince George",82,9,13,1,2,0,89,0,196,345
59004,"Cariboo--Prince George/Cariboo--Prince George"," 130","Prince George",98,8,16,1,4,0,85,2,214,399
59004,"Cariboo--Prince George/Cariboo--Prince George"," 131","Prince George",79,22,14,3,1,4,65,3,191,344
59004,"Cariboo--Prince George/Cariboo--Prince George"," 132","Prince George",64,7,9,4,0,0,90,1,175,384
59004,"Cariboo--Prince George/Cariboo--Prince George"," 133","Prince George",29,2,5,2,0,0,27,2,67,257
59004,"Cariboo--Prince George/Cariboo--Prince George"," 134","Prince George",97,6,9,1,0,0,73,1,187,410
59004,"Cariboo--Prince George/Cariboo--Prince George"," 135","Prince George",58,4,9,2,1,1,40,1,116,310
59004,"Cariboo--Prince George/Cariboo--Prince George"," 136","Prince George",113,9,17,1,2,2,55,1,200,378
59004,"Cariboo--Prince George/Cariboo--Prince George"," 137","Prince George",59,9,11,1,1,1,44,0,126,281
59004,"Cariboo--Prince George/Cariboo--Prince George"," 138","Prince George",98,10,8,2,1,1,72,2,194,387
59004,"Cariboo--Prince George/Cariboo--Prince George"," 139","Prince George",67,13,13,1,0,1,72,0,167,348
59004,"Cariboo--Prince George/Cariboo--Prince George"," 140","Prince George",62,10,8,0,0,2,57,0,139,304
59004,"Cariboo--Prince George/Cariboo--Prince George"," 141","Prince George",39,6,7,1,1,2,44,0,100,201
59004,"Cariboo--Prince George/Cariboo--Prince George"," 142","Prince George",142,12,21,2,3,0,95,0,275,530
59004,"Cariboo--Prince George/Cariboo--Prince George"," 143","Prince George",136,8,8,1,6,0,67,1,227,426
59004,"Cariboo--Prince George/Cariboo--Prince George"," 144","Prince George",104,17,13,3,1,2,91,3,234,471
59004,"Cariboo--Prince George/Cariboo--Prince George"," 145","Prince George",50,0,2,2,0,1,54,0,109,233
59004,"Cariboo--Prince George/Cariboo--Prince George"," 146","Prince George",81,5,8,0,0,0,55,3,152,312
59004,"Cariboo--Prince George/Cariboo--Prince George"," 147","Prince George",51,8,10,2,2,2,44,0,119,354
59004,"Cariboo--Prince George/Cariboo--Prince George"," 148","Prince George",Void/Supprimé,,,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 149A","Prince George",66,12,17,0,0,0,64,0,159,510
59004,"Cariboo--Prince George/Cariboo--Prince George"," 149B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,,46
59004,"Cariboo--Prince George/Cariboo--Prince George"," 150","Prince George",40,3,6,0,0,0,47,0,96,285
59004,"Cariboo--Prince George/Cariboo--Prince George"," 151","Prince George",62,7,20,2,1,3,73,1,169,367
59004,"Cariboo--Prince George/Cariboo--Prince George"," 152","Prince George",79,13,15,0,5,2,94,1,209,374
59004,"Cariboo--Prince George/Cariboo--Prince George"," 153","Prince George",55,4,9,3,0,0,50,0,121,289
59004,"Cariboo--Prince George/Cariboo--Prince George"," 154","Prince George",83,2,20,1,0,1,84,0,191,484
59004,"Cariboo--Prince George/Cariboo--Prince George"," 155","Prince George",27,4,12,1,1,1,59,0,105,356
59004,"Cariboo--Prince George/Cariboo--Prince George"," 156","Prince George",36,7,6,0,0,0,70,1,120,428
59004,"Cariboo--Prince George/Cariboo--Prince George"," 157","Prince George",69,7,16,2,0,2,75,0,171,462
59004,"Cariboo--Prince George/Cariboo--Prince George"," 158","Prince George",74,11,8,1,1,1,70,1,167,341
59004,"Cariboo--Prince George/Cariboo--Prince George"," 159","Prince George",55,9,9,2,0,2,52,1,130,345
59004,"Cariboo--Prince George/Cariboo--Prince George"," 160","Prince George",64,12,17,4,1,0,79,0,177,408
59004,"Cariboo--Prince George/Cariboo--Prince George"," 161","Prince George",66,6,15,0,0,3,54,4,148,365
59004,"Cariboo--Prince George/Cariboo--Prince George"," 162","Prince George",93,10,12,0,1,0,80,1,197,379
59004,"Cariboo--Prince George/Cariboo--Prince George"," 163","Prince George",85,8,14,4,1,4,67,0,183,390
59004,"Cariboo--Prince George/Cariboo--Prince George"," 164","Prince George",93,11,16,2,1,3,67,2,195,383
59004,"Cariboo--Prince George/Cariboo--Prince George"," 165","Prince George",60,9,5,1,1,0,47,2,125,273
59004,"Cariboo--Prince George/Cariboo--Prince George"," 166","Prince George",98,11,7,4,0,0,91,4,215,435
59004,"Cariboo--Prince George/Cariboo--Prince George"," 167","Prince George",61,15,3,2,1,0,43,1,126,286
59004,"Cariboo--Prince George/Cariboo--Prince George"," 168","Prince George",94,8,13,0,0,3,57,1,176,355
59004,"Cariboo--Prince George/Cariboo--Prince George"," 169","Prince George",67,5,13,1,0,1,80,2,169,457
59004,"Cariboo--Prince George/Cariboo--Prince George"," 170","Prince George",101,16,10,1,2,1,51,5,187,345
59004,"Cariboo--Prince George/Cariboo--Prince George"," 171","Prince George",76,11,10,1,0,0,53,0,151,287
59004,"Cariboo--Prince George/Cariboo--Prince George"," 172","Prince George",159,14,19,2,1,2,65,0,262,463
59004,"Cariboo--Prince George/Cariboo--Prince George"," 173","Riske Creek",10,0,2,1,0,0,42,1,56,108
59004,"Cariboo--Prince George/Cariboo--Prince George"," 174","Williams Lake",37,2,9,0,0,1,19,0,68,201
59004,"Cariboo--Prince George/Cariboo--Prince George"," 175","McLeese Lake",125,8,13,3,9,5,36,0,199,303
59004,"Cariboo--Prince George/Cariboo--Prince George"," 176","Big Lake Ranch",152,11,24,0,2,0,42,0,231,418
59004,"Cariboo--Prince George/Cariboo--Prince George"," 177","Likely",108,4,7,4,0,0,44,1,168,303
59004,"Cariboo--Prince George/Cariboo--Prince George"," 178","Horsefly",98,2,12,1,0,1,25,0,139,193
59004,"Cariboo--Prince George/Cariboo--Prince George"," 179","Horsefly",133,3,24,0,0,2,34,1,197,329
59004,"Cariboo--Prince George/Cariboo--Prince George"," 180","Miocene",132,9,45,0,0,0,34,2,222,377
59004,"Cariboo--Prince George/Cariboo--Prince George"," 181","Soda Creek",61,6,13,0,1,0,59,0,140,268
59004,"Cariboo--Prince George/Cariboo--Prince George"," 182","Williams Lake",116,15,21,1,3,0,51,1,208,435
59004,"Cariboo--Prince George/Cariboo--Prince George"," 183","Williams Lake",117,1,15,2,0,0,39,0,174,374
59004,"Cariboo--Prince George/Cariboo--Prince George"," 184","Pine Valley",46,5,10,2,0,0,6,0,69,174
59004,"Cariboo--Prince George/Cariboo--Prince George"," 185","Dugan Lake",83,3,10,0,1,0,21,1,119,208
59004,"Cariboo--Prince George/Cariboo--Prince George"," 186","Williams Lake",30,8,4,0,1,2,35,1,81,266
59004,"Cariboo--Prince George/Cariboo--Prince George"," 187","Williams Lake",114,4,25,1,2,1,74,1,222,533
59004,"Cariboo--Prince George/Cariboo--Prince George"," 188","Williams Lake",123,5,19,1,2,1,55,0,206,440
59004,"Cariboo--Prince George/Cariboo--Prince George"," 189","Williams Lake",130,13,16,0,8,1,51,1,220,420
59004,"Cariboo--Prince George/Cariboo--Prince George"," 190","Williams Lake",173,19,9,0,0,2,65,0,268,416
59004,"Cariboo--Prince George/Cariboo--Prince George"," 190-1","Williams Lake",133,12,16,2,0,1,38,0,202,368
59004,"Cariboo--Prince George/Cariboo--Prince George"," 191","Williams Lake",90,6,9,0,5,0,33,0,143,307
59004,"Cariboo--Prince George/Cariboo--Prince George"," 192","Williams Lake",80,9,3,1,2,0,39,0,134,338
59004,"Cariboo--Prince George/Cariboo--Prince George"," 193","Williams Lake",84,22,13,2,0,0,79,0,200,441
59004,"Cariboo--Prince George/Cariboo--Prince George"," 194","Williams Lake",105,16,11,0,1,2,54,0,189,385
59004,"Cariboo--Prince George/Cariboo--Prince George"," 195","Williams Lake",106,12,13,0,4,0,50,0,185,328
59004,"Cariboo--Prince George/Cariboo--Prince George"," 196","Williams Lake",96,5,11,0,6,1,44,0,163,336
59004,"Cariboo--Prince George/Cariboo--Prince George"," 197","Williams Lake",76,13,11,1,2,2,48,0,153,418
59004,"Cariboo--Prince George/Cariboo--Prince George"," 198","Williams Lake",142,8,15,1,2,0,43,0,211,374
59004,"Cariboo--Prince George/Cariboo--Prince George"," 199","Williams Lake",88,10,10,0,5,1,47,0,161,338
59004,"Cariboo--Prince George/Cariboo--Prince George"," 200","Williams Lake",102,18,9,2,1,2,57,0,191,380
59004,"Cariboo--Prince George/Cariboo--Prince George"," 201","Williams Lake",69,3,13,0,2,0,36,1,124,294
59004,"Cariboo--Prince George/Cariboo--Prince George"," 202","Williams Lake",47,8,8,1,2,1,25,0,92,249
59004,"Cariboo--Prince George/Cariboo--Prince George"," 203","Williams Lake",45,5,9,0,0,0,24,0,83,206
59004,"Cariboo--Prince George/Cariboo--Prince George"," 204","Williams Lake",52,8,15,0,1,0,31,0,107,296
59004,"Cariboo--Prince George/Cariboo--Prince George"," 205","Williams Lake",89,8,20,0,4,0,64,0,185,387
59004,"Cariboo--Prince George/Cariboo--Prince George"," 206","Williams Lake",150,15,27,3,0,0,59,1,255,471
59004,"Cariboo--Prince George/Cariboo--Prince George"," 207","Williams Lake",119,5,14,2,0,0,33,1,174,393
59004,"Cariboo--Prince George/Cariboo--Prince George"," 208","Williams Lake",129,11,19,0,5,1,44,1,210,426
59004,"Cariboo--Prince George/Cariboo--Prince George"," 209","South Williams Lake",Void/Supprimé,,,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 210","Williams Lake",99,4,11,2,2,1,43,1,163,329
59004,"Cariboo--Prince George/Cariboo--Prince George"," 211","Williams Lake",131,10,12,1,1,1,46,0,202,374
59004,"Cariboo--Prince George/Cariboo--Prince George"," 212","Williams Lake",191,9,18,0,3,2,65,1,289,537
59004,"Cariboo--Prince George/Cariboo--Prince George"," 213","Springhouse",163,7,12,1,0,0,41,0,224,355
59004,"Cariboo--Prince George/Cariboo--Prince George"," 214","Springhouse",135,7,17,0,4,0,28,0,191,373
59004,"Cariboo--Prince George/Cariboo--Prince George"," 215","Springhouse",Void/Supprimé,,,,,,,,,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 216","Alkali Lake",19,6,19,1,3,1,87,1,137,248
59004,"Cariboo--Prince George/Cariboo--Prince George"," 217","Dog Creek",15,2,10,0,0,1,22,0,50,86
59004,"Cariboo--Prince George/Cariboo--Prince George"," 218","Williams Lake",79,15,12,0,0,1,24,0,131,215
59004,"Cariboo--Prince George/Cariboo--Prince George"," 219","150 Mile House",112,11,14,0,1,0,67,0,205,447
59004,"Cariboo--Prince George/Cariboo--Prince George"," 220","150 Mile House",254,16,23,2,1,1,64,0,361,565
59004,"Cariboo--Prince George/Cariboo--Prince George"," 221","Dugan Lake",102,5,17,1,0,0,61,1,187,356
59004,"Cariboo--Prince George/Cariboo--Prince George"," 500","Mobile poll/Bureau itinérant",26,3,2,0,0,0,7,1,39,75
59004,"Cariboo--Prince George/Cariboo--Prince George"," 501","Mobile poll/Bureau itinérant",48,9,5,2,4,1,30,2,101,98
59004,"Cariboo--Prince George/Cariboo--Prince George"," 502","Mobile poll/Bureau itinérant",29,10,2,1,1,1,22,0,66,93
59004,"Cariboo--Prince George/Cariboo--Prince George"," 503","Mobile poll/Bureau itinérant",43,11,7,3,2,1,21,2,90,199
59004,"Cariboo--Prince George/Cariboo--Prince George"," 600","Hagensborg",19,2,4,0,0,0,22,0,47,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 601","Chilcotin",20,1,3,1,0,0,10,0,35,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 602","Quesnel",178,14,22,3,5,1,81,2,306,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 603","Quesnel",209,21,16,2,3,0,86,2,339,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 604","Vanderhoof",250,21,7,2,14,0,59,0,353,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 605","Prince George",436,52,29,7,4,4,153,6,691,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 606","Prince George",227,17,23,6,2,1,94,0,370,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 607","Prince George",228,28,31,10,1,5,162,1,466,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 608","Prince George",213,30,36,4,2,0,168,0,453,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 609","Prince George",229,30,44,9,6,1,165,3,487,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 610","Williams Lake",191,18,43,1,1,1,72,0,327,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 611","Williams Lake",172,9,25,0,1,2,66,1,276,
