Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Christopher Causton,Jared Giesbrecht,Patrick Hunt,Denise Savoie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59035,"Victoria/Victoria"," 94","Oak Bay",63,15,74,158,0,310,464
59035,"Victoria/Victoria"," 95","Oak Bay",35,16,38,72,0,161,250
59035,"Victoria/Victoria"," 96","Oak Bay",38,14,65,79,1,197,349
59035,"Victoria/Victoria"," 97","Oak Bay",59,14,56,90,0,219,345
59035,"Victoria/Victoria"," 98","Oak Bay",58,16,99,36,2,211,333
59035,"Victoria/Victoria"," 99","Victoria",29,60,56,198,3,346,850
59035,"Victoria/Victoria"," 100","Victoria",16,24,26,59,0,125,299
59035,"Victoria/Victoria"," 101","Victoria",12,19,48,97,1,177,449
59035,"Victoria/Victoria"," 102","Victoria",5,25,16,86,1,133,332
59035,"Victoria/Victoria"," 103","Victoria",21,25,20,111,1,178,366
59035,"Victoria/Victoria"," 104","Victoria",8,37,28,134,0,207,432
59035,"Victoria/Victoria"," 105","Victoria",13,32,28,153,0,226,415
59035,"Victoria/Victoria"," 106","Victoria",13,45,32,138,1,229,436
59035,"Victoria/Victoria"," 107","Victoria",18,28,23,119,0,188,376
59035,"Victoria/Victoria"," 108","Victoria",14,34,27,128,0,203,435
59035,"Victoria/Victoria"," 109","Victoria",18,29,24,111,0,182,361
59035,"Victoria/Victoria"," 110","Victoria",10,24,16,123,1,174,361
59035,"Victoria/Victoria"," 111","Victoria",3,33,5,66,0,107,240
59035,"Victoria/Victoria"," 112","Victoria",20,43,21,156,1,241,461
59035,"Victoria/Victoria"," 113","Victoria",21,64,23,193,0,301,538
59035,"Victoria/Victoria"," 114","Victoria",8,27,36,108,0,179,357
59035,"Victoria/Victoria"," 115","Victoria",7,28,12,112,4,163,303
59035,"Victoria/Victoria"," 116","Victoria",30,34,14,160,1,239,362
59035,"Victoria/Victoria"," 117","Victoria",29,38,44,195,0,306,518
59035,"Victoria/Victoria"," 118","Victoria",26,27,53,123,0,229,443
59035,"Victoria/Victoria"," 119","Victoria",27,28,30,126,1,212,368
59035,"Victoria/Victoria"," 120","Victoria",14,39,34,117,0,204,379
59035,"Victoria/Victoria"," 121","Victoria",26,47,51,131,1,256,474
59035,"Victoria/Victoria"," 122","Victoria",29,27,51,135,1,243,442
59035,"Victoria/Victoria"," 123","Victoria",36,35,66,172,3,312,530
59035,"Victoria/Victoria"," 124","Victoria",40,12,77,88,0,217,465
59035,"Victoria/Victoria"," 125","Victoria",18,21,75,99,1,214,399
59035,"Victoria/Victoria"," 126","Victoria",15,30,42,119,2,208,414
59035,"Victoria/Victoria"," 127","Victoria",20,37,34,124,0,215,406
59035,"Victoria/Victoria"," 128","Victoria",15,16,32,105,0,168,304
59035,"Victoria/Victoria"," 129","Victoria",17,17,33,84,1,152,293
59035,"Victoria/Victoria"," 130","Victoria",11,14,28,66,0,119,248
59035,"Victoria/Victoria"," 131","Victoria",11,16,31,85,0,143,262
59035,"Victoria/Victoria"," 132","Victoria",34,36,57,143,1,271,521
59035,"Victoria/Victoria"," 133","Victoria",20,35,34,115,0,204,393
59035,"Victoria/Victoria"," 134","Victoria",57,68,109,157,1,392,784
59035,"Victoria/Victoria"," 135","Victoria",20,19,31,139,0,209,343
59035,"Victoria/Victoria"," 136","Victoria",34,23,53,101,0,211,384
59035,"Victoria/Victoria"," 137","Victoria",22,16,42,88,0,168,284
59035,"Victoria/Victoria"," 138","Victoria",12,43,35,127,0,217,456
59035,"Victoria/Victoria"," 139","Victoria",21,16,33,69,0,139,265
59035,"Victoria/Victoria"," 140","Victoria",11,15,38,90,0,154,287
59035,"Victoria/Victoria"," 141","Victoria",11,18,28,107,0,164,357
59035,"Victoria/Victoria"," 142","Victoria",18,12,41,87,0,158,296
59035,"Victoria/Victoria"," 143","Victoria",13,32,30,130,1,206,364
59035,"Victoria/Victoria"," 144","Victoria",8,19,38,71,1,137,239
59035,"Victoria/Victoria"," 145","Victoria",14,20,49,81,1,165,322
59035,"Victoria/Victoria"," 146","Victoria",20,18,54,103,1,196,386
59035,"Victoria/Victoria"," 147","Victoria",11,20,34,75,0,140,228
59035,"Victoria/Victoria"," 148","Victoria",27,30,35,110,2,204,382
59035,"Victoria/Victoria"," 149","Victoria",55,52,62,185,1,355,822
59035,"Victoria/Victoria"," 150","Victoria",28,32,51,101,1,213,565
59035,"Victoria/Victoria"," 151","Victoria",7,28,14,100,1,150,291
59035,"Victoria/Victoria"," 152","Victoria",14,33,17,97,1,162,341
59035,"Victoria/Victoria"," 153","Victoria",13,18,19,81,2,133,261
59035,"Victoria/Victoria"," 154","Victoria",20,31,46,109,0,206,411
59035,"Victoria/Victoria"," 155","Victoria",35,44,33,123,1,236,497
59035,"Victoria/Victoria"," 156","Victoria",4,22,11,70,0,107,247
59035,"Victoria/Victoria"," 157","Victoria",25,5,49,37,2,118,261
59035,"Victoria/Victoria"," 158","Victoria",15,30,34,123,0,202,387
59035,"Victoria/Victoria"," 159","Victoria",31,17,52,114,0,214,386
59035,"Victoria/Victoria"," 160","Victoria",27,23,24,95,0,169,321
59035,"Victoria/Victoria"," 161","Victoria",46,36,64,166,0,312,664
59035,"Victoria/Victoria"," 162","Victoria",18,20,43,105,2,188,380
59035,"Victoria/Victoria"," 163","Victoria",18,29,33,88,2,170,310
59035,"Victoria/Victoria"," 164","Victoria",18,26,31,105,0,180,304
59035,"Victoria/Victoria"," 165","Victoria",18,32,36,159,2,247,436
59035,"Victoria/Victoria"," 166","Victoria",24,49,42,120,0,235,415
59035,"Victoria/Victoria"," 167","Victoria",20,22,41,153,1,237,380
59035,"Victoria/Victoria"," 168","Victoria",22,27,69,121,1,240,414
59035,"Victoria/Victoria"," 169","Victoria",22,28,35,120,0,205,397
59035,"Victoria/Victoria"," 170","Victoria",25,31,39,134,1,230,388
59035,"Victoria/Victoria"," 171","Victoria",35,52,33,153,0,273,481
59035,"Victoria/Victoria"," 172","Victoria",29,30,42,153,1,255,470
59035,"Victoria/Victoria"," 173","Victoria",40,23,39,153,0,255,352
59035,"Victoria/Victoria"," 174","Victoria",16,20,19,80,0,135,241
59035,"Victoria/Victoria"," 175","Victoria",23,35,22,85,0,165,288
59035,"Victoria/Victoria"," 176","Victoria",16,24,21,67,0,128,251
59035,"Victoria/Victoria"," 177","Victoria",22,28,42,90,0,182,406
59035,"Victoria/Victoria"," 178","Victoria",9,19,31,75,0,134,272
59035,"Victoria/Victoria"," 179","Victoria",24,28,60,146,1,259,440
59035,"Victoria/Victoria"," 180","Victoria",18,30,55,137,1,241,448
59035,"Victoria/Victoria"," 181","Victoria",30,31,49,177,2,289,488
59035,"Victoria/Victoria"," 182","Victoria",46,31,57,131,1,266,459
59035,"Victoria/Victoria"," 183","Victoria",20,17,26,89,1,153,319
59035,"Victoria/Victoria"," 184","Victoria",18,15,23,59,0,115,210
59035,"Victoria/Victoria"," 185","Victoria",20,13,29,75,0,137,243
59035,"Victoria/Victoria"," 186","Victoria",43,28,35,127,0,233,400
59035,"Victoria/Victoria"," 187","Victoria",47,23,51,113,2,236,392
59035,"Victoria/Victoria"," 188","Victoria",51,15,81,84,0,231,422
59035,"Victoria/Victoria"," 189","Victoria",23,24,64,63,0,174,247
59035,"Victoria/Victoria"," 190","Victoria",34,28,57,132,0,251,405
59035,"Victoria/Victoria"," 191","Victoria",54,50,49,157,2,312,498
59035,"Victoria/Victoria"," 192","Victoria",31,28,51,174,0,284,418
59035,"Victoria/Victoria"," 193","Victoria",43,24,62,95,2,226,389
59035,"Victoria/Victoria"," 194","Victoria",33,30,46,133,1,243,397
59035,"Victoria/Victoria"," 195","Victoria",36,45,37,139,0,257,375
59035,"Victoria/Victoria"," 196","Victoria",33,33,33,164,0,263,404
59035,"Victoria/Victoria"," 197","Victoria",22,18,37,125,0,202,337
59035,"Victoria/Victoria"," 198","Victoria",25,31,30,141,0,227,364
59035,"Victoria/Victoria"," 199","Victoria",21,26,45,88,0,180,292
59035,"Victoria/Victoria"," 200","Victoria",29,29,48,130,1,237,398
59035,"Victoria/Victoria"," 201","Victoria",38,34,54,124,1,251,395
59035,"Victoria/Victoria"," 202","Victoria",35,28,58,113,0,234,394
59035,"Victoria/Victoria"," 203","Oak Bay",43,23,51,127,0,244,451
59035,"Victoria/Victoria"," 204","Oak Bay",32,13,57,105,0,207,383
59035,"Victoria/Victoria"," 205","Oak Bay",80,22,75,100,0,277,477
59035,"Victoria/Victoria"," 206","Oak Bay",47,8,81,77,1,214,392
59035,"Victoria/Victoria"," 207","Oak Bay",60,22,81,98,2,263,471
59035,"Victoria/Victoria"," 208","Oak Bay",42,14,70,114,0,240,411
59035,"Victoria/Victoria"," 209","Oak Bay",57,18,53,89,0,217,333
59035,"Victoria/Victoria"," 210","Oak Bay",59,25,60,82,0,226,334
59035,"Victoria/Victoria"," 211","Oak Bay",74,32,70,186,0,362,533
59035,"Victoria/Victoria"," 212","Oak Bay",28,13,46,83,0,170,258
59035,"Victoria/Victoria"," 213","Oak Bay",53,14,75,72,1,215,411
59035,"Victoria/Victoria"," 214","Oak Bay",60,13,72,82,0,227,392
59035,"Victoria/Victoria"," 215","Oak Bay",76,19,83,85,4,267,499
59035,"Victoria/Victoria"," 216","Oak Bay",75,15,43,116,0,249,392
59035,"Victoria/Victoria"," 217","Oak Bay",84,21,45,108,0,258,385
59035,"Victoria/Victoria"," 218","Oak Bay",62,10,114,98,0,284,464
59035,"Victoria/Victoria"," 219","Oak Bay",41,12,45,63,0,161,287
59035,"Victoria/Victoria"," 500","Mobile poll/Bureau itinérant",15,6,15,18,6,60,107
59035,"Victoria/Victoria"," 501","Mobile poll/Bureau itinérant",17,7,11,19,1,55,126
59035,"Victoria/Victoria"," 502","Mobile poll/Bureau itinérant",20,4,27,31,3,85,116
59035,"Victoria/Victoria"," 503","Mobile poll/Bureau itinérant",16,3,32,21,1,73,164
59035,"Victoria/Victoria"," 504","Mobile poll/Bureau itinérant",23,10,48,41,3,125,204
59035,"Victoria/Victoria"," 505","Mobile poll/Bureau itinérant",19,14,31,44,0,108,145
59035,"Victoria/Victoria"," 506","Mobile poll/Bureau itinérant",26,8,61,25,2,122,152
59035,"Victoria/Victoria"," 507","Mobile poll/Bureau itinérant",16,9,16,32,4,77,206
59035,"Victoria/Victoria"," 508","Mobile poll/Bureau itinérant",18,10,89,42,3,162,212
59035,"Victoria/Victoria"," 509","Mobile poll/Bureau itinérant",11,13,27,33,2,86,127
59035,"Victoria/Victoria"," 510","Mobile poll/Bureau itinérant",20,5,28,41,1,95,126
59035,"Victoria/Victoria"," 511","Mobile poll/Bureau itinérant",29,5,64,56,3,157,211
59035,"Victoria/Victoria"," 512","Mobile poll/Bureau itinérant",9,4,19,13,2,47,79
59035,"Victoria/Victoria"," 513","Mobile poll/Bureau itinérant",17,6,20,21,0,64,146
59035,"Victoria/Victoria"," 514","Mobile poll/Bureau itinérant",43,15,49,63,7,177,453
59035,"Victoria/Victoria"," 515","Mobile poll/Bureau itinérant",30,7,95,69,0,201,292
59035,"Victoria/Victoria"," 516","Mobile poll/Bureau itinérant",11,6,30,42,0,89,259
59035,"Victoria/Victoria"," 517","Mobile poll/Bureau itinérant",32,6,30,31,3,102,123
59035,"Victoria/Victoria"," 600","Victoria",98,38,135,361,2,634,
59035,"Victoria/Victoria"," 601","Victoria",30,30,102,183,0,345,
59035,"Victoria/Victoria"," 602","Victoria",33,44,62,190,0,329,
59035,"Victoria/Victoria"," 603","Victoria",47,49,139,298,2,535,
59035,"Victoria/Victoria"," 604","Saanich",86,73,190,273,2,624,
59035,"Victoria/Victoria"," 605","Saanich--Oak Bay",128,30,228,180,1,567,
59035,"Victoria/Victoria"," 606","Oak Bay",181,33,252,300,1,767,
59035,"Victoria/Victoria"," 607","Victoria",79,100,122,437,6,744,
59035,"Victoria/Victoria"," 608","Victoria",69,29,116,256,1,471,
59035,"Victoria/Victoria"," 609","Victoria",86,47,186,360,0,679,
59035,"Victoria/Victoria"," 610","Victoria",145,75,175,518,0,913,
59035,"Victoria/Victoria"," 611","Victoria",100,28,131,227,0,486,
59035,"Victoria/Victoria"," 612","Oak Bay",304,30,358,386,2,1080,
59035,"Victoria/Victoria"," 613","Victoria",112,50,145,280,2,589,
59035,"Victoria/Victoria"," 614","Victoria",30,43,54,220,0,347,
59035,"Victoria/Victoria"," 615","Victoria",86,51,116,204,1,458,
59035,"Victoria/Victoria"," 616","Victoria",84,49,103,288,0,524,
59035,"Victoria/Victoria",,Group 1/Groupe 1,57,32,165,96,13,363,635
59035,"Victoria/Victoria",,Group 2/Groupe 2,253,134,329,655,7,1378,
