Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Roger Caranci,Jim Chahbar,Irene Mathyssen,Matthew Peloza,G.J. Rancourt,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35042,"London--Fanshawe/London--Fanshawe"," 66","London",18,49,111,7,4,2,191,420
35042,"London--Fanshawe/London--Fanshawe"," 67","London",17,42,131,7,5,0,202,504
35042,"London--Fanshawe/London--Fanshawe"," 68","London",19,80,137,6,4,3,249,544
35042,"London--Fanshawe/London--Fanshawe"," 69","London",Void/Supprimé,,,,,,,
35042,"London--Fanshawe/London--Fanshawe"," 70","London",29,115,150,7,2,0,303,520
35042,"London--Fanshawe/London--Fanshawe"," 71","London",13,105,143,4,2,1,268,575
35042,"London--Fanshawe/London--Fanshawe"," 72","London",11,60,94,9,0,0,174,353
35042,"London--Fanshawe/London--Fanshawe"," 73","London",34,109,175,9,3,0,330,649
35042,"London--Fanshawe/London--Fanshawe"," 74","London",24,95,148,14,1,1,283,643
35042,"London--Fanshawe/London--Fanshawe"," 75","London",26,66,94,6,2,0,194,461
35042,"London--Fanshawe/London--Fanshawe"," 76","London",14,53,30,2,3,0,102,150
35042,"London--Fanshawe/London--Fanshawe"," 77","London",21,80,96,3,1,1,202,425
35042,"London--Fanshawe/London--Fanshawe"," 78","London",29,103,124,6,3,0,265,530
35042,"London--Fanshawe/London--Fanshawe"," 79","London",Void/Supprimé,,,,,,,
35042,"London--Fanshawe/London--Fanshawe"," 80","London",25,96,142,6,7,4,280,452
35042,"London--Fanshawe/London--Fanshawe"," 81","London",32,73,155,12,7,5,284,525
35042,"London--Fanshawe/London--Fanshawe"," 82","London",39,91,113,6,1,2,252,409
35042,"London--Fanshawe/London--Fanshawe"," 83","London",41,66,96,8,1,3,215,384
35042,"London--Fanshawe/London--Fanshawe"," 84","London",40,83,142,6,0,3,274,398
35042,"London--Fanshawe/London--Fanshawe"," 85","London",14,51,115,3,1,3,187,347
35042,"London--Fanshawe/London--Fanshawe"," 86","London",33,85,117,6,1,1,243,387
35042,"London--Fanshawe/London--Fanshawe"," 87","London",46,62,88,6,1,0,203,360
35042,"London--Fanshawe/London--Fanshawe"," 88","London",21,69,113,6,1,1,211,415
35042,"London--Fanshawe/London--Fanshawe"," 89","London",18,78,132,4,9,0,241,560
35042,"London--Fanshawe/London--Fanshawe"," 90","London",47,137,168,9,2,0,363,638
35042,"London--Fanshawe/London--Fanshawe"," 91","London",40,64,89,7,9,0,209,390
35042,"London--Fanshawe/London--Fanshawe"," 92A","London",51,132,154,9,7,3,356,562
35042,"London--Fanshawe/London--Fanshawe"," 92B","London",35,145,146,13,11,2,352,593
35042,"London--Fanshawe/London--Fanshawe"," 92-1","London",51,92,125,7,5,3,283,541
35042,"London--Fanshawe/London--Fanshawe"," 92-2","London",17,42,57,4,4,1,125,246
35042,"London--Fanshawe/London--Fanshawe"," 93","London",19,63,66,4,5,1,158,301
35042,"London--Fanshawe/London--Fanshawe"," 94","London",35,55,146,10,5,1,252,532
35042,"London--Fanshawe/London--Fanshawe"," 95","London",25,96,93,2,0,1,217,377
35042,"London--Fanshawe/London--Fanshawe"," 96","London",15,53,103,2,0,0,173,389
35042,"London--Fanshawe/London--Fanshawe"," 97","London",Void/Supprimé,,,,,,,
35042,"London--Fanshawe/London--Fanshawe"," 98","London",41,63,100,12,5,1,222,413
35042,"London--Fanshawe/London--Fanshawe"," 99","London",39,58,84,7,2,3,193,330
35042,"London--Fanshawe/London--Fanshawe"," 100","London",46,68,82,7,3,2,208,354
35042,"London--Fanshawe/London--Fanshawe"," 101","London",15,30,121,4,1,0,171,383
35042,"London--Fanshawe/London--Fanshawe"," 102","London",20,73,100,10,3,1,207,402
35042,"London--Fanshawe/London--Fanshawe"," 103","London",7,32,88,6,1,1,135,411
35042,"London--Fanshawe/London--Fanshawe"," 104","London",12,44,70,3,3,1,133,287
35042,"London--Fanshawe/London--Fanshawe"," 105","London",16,68,121,9,6,0,220,504
35042,"London--Fanshawe/London--Fanshawe"," 106","London",27,45,92,13,1,3,181,346
35042,"London--Fanshawe/London--Fanshawe"," 107","London",8,27,72,7,0,0,114,358
35042,"London--Fanshawe/London--Fanshawe"," 108","London",4,44,54,4,0,1,107,362
35042,"London--Fanshawe/London--Fanshawe"," 109","London",25,49,78,6,1,1,160,346
35042,"London--Fanshawe/London--Fanshawe"," 110","London",10,51,72,11,6,0,150,316
35042,"London--Fanshawe/London--Fanshawe"," 111","London",19,50,115,3,7,0,194,453
35042,"London--Fanshawe/London--Fanshawe"," 112","London",31,100,126,6,0,0,263,555
35042,"London--Fanshawe/London--Fanshawe"," 113","London",19,55,108,3,3,1,189,474
35042,"London--Fanshawe/London--Fanshawe"," 114","London",26,60,113,2,1,1,203,354
35042,"London--Fanshawe/London--Fanshawe"," 115","London",4,32,78,6,1,1,122,249
35042,"London--Fanshawe/London--Fanshawe"," 116","London",28,86,88,3,1,0,206,392
35042,"London--Fanshawe/London--Fanshawe"," 117","London",8,41,95,4,4,2,154,373
35042,"London--Fanshawe/London--Fanshawe"," 118","London",9,51,81,5,4,1,151,250
35042,"London--Fanshawe/London--Fanshawe"," 119","London",22,87,85,6,1,1,202,365
35042,"London--Fanshawe/London--Fanshawe"," 120","London",20,56,79,1,3,0,159,282
35042,"London--Fanshawe/London--Fanshawe"," 121","London",30,106,125,10,3,0,274,490
35042,"London--Fanshawe/London--Fanshawe"," 122","London",26,56,96,6,1,0,185,412
35042,"London--Fanshawe/London--Fanshawe"," 123","London",16,48,88,3,3,1,159,375
35042,"London--Fanshawe/London--Fanshawe"," 124A","London",20,49,45,2,2,2,120,245
35042,"London--Fanshawe/London--Fanshawe"," 124B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,89
35042,"London--Fanshawe/London--Fanshawe"," 125","London",28,76,99,12,2,1,218,359
35042,"London--Fanshawe/London--Fanshawe"," 126","London",18,88,96,5,2,1,210,355
35042,"London--Fanshawe/London--Fanshawe"," 127","London",Void/Supprimé,,,,,,,
35042,"London--Fanshawe/London--Fanshawe"," 128","London",27,74,189,5,0,1,296,620
35042,"London--Fanshawe/London--Fanshawe"," 129","London",16,62,93,3,1,2,177,358
35042,"London--Fanshawe/London--Fanshawe"," 130","London",23,117,110,5,0,1,256,426
35042,"London--Fanshawe/London--Fanshawe"," 131","London",11,54,81,4,0,2,152,253
35042,"London--Fanshawe/London--Fanshawe"," 132","London",25,98,139,2,6,1,271,460
35042,"London--Fanshawe/London--Fanshawe"," 133","London",26,76,116,11,6,0,235,385
35042,"London--Fanshawe/London--Fanshawe"," 134","London",20,55,124,5,1,2,207,447
35042,"London--Fanshawe/London--Fanshawe"," 135","London",31,86,138,11,6,1,273,478
35042,"London--Fanshawe/London--Fanshawe"," 136","London",23,80,130,4,0,0,237,429
35042,"London--Fanshawe/London--Fanshawe"," 137","London",27,81,99,5,2,0,214,341
35042,"London--Fanshawe/London--Fanshawe"," 138","London",22,73,70,7,1,1,174,292
35042,"London--Fanshawe/London--Fanshawe"," 139","London",25,111,111,10,0,1,258,427
35042,"London--Fanshawe/London--Fanshawe"," 140","London",14,55,95,8,2,0,174,298
35042,"London--Fanshawe/London--Fanshawe"," 141","London",16,103,118,8,6,1,252,511
35042,"London--Fanshawe/London--Fanshawe"," 142","London",15,22,24,1,1,3,66,237
35042,"London--Fanshawe/London--Fanshawe"," 143A","London",22,83,77,11,1,0,194,327
35042,"London--Fanshawe/London--Fanshawe"," 143B","London",20,51,37,5,1,0,114,122
35042,"London--Fanshawe/London--Fanshawe"," 144","London",45,99,84,2,11,2,243,382
35042,"London--Fanshawe/London--Fanshawe"," 145","London",43,98,104,12,7,0,264,397
35042,"London--Fanshawe/London--Fanshawe"," 146","London",33,106,63,3,0,1,206,403
35042,"London--Fanshawe/London--Fanshawe"," 147","London",33,73,132,7,2,1,248,539
35042,"London--Fanshawe/London--Fanshawe"," 148","London",22,68,74,7,4,0,175,327
35042,"London--Fanshawe/London--Fanshawe"," 149","London",35,100,90,10,0,0,235,424
35042,"London--Fanshawe/London--Fanshawe"," 150","London",36,108,78,5,0,0,227,371
35042,"London--Fanshawe/London--Fanshawe"," 151","London",16,39,80,4,0,1,140,280
35042,"London--Fanshawe/London--Fanshawe"," 152","London",25,45,69,4,3,0,146,332
35042,"London--Fanshawe/London--Fanshawe"," 153","London",34,91,94,6,0,1,226,382
35042,"London--Fanshawe/London--Fanshawe"," 154","London",13,33,69,8,0,0,123,408
35042,"London--Fanshawe/London--Fanshawe"," 155","London",33,68,119,6,2,0,228,527
35042,"London--Fanshawe/London--Fanshawe"," 156","London",35,91,144,9,3,1,283,665
35042,"London--Fanshawe/London--Fanshawe"," 157","London",Void/Supprimé,,,,,,,
35042,"London--Fanshawe/London--Fanshawe"," 158","London",39,76,120,9,3,1,248,515
35042,"London--Fanshawe/London--Fanshawe"," 159","London",29,66,84,4,4,0,187,374
35042,"London--Fanshawe/London--Fanshawe"," 160","London",14,97,137,6,5,2,261,444
35042,"London--Fanshawe/London--Fanshawe"," 161","London",13,55,106,10,0,1,185,366
35042,"London--Fanshawe/London--Fanshawe"," 162","London",8,50,86,5,7,0,156,410
35042,"London--Fanshawe/London--Fanshawe"," 163","London",32,102,105,7,8,0,254,506
35042,"London--Fanshawe/London--Fanshawe"," 164","London",52,137,146,14,11,3,363,570
35042,"London--Fanshawe/London--Fanshawe"," 165","London",23,54,118,5,2,0,202,445
35042,"London--Fanshawe/London--Fanshawe"," 166","London",39,59,113,2,3,2,218,485
35042,"London--Fanshawe/London--Fanshawe"," 167","London",32,49,76,6,4,2,169,370
35042,"London--Fanshawe/London--Fanshawe"," 168","London",29,43,95,2,4,2,175,383
35042,"London--Fanshawe/London--Fanshawe"," 169","London",32,60,137,3,3,3,238,458
35042,"London--Fanshawe/London--Fanshawe"," 170","London",20,42,74,5,1,3,145,235
35042,"London--Fanshawe/London--Fanshawe"," 171","London",12,44,64,2,2,0,124,242
35042,"London--Fanshawe/London--Fanshawe"," 172","London",30,83,123,9,1,0,246,553
35042,"London--Fanshawe/London--Fanshawe"," 173","London",25,54,125,2,1,4,211,442
35042,"London--Fanshawe/London--Fanshawe"," 174","London",33,98,119,2,2,1,255,482
35042,"London--Fanshawe/London--Fanshawe"," 175","London",22,70,132,9,3,2,238,421
35042,"London--Fanshawe/London--Fanshawe"," 176","London",4,27,49,2,5,2,89,304
35042,"London--Fanshawe/London--Fanshawe"," 177","London",31,86,149,5,7,0,278,626
35042,"London--Fanshawe/London--Fanshawe"," 178","London",35,65,131,9,0,2,242,490
35042,"London--Fanshawe/London--Fanshawe"," 179","London",34,90,119,7,2,0,252,500
35042,"London--Fanshawe/London--Fanshawe"," 180","London",19,39,64,6,2,0,130,363
35042,"London--Fanshawe/London--Fanshawe"," 181","London",9,11,66,3,2,1,92,345
35042,"London--Fanshawe/London--Fanshawe"," 182","London",54,90,173,7,1,2,327,579
35042,"London--Fanshawe/London--Fanshawe"," 183","London",17,51,81,3,0,0,152,301
35042,"London--Fanshawe/London--Fanshawe"," 184","London",29,90,125,9,3,0,256,495
35042,"London--Fanshawe/London--Fanshawe"," 185","London",32,97,156,19,4,0,308,643
35042,"London--Fanshawe/London--Fanshawe"," 400","London",23,50,76,5,0,0,154,235
35042,"London--Fanshawe/London--Fanshawe"," 401","London",Merged with No. 26/Fusionné avec le nº 26,,,,,,,79
35042,"London--Fanshawe/London--Fanshawe"," 500","Mobile poll/Bureau itinérant",24,34,26,8,2,2,96,79
35042,"London--Fanshawe/London--Fanshawe"," 600","London",69,189,240,3,13,3,517,
35042,"London--Fanshawe/London--Fanshawe"," 601","London",18,69,88,9,1,1,186,
35042,"London--Fanshawe/London--Fanshawe"," 602","London",52,127,236,10,7,0,432,
35042,"London--Fanshawe/London--Fanshawe"," 603","London",73,249,403,18,5,1,749,
35042,"London--Fanshawe/London--Fanshawe"," 604","London",53,211,213,9,6,3,495,
35042,"London--Fanshawe/London--Fanshawe"," 605","London",39,94,115,7,8,4,267,
35042,"London--Fanshawe/London--Fanshawe"," 606","London",28,138,177,5,3,0,351,
35042,"London--Fanshawe/London--Fanshawe"," 607","London",69,202,186,8,0,1,466,
35042,"London--Fanshawe/London--Fanshawe"," 608","London",122,310,345,19,8,1,805,
35042,"London--Fanshawe/London--Fanshawe"," 609","London",105,240,271,17,10,2,645,
35042,"London--Fanshawe/London--Fanshawe",,Group 1/Groupe 1,42,63,32,6,3,14,160,318
35042,"London--Fanshawe/London--Fanshawe",,Group 2/Groupe 2,74,190,260,16,8,7,555,
