Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Patrick Brown,Myrna Clark,Erich Jacoby-Hawkins,Christine Nugent,Darren Roskam,Jeff Sakula,Colin Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35004,"Barrie/Barrie"," 67","Barrie",96,52,12,0,1,0,39,1,201,401
35004,"Barrie/Barrie"," 68","Barrie",55,51,8,0,0,0,15,0,129,345
35004,"Barrie/Barrie"," 69","Barrie",68,32,6,0,1,0,26,0,133,306
35004,"Barrie/Barrie"," 70","Barrie",47,42,12,0,0,0,10,0,111,275
35004,"Barrie/Barrie"," 71","Barrie",88,53,14,0,0,0,20,0,175,443
35004,"Barrie/Barrie"," 72","Barrie",97,37,16,0,0,0,28,0,178,344
35004,"Barrie/Barrie"," 73","Barrie",61,37,6,0,1,0,16,0,121,299
35004,"Barrie/Barrie"," 74","Barrie",88,43,17,0,0,2,32,1,183,334
35004,"Barrie/Barrie"," 75","Barrie",75,52,12,0,1,0,14,0,154,382
35004,"Barrie/Barrie"," 76","Barrie",82,43,11,0,2,0,36,0,174,383
35004,"Barrie/Barrie"," 77","Barrie",63,30,9,1,0,0,21,0,124,274
35004,"Barrie/Barrie"," 78","Barrie",47,36,15,0,1,1,22,0,122,268
35004,"Barrie/Barrie"," 79","Barrie",47,55,16,1,1,0,25,0,145,395
35004,"Barrie/Barrie"," 80","Barrie",69,32,10,0,0,0,30,1,142,282
35004,"Barrie/Barrie"," 81","Barrie",52,39,8,0,0,0,23,0,122,277
35004,"Barrie/Barrie"," 82","Barrie",74,45,9,0,0,0,23,0,151,368
35004,"Barrie/Barrie"," 83","Barrie",56,40,14,0,2,0,27,0,139,354
35004,"Barrie/Barrie"," 84","Barrie",94,46,16,1,1,0,46,2,206,365
35004,"Barrie/Barrie"," 85A","Barrie",Merged with No. 87/Fusionné avec le nº 87,,,,,,,,,131
35004,"Barrie/Barrie"," 85B","Barrie",78,31,2,0,1,1,18,2,133,172
35004,"Barrie/Barrie"," 86","Barrie",129,47,14,0,0,0,53,1,244,334
35004,"Barrie/Barrie"," 87","Barrie",41,46,9,0,0,0,20,0,116,239
35004,"Barrie/Barrie"," 88","Barrie",69,23,4,0,0,0,44,0,140,377
35004,"Barrie/Barrie"," 89","Barrie",174,36,9,0,0,0,23,0,242,459
35004,"Barrie/Barrie"," 90","Barrie",90,25,7,0,0,0,24,1,147,295
35004,"Barrie/Barrie"," 90-1","Barrie",95,42,6,0,0,0,26,0,169,352
35004,"Barrie/Barrie"," 90-2","Barrie",77,35,6,0,0,0,24,0,142,263
35004,"Barrie/Barrie"," 91","Barrie",114,62,13,0,0,0,33,1,223,483
35004,"Barrie/Barrie"," 92","Barrie",104,40,12,0,0,0,27,0,183,465
35004,"Barrie/Barrie"," 93","Barrie",54,56,18,0,0,0,18,2,148,375
35004,"Barrie/Barrie"," 93-1","Barrie",71,32,3,0,0,0,22,0,128,312
35004,"Barrie/Barrie"," 94","Barrie",56,43,7,1,0,0,25,0,132,356
35004,"Barrie/Barrie"," 95","Barrie",61,47,15,0,0,0,16,1,140,417
35004,"Barrie/Barrie"," 96","Barrie",71,41,10,0,0,0,36,1,159,334
35004,"Barrie/Barrie"," 97","Barrie",62,30,13,0,0,0,17,0,122,332
35004,"Barrie/Barrie"," 98","Barrie",71,29,10,0,1,0,21,0,132,373
35004,"Barrie/Barrie"," 99","Barrie",60,33,5,0,0,0,19,0,117,322
35004,"Barrie/Barrie"," 100","Barrie",57,42,4,0,1,0,8,0,112,298
35004,"Barrie/Barrie"," 100-1","Barrie",91,50,17,1,0,0,18,0,177,408
35004,"Barrie/Barrie"," 101","Barrie",92,49,14,1,1,0,22,0,179,415
35004,"Barrie/Barrie"," 102","Barrie",95,49,27,0,0,0,29,1,201,375
35004,"Barrie/Barrie"," 103","Barrie",88,55,18,0,0,0,44,0,205,352
35004,"Barrie/Barrie"," 104","Barrie",74,38,16,1,1,0,22,0,152,316
35004,"Barrie/Barrie"," 105","Barrie",45,47,7,0,0,0,9,0,108,249
35004,"Barrie/Barrie"," 106","Barrie",81,42,17,0,0,0,22,1,163,310
35004,"Barrie/Barrie"," 107","Barrie",69,38,11,1,0,0,21,1,141,342
35004,"Barrie/Barrie"," 108","Barrie",68,46,8,0,0,1,25,1,149,384
35004,"Barrie/Barrie"," 109","Barrie",121,54,21,0,1,1,37,0,235,486
35004,"Barrie/Barrie"," 110","Barrie",89,39,9,0,0,0,30,0,167,379
35004,"Barrie/Barrie"," 111","Barrie",93,54,11,0,0,0,34,1,193,452
35004,"Barrie/Barrie"," 112","Barrie",76,40,13,0,0,0,38,1,168,361
35004,"Barrie/Barrie"," 113","Barrie",100,43,15,0,1,1,33,0,193,375
35004,"Barrie/Barrie"," 114","Barrie",89,39,5,0,0,0,24,1,158,368
35004,"Barrie/Barrie"," 115","Barrie",80,47,11,0,0,0,21,1,160,415
35004,"Barrie/Barrie"," 116","Barrie",113,49,19,0,0,0,46,0,227,397
35004,"Barrie/Barrie"," 117","Barrie",85,47,22,0,0,1,38,0,193,394
35004,"Barrie/Barrie"," 118","Barrie",67,44,25,0,2,0,42,0,180,396
35004,"Barrie/Barrie"," 119","Barrie",42,15,3,0,0,0,18,0,78,246
35004,"Barrie/Barrie"," 120","Barrie",72,36,13,1,0,0,30,1,153,368
35004,"Barrie/Barrie"," 121","Barrie",72,51,8,1,1,1,27,1,162,400
35004,"Barrie/Barrie"," 122","Barrie",36,37,8,0,0,0,11,0,92,212
35004,"Barrie/Barrie"," 123","Barrie",75,25,16,0,0,0,52,0,168,389
35004,"Barrie/Barrie"," 124","Barrie",46,33,6,0,0,0,11,0,96,331
35004,"Barrie/Barrie"," 125","Barrie",54,43,6,0,1,0,17,1,122,338
35004,"Barrie/Barrie"," 126","Barrie",94,53,15,0,0,1,16,0,179,434
35004,"Barrie/Barrie"," 127","Barrie",65,62,18,1,0,0,35,0,181,372
35004,"Barrie/Barrie"," 128","Barrie",103,23,3,1,1,0,29,0,160,315
35004,"Barrie/Barrie"," 129","Barrie",84,53,9,0,0,1,16,1,164,484
35004,"Barrie/Barrie"," 130","Barrie",90,43,12,0,0,1,62,0,208,404
35004,"Barrie/Barrie"," 131","Barrie",104,43,10,0,0,0,26,1,184,361
35004,"Barrie/Barrie"," 132","Barrie",100,28,6,0,0,0,47,0,181,344
35004,"Barrie/Barrie"," 133","Barrie",62,27,9,0,1,0,29,1,129,326
35004,"Barrie/Barrie"," 134","Barrie",78,39,7,0,0,0,23,1,148,358
35004,"Barrie/Barrie"," 135","Barrie",83,25,18,0,0,0,20,1,147,330
35004,"Barrie/Barrie"," 136","Barrie",107,32,9,0,0,0,21,1,170,396
35004,"Barrie/Barrie"," 137","Barrie",95,22,5,0,1,0,21,0,144,270
35004,"Barrie/Barrie"," 138","Barrie",142,47,8,0,0,1,41,0,239,488
35004,"Barrie/Barrie"," 139","Barrie",89,40,7,0,0,2,34,0,172,392
35004,"Barrie/Barrie"," 140","Barrie",69,24,6,1,0,0,17,0,117,261
35004,"Barrie/Barrie"," 141","Barrie",105,43,10,0,1,0,19,1,179,385
35004,"Barrie/Barrie"," 142A","Barrie",85,26,9,0,0,0,13,0,133,258
35004,"Barrie/Barrie"," 142B","Barrie",117,39,6,0,1,0,39,0,202,379
35004,"Barrie/Barrie"," 143","Barrie",117,34,15,0,0,1,30,0,197,414
35004,"Barrie/Barrie"," 144","Barrie",97,48,9,1,0,0,18,0,173,373
35004,"Barrie/Barrie"," 145","Barrie",112,40,14,0,2,0,24,2,194,438
35004,"Barrie/Barrie"," 146","Barrie",133,48,23,0,1,0,35,0,240,453
35004,"Barrie/Barrie"," 147","Barrie",118,44,19,0,0,0,13,0,194,429
35004,"Barrie/Barrie"," 148","Barrie",103,51,19,0,0,0,15,2,190,448
35004,"Barrie/Barrie"," 149","Barrie",104,34,16,0,0,1,31,0,186,366
35004,"Barrie/Barrie"," 150","Barrie",126,40,11,0,1,1,20,0,199,420
35004,"Barrie/Barrie"," 150-1","Barrie",78,14,8,0,2,0,23,0,125,283
35004,"Barrie/Barrie"," 150-2A","Barrie",100,20,6,0,1,0,35,0,162,317
35004,"Barrie/Barrie"," 150-2B","Barrie",76,19,6,0,1,0,13,0,115,250
35004,"Barrie/Barrie"," 151","Barrie",113,40,5,0,2,0,14,0,174,353
35004,"Barrie/Barrie"," 151-1","Barrie",121,29,8,0,0,0,28,1,187,396
35004,"Barrie/Barrie"," 152A","Barrie",75,27,7,2,0,0,28,0,139,281
35004,"Barrie/Barrie"," 152B","Barrie",82,23,9,0,1,1,24,0,140,297
35004,"Barrie/Barrie"," 153","Barrie",100,36,20,1,0,0,17,1,175,450
35004,"Barrie/Barrie"," 154","Barrie",123,22,8,1,0,0,25,1,180,450
35004,"Barrie/Barrie"," 155","Barrie",143,24,13,0,1,0,47,0,228,474
35004,"Barrie/Barrie"," 156","Barrie",128,25,14,0,0,0,27,1,195,422
35004,"Barrie/Barrie"," 157","Barrie",59,50,17,0,0,0,19,1,146,389
35004,"Barrie/Barrie"," 158","Barrie",61,26,9,1,0,0,14,0,111,363
35004,"Barrie/Barrie"," 159","Barrie",129,61,7,0,2,0,16,0,215,442
35004,"Barrie/Barrie"," 160","Barrie",119,51,13,0,1,2,27,1,214,524
35004,"Barrie/Barrie"," 161","Barrie",120,48,11,0,0,5,15,0,199,441
35004,"Barrie/Barrie"," 162","Barrie",91,47,11,1,0,0,16,2,168,330
35004,"Barrie/Barrie"," 163","Barrie",81,49,5,0,0,0,17,1,153,392
35004,"Barrie/Barrie"," 164","Barrie",99,27,6,0,0,0,23,2,157,348
35004,"Barrie/Barrie"," 165","Barrie",88,39,6,0,0,2,17,0,152,423
35004,"Barrie/Barrie"," 166","Barrie",73,51,7,0,0,1,18,0,150,355
35004,"Barrie/Barrie"," 167","Barrie",96,35,5,0,0,0,18,0,154,423
35004,"Barrie/Barrie"," 168","Barrie",76,35,11,0,0,0,18,0,140,337
35004,"Barrie/Barrie"," 169","Barrie",87,55,7,0,0,1,22,0,172,381
35004,"Barrie/Barrie"," 170","Barrie",94,36,7,0,1,0,8,1,147,371
35004,"Barrie/Barrie"," 171","Barrie",112,38,8,0,1,2,13,0,174,460
35004,"Barrie/Barrie"," 172","Barrie",88,47,13,0,0,0,21,0,169,382
35004,"Barrie/Barrie"," 173","Barrie",89,37,8,0,1,0,16,0,151,383
35004,"Barrie/Barrie"," 174","Barrie",70,30,6,0,0,0,12,1,119,352
35004,"Barrie/Barrie"," 175","Barrie",136,27,8,0,2,0,25,0,198,403
35004,"Barrie/Barrie"," 176","Barrie",88,30,10,0,0,0,11,0,139,299
35004,"Barrie/Barrie"," 177","Barrie",101,42,10,0,0,0,15,0,168,364
35004,"Barrie/Barrie"," 178","Barrie",104,33,12,1,0,0,15,0,165,330
35004,"Barrie/Barrie"," 179","Barrie",96,46,9,1,0,0,27,1,180,337
35004,"Barrie/Barrie"," 180","Barrie",122,40,9,0,0,0,21,1,193,487
35004,"Barrie/Barrie"," 181","Barrie",85,33,7,0,1,0,22,1,149,430
35004,"Barrie/Barrie"," 181-1","Barrie",Void/Supprimé,,,,,,,,,
35004,"Barrie/Barrie"," 182","Barrie",121,43,13,0,1,0,21,1,200,360
35004,"Barrie/Barrie"," 182-1","Barrie",97,47,6,0,0,0,19,0,169,399
35004,"Barrie/Barrie"," 182-2","Barrie",113,33,6,0,0,0,17,0,169,348
35004,"Barrie/Barrie"," 183","Barrie",121,36,7,0,0,0,25,1,190,304
35004,"Barrie/Barrie"," 184","Barrie",95,38,6,0,0,0,16,0,155,334
35004,"Barrie/Barrie"," 185","Barrie",75,53,9,0,0,0,13,2,152,338
35004,"Barrie/Barrie"," 186","Barrie",90,39,18,0,0,0,13,1,161,332
35004,"Barrie/Barrie"," 187","Barrie",98,60,21,2,1,0,26,0,208,465
35004,"Barrie/Barrie"," 188","Barrie",125,62,18,0,1,0,31,0,237,452
35004,"Barrie/Barrie"," 189","Barrie",105,39,14,0,0,0,23,0,181,397
35004,"Barrie/Barrie"," 190A","Barrie",119,43,9,0,1,3,24,0,199,408
35004,"Barrie/Barrie"," 190B","Mobile poll/Bureau itinérant",Merged with No. 191B/Fusionné avec le nº 191B,,,,,,,,,15
35004,"Barrie/Barrie"," 191A","Barrie",294,37,17,0,4,0,68,1,421,570
35004,"Barrie/Barrie"," 191B","Mobile poll/Bureau itinérant",38,14,2,1,1,0,10,6,72,146
35004,"Barrie/Barrie"," 192","Barrie",121,45,10,0,1,0,32,0,209,390
35004,"Barrie/Barrie"," 193","Barrie",56,32,8,0,0,0,19,2,117,322
35004,"Barrie/Barrie"," 194","Barrie",106,55,9,0,0,0,24,0,194,331
35004,"Barrie/Barrie"," 195","Barrie",120,42,10,0,1,0,26,0,199,428
35004,"Barrie/Barrie"," 196","Barrie",111,27,13,0,0,1,23,1,176,326
35004,"Barrie/Barrie"," 197","Barrie",111,36,16,0,0,0,23,1,187,391
35004,"Barrie/Barrie"," 198","Barrie",96,27,8,0,2,2,26,0,161,370
35004,"Barrie/Barrie"," 199A","Barrie",87,29,11,0,0,0,23,0,150,275
35004,"Barrie/Barrie"," 199B","Barrie",94,22,4,0,0,0,17,0,137,300
35004,"Barrie/Barrie"," 200","Barrie",141,38,13,1,0,0,32,0,225,435
35004,"Barrie/Barrie"," 201","Barrie",135,40,10,1,0,1,39,0,226,477
35004,"Barrie/Barrie"," 202","Barrie",102,31,21,0,0,0,18,0,172,377
35004,"Barrie/Barrie"," 203","Barrie",144,52,4,1,0,0,15,0,216,385
35004,"Barrie/Barrie"," 204","Barrie",91,41,4,0,0,1,9,0,146,303
35004,"Barrie/Barrie"," 205","Barrie",116,48,4,0,0,0,19,2,189,351
35004,"Barrie/Barrie"," 206","Barrie",185,56,16,0,1,1,39,3,301,548
35004,"Barrie/Barrie"," 207","Barrie",141,41,8,0,0,0,16,1,207,425
35004,"Barrie/Barrie"," 208","Barrie",122,31,3,0,0,0,22,0,178,271
35004,"Barrie/Barrie"," 208-1","Barrie",78,26,7,0,1,0,22,0,134,256
35004,"Barrie/Barrie"," 209","Barrie",73,27,4,0,0,0,18,1,123,340
35004,"Barrie/Barrie"," 209-1","Barrie",Merged with No. 183/Fusionné avec le nº 183,,,,,,,,,194
35004,"Barrie/Barrie"," 210","Barrie",120,25,4,0,0,0,19,0,168,386
35004,"Barrie/Barrie"," 211","Barrie",113,31,7,0,0,0,24,3,178,372
35004,"Barrie/Barrie"," 212","Barrie",122,47,8,0,0,0,22,1,200,445
35004,"Barrie/Barrie"," 213","Barrie",111,36,6,0,0,2,15,1,171,329
35004,"Barrie/Barrie"," 214","Barrie",124,37,7,0,0,0,27,3,198,393
35004,"Barrie/Barrie"," 215","Barrie",108,47,5,0,1,0,18,0,179,386
35004,"Barrie/Barrie"," 216","Barrie",116,30,13,0,0,0,13,0,172,481
35004,"Barrie/Barrie"," 217","Barrie",95,37,7,0,1,0,23,1,164,379
35004,"Barrie/Barrie"," 218","Barrie",77,27,4,0,1,0,18,0,127,314
35004,"Barrie/Barrie"," 219","Barrie",76,38,17,1,0,0,14,0,146,278
35004,"Barrie/Barrie"," 220","Barrie",78,31,5,0,2,0,31,0,147,282
35004,"Barrie/Barrie"," 221","Barrie",114,39,11,0,1,0,22,2,189,425
35004,"Barrie/Barrie"," 222","Barrie",131,38,9,0,0,0,30,0,208,474
35004,"Barrie/Barrie"," 223","Barrie",Void/Supprimé,,,,,,,,,
35004,"Barrie/Barrie"," 224","Barrie",150,35,14,0,2,0,28,0,229,432
35004,"Barrie/Barrie"," 225","Barrie",127,24,6,0,0,1,21,0,179,355
35004,"Barrie/Barrie"," 226","Barrie",92,30,3,0,0,0,8,0,133,278
35004,"Barrie/Barrie"," 227","Barrie",84,38,11,0,0,0,24,2,159,351
35004,"Barrie/Barrie"," 228","Barrie",82,22,5,0,0,0,17,0,126,336
35004,"Barrie/Barrie"," 229","Barrie",Merged with No. 232/Fusionné avec le nº 232,,,,,,,,,218
35004,"Barrie/Barrie"," 230","Barrie",133,31,7,1,0,0,19,0,191,376
35004,"Barrie/Barrie"," 231","Barrie",69,27,3,0,0,0,13,0,112,231
35004,"Barrie/Barrie"," 232","Barrie",116,52,8,0,2,0,25,0,203,238
35004,"Barrie/Barrie"," 233","Barrie",80,22,9,0,0,0,25,2,138,359
35004,"Barrie/Barrie"," 234","Barrie",101,42,11,0,1,2,24,0,181,372
35004,"Barrie/Barrie"," 235","Barrie",80,29,5,0,0,1,14,1,130,292
35004,"Barrie/Barrie"," 400","Barrie",34,10,1,2,0,0,19,0,66,166
35004,"Barrie/Barrie"," 401","Barrie",Merged with No. 95/Fusionné avec le nº 95,,,,,,,,,69
35004,"Barrie/Barrie"," 500","Mobile poll/Bureau itinérant",52,12,2,0,1,0,19,3,89,200
35004,"Barrie/Barrie"," 501","Mobile poll/Bureau itinérant",57,11,3,0,1,0,26,2,100,235
35004,"Barrie/Barrie"," 502","Mobile poll/Bureau itinérant",34,6,2,2,3,0,14,1,62,118
35004,"Barrie/Barrie"," 503","Mobile poll/Bureau itinérant",36,9,3,1,0,0,17,4,70,179
35004,"Barrie/Barrie"," 504","Mobile poll/Bureau itinérant",48,11,2,1,0,0,10,1,73,118
35004,"Barrie/Barrie"," 505","Mobile poll/Bureau itinérant",101,19,7,1,0,2,28,0,158,239
35004,"Barrie/Barrie"," 600","Barrie",482,119,43,0,1,2,150,9,806,
35004,"Barrie/Barrie"," 601","Barrie",364,78,18,1,3,1,133,2,600,
35004,"Barrie/Barrie"," 602","Barrie",502,92,52,1,1,2,206,1,857,
35004,"Barrie/Barrie"," 603","Barrie",319,91,37,1,0,0,151,0,599,
35004,"Barrie/Barrie"," 604","Barrie",492,94,38,1,2,1,145,4,777,
35004,"Barrie/Barrie"," 606","Barrie",464,146,61,0,2,2,249,1,925,
35004,"Barrie/Barrie"," 607","Barrie",616,154,65,1,3,0,238,3,1080,
35004,"Barrie/Barrie"," 608","Barrie",541,143,63,2,1,0,298,1,1049,
35004,"Barrie/Barrie"," 609","Barrie",509,157,42,2,3,3,204,1,921,
35004,"Barrie/Barrie"," 610","Barrie",473,101,34,1,0,0,111,1,721,
35004,"Barrie/Barrie"," 611","Barrie",542,116,29,1,0,1,105,0,794,
35004,"Barrie/Barrie"," 612","Barrie",527,128,36,0,4,3,113,1,812,
35004,"Barrie/Barrie"," 613","Barrie",297,95,27,3,0,1,109,1,533,
35004,"Barrie/Barrie"," 614","Barrie",525,109,34,1,2,0,159,2,832,
35004,"Barrie/Barrie"," 615","Barrie",329,73,17,4,2,0,93,0,518,
35004,"Barrie/Barrie"," 616","Barrie",415,67,26,2,0,0,110,2,622,
35004,"Barrie/Barrie",,Group 1/Groupe 1,153,19,10,2,6,0,65,5,260,499
35004,"Barrie/Barrie",,Group 2/Groupe 2,694,149,67,3,3,3,259,9,1187,
