Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nicole Charbonneau Barron,Germain Denoncourt,Carole Lavallée,Michel Picard,Djaouida Sellah,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 143","Saint-Hubert",17,3,62,22,89,1,194,412
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 144","Saint-Hubert",11,7,55,16,69,4,162,363
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 145","Saint-Hubert",17,3,44,25,79,3,171,378
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 146","Saint-Hubert",20,4,37,28,69,7,165,365
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 147","Saint-Hubert",24,4,64,24,126,5,247,502
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 148","Saint-Hubert",25,6,45,11,81,9,177,389
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 149","Saint-Hubert",30,3,55,20,77,6,191,392
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 150","Saint-Hubert",14,3,43,12,76,3,151,398
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 151","Saint-Hubert",16,4,41,16,45,4,126,329
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 152","Saint-Hubert",8,3,35,8,77,4,135,355
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 152-1","Saint-Hubert",11,3,15,5,33,3,70,211
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 153","Saint-Hubert",14,4,41,10,85,4,158,344
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 154","Saint-Hubert",13,6,55,21,98,0,193,374
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 155","Saint-Hubert",13,9,42,13,89,2,168,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 156","Saint-Hubert",12,6,52,20,76,1,167,335
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 157","Saint-Hubert",22,4,52,13,82,2,175,377
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 158","Saint-Hubert",15,2,55,10,82,3,167,335
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 159","Saint-Hubert",9,7,38,28,94,1,177,346
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 160","Saint-Hubert",18,2,45,16,88,0,169,362
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 161","Saint-Hubert",9,3,53,18,118,4,205,398
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 162","Saint-Hubert",27,4,63,15,91,3,203,433
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 163","Saint-Hubert",20,6,50,35,95,3,209,399
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 164","Saint-Hubert",17,4,41,12,59,1,134,348
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 165","Saint-Hubert",18,2,38,20,73,4,155,387
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 166","Saint-Hubert",15,5,50,16,71,5,162,372
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 167","Saint-Hubert",25,8,45,10,62,5,155,350
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 168","Saint-Hubert",21,5,58,37,74,3,198,380
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 169","Saint-Hubert",15,5,37,16,75,3,151,372
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 170","Saint-Hubert",30,6,46,25,92,1,200,375
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 171","Saint-Hubert",23,4,47,16,64,3,157,368
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 172","Saint-Hubert",28,4,44,20,80,0,176,317
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 173","Saint-Hubert",17,0,41,24,113,3,198,337
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 174","Saint-Hubert",21,8,68,27,89,2,215,317
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 175","Saint-Hubert",19,8,55,21,89,0,192,355
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 176","Saint-Hubert",22,4,56,27,102,2,213,323
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 176-1","Saint-Hubert",13,6,36,18,62,2,137,283
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 177","Saint-Hubert",27,9,48,40,114,4,242,394
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 178","Saint-Hubert",22,2,58,24,91,3,200,336
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 179","Saint-Hubert",21,5,46,32,79,3,186,284
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 180","Saint-Hubert",21,2,43,16,108,3,193,352
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 180-1","Saint-Hubert",26,4,41,20,84,1,176,314
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 181","Saint-Hubert",20,4,39,23,68,2,156,297
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 181-1","Saint-Hubert",13,6,34,17,73,0,143,313
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182","Saint-Hubert",16,8,38,13,93,0,168,294
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-1","Saint-Hubert",12,7,30,17,75,1,142,266
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-2","Saint-Hubert",22,3,46,11,62,1,145,285
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-3","Saint-Hubert",13,10,53,21,110,1,208,404
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 182-4","Saint-Hubert",17,5,44,16,75,1,158,386
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 400","Saint-Bruno-de-Montarville",25,4,32,70,37,6,174,165
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 401","Longueuil",26,3,51,30,35,5,150,206
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 500","Mobile poll/Bureau itinérant",7,2,13,13,10,2,47,154
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 501","Mobile poll/Bureau itinérant",14,0,12,13,28,3,70,101
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 502","Mobile poll/Bureau itinérant",10,0,20,11,13,6,60,97
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 503","Mobile poll/Bureau itinérant",9,5,19,11,13,0,57,109
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 504","Mobile poll/Bureau itinérant",15,1,16,11,19,4,66,114
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 505","Mobile poll/Bureau itinérant",7,2,7,12,6,9,43,98
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 506","Mobile poll/Bureau itinérant",2,2,7,8,5,2,26,61
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 507","Mobile poll/Bureau itinérant",10,1,15,10,12,3,51,78
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 600","Saint-Bruno-de-Montarville",83,21,168,119,235,7,633,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 601","Saint-Bruno-de-Montarville",78,14,115,93,204,3,507,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 602","Saint-Hubert",99,11,135,210,170,5,630,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 603","Saint-Hubert",81,18,123,118,183,4,527,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 604","Saint-Hubert",83,11,91,103,123,5,416,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 605","Saint-Hubert",82,12,224,85,257,2,662,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 606","Saint-Hubert",36,9,279,53,241,8,626,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 607","Saint-Hubert",47,8,143,45,179,6,428,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 608","Saint-Hubert",59,9,179,45,189,4,485,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 609","Saint-Hubert",68,10,212,81,239,6,616,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 610","Saint-Hubert",54,9,174,65,191,8,501,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 611","Saint-Hubert",78,15,226,99,236,8,662,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 612","Saint-Hubert",58,19,199,91,227,7,601,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 613","Saint-Hubert",68,12,219,63,204,8,574,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 614","Saint-Hubert",64,11,193,68,184,5,525,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 615","Saint-Hubert",53,6,116,58,152,6,391,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 616","Saint-Hubert",67,9,156,86,174,11,503,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert"," 617","Saint-Hubert",52,3,152,51,156,10,424,
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert",,Group 1/Groupe 1,66,8,27,32,20,6,159,307
24062,"Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert",,Group 2/Groupe 2,121,31,403,201,219,14,989,
