Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dorian Baxter,Kassandra Bidarian,Lois Brown,Vanessa Long,Yvonne Mackie,Kyle Peterson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35053,"Newmarket--Aurora/Newmarket--Aurora"," 29","Newmarket",3,22,127,12,0,71,0,235,381
35053,"Newmarket--Aurora/Newmarket--Aurora"," 30","Newmarket",3,30,127,9,1,48,0,218,376
35053,"Newmarket--Aurora/Newmarket--Aurora"," 31","Newmarket",4,32,91,11,1,41,2,182,367
35053,"Newmarket--Aurora/Newmarket--Aurora"," 32","Newmarket",6,35,69,6,0,29,0,145,307
35053,"Newmarket--Aurora/Newmarket--Aurora"," 33","Newmarket",4,41,90,9,0,51,0,195,430
35053,"Newmarket--Aurora/Newmarket--Aurora"," 34","Newmarket",1,44,55,8,1,11,0,120,334
35053,"Newmarket--Aurora/Newmarket--Aurora"," 35","Newmarket",3,27,68,7,0,22,0,127,334
35053,"Newmarket--Aurora/Newmarket--Aurora"," 36","Newmarket",5,51,65,8,0,15,1,145,382
35053,"Newmarket--Aurora/Newmarket--Aurora"," 37","Newmarket",6,36,69,10,1,20,3,145,257
35053,"Newmarket--Aurora/Newmarket--Aurora"," 38","Newmarket",6,23,148,10,1,38,0,226,357
35053,"Newmarket--Aurora/Newmarket--Aurora"," 39","Newmarket",6,30,224,8,1,60,0,329,542
35053,"Newmarket--Aurora/Newmarket--Aurora"," 40","Newmarket",7,40,215,16,3,59,0,340,495
35053,"Newmarket--Aurora/Newmarket--Aurora"," 41","Newmarket",4,26,109,9,1,31,1,181,311
35053,"Newmarket--Aurora/Newmarket--Aurora"," 42","Newmarket",2,47,88,9,2,34,2,184,367
35053,"Newmarket--Aurora/Newmarket--Aurora"," 43","Newmarket",4,44,106,12,0,45,0,211,338
35053,"Newmarket--Aurora/Newmarket--Aurora"," 44","Newmarket",1,28,107,12,3,23,0,174,409
35053,"Newmarket--Aurora/Newmarket--Aurora"," 45","Newmarket",6,47,111,18,1,33,0,216,444
35053,"Newmarket--Aurora/Newmarket--Aurora"," 46","Newmarket",4,19,69,5,0,27,0,124,286
35053,"Newmarket--Aurora/Newmarket--Aurora"," 47","Newmarket",6,51,115,12,1,35,0,220,419
35053,"Newmarket--Aurora/Newmarket--Aurora"," 48","Newmarket",11,53,88,8,1,25,1,187,365
35053,"Newmarket--Aurora/Newmarket--Aurora"," 49","Newmarket",4,44,92,15,0,38,0,193,440
35053,"Newmarket--Aurora/Newmarket--Aurora"," 50","Newmarket",2,27,60,8,3,20,0,120,286
35053,"Newmarket--Aurora/Newmarket--Aurora"," 51","Newmarket",8,53,145,18,0,42,0,266,496
35053,"Newmarket--Aurora/Newmarket--Aurora"," 52","Newmarket",8,27,154,13,1,72,2,277,447
35053,"Newmarket--Aurora/Newmarket--Aurora"," 53","Newmarket",1,31,136,10,1,23,0,202,397
35053,"Newmarket--Aurora/Newmarket--Aurora"," 54","Newmarket",3,30,138,12,0,48,0,231,375
35053,"Newmarket--Aurora/Newmarket--Aurora"," 55","Newmarket",2,32,113,10,0,25,0,182,300
35053,"Newmarket--Aurora/Newmarket--Aurora"," 56","Newmarket",3,10,116,10,1,45,0,185,297
35053,"Newmarket--Aurora/Newmarket--Aurora"," 57A","Newmarket",1,32,90,9,0,52,1,185,345
35053,"Newmarket--Aurora/Newmarket--Aurora"," 57B","Mobile poll/Bureau itinérant",Merged with No. 166B/Fusionné avec le nº 166B,,,,,,,,42
35053,"Newmarket--Aurora/Newmarket--Aurora"," 58","Newmarket",4,38,99,12,2,38,1,194,337
35053,"Newmarket--Aurora/Newmarket--Aurora"," 59","Newmarket",4,11,53,7,0,25,0,100,203
35053,"Newmarket--Aurora/Newmarket--Aurora"," 60","Newmarket",4,44,87,12,2,42,2,193,377
35053,"Newmarket--Aurora/Newmarket--Aurora"," 61","Newmarket",8,51,99,8,0,22,1,189,372
35053,"Newmarket--Aurora/Newmarket--Aurora"," 62","Newmarket",2,37,120,11,0,39,0,209,381
35053,"Newmarket--Aurora/Newmarket--Aurora"," 63","Newmarket",0,22,90,9,0,42,0,163,272
35053,"Newmarket--Aurora/Newmarket--Aurora"," 64","Newmarket",3,37,96,8,0,41,1,186,320
35053,"Newmarket--Aurora/Newmarket--Aurora"," 65","Newmarket",5,27,87,7,0,24,0,150,304
35053,"Newmarket--Aurora/Newmarket--Aurora"," 66","Newmarket",3,38,135,17,1,62,1,257,475
35053,"Newmarket--Aurora/Newmarket--Aurora"," 67","Newmarket",8,50,93,9,4,40,2,206,339
35053,"Newmarket--Aurora/Newmarket--Aurora"," 68","Newmarket",Merged with No. 67/Fusionné avec le nº 67,,,,,,,,158
35053,"Newmarket--Aurora/Newmarket--Aurora"," 69","Newmarket",5,25,73,11,0,37,0,151,346
35053,"Newmarket--Aurora/Newmarket--Aurora"," 70","Newmarket",4,43,68,12,2,53,0,182,430
35053,"Newmarket--Aurora/Newmarket--Aurora"," 71","Newmarket",0,27,44,8,1,19,1,100,297
35053,"Newmarket--Aurora/Newmarket--Aurora"," 72","Newmarket",5,34,84,26,1,64,0,214,379
35053,"Newmarket--Aurora/Newmarket--Aurora"," 73","Newmarket",1,23,84,13,3,47,4,175,302
35053,"Newmarket--Aurora/Newmarket--Aurora"," 74","Newmarket",2,50,91,6,0,44,0,193,342
35053,"Newmarket--Aurora/Newmarket--Aurora"," 75","Newmarket",3,53,127,11,1,48,1,244,427
35053,"Newmarket--Aurora/Newmarket--Aurora"," 76","Newmarket",2,51,98,17,2,39,0,209,480
35053,"Newmarket--Aurora/Newmarket--Aurora"," 77","Newmarket",5,19,151,5,1,52,0,233,411
35053,"Newmarket--Aurora/Newmarket--Aurora"," 78","Newmarket",3,33,153,15,0,44,2,250,399
35053,"Newmarket--Aurora/Newmarket--Aurora"," 79","Newmarket",0,27,188,8,0,64,1,288,484
35053,"Newmarket--Aurora/Newmarket--Aurora"," 80","Newmarket",1,18,52,11,0,28,1,111,250
35053,"Newmarket--Aurora/Newmarket--Aurora"," 81","Newmarket",1,38,112,8,0,57,0,216,380
35053,"Newmarket--Aurora/Newmarket--Aurora"," 82","Newmarket",3,37,133,10,0,52,3,238,368
35053,"Newmarket--Aurora/Newmarket--Aurora"," 83","Newmarket",5,32,112,12,0,72,1,234,401
35053,"Newmarket--Aurora/Newmarket--Aurora"," 84","Newmarket",7,23,79,5,0,37,1,152,264
35053,"Newmarket--Aurora/Newmarket--Aurora"," 85","Newmarket",3,33,135,12,0,42,1,226,396
35053,"Newmarket--Aurora/Newmarket--Aurora"," 86","Newmarket",8,34,139,3,0,65,1,250,447
35053,"Newmarket--Aurora/Newmarket--Aurora"," 87","Newmarket",2,33,108,3,0,31,0,177,322
35053,"Newmarket--Aurora/Newmarket--Aurora"," 88","Newmarket",5,43,75,12,1,32,1,169,341
35053,"Newmarket--Aurora/Newmarket--Aurora"," 89","Newmarket",2,45,121,7,0,31,0,206,333
35053,"Newmarket--Aurora/Newmarket--Aurora"," 90","Newmarket",13,41,172,8,1,58,1,294,537
35053,"Newmarket--Aurora/Newmarket--Aurora"," 91","Newmarket",3,40,103,5,0,57,1,209,453
35053,"Newmarket--Aurora/Newmarket--Aurora"," 92","Newmarket",3,67,120,11,1,55,0,257,496
35053,"Newmarket--Aurora/Newmarket--Aurora"," 93","Newmarket",4,54,158,10,1,66,2,295,600
35053,"Newmarket--Aurora/Newmarket--Aurora"," 94","Newmarket",8,60,154,13,0,75,2,312,596
35053,"Newmarket--Aurora/Newmarket--Aurora"," 95","Newmarket",3,26,77,2,0,37,0,145,322
35053,"Newmarket--Aurora/Newmarket--Aurora"," 96","Newmarket",5,36,102,12,0,47,1,203,401
35053,"Newmarket--Aurora/Newmarket--Aurora"," 97","Newmarket",5,38,113,9,1,39,2,207,364
35053,"Newmarket--Aurora/Newmarket--Aurora"," 98","Newmarket",6,33,104,11,1,40,1,196,341
35053,"Newmarket--Aurora/Newmarket--Aurora"," 99","Newmarket",6,35,95,12,3,45,0,196,355
35053,"Newmarket--Aurora/Newmarket--Aurora"," 100","Newmarket",2,53,109,16,0,59,3,242,386
35053,"Newmarket--Aurora/Newmarket--Aurora"," 101","Newmarket",4,37,80,8,2,37,0,168,243
35053,"Newmarket--Aurora/Newmarket--Aurora"," 102","Newmarket",5,48,123,16,0,39,1,232,373
35053,"Newmarket--Aurora/Newmarket--Aurora"," 103","Newmarket",4,40,93,18,1,43,0,199,328
35053,"Newmarket--Aurora/Newmarket--Aurora"," 104","Newmarket",3,31,150,7,1,58,5,255,443
35053,"Newmarket--Aurora/Newmarket--Aurora"," 105","Newmarket",6,38,94,8,1,31,0,178,315
35053,"Newmarket--Aurora/Newmarket--Aurora"," 106","Newmarket",8,62,141,15,1,78,1,306,616
35053,"Newmarket--Aurora/Newmarket--Aurora"," 107","Newmarket",0,29,111,6,0,47,1,194,389
35053,"Newmarket--Aurora/Newmarket--Aurora"," 108","Newmarket",2,17,92,7,0,44,0,162,300
35053,"Newmarket--Aurora/Newmarket--Aurora"," 109","Newmarket",8,46,142,11,2,47,2,258,421
35053,"Newmarket--Aurora/Newmarket--Aurora"," 110","Newmarket",2,60,141,4,1,69,1,278,430
35053,"Newmarket--Aurora/Newmarket--Aurora"," 111","Newmarket",6,47,113,17,0,64,1,248,479
35053,"Newmarket--Aurora/Newmarket--Aurora"," 112","Newmarket",3,58,121,5,0,49,1,237,416
35053,"Newmarket--Aurora/Newmarket--Aurora"," 113","Newmarket",3,18,80,6,0,37,0,144,323
35053,"Newmarket--Aurora/Newmarket--Aurora"," 114","Newmarket",3,23,65,6,0,37,0,134,238
35053,"Newmarket--Aurora/Newmarket--Aurora"," 115","Newmarket",3,35,144,13,3,48,0,246,405
35053,"Newmarket--Aurora/Newmarket--Aurora"," 116","Newmarket",7,75,136,16,2,45,1,282,536
35053,"Newmarket--Aurora/Newmarket--Aurora"," 117","Newmarket",6,17,117,8,0,55,2,205,391
35053,"Newmarket--Aurora/Newmarket--Aurora"," 118","Newmarket",4,48,123,13,0,32,2,222,428
35053,"Newmarket--Aurora/Newmarket--Aurora"," 119","Newmarket",8,53,136,10,0,48,0,255,433
35053,"Newmarket--Aurora/Newmarket--Aurora"," 120","Newmarket",2,37,131,10,1,59,0,240,392
35053,"Newmarket--Aurora/Newmarket--Aurora"," 121","Newmarket",3,38,94,12,1,47,0,195,364
35053,"Newmarket--Aurora/Newmarket--Aurora"," 122","Newmarket",3,49,135,11,1,73,0,272,425
35053,"Newmarket--Aurora/Newmarket--Aurora"," 123","Newmarket",1,47,106,10,0,42,0,206,443
35053,"Newmarket--Aurora/Newmarket--Aurora"," 124","Newmarket",7,43,139,7,0,74,1,271,561
35053,"Newmarket--Aurora/Newmarket--Aurora"," 125","Newmarket",4,35,128,8,0,40,0,215,432
35053,"Newmarket--Aurora/Newmarket--Aurora"," 126","Newmarket",0,13,124,6,0,40,0,183,345
35053,"Newmarket--Aurora/Newmarket--Aurora"," 127","Newmarket",1,28,81,13,0,37,2,162,342
35053,"Newmarket--Aurora/Newmarket--Aurora"," 128","Newmarket",2,39,105,8,1,35,1,191,400
35053,"Newmarket--Aurora/Newmarket--Aurora"," 129","Newmarket",4,51,188,4,1,63,0,311,525
35053,"Newmarket--Aurora/Newmarket--Aurora"," 130","Newmarket",9,14,119,6,0,28,0,176,309
35053,"Newmarket--Aurora/Newmarket--Aurora"," 131","Newmarket",2,20,135,3,1,47,0,208,332
35053,"Newmarket--Aurora/Newmarket--Aurora"," 132","Newmarket",3,37,144,12,1,43,1,241,391
35053,"Newmarket--Aurora/Newmarket--Aurora"," 133","Newmarket",6,28,231,8,1,72,4,350,544
35053,"Newmarket--Aurora/Newmarket--Aurora"," 134","Newmarket",3,32,74,1,1,15,0,126,274
35053,"Newmarket--Aurora/Newmarket--Aurora"," 135","Newmarket",1,40,123,8,0,69,0,241,424
35053,"Newmarket--Aurora/Newmarket--Aurora"," 136","Newmarket",0,18,141,1,1,73,0,234,391
35053,"Newmarket--Aurora/Newmarket--Aurora"," 137","Newmarket",2,30,117,1,2,52,0,204,385
35053,"Newmarket--Aurora/Newmarket--Aurora"," 138","Newmarket",3,22,173,7,0,70,1,276,467
35053,"Newmarket--Aurora/Newmarket--Aurora"," 139","Newmarket",2,20,160,5,1,49,3,240,366
35053,"Newmarket--Aurora/Newmarket--Aurora"," 140","Newmarket",4,21,100,6,1,54,0,186,327
35053,"Newmarket--Aurora/Newmarket--Aurora"," 141","Newmarket",2,22,82,9,2,54,0,171,317
35053,"Newmarket--Aurora/Newmarket--Aurora"," 142","Aurora",3,16,83,1,0,25,0,128,252
35053,"Newmarket--Aurora/Newmarket--Aurora"," 143","Aurora",1,20,160,7,1,47,2,238,416
35053,"Newmarket--Aurora/Newmarket--Aurora"," 144","Aurora",3,19,120,6,0,69,0,217,367
35053,"Newmarket--Aurora/Newmarket--Aurora"," 145","Aurora",5,21,109,8,0,67,1,211,335
35053,"Newmarket--Aurora/Newmarket--Aurora"," 146","Aurora",0,22,145,2,1,52,1,223,383
35053,"Newmarket--Aurora/Newmarket--Aurora"," 147","Aurora",2,37,145,9,0,86,0,279,417
35053,"Newmarket--Aurora/Newmarket--Aurora"," 148","Aurora",4,41,110,14,2,81,0,252,429
35053,"Newmarket--Aurora/Newmarket--Aurora"," 149","Aurora",2,44,112,19,0,92,3,272,493
35053,"Newmarket--Aurora/Newmarket--Aurora"," 150","Aurora",4,29,128,9,0,85,0,255,442
35053,"Newmarket--Aurora/Newmarket--Aurora"," 151","Aurora",4,40,184,14,0,95,0,337,516
35053,"Newmarket--Aurora/Newmarket--Aurora"," 152","Aurora",8,41,184,10,0,61,0,304,490
35053,"Newmarket--Aurora/Newmarket--Aurora"," 153","Aurora",2,28,149,17,0,72,4,272,453
35053,"Newmarket--Aurora/Newmarket--Aurora"," 154","Aurora",2,38,101,20,1,33,0,195,304
35053,"Newmarket--Aurora/Newmarket--Aurora"," 155","Aurora",1,38,134,10,0,43,1,227,460
35053,"Newmarket--Aurora/Newmarket--Aurora"," 156","Aurora",1,23,103,6,0,74,0,207,405
35053,"Newmarket--Aurora/Newmarket--Aurora"," 157","Aurora",0,20,92,6,0,37,0,155,265
35053,"Newmarket--Aurora/Newmarket--Aurora"," 158","Aurora",2,39,104,5,0,50,0,200,361
35053,"Newmarket--Aurora/Newmarket--Aurora"," 159","Aurora",1,30,106,8,0,57,0,202,408
35053,"Newmarket--Aurora/Newmarket--Aurora"," 160","Aurora",6,46,102,8,0,72,3,237,477
35053,"Newmarket--Aurora/Newmarket--Aurora"," 161","Aurora",1,25,80,11,1,55,0,173,356
35053,"Newmarket--Aurora/Newmarket--Aurora"," 162","Aurora",6,23,106,9,1,36,0,181,323
35053,"Newmarket--Aurora/Newmarket--Aurora"," 163","Aurora",3,33,102,16,1,48,1,204,343
35053,"Newmarket--Aurora/Newmarket--Aurora"," 164","Aurora",0,29,120,10,2,76,0,237,431
35053,"Newmarket--Aurora/Newmarket--Aurora"," 165","Aurora",4,54,143,19,5,77,0,302,566
35053,"Newmarket--Aurora/Newmarket--Aurora"," 166A","Aurora",4,51,143,21,1,84,0,304,654
35053,"Newmarket--Aurora/Newmarket--Aurora"," 166B","Mobile poll/Bureau itinérant",4,20,56,0,0,24,3,107,107
35053,"Newmarket--Aurora/Newmarket--Aurora"," 167","Aurora",4,51,140,12,1,46,0,254,526
35053,"Newmarket--Aurora/Newmarket--Aurora"," 168","Aurora",5,30,107,24,1,48,0,215,428
35053,"Newmarket--Aurora/Newmarket--Aurora"," 169","Aurora",6,43,165,13,1,58,0,286,545
35053,"Newmarket--Aurora/Newmarket--Aurora"," 170","Aurora",3,34,127,15,2,64,0,245,408
35053,"Newmarket--Aurora/Newmarket--Aurora"," 171","Aurora",2,30,91,10,0,48,0,181,365
35053,"Newmarket--Aurora/Newmarket--Aurora"," 172","Aurora",1,5,54,4,0,25,0,89,222
35053,"Newmarket--Aurora/Newmarket--Aurora"," 173","Aurora",5,31,64,2,1,42,1,146,317
35053,"Newmarket--Aurora/Newmarket--Aurora"," 174","Aurora",3,58,130,11,0,49,0,251,592
35053,"Newmarket--Aurora/Newmarket--Aurora"," 175A","Aurora",0,31,105,7,0,35,0,178,361
35053,"Newmarket--Aurora/Newmarket--Aurora"," 175B","Aurora",4,24,66,4,0,46,1,145,309
35053,"Newmarket--Aurora/Newmarket--Aurora"," 176","Aurora",2,31,94,6,0,40,0,173,405
35053,"Newmarket--Aurora/Newmarket--Aurora"," 177","Aurora",7,30,93,8,0,44,2,184,416
35053,"Newmarket--Aurora/Newmarket--Aurora"," 178","Aurora",9,47,184,9,0,72,1,322,619
35053,"Newmarket--Aurora/Newmarket--Aurora"," 179A","Aurora",1,33,61,4,1,23,0,123,322
35053,"Newmarket--Aurora/Newmarket--Aurora"," 179B","Aurora",3,32,71,7,0,35,0,148,323
35053,"Newmarket--Aurora/Newmarket--Aurora"," 180","Aurora",1,25,84,7,1,31,0,149,400
35053,"Newmarket--Aurora/Newmarket--Aurora"," 181","Aurora",2,23,63,5,0,43,1,137,328
35053,"Newmarket--Aurora/Newmarket--Aurora"," 182","Aurora",1,31,131,10,0,56,0,229,473
35053,"Newmarket--Aurora/Newmarket--Aurora"," 183","Aurora",2,29,97,23,0,63,2,216,379
35053,"Newmarket--Aurora/Newmarket--Aurora"," 184","Aurora",3,38,126,23,0,67,1,258,448
35053,"Newmarket--Aurora/Newmarket--Aurora"," 185","Aurora",3,43,177,14,1,64,0,302,493
35053,"Newmarket--Aurora/Newmarket--Aurora"," 186","Aurora",6,57,136,10,0,70,0,279,535
35053,"Newmarket--Aurora/Newmarket--Aurora"," 187","Aurora",4,36,136,11,0,50,1,238,431
35053,"Newmarket--Aurora/Newmarket--Aurora"," 188","Aurora",5,38,128,18,3,48,1,241,470
35053,"Newmarket--Aurora/Newmarket--Aurora"," 189","Aurora",6,33,132,11,0,102,1,285,488
35053,"Newmarket--Aurora/Newmarket--Aurora"," 190","Aurora",1,58,104,16,1,45,0,225,453
35053,"Newmarket--Aurora/Newmarket--Aurora"," 191","Aurora",5,35,101,5,1,56,1,204,373
35053,"Newmarket--Aurora/Newmarket--Aurora"," 192","Aurora",5,61,116,21,2,45,1,251,474
35053,"Newmarket--Aurora/Newmarket--Aurora"," 193","Aurora",3,30,77,17,0,29,1,157,382
35053,"Newmarket--Aurora/Newmarket--Aurora"," 194","Aurora",1,21,53,7,0,22,1,105,334
35053,"Newmarket--Aurora/Newmarket--Aurora"," 195","Aurora",3,21,120,12,1,42,2,201,324
35053,"Newmarket--Aurora/Newmarket--Aurora"," 196","Aurora",3,19,136,17,0,49,0,224,364
35053,"Newmarket--Aurora/Newmarket--Aurora"," 197","Aurora",3,23,112,7,1,70,1,217,403
35053,"Newmarket--Aurora/Newmarket--Aurora"," 198","Aurora",5,25,69,10,1,22,1,133,360
35053,"Newmarket--Aurora/Newmarket--Aurora"," 199","Aurora",3,30,95,7,0,43,2,180,378
35053,"Newmarket--Aurora/Newmarket--Aurora"," 200","Aurora",3,29,158,9,0,75,3,277,494
35053,"Newmarket--Aurora/Newmarket--Aurora"," 201","Aurora",5,24,132,8,1,67,1,238,422
35053,"Newmarket--Aurora/Newmarket--Aurora"," 202","Aurora",6,26,160,9,1,54,1,257,384
35053,"Newmarket--Aurora/Newmarket--Aurora"," 203","Aurora",7,41,123,11,2,58,2,244,483
35053,"Newmarket--Aurora/Newmarket--Aurora"," 204","Aurora",4,38,129,7,0,54,0,232,383
35053,"Newmarket--Aurora/Newmarket--Aurora"," 205","Aurora",4,27,163,13,0,64,1,272,436
35053,"Newmarket--Aurora/Newmarket--Aurora"," 206","Aurora",3,18,103,6,0,48,1,179,305
35053,"Newmarket--Aurora/Newmarket--Aurora"," 207","Aurora",3,19,198,10,0,78,0,308,519
35053,"Newmarket--Aurora/Newmarket--Aurora"," 208","Aurora",2,45,142,26,0,63,4,282,445
35053,"Newmarket--Aurora/Newmarket--Aurora"," 209","Aurora",2,51,120,5,1,65,0,244,418
35053,"Newmarket--Aurora/Newmarket--Aurora"," 210","Aurora",1,58,95,10,0,40,3,207,415
35053,"Newmarket--Aurora/Newmarket--Aurora"," 211","Aurora",2,58,106,8,0,38,1,213,479
35053,"Newmarket--Aurora/Newmarket--Aurora"," 212","Aurora",4,37,107,13,2,41,2,206,369
35053,"Newmarket--Aurora/Newmarket--Aurora"," 213","Aurora",6,37,121,18,0,79,0,261,450
35053,"Newmarket--Aurora/Newmarket--Aurora"," 214","Aurora",4,58,180,16,0,69,2,329,571
35053,"Newmarket--Aurora/Newmarket--Aurora"," 215","Aurora",4,34,178,12,0,66,0,294,445
35053,"Newmarket--Aurora/Newmarket--Aurora"," 216","Aurora",2,47,127,17,0,68,0,261,413
35053,"Newmarket--Aurora/Newmarket--Aurora"," 217","Aurora",7,23,128,8,0,53,1,220,388
35053,"Newmarket--Aurora/Newmarket--Aurora"," 218","Aurora",1,23,88,7,1,44,1,165,307
35053,"Newmarket--Aurora/Newmarket--Aurora"," 219","Aurora",8,36,180,16,0,64,2,306,482
35053,"Newmarket--Aurora/Newmarket--Aurora"," 220","Aurora",2,36,110,9,0,40,0,197,371
35053,"Newmarket--Aurora/Newmarket--Aurora"," 221","Aurora",5,44,170,15,3,68,3,308,508
35053,"Newmarket--Aurora/Newmarket--Aurora"," 222","Aurora",5,28,101,11,0,50,2,197,417
35053,"Newmarket--Aurora/Newmarket--Aurora"," 223","Aurora",7,10,130,3,0,22,2,174,346
35053,"Newmarket--Aurora/Newmarket--Aurora"," 224","Aurora",3,12,198,10,0,49,0,272,510
35053,"Newmarket--Aurora/Newmarket--Aurora"," 225","Aurora",7,26,102,8,0,38,0,181,391
35053,"Newmarket--Aurora/Newmarket--Aurora"," 226","Aurora",1,11,95,2,1,24,0,134,270
35053,"Newmarket--Aurora/Newmarket--Aurora"," 400","Aurora",3,4,19,1,1,9,0,37,152
35053,"Newmarket--Aurora/Newmarket--Aurora"," 500","Mobile poll/Bureau itinérant",9,26,94,3,1,23,4,160,204
35053,"Newmarket--Aurora/Newmarket--Aurora"," 501","Mobile poll/Bureau itinérant",9,3,28,1,0,18,3,62,210
35053,"Newmarket--Aurora/Newmarket--Aurora"," 502","Mobile poll/Bureau itinérant",2,13,76,3,2,19,0,115,148
35053,"Newmarket--Aurora/Newmarket--Aurora"," 503","Mobile poll/Bureau itinérant",8,18,50,0,0,22,1,99,178
35053,"Newmarket--Aurora/Newmarket--Aurora"," 504","Mobile poll/Bureau itinérant",4,23,57,4,1,22,0,111,166
35053,"Newmarket--Aurora/Newmarket--Aurora"," 505","Mobile poll/Bureau itinérant",2,5,27,6,0,11,1,52,99
35053,"Newmarket--Aurora/Newmarket--Aurora"," 600","Newmarket",5,37,261,15,2,124,0,444,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 601","Newmarket",9,48,364,22,2,150,1,596,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 602","Newmarket",8,57,299,25,3,129,2,523,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 603","Newmarket",2,27,197,11,2,87,2,328,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 604","Newmarket",5,55,216,27,0,126,1,430,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 605","Newmarket",3,42,331,20,3,135,1,535,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 606","Newmarket",2,38,217,15,0,153,1,426,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 607","Newmarket",5,40,298,21,1,202,1,568,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 608","Newmarket",5,31,295,14,1,106,1,453,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 609","Aurora",3,47,259,30,2,191,1,533,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 610","Aurora",5,53,399,37,0,218,3,715,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 611","Aurora",6,64,327,28,1,184,2,612,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 612","Aurora",10,46,256,23,2,138,0,475,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 613","Aurora",7,27,311,33,3,196,4,581,
35053,"Newmarket--Aurora/Newmarket--Aurora"," 614","Aurora",2,24,311,24,1,154,0,516,
