Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Carrier,Rosane Doré Lefebvre,Angelo G. Iacono,Pierre Lefebvre,Régent Millette,Dylan Perceval-Maxwell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24003,"Alfred-Pellan/Alfred-Pellan"," 80","Laval",52,129,27,19,3,0,3,233,481
24003,"Alfred-Pellan/Alfred-Pellan"," 81","Laval",51,66,25,12,2,0,1,157,279
24003,"Alfred-Pellan/Alfred-Pellan"," 82","Laval",28,51,79,20,1,0,2,181,318
24003,"Alfred-Pellan/Alfred-Pellan"," 82-1","Laval",22,35,24,13,0,0,0,94,204
24003,"Alfred-Pellan/Alfred-Pellan"," 83","Laval",6,74,99,35,1,3,3,221,561
24003,"Alfred-Pellan/Alfred-Pellan"," 83-1","Laval",15,47,114,41,0,2,1,220,468
24003,"Alfred-Pellan/Alfred-Pellan"," 83-2","Laval",3,63,157,93,0,1,2,319,628
24003,"Alfred-Pellan/Alfred-Pellan"," 83-3","Laval",11,45,114,52,1,4,3,230,392
24003,"Alfred-Pellan/Alfred-Pellan"," 83-4","Laval",11,73,76,43,2,2,1,208,395
24003,"Alfred-Pellan/Alfred-Pellan"," 84","Laval",11,57,124,48,1,4,2,247,427
24003,"Alfred-Pellan/Alfred-Pellan"," 85","Laval",8,74,111,39,0,3,1,236,484
24003,"Alfred-Pellan/Alfred-Pellan"," 86A","Laval",33,85,19,17,0,1,5,160,405
24003,"Alfred-Pellan/Alfred-Pellan"," 86B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,2
24003,"Alfred-Pellan/Alfred-Pellan"," 87","Laval",56,96,21,17,1,10,3,204,401
24003,"Alfred-Pellan/Alfred-Pellan"," 88","Laval",74,122,37,22,2,11,1,269,411
24003,"Alfred-Pellan/Alfred-Pellan"," 89","Laval",67,131,34,26,2,7,1,268,390
24003,"Alfred-Pellan/Alfred-Pellan"," 90","Laval",53,68,26,16,0,5,3,171,323
24003,"Alfred-Pellan/Alfred-Pellan"," 91","Laval",56,119,42,39,1,2,5,264,432
24003,"Alfred-Pellan/Alfred-Pellan"," 92","Laval",46,90,19,14,1,5,5,180,390
24003,"Alfred-Pellan/Alfred-Pellan"," 93","Laval",51,121,37,15,0,4,2,230,368
24003,"Alfred-Pellan/Alfred-Pellan"," 94","Laval",75,151,91,51,3,9,2,382,607
24003,"Alfred-Pellan/Alfred-Pellan"," 95","Laval",32,101,31,28,1,3,3,199,316
24003,"Alfred-Pellan/Alfred-Pellan"," 96","Laval",51,120,64,26,1,6,2,270,464
24003,"Alfred-Pellan/Alfred-Pellan"," 97","Laval",46,88,32,26,2,0,0,194,367
24003,"Alfred-Pellan/Alfred-Pellan"," 98","Laval",14,64,59,35,0,1,0,173,274
24003,"Alfred-Pellan/Alfred-Pellan"," 99","Laval",54,84,92,30,2,1,2,265,416
24003,"Alfred-Pellan/Alfred-Pellan"," 100","Laval",26,76,93,31,0,0,1,227,346
24003,"Alfred-Pellan/Alfred-Pellan"," 101","Laval",55,84,78,43,1,2,3,266,402
24003,"Alfred-Pellan/Alfred-Pellan"," 102","Laval",28,83,89,34,2,0,1,237,358
24003,"Alfred-Pellan/Alfred-Pellan"," 103","Laval",36,59,36,15,0,4,1,151,278
24003,"Alfred-Pellan/Alfred-Pellan"," 104","Laval",46,83,66,27,0,4,2,228,374
24003,"Alfred-Pellan/Alfred-Pellan"," 105","Laval",39,75,66,29,0,0,2,211,342
24003,"Alfred-Pellan/Alfred-Pellan"," 106","Laval",42,112,77,30,0,5,3,269,450
24003,"Alfred-Pellan/Alfred-Pellan"," 107","Laval",37,86,52,24,1,5,2,207,349
24003,"Alfred-Pellan/Alfred-Pellan"," 108","Laval",51,95,87,13,0,2,6,254,399
24003,"Alfred-Pellan/Alfred-Pellan"," 109","Laval",28,91,34,8,1,2,1,165,400
24003,"Alfred-Pellan/Alfred-Pellan"," 110","Laval",60,125,85,38,0,2,1,311,476
24003,"Alfred-Pellan/Alfred-Pellan"," 111","Laval",39,89,66,34,0,5,0,233,402
24003,"Alfred-Pellan/Alfred-Pellan"," 112","Laval",71,94,31,19,0,2,4,221,447
24003,"Alfred-Pellan/Alfred-Pellan"," 113","Laval",34,108,50,20,2,6,2,222,428
24003,"Alfred-Pellan/Alfred-Pellan"," 114","Laval",34,109,68,38,1,4,6,260,478
24003,"Alfred-Pellan/Alfred-Pellan"," 115","Laval",64,103,58,27,1,1,0,254,443
24003,"Alfred-Pellan/Alfred-Pellan"," 116","Laval",36,95,26,24,1,2,2,186,378
24003,"Alfred-Pellan/Alfred-Pellan"," 117","Laval",42,81,59,24,0,0,0,206,342
24003,"Alfred-Pellan/Alfred-Pellan"," 118","Laval",46,88,53,20,0,6,3,216,371
24003,"Alfred-Pellan/Alfred-Pellan"," 119","Laval",36,92,57,32,0,2,0,219,381
24003,"Alfred-Pellan/Alfred-Pellan"," 120","Laval",12,75,177,48,0,6,2,320,524
24003,"Alfred-Pellan/Alfred-Pellan"," 121","Laval",24,57,55,23,2,2,4,167,325
24003,"Alfred-Pellan/Alfred-Pellan"," 122","Laval",31,94,82,35,1,4,4,251,434
24003,"Alfred-Pellan/Alfred-Pellan"," 123","Laval",34,102,137,47,0,4,2,326,487
24003,"Alfred-Pellan/Alfred-Pellan"," 124","Laval",27,76,22,15,4,1,1,146,298
24003,"Alfred-Pellan/Alfred-Pellan"," 125","Laval",35,52,25,13,0,2,1,128,236
24003,"Alfred-Pellan/Alfred-Pellan"," 126","Laval",70,118,32,23,2,2,5,252,493
24003,"Alfred-Pellan/Alfred-Pellan"," 127","Laval",53,102,55,37,1,4,3,255,430
24003,"Alfred-Pellan/Alfred-Pellan"," 128","Laval",39,84,29,16,2,2,0,172,283
24003,"Alfred-Pellan/Alfred-Pellan"," 129","Laval",61,90,22,11,0,0,2,186,306
24003,"Alfred-Pellan/Alfred-Pellan"," 130","Laval",59,95,53,20,0,8,0,235,354
24003,"Alfred-Pellan/Alfred-Pellan"," 131","Laval",48,120,81,55,2,1,2,309,506
24003,"Alfred-Pellan/Alfred-Pellan"," 132","Laval",49,106,49,25,2,2,2,235,360
24003,"Alfred-Pellan/Alfred-Pellan"," 133","Laval",60,105,20,17,0,2,3,207,357
24003,"Alfred-Pellan/Alfred-Pellan"," 134","Laval",40,86,32,18,0,3,1,180,314
24003,"Alfred-Pellan/Alfred-Pellan"," 135","Laval",44,95,28,11,2,1,3,184,497
24003,"Alfred-Pellan/Alfred-Pellan"," 135-1","Laval",33,69,32,13,0,0,0,147,260
24003,"Alfred-Pellan/Alfred-Pellan"," 136","Laval",51,140,69,47,1,4,3,315,486
24003,"Alfred-Pellan/Alfred-Pellan"," 137","Laval",51,90,68,14,1,1,1,226,376
24003,"Alfred-Pellan/Alfred-Pellan"," 138","Laval",49,98,46,55,1,5,3,257,370
24003,"Alfred-Pellan/Alfred-Pellan"," 139","Laval",48,125,92,23,1,3,1,293,424
24003,"Alfred-Pellan/Alfred-Pellan"," 140","Laval",65,107,46,23,1,1,4,247,395
24003,"Alfred-Pellan/Alfred-Pellan"," 141","Laval",64,115,61,37,1,5,5,288,486
24003,"Alfred-Pellan/Alfred-Pellan"," 142","Laval",58,64,16,16,2,4,4,164,372
24003,"Alfred-Pellan/Alfred-Pellan"," 143","Laval",43,146,21,18,2,3,2,235,540
24003,"Alfred-Pellan/Alfred-Pellan"," 144","Laval",50,91,18,13,1,2,6,181,462
24003,"Alfred-Pellan/Alfred-Pellan"," 145","Laval",55,113,41,27,0,4,5,245,426
24003,"Alfred-Pellan/Alfred-Pellan"," 146","Laval",49,84,26,20,2,4,1,186,386
24003,"Alfred-Pellan/Alfred-Pellan"," 147","Laval",54,114,36,26,1,4,0,235,439
24003,"Alfred-Pellan/Alfred-Pellan"," 148","Laval",46,103,53,16,0,5,2,225,389
24003,"Alfred-Pellan/Alfred-Pellan"," 149","Laval",35,65,23,9,2,4,2,140,326
24003,"Alfred-Pellan/Alfred-Pellan"," 150","Laval",41,84,24,8,1,2,4,164,375
24003,"Alfred-Pellan/Alfred-Pellan"," 151","Laval",47,52,18,6,2,6,4,135,331
24003,"Alfred-Pellan/Alfred-Pellan"," 152","Laval",46,82,41,27,1,5,3,205,322
24003,"Alfred-Pellan/Alfred-Pellan"," 153","Laval",48,109,44,25,3,10,1,240,379
24003,"Alfred-Pellan/Alfred-Pellan"," 154","Laval",60,101,45,30,1,4,2,243,451
24003,"Alfred-Pellan/Alfred-Pellan"," 155","Laval",72,91,67,20,1,4,2,257,422
24003,"Alfred-Pellan/Alfred-Pellan"," 156","Laval",40,101,60,29,1,2,3,236,390
24003,"Alfred-Pellan/Alfred-Pellan"," 157","Laval",21,62,95,39,2,3,0,222,423
24003,"Alfred-Pellan/Alfred-Pellan"," 158","Laval",38,63,28,15,2,3,2,151,279
24003,"Alfred-Pellan/Alfred-Pellan"," 159","Laval",37,69,28,18,0,2,0,154,330
24003,"Alfred-Pellan/Alfred-Pellan"," 160","Laval",39,83,45,18,1,4,3,193,348
24003,"Alfred-Pellan/Alfred-Pellan"," 161","Laval",45,84,36,24,1,3,2,195,347
24003,"Alfred-Pellan/Alfred-Pellan"," 162","Laval",41,102,67,18,2,4,1,235,363
24003,"Alfred-Pellan/Alfred-Pellan"," 163","Laval",49,101,59,24,0,2,0,235,384
24003,"Alfred-Pellan/Alfred-Pellan"," 164","Laval",55,127,66,28,0,8,6,290,426
24003,"Alfred-Pellan/Alfred-Pellan"," 165","Laval",62,92,53,22,0,4,1,234,400
24003,"Alfred-Pellan/Alfred-Pellan"," 166","Laval",34,90,59,17,2,5,3,210,328
24003,"Alfred-Pellan/Alfred-Pellan"," 167","Laval",40,98,31,15,1,4,0,189,341
24003,"Alfred-Pellan/Alfred-Pellan"," 168","Laval",50,72,21,22,0,6,4,175,322
24003,"Alfred-Pellan/Alfred-Pellan"," 169","Laval",37,64,40,22,1,2,0,166,326
24003,"Alfred-Pellan/Alfred-Pellan"," 170","Laval",51,104,63,27,1,7,0,253,434
24003,"Alfred-Pellan/Alfred-Pellan"," 171","Laval",58,98,70,50,4,1,3,284,410
24003,"Alfred-Pellan/Alfred-Pellan"," 172","Laval",50,78,36,6,2,3,1,176,298
24003,"Alfred-Pellan/Alfred-Pellan"," 173","Laval",19,37,28,18,1,0,3,106,258
24003,"Alfred-Pellan/Alfred-Pellan"," 174","Laval",31,67,31,11,0,0,2,142,262
24003,"Alfred-Pellan/Alfred-Pellan"," 175","Laval",57,106,33,23,2,4,0,225,421
24003,"Alfred-Pellan/Alfred-Pellan"," 176","Laval",40,74,55,30,2,2,0,203,340
24003,"Alfred-Pellan/Alfred-Pellan"," 177","Laval",40,97,41,23,0,1,3,205,374
24003,"Alfred-Pellan/Alfred-Pellan"," 178","Laval",49,108,55,22,0,4,3,241,394
24003,"Alfred-Pellan/Alfred-Pellan"," 179","Laval",45,90,33,12,0,3,3,186,317
24003,"Alfred-Pellan/Alfred-Pellan"," 180","Laval",55,92,36,17,0,2,2,204,334
24003,"Alfred-Pellan/Alfred-Pellan"," 181","Laval",47,82,14,19,1,4,2,169,363
24003,"Alfred-Pellan/Alfred-Pellan"," 182","Laval",27,63,7,12,0,5,3,117,251
24003,"Alfred-Pellan/Alfred-Pellan"," 183","Laval",46,72,57,25,0,1,1,202,275
24003,"Alfred-Pellan/Alfred-Pellan"," 184","Laval",55,78,26,9,0,5,0,173,407
24003,"Alfred-Pellan/Alfred-Pellan"," 185","Laval",56,116,23,17,0,2,4,218,419
24003,"Alfred-Pellan/Alfred-Pellan"," 186","Laval",46,47,27,20,0,2,3,145,299
24003,"Alfred-Pellan/Alfred-Pellan"," 187","Laval",24,57,17,13,1,1,1,114,259
24003,"Alfred-Pellan/Alfred-Pellan"," 188","Laval",43,60,22,11,0,4,5,145,315
24003,"Alfred-Pellan/Alfred-Pellan"," 189","Laval",47,61,18,11,0,6,5,148,326
24003,"Alfred-Pellan/Alfred-Pellan"," 190","Laval",40,63,15,12,1,3,9,143,291
24003,"Alfred-Pellan/Alfred-Pellan"," 191","Laval",44,63,17,14,0,3,0,141,369
24003,"Alfred-Pellan/Alfred-Pellan"," 192","Laval",43,57,15,13,2,2,2,134,341
24003,"Alfred-Pellan/Alfred-Pellan"," 193","Laval",68,64,17,12,0,9,6,176,388
24003,"Alfred-Pellan/Alfred-Pellan"," 194","Laval",24,41,94,34,1,3,4,201,324
24003,"Alfred-Pellan/Alfred-Pellan"," 400A","Laval",23,47,25,22,2,1,3,123,342
24003,"Alfred-Pellan/Alfred-Pellan"," 400B","Laval",22,45,18,23,2,1,8,119,326
24003,"Alfred-Pellan/Alfred-Pellan"," 400C","Laval",25,42,22,24,3,1,2,119,338
24003,"Alfred-Pellan/Alfred-Pellan"," 400-1","Laval",Merged with No. 400A/Fusionné avec le nº 400A,,,,,,,,1
24003,"Alfred-Pellan/Alfred-Pellan"," 400-2","Laval",Merged with No. 400C/Fusionné avec le nº 400C,,,,,,,,1
24003,"Alfred-Pellan/Alfred-Pellan"," 401","Laval",30,34,33,39,0,1,0,137,177
24003,"Alfred-Pellan/Alfred-Pellan"," 402","Laval",48,63,47,38,1,3,7,207,263
24003,"Alfred-Pellan/Alfred-Pellan"," 403","Laval",36,37,30,19,1,0,1,124,148
24003,"Alfred-Pellan/Alfred-Pellan"," 404","Laval",34,27,38,16,0,2,1,118,158
24003,"Alfred-Pellan/Alfred-Pellan"," 500","Mobile poll/Bureau itinérant",21,15,27,4,1,1,4,73,141
24003,"Alfred-Pellan/Alfred-Pellan"," 501","Mobile poll/Bureau itinérant",17,20,21,15,1,1,3,78,280
24003,"Alfred-Pellan/Alfred-Pellan"," 502","Mobile poll/Bureau itinérant",10,15,11,6,0,0,0,42,118
24003,"Alfred-Pellan/Alfred-Pellan"," 600","Laval",197,248,128,64,0,11,8,656,
24003,"Alfred-Pellan/Alfred-Pellan"," 601","Laval",254,270,143,66,3,8,13,757,
24003,"Alfred-Pellan/Alfred-Pellan"," 602","Laval",197,270,134,96,0,5,5,707,
24003,"Alfred-Pellan/Alfred-Pellan"," 603","Laval",169,260,169,77,2,7,7,691,
24003,"Alfred-Pellan/Alfred-Pellan"," 604","Laval",47,74,141,52,1,2,1,318,
24003,"Alfred-Pellan/Alfred-Pellan"," 605","Laval",126,154,55,54,1,3,8,401,
24003,"Alfred-Pellan/Alfred-Pellan"," 606","Laval",131,197,91,54,2,6,7,488,
24003,"Alfred-Pellan/Alfred-Pellan"," 607","Laval",198,304,214,136,6,10,10,878,
24003,"Alfred-Pellan/Alfred-Pellan"," 608","Laval",178,210,139,64,1,11,5,608,
24003,"Alfred-Pellan/Alfred-Pellan"," 609","Laval",169,237,191,84,1,10,5,697,
24003,"Alfred-Pellan/Alfred-Pellan"," 610","Laval",230,259,172,75,2,6,11,755,
24003,"Alfred-Pellan/Alfred-Pellan"," 611","Laval",190,241,106,61,2,8,13,621,
24003,"Alfred-Pellan/Alfred-Pellan"," 612","Laval",146,184,87,51,1,8,4,481,
24003,"Alfred-Pellan/Alfred-Pellan",,Group 1/Groupe 1,18,13,26,17,0,3,8,85,143
24003,"Alfred-Pellan/Alfred-Pellan",,Group 2/Groupe 2,189,101,254,81,3,2,29,659,
