Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bernadette Clement,Darcy Neal Donnelly,Guy Lauzon,Mario Leclerc,Wyatt Joseph Walsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 39","Berwick",12,0,99,29,6,1,147,280
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 40","Lodi",38,1,127,30,3,1,200,381
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 41","Moose Creek",25,0,106,40,10,0,181,371
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 42","Tayside",37,0,139,39,9,0,224,403
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 43","Finch",15,0,146,21,3,0,185,351
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 44","Finch",20,0,117,31,6,0,174,374
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 45","Avonmore",21,0,150,38,6,1,216,411
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 46","Gravel Hill",25,1,168,51,7,0,252,440
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 47","Duff's Corners",16,0,101,35,3,0,155,291
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 48","Strathmore",23,0,137,40,6,0,206,321
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 49","Sandtown",20,2,90,27,5,0,144,284
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 50","Newington",21,2,136,37,5,3,204,345
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 51","Williamsburg",26,0,196,39,6,0,267,443
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 52","Boucks Hill",30,1,159,31,4,0,225,406
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 53","Gallingertown",22,3,121,40,6,1,193,414
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 54","Osnabruck Centre",20,0,156,38,5,0,219,447
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 55","Glen Becker",40,0,165,34,2,0,241,547
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 56","Morrisburg",18,0,120,32,5,0,175,458
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 57","Morrisburg",18,0,125,27,2,0,172,404
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 58","Morrisburg",25,0,141,30,3,0,199,422
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 59","Morrisburg",17,0,114,25,4,1,161,375
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 60","Morrisburg",23,0,110,28,2,1,164,362
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 61","Froatburn",13,0,101,15,8,0,137,314
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 62","Riverside Heights",16,1,148,40,4,1,210,393
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 63","Ingleside",31,1,133,28,3,1,197,425
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 64","Ingleside",42,2,128,33,13,0,218,473
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 65","Ingleside",22,0,136,29,7,1,195,390
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 66","Northfield",23,0,189,28,7,1,248,468
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 67","Bonville",37,1,146,57,6,1,248,492
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 68","Lunenburg",22,0,163,35,1,0,221,440
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 69","Harrisons Corners",21,2,115,39,6,0,183,437
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 70","St. Andrews",40,0,171,36,5,0,252,470
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 71","Vin Vista",14,0,79,23,2,0,118,253
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 71-1","Manning",33,0,126,49,1,4,213,468
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 72","Long Sault",44,0,132,45,6,0,227,462
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 73","Long Sault",32,0,117,33,3,0,185,370
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 74","Long Sault",33,0,103,41,5,0,182,393
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 74-1","Forest Hill",39,0,100,20,1,0,160,264
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 75","Lakeview Heights",39,1,119,43,12,1,215,458
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 76","St. Andrews",42,0,149,44,4,0,239,453
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 77","Rosedale Terrace",38,1,128,32,3,0,202,408
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 78","Rosedale Terrace",20,0,109,29,5,0,163,335
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 79","Grants Corners",35,0,163,54,5,1,258,488
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 80","Cornwall",31,0,91,41,4,0,167,422
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 81","Cornwall",41,0,121,51,5,0,218,471
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 82","Cornwall",51,1,112,50,3,0,217,439
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 83","Cornwall",41,0,149,64,4,1,259,525
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 84","Cornwall",38,0,110,41,8,1,198,432
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 85","Cornwall",41,0,112,37,7,1,198,412
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 85-1","Cornwall",52,0,94,36,5,0,187,380
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 86","Cornwall",65,0,120,32,4,1,222,382
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 87","Cornwall",109,1,139,28,1,0,278,459
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 88","Cornwall",72,0,134,32,8,2,248,399
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 89","Cornwall",67,1,123,35,4,1,231,365
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 90","Cornwall",42,0,116,45,3,2,208,382
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 91","Cornwall",31,0,86,26,2,0,145,285
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 92","Cornwall",29,0,88,49,4,2,172,369
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 93","Cornwall",60,1,119,43,0,0,223,388
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 94","Cornwall",38,0,99,36,1,1,175,367
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 95","Cornwall",56,0,139,54,3,1,253,481
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 96","Cornwall",52,0,127,61,4,2,246,420
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 96-1","Cornwall",16,0,68,29,2,1,116,231
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 97","Cornwall",23,1,64,36,2,0,126,320
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 98","Cornwall",34,1,108,33,3,1,180,384
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 99","Cornwall",35,0,95,41,3,0,174,402
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 100","Cornwall",16,0,48,35,2,0,101,325
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 101","Cornwall",29,1,79,39,4,3,155,327
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 102","Cornwall",25,0,67,53,0,1,146,362
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 103","Cornwall",30,3,108,41,0,1,183,352
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 104","Cornwall",33,2,82,36,2,0,155,322
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 105","Cornwall",36,0,72,36,3,2,149,396
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 106","Cornwall",22,2,73,35,1,0,133,315
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 107","Cornwall",29,1,81,44,1,2,158,363
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 108","Cornwall",35,0,69,34,1,3,142,356
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 109","Cornwall",28,1,80,31,5,3,148,303
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 110","Cornwall",23,2,71,32,1,1,130,322
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 111","Cornwall",36,0,80,44,1,0,161,396
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 112","Cornwall",28,1,69,49,1,0,148,334
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 113","Cornwall",24,0,51,44,6,1,126,382
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 114","Cornwall",17,1,42,22,3,0,85,261
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 115","Cornwall",24,1,51,24,5,0,105,343
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 116","Cornwall",15,0,57,34,2,1,109,345
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 117","Cornwall",9,0,55,35,2,0,101,344
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 118","Cornwall",16,0,54,26,2,0,98,307
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 119","Cornwall",18,0,40,36,3,1,98,332
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 120","Cornwall",21,0,55,25,3,0,104,410
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 121","Cornwall",20,0,69,35,5,0,129,345
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 122","Cornwall",24,0,68,25,2,2,121,268
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 123","Cornwall",11,1,36,15,3,0,66,246
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 124","Cornwall",6,0,48,24,0,1,79,253
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 125","Cornwall",41,0,71,19,4,3,138,393
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 126","Cornwall",24,0,76,35,2,1,138,281
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 127","Cornwall",27,0,57,22,1,1,108,241
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 128","Cornwall",53,4,91,52,1,5,206,317
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 129","Cornwall",41,0,59,28,7,0,135,357
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 130","Cornwall",11,1,65,34,2,1,114,324
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 131","Cornwall",29,0,86,57,8,1,181,336
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 132","Cornwall",25,0,82,47,5,1,160,331
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 133","Cornwall",20,0,50,26,4,0,100,332
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 134","Cornwall",37,0,83,45,3,0,168,347
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 135","Cornwall",34,0,57,33,1,0,125,333
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 136","Cornwall",20,0,48,18,0,0,86,295
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 137","Cornwall",26,0,38,25,4,0,93,281
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 138","Cornwall",28,0,36,19,5,0,88,229
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 139","Cornwall",66,1,108,30,3,4,212,380
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 140","Cornwall",26,0,31,35,2,0,94,395
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 141","Cornwall",33,0,66,48,2,4,153,348
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 142","Cornwall",15,0,26,8,5,0,54,229
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 143","Cornwall",25,0,88,41,2,0,156,376
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 144","Cornwall",37,2,76,49,0,1,165,360
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 145","Cornwall",36,0,59,12,1,1,109,275
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 146","Cornwall",65,0,101,27,2,0,195,365
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 147","Cornwall",61,0,82,39,1,1,184,344
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 148","Cornwall",51,0,57,32,0,3,143,409
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 149","Cornwall",38,0,67,30,3,1,139,324
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 150","Cornwall",57,0,103,22,0,4,186,382
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 151","Cornwall",29,0,47,31,3,1,111,281
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 152","Cornwall",47,0,104,39,5,2,197,374
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 153","Cornwall",31,1,59,25,1,1,118,391
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 154","Cornwall",18,1,39,39,2,1,100,286
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 155","Cornwall",10,1,30,17,1,0,59,255
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 156","Cornwall",18,0,41,24,0,0,83,357
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 157","Cornwall",16,1,41,30,0,0,88,337
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 158","Cornwall",16,0,27,20,0,0,63,267
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 159","Cornwall",14,0,43,19,2,2,80,288
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 160","Cornwall",76,0,92,51,3,2,224,393
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 161","Cornwall",35,0,73,38,2,0,148,395
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 162","Cornwall",51,0,79,41,1,0,172,416
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 163","Cornwall",70,0,114,36,4,2,226,443
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 164","Cornwall",49,2,83,34,2,0,170,373
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 165","Cornwall",21,1,73,26,1,0,122,321
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 166","Cornwall",56,1,131,49,2,2,241,409
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 167","Cornwall",57,1,98,47,3,0,206,396
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 168","Cornwall",107,0,104,33,3,0,247,444
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 168-1","Cornwall",48,0,57,50,3,0,158,391
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 169","Cornwall",37,0,64,28,0,0,129,285
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 170","Cornwall",39,1,69,27,4,1,141,393
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 171","Cornwall",34,2,71,38,2,0,147,269
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 172","Cornwall",25,2,53,32,5,0,117,288
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 173","Cornwall",32,0,49,12,1,1,95,207
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 174","Martintown",24,0,108,22,3,0,157,284
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 175","Martintown",39,1,174,56,12,2,284,461
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 176","Glen Roy",58,3,121,37,2,0,221,399
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 177","Glen Roy",23,2,95,42,8,0,170,381
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 178","Martintown",33,0,167,36,3,1,240,374
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 179","Williamstown",52,0,137,31,6,0,226,398
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 180","St. Raphaels",32,0,120,57,12,0,221,441
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 181","Glendale",42,0,108,39,2,0,191,379
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 182","Glendale",17,0,71,23,0,3,114,297
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 183","Summerstown Station",35,2,140,42,2,0,221,474
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 184","Tyotown",49,0,137,53,5,0,244,423
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 185","Paragon",52,3,134,44,2,0,235,409
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 186","Summerstown",28,0,109,30,2,0,169,303
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 187","Heritage",31,0,99,29,4,0,163,330
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 188","Cornwall Island",3,0,0,1,0,0,4,248
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 189","Farlinger",46,1,152,49,3,1,252,431
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 189-1","Glen Walter",72,0,146,50,3,2,273,438
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 190","Parco Village",34,0,100,20,4,0,158,233
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 191","Glen Norman",62,1,123,77,10,1,274,475
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 192","Beauchamps",33,2,72,39,3,1,150,305
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 192-1","Glen Nevis",51,1,125,66,11,2,256,415
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 193","North Lancaster",28,0,79,22,6,0,135,258
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 193-1","Dubeau",17,1,54,21,0,0,93,177
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 194","Curry Hill",19,1,86,26,8,1,141,306
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 195","South Lancaster",28,0,105,38,2,0,173,372
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 196","Lancaster",12,0,67,36,2,0,117,296
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 197","Lancaster",16,0,65,29,0,0,110,232
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 198","Greg Quay",42,0,107,54,4,0,207,369
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 198-1","Wood Creek",22,1,54,38,3,1,119,236
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 500","Mobile poll/Bureau itinérant",23,1,41,5,1,2,73,305
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 501","Mobile poll/Bureau itinérant",42,2,58,12,1,1,116,206
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 502","Mobile poll/Bureau itinérant",21,3,48,4,1,3,80,197
