Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Baldasaro,Jim Byron,David Christopherson,Lisa Nussey,Anne Tennier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35031,"Hamilton Centre/Hamilton-Centre"," 119","Hamilton ",2,30,134,0,14,3,183,385
35031,"Hamilton Centre/Hamilton-Centre"," 120","Hamilton ",4,20,57,0,9,0,90,247
35031,"Hamilton Centre/Hamilton-Centre"," 121","Hamilton ",2,24,100,3,8,2,139,348
35031,"Hamilton Centre/Hamilton-Centre"," 122","Hamilton ",0,36,123,0,18,4,181,479
35031,"Hamilton Centre/Hamilton-Centre"," 123","Hamilton ",1,41,92,1,20,2,157,375
35031,"Hamilton Centre/Hamilton-Centre"," 124","Hamilton ",2,41,79,1,18,0,141,318
35031,"Hamilton Centre/Hamilton-Centre"," 125","Hamilton ",7,37,93,2,24,2,165,346
35031,"Hamilton Centre/Hamilton-Centre"," 126","Hamilton ",2,40,91,2,15,0,150,320
35031,"Hamilton Centre/Hamilton-Centre"," 127","Hamilton ",4,45,99,0,30,3,181,369
35031,"Hamilton Centre/Hamilton-Centre"," 128","Hamilton ",5,44,102,0,27,3,181,410
35031,"Hamilton Centre/Hamilton-Centre"," 129","Hamilton ",2,27,61,2,25,0,117,308
35031,"Hamilton Centre/Hamilton-Centre"," 130","Hamilton ",6,15,69,1,17,2,110,297
35031,"Hamilton Centre/Hamilton-Centre"," 131","Hamilton ",3,30,91,1,27,0,152,341
35031,"Hamilton Centre/Hamilton-Centre"," 132","Hamilton ",5,31,104,0,17,1,158,384
35031,"Hamilton Centre/Hamilton-Centre"," 133","Hamilton ",1,54,99,1,21,0,176,371
35031,"Hamilton Centre/Hamilton-Centre"," 134","Hamilton ",2,36,88,2,13,2,143,286
35031,"Hamilton Centre/Hamilton-Centre"," 135","Hamilton ",3,30,101,0,24,2,160,275
35031,"Hamilton Centre/Hamilton-Centre"," 136","Hamilton ",3,50,97,3,30,4,187,349
35031,"Hamilton Centre/Hamilton-Centre"," 137","Hamilton ",1,63,105,1,50,0,220,382
35031,"Hamilton Centre/Hamilton-Centre"," 138","Hamilton ",0,101,100,1,60,0,262,428
35031,"Hamilton Centre/Hamilton-Centre"," 139","Hamilton ",3,68,149,1,68,0,289,410
35031,"Hamilton Centre/Hamilton-Centre"," 140","Hamilton ",4,65,118,0,55,1,243,347
35031,"Hamilton Centre/Hamilton-Centre"," 141","Hamilton ",7,62,125,2,42,0,238,366
35031,"Hamilton Centre/Hamilton-Centre"," 142","Hamilton ",0,48,120,0,34,0,202,319
35031,"Hamilton Centre/Hamilton-Centre"," 143","Hamilton ",2,43,112,0,49,4,210,353
35031,"Hamilton Centre/Hamilton-Centre"," 144","Hamilton ",5,36,173,1,19,0,234,360
35031,"Hamilton Centre/Hamilton-Centre"," 145","Hamilton ",6,38,167,1,30,2,244,399
35031,"Hamilton Centre/Hamilton-Centre"," 146","Hamilton ",3,20,103,0,14,5,145,214
35031,"Hamilton Centre/Hamilton-Centre"," 147","Hamilton ",3,45,150,1,50,1,250,392
35031,"Hamilton Centre/Hamilton-Centre"," 148","Hamilton ",1,50,162,3,35,0,251,410
35031,"Hamilton Centre/Hamilton-Centre"," 149","Hamilton ",Void/Supprimé,,,,,,,
35031,"Hamilton Centre/Hamilton-Centre"," 150","Hamilton ",2,28,77,2,14,0,123,270
35031,"Hamilton Centre/Hamilton-Centre"," 151","Hamilton ",3,35,109,3,14,1,165,303
35031,"Hamilton Centre/Hamilton-Centre"," 152","Hamilton ",3,27,80,3,9,1,123,259
35031,"Hamilton Centre/Hamilton-Centre"," 153","Hamilton ",5,35,154,3,23,0,220,354
35031,"Hamilton Centre/Hamilton-Centre"," 154","Hamilton ",3,53,138,2,24,2,222,438
35031,"Hamilton Centre/Hamilton-Centre"," 155","Hamilton ",6,44,159,1,29,1,240,418
35031,"Hamilton Centre/Hamilton-Centre"," 156","Hamilton ",2,45,136,1,35,7,226,361
35031,"Hamilton Centre/Hamilton-Centre"," 157","Hamilton ",8,61,132,0,26,1,228,347
35031,"Hamilton Centre/Hamilton-Centre"," 158","Hamilton ",5,63,142,0,64,1,275,385
35031,"Hamilton Centre/Hamilton-Centre"," 159","Hamilton ",5,60,157,0,77,1,300,404
35031,"Hamilton Centre/Hamilton-Centre"," 160","Hamilton ",1,72,95,0,53,1,222,361
35031,"Hamilton Centre/Hamilton-Centre"," 161","Hamilton ",6,84,103,0,29,1,223,387
35031,"Hamilton Centre/Hamilton-Centre"," 162","Hamilton ",0,55,96,0,30,1,182,303
35031,"Hamilton Centre/Hamilton-Centre"," 163","Hamilton ",3,84,95,1,26,5,214,304
35031,"Hamilton Centre/Hamilton-Centre"," 164","Hamilton ",1,64,86,0,12,0,163,310
35031,"Hamilton Centre/Hamilton-Centre"," 165","Hamilton ",4,72,112,0,26,0,214,343
35031,"Hamilton Centre/Hamilton-Centre"," 166","Hamilton ",3,103,47,1,56,1,211,348
35031,"Hamilton Centre/Hamilton-Centre"," 167","Hamilton ",3,107,96,0,23,0,229,349
35031,"Hamilton Centre/Hamilton-Centre"," 168","Hamilton ",4,94,99,0,27,1,225,372
35031,"Hamilton Centre/Hamilton-Centre"," 169","Hamilton ",3,75,115,3,35,0,231,391
35031,"Hamilton Centre/Hamilton-Centre"," 170","Hamilton ",5,94,107,0,35,1,242,401
35031,"Hamilton Centre/Hamilton-Centre"," 171","Hamilton ",2,66,77,2,27,0,174,293
35031,"Hamilton Centre/Hamilton-Centre"," 172","Hamilton ",3,74,97,2,20,0,196,323
35031,"Hamilton Centre/Hamilton-Centre"," 173","Hamilton ",0,96,127,0,34,0,257,481
35031,"Hamilton Centre/Hamilton-Centre"," 174","Hamilton ",4,76,86,0,33,2,201,338
35031,"Hamilton Centre/Hamilton-Centre"," 175","Hamilton ",4,86,85,1,48,2,226,403
35031,"Hamilton Centre/Hamilton-Centre"," 176","Hamilton ",4,84,74,0,43,1,206,331
35031,"Hamilton Centre/Hamilton-Centre"," 177","Hamilton ",0,76,67,1,34,0,178,325
35031,"Hamilton Centre/Hamilton-Centre"," 178","Hamilton ",5,63,93,1,26,2,190,342
35031,"Hamilton Centre/Hamilton-Centre"," 179","Hamilton ",4,84,83,2,35,1,209,358
35031,"Hamilton Centre/Hamilton-Centre"," 180","Hamilton ",0,78,54,2,20,1,155,268
35031,"Hamilton Centre/Hamilton-Centre"," 181","Hamilton ",2,83,113,0,34,0,232,493
35031,"Hamilton Centre/Hamilton-Centre"," 182","Hamilton ",1,129,151,0,29,2,312,594
35031,"Hamilton Centre/Hamilton-Centre"," 183","Hamilton ",3,24,36,1,13,0,77,195
35031,"Hamilton Centre/Hamilton-Centre"," 184","Hamilton ",0,77,124,1,28,2,232,445
35031,"Hamilton Centre/Hamilton-Centre"," 185","Hamilton ",6,74,116,0,30,6,232,443
35031,"Hamilton Centre/Hamilton-Centre"," 186","Hamilton ",4,61,73,1,18,2,159,321
35031,"Hamilton Centre/Hamilton-Centre"," 187","Hamilton ",5,59,118,0,15,2,199,407
35031,"Hamilton Centre/Hamilton-Centre"," 188","Hamilton ",3,77,123,0,34,0,237,466
35031,"Hamilton Centre/Hamilton-Centre"," 189","Hamilton ",3,66,128,0,38,0,235,389
35031,"Hamilton Centre/Hamilton-Centre"," 190","Hamilton ",5,75,117,2,27,1,227,369
35031,"Hamilton Centre/Hamilton-Centre"," 191","Hamilton ",2,78,80,4,38,1,203,355
35031,"Hamilton Centre/Hamilton-Centre"," 192","Hamilton ",3,61,75,0,26,1,166,279
35031,"Hamilton Centre/Hamilton-Centre"," 193","Hamilton ",3,37,79,1,26,3,149,315
35031,"Hamilton Centre/Hamilton-Centre"," 194","Hamilton ",5,50,103,1,67,4,230,372
35031,"Hamilton Centre/Hamilton-Centre"," 195","Hamilton ",1,81,97,0,27,2,208,420
35031,"Hamilton Centre/Hamilton-Centre"," 196","Hamilton ",3,58,70,0,23,0,154,290
35031,"Hamilton Centre/Hamilton-Centre"," 197","Hamilton ",2,78,97,3,23,0,203,378
35031,"Hamilton Centre/Hamilton-Centre"," 198","Hamilton ",2,53,76,0,20,3,154,279
35031,"Hamilton Centre/Hamilton-Centre"," 199","Hamilton ",2,60,85,2,24,0,173,253
35031,"Hamilton Centre/Hamilton-Centre"," 200","Hamilton ",2,68,90,1,54,3,218,339
35031,"Hamilton Centre/Hamilton-Centre"," 201","Hamilton ",1,71,117,3,34,2,228,482
35031,"Hamilton Centre/Hamilton-Centre"," 202","Hamilton ",2,57,116,0,29,0,204,370
35031,"Hamilton Centre/Hamilton-Centre"," 203","Hamilton ",1,64,69,0,31,2,167,291
35031,"Hamilton Centre/Hamilton-Centre"," 204","Hamilton ",3,43,94,1,18,1,160,409
35031,"Hamilton Centre/Hamilton-Centre"," 205","Hamilton ",4,37,96,0,17,1,155,442
35031,"Hamilton Centre/Hamilton-Centre"," 206","Hamilton ",3,34,102,1,11,0,151,331
35031,"Hamilton Centre/Hamilton-Centre"," 400","Hamilton ",2,33,94,1,17,1,148,227
35031,"Hamilton Centre/Hamilton-Centre"," 401","Hamilton ",0,25,78,2,15,0,120,191
35031,"Hamilton Centre/Hamilton-Centre"," 402","Hamilton ",4,32,136,0,12,0,184,337
35031,"Hamilton Centre/Hamilton-Centre"," 403","Hamilton ",5,48,103,1,18,2,177,336
35031,"Hamilton Centre/Hamilton-Centre"," 404","Hamilton ",1,39,148,3,16,0,207,352
35031,"Hamilton Centre/Hamilton-Centre"," 405","Hamilton ",1,16,20,0,7,3,47,211
35031,"Hamilton Centre/Hamilton-Centre"," 406","Hamilton ",1,44,81,0,16,0,142,251
35031,"Hamilton Centre/Hamilton-Centre"," 407","Hamilton ",3,22,24,1,11,0,61,85
35031,"Hamilton Centre/Hamilton-Centre"," 408","Hamilton ",3,22,56,1,11,0,93,249
35031,"Hamilton Centre/Hamilton-Centre"," 500","Mobile poll/Bureau itinérant",2,25,48,1,21,1,98,151
35031,"Hamilton Centre/Hamilton-Centre"," 501","Mobile poll/Bureau itinérant",3,25,41,1,10,1,81,195
35031,"Hamilton Centre/Hamilton-Centre"," 502A","Mobile poll/Bureau itinérant",0,8,23,1,11,2,45,187
35031,"Hamilton Centre/Hamilton-Centre"," 502B","Mobile poll/Bureau itinérant",Merged with No. 506A/Fusionné avec le nº 506A,,,,,,,74
35031,"Hamilton Centre/Hamilton-Centre"," 503","Mobile poll/Bureau itinérant",3,37,40,1,24,3,108,168
35031,"Hamilton Centre/Hamilton-Centre"," 504","Mobile poll/Bureau itinérant",4,19,52,1,19,2,97,176
35031,"Hamilton Centre/Hamilton-Centre"," 505","Mobile poll/Bureau itinérant",2,7,27,2,18,0,56,161
35031,"Hamilton Centre/Hamilton-Centre"," 506A","Mobile poll/Bureau itinérant",4,26,34,1,29,4,98,95
35031,"Hamilton Centre/Hamilton-Centre"," 506B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,60
35031,"Hamilton Centre/Hamilton-Centre"," 507","Mobile poll/Bureau itinérant",9,36,55,4,30,6,140,190
35031,"Hamilton Centre/Hamilton-Centre"," 600","Hamilton ",5,22,55,0,14,0,96,
35031,"Hamilton Centre/Hamilton-Centre"," 601","Hamilton ",0,33,83,0,25,1,142,
35031,"Hamilton Centre/Hamilton-Centre"," 602","Hamilton ",1,39,97,0,36,1,174,
35031,"Hamilton Centre/Hamilton-Centre"," 603","Hamilton ",2,15,53,1,11,1,83,
35031,"Hamilton Centre/Hamilton-Centre"," 604","Hamilton ",3,44,107,2,33,0,189,
35031,"Hamilton Centre/Hamilton-Centre"," 605","Hamilton ",3,55,160,3,46,0,267,
35031,"Hamilton Centre/Hamilton-Centre"," 606","Hamilton ",1,48,127,1,41,0,218,
35031,"Hamilton Centre/Hamilton-Centre"," 607","Hamilton ",2,67,203,3,77,1,353,
35031,"Hamilton Centre/Hamilton-Centre"," 608","Hamilton ",7,265,261,1,114,1,649,
35031,"Hamilton Centre/Hamilton-Centre"," 609","Hamilton ",4,105,110,0,52,1,272,
35031,"Hamilton Centre/Hamilton-Centre"," 610","Hamilton ",3,144,168,3,75,1,394,
35031,"Hamilton Centre/Hamilton-Centre"," 611","Hamilton ",5,122,233,3,92,4,459,
35031,"Hamilton Centre/Hamilton-Centre",,Group 1/Groupe 1,9,55,50,3,100,19,236,355
35031,"Hamilton Centre/Hamilton-Centre",,Group 2/Groupe 2,16,188,486,4,173,15,882,
