Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maurice Brossard,Normand Chouinard,Marcel Lussier,Hoang Mai,Alexandra Mendès,Kevin Murphy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Brossard--La Prairie/Brossard--La Prairie"," 20","Brossard",24,0,17,75,74,4,2,196,473
24011,"Brossard--La Prairie/Brossard--La Prairie"," 21","Brossard",12,0,24,53,34,1,1,125,387
24011,"Brossard--La Prairie/Brossard--La Prairie"," 22","Brossard",28,0,32,71,38,2,4,175,351
24011,"Brossard--La Prairie/Brossard--La Prairie"," 23","Brossard",23,0,43,70,26,1,5,168,366
24011,"Brossard--La Prairie/Brossard--La Prairie"," 24","Brossard",21,1,27,82,48,2,3,184,333
24011,"Brossard--La Prairie/Brossard--La Prairie"," 25","Brossard",25,1,25,87,33,1,3,175,387
24011,"Brossard--La Prairie/Brossard--La Prairie"," 26","Brossard",30,0,36,86,52,9,3,216,408
24011,"Brossard--La Prairie/Brossard--La Prairie"," 27","Brossard",33,0,30,73,73,7,1,217,395
24011,"Brossard--La Prairie/Brossard--La Prairie"," 28","Brossard",22,1,24,70,50,0,2,169,444
24011,"Brossard--La Prairie/Brossard--La Prairie"," 29","Brossard",21,0,28,85,52,2,2,190,337
24011,"Brossard--La Prairie/Brossard--La Prairie"," 30","Brossard",21,1,35,75,71,5,2,210,387
24011,"Brossard--La Prairie/Brossard--La Prairie"," 31","Brossard",39,0,22,86,70,3,3,223,408
24011,"Brossard--La Prairie/Brossard--La Prairie"," 32","Brossard",23,2,54,99,37,4,6,225,370
24011,"Brossard--La Prairie/Brossard--La Prairie"," 33","Brossard",17,1,48,89,30,2,4,191,327
24011,"Brossard--La Prairie/Brossard--La Prairie"," 34","Brossard",27,0,49,95,54,2,2,229,421
24011,"Brossard--La Prairie/Brossard--La Prairie"," 35","Brossard",25,1,62,92,42,4,1,227,438
24011,"Brossard--La Prairie/Brossard--La Prairie"," 36","Brossard",24,0,32,100,28,5,2,191,404
24011,"Brossard--La Prairie/Brossard--La Prairie"," 37","Brossard",19,0,11,55,41,2,2,130,281
24011,"Brossard--La Prairie/Brossard--La Prairie"," 38","Brossard",8,2,8,37,21,3,1,80,224
24011,"Brossard--La Prairie/Brossard--La Prairie"," 39","Brossard",10,0,22,56,27,2,3,120,340
24011,"Brossard--La Prairie/Brossard--La Prairie"," 40","Brossard",27,0,43,99,24,3,2,198,375
24011,"Brossard--La Prairie/Brossard--La Prairie"," 41","Brossard",26,1,30,75,40,4,1,177,502
24011,"Brossard--La Prairie/Brossard--La Prairie"," 42","Brossard",40,0,27,86,80,3,0,236,423
24011,"Brossard--La Prairie/Brossard--La Prairie"," 43","Brossard",20,3,31,85,35,11,0,185,410
24011,"Brossard--La Prairie/Brossard--La Prairie"," 44","Brossard",20,0,24,46,31,2,3,126,338
24011,"Brossard--La Prairie/Brossard--La Prairie"," 44-1","Brossard",16,0,21,58,39,7,1,142,281
24011,"Brossard--La Prairie/Brossard--La Prairie"," 45","Brossard",29,0,34,54,49,3,3,172,319
24011,"Brossard--La Prairie/Brossard--La Prairie"," 45-1","Brossard",26,1,22,72,56,2,0,179,396
24011,"Brossard--La Prairie/Brossard--La Prairie"," 46","Brossard",14,0,17,51,22,1,0,105,286
24011,"Brossard--La Prairie/Brossard--La Prairie"," 47","Brossard",38,0,10,89,69,3,7,216,514
24011,"Brossard--La Prairie/Brossard--La Prairie"," 48","Brossard",18,0,14,78,100,7,2,219,430
24011,"Brossard--La Prairie/Brossard--La Prairie"," 49","Brossard",30,1,38,137,71,3,0,280,496
24011,"Brossard--La Prairie/Brossard--La Prairie"," 50","Brossard",22,1,28,64,66,5,2,188,394
24011,"Brossard--La Prairie/Brossard--La Prairie"," 51","Brossard",36,0,28,54,58,2,1,179,392
24011,"Brossard--La Prairie/Brossard--La Prairie"," 52","Brossard",33,0,21,70,74,4,1,203,447
24011,"Brossard--La Prairie/Brossard--La Prairie"," 53","Brossard",12,0,18,72,40,3,0,145,366
24011,"Brossard--La Prairie/Brossard--La Prairie"," 54","Brossard",11,0,19,57,59,5,0,151,319
24011,"Brossard--La Prairie/Brossard--La Prairie"," 55","Brossard",29,1,36,82,68,6,1,223,458
24011,"Brossard--La Prairie/Brossard--La Prairie"," 56","Brossard",21,0,19,49,68,4,0,161,329
24011,"Brossard--La Prairie/Brossard--La Prairie"," 57","Brossard",24,0,26,70,70,5,3,198,428
24011,"Brossard--La Prairie/Brossard--La Prairie"," 58","Brossard",32,0,16,94,106,2,2,252,426
24011,"Brossard--La Prairie/Brossard--La Prairie"," 59","Brossard",12,0,15,44,23,3,2,99,243
24011,"Brossard--La Prairie/Brossard--La Prairie"," 60","Brossard",11,1,24,74,47,2,1,160,319
24011,"Brossard--La Prairie/Brossard--La Prairie"," 61","Brossard",30,0,29,82,82,5,0,228,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 62","Brossard",20,0,27,70,71,3,0,191,391
24011,"Brossard--La Prairie/Brossard--La Prairie"," 63","Brossard",25,1,13,59,49,0,0,147,285
24011,"Brossard--La Prairie/Brossard--La Prairie"," 64","Brossard",24,1,22,68,110,4,1,230,403
24011,"Brossard--La Prairie/Brossard--La Prairie"," 65","Brossard",32,0,29,59,75,4,0,199,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 66","Brossard",16,0,25,102,120,5,3,271,547
24011,"Brossard--La Prairie/Brossard--La Prairie"," 67","Brossard",41,0,42,89,79,4,0,255,460
24011,"Brossard--La Prairie/Brossard--La Prairie"," 68","Brossard",19,0,26,64,56,0,1,166,333
24011,"Brossard--La Prairie/Brossard--La Prairie"," 69","Brossard",11,0,34,67,40,3,0,155,280
24011,"Brossard--La Prairie/Brossard--La Prairie"," 70","Brossard",40,1,19,86,92,2,0,240,528
24011,"Brossard--La Prairie/Brossard--La Prairie"," 71","Brossard",20,0,10,37,39,0,0,106,242
24011,"Brossard--La Prairie/Brossard--La Prairie"," 72","Brossard",18,0,31,55,66,1,0,171,313
24011,"Brossard--La Prairie/Brossard--La Prairie"," 73","Brossard",25,0,22,44,61,0,0,152,265
24011,"Brossard--La Prairie/Brossard--La Prairie"," 74","Brossard",25,0,32,70,79,1,0,207,373
24011,"Brossard--La Prairie/Brossard--La Prairie"," 74-1","Brossard",29,1,25,54,62,0,1,172,339
24011,"Brossard--La Prairie/Brossard--La Prairie"," 75","Brossard",35,0,47,133,78,0,4,297,567
24011,"Brossard--La Prairie/Brossard--La Prairie"," 76","Brossard",26,1,30,60,50,4,3,174,315
24011,"Brossard--La Prairie/Brossard--La Prairie"," 77","Brossard",28,0,29,103,56,5,0,221,468
24011,"Brossard--La Prairie/Brossard--La Prairie"," 78","Brossard",21,0,31,82,38,2,2,176,295
24011,"Brossard--La Prairie/Brossard--La Prairie"," 79","Brossard",37,0,26,84,92,6,2,247,437
24011,"Brossard--La Prairie/Brossard--La Prairie"," 80","Brossard",25,1,33,76,70,2,2,209,385
24011,"Brossard--La Prairie/Brossard--La Prairie"," 81","Brossard",30,1,30,74,51,6,4,196,361
24011,"Brossard--La Prairie/Brossard--La Prairie"," 82","Brossard",22,1,34,110,57,3,2,229,422
24011,"Brossard--La Prairie/Brossard--La Prairie"," 83","Brossard",23,1,42,80,40,3,4,193,374
24011,"Brossard--La Prairie/Brossard--La Prairie"," 84","Brossard",25,0,35,87,85,2,1,235,420
24011,"Brossard--La Prairie/Brossard--La Prairie"," 85","Brossard",21,1,21,60,46,1,0,150,292
24011,"Brossard--La Prairie/Brossard--La Prairie"," 86","Brossard",20,2,30,72,76,3,1,204,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87","Brossard",29,2,25,84,42,1,1,184,372
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-1","Brossard",20,0,26,58,43,4,1,152,369
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-2A","Brossard",43,2,18,87,76,1,0,227,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-2B","Brossard",21,0,32,125,38,4,5,225,425
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-2C","Brossard",32,1,14,138,64,1,0,250,423
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-3A","Brossard",20,0,41,81,42,0,0,184,340
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-3B","Brossard",14,1,39,78,38,1,1,172,357
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-4","Brossard",33,1,22,65,67,1,0,189,385
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-5","Brossard",20,0,28,78,30,3,0,159,341
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-6","Brossard",17,0,15,45,35,1,0,113,265
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-7","Brossard",23,0,42,123,44,4,3,239,484
24011,"Brossard--La Prairie/Brossard--La Prairie"," 88","Brossard",26,0,26,65,38,0,1,156,282
24011,"Brossard--La Prairie/Brossard--La Prairie"," 89","Brossard",28,0,27,106,94,5,1,261,457
24011,"Brossard--La Prairie/Brossard--La Prairie"," 90","Brossard",23,1,41,69,96,2,4,236,420
24011,"Brossard--La Prairie/Brossard--La Prairie"," 91","Brossard",32,0,30,73,86,4,2,227,386
24011,"Brossard--La Prairie/Brossard--La Prairie"," 92","Brossard",27,0,17,91,53,8,1,197,361
24011,"Brossard--La Prairie/Brossard--La Prairie"," 93","Brossard",10,0,20,53,49,2,1,135,275
24011,"Brossard--La Prairie/Brossard--La Prairie"," 94","Brossard",28,0,37,78,65,5,3,216,371
24011,"Brossard--La Prairie/Brossard--La Prairie"," 95","Brossard",26,1,30,85,74,4,5,225,386
24011,"Brossard--La Prairie/Brossard--La Prairie"," 96","Brossard",43,0,37,108,75,5,5,273,474
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97","Brossard",43,0,16,108,84,2,1,254,537
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97-1","Brossard",34,0,37,90,62,3,6,232,398
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97-2","Brossard",25,1,35,92,61,8,4,226,459
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97-3","Brossard",40,0,17,73,82,3,2,217,424
24011,"Brossard--La Prairie/Brossard--La Prairie"," 98","Brossard",26,1,31,77,40,5,2,182,481
24011,"Brossard--La Prairie/Brossard--La Prairie"," 99","Brossard",24,0,20,72,66,2,3,187,397
24011,"Brossard--La Prairie/Brossard--La Prairie"," 100","Brossard",10,0,21,36,23,2,1,93,207
24011,"Brossard--La Prairie/Brossard--La Prairie"," 101","Brossard",16,0,33,97,29,2,2,179,432
24011,"Brossard--La Prairie/Brossard--La Prairie"," 102","Brossard",14,1,12,51,35,1,0,114,227
24011,"Brossard--La Prairie/Brossard--La Prairie"," 103","Brossard",28,0,15,74,65,2,2,186,330
24011,"Brossard--La Prairie/Brossard--La Prairie"," 104","Brossard",22,0,34,77,49,1,3,186,383
24011,"Brossard--La Prairie/Brossard--La Prairie"," 105","Brossard",20,0,17,55,36,5,1,134,285
24011,"Brossard--La Prairie/Brossard--La Prairie"," 106","Brossard",25,0,38,81,60,4,4,212,371
24011,"Brossard--La Prairie/Brossard--La Prairie"," 107","Brossard",27,0,29,94,62,2,2,216,401
24011,"Brossard--La Prairie/Brossard--La Prairie"," 108","Brossard",22,0,22,85,65,4,3,201,364
24011,"Brossard--La Prairie/Brossard--La Prairie"," 109","Brossard",26,0,13,48,84,2,1,174,334
24011,"Brossard--La Prairie/Brossard--La Prairie"," 109-1","Brossard",41,0,22,93,94,2,2,254,487
24011,"Brossard--La Prairie/Brossard--La Prairie"," 110","Brossard",40,0,25,117,114,4,0,300,510
24011,"Brossard--La Prairie/Brossard--La Prairie"," 111","Brossard",35,1,30,107,80,1,3,257,416
24011,"Brossard--La Prairie/Brossard--La Prairie"," 111-1","Brossard",41,1,11,55,35,1,1,145,369
24011,"Brossard--La Prairie/Brossard--La Prairie"," 112","Brossard",50,0,6,81,123,1,1,262,569
24011,"Brossard--La Prairie/Brossard--La Prairie"," 113","Brossard",28,1,15,95,85,1,0,225,444
24011,"Brossard--La Prairie/Brossard--La Prairie"," 114","Brossard",20,0,16,59,46,2,1,144,323
24011,"Brossard--La Prairie/Brossard--La Prairie"," 114-1","Brossard",37,0,11,34,44,0,0,126,270
24011,"Brossard--La Prairie/Brossard--La Prairie"," 115","Brossard",26,0,11,54,49,0,1,141,328
24011,"Brossard--La Prairie/Brossard--La Prairie"," 115-1","Brossard",12,0,8,32,28,1,0,81,228
24011,"Brossard--La Prairie/Brossard--La Prairie"," 116","Brossard",33,0,11,50,57,1,0,152,341
24011,"Brossard--La Prairie/Brossard--La Prairie"," 116-1","Brossard",24,0,2,42,51,1,0,120,279
24011,"Brossard--La Prairie/Brossard--La Prairie"," 117","Brossard",25,0,22,69,52,5,1,174,388
24011,"Brossard--La Prairie/Brossard--La Prairie"," 118","Brossard",33,0,25,86,84,3,0,231,465
24011,"Brossard--La Prairie/Brossard--La Prairie"," 119","Brossard",29,0,9,72,127,4,2,243,483
24011,"Brossard--La Prairie/Brossard--La Prairie"," 120","Brossard",26,0,18,46,75,2,1,168,368
24011,"Brossard--La Prairie/Brossard--La Prairie"," 121","Brossard",19,1,13,59,66,2,2,162,371
24011,"Brossard--La Prairie/Brossard--La Prairie"," 121-1","Brossard",13,1,19,37,38,3,1,112,284
24011,"Brossard--La Prairie/Brossard--La Prairie"," 122","Brossard",21,1,27,60,36,0,0,145,295
24011,"Brossard--La Prairie/Brossard--La Prairie"," 122-1","Brossard",21,0,27,101,33,6,2,190,457
24011,"Brossard--La Prairie/Brossard--La Prairie"," 122-2","Brossard",38,0,22,75,53,3,0,191,507
24011,"Brossard--La Prairie/Brossard--La Prairie"," 123","Brossard",27,0,5,37,43,2,3,117,250
24011,"Brossard--La Prairie/Brossard--La Prairie"," 123-1","Brossard",27,0,17,76,61,0,1,182,439
24011,"Brossard--La Prairie/Brossard--La Prairie"," 124","Brossard",25,1,23,88,79,1,0,217,515
24011,"Brossard--La Prairie/Brossard--La Prairie"," 124-1","Brossard",32,0,16,77,51,0,2,178,463
24011,"Brossard--La Prairie/Brossard--La Prairie"," 124-2","Brossard",31,0,12,60,73,3,1,180,454
24011,"Brossard--La Prairie/Brossard--La Prairie"," 125","Brossard",24,0,50,128,57,1,1,261,514
24011,"Brossard--La Prairie/Brossard--La Prairie"," 125-1","Brossard",16,0,40,117,46,5,2,226,534
24011,"Brossard--La Prairie/Brossard--La Prairie"," 125-2","Brossard",31,0,51,73,58,2,1,216,491
24011,"Brossard--La Prairie/Brossard--La Prairie"," 126","La Prairie",20,0,65,103,44,5,1,238,399
24011,"Brossard--La Prairie/Brossard--La Prairie"," 126-1","La Prairie",8,1,29,30,22,2,1,93,147
24011,"Brossard--La Prairie/Brossard--La Prairie"," 127","La Prairie",13,1,56,77,38,5,1,191,433
24011,"Brossard--La Prairie/Brossard--La Prairie"," 128","La Prairie",16,0,42,88,27,2,0,175,342
24011,"Brossard--La Prairie/Brossard--La Prairie"," 129","La Prairie",14,0,30,53,17,1,2,117,278
24011,"Brossard--La Prairie/Brossard--La Prairie"," 130","La Prairie",15,1,35,70,26,1,1,149,249
24011,"Brossard--La Prairie/Brossard--La Prairie"," 131","La Prairie",31,0,63,102,78,5,6,285,467
24011,"Brossard--La Prairie/Brossard--La Prairie"," 132","La Prairie",22,0,50,150,54,3,5,284,510
24011,"Brossard--La Prairie/Brossard--La Prairie"," 133","La Prairie",20,0,34,111,38,4,0,207,313
24011,"Brossard--La Prairie/Brossard--La Prairie"," 133-1","La Prairie",23,0,26,68,42,5,0,164,249
24011,"Brossard--La Prairie/Brossard--La Prairie"," 134","La Prairie",13,1,64,136,45,4,2,265,396
24011,"Brossard--La Prairie/Brossard--La Prairie"," 135","La Prairie",15,0,81,162,63,6,7,334,534
24011,"Brossard--La Prairie/Brossard--La Prairie"," 136","La Prairie",25,0,58,130,49,4,2,268,438
24011,"Brossard--La Prairie/Brossard--La Prairie"," 137","La Prairie",14,0,42,86,33,3,2,180,327
24011,"Brossard--La Prairie/Brossard--La Prairie"," 138","La Prairie",23,1,80,162,54,4,4,328,531
24011,"Brossard--La Prairie/Brossard--La Prairie"," 139","La Prairie",13,0,65,127,42,6,1,254,423
24011,"Brossard--La Prairie/Brossard--La Prairie"," 140","La Prairie",8,0,58,144,44,2,3,259,416
24011,"Brossard--La Prairie/Brossard--La Prairie"," 141","La Prairie",15,0,42,126,44,8,2,237,353
24011,"Brossard--La Prairie/Brossard--La Prairie"," 141-1","La Prairie",13,0,42,82,19,2,4,162,256
24011,"Brossard--La Prairie/Brossard--La Prairie"," 142","La Prairie",33,0,45,186,38,4,3,309,490
24011,"Brossard--La Prairie/Brossard--La Prairie"," 143","La Prairie",6,0,43,56,28,3,2,138,332
24011,"Brossard--La Prairie/Brossard--La Prairie"," 144","La Prairie",14,0,71,92,12,4,0,193,416
24011,"Brossard--La Prairie/Brossard--La Prairie"," 145","La Prairie",20,0,49,102,23,2,3,199,528
24011,"Brossard--La Prairie/Brossard--La Prairie"," 146","La Prairie",15,0,60,74,18,5,0,172,297
24011,"Brossard--La Prairie/Brossard--La Prairie"," 147","La Prairie",14,1,62,102,26,3,2,210,388
24011,"Brossard--La Prairie/Brossard--La Prairie"," 148","La Prairie",30,1,60,71,35,2,1,200,360
24011,"Brossard--La Prairie/Brossard--La Prairie"," 149","La Prairie",15,1,32,46,8,4,0,106,235
24011,"Brossard--La Prairie/Brossard--La Prairie"," 149-1","La Prairie",19,0,45,102,37,5,2,210,359
24011,"Brossard--La Prairie/Brossard--La Prairie"," 150","La Prairie",15,0,44,77,20,2,2,160,337
24011,"Brossard--La Prairie/Brossard--La Prairie"," 151","La Prairie",33,0,61,84,23,3,4,208,444
24011,"Brossard--La Prairie/Brossard--La Prairie"," 152","La Prairie",17,0,55,88,44,7,5,216,535
24011,"Brossard--La Prairie/Brossard--La Prairie"," 153","La Prairie",8,0,57,63,12,1,0,141,273
24011,"Brossard--La Prairie/Brossard--La Prairie"," 154","La Prairie",15,0,49,61,13,3,3,144,374
24011,"Brossard--La Prairie/Brossard--La Prairie"," 155A","La Prairie",18,0,23,122,41,6,1,211,363
24011,"Brossard--La Prairie/Brossard--La Prairie"," 155B","La Prairie",9,1,30,72,16,2,2,132,267
24011,"Brossard--La Prairie/Brossard--La Prairie"," 156A","La Prairie",30,0,39,142,39,1,1,252,410
24011,"Brossard--La Prairie/Brossard--La Prairie"," 156B","La Prairie",23,0,62,148,56,2,3,294,425
24011,"Brossard--La Prairie/Brossard--La Prairie"," 156-1","La Prairie",48,1,51,207,62,4,1,374,558
24011,"Brossard--La Prairie/Brossard--La Prairie"," 157","La Prairie",24,0,55,125,46,2,5,257,370
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158A","La Prairie",11,0,44,105,31,2,1,194,283
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158B","La Prairie",15,1,39,100,26,3,4,188,346
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158-1","La Prairie",13,1,44,131,41,3,0,233,370
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158-2","La Prairie",29,0,61,144,56,2,2,294,430
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158-3","La Prairie",28,1,52,153,53,4,3,294,460
24011,"Brossard--La Prairie/Brossard--La Prairie"," 159","La Prairie",48,0,85,130,27,5,3,298,505
24011,"Brossard--La Prairie/Brossard--La Prairie"," 160","Candiac",20,0,58,132,45,7,5,267,467
24011,"Brossard--La Prairie/Brossard--La Prairie"," 161","Candiac",24,0,63,135,35,6,1,264,531
24011,"Brossard--La Prairie/Brossard--La Prairie"," 162","Candiac",25,0,33,107,66,1,0,232,373
24011,"Brossard--La Prairie/Brossard--La Prairie"," 163","Candiac",20,1,59,120,71,1,2,274,404
24011,"Brossard--La Prairie/Brossard--La Prairie"," 164","Candiac",43,0,30,78,54,1,2,208,324
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165","Candiac",31,1,45,146,88,6,1,318,457
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-1","Candiac",28,1,43,122,38,3,1,236,427
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-2","Candiac",48,0,37,111,70,6,0,272,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-3","Candiac",45,0,31,100,57,2,5,240,416
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-4","Candiac",46,0,40,110,74,5,2,277,469
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-5","Candiac",22,0,46,143,52,1,3,267,402
24011,"Brossard--La Prairie/Brossard--La Prairie"," 166","Candiac",20,0,13,33,35,0,0,101,191
24011,"Brossard--La Prairie/Brossard--La Prairie"," 166-1","Candiac",58,1,34,114,70,6,3,286,434
24011,"Brossard--La Prairie/Brossard--La Prairie"," 167","Candiac",43,0,34,112,95,1,2,287,421
24011,"Brossard--La Prairie/Brossard--La Prairie"," 168","Candiac",29,0,25,132,59,5,3,253,398
24011,"Brossard--La Prairie/Brossard--La Prairie"," 169","Candiac",19,1,32,74,33,0,1,160,270
24011,"Brossard--La Prairie/Brossard--La Prairie"," 169-1","Candiac",30,1,65,132,84,9,0,321,516
24011,"Brossard--La Prairie/Brossard--La Prairie"," 170","Candiac",27,0,48,101,38,8,3,225,377
24011,"Brossard--La Prairie/Brossard--La Prairie"," 171","Candiac",21,0,51,128,39,6,2,247,386
24011,"Brossard--La Prairie/Brossard--La Prairie"," 172","Candiac",30,0,49,130,38,4,1,252,414
24011,"Brossard--La Prairie/Brossard--La Prairie"," 173","Candiac",25,0,58,131,50,4,3,271,443
24011,"Brossard--La Prairie/Brossard--La Prairie"," 174","Candiac",14,0,50,152,41,5,3,265,416
24011,"Brossard--La Prairie/Brossard--La Prairie"," 175","Candiac",13,0,40,98,20,5,6,182,362
24011,"Brossard--La Prairie/Brossard--La Prairie"," 176","Candiac",26,0,45,101,36,0,2,210,279
24011,"Brossard--La Prairie/Brossard--La Prairie"," 177","Candiac",18,0,60,127,36,3,3,247,373
24011,"Brossard--La Prairie/Brossard--La Prairie"," 178","Candiac",34,1,39,115,49,5,2,245,395
24011,"Brossard--La Prairie/Brossard--La Prairie"," 179","Candiac",16,0,66,104,34,2,3,225,355
24011,"Brossard--La Prairie/Brossard--La Prairie"," 180","Candiac",24,0,52,132,72,1,2,283,401
24011,"Brossard--La Prairie/Brossard--La Prairie"," 181A","Candiac",21,0,32,87,38,1,2,181,300
24011,"Brossard--La Prairie/Brossard--La Prairie"," 181B","Candiac",12,0,35,79,24,1,3,154,332
24011,"Brossard--La Prairie/Brossard--La Prairie"," 181-1","Candiac",34,0,65,174,55,6,3,337,552
24011,"Brossard--La Prairie/Brossard--La Prairie"," 181-2","Candiac",33,0,41,102,48,3,2,229,353
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182A","Candiac",25,0,25,109,41,3,0,203,341
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182B","Candiac",28,0,31,103,39,3,0,204,340
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182-1","Candiac",17,0,34,66,34,2,0,153,231
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182-2","Candiac",22,0,52,105,61,4,2,246,407
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182-3","Candiac",27,0,30,118,45,4,1,225,347
24011,"Brossard--La Prairie/Brossard--La Prairie"," 183","Saint-Philippe",17,1,67,108,24,4,1,222,445
24011,"Brossard--La Prairie/Brossard--La Prairie"," 184","Saint-Philippe",17,1,72,95,10,4,4,203,408
24011,"Brossard--La Prairie/Brossard--La Prairie"," 184-1","Saint-Philippe",34,0,52,119,25,5,1,236,411
24011,"Brossard--La Prairie/Brossard--La Prairie"," 185","Saint-Philippe",17,0,44,83,5,3,2,154,308
24011,"Brossard--La Prairie/Brossard--La Prairie"," 185-1","Saint-Philippe",20,4,43,79,6,0,1,153,284
24011,"Brossard--La Prairie/Brossard--La Prairie"," 186","Saint-Philippe",14,0,68,91,20,2,4,199,349
24011,"Brossard--La Prairie/Brossard--La Prairie"," 186-1","Saint-Philippe",6,0,47,76,13,2,2,146,299
24011,"Brossard--La Prairie/Brossard--La Prairie"," 187","Saint-Philippe",25,0,71,121,31,5,6,259,452
24011,"Brossard--La Prairie/Brossard--La Prairie"," 188","Saint-Philippe",25,0,49,99,31,3,1,208,405
24011,"Brossard--La Prairie/Brossard--La Prairie"," 189","Saint-Philippe",19,0,60,137,35,9,3,263,457
24011,"Brossard--La Prairie/Brossard--La Prairie"," 189-1","Saint-Philippe",20,0,74,125,21,2,4,246,448
24011,"Brossard--La Prairie/Brossard--La Prairie"," 400","Brossard",41,1,33,53,90,3,8,229,307
24011,"Brossard--La Prairie/Brossard--La Prairie"," 500","Mobile poll/Bureau itinérant",5,2,5,9,5,0,1,27,205
24011,"Brossard--La Prairie/Brossard--La Prairie"," 501","Mobile poll/Bureau itinérant",38,3,18,32,61,3,4,159,232
