Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Charles Boylan,Ujjal Dosanjh,Jean de Dieu Hakizimana,Meena Wong,Wai Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59034,"Vancouver South/Vancouver-Sud"," 73A","Vancouver",2,51,0,25,57,0,135,351
59034,"Vancouver South/Vancouver-Sud"," 73B","Vancouver",1,27,3,29,41,0,101,267
59034,"Vancouver South/Vancouver-Sud"," 74","Vancouver",2,111,7,76,82,2,280,568
59034,"Vancouver South/Vancouver-Sud"," 75","Vancouver",0,78,4,44,86,2,214,449
59034,"Vancouver South/Vancouver-Sud"," 76","Vancouver",0,74,3,45,95,1,218,487
59034,"Vancouver South/Vancouver-Sud"," 77","Vancouver",1,97,3,64,94,10,269,534
59034,"Vancouver South/Vancouver-Sud"," 78","Vancouver",0,82,4,68,99,2,255,566
59034,"Vancouver South/Vancouver-Sud"," 79","Vancouver",0,97,8,57,95,1,258,495
59034,"Vancouver South/Vancouver-Sud"," 79-1","Vancouver",1,75,5,49,77,4,211,431
59034,"Vancouver South/Vancouver-Sud"," 80","Vancouver",0,73,8,64,118,3,266,541
59034,"Vancouver South/Vancouver-Sud"," 81","Vancouver",0,93,4,80,107,1,285,583
59034,"Vancouver South/Vancouver-Sud"," 82A","Vancouver",0,35,4,42,27,2,110,326
59034,"Vancouver South/Vancouver-Sud"," 82B","Vancouver",1,39,0,37,41,0,118,283
59034,"Vancouver South/Vancouver-Sud"," 83","Vancouver",1,63,5,52,102,3,226,552
59034,"Vancouver South/Vancouver-Sud"," 84A","Vancouver",0,33,2,34,70,0,139,346
59034,"Vancouver South/Vancouver-Sud"," 84B","Vancouver",3,26,1,27,59,1,117,258
59034,"Vancouver South/Vancouver-Sud"," 85","Vancouver",3,53,7,46,98,0,207,428
59034,"Vancouver South/Vancouver-Sud"," 86","Vancouver",2,91,3,47,146,0,289,597
59034,"Vancouver South/Vancouver-Sud"," 87A","Vancouver",1,59,2,38,53,1,154,343
59034,"Vancouver South/Vancouver-Sud"," 87B","Vancouver",0,37,2,29,44,0,112,284
59034,"Vancouver South/Vancouver-Sud"," 88","Vancouver",1,62,6,44,67,2,182,488
59034,"Vancouver South/Vancouver-Sud"," 89","Vancouver",1,57,4,51,137,0,250,545
59034,"Vancouver South/Vancouver-Sud"," 90A","Vancouver",0,47,4,24,69,0,144,331
59034,"Vancouver South/Vancouver-Sud"," 90B","Vancouver",0,27,2,19,45,1,94,256
59034,"Vancouver South/Vancouver-Sud"," 91","Vancouver",2,35,3,38,121,1,200,578
59034,"Vancouver South/Vancouver-Sud"," 92A","Vancouver",0,26,1,32,80,0,139,332
59034,"Vancouver South/Vancouver-Sud"," 92B","Vancouver",0,38,4,17,67,0,126,270
59034,"Vancouver South/Vancouver-Sud"," 93","Vancouver",0,73,2,27,97,4,203,422
59034,"Vancouver South/Vancouver-Sud"," 94","Vancouver",2,83,0,36,85,2,208,568
59034,"Vancouver South/Vancouver-Sud"," 95","Vancouver",1,66,1,48,99,1,216,479
59034,"Vancouver South/Vancouver-Sud"," 96","Vancouver",3,96,5,55,108,1,268,600
59034,"Vancouver South/Vancouver-Sud"," 97","Vancouver",0,92,4,59,122,0,277,582
59034,"Vancouver South/Vancouver-Sud"," 98","Vancouver",2,79,3,32,139,4,259,503
59034,"Vancouver South/Vancouver-Sud"," 99","Vancouver",2,86,3,34,112,0,237,561
59034,"Vancouver South/Vancouver-Sud"," 100A","Vancouver",0,48,6,28,49,0,131,309
59034,"Vancouver South/Vancouver-Sud"," 100B","Vancouver",0,53,2,35,36,2,128,300
59034,"Vancouver South/Vancouver-Sud"," 101","Vancouver",0,61,5,37,87,4,194,505
59034,"Vancouver South/Vancouver-Sud"," 102A","Vancouver",0,51,3,34,37,0,125,302
59034,"Vancouver South/Vancouver-Sud"," 102B","Vancouver",4,45,4,35,55,2,145,316
59034,"Vancouver South/Vancouver-Sud"," 103","Vancouver",1,63,0,37,68,2,171,520
59034,"Vancouver South/Vancouver-Sud"," 104","Vancouver",0,41,8,30,55,1,135,502
59034,"Vancouver South/Vancouver-Sud"," 105","Vancouver",0,46,4,33,105,2,190,461
59034,"Vancouver South/Vancouver-Sud"," 106A","Vancouver",2,41,0,18,62,2,125,317
59034,"Vancouver South/Vancouver-Sud"," 106B","Vancouver",1,35,0,30,51,0,117,273
59034,"Vancouver South/Vancouver-Sud"," 107","Vancouver",3,58,4,38,101,0,204,513
59034,"Vancouver South/Vancouver-Sud"," 108","Vancouver",1,19,0,25,35,0,80,295
59034,"Vancouver South/Vancouver-Sud"," 109","Vancouver",3,68,5,47,92,2,217,528
59034,"Vancouver South/Vancouver-Sud"," 110","Vancouver",1,44,6,35,110,0,196,480
59034,"Vancouver South/Vancouver-Sud"," 111","Vancouver",0,38,0,29,67,0,134,389
59034,"Vancouver South/Vancouver-Sud"," 112","Vancouver",0,78,5,30,76,2,191,419
59034,"Vancouver South/Vancouver-Sud"," 113","Vancouver",2,68,4,48,108,6,236,455
59034,"Vancouver South/Vancouver-Sud"," 114","Vancouver",1,25,3,40,50,1,120,360
59034,"Vancouver South/Vancouver-Sud"," 115","Vancouver",0,24,3,40,69,2,138,318
59034,"Vancouver South/Vancouver-Sud"," 116","Vancouver",0,39,5,25,62,3,134,326
59034,"Vancouver South/Vancouver-Sud"," 117","Vancouver",2,25,0,58,54,0,139,315
59034,"Vancouver South/Vancouver-Sud"," 118","Vancouver",1,64,2,35,95,1,198,507
59034,"Vancouver South/Vancouver-Sud"," 119","Vancouver",0,64,4,63,91,0,222,506
59034,"Vancouver South/Vancouver-Sud"," 120","Vancouver",0,34,1,32,69,0,136,461
59034,"Vancouver South/Vancouver-Sud"," 121","Vancouver",1,65,3,27,66,0,162,385
59034,"Vancouver South/Vancouver-Sud"," 122A","Vancouver",0,39,4,29,81,1,154,285
59034,"Vancouver South/Vancouver-Sud"," 122B","Vancouver",2,37,5,23,71,0,138,289
59034,"Vancouver South/Vancouver-Sud"," 123A","Vancouver",0,34,0,26,46,2,108,261
59034,"Vancouver South/Vancouver-Sud"," 123B","Vancouver",0,34,3,19,82,0,138,314
59034,"Vancouver South/Vancouver-Sud"," 124","Vancouver",4,72,7,52,111,3,249,493
59034,"Vancouver South/Vancouver-Sud"," 125","Vancouver",1,61,6,40,129,2,239,476
59034,"Vancouver South/Vancouver-Sud"," 126","Vancouver",3,58,4,36,94,1,196,492
59034,"Vancouver South/Vancouver-Sud"," 127","Vancouver",0,82,8,33,127,1,251,573
59034,"Vancouver South/Vancouver-Sud"," 128","Vancouver",0,74,5,55,131,0,265,561
59034,"Vancouver South/Vancouver-Sud"," 129","Vancouver",0,110,4,52,135,1,302,533
59034,"Vancouver South/Vancouver-Sud"," 130","Vancouver",2,99,1,46,146,3,297,633
59034,"Vancouver South/Vancouver-Sud"," 131","Vancouver",2,78,4,32,144,0,260,526
59034,"Vancouver South/Vancouver-Sud"," 132","Vancouver",1,97,4,49,159,3,313,561
59034,"Vancouver South/Vancouver-Sud"," 133","Vancouver",1,62,2,34,138,1,238,483
59034,"Vancouver South/Vancouver-Sud"," 134","Vancouver",1,93,3,43,114,3,257,527
59034,"Vancouver South/Vancouver-Sud"," 135","Vancouver",2,125,7,52,71,0,257,536
59034,"Vancouver South/Vancouver-Sud"," 136","Vancouver",0,81,4,37,56,0,178,405
59034,"Vancouver South/Vancouver-Sud"," 137A","Vancouver",0,53,4,30,49,2,138,330
59034,"Vancouver South/Vancouver-Sud"," 137B","Vancouver",0,50,3,36,54,0,143,305
59034,"Vancouver South/Vancouver-Sud"," 138","Vancouver",0,87,20,48,71,2,228,499
59034,"Vancouver South/Vancouver-Sud"," 139A","Vancouver",0,57,8,42,52,1,160,361
59034,"Vancouver South/Vancouver-Sud"," 139B","Vancouver",0,52,3,30,41,0,126,289
59034,"Vancouver South/Vancouver-Sud"," 140","Vancouver",1,55,5,28,98,0,187,476
59034,"Vancouver South/Vancouver-Sud"," 141","Vancouver",0,61,1,35,66,0,163,429
59034,"Vancouver South/Vancouver-Sud"," 142","Vancouver",0,60,2,45,93,2,202,452
59034,"Vancouver South/Vancouver-Sud"," 143","Vancouver",4,62,10,66,85,4,231,493
59034,"Vancouver South/Vancouver-Sud"," 144","Vancouver",0,68,4,43,88,1,204,507
59034,"Vancouver South/Vancouver-Sud"," 145","Vancouver",1,73,0,46,131,2,253,518
59034,"Vancouver South/Vancouver-Sud"," 146","Vancouver",0,56,3,38,112,1,210,498
59034,"Vancouver South/Vancouver-Sud"," 147","Vancouver",1,88,6,60,60,3,218,404
59034,"Vancouver South/Vancouver-Sud"," 148","Vancouver",2,83,8,48,98,2,241,452
59034,"Vancouver South/Vancouver-Sud"," 149","Vancouver",0,42,4,63,35,0,144,301
59034,"Vancouver South/Vancouver-Sud"," 150","Vancouver",0,55,6,71,71,2,205,442
59034,"Vancouver South/Vancouver-Sud"," 150-1","Vancouver",0,68,4,32,83,2,189,427
59034,"Vancouver South/Vancouver-Sud"," 151","Vancouver",1,68,6,40,95,0,210,434
59034,"Vancouver South/Vancouver-Sud"," 152","Vancouver",3,75,3,28,141,0,250,576
59034,"Vancouver South/Vancouver-Sud"," 153","Vancouver",0,103,10,48,64,1,226,450
59034,"Vancouver South/Vancouver-Sud"," 154","Vancouver",2,90,4,70,87,1,254,514
59034,"Vancouver South/Vancouver-Sud"," 155","Vancouver",1,71,10,60,72,1,215,448
59034,"Vancouver South/Vancouver-Sud"," 156","Vancouver",1,78,12,67,39,1,198,436
59034,"Vancouver South/Vancouver-Sud"," 157","Vancouver",1,106,10,92,46,0,255,497
59034,"Vancouver South/Vancouver-Sud"," 158","Vancouver",0,68,5,84,49,0,206,508
59034,"Vancouver South/Vancouver-Sud"," 159","Vancouver",0,56,8,30,67,0,161,379
59034,"Vancouver South/Vancouver-Sud"," 160","Vancouver",3,91,11,66,60,0,231,517
59034,"Vancouver South/Vancouver-Sud"," 500","Mobile poll/Bureau itinérant",2,32,9,20,39,1,103,187
59034,"Vancouver South/Vancouver-Sud"," 501","Mobile poll/Bureau itinérant",4,39,5,23,94,4,169,179
59034,"Vancouver South/Vancouver-Sud"," 502","Mobile poll/Bureau itinérant",2,16,2,16,21,2,59,138
59034,"Vancouver South/Vancouver-Sud"," 503","Mobile poll/Bureau itinérant",1,27,6,36,37,9,116,151
59034,"Vancouver South/Vancouver-Sud"," 504","Mobile poll/Bureau itinérant",2,24,2,11,16,0,55,140
59034,"Vancouver South/Vancouver-Sud"," 505","Mobile poll/Bureau itinérant",5,30,4,29,64,4,136,166
59034,"Vancouver South/Vancouver-Sud"," 506","Mobile poll/Bureau itinérant",2,15,4,17,23,6,67,131
59034,"Vancouver South/Vancouver-Sud"," 600","Vancouver",1,204,5,21,267,2,500,
59034,"Vancouver South/Vancouver-Sud"," 601","Vancouver",4,240,21,91,255,2,613,
59034,"Vancouver South/Vancouver-Sud"," 602","Vancouver",3,211,9,79,289,0,591,
59034,"Vancouver South/Vancouver-Sud"," 603","Vancouver",2,390,16,99,392,2,901,
59034,"Vancouver South/Vancouver-Sud"," 604","Vancouver",6,347,9,72,339,3,776,
59034,"Vancouver South/Vancouver-Sud"," 605","Vancouver",0,201,6,106,260,0,573,
59034,"Vancouver South/Vancouver-Sud"," 606","Vancouver",6,201,4,90,336,7,644,
59034,"Vancouver South/Vancouver-Sud"," 607","Vancouver",4,231,14,67,322,7,645,
59034,"Vancouver South/Vancouver-Sud"," 608","Vancouver",1,251,16,90,286,3,647,
59034,"Vancouver South/Vancouver-Sud"," 609","Vancouver",14,246,17,106,436,9,828,
59034,"Vancouver South/Vancouver-Sud"," 610","Vancouver",4,345,11,167,363,5,895,
59034,"Vancouver South/Vancouver-Sud",,Group 1/Groupe 1,0,26,4,17,14,3,64,107
59034,"Vancouver South/Vancouver-Sud",,Group 2/Groupe 2,1,327,13,66,338,8,753,
