Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Bezan,Duncan Geisler,Sean Palsson,Don Winstone,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46010,"Selkirk--Interlake/Selkirk--Interlake"," 17","Fisher Branch",102,6,30,3,0,141,289
46010,"Selkirk--Interlake/Selkirk--Interlake"," 18","Sylvan",79,12,35,1,2,129,246
46010,"Selkirk--Interlake/Selkirk--Interlake"," 19","Hecla--Washow",79,2,14,4,0,99,164
46010,"Selkirk--Interlake/Selkirk--Interlake"," 20","Shorncliffe--Ledwyn",66,8,23,1,0,98,207
46010,"Selkirk--Interlake/Selkirk--Interlake"," 21","Vidir",131,6,15,0,0,152,405
46010,"Selkirk--Interlake/Selkirk--Interlake"," 22","Riverton",88,6,16,3,1,114,171
46010,"Selkirk--Interlake/Selkirk--Interlake"," 23","Riverton",96,3,54,4,0,157,314
46010,"Selkirk--Interlake/Selkirk--Interlake"," 24","Riverton",41,3,27,0,0,71,107
46010,"Selkirk--Interlake/Selkirk--Interlake"," 25","Framnes",117,2,34,1,0,154,244
46010,"Selkirk--Interlake/Selkirk--Interlake"," 26A","Arborg",93,2,30,2,0,127,307
46010,"Selkirk--Interlake/Selkirk--Interlake"," 26B","Arborg",68,3,28,8,0,107,258
46010,"Selkirk--Interlake/Selkirk--Interlake"," 27","Arborg",144,6,54,0,1,205,331
46010,"Selkirk--Interlake/Selkirk--Interlake"," 28","Geyser",93,4,61,1,0,159,220
46010,"Selkirk--Interlake/Selkirk--Interlake"," 29","Hnausa",75,13,36,3,0,127,239
46010,"Selkirk--Interlake/Selkirk--Interlake"," 30","Siglunes",72,6,19,0,0,97,172
46010,"Selkirk--Interlake/Selkirk--Interlake"," 31","Moosehorn",154,11,62,5,1,233,376
46010,"Selkirk--Interlake/Selkirk--Interlake"," 32","Ashern",127,23,25,3,1,179,293
46010,"Selkirk--Interlake/Selkirk--Interlake"," 33","Ashern",72,22,13,1,1,109,216
46010,"Selkirk--Interlake/Selkirk--Interlake"," 34A","Ashern",80,14,24,2,1,121,229
46010,"Selkirk--Interlake/Selkirk--Interlake"," 34B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,7
46010,"Selkirk--Interlake/Selkirk--Interlake"," 35","Camper",66,1,12,1,2,82,145
46010,"Selkirk--Interlake/Selkirk--Interlake"," 36","Dog Creek",21,5,59,2,0,87,278
46010,"Selkirk--Interlake/Selkirk--Interlake"," 37A","Eriksdale",151,7,46,8,0,212,457
46010,"Selkirk--Interlake/Selkirk--Interlake"," 37B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,9
46010,"Selkirk--Interlake/Selkirk--Interlake"," 38","Eriksdale",121,4,24,5,0,154,270
46010,"Selkirk--Interlake/Selkirk--Interlake"," 39","Broad Valley",85,3,31,0,1,120,210
46010,"Selkirk--Interlake/Selkirk--Interlake"," 40","Chatfield",85,17,52,2,0,156,300
46010,"Selkirk--Interlake/Selkirk--Interlake"," 41","Minnewakan",215,3,22,1,0,241,387
46010,"Selkirk--Interlake/Selkirk--Interlake"," 42","Lundar",186,8,31,3,2,230,458
46010,"Selkirk--Interlake/Selkirk--Interlake"," 43","Rembrandt",106,7,22,3,0,138,233
46010,"Selkirk--Interlake/Selkirk--Interlake"," 44","Fraserwood",125,4,38,2,2,171,262
46010,"Selkirk--Interlake/Selkirk--Interlake"," 45","Komarno",121,6,48,4,0,179,312
46010,"Selkirk--Interlake/Selkirk--Interlake"," 46","Silver Harbour",157,18,61,8,1,245,374
46010,"Selkirk--Interlake/Selkirk--Interlake"," 46-1","Glen Bay",62,5,43,1,0,111,208
46010,"Selkirk--Interlake/Selkirk--Interlake"," 47","Camp Morton",117,7,48,2,1,175,268
46010,"Selkirk--Interlake/Selkirk--Interlake"," 48","Loni Beach",101,16,43,3,0,163,288
46010,"Selkirk--Interlake/Selkirk--Interlake"," 48-1","Shore Point",75,2,52,8,2,139,282
46010,"Selkirk--Interlake/Selkirk--Interlake"," 49","Aspen Park",148,9,58,6,0,221,384
46010,"Selkirk--Interlake/Selkirk--Interlake"," 50A","Gimli",73,6,30,5,1,115,202
46010,"Selkirk--Interlake/Selkirk--Interlake"," 50B","Gimli",53,9,34,3,2,101,189
46010,"Selkirk--Interlake/Selkirk--Interlake"," 50-1","Gimli",81,7,40,2,0,130,209
46010,"Selkirk--Interlake/Selkirk--Interlake"," 51","Gimli",92,4,50,1,0,147,296
46010,"Selkirk--Interlake/Selkirk--Interlake"," 52","Gimli",125,14,76,11,0,226,412
46010,"Selkirk--Interlake/Selkirk--Interlake"," 52-1","Gimli",38,8,28,4,1,79,138
46010,"Selkirk--Interlake/Selkirk--Interlake"," 53","South Beach",145,4,65,5,0,219,374
46010,"Selkirk--Interlake/Selkirk--Interlake"," 53-1","Gimli",44,0,30,1,0,75,156
46010,"Selkirk--Interlake/Selkirk--Interlake"," 54","Husavick",68,9,30,4,0,111,246
46010,"Selkirk--Interlake/Selkirk--Interlake"," 55","Sandy Hook",218,10,49,31,0,308,482
46010,"Selkirk--Interlake/Selkirk--Interlake"," 56","Winnipeg Beach",116,7,68,15,0,206,327
46010,"Selkirk--Interlake/Selkirk--Interlake"," 57","Winnipeg Beach",100,10,67,14,2,193,388
46010,"Selkirk--Interlake/Selkirk--Interlake"," 57-1","Winnipeg Beach",75,0,44,13,1,133,246
46010,"Selkirk--Interlake/Selkirk--Interlake"," 58","Oak Point",119,9,26,0,0,154,305
46010,"Selkirk--Interlake/Selkirk--Interlake"," 59","St. Laurent",79,4,27,0,0,110,229
46010,"Selkirk--Interlake/Selkirk--Interlake"," 60","St. Laurent",131,19,46,3,3,202,467
46010,"Selkirk--Interlake/Selkirk--Interlake"," 60-1","St. Laurent",38,5,16,0,0,59,91
46010,"Selkirk--Interlake/Selkirk--Interlake"," 61","Inwood",152,10,56,5,1,224,387
46010,"Selkirk--Interlake/Selkirk--Interlake"," 62","Erinview",102,5,23,2,0,132,318
46010,"Selkirk--Interlake/Selkirk--Interlake"," 63","Lake Francis",121,7,29,6,0,163,294
46010,"Selkirk--Interlake/Selkirk--Interlake"," 64","Reaburn",106,6,15,0,0,127,210
46010,"Selkirk--Interlake/Selkirk--Interlake"," 65","Woodlands",213,3,23,8,0,247,471
46010,"Selkirk--Interlake/Selkirk--Interlake"," 66","Woodlands",106,1,26,5,0,138,206
46010,"Selkirk--Interlake/Selkirk--Interlake"," 67","Marquette",50,8,16,1,0,75,94
46010,"Selkirk--Interlake/Selkirk--Interlake"," 68","Oswald",123,8,23,2,0,156,293
46010,"Selkirk--Interlake/Selkirk--Interlake"," 69","Rosser",98,4,14,5,1,122,255
46010,"Selkirk--Interlake/Selkirk--Interlake"," 70","Warren",151,14,40,9,0,214,398
46010,"Selkirk--Interlake/Selkirk--Interlake"," 70-1","Warren",125,8,20,6,0,159,276
46010,"Selkirk--Interlake/Selkirk--Interlake"," 71","Teulon",153,6,35,2,0,196,302
46010,"Selkirk--Interlake/Selkirk--Interlake"," 72","Teulon",170,5,44,5,0,224,439
46010,"Selkirk--Interlake/Selkirk--Interlake"," 72-1","Teulon",117,2,39,4,1,163,266
46010,"Selkirk--Interlake/Selkirk--Interlake"," 73","Teulon",53,2,15,1,0,71,146
46010,"Selkirk--Interlake/Selkirk--Interlake"," 74","Teulon",39,1,13,0,0,53,102
46010,"Selkirk--Interlake/Selkirk--Interlake"," 75","Teulon",107,4,30,3,0,144,239
46010,"Selkirk--Interlake/Selkirk--Interlake"," 76","Gunton",170,4,32,12,1,219,339
46010,"Selkirk--Interlake/Selkirk--Interlake"," 77","Balmoral",137,3,35,15,0,190,268
46010,"Selkirk--Interlake/Selkirk--Interlake"," 78","Balmoral",145,9,29,7,1,191,341
46010,"Selkirk--Interlake/Selkirk--Interlake"," 79","Argyle",192,8,34,7,1,242,394
46010,"Selkirk--Interlake/Selkirk--Interlake"," 80","Lait",121,6,25,3,0,155,239
46010,"Selkirk--Interlake/Selkirk--Interlake"," 81","Stonewall",113,7,23,7,0,150,235
46010,"Selkirk--Interlake/Selkirk--Interlake"," 82","Stonewall",108,11,31,1,1,152,275
46010,"Selkirk--Interlake/Selkirk--Interlake"," 82-1","Stonewall",119,17,40,5,0,181,294
46010,"Selkirk--Interlake/Selkirk--Interlake"," 83","Stonewall",106,7,40,8,1,162,293
46010,"Selkirk--Interlake/Selkirk--Interlake"," 83-1","Stonewall",82,9,20,5,0,116,256
46010,"Selkirk--Interlake/Selkirk--Interlake"," 84","Stonewall",160,7,47,15,0,229,359
46010,"Selkirk--Interlake/Selkirk--Interlake"," 84-1","Stonewall",132,9,53,12,2,208,337
46010,"Selkirk--Interlake/Selkirk--Interlake"," 85","Stonewall",139,4,31,3,2,179,236
46010,"Selkirk--Interlake/Selkirk--Interlake"," 86","Stonewall",87,4,25,9,1,126,230
46010,"Selkirk--Interlake/Selkirk--Interlake"," 87A","Stonewall",123,6,28,4,0,161,246
46010,"Selkirk--Interlake/Selkirk--Interlake"," 87B","Stonewall",98,7,29,7,1,142,225
46010,"Selkirk--Interlake/Selkirk--Interlake"," 87-1","Stonewall",Merged with No. 87B/Fusionné avec le nº 87B,,,,,,13
46010,"Selkirk--Interlake/Selkirk--Interlake"," 88","Stonewall",182,10,51,8,0,251,428
46010,"Selkirk--Interlake/Selkirk--Interlake"," 89","Stonewall",119,8,38,6,0,171,306
46010,"Selkirk--Interlake/Selkirk--Interlake"," 90","Stony Mountain",205,10,60,22,1,298,426
46010,"Selkirk--Interlake/Selkirk--Interlake"," 91A","Stony Mountain",123,5,37,3,1,169,287
46010,"Selkirk--Interlake/Selkirk--Interlake"," 91B","Stony Mountain",163,4,33,11,1,212,343
46010,"Selkirk--Interlake/Selkirk--Interlake"," 92","Stony Mountain",181,7,58,11,0,257,389
46010,"Selkirk--Interlake/Selkirk--Interlake"," 93A","Stony Mountain",94,5,37,5,1,142,252
46010,"Selkirk--Interlake/Selkirk--Interlake"," 93B","Stony Mountain",110,6,37,6,1,160,260
46010,"Selkirk--Interlake/Selkirk--Interlake"," 94","Grosse Isle",140,11,33,10,0,194,294
46010,"Selkirk--Interlake/Selkirk--Interlake"," 95A","Rosser",96,7,15,4,0,122,321
46010,"Selkirk--Interlake/Selkirk--Interlake"," 95B","Rosser",89,6,24,5,1,125,367
46010,"Selkirk--Interlake/Selkirk--Interlake"," 96","Lilyfield",138,11,51,18,3,221,306
46010,"Selkirk--Interlake/Selkirk--Interlake"," 97","Ponemah",119,5,83,22,0,229,376
46010,"Selkirk--Interlake/Selkirk--Interlake"," 98","Matlock",118,8,64,19,1,210,374
46010,"Selkirk--Interlake/Selkirk--Interlake"," 98-1","Dunnottar",70,5,44,15,1,135,197
46010,"Selkirk--Interlake/Selkirk--Interlake"," 99","Netley",122,2,43,5,0,172,315
46010,"Selkirk--Interlake/Selkirk--Interlake"," 100","Petersfield",129,4,36,3,0,172,276
46010,"Selkirk--Interlake/Selkirk--Interlake"," 101","Petersfield",137,7,61,7,0,212,365
46010,"Selkirk--Interlake/Selkirk--Interlake"," 101-1","Petersfield",113,6,28,9,0,156,241
46010,"Selkirk--Interlake/Selkirk--Interlake"," 102","Clandeboye",167,4,36,8,1,216,362
46010,"Selkirk--Interlake/Selkirk--Interlake"," 102-1","Clandeboye",86,1,42,6,0,135,204
46010,"Selkirk--Interlake/Selkirk--Interlake"," 103","Dynevor",84,7,71,8,1,171,293
46010,"Selkirk--Interlake/Selkirk--Interlake"," 104","Cloverdale",158,5,60,6,0,229,395
46010,"Selkirk--Interlake/Selkirk--Interlake"," 105","St. Andrews",138,5,44,3,0,190,348
46010,"Selkirk--Interlake/Selkirk--Interlake"," 106","Fort Garry",179,5,55,10,0,249,449
46010,"Selkirk--Interlake/Selkirk--Interlake"," 107","St. Andrews",103,13,77,10,1,204,375
46010,"Selkirk--Interlake/Selkirk--Interlake"," 108","St. Andrews",83,5,43,7,0,138,287
46010,"Selkirk--Interlake/Selkirk--Interlake"," 109","St. Andrews",162,10,86,7,2,267,481
46010,"Selkirk--Interlake/Selkirk--Interlake"," 110","St. Andrews",193,7,72,9,0,281,503
46010,"Selkirk--Interlake/Selkirk--Interlake"," 111","St. Andrews",149,9,71,9,1,239,448
46010,"Selkirk--Interlake/Selkirk--Interlake"," 112","St. Andrews",175,5,70,6,1,257,432
46010,"Selkirk--Interlake/Selkirk--Interlake"," 113","St. Andrews",87,6,50,5,0,148,334
46010,"Selkirk--Interlake/Selkirk--Interlake"," 114","St. Andrews",170,9,87,11,1,278,456
46010,"Selkirk--Interlake/Selkirk--Interlake"," 115","St. Andrews",88,4,42,5,1,140,236
46010,"Selkirk--Interlake/Selkirk--Interlake"," 115-1","St. Andrews",119,17,48,8,1,193,308
46010,"Selkirk--Interlake/Selkirk--Interlake"," 116","St. Andrews",139,9,58,8,2,216,387
46010,"Selkirk--Interlake/Selkirk--Interlake"," 117","St. Andrews",156,11,55,7,0,229,404
46010,"Selkirk--Interlake/Selkirk--Interlake"," 117-1","St. Andrews",46,1,19,5,0,71,105
46010,"Selkirk--Interlake/Selkirk--Interlake"," 118","St. Andrews",154,13,69,2,1,239,405
46010,"Selkirk--Interlake/Selkirk--Interlake"," 119","Selkirk",62,7,56,5,0,130,338
46010,"Selkirk--Interlake/Selkirk--Interlake"," 120","Selkirk",69,4,91,12,0,176,356
46010,"Selkirk--Interlake/Selkirk--Interlake"," 121","Selkirk",40,2,32,4,1,79,190
46010,"Selkirk--Interlake/Selkirk--Interlake"," 122","Selkirk",70,6,51,3,0,130,345
46010,"Selkirk--Interlake/Selkirk--Interlake"," 123","Selkirk",106,6,67,4,0,183,358
46010,"Selkirk--Interlake/Selkirk--Interlake"," 123-1","Selkirk",30,3,20,0,0,53,111
46010,"Selkirk--Interlake/Selkirk--Interlake"," 124","Selkirk",87,7,54,6,2,156,295
46010,"Selkirk--Interlake/Selkirk--Interlake"," 125","Selkirk",58,3,44,9,0,114,295
46010,"Selkirk--Interlake/Selkirk--Interlake"," 126","Selkirk",90,3,41,8,1,143,279
46010,"Selkirk--Interlake/Selkirk--Interlake"," 127","Selkirk",116,5,61,3,0,185,351
46010,"Selkirk--Interlake/Selkirk--Interlake"," 128","Selkirk",84,6,88,2,2,182,395
46010,"Selkirk--Interlake/Selkirk--Interlake"," 129","Selkirk",149,9,72,7,0,237,390
46010,"Selkirk--Interlake/Selkirk--Interlake"," 130","Selkirk",109,3,56,13,0,181,275
46010,"Selkirk--Interlake/Selkirk--Interlake"," 131","Selkirk",58,6,61,4,0,129,296
46010,"Selkirk--Interlake/Selkirk--Interlake"," 132","Selkirk",65,13,46,4,1,129,358
46010,"Selkirk--Interlake/Selkirk--Interlake"," 133","Selkirk",71,7,52,3,0,133,306
46010,"Selkirk--Interlake/Selkirk--Interlake"," 134","Selkirk",107,13,59,13,1,193,379
46010,"Selkirk--Interlake/Selkirk--Interlake"," 135","Selkirk",122,10,73,6,0,211,368
46010,"Selkirk--Interlake/Selkirk--Interlake"," 136","Selkirk",113,6,47,15,1,182,335
46010,"Selkirk--Interlake/Selkirk--Interlake"," 137A","Selkirk",108,9,49,9,2,177,289
46010,"Selkirk--Interlake/Selkirk--Interlake"," 137B","Selkirk",90,4,36,8,1,139,270
46010,"Selkirk--Interlake/Selkirk--Interlake"," 138","Victoria Beach",113,7,45,13,1,179,306
46010,"Selkirk--Interlake/Selkirk--Interlake"," 139","Hillside",115,13,65,6,1,200,342
46010,"Selkirk--Interlake/Selkirk--Interlake"," 140","Alexander--Belair",107,10,53,3,0,173,359
46010,"Selkirk--Interlake/Selkirk--Interlake"," 141","Grand Beach",155,16,74,7,0,252,346
46010,"Selkirk--Interlake/Selkirk--Interlake"," 142","St. Clements--Beaconia",62,7,33,5,0,107,273
46010,"Selkirk--Interlake/Selkirk--Interlake"," 143","Thalberg",181,3,55,5,0,244,399
46010,"Selkirk--Interlake/Selkirk--Interlake"," 144","Brokenhead 4",9,8,63,2,0,82,234
46010,"Selkirk--Interlake/Selkirk--Interlake"," 145","Libau",119,4,61,9,1,194,330
46010,"Selkirk--Interlake/Selkirk--Interlake"," 146","Walkleyburg",125,10,64,6,1,206,481
46010,"Selkirk--Interlake/Selkirk--Interlake"," 147","East Selkirk",138,9,59,7,0,213,355
46010,"Selkirk--Interlake/Selkirk--Interlake"," 147-1","East Selkirk",82,2,52,6,1,143,244
46010,"Selkirk--Interlake/Selkirk--Interlake"," 148","East Selkirk",90,1,48,5,0,144,256
46010,"Selkirk--Interlake/Selkirk--Interlake"," 149","East Selkirk",54,1,46,0,0,101,191
46010,"Selkirk--Interlake/Selkirk--Interlake"," 150A","East Selkirk",132,8,42,6,1,189,357
46010,"Selkirk--Interlake/Selkirk--Interlake"," 150B","East Selkirk",114,7,44,12,0,177,324
46010,"Selkirk--Interlake/Selkirk--Interlake"," 151","Highland Glen",157,6,59,4,0,226,462
46010,"Selkirk--Interlake/Selkirk--Interlake"," 152A","Garson",111,10,44,20,0,185,322
46010,"Selkirk--Interlake/Selkirk--Interlake"," 152B","Garson",114,5,47,5,0,171,292
46010,"Selkirk--Interlake/Selkirk--Interlake"," 153","Little Britain",115,8,32,3,0,158,301
46010,"Selkirk--Interlake/Selkirk--Interlake"," 154","Gonor",112,8,43,7,1,171,287
46010,"Selkirk--Interlake/Selkirk--Interlake"," 155","Narol",104,7,57,5,1,174,317
46010,"Selkirk--Interlake/Selkirk--Interlake"," 155-1","Narol",79,9,36,6,1,131,220
46010,"Selkirk--Interlake/Selkirk--Interlake"," 156","Gonor Station",95,5,45,3,0,148,253
46010,"Selkirk--Interlake/Selkirk--Interlake"," 157","Narol",150,18,55,2,0,225,324
46010,"Selkirk--Interlake/Selkirk--Interlake"," 158","St. Clements",200,19,71,10,1,301,444
46010,"Selkirk--Interlake/Selkirk--Interlake"," 159","St. Clements",164,9,65,4,0,242,345
46010,"Selkirk--Interlake/Selkirk--Interlake"," 160A","St. Clements",84,1,28,2,0,115,243
46010,"Selkirk--Interlake/Selkirk--Interlake"," 160B","St. Clements",62,4,33,3,2,104,255
46010,"Selkirk--Interlake/Selkirk--Interlake"," 160-1","St. Clements",57,0,30,7,1,95,254
46010,"Selkirk--Interlake/Selkirk--Interlake"," 161A","Springfield",78,3,43,4,2,130,212
46010,"Selkirk--Interlake/Selkirk--Interlake"," 161B","Springfield",102,4,44,4,3,157,238
46010,"Selkirk--Interlake/Selkirk--Interlake"," 162","Melrose",96,4,33,1,2,136,210
46010,"Selkirk--Interlake/Selkirk--Interlake"," 163","Cooks Creek",159,14,69,14,2,258,396
46010,"Selkirk--Interlake/Selkirk--Interlake"," 164A","Cooks Creek",111,17,55,5,0,188,235
46010,"Selkirk--Interlake/Selkirk--Interlake"," 164B","Cooks Creek",115,4,55,7,0,181,249
46010,"Selkirk--Interlake/Selkirk--Interlake"," 165A","Sapton",126,8,40,8,0,182,307
46010,"Selkirk--Interlake/Selkirk--Interlake"," 165B","Sapton",146,5,61,9,1,222,347
46010,"Selkirk--Interlake/Selkirk--Interlake"," 166","Brokenhead",48,1,26,4,0,79,157
46010,"Selkirk--Interlake/Selkirk--Interlake"," 167","Ladywood",106,0,34,2,0,142,247
46010,"Selkirk--Interlake/Selkirk--Interlake"," 168","Sebright",123,3,36,3,0,165,249
46010,"Selkirk--Interlake/Selkirk--Interlake"," 169","Tyndall",144,7,47,5,0,203,404
46010,"Selkirk--Interlake/Selkirk--Interlake"," 169-1","Tyndall",75,2,26,3,0,106,168
46010,"Selkirk--Interlake/Selkirk--Interlake"," 170","Cromwell",165,4,35,11,1,216,382
46010,"Selkirk--Interlake/Selkirk--Interlake"," 171","Cloverleaf",161,6,67,5,0,239,424
46010,"Selkirk--Interlake/Selkirk--Interlake"," 172","St. Ouens",141,4,33,10,0,188,357
46010,"Selkirk--Interlake/Selkirk--Interlake"," 173","Beauséjour",49,2,20,9,0,80,214
46010,"Selkirk--Interlake/Selkirk--Interlake"," 174","Beauséjour",85,3,46,5,6,145,294
46010,"Selkirk--Interlake/Selkirk--Interlake"," 175","Beauséjour",167,10,61,6,0,244,458
46010,"Selkirk--Interlake/Selkirk--Interlake"," 176A","Beauséjour",123,2,36,8,1,170,358
46010,"Selkirk--Interlake/Selkirk--Interlake"," 176B","Beauséjour",111,3,49,9,0,172,286
46010,"Selkirk--Interlake/Selkirk--Interlake"," 177","Beauséjour",121,5,50,6,0,182,349
46010,"Selkirk--Interlake/Selkirk--Interlake"," 177-1","Beauséjour",18,0,6,2,1,27,53
46010,"Selkirk--Interlake/Selkirk--Interlake"," 178","Beauséjour",88,6,38,4,0,136,277
46010,"Selkirk--Interlake/Selkirk--Interlake"," 179","Beauséjour",141,13,42,5,1,202,415
46010,"Selkirk--Interlake/Selkirk--Interlake"," 400","Selkirk",20,15,27,9,9,80,151
46010,"Selkirk--Interlake/Selkirk--Interlake"," 500","Mobile poll/Bureau itinérant",35,11,12,1,0,59,72
46010,"Selkirk--Interlake/Selkirk--Interlake"," 501","Mobile poll/Bureau itinérant",9,7,15,1,0,32,62
46010,"Selkirk--Interlake/Selkirk--Interlake"," 502","Mobile poll/Bureau itinérant",27,2,10,0,1,40,50
46010,"Selkirk--Interlake/Selkirk--Interlake"," 503","Mobile poll/Bureau itinérant",42,7,30,1,2,82,210
46010,"Selkirk--Interlake/Selkirk--Interlake"," 504","Mobile poll/Bureau itinérant",20,1,14,1,0,36,58
46010,"Selkirk--Interlake/Selkirk--Interlake"," 505","Mobile poll/Bureau itinérant",39,10,16,2,0,67,139
46010,"Selkirk--Interlake/Selkirk--Interlake"," 506","Mobile poll/Bureau itinérant",16,8,9,0,0,33,54
46010,"Selkirk--Interlake/Selkirk--Interlake"," 507","Mobile poll/Bureau itinérant",34,5,37,1,1,78,122
46010,"Selkirk--Interlake/Selkirk--Interlake"," 508","Mobile poll/Bureau itinérant",56,5,35,0,1,97,138
46010,"Selkirk--Interlake/Selkirk--Interlake"," 509","Mobile poll/Bureau itinérant",46,4,43,2,0,95,139
46010,"Selkirk--Interlake/Selkirk--Interlake"," 510","Mobile poll/Bureau itinérant",19,2,21,0,0,42,61
46010,"Selkirk--Interlake/Selkirk--Interlake"," 511","Mobile poll/Bureau itinérant",46,0,19,2,2,69,85
46010,"Selkirk--Interlake/Selkirk--Interlake"," 512","Mobile poll/Bureau itinérant",50,10,22,3,0,85,152
46010,"Selkirk--Interlake/Selkirk--Interlake"," 600","Gypsumville",25,7,2,0,0,34,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 601","Peguis",14,10,33,0,0,57,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 602","Siglunes-Ashern",70,7,3,0,0,80,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 603","Fisher",51,8,20,0,1,80,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 604","Eriksdale",103,10,15,1,0,129,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 605","Bullhead-Matheson",2,0,10,0,0,12,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 606","Bifrost-Riverton",26,3,5,0,0,34,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 607","Arborg",144,9,58,3,3,217,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 608","Gimli",306,36,146,18,0,506,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 609","Beaches",154,15,76,22,1,268,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 610","St. Laurent",56,8,20,1,0,85,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 611","Woodlands-Warren",85,1,10,3,0,99,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 612","Rockwood-Teulon",189,7,41,3,1,241,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 613","Rockwood-Stonewall",307,25,58,13,2,405,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 614","Rosser",41,7,6,2,0,56,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 615","Clandeboye-Petersfield",71,1,26,5,2,105,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 616","St. Andrews",311,21,91,10,2,435,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 617","Selkirk",180,19,57,13,0,269,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 618","Selkirk",182,15,69,13,0,279,
46010,"Selkirk--Interlake/Selkirk--Interlake"," 619","East Selkirk--St. Clements",173,11,53,6,1,244,
