Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pat Heroux,Connie Laurin-Bowie,Lisa Raitt,Judi Remigio,Tony Rodrigues,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35030,"Halton/Halton"," 86-6","Milton",48,45,85,9,1,1,189,432
35030,"Halton/Halton"," 87","Milton",41,53,123,7,0,1,225,387
35030,"Halton/Halton"," 88","Milton",43,67,181,7,0,1,299,583
35030,"Halton/Halton"," 89A","Milton",54,75,133,7,0,2,271,638
35030,"Halton/Halton"," 89B","Milton",57,88,149,5,0,2,301,655
35030,"Halton/Halton"," 89C","Milton",57,64,121,10,1,1,254,597
35030,"Halton/Halton"," 89D","Milton",51,56,119,9,0,1,236,469
35030,"Halton/Halton"," 89-1A","Milton",60,83,145,7,1,0,296,554
35030,"Halton/Halton"," 89-1B","Milton",49,82,123,5,0,0,259,526
35030,"Halton/Halton"," 89-2A","Milton",53,65,91,5,1,0,215,484
35030,"Halton/Halton"," 89-2B","Milton",47,58,114,5,0,1,225,487
35030,"Halton/Halton"," 90","Oakville",55,118,180,6,0,0,359,713
35030,"Halton/Halton"," 91","Oakville",47,65,125,14,3,3,257,537
35030,"Halton/Halton"," 92","Oakville",49,90,99,11,0,0,249,450
35030,"Halton/Halton"," 93","Oakville",39,76,112,5,0,1,233,422
35030,"Halton/Halton"," 94","Oakville",43,81,127,6,0,0,257,453
35030,"Halton/Halton"," 95","Oakville",36,69,104,6,0,1,216,380
35030,"Halton/Halton"," 96","Oakville",28,100,118,9,4,2,261,474
35030,"Halton/Halton"," 97","Oakville",47,80,58,4,0,2,191,462
35030,"Halton/Halton"," 98","Oakville",40,118,125,11,0,3,297,501
35030,"Halton/Halton"," 99","Oakville",52,106,144,14,1,0,317,567
35030,"Halton/Halton"," 100A","Oakville",46,80,115,10,0,2,253,510
35030,"Halton/Halton"," 100B","Oakville",42,68,107,11,0,1,229,468
35030,"Halton/Halton"," 100-1","Oakville",43,58,95,10,0,0,206,404
35030,"Halton/Halton"," 101","Oakville",24,51,124,2,0,2,203,365
35030,"Halton/Halton"," 102","Oakville",37,81,118,6,0,0,242,429
35030,"Halton/Halton"," 103","Oakville",30,55,102,2,1,0,190,328
35030,"Halton/Halton"," 104","Oakville",30,85,147,9,0,2,273,482
35030,"Halton/Halton"," 105","Oakville",32,61,74,10,2,1,180,323
35030,"Halton/Halton"," 106","Oakville",31,66,112,12,0,1,222,370
35030,"Halton/Halton"," 107","Oakville",43,57,81,9,0,0,190,361
35030,"Halton/Halton"," 108","Oakville",55,71,129,14,0,0,269,516
35030,"Halton/Halton"," 109","Oakville",37,91,129,19,0,0,276,497
35030,"Halton/Halton"," 110","Oakville",35,89,152,7,0,0,283,592
35030,"Halton/Halton"," 110-1","Oakville",31,99,164,16,2,1,313,562
35030,"Halton/Halton"," 110-2","Oakville",54,98,194,3,0,2,351,727
35030,"Halton/Halton"," 110-3","Oakville",34,68,145,2,0,1,250,477
35030,"Halton/Halton"," 110-4","Oakville",33,64,101,6,0,0,204,444
35030,"Halton/Halton"," 110-5A","Oakville",36,40,109,9,0,1,195,388
35030,"Halton/Halton"," 110-5B","Oakville",24,57,90,5,0,0,176,408
35030,"Halton/Halton"," 110-6","Oakville",51,82,174,11,1,2,321,620
35030,"Halton/Halton"," 110-7","Oakville",37,53,106,5,0,0,201,449
35030,"Halton/Halton"," 110-8","Oakville",34,73,145,6,2,1,261,495
35030,"Halton/Halton"," 111","Oakville",45,72,170,10,0,1,298,593
35030,"Halton/Halton"," 112","Oakville",32,66,111,4,0,0,213,475
35030,"Halton/Halton"," 113","Oakville",38,56,114,2,1,1,212,362
35030,"Halton/Halton"," 114A","Oakville",24,55,138,4,0,2,223,411
35030,"Halton/Halton"," 114B","Oakville",32,68,131,11,0,2,244,423
35030,"Halton/Halton"," 115","Oakville",36,76,184,5,0,1,302,545
35030,"Halton/Halton"," 116","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 117","Oakville",29,73,171,3,0,0,276,568
35030,"Halton/Halton"," 118","Oakville",49,51,114,5,0,0,219,390
35030,"Halton/Halton"," 118-1","Oakville",43,55,119,11,2,0,230,426
35030,"Halton/Halton"," 119","Oakville",46,82,136,8,0,0,272,457
35030,"Halton/Halton"," 120","Oakville",40,54,130,6,0,0,230,412
35030,"Halton/Halton"," 120-1","Oakville",33,45,83,12,0,3,176,318
35030,"Halton/Halton"," 121","Oakville",32,38,107,14,0,1,192,367
35030,"Halton/Halton"," 122","Oakville",55,47,131,5,2,0,240,420
35030,"Halton/Halton"," 123","Oakville",37,64,101,7,0,4,213,391
35030,"Halton/Halton"," 124","Oakville",39,60,161,13,1,0,274,466
35030,"Halton/Halton"," 125","Oakville",42,57,109,4,0,2,214,424
35030,"Halton/Halton"," 126","Oakville",42,63,130,7,1,1,244,492
35030,"Halton/Halton"," 127","Oakville",59,88,153,9,0,0,309,511
35030,"Halton/Halton"," 128","Oakville",41,88,151,3,1,1,285,461
35030,"Halton/Halton"," 129","Oakville",45,71,120,6,0,0,242,405
35030,"Halton/Halton"," 130","Oakville",39,61,132,7,1,1,241,444
35030,"Halton/Halton"," 131","Oakville",28,98,124,10,1,0,261,384
35030,"Halton/Halton"," 132","Oakville",54,82,179,13,0,5,333,545
35030,"Halton/Halton"," 133","Oakville",42,71,167,14,1,0,295,481
35030,"Halton/Halton"," 134","Oakville",33,83,138,4,0,0,258,447
35030,"Halton/Halton"," 135","Oakville",13,44,113,4,0,0,174,387
35030,"Halton/Halton"," 135-1","Oakville",19,47,79,13,0,0,158,343
35030,"Halton/Halton"," 136","Oakville",19,63,170,2,0,1,255,518
35030,"Halton/Halton"," 137","Oakville",30,84,143,7,0,0,264,424
35030,"Halton/Halton"," 138","Oakville",46,39,138,11,0,5,239,440
35030,"Halton/Halton"," 139","Oakville",54,55,108,11,2,0,230,412
35030,"Halton/Halton"," 140","Oakville",46,64,131,7,0,1,249,441
35030,"Halton/Halton"," 141","Oakville",33,56,66,11,1,0,167,387
35030,"Halton/Halton"," 142","Oakville",33,81,116,6,1,1,238,460
35030,"Halton/Halton"," 143","Oakville",50,60,113,9,1,1,234,576
35030,"Halton/Halton"," 144","Oakville",45,64,125,4,0,0,238,454
35030,"Halton/Halton"," 145","Oakville",12,30,91,9,1,1,144,357
35030,"Halton/Halton"," 146","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 147","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 148","Oakville",46,66,111,11,1,0,235,509
35030,"Halton/Halton"," 149","Oakville",17,46,76,4,0,1,144,299
35030,"Halton/Halton"," 150","Oakville",33,69,113,3,0,2,220,428
35030,"Halton/Halton"," 151","Oakville",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 152","Oakville",32,43,113,3,0,1,192,330
35030,"Halton/Halton"," 153","Oakville",38,48,98,6,0,2,192,352
35030,"Halton/Halton"," 154","Oakville",26,52,124,6,0,1,209,358
35030,"Halton/Halton"," 155","Oakville",29,52,89,6,1,1,178,309
35030,"Halton/Halton"," 156","Oakville",29,58,118,12,0,1,218,411
35030,"Halton/Halton"," 157","Oakville",39,33,102,11,2,1,188,364
35030,"Halton/Halton"," 158","Oakville",39,63,95,3,0,2,202,341
35030,"Halton/Halton"," 159","Oakville",38,58,94,7,0,0,197,371
35030,"Halton/Halton"," 160","Oakville",8,32,78,5,0,1,124,269
35030,"Halton/Halton"," 161","Oakville",35,57,83,8,1,2,186,371
35030,"Halton/Halton"," 162","Oakville",35,66,91,7,1,0,200,434
35030,"Halton/Halton"," 163","Oakville",28,69,126,5,1,2,231,449
35030,"Halton/Halton"," 163-1","Oakville",39,57,135,10,2,0,243,497
35030,"Halton/Halton"," 163-2","Oakville",66,86,175,18,2,0,347,747
35030,"Halton/Halton"," 163-3","Oakville",43,81,165,4,0,1,294,502
35030,"Halton/Halton"," 164","Oakville",23,41,121,6,3,0,194,436
35030,"Halton/Halton"," 165","Oakville",23,48,111,8,0,0,190,388
35030,"Halton/Halton"," 166","Burlington",21,30,115,20,0,0,186,334
35030,"Halton/Halton"," 167","Burlington",33,56,186,29,0,1,305,473
35030,"Halton/Halton"," 168","Burlington",36,55,178,19,2,1,291,482
35030,"Halton/Halton"," 169","Burlington",32,49,149,16,0,1,247,394
35030,"Halton/Halton"," 170","Burlington",27,50,135,9,3,0,224,397
35030,"Halton/Halton"," 171","Burlington",42,52,177,9,1,2,283,544
35030,"Halton/Halton"," 172","Burlington",25,47,128,10,0,0,210,389
35030,"Halton/Halton"," 172-1","Burlington",26,34,76,3,1,0,140,322
35030,"Halton/Halton"," 172-2","Burlington",49,72,106,11,0,1,239,576
35030,"Halton/Halton"," 172-3","Burlington",49,59,153,4,5,0,270,701
35030,"Halton/Halton"," 172-4","Burlington",68,74,163,7,3,2,317,708
35030,"Halton/Halton"," 172-5","Burlington",24,33,66,5,0,0,128,256
35030,"Halton/Halton"," 172-6A","Burlington",37,60,89,4,0,0,190,424
35030,"Halton/Halton"," 172-6B","Burlington",48,58,96,5,0,0,207,444
35030,"Halton/Halton"," 172-7","Burlington",62,61,130,9,3,0,265,584
35030,"Halton/Halton"," 173","Burlington",22,36,148,8,0,0,214,467
35030,"Halton/Halton"," 174","Burlington",17,60,136,4,0,0,217,443
35030,"Halton/Halton"," 175","Burlington",13,38,106,4,0,0,161,342
35030,"Halton/Halton"," 176","Burlington",19,43,136,4,0,0,202,412
35030,"Halton/Halton"," 177","Burlington",14,66,131,8,0,0,219,408
35030,"Halton/Halton"," 178","Burlington",24,42,143,8,0,0,217,436
35030,"Halton/Halton"," 179","Burlington",39,70,191,4,0,2,306,582
35030,"Halton/Halton"," 180","Burlington",24,71,178,4,0,1,278,476
35030,"Halton/Halton"," 180-1","Burlington",20,36,129,5,0,0,190,372
35030,"Halton/Halton"," 181","Burlington",39,75,203,7,1,0,325,492
35030,"Halton/Halton"," 182","Burlington",38,64,142,7,0,0,251,520
35030,"Halton/Halton"," 183","Burlington",11,34,71,5,0,0,121,183
35030,"Halton/Halton"," 183-1","Burlington",40,60,145,8,0,0,253,438
35030,"Halton/Halton"," 184","Burlington",36,37,150,4,0,0,227,494
35030,"Halton/Halton"," 184-1","Burlington",50,48,104,9,0,0,211,444
35030,"Halton/Halton"," 185","Burlington",45,38,110,8,1,1,203,380
35030,"Halton/Halton"," 186","Burlington",28,36,120,11,0,0,195,391
35030,"Halton/Halton"," 187","Burlington",43,67,179,6,3,1,299,486
35030,"Halton/Halton"," 188","Burlington",48,88,146,9,0,0,291,520
35030,"Halton/Halton"," 189","Burlington",46,85,175,12,0,0,318,530
35030,"Halton/Halton"," 190","Burlington",65,59,146,6,2,0,278,561
35030,"Halton/Halton"," 191","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 192","Burlington",55,95,129,12,0,0,291,481
35030,"Halton/Halton"," 193","Burlington",29,50,138,7,0,0,224,443
35030,"Halton/Halton"," 194","Burlington",48,87,207,6,0,3,351,756
35030,"Halton/Halton"," 195","Burlington",42,28,158,3,1,0,232,462
35030,"Halton/Halton"," 196","Burlington",40,27,116,5,0,0,188,355
35030,"Halton/Halton"," 197","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 198","Burlington",54,66,137,9,3,1,270,443
35030,"Halton/Halton"," 199","Burlington",34,49,97,11,1,1,193,350
35030,"Halton/Halton"," 200","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 201","Burlington",42,49,146,9,1,1,248,450
35030,"Halton/Halton"," 201-1","Burlington",42,46,160,11,0,1,260,493
35030,"Halton/Halton"," 202","Burlington",53,47,167,13,1,0,281,582
35030,"Halton/Halton"," 202-1","Burlington",31,30,110,3,0,1,175,339
35030,"Halton/Halton"," 203","Burlington",53,82,217,5,1,1,359,714
35030,"Halton/Halton"," 204","Burlington",40,78,122,12,0,0,252,506
35030,"Halton/Halton"," 204-1","Burlington",50,48,104,7,2,1,212,407
35030,"Halton/Halton"," 204-2","Burlington",46,58,139,9,0,0,252,528
35030,"Halton/Halton"," 205","Burlington",21,29,58,1,0,0,109,229
35030,"Halton/Halton"," 206","Burlington",18,18,65,2,0,0,103,213
35030,"Halton/Halton"," 207","Burlington",23,40,83,3,0,0,149,259
35030,"Halton/Halton"," 208","Burlington",31,19,50,4,0,0,104,222
35030,"Halton/Halton"," 209","Burlington",19,50,104,8,0,1,182,302
35030,"Halton/Halton"," 209-1","Burlington",29,41,86,7,0,0,163,365
35030,"Halton/Halton"," 210A","Burlington",42,39,86,3,1,0,171,411
35030,"Halton/Halton"," 210B","Burlington",49,34,88,5,0,0,176,404
35030,"Halton/Halton"," 211","Burlington",67,43,130,9,0,0,249,470
35030,"Halton/Halton"," 212","Burlington",43,45,99,8,0,0,195,397
35030,"Halton/Halton"," 213","Burlington",62,52,130,8,1,2,255,571
35030,"Halton/Halton"," 214","Burlington",41,54,131,19,1,1,247,478
35030,"Halton/Halton"," 215","Burlington",58,74,178,7,2,2,321,559
35030,"Halton/Halton"," 216","Burlington",42,61,129,6,0,1,239,400
35030,"Halton/Halton"," 217","Burlington",41,36,74,7,0,0,158,354
35030,"Halton/Halton"," 218","Burlington",49,14,69,6,0,0,138,288
35030,"Halton/Halton"," 219","Burlington",74,68,163,10,4,1,320,561
35030,"Halton/Halton"," 220","Burlington",55,46,116,7,0,0,224,453
35030,"Halton/Halton"," 221","Burlington",44,53,120,11,1,0,229,422
35030,"Halton/Halton"," 222","Burlington",46,59,144,5,0,0,254,440
35030,"Halton/Halton"," 223","Burlington",51,65,132,9,1,1,259,457
35030,"Halton/Halton"," 224","Burlington",48,72,131,8,1,0,260,467
35030,"Halton/Halton"," 225","Burlington",15,28,79,8,0,0,130,259
35030,"Halton/Halton"," 226","Burlington",36,60,136,12,1,0,245,421
35030,"Halton/Halton"," 227","Burlington",65,49,110,5,0,1,230,445
35030,"Halton/Halton"," 228","Burlington",53,45,154,12,0,2,266,541
35030,"Halton/Halton"," 229","Burlington",71,40,151,6,2,1,271,508
35030,"Halton/Halton"," 230","Burlington",29,80,159,12,0,0,280,471
35030,"Halton/Halton"," 231","Burlington",58,36,87,9,1,0,191,437
35030,"Halton/Halton"," 232","Burlington",12,10,63,7,1,1,94,228
35030,"Halton/Halton"," 232-1","Burlington",46,27,103,5,0,0,181,415
35030,"Halton/Halton"," 233","Burlington",21,34,114,12,0,0,181,396
35030,"Halton/Halton"," 234","Burlington",51,38,97,5,1,0,192,369
35030,"Halton/Halton"," 235","Burlington",49,54,123,5,0,0,231,434
35030,"Halton/Halton"," 236","Burlington",72,65,140,9,0,1,287,516
35030,"Halton/Halton"," 400","Burlington",Void/Supprimé,,,,,,,
35030,"Halton/Halton"," 401","Milton",22,19,53,1,0,0,95,200
35030,"Halton/Halton"," 402","Milton",16,20,50,5,0,0,91,156
35030,"Halton/Halton"," 403","Milton",23,43,92,1,1,0,160,217
35030,"Halton/Halton"," 404","Milton",16,15,41,3,0,0,75,119
35030,"Halton/Halton"," 405","Milton",18,25,52,0,2,2,99,124
35030,"Halton/Halton"," 500","Mobile poll/Bureau itinérant",17,30,77,5,2,1,132,228
35030,"Halton/Halton"," 501","Mobile poll/Bureau itinérant",19,35,60,2,2,10,128,208
35030,"Halton/Halton"," 502","Mobile poll/Bureau itinérant",12,23,35,1,2,1,74,194
35030,"Halton/Halton"," 503","Mobile poll/Bureau itinérant",16,47,91,1,2,2,159,191
35030,"Halton/Halton"," 504","Mobile poll/Bureau itinérant",5,6,18,0,0,0,29,80
35030,"Halton/Halton"," 600","Campbellville",47,150,340,17,4,2,560,
35030,"Halton/Halton"," 601","Lowville",48,162,352,21,1,2,586,
35030,"Halton/Halton"," 602","Milton",50,104,248,14,0,1,417,
35030,"Halton/Halton"," 603","Milton",49,177,291,10,1,0,528,
35030,"Halton/Halton"," 604","Milton",96,243,484,26,2,3,854,
35030,"Halton/Halton"," 605","Milton",61,170,385,23,0,1,640,
35030,"Halton/Halton"," 606","Milton",71,184,291,18,1,1,566,
35030,"Halton/Halton"," 607","Milton",34,135,203,10,2,1,385,
35030,"Halton/Halton"," 608","Oakville",60,231,266,15,4,2,578,
35030,"Halton/Halton"," 609","Oakville",70,269,328,19,3,1,690,
35030,"Halton/Halton"," 610","Oakville",60,239,336,20,3,1,659,
35030,"Halton/Halton"," 611","Oakville",66,217,304,13,1,4,605,
35030,"Halton/Halton"," 612","Oakville",48,196,319,11,0,0,574,
35030,"Halton/Halton"," 613","Oakville",46,211,327,5,1,0,590,
35030,"Halton/Halton"," 614","Burlington",36,82,220,16,0,0,354,
35030,"Halton/Halton"," 615","Burlington",82,191,416,14,2,1,706,
35030,"Halton/Halton"," 616","Burlington",27,194,487,10,1,0,719,
35030,"Halton/Halton"," 617","Burlington",63,142,359,13,1,1,579,
35030,"Halton/Halton"," 618","Burlington",50,165,335,8,0,1,559,
35030,"Halton/Halton"," 619","Burlington",63,194,365,22,1,4,649,
35030,"Halton/Halton"," 620","Milton",56,195,305,8,1,4,569,
35030,"Halton/Halton"," 621","Oakville",27,84,134,5,2,0,252,
35030,"Halton/Halton",,Group 1/Groupe 1,1,35,54,1,0,10,101,186
35030,"Halton/Halton",,Group 2/Groupe 2,52,263,291,17,6,12,641,
