Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jason Draper,John Duncan,Mike Holland,Ronna-Rae Leonard,Frank Martin,Sue Moen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59031,"Vancouver Island North/Île de Vancouver-Nord"," 210","Cumberland",4,91,2,46,0,14,0,157,249
59031,"Vancouver Island North/Île de Vancouver-Nord"," 211","Courtenay",2,88,12,84,1,14,0,201,337
59031,"Vancouver Island North/Île de Vancouver-Nord"," 212","Courtenay",3,107,9,118,1,17,0,255,494
59031,"Vancouver Island North/Île de Vancouver-Nord"," 213","Courtenay",2,100,18,96,0,11,0,227,418
59031,"Vancouver Island North/Île de Vancouver-Nord"," 214","Courtenay",0,93,8,90,0,14,1,206,336
59031,"Vancouver Island North/Île de Vancouver-Nord"," 215A","Cumberland",0,52,4,126,0,14,0,196,325
59031,"Vancouver Island North/Île de Vancouver-Nord"," 215B","Cumberland",1,59,12,112,0,12,1,197,333
59031,"Vancouver Island North/Île de Vancouver-Nord"," 215-1","Cumberland",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 216","Cumberland",13,34,3,119,1,11,0,181,289
59031,"Vancouver Island North/Île de Vancouver-Nord"," 216-1","Cumberland",1,50,5,161,1,10,0,228,360
59031,"Vancouver Island North/Île de Vancouver-Nord"," 217A","Cumberland",0,63,4,119,0,10,1,197,321
59031,"Vancouver Island North/Île de Vancouver-Nord"," 217B","Cumberland",1,58,14,92,1,15,0,181,329
59031,"Vancouver Island North/Île de Vancouver-Nord"," 218A","Cumberland",0,39,3,101,0,5,0,148,258
59031,"Vancouver Island North/Île de Vancouver-Nord"," 218B","Cumberland",0,45,4,97,0,19,2,167,282
59031,"Vancouver Island North/Île de Vancouver-Nord"," 219","Royston",0,120,10,91,0,14,0,235,412
59031,"Vancouver Island North/Île de Vancouver-Nord"," 220","Royston",1,79,15,91,0,11,1,198,303
59031,"Vancouver Island North/Île de Vancouver-Nord"," 220-1","Comox-Strathcona A",0,62,9,83,0,10,0,164,329
59031,"Vancouver Island North/Île de Vancouver-Nord"," 221","Royston",0,131,17,156,1,29,0,334,514
59031,"Vancouver Island North/Île de Vancouver-Nord"," 222","Union Bay",0,102,14,79,0,15,0,210,326
59031,"Vancouver Island North/Île de Vancouver-Nord"," 223","Union Bay",1,99,14,84,0,14,0,212,333
59031,"Vancouver Island North/Île de Vancouver-Nord"," 224A","Union Bay",0,78,8,89,0,7,0,182,269
59031,"Vancouver Island North/Île de Vancouver-Nord"," 224B","Union Bay",0,73,8,91,1,9,0,182,278
59031,"Vancouver Island North/Île de Vancouver-Nord"," 225","Union Bay",1,103,11,70,0,7,1,193,295
59031,"Vancouver Island North/Île de Vancouver-Nord"," 226","Denman Island",0,57,9,222,1,22,1,312,385
59031,"Vancouver Island North/Île de Vancouver-Nord"," 227","Fanny Bay",2,62,4,77,0,8,1,154,270
59031,"Vancouver Island North/Île de Vancouver-Nord"," 227-1A","Fanny Bay",0,99,3,72,0,5,1,180,279
59031,"Vancouver Island North/Île de Vancouver-Nord"," 227-1B","Fanny Bay",1,78,6,82,0,11,1,179,270
59031,"Vancouver Island North/Île de Vancouver-Nord"," 228","Fanny Bay",Void/Supprimé,,,,,,,,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 229","Denman Island",1,22,0,101,0,15,1,140,209
59031,"Vancouver Island North/Île de Vancouver-Nord"," 230","Denman Island",0,48,4,144,0,31,0,227,294
59031,"Vancouver Island North/Île de Vancouver-Nord"," 231","Hornby Island",0,31,2,205,0,12,0,250,325
59031,"Vancouver Island North/Île de Vancouver-Nord"," 232","Hornby Island",0,37,15,304,0,21,1,378,500
59031,"Vancouver Island North/Île de Vancouver-Nord"," 400","Comox",2,81,15,32,0,3,1,134,147
59031,"Vancouver Island North/Île de Vancouver-Nord"," 401","Courtenay",1,40,2,16,0,2,1,62,73
59031,"Vancouver Island North/Île de Vancouver-Nord"," 402","Courtenay",1,54,23,33,0,3,1,115,142
59031,"Vancouver Island North/Île de Vancouver-Nord"," 500","Mobile poll/Bureau itinérant",1,31,3,17,0,6,1,59,106
59031,"Vancouver Island North/Île de Vancouver-Nord"," 501","Mobile poll/Bureau itinérant",2,42,13,26,0,5,2,90,80
59031,"Vancouver Island North/Île de Vancouver-Nord"," 502","Mobile poll/Bureau itinérant",0,30,6,24,0,2,0,62,143
59031,"Vancouver Island North/Île de Vancouver-Nord"," 503","Mobile poll/Bureau itinérant",1,19,9,23,1,5,4,62,94
59031,"Vancouver Island North/Île de Vancouver-Nord"," 600","Port Hardy",0,147,17,87,2,15,0,268,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 601","Port McNeill",3,135,9,82,0,7,0,236,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 602","Campbell River--Sayward",1,134,12,136,0,23,0,306,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 603","Campbell River--Quinsam 12",2,217,16,147,0,8,0,390,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 604","Campbell River",2,316,19,249,1,24,2,613,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 605","Campbell River",5,411,30,240,1,25,2,714,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 606","Gold River",2,79,5,51,0,8,0,145,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 607","Merville",0,243,12,177,0,22,2,456,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 608","Courtenay--Comox 1",4,428,47,265,0,17,4,765,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 609","Courtenay",4,310,29,276,1,35,0,655,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 610","Royston--Mud Bay",0,80,9,66,0,9,0,164,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 611","Comox",4,494,68,219,0,20,0,805,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 612","Comox",5,512,99,277,0,31,4,928,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 613","Campbell River--Homalco 9",3,438,39,212,2,23,2,719,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 614","Lewis Park",3,538,72,250,0,35,1,899,
59031,"Vancouver Island North/Île de Vancouver-Nord"," 615","Cumberland",2,161,18,147,0,23,1,352,
59031,"Vancouver Island North/Île de Vancouver-Nord",,Group 1/Groupe 1,3,228,30,57,1,22,8,349,684
59031,"Vancouver Island North/Île de Vancouver-Nord",,Group 2/Groupe 2,6,1187,176,749,3,100,40,2261,
